	STAG2	NF1
BA3351	0.0723694909741421	183.84015117269627
BA3352	0.0318751016425435	142.52121731092907
BA3353	0.0585461050577329	169.65826102895142
BA3357	0.0736705155309806	230.10965888564544
BA3362	0.0478126524638152	66.30559672126034
BA3367	0.0439095787932997	119.2584771410444
BA3369	0.0731826313221662	233.0697009394279
BA3371	0.0513904699951211	161.37983110943483
BA3373	0.0941616523011871	434.5300220567231
BA3374	0.0305740770857049	90.3308747655744
BA3375	0.0354529191738494	185.2589113390073
BA3376	0.0535046348999837	257.5822685803655
BA3379	0.0718816067653276	302.81777996661253
BA3380	0.0260204911367702	221.2996538343536
BA3381	0.0839160839160839	246.3283155559964
BA3384	0.0502520735078874	73.83871681860033
BA3385	0.0596845015449666	166.26396393899057
BA3386	0.0616360383802244	298.1066453189916
BA3388	0.0398438770531793	155.3495612647028
BA3390	0.0260204911367702	139.13709376795416
BA3394	0.0661896243291592	272.9511856941777
BA3395	0.0422832980972515	32.835911513872546
BA3397	0.075947308505448	84.60717882884792
BA3399	0.0395186209139697	77.34069004481765
BA3400	0.0580582208489185	352.9573171396579
BA3403	0.0650512278419255	235.1154504862194
BA3405	0.0551309155960318	150.10322649841862
BA3406	0.0336640104081964	175.00593868924125
BA3407	0.0696048137908603	78.37666956178536
BA3408	0.0510652138559115	104.22963722764784
BA3410	0.0391933647747601	133.7262587530939
BA3411	0.0159375508212717	238.25400702034068
BA3412	0.0541551471784029	195.68106403756929
BA3413	0.0362660595218734	115.6071633334826
BA3415	0.0870060172385753	259.60805659132666
BA3416	0.0518783542039356	264.47263050967763
BA3417	0.0491136770206537	173.8357604806873
BA3418	0.0679785330948121	92.26888813182342
BA3421	0.0271588876240039	60.49421950990799
BA3422	0.0375670840787119	290.0938510194062
BA3423	0.019190112213368	247.16444382180865
BA3427	0.0694421857212554	149.39600555491052
BA3430	0.0300861928768905	94.55339835609128
BA3431	0.0494389331598633	120.84144657847006
BA3433	0.0406570174012034	178.90290846691832
BA3434	0.0585461050577329	262.8951788966082
BA3435	0.0600097576841762	232.53373548105796
BA3436	0.0442348349325093	184.67064609509663
BA3438	0.057570336640104	111.05004860202276
BA3445	0.0922101154659294	252.05807357118948
BA3446	0.0821271751504309	57.86422902407379
BA3447	0.0087819157586599	61.61094005127081
BA3448	0.0455358594893478	145.5723603719289
BA3449	0.0517157261343307	197.1342114504446
BA3450	0.0696048137908603	54.5939820641306
BA3451	0.0456984875589526	150.25803532935367
BA3452	0.0913969751179053	415.7140845086584
BA3453	0.04358432265409	180.47298431809
BA3454	0.1014799154334038	341.75196441638946
