	STAG2	NF1
BA2292	0.0400065051227841	106.58922238443596
BA2294	0.0391933647747601	154.65930575825166
BA2296	0.061961294519434	124.91800887503584
BA2300	0.0894454382826475	127.68776719943128
BA2301	0.0448853472109286	102.8235989089254
BA2302	0.0378923402179216	143.47247258145103
BA2304	0.0250447227191413	58.26545447919322
BA2306	0.0469995121157911	191.29686259218525
BA2308	0.031387217433729	211.6825983608057
BA2309	0.0398438770531793	67.00275595385449
BA2311	0.0343145226866157	104.19731581066932
BA2312	0.0419580419580419	156.40969992181428
BA2316	0.0307367051553098	78.52938685382075
BA2322	0.050577329647097	67.9089880251087
BA2325	0.023581070092698	84.63892612993457
BA2329	0.0302488209464953	58.569892419639714
BA2334	0.0221174174662546	105.09829684011098
BA2339	0.0391933647747601	75.60546526741308
BA2344	0.033176126199382	141.96156499550946
BA2347	0.0538298910391933	66.77803076811274
BA2348	0.017401203447715	55.136801578737725
BA2350	0.0234184420230931	91.19479049601118
BA2354	0.0603350138233859	113.2548155663928
BA2355	0.0790372418279395	120.526364356186
BA2357	0.0222800455358594	114.73993656372434
BA2360	0.0411449016100178	169.86331229535077
BA2361	0.0365913156610831	101.58710933354486
BA2363	0.017401203447715	35.095611280938215
BA2369	0.0426085542364612	189.42521296233164
BA2374	0.063750203285087	90.40492261621532
BA2375	0.0609855261018051	178.2945435585226
BA2376	0.0434216945844852	49.77597347964191
BA2377	0.090746462839486	209.4103095988851
BA2379	0.0629370629370629	124.56604347639134
BA2385	0.0598471296145714	47.80464009196283
BA2386	0.0591966173361522	231.55889311260623
BA2387	0.0460237436981623	153.3348976809124
BA2394	0.0660269962595544	95.31685868127607
BA2399	0.0307367051553098	148.13163782499456
BA2400	0.0611481541714099	205.685906014256
BA2402	0.050577329647097	180.8329650691468
BA2405	0.0169133192389006	79.99933475446306
BA2406	0.0312245893641242	34.71633495236259
BA2409	0.0452106033501382	129.54548333633426
BA2410	0.0346397788258253	225.8440833603437
BA2412	0.0351276630346397	36.32016613028614
BA2413	0.0304114490161001	222.15236454691257
BA2414	0.0652138559115303	198.15717400889827
BA2415	0.0365913156610831	34.29848221862546
BA2417	0.0476500243942104	114.89562170147244
BA2418	0.0178890876565295	135.68566336616163
BA2420	0.0424459261668564	92.4940177792892
BA2421	0.0609855261018051	91.31185986416747
BA2423	0.023581070092698	84.67758172475536
BA2425	0.0367539437306879	162.79491087118302
BA2426	0.0305740770857049	55.81249060280109
BA2427	0.0248820946495365	49.06504183977397
BA2429	0.0583834769881281	151.06596918946528
BA2440	0.040982273540413	135.89464622431606
BA2441	0.094324280370792	303.9044042244336
BA2442	0.0466742559765815	213.18153533200555
BA2446	0.0367539437306879	68.07249241660844
BA2449	0.0681411611644169	171.94192740645337
BA2450	0.045373231419743	203.05409982012395
BA2452	0.0390307367051553	193.1247259182125
BA2454	0.0588713611969425	131.56553160502267
BA2455	0.0213042771182306	82.35449417281512
BA2456	0.038380224426736	61.180971099669165
BA2459	0.0372418279395023	87.45011280306524
BA2461	0.070743210278094	85.85159772017813
BA2463	0.0388681086355504	41.31280183229365
BA2464	0.0520409822735404	107.24054284277707
BA2469	0.0630996910066677	251.0946035683642
BA2470	0.042771182306066	124.4127267962813
BA2472	0.0458611156285574	96.75468631074348
BA2473	0.0565945682224751	135.90179155823498
BA2474	0.0320377297121483	90.10814805826662
BA2477	0.0683037892340217	251.96199370434655
BA2479	0.0260204911367702	58.5148987250125
BA2480	0.040982273540413	185.00097066910075
BA2481	0.0196779964221824	45.24202580176599
BA2482	0.0456984875589526	179.89138144862451
BA2483	0.0515530980647259	170.9383763555678
BA2485	0.0278093999024231	174.4791578442435
BA2488	0.0590339892665474	125.0322329857764
BA2489	0.0196779964221824	60.39576113585825
BA2492	0.0535046348999837	63.18416194926038
BA2494	0.0361034314522686	95.09040528581576
BA2496	0.0271588876240039	45.25937170899411
BA2497	0.0294356805984712	42.28054193054178
BA2499	0.0154496666124573	101.23626725514532
BA2500	0.090746462839486	199.5066088787393
BA2501	0.064563343633111	120.03527020920772
BA2502	0.0494389331598633	129.68288700469952
BA2505	0.0211416490486257	175.77268062103064
BA2507	0.0308993332249146	148.35611675642977
BA2510	0.0177264595869247	37.039426921791566
BA2511	0.0175638315173198	43.14309877006726
BA2512	0.070743210278094	84.18061058654125
BA2514	0.0276467718328183	136.22047089526455
BA2515	0.0297609367376809	63.079763869883294
BA2520	0.0138233859164091	91.07509546057814
BA2521	0.0606602699625955	188.9495712148245
BA2523	0.0346397788258253	231.1519510714657
BA2524	0.0299235648072857	89.18268298048588
BA2525	0.0369165718002927	33.4185441002891
BA2526	0.0315498455033338	193.6457426221941
BA2528	0.0237436981623028	156.4198357593167
BA2532	0.0647259717027158	136.4370444751564
BA2534	0.0528541226215644	252.0719388356896
BA2538	0.0219547893966498	163.56922986240653
BA2539	0.061961294519434	89.42632790129001
BA2540	0.0273215156936087	102.9294284547094
BA2541	0.0356155472434542	65.6930492624528
BA2545	0.0630996910066677	93.36255824417232
BA2546	0.0403317612619938	68.15655886655676
BA2552	0.049764189299073	371.11845971912896
BA2559	0.0626118067978533	139.1365522105781
BA2561	0.017401203447715	39.73792927932083
BA2563	0.0413075296796227	174.09947387656885
BA2564	0.0312245893641242	85.07499451835139
BA2567	0.0359408033826638	30.7649353050662
BA2570	0.0712310944869084	289.1494765836638
BA2575	0.0294356805984712	49.55685552128676
BA2577	0.0458611156285574	118.70210933626588
BA2579	0.0572450805008944	141.5662109630884
BA2583	0.0234184420230931	175.38868962690978
BA2584	0.033176126199382	57.36722309793788
BA2587	0.0671653927467881	156.35443522543525
BA2588	0.0484631647422345	190.10730529365503
BA2589	0.0538298910391933	160.10103382389008
BA2592	0.0483005366726296	206.67516523469448
BA2593	0.0188648560741584	0.131948509740975
BA2594	0.0404943893315986	115.70215184308827
BA2595	0.0308993332249146	39.45864383623836
BA2597	0.0323629858513579	97.936434541528
BA2600	0.0292730525288664	183.1853616101156
BA2603	0.0548056594568222	132.7224555535752
BA2618	0.0248820946495365	125.13469547601136
BA2619	0.0577329647097088	65.80756208405029
BA2620	0.0512278419255163	136.00222939519455
BA2621	0.0320377297121483	163.23017498489295
BA2622	0.0499268173686778	121.40379419765218
BA2623	0.0678159050252073	201.24225278348143
BA2629	0.0406570174012034	40.404138271266014
BA2631	0.0429338103756708	109.59519540707544
BA2634	0.0193527402829728	178.5576422875698
BA2636	0.0352902911042445	119.06478603350848
BA2639	0.0554561717352415	180.8138917906739
BA2644	0.0502520735078874	91.2566416483229
BA2645	0.0281346560416327	76.16513839589086
BA2646	0.0738331436005854	159.00708462304976
BA2649	0.0432590665148804	103.47973972281912
BA2651	0.0372418279395023	69.82136680760968
BA2653	0.0322003577817531	97.22040551437576
BA2655	0.0917222312571149	274.1036597231043
BA2656	0.0161001788908765	91.65100885209748
BA2657	0.0463489998373719	109.05733959704034
BA2658	0.0603350138233859	130.20636621989172
BA2659	0.0583834769881281	84.44632986861905
BA2660	0.0295983086680761	89.78421103698174
BA2662	0.0447227191413237	62.0646160314211
BA2663	0.0411449016100178	135.66967309315947
BA2667	0.0463489998373719	131.0534229598689
BA2670	0.0652138559115303	162.34339961552118
BA2674	0.0617986664498292	147.0979160005437
BA2675	0.0473247682550008	171.949167646683
BA2676	0.040169133192389	91.48180314484172
BA2677	0.0322003577817531	161.03891322846772
BA2681	0.0361034314522686	70.04019857231029
BA2682	0.0180517157261343	109.11172435395687
BA2685	0.0640754594242966	163.1492191604278
BA2688	0.038380224426736	25.648700935483525
BA2691	0.0426085542364612	110.47005559851227
BA2694	0.0247194665799316	78.54970935159275
BA2695	0.042771182306066	60.81625844565557
BA2697	0.0325256139209627	87.08814851074648
BA2701	0.0177264595869247	152.1665461230095
BA2704	0.0408196454708082	201.20381554401783
BA2705	0.0513904699951211	341.2926798773445
BA2707	0.0365913156610831	86.74408613423792
BA2709	0.0203285087006017	89.34929908737492
BA2712	0.021792161327045	121.8668429618196
BA2714	0.0509025857863067	192.9030108214692
BA2715	0.0295983086680761	155.77432060481345
BA2718	0.0491136770206537	139.00641014037672
BA2720	0.0416327858188323	43.36677119694078
BA2721	0.0634249471458773	265.52723888228604
BA2722	0.0559440559440559	167.37349745602896
BA2723	0.0650512278419255	160.4939192604911
BA2724	0.0213042771182306	109.31239860907291
BA2726	0.0265083753455846	67.6526031910199
BA2727	0.0469995121157911	94.5353950808028
BA2728	0.0661896243291592	183.55938591740525
BA2731	0.0152870385428524	107.27800255164831
BA2733	0.0247194665799316	56.24385956314274
BA2735	0.0326882419905675	147.8262491538163
BA2737	0.0258578630671653	78.27415765988898
BA2742	0.0562693120832655	129.95283163495762
BA2744	0.0131728736379899	33.77381747949175
BA2746	0.0359408033826638	83.86915751314284
BA2747	0.0226053016750691	62.27748732776638
BA2748	0.0484631647422345	199.25488871332868
BA2751	0.0460237436981623	119.3254783695873
BA2756	0.0325256139209627	85.26857123717195
BA2758	0.0411449016100178	57.32248577768649
BA2760	0.0551309155960318	145.6582421432596
BA2762	0.0292730525288664	191.9918527694903
BA2764	0.0564319401528703	112.03677400504952
BA2765	0.0668401366075784	151.23552413719125
BA2769	0.0305740770857049	139.97004102912095
BA2772	0.0286225402504472	119.91695093878694
BA2775	0.0439095787932997	142.37797575702365
BA2776	0.0639128313546918	210.7570629268887
BA2778	0.0304114490161001	104.64943656261444
BA2782	0.0487884208814441	95.5382653865288
BA2786	0.0307367051553098	100.28994245785098
BA2787	0.0400065051227841	41.04953227327876
BA2789	0.0484631647422345	180.57875038543253
BA2791	0.0404943893315986	88.89145755618246
BA2792	0.0320377297121483	43.79211018690363
BA2798	0.0413075296796227	216.74514018367236
BA2801	0.035778175313059	95.49222064689803
BA2802	0.0417954138884371	181.44247096762143
BA2804	0.0258578630671653	159.40234247738303
BA2806	0.0255326069279557	220.58941345398543
BA2808	0.0282972841112375	48.49155366434125
BA2809	0.064563343633111	192.4826987219994
BA2811	0.0388681086355504	103.90778382500056
BA2812	0.0219547893966498	63.29461370691892
BA2813	0.0227679297446739	135.21858205685575
BA2814	0.0263457472759798	42.45775692519901
BA2816	0.0239063262319076	108.00098695013564
BA2817	0.0483005366726296	166.47145168901284
BA2820	0.0510652138559115	138.81448881402198
BA2821	0.078549357619125	351.9780878770896
BA2822	0.0450479752805334	26.705595800531245
BA2824	0.0486257928118393	205.53801514045847
BA2828	0.026996259554399	102.89567819352284
BA2829	0.0787119856887298	242.33983194955127
BA2830	0.0274841437632135	98.5229049066421
BA2832	0.0419580419580419	133.52973932243407
BA2836	0.0172385753781102	152.18203301703952
BA2837	0.0370791998698975	284.90182762062886
BA2839	0.0536672629695885	94.94255129550952
BA2840	0.0541551471784029	30.61186595745973
BA2841	0.0406570174012034	55.33534050785352
BA2842	0.0458611156285574	90.91663503687948
BA2843	0.0227679297446739	89.31518458610059
BA2844	0.0268336314847942	166.41325673111845
BA2846	0.0348024068954301	184.4292886686244
BA2850	0.0299235648072857	120.0296485527902
BA2851	0.0866807610993657	192.33548881236496
BA2852	0.0369165718002927	63.33031704535766
BA2855	0.0587087331273377	71.99266493479804
BA2856	0.0500894454382826	182.44398582682192
BA2858	0.0351276630346397	83.47971274712972
BA2860	0.0302488209464953	62.6038407485975
BA2861	0.0344771507562205	110.33834810966074
BA2865	0.0377297121483168	31.00540326828447
BA2866	0.0361034314522686	197.19219437101748
BA2867	0.0590339892665474	157.50388934653276
BA2868	0.035778175313059	122.76092055850206
BA2870	0.010408196454708	110.29051242164029
BA2871	0.0450479752805334	97.75384815513968
BA2872	0.0548056594568222	185.24782943911865
BA2876	0.0305740770857049	39.54924914309381
BA2879	0.0557814278744511	99.75597906454227
BA2880	0.0456984875589526	101.5909856776464
BA2882	0.0364286875914782	112.198336489372
BA2883	0.0598471296145714	203.20276533728472
BA2885	0.0492763050902585	187.98064074137977
BA2887	0.047162140185396	392.3699241261624
BA2889	0.0	0.1338236807905606
BA2893	0.0300861928768905	186.1761368733409
BA2901	0.0284599121808424	41.17385408187821
BA2902	0.0226053016750691	145.85444383485867
BA2903	0.0364286875914782	133.66038215570987
BA2904	0.0658643681899495	241.73197871780164
BA2905	0.0253699788583509	109.43006937813156
BA2906	0.0526914945519596	152.91529910720683
BA2908	0.074158399739795	173.5960498164805
BA2909	0.033989266547406	77.32406557089642
BA2910	0.0489510489510489	271.8085988903684
BA2911	0.0562693120832655	269.4633451313588
BA2914	0.064563343633111	166.5248167599512
BA2915	0.012197105220361	6.823141893971271
BA2921	0.0221174174662546	101.46207330874968
BA2922	0.0352902911042445	171.04246058528
BA2923	0.0216295332574402	48.75808345329777
BA2926	0.0452106033501382	161.0086066472505
BA2928	0.0346397788258253	62.06281378530893
BA2930	0.0606602699625955	117.55326188747804
BA2932	0.0476500243942104	231.47952642480772
BA2934	0.0813140348024069	73.61106151530505
BA2935	0.0278093999024231	121.30769117899668
BA2937	0.0378923402179216	92.81814116327772
BA2939	0.0203285087006017	176.43003976228755
BA2944	0.0757846804358432	156.2191679164993
BA2947	0.0265083753455846	28.704400954899704
BA2948	0.0613107822410148	86.39156252488048
BA2950	0.054968287526427	284.7990532041516
BA2951	0.0349650349650349	123.15440535801449
BA2952	0.0432590665148804	106.08321567639236
BA2953	0.0172385753781102	72.6736446430472
BA2955	0.0265083753455846	39.289600749030285
BA2956	0.0196779964221824	35.637509346040545
BA2962	0.0390307367051553	197.011970114943
BA2970	0.0300861928768905	109.85782570547326
BA2972	0.0512278419255163	127.08058682876558
BA2976	0.0617986664498292	114.81212472094064
BA2978	0.0648885997723207	81.53187295323688
BA2981	0.0526914945519596	51.709594321698575
BA2984	0.0361034314522686	218.1342249651564
BA2986	0.0404943893315986	138.6981976983092
BA2989	0.0647259717027158	89.55920784850588
BA2992	0.059359245405757	174.1559179385256
BA2993	0.0204911367702065	116.75603556885608
BA2994	0.0274841437632135	205.2736444741335
BA2995	0.0365913156610831	78.43786635139111
BA2999	0.0585461050577329	139.17052067665466
BA3001	0.0531793787607741	225.6917911104391
BA3002	0.0604976418929907	248.3132071115166
BA3004	0.0569198243616848	146.41442949193342
BA3006	0.0245568385103268	131.7007986752833
BA3008	0.005204098227354	0.1640866873065015
BA3009	0.0489510489510489	180.9021355226272
BA3010	0.0125223613595706	99.1017100390366
BA3011	0.0504147015774922	125.40261175284284
BA3013	0.033176126199382	142.63889820812068
BA3023	0.0460237436981623	54.85346455292598
BA3025	0.0375670840787119	111.54561761093512
BA3027	0.0271588876240039	70.52398475728634
BA3029	0.0222800455358594	86.19693989402455
BA3030	0.0717189786957228	328.0056889573503
BA3037	0.0443974630021141	175.74270593972224
BA3038	0.0655391120507399	210.31260336505892
BA3040	0.0361034314522686	45.92094926849498
BA3042	0.0378923402179216	161.0984766462048
BA3043	0.0354529191738494	49.45710026791884
BA3049	0.0443974630021141	5.969525693002183
BA3051	0.0310619612945194	63.69881256596946
BA3053	0.0439095787932997	152.00397168269578
BA3064	0.0601723857537811	201.18480931502572
BA3067	0.0551309155960318	211.5006340656422
BA3068	0.0687916734428362	161.26744110478273
BA3070	0.0494389331598633	123.30358870257324
BA3071	0.0591966173361522	302.56906291281126
BA3072	0.0609855261018051	312.38037262704427
BA3075	0.0292730525288664	143.48506077086566
BA3076	0.0348024068954301	26.082152629232723
BA3077	0.0644007155635062	159.83900132526296
BA2040	0.0422832980972515	88.19640703584804
BA2160	0.0473247682550008	246.74003776373183
BA2303	0.0432590665148804	140.43353398736284
BA2353	0.0600097576841762	188.11794952171155
BA2516	0.0126849894291754	152.53780232404594
BA2590	0.0447227191413237	227.36806320229115
BA2647	0.0395186209139697	237.84824537527427
BA2891	0.038380224426736	137.26092975764416
BA2924	0.0403317612619938	223.39027855209372
BA2971	0.0458611156285574	96.0791157225974
BA3036	0.0369165718002927	255.0629685648225
BA3059	0.0417954138884371	138.96931091404295
BA3073	0.0258578630671653	206.23744466270267
BA3078	0.0946495365100016	272.10248263389946
BA3079	0.0359408033826638	95.45282804110204
BA3083	0.0665148804683688	187.27367058107345
BA3084	0.0113839648723369	122.53649006969673
BA3085	0.0323629858513579	100.0252807550888
BA3087	0.1299398276142462	460.9679911353937
BA3089	0.0551309155960318	269.6975290383345
BA3094	0.040169133192389	92.06918900047364
BA3095	0.0396812489835745	224.0292272594461
BA3098	0.0564319401528703	195.9334197562845
BA3099	0.0863555049601561	379.4322202086229
BA3103	0.0596845015449666	165.5219665724583
BA3108	0.0478126524638152	245.96800360851293
BA3109	0.0538298910391933	132.94133523996058
BA3110	0.0565945682224751	204.93388712530657
BA3114	0.0536672629695885	157.21383862630557
BA3116	0.031387217433729	73.59934409793948
BA3117	0.0827776874288502	320.83057620793136
BA3118	0.033989266547406	157.51342411451563
BA3119	0.0639128313546918	349.0966061070526
BA3123	0.045373231419743	137.12699462957363
BA3124	0.0343145226866157	65.26530944326079
BA3126	0.0164254350300861	169.9058236447186
BA3128	0.0365913156610831	211.6879117781022
BA3130	0.0317124735729386	95.15656155278732
BA3133	0.0801756383151732	215.74995269209867
BA3135	0.0370791998698975	268.0646847813542
BA3136	0.0580582208489185	145.78115232106128
BA3137	0.0469995121157911	157.01974129618148
BA3138	0.0608228980322003	230.3337342749573
BA3139	0.1018051715726134	146.6748115601303
BA3141	0.049764189299073	161.6339322558331
BA3142	0.0535046348999837	87.31993589404239
BA3145	0.04797528053342	239.76856898668805
BA3146	0.0522036103431452	177.31275979464104
BA3149	0.0564319401528703	238.43616497424537
BA3152	0.0601723857537811	61.44803798997775
BA3153	0.0478126524638152	174.01100812406176
BA3154	0.1003415189461701	97.4310714509888
BA3156	0.0500894454382826	185.1834396431005
BA3157	0.0476500243942104	212.8809027023121
BA3158	0.0304114490161001	197.65957432697925
BA3162	0.061961294519434	216.5056270416564
BA3163	0.0351276630346397	203.77054518568227
BA3164	0.0657017401203447	373.8136618371857
BA3167	0.0469995121157911	56.156964704662514
BA3169	0.047162140185396	176.04742129671854
BA3171	0.0673280208163929	189.60298414759188
BA3173	0.0408196454708082	212.4418000765387
BA3174	0.0515530980647259	199.79928936886176
BA3175	0.0377297121483168	134.1322865400523
BA3176	0.0538298910391933	181.09546918820772
BA3177	0.0835908277768743	267.32574083128566
BA3178	0.026183119206375	32.73882697518744
BA3180	0.0778988453407058	419.6604107682547
BA3181	0.0169133192389006	86.9043315247993
BA3182	0.0704179541388843	195.0920648213859
BA3183	0.0617986664498292	326.7004993841674
BA3185	0.0499268173686778	135.5257936694538
BA3186	0.0835908277768743	228.04792465394772
BA3187	0.0382175963571312	31.623910732206127
BA3189	0.0660269962595544	245.12282784132051
BA3190	0.0528541226215644	154.0637929559441
BA3191	0.0465116279069767	101.14235690292196
BA3192	0.0437469507236949	297.7905737654821
BA3194	0.0245568385103268	310.918524770011
BA3195	0.0439095787932997	307.3614638898987
BA3197	0.0391933647747601	244.1897443579869
BA3199	0.063750203285087	247.9957365242724
BA3200	0.0738331436005854	299.6221836051252
BA3202	0.0585461050577329	129.54062246773063
BA3203	0.0289477963896568	88.63157011379647
BA3206	0.0424459261668564	160.66636813154207
BA3207	0.0297609367376809	214.78979346649717
BA3208	0.0461863717677671	209.98466747814996
BA3210	0.0496015612294682	183.7222378307674
BA3211	0.0483005366726296	168.4096662558839
BA3212	0.0585461050577329	291.1621455436483
BA3213	0.0569198243616848	291.1371797529326
BA3214	0.0390307367051553	104.5490566409768
BA3216	0.0307367051553098	266.1372244527796
BA3217	0.0162628069604813	297.1433427105736
BA3219	0.0530167506911693	119.90002373940298
BA3221	0.0432590665148804	92.46844618429596
BA3222	0.061961294519434	242.922999828226
BA3225	0.0518783542039356	201.68996241015256
BA3226	0.0484631647422345	229.2579314955156
BA3227	0.0683037892340217	369.44084774026624
BA3228	0.1040819645470808	261.688592673945
BA3229	0.078549357619125	259.33312738653154
BA3230	0.05675719629208	164.73699657900582
BA3232	0.0544804033176126	131.02815976202692
BA3234	0.0650512278419255	165.37462228202543
BA3235	0.040169133192389	97.5061808076502
BA3237	0.0476500243942104	185.799570863636
BA3240	0.0557814278744511	242.02707234614763
BA3242	0.0609855261018051	195.77664629601023
BA3243	0.0735078874613758	176.0732364371607
BA3245	0.0455358594893478	166.88278451382786
BA3249	0.0647259717027158	195.3978303057858
BA3250	0.0824524312896406	314.08124079364774
BA3251	0.0242315823711172	195.1114629700192
BA3255	0.0442348349325093	257.62153547544665
BA3258	0.0621239225890388	159.48135933204148
BA3260	0.088144413725809	287.3856770699834
BA3261	0.0489510489510489	228.1673867951175
BA3264	0.0796877541063587	198.38716106337813
BA3266	0.0788746137583346	433.9093043307268
BA3268	0.0273215156936087	342.55261383172257
BA3269	0.0570824524312896	160.0554157433891
BA3270	0.0910717189786957	156.77269142461128
BA3271	0.0617986664498292	387.3141621798155
BA3273	0.0554561717352415	160.85550541557942
BA3275	0.0556187998048463	421.4297222736951
BA3277	0.0372418279395023	226.70907927311117
BA3280	0.0187022280045535	226.69751458857772
BA3283	0.0348024068954301	186.2344572851692
BA3285	0.1070092697999674	132.02922484641928
BA3286	0.0570824524312896	186.44607428478997
BA3289	0.0417954138884371	82.82537105336634
BA3290	0.0767604488534721	144.89704747162864
BA3293	0.0679785330948121	161.9473222177505
BA3295	0.075947308505448	229.0759670933194
BA3296	0.0839160839160839	99.19248648903825
BA3297	0.0860302488209465	367.57471107575816
BA3299	0.0364286875914782	164.1004107601473
BA3300	0.0591966173361522	294.9394480643322
BA3302	0.0961131891364449	409.5298923056626
BA3305	0.0481379086030248	123.60787672784537
BA3306	0.0359408033826638	306.25190377252744
BA3308	0.0616360383802244	157.64276285086086
BA3310	0.0390307367051553	241.81235246916677
BA3311	0.0902585786306716	227.63473509638317
BA3312	0.0735078874613758	321.22488174218654
BA3315	0.0504147015774922	168.92193856793358
BA3317	0.0583834769881281	240.1562776082272
BA3318	0.0338266384778012	240.52561135968892
BA3319	0.0697674418604651	176.44505731116638
BA3322	0.0458611156285574	89.25198258341283
BA3324	0.0941616523011871	317.5906148358328
BA3325	0.0338266384778012	169.11445990425193
BA3326	0.0247194665799316	112.45122013580422
BA3328	0.0704179541388843	378.8971653859671
BA3329	0.0533420068303789	157.7780232274986
BA3332	0.0596845015449666	206.84935323170015
BA3333	0.0496015612294682	453.98521586512817
BA3334	0.0474873963246056	83.5518074594422
BA3335	0.0455358594893478	208.08253805060983
BA3339	0.0546430313872174	94.23632198024836
BA3341	0.0655391120507399	217.37821659093277
BA3345	0.0284599121808424	95.71282361615005
BA3347	0.0297609367376809	107.25679887057174
