	ASXL1	RUNX1
BA3300	0.0252064938763884	0.3203211315178937
BA3302	0.0330390202221589	0.8089436356807943
BA3305	0.0175163771005411	0.3165741663993759
BA3306	0.0148105952720022	0.4393434975518654
BA3308	0.0243520364568499	0.8613295623116871
BA3310	0.0196525206493876	0.4493223787761471
BA3311	0.0189404727997721	0.3836221812068668
BA3312	0.024494446026773	0.2361033181100383
BA3315	0.0296211905440045	0.2484026435584517
BA3317	0.0209342067786955	0.6423924956872351
BA3318	0.0203645684990031	0.3061830139235205
BA3319	0.0193677015095414	0.4062251645760432
BA3322	0.0253489034463115	0.1870056804521788
BA3324	0.0273426374252349	0.5041686634752043
BA3325	0.0162346909712332	0.3511676830534682
BA3326	0.0138137282825405	0.0946196926437193
BA3328	0.0222158929080034	0.5696664315782274
BA3329	0.0365992594702364	0.2878748850466966
BA3332	0.031757334092851	0.4309639511858069
BA3333	0.03033323839362	0.7898330470868123
BA3334	0.0170891483907718	0.1840161005601276
BA3335	0.0243520364568499	0.6419343830762536
BA3339	0.0328966106522358	0.1616917626721239
BA3341	0.0215038450583879	0.3174076243393825
BA3345	0.0240672173170037	0.161196937947849
BA3347	0.0133864995727712	0.2043961250789596
BA3351	0.0313301053830817	0.2277844883078007
BA3352	0.0135289091426943	0.3304688858969831
BA3353	0.0284819139846197	0.4940194295257724
BA3357	0.0272002278553118	0.2357294055540615
BA3362	0.0195101110794645	0.2094729196922687
BA3367	0.0150954144118484	0.1949590412461768
BA3369	0.0207917972087724	0.5423304068211141
BA3371	0.0195101110794645	0.226349875713049
BA3373	0.036029621190544	0.4774971725331615
BA3374	0.0084021646254628	0.094090365428496
BA3375	0.015949871831387	0.4729430043851663
BA3376	0.0213614354884648	0.6235087840431298
BA3379	0.0240672173170037	0.3148457090256712
BA3380	0.0143833665622329	0.3662717140970948
BA3381	0.0227855311876958	0.3995621713674603
BA3384	0.0158074622614639	0.3342882991549222
BA3385	0.0179436058103104	0.396194121898357
BA3386	0.0247792651666191	0.7796296146743463
BA3388	0.0142409569923098	0.2751835808372105
BA3390	0.0138137282825405	0.1944113750647645
BA3394	0.018798063229849	0.3032300434910894
BA3395	0.0143833665622329	0.5549256020025314
BA3397	0.0340358872116206	0.5455480797470682
BA3399	0.013101680432925	0.144535490638782
BA3400	0.0287667331244659	0.8669773811457671
BA3403	0.0229279407576189	0.2800542556398858
BA3405	0.0179436058103104	0.4900832122830341
BA3406	0.021646254628311	0.3555937927988822
BA3407	0.0212190259185417	0.1954447978657259
BA3408	0.0420108231273141	0.0988729634042426
BA3410	0.0165195101110794	0.3685682495555111
BA3411	0.0183708345200797	0.2704176023369389
BA3412	0.02022215892908	0.0899779089099585
BA3413	0.0182284249501566	0.23006633904582
BA3415	0.0262033608658501	0.7410698910464569
BA3416	0.0213614354884648	0.2221459302117749
BA3417	0.0239248077470806	0.1861777521522952
BA3418	0.0327542010823127	0.2631471556305804
BA3421	0.0102534890344631	0.1168253603124548
BA3422	0.0287667331244659	0.6446960034484137
BA3423	0.0240672173170037	0.4690401005159862
BA3427	0.0280546852748504	0.5007832987527033
BA3430	0.0093990316149245	0.0648879484956471
BA3431	0.0126744517231557	0.2236180365190641
BA3433	0.0247792651666191	0.742720604806531
BA3434	0.0219310737681572	0.66006781137165
BA3435	0.0223583024779265	0.565665550355561
BA3436	0.0220734833380803	0.5688667444176033
BA3438	0.0112503560239248	0.4422330780237589
BA3445	0.0186556536599259	0.3247887731201874
BA3446	0.0206493876388493	0.197880958049616
BA3447	0.0065508402164625	0.1034714208120763
BA3448	0.0200797493591569	0.3469263687875951
BA3449	0.0190828823696952	0.2999389659404642
BA3450	0.0257761321560808	0.4257168708106206
BA3451	0.013101680432925	0.2801380775486234
BA3452	0.0242096268869268	0.4710051611355347
BA3453	0.017373967530618	0.2738419892276626
BA3454	0.024636855596696	1.0195808743846482
