	ASXL1	RUNX1
BA2175	0.0294787809740814	0.3571108076129757
BA2184	0.0398746795784676	0.3727416907983689
BA2195	0.0156650526915408	0.3198556517342838
BA2198	0.0153802335516946	0.6672047141790376
BA2200	0.0293363714041583	0.9493042047686716
BA2201	0.0092566220450014	0.1959922000558477
BA2209	0.0582455140985474	0.1473016906235394
BA2211	0.0270578182853887	0.8197705252423492
BA2212	0.0182284249501566	0.2594329568361865
BA2217	0.0242096268869268	0.1748507630117328
BA2218	0.0155226431216177	0.2459561395673188
BA2220	0.0135289091426943	0.2055369775121894
BA2221	0.0138137282825405	0.1162426874308127
BA2224	0.0146681857020791	0.292817153389424
BA2226	0.0320421532326972	0.7427213369908078
BA2227	0.0344631159213899	0.683119927528023
BA2228	0.0283395044146966	0.2628742396944147
BA2229	0.04044431785816	0.4056640287149609
BA2233	0.0209342067786955	0.5315421413584168
BA2234	0.0183708345200797	0.1814084487686583
BA2235	0.0136713187126174	0.2933684989286715
BA2236	0.015949871831387	0.6132881705814938
BA2239	0.0108231273141555	0.1773165344831579
BA2240	0.0242096268869268	0.6015005177609613
BA2242	0.0276274565650811	0.7518530096416304
BA2244	0.0162346909712332	0.3542834319275956
BA2245	0.0193677015095414	0.6503321853810318
BA2248	0.0122472230133865	0.3228620481798537
BA2249	0.0249216747365422	0.4867737648170668
BA2251	0.0206493876388493	0.1512000511284227
BA2256	0.0166619196810025	0.4205528268447001
BA2260	0.0111079464540017	0.3086467051717796
BA2261	0.0123896325833095	0.1680111780593647
BA2269	0.0074052976360011	0.1338224546828064
BA2271	0.0207917972087724	0.6406549134468797
BA2272	0.0146681857020791	0.2135859516736474
BA2273	0.0200797493591569	0.3332695562783719
BA2275	0.0300484192537738	0.5899890040908593
BA2276	0.0116775847336941	0.2550864966643531
BA2277	0.0227855311876958	0.6086944074788341
BA2280	0.0358872116206209	1.238123750065648
BA2281	0.0200797493591569	0.4929589762080263
BA2282	0.0166619196810025	0.1222042420164395
BA2286	0.0179436058103104	0.3573625729541775
BA2288	0.0236399886072344	0.1726257409376905
BA2292	0.0182284249501566	0.1420894825776016
BA2294	0.0206493876388493	0.3557053911785621
BA2296	0.0220734833380803	0.2148106637106862
BA2300	0.0259185417260039	0.3860761946544425
BA2301	0.0192252919396183	0.204491862129929
BA2302	0.0226431216177727	0.2845922240557846
BA2304	0.0085445741953859	0.0979748767280979
BA2306	0.0178011962403873	0.3022602526166719
BA2308	0.0186556536599259	0.3212370824381028
BA2309	0.0149530048419253	0.19795321803015
BA2311	0.0150954144118484	0.1134252444489589
BA2312	0.0183708345200797	0.2645746766899385
BA2316	0.0108231273141555	0.2056545504439652
BA2322	0.02022215892908	0.6991153640871128
BA2325	0.0098262603246938	0.1303379514061994
BA2329	0.0123896325833095	0.1811279137633033
BA2334	0.0146681857020791	0.3301006832772097
BA2339	0.0153802335516946	0.1031892287671385
BA2344	0.0119624038735403	0.2438605199065537
BA2347	0.0126744517231557	0.1395398032978155
BA2348	0.0066932497863856	0.0744092462461175
BA2350	0.0095414411848476	0.0794989986228869
BA2354	0.0200797493591569	0.2584898433297769
BA2355	0.0367416690401595	0.3663460851955715
BA2357	0.018798063229849	0.1991905147710996
BA2360	0.0166619196810025	0.1401737238210114
BA2361	0.0225007120478496	0.1847962633398329
BA2363	0.0059812019367701	0.1514118803869611
BA2369	0.0243520364568499	0.3214652451660544
BA2374	0.0301908288236969	0.2763952595404794
BA2375	0.0215038450583879	0.8939738305449055
BA2376	0.0139561378524636	0.1810705720249024
BA2377	0.0400170891483907	0.809008592228186
BA2379	0.0210766163486186	0.2462887562455963
BA2385	0.0143833665622329	0.2109104617600196
BA2386	0.0233551694673882	0.7200270107145469
BA2387	0.0143833665622329	0.4697411325404799
BA2394	0.0316149245229279	1.0817958322477088
BA2399	0.0148105952720022	0.5539786331310428
BA2400	0.0338934776416975	0.6441740758930947
BA2402	0.0197949302193107	0.428971316748376
BA2405	0.0148105952720022	0.3199243679362045
BA2406	0.0155226431216177	0.1598458318360428
BA2409	0.0128168612930788	0.2002801422064991
BA2410	0.0234975790373113	0.642834333785354
BA2412	0.0111079464540017	0.1319074320498716
BA2413	0.0197949302193107	0.3395163963397635
BA2414	0.0249216747365422	0.5780566755810961
BA2415	0.0078325263457704	0.0660210386235638
BA2417	0.0195101110794645	0.4135092125257881
BA2418	0.0113927655938479	0.4063909106741089
BA2420	0.0153802335516946	0.4980493811600571
BA2421	0.0155226431216177	0.285935182963567
BA2423	0.0162346909712332	0.1793007232492775
BA2425	0.0183708345200797	0.3507812970068016
BA2426	0.0126744517231557	0.3259230855422613
BA2427	0.0160922814013101	0.2495991035998299
BA2429	0.0227855311876958	0.2412482642104379
BA2440	0.02022215892908	0.2436715897263885
BA2441	0.0401594987183138	0.3859472321425475
BA2442	0.0185132440900028	0.4327592238494117
BA2446	0.0152378239817715	0.116030994744769
BA2449	0.0180860153802335	0.2952747735876687
BA2450	0.02022215892908	0.5093440493546546
BA2452	0.0199373397892338	0.5587110693065258
BA2454	0.0263457704357732	0.8069416065588251
BA2455	0.0091142124750783	0.0926719200180257
BA2456	0.0197949302193107	0.1630962001947069
BA2459	0.0240672173170037	0.2749501276757286
BA2461	0.0249216747365422	0.2305325169346563
BA2463	0.0125320421532326	0.3650729854586957
BA2464	0.018798063229849	0.4145564919398896
BA2469	0.0125320421532326	0.165106039804428
BA2470	0.0213614354884648	0.5059183032191825
BA2472	0.0175163771005411	0.3303852067534709
BA2473	0.0233551694673882	0.209053338665106
BA2474	0.0143833665622329	0.2993789260071053
BA2477	0.0242096268869268	0.5055873220543777
BA2479	0.0286243235545428	0.0876788581211672
BA2480	0.0182284249501566	0.7474430900341659
BA2481	0.01011107946454	0.1736094095413613
BA2482	0.0142409569923098	0.5853367159024542
BA2483	0.0182284249501566	0.653393236048947
BA2485	0.015949871831387	0.5450485108625669
BA2488	0.0178011962403873	0.4807689442551831
BA2489	0.0149530048419253	0.1428096536050674
BA2492	0.0119624038735403	0.1357258357893974
BA2494	0.024636855596696	0.2999725410280351
BA2496	0.0082597550555397	0.1783692775590445
BA2497	0.0106807177442324	0.1879824611145878
BA2499	0.0139561378524636	0.3608387211811307
BA2500	0.0283395044146966	0.7589955005186041
BA2501	0.0243520364568499	0.5796172546422546
BA2502	0.0125320421532326	0.2554461126304059
BA2505	0.0132440900028481	0.2094139462086697
BA2507	0.0210766163486186	0.6190335341667839
BA2510	0.013101680432925	0.0203342702977387
BA2511	0.0166619196810025	0.1145245322603514
BA2512	0.0250640843064653	0.3620629952148811
BA2514	0.0213614354884648	0.210449138711381
BA2515	0.0116775847336941	0.0936308517200861
BA2520	0.0142409569923098	0.2933916238066273
BA2521	0.0210766163486186	0.6694791447565787
BA2523	0.0139561378524636	0.3790836752965296
BA2524	0.0118199943036172	0.3316526158399516
BA2525	0.0408715465679293	0.0640943635013068
BA2526	0.0206493876388493	0.3500031698747818
BA2528	0.0217886641982341	0.5746468103555873
BA2532	0.0225007120478496	0.2354003859086909
BA2534	0.0213614354884648	0.4329884438925064
BA2538	0.0270578182853887	0.4240097802137525
BA2539	0.0136713187126174	0.1664976799858344
BA2540	0.0109655368840786	0.1007360871003794
BA2541	0.0136713187126174	0.1408974760836314
BA2545	0.018798063229849	0.2141247465641089
BA2546	0.0128168612930788	0.1240671559688523
BA2552	0.0290515522643121	0.6775473724682192
BA2559	0.017373967530618	0.3518012511866175
BA2561	0.0098262603246938	0.4547598816780865
BA2563	0.0212190259185417	0.6558685636737558
BA2564	0.0112503560239248	0.3000487558800237
BA2567	0.0205069780689262	0.0471607532425318
BA2570	0.0233551694673882	0.2334481743272767
BA2575	0.0074052976360011	0.1530648906147879
BA2577	0.0210766163486186	0.1754975129098834
BA2579	0.0290515522643121	0.1920321862150997
BA2583	0.021646254628311	0.6912775488681344
BA2584	0.0197949302193107	0.2007765556534774
BA2587	0.0229279407576189	0.743689427436652
BA2588	0.0205069780689262	0.3521388625898267
BA2589	0.0328966106522358	0.3209519148239628
BA2592	0.0300484192537738	0.4067550358409438
BA2593	0.0126744517231557	0.0586617116890534
BA2594	0.013101680432925	0.1497056780886039
BA2595	0.014525776132156	0.2987560633460224
BA2597	0.0133864995727712	0.3399906111151607
BA2600	0.0166619196810025	0.3640935596244726
BA2603	0.0166619196810025	0.3272220012648815
BA2618	0.0180860153802335	0.3955213773456815
BA2619	0.0133864995727712	0.2124341005088592
BA2620	0.0111079464540017	0.2664975209367325
BA2621	0.0166619196810025	0.2111757237127263
BA2622	0.0219310737681572	0.5211049111147632
BA2623	0.0243520364568499	0.8038726737497515
BA2629	0.0237823981771575	0.3504910996646456
BA2631	0.0165195101110794	0.3227477782362995
BA2634	0.0148105952720022	0.2313716576966895
BA2636	0.0146681857020791	0.3268997601238429
BA2639	0.0195101110794645	0.6987008341132465
BA2644	0.0178011962403873	0.2322774224899261
BA2645	0.0209342067786955	0.1872305608204482
BA2646	0.0247792651666191	0.5537548395255599
BA2649	0.0197949302193107	0.6366780707777169
BA2651	0.0126744517231557	0.1664388121516779
BA2653	0.0269154087154656	0.304210238283527
BA2655	0.0377385360296211	0.3123562697068878
BA2656	0.0135289091426943	0.2351063827030627
BA2657	0.0175163771005411	0.4598208832447635
BA2658	0.024494446026773	0.1323432279927941
BA2659	0.0142409569923098	0.3517600583229247
BA2660	0.0093990316149245	0.2573804486883075
BA2662	0.0162346909712332	0.254162715510198
BA2663	0.017373967530618	0.1518541155285465
BA2667	0.0155226431216177	0.2439653885157159
BA2670	0.0140985474223867	0.4787332765947135
BA2674	0.0220734833380803	0.5847776439328105
BA2675	0.0155226431216177	0.393738690939336
BA2676	0.0150954144118484	0.2478024809194902
BA2677	0.0170891483907718	0.2488417419559836
BA2681	0.0093990316149245	0.1560957359755229
BA2682	0.0132440900028481	0.2847513258925345
BA2685	0.0309028766733124	0.2648671293645711
BA2688	0.0229279407576189	0.1010376832524803
BA2691	0.0162346909712332	0.3457070269471681
BA2694	0.0189404727997721	0.4328221504716751
BA2695	0.0152378239817715	0.233523053172754
BA2697	0.0118199943036172	0.0883854113088879
BA2701	0.0084021646254628	0.1427044063120382
BA2704	0.0213614354884648	0.6087831810726083
BA2705	0.0254913130162346	0.9599598498105344
BA2707	0.028909142694389	0.7870109849492218
BA2709	0.0084021646254628	0.2309063298062662
BA2712	0.0123896325833095	0.2277428684882624
BA2714	0.0152378239817715	0.4087606478982316
BA2715	0.0226431216177727	0.5407179260858568
BA2718	0.0220734833380803	0.2264120593094975
BA2720	0.0142409569923098	0.06199850693479
BA2721	0.0213614354884648	0.7256291013940612
BA2722	0.0149530048419253	0.4249924044391167
BA2723	0.023070350327542	0.1535496039363053
BA2724	0.0116775847336941	0.1486408135343405
BA2726	0.0129592708630019	0.1489933819202283
BA2727	0.0229279407576189	0.2456724084252623
BA2728	0.0205069780689262	0.3130353858877515
BA2731	0.0068356593563087	0.0822678721671272
BA2733	0.0109655368840786	0.1896873445208171
BA2735	0.0160922814013101	0.2898572883111386
BA2737	0.0093990316149245	0.3051122360343138
BA2742	0.0140985474223867	0.3025082884520792
BA2744	0.004414696667616	0.1577588875420493
BA2746	0.0146681857020791	0.202555877357812
BA2747	0.0121048134434634	0.4742826334446685
BA2748	0.0200797493591569	0.1634354112640224
BA2751	0.014525776132156	0.8071463090211424
BA2756	0.013101680432925	0.192496304084087
BA2758	0.0199373397892338	0.2585140309692019
BA2760	0.017373967530618	0.2318542233851574
BA2762	0.0162346909712332	0.4421250179694788
BA2764	0.0172315579606949	0.1638911456373233
BA2765	0.0135289091426943	0.2934941442684795
BA2769	0.0160922814013101	0.2290155805800641
BA2772	0.0106807177442324	0.2248489260951291
BA2775	0.0203645684990031	0.478373757838183
BA2776	0.0253489034463115	0.8772785406547836
BA2778	0.0112503560239248	0.3422344058267053
BA2782	0.0152378239817715	0.194310722010821
BA2786	0.0178011962403873	0.1125092427841016
BA2787	0.007262888066078	0.0771819098017011
BA2789	0.0180860153802335	0.591763462756144
BA2791	0.0149530048419253	0.4767886715929873
BA2792	0.0112503560239248	0.1792834471163342
BA2798	0.0252064938763884	0.5461655847380165
BA2801	0.0138137282825405	0.1695310887665811
BA2802	0.0199373397892338	0.2787978911299484
BA2804	0.0112503560239248	0.139407727396832
BA2806	0.0140985474223867	0.6373509732992193
BA2808	0.0162346909712332	0.3474576813245529
BA2809	0.0257761321560808	0.559960596602449
BA2811	0.0175163771005411	0.6528701339657501
BA2812	0.013101680432925	0.1636321052310726
BA2813	0.0122472230133865	0.5101650932078571
BA2814	0.0098262603246938	0.1404256277107412
BA2816	0.018798063229849	0.3353101795976948
BA2817	0.034605525491313	0.0122968239201825
BA2820	0.0166619196810025	0.556197107899173
BA2821	0.0294787809740814	0.6334937133920333
BA2822	0.0186556536599259	0.2804174568518855
BA2824	0.0256337225861577	0.8006411697174718
BA2828	0.0109655368840786	0.2819806751023824
BA2829	0.026060951295927	0.728071995753671
BA2830	0.0156650526915408	0.350923088320888
BA2832	0.018798063229849	0.3191597094253302
BA2836	0.0132440900028481	0.2379198113207616
BA2837	0.0169467388208487	0.303408432360746
BA2839	0.0226431216177727	0.6880338863870606
BA2840	0.0264881800056963	0.3417398377554638
BA2841	0.0226431216177727	0.0872061774022096
BA2842	0.0133864995727712	0.1548283437975207
BA2843	0.024636855596696	0.0009554517760357
BA2844	0.0169467388208487	0.1004672344075486
BA2846	0.0190828823696952	0.6138999934750695
BA2850	0.0203645684990031	0.6737604800669292
BA2851	0.0304756479635431	0.4227151357950647
BA2852	0.0311876958131586	0.2052239172681841
BA2855	0.0165195101110794	0.2271299869237621
BA2856	0.0160922814013101	0.1331356976459998
BA2858	0.0128168612930788	0.1150097464615107
BA2860	0.0064084306465394	0.1207170295640607
BA2861	0.0135289091426943	0.106918279511033
BA2865	0.0158074622614639	0.3781820537351896
BA2866	0.0253489034463115	0.3976880606962743
BA2867	0.0318997436627741	0.4711109068286485
BA2868	0.0176587866704642	0.1482073138054148
BA2870	0.0197949302193107	0.5069095606352807
BA2871	0.0113927655938479	0.170088311266681
BA2872	0.0142409569923098	0.1706664186677523
BA2876	0.023070350327542	0.1042099068954033
BA2879	0.0236399886072344	0.3854677705158275
BA2880	0.0125320421532326	0.1470865539668648
BA2882	0.0153802335516946	0.1467127098966962
BA2883	0.0294787809740814	0.4525059688827549
BA2885	0.0168043292509256	0.299849769692369
BA2887	0.0178011962403873	0.3361944461565933
BA2889	0.0	0.0032607530191513
BA2893	0.0150954144118484	0.603367933771291
BA2901	0.0091142124750783	0.1850517608980293
BA2902	0.0132440900028481	0.4305832717631047
BA2903	0.0078325263457704	0.0834256581001667
BA2904	0.0226431216177727	0.5605771781116354
BA2905	0.0209342067786955	0.2835814840385837
BA2906	0.0172315579606949	0.1863712182221971
BA2908	0.02022215892908	0.3362728008393634
BA2909	0.013101680432925	0.1964219455250941
BA2910	0.015949871831387	0.4085341383201479
BA2911	0.0205069780689262	0.432461270425124
BA2914	0.0192252919396183	0.3282464348132149
BA2915	0.0123896325833095	0.0218014132414214
BA2921	0.01011107946454	0.3518351047618266
BA2922	0.0217886641982341	0.4560426622607161
BA2923	0.0059812019367701	0.2617340184470018
BA2926	0.0178011962403873	0.2264094324360189
BA2928	0.0112503560239248	0.1677164032455859
BA2930	0.021646254628311	0.3725037009771825
BA2932	0.0166619196810025	0.4272977550754492
BA2934	0.0269154087154656	0.1236760212693928
BA2935	0.0119624038735403	0.2287418252851064
BA2937	0.0132440900028481	0.2074914069173383
BA2939	0.0126744517231557	0.3058548591742073
BA2944	0.0367416690401595	0.6073825472504101
BA2947	0.018798063229849	0.2272981186082784
BA2948	0.0219310737681572	0.1754806126930556
BA2950	0.0281970948447735	0.5988291453273596
BA2951	0.0138137282825405	0.485869735054191
BA2952	0.0183708345200797	0.3159037247979155
BA2953	0.0122472230133865	0.2051085762725941
BA2955	0.0189404727997721	0.201015698103048
BA2956	0.0082597550555397	0.1737723118793595
BA2962	0.0129592708630019	0.3745486800855535
BA2970	0.0150954144118484	0.1431593851330471
BA2972	0.0256337225861577	0.2478497605073347
BA2976	0.0219310737681572	0.3104939002311873
BA2978	0.0196525206493876	0.260346391573401
BA2981	0.0132440900028481	0.3877086824465399
BA2984	0.0222158929080034	0.5524435975243656
BA2986	0.023070350327542	0.2983798773803634
BA2989	0.0341782967815437	0.9012169491049488
BA2992	0.0189404727997721	0.571223400311484
BA2993	0.0113927655938479	0.351026574506516
BA2994	0.0150954144118484	0.6987384180225817
BA2995	0.0374537168897749	0.8452907347711253
BA2999	0.0242096268869268	0.7037852261887951
BA3001	0.0196525206493876	0.5107964579461929
BA3002	0.0180860153802335	0.5907034847133481
BA3004	0.0348903446311592	0.7435197491797316
BA3006	0.0132440900028481	0.4441179632734338
BA3008	0.0048419253773853	0.018241639960469
BA3009	0.0234975790373113	0.3910410980820776
BA3010	0.0170891483907718	0.316961809524329
BA3011	0.0168043292509256	0.2126042244190821
BA3013	0.0142409569923098	0.3261590134175917
BA3023	0.0143833665622329	0.3120788536500498
BA3025	0.0146681857020791	0.1313271882172597
BA3027	0.0172315579606949	0.0818994430187669
BA3029	0.0105383081743093	0.2886786546929628
BA3030	0.0185132440900028	0.2872690994644802
BA3037	0.0205069780689262	0.2617518776043486
BA3038	0.0189404727997721	0.4797717529151157
BA3040	0.0189404727997721	0.250690301209829
BA3042	0.0175163771005411	0.2158528763498654
BA3043	0.0105383081743093	0.1222303123648893
BA3049	0.0082597550555397	0.0703686777679904
BA3051	0.0139561378524636	0.1085347295423158
BA3053	0.0186556536599259	0.6412368076275322
BA3064	0.0217886641982341	0.6805859040259954
BA3067	0.0252064938763884	0.9417137704908728
BA3068	0.0266305895756194	0.8598505425084702
BA3070	0.014525776132156	0.1856567080563629
BA3071	0.0236399886072344	0.5942806715240825
BA3072	0.0215038450583879	0.5661038564642017
BA3075	0.0149530048419253	0.4935394826888351
BA3076	0.004414696667616	0.0600950815996389
BA3077	0.0168043292509256	0.2415930982661468
BA2040	0.017373967530618	0.1631249538399772
BA2160	0.0186556536599259	0.5239516202848741
BA2303	0.0162346909712332	0.2287134621672144
BA2353	0.026060951295927	0.6573283798949452
BA2516	0.02022215892908	0.3524785908331733
BA2590	0.0199373397892338	0.7566619284761555
BA2647	0.0236399886072344	0.5735408254668578
BA2891	0.015949871831387	0.2015933580651004
BA2924	0.0165195101110794	0.3927336682223337
BA2971	0.0200797493591569	0.4343361209962151
BA3036	0.018798063229849	0.3202146226888125
BA3059	0.0165195101110794	0.1697399103267995
BA3073	0.0123896325833095	0.5202851452743436
BA3078	0.0233551694673882	0.6240253826415152
BA3079	0.0210766163486186	0.200928323370388
BA3083	0.0189404727997721	0.3727060463008943
BA3084	0.0156650526915408	0.2210528590812508
BA3085	0.0193677015095414	0.3890291055292843
BA3087	0.0326117915123896	0.3877333703674679
BA3089	0.0203645684990031	0.5067222888544671
BA3094	0.0183708345200797	0.1895895064274629
BA3095	0.0212190259185417	0.5627347176682901
BA3098	0.0169467388208487	0.6538684639714663
BA3099	0.0277698661350042	0.7342656565816789
BA3103	0.0172315579606949	0.5169322745767089
BA3108	0.0242096268869268	0.4771452595381377
BA3109	0.018798063229849	0.3379797371983408
BA3110	0.0290515522643121	0.2853318446250391
BA3114	0.0189404727997721	0.1698758836630473
BA3116	0.0108231273141555	0.1182353459217621
BA3117	0.0299060096838507	0.2689598140438191
BA3118	0.0149530048419253	0.3590035962957389
BA3119	0.0250640843064653	0.8137080331631155
BA3123	0.0222158929080034	0.2201591236153108
BA3124	0.0257761321560808	0.2526085938039344
BA3126	0.0112503560239248	0.2332065906338938
BA3128	0.0178011962403873	0.530905902687292
BA3130	0.015949871831387	0.1561343854815054
BA3133	0.024494446026773	0.4017282865003045
BA3135	0.0203645684990031	0.5085187774197564
BA3136	0.0215038450583879	0.4198186628813677
BA3137	0.0183708345200797	0.4599699555675865
BA3138	0.0226431216177727	0.3691902155274642
BA3139	0.0333238393620051	0.9533754592897552
BA3141	0.0223583024779265	0.4566407521427342
BA3142	0.0347479350612361	0.9205512361539387
BA3145	0.0222158929080034	0.3714211515309634
BA3146	0.0178011962403873	0.4855940184757919
BA3149	0.0219310737681572	0.5645100707443396
BA3152	0.0212190259185417	0.2440815047768036
BA3153	0.0377385360296211	0.1392744072064952
BA3154	0.0254913130162346	0.248895410356001
BA3156	0.0294787809740814	0.186899443301741
BA3157	0.018798063229849	0.6363828203000166
BA3158	0.0190828823696952	0.3363321980053571
BA3162	0.0189404727997721	0.5376642936690882
BA3163	0.0150954144118484	0.0939197598265622
BA3164	0.026060951295927	0.6014220646542657
BA3167	0.0153802335516946	0.2309347291028571
BA3169	0.0140985474223867	0.1890676749491902
BA3171	0.026060951295927	0.3806407790253697
BA3173	0.0249216747365422	0.3070382406077814
BA3174	0.0226431216177727	0.466942613490451
BA3175	0.0156650526915408	0.2132253898402153
BA3176	0.0225007120478496	0.3915225302347527
BA3177	0.0233551694673882	0.7269216743289351
BA3178	0.0109655368840786	0.109821525551975
BA3180	0.0212190259185417	0.6654326774634189
BA3181	0.0123896325833095	0.2853095046629166
BA3182	0.0220734833380803	0.4820291055658831
BA3183	0.0240672173170037	0.5205419854700545
BA3185	0.0351751637710054	0.1887930590401242
BA3186	0.0377385360296211	0.8556351390761217
BA3187	0.0182284249501566	0.3640025341232009
BA3189	0.0225007120478496	0.6953837671597553
BA3190	0.0217886641982341	0.2063588954909127
BA3191	0.0132440900028481	0.3470211967509229
BA3192	0.0180860153802335	0.5290873589812648
BA3194	0.0336086585018513	0.2907391298879882
BA3195	0.0243520364568499	0.6795131680401585
BA3197	0.0169467388208487	0.3925798441882347
BA3199	0.0259185417260039	0.3683258922645316
BA3200	0.0227855311876958	0.5703347124212974
BA3202	0.0301908288236969	0.1585607527447382
BA3203	0.0152378239817715	0.2021318292718289
BA3206	0.0233551694673882	0.3054029361585556
BA3207	0.0178011962403873	0.4022451961946818
BA3208	0.0215038450583879	0.3509959283739198
BA3210	0.0338934776416975	0.3897197689574871
BA3211	0.0105383081743093	0.8167295952417628
BA3212	0.0350327542010823	0.462977491620602
BA3213	0.0185132440900028	0.623315471859848
BA3214	0.0240672173170037	0.2287101010877497
BA3216	0.0189404727997721	0.3935287074904569
BA3217	0.0136713187126174	0.6674490439459047
BA3219	0.0162346909712332	0.140652217771848
BA3221	0.0210766163486186	0.1453516313431951
BA3222	0.0243520364568499	0.2386519718525283
BA3225	0.0176587866704642	0.3437275867685899
BA3226	0.0182284249501566	0.6001027365795609
BA3227	0.0270578182853887	0.7612033280690397
BA3228	0.0301908288236969	0.8434634677888566
BA3229	0.0250640843064653	0.9040616726306924
BA3230	0.0199373397892338	0.2993677379279945
BA3232	0.0166619196810025	0.4090506746754818
BA3234	0.0189404727997721	0.4096002524563868
BA3235	0.0108231273141555	0.2153840453952324
BA3237	0.0156650526915408	0.2731221081648503
BA3240	0.0284819139846197	0.6055565355291733
BA3242	0.0192252919396183	0.4369142444127037
BA3243	0.0223583024779265	0.3565320994115399
BA3245	0.0242096268869268	0.3474752642131753
BA3249	0.0229279407576189	0.2979370074847912
BA3250	0.0304756479635431	0.5288239304614563
BA3251	0.0136713187126174	0.37682137352656
BA3255	0.0172315579606949	0.4513098386747018
BA3258	0.0183708345200797	0.2433264742198979
BA3260	0.0195101110794645	0.1656328874061395
BA3261	0.0172315579606949	0.1746876068794424
BA3264	0.028909142694389	0.6322409702114022
BA3266	0.0266305895756194	0.6045567316687842
BA3268	0.0347479350612361	0.5587744580936236
BA3269	0.0203645684990031	0.323176272314291
BA3270	0.0233551694673882	0.3947631350254255
BA3271	0.0232127598974651	0.6874201291070778
BA3273	0.0217886641982341	0.0560587391122591
BA3275	0.024494446026773	0.8396910736024769
BA3277	0.0287667331244659	0.5116233861894945
BA3280	0.0183708345200797	0.4990817501709067
BA3283	0.0254913130162346	0.2865298286168483
BA3285	0.0296211905440045	0.8977304053375441
BA3286	0.0180860153802335	0.3977116929525598
BA3289	0.0111079464540017	0.1404900493991304
BA3290	0.0209342067786955	0.3000348646219577
BA3293	0.0283395044146966	0.9942868464660988
BA3295	0.0192252919396183	0.4842616358580394
BA3296	0.0182284249501566	0.1785196250337341
BA3297	0.0266305895756194	0.6755713256678774
BA3299	0.0162346909712332	0.3028377512175438
