	STAG2	PTPN11
BA2561	0.017401203447715	8.225056123389484
BA2563	0.0413075296796227	17.33397336920926
BA2564	0.0312245893641242	13.974435996557515
BA2567	0.0359408033826638	6.532230302726126
BA2570	0.0712310944869084	22.38622147123564
BA2575	0.0294356805984712	10.361376185477951
BA2577	0.0458611156285574	20.382387269777333
BA2579	0.0572450805008944	18.172941762715816
BA2583	0.0234184420230931	25.543482158502837
BA2584	0.033176126199382	21.881435806884262
BA2587	0.0671653927467881	21.078892020464146
BA2588	0.0484631647422345	15.34775428213297
BA2589	0.0538298910391933	17.98440359990241
BA2592	0.0483005366726296	19.84405027987057
BA2593	0.0188648560741584	0.8090165245861867
BA2594	0.0404943893315986	21.525920477694164
BA2595	0.0308993332249146	13.4174683952318
BA2597	0.0323629858513579	19.51682683095491
BA2600	0.0292730525288664	12.611281705199705
BA2603	0.0548056594568222	19.616353351392544
BA2618	0.0248820946495365	21.562852645082295
BA2619	0.0577329647097088	16.276085827293198
BA2620	0.0512278419255163	23.94293881406372
BA2621	0.0320377297121483	14.867078915259968
BA2622	0.0499268173686778	17.89404725424126
BA2623	0.0678159050252073	32.422525972432204
BA2629	0.0406570174012034	12.182439062832351
BA2631	0.0429338103756708	17.90739322912705
BA2634	0.0193527402829728	18.21284933426878
BA2636	0.0352902911042445	18.568704808257376
BA2639	0.0554561717352415	21.352582026728825
BA2644	0.0502520735078874	13.954630838917565
BA2645	0.0281346560416327	21.812898951451057
BA2646	0.0738331436005854	24.75015114655788
BA2649	0.0432590665148804	23.86929555054728
BA2651	0.0372418279395023	15.009905620802682
BA2653	0.0322003577817531	35.09770771441234
BA2655	0.0917222312571149	47.73960715416454
BA2656	0.0161001788908765	12.23115155921837
BA2657	0.0463489998373719	19.747502000537104
BA2658	0.0603350138233859	20.77431422918143
BA2659	0.0583834769881281	20.045090782808657
BA2660	0.0295983086680761	16.149795869705212
BA2662	0.0447227191413237	12.045959777225177
BA2663	0.0411449016100178	12.517918211428482
BA2667	0.0463489998373719	14.667596859550976
BA2670	0.0652138559115303	17.34966639725265
BA2674	0.0617986664498292	17.279843318133707
BA2675	0.0473247682550008	20.317910549967007
BA2676	0.040169133192389	18.58694648390418
BA2677	0.0322003577817531	18.577054779483333
BA2681	0.0361034314522686	15.08682239640497
BA2682	0.0180517157261343	19.076647524486
BA2685	0.0640754594242966	25.10516765487928
BA2688	0.038380224426736	9.067482526668442
BA2691	0.0426085542364612	26.73737220376769
BA2694	0.0247194665799316	9.024019039461352
BA2695	0.042771182306066	11.2404092343823
BA2697	0.0325256139209627	6.301040978737351
BA2701	0.0177264595869247	10.946437653909962
BA2704	0.0408196454708082	16.147071205521367
BA2705	0.0513904699951211	28.16912357988325
BA2707	0.0365913156610831	28.354258823419137
BA2709	0.0203285087006017	11.834087074751764
BA2712	0.021792161327045	16.42029670010793
BA2714	0.0509025857863067	18.259052411644547
BA2715	0.0295983086680761	20.1361962674606
BA2718	0.0491136770206537	23.29369020548985
BA2720	0.0416327858188323	12.589995425491171
BA2721	0.0634249471458773	12.82643796424119
BA2722	0.0559440559440559	36.40377693251484
BA2723	0.0650512278419255	30.19932116231609
BA2724	0.0213042771182306	12.29033845001848
BA2726	0.0265083753455846	13.818725538291096
BA2727	0.0469995121157911	24.61424804261353
BA2728	0.0661896243291592	21.026768820896308
BA2731	0.0152870385428524	10.348587303927951
BA2733	0.0247194665799316	8.96480318961342
BA2735	0.0326882419905675	12.472768491152266
BA2737	0.0258578630671653	12.376501451202138
BA2742	0.0562693120832655	18.999517616112165
BA2744	0.0131728736379899	3.972428680531728
BA2746	0.0359408033826638	16.354079014101362
BA2747	0.0226053016750691	13.21286567892482
BA2748	0.0484631647422345	24.58902716946228
BA2751	0.0460237436981623	13.92309366783434
BA2756	0.0325256139209627	11.95978241621635
BA2758	0.0411449016100178	9.074373932385482
BA2760	0.0551309155960318	27.842394785774225
BA2762	0.0292730525288664	15.494298472230904
BA2764	0.0564319401528703	10.123036663951495
BA2765	0.0668401366075784	17.255788926560026
BA2769	0.0305740770857049	14.114069903809089
BA2772	0.0286225402504472	9.214550366533244
BA2775	0.0439095787932997	18.18390614086486
BA2776	0.0639128313546918	21.07864268018424
BA2778	0.0304114490161001	11.051841624231852
BA2782	0.0487884208814441	14.017978111035076
BA2786	0.0307367051553098	18.56146342152403
BA2787	0.0400065051227841	5.728153752635701
BA2789	0.0484631647422345	23.09779193452756
BA2791	0.0404943893315986	20.34342406980938
BA2792	0.0320377297121483	11.65470263502648
BA2798	0.0413075296796227	16.931625688947495
BA2801	0.035778175313059	7.134981041288424
BA2802	0.0417954138884371	21.039563120997773
BA2804	0.0258578630671653	11.705154389579103
BA2806	0.0255326069279557	20.0582471817414
BA2808	0.0282972841112375	24.08299046294555
BA2809	0.064563343633111	25.421071006514072
BA2811	0.0388681086355504	22.694716050439283
BA2812	0.0219547893966498	11.366252530998253
BA2813	0.0227679297446739	13.26185634034608
BA2814	0.0263457472759798	11.078194670442564
BA2816	0.0239063262319076	14.79225518895096
BA2817	0.0483005366726296	19.255577896687427
BA2820	0.0510652138559115	17.60046886126625
BA2821	0.078549357619125	41.38697743446033
BA2822	0.0450479752805334	27.94999463915676
BA2824	0.0486257928118393	15.698469004065108
BA2828	0.026996259554399	16.62048013308828
BA2829	0.0787119856887298	23.16697090575833
BA2830	0.0274841437632135	10.54731633196385
BA2832	0.0419580419580419	21.6788491811367
BA2836	0.0172385753781102	12.468306580047503
BA2837	0.0370791998698975	22.898407857056828
BA2839	0.0536672629695885	31.642496415707715
BA2840	0.0541551471784029	20.531917229600012
BA2841	0.0406570174012034	17.333596721579227
BA2842	0.0458611156285574	9.895489999364507
BA2843	0.0227679297446739	10.858547637453205
BA2844	0.0268336314847942	17.590131498344554
BA2846	0.0348024068954301	18.50294150486064
BA2850	0.0299235648072857	13.43052749037221
BA2851	0.0866807610993657	25.04537941152953
BA2852	0.0369165718002927	9.456579436181348
BA2855	0.0587087331273377	17.107630110616615
BA2856	0.0500894454382826	12.066697755388164
BA2858	0.0351276630346397	12.633864070958204
BA2860	0.0302488209464953	14.530015277964637
BA2861	0.0344771507562205	17.408068930780058
BA2865	0.0377297121483168	16.238963350670986
BA2866	0.0361034314522686	21.19259899057649
BA2867	0.0590339892665474	17.232068759781303
BA2868	0.035778175313059	23.494536189676637
BA2870	0.010408196454708	23.69065911934278
BA2871	0.0450479752805334	23.15316795763132
BA2872	0.0548056594568222	18.935171480130546
BA2876	0.0305740770857049	13.157898270250502
BA2879	0.0557814278744511	15.50509527096519
BA2880	0.0456984875589526	19.49215324075317
BA2882	0.0364286875914782	16.603411924717445
BA2883	0.0598471296145714	28.20025393371597
BA2885	0.0492763050902585	20.57041289985666
BA2887	0.047162140185396	27.307116773219036
BA2889	0.0	0.0893690876800253
BA2893	0.0300861928768905	12.4974117886675
BA2901	0.0284599121808424	8.975530107617864
BA2902	0.0226053016750691	9.87114034234456
BA2903	0.0364286875914782	5.87011599834422
BA2904	0.0658643681899495	20.70134617274038
BA2905	0.0253699788583509	22.33801212442174
BA2906	0.0526914945519596	21.176416117737062
BA2908	0.074158399739795	23.172251086718955
BA2909	0.033989266547406	11.488674564864946
BA2910	0.0489510489510489	26.26349101086416
BA2911	0.0562693120832655	20.84783277632227
BA2914	0.064563343633111	15.0156201416248
BA2915	0.012197105220361	2.41314672352659
BA2921	0.0221174174662546	17.458656163590284
BA2922	0.0352902911042445	19.573904682697663
BA2923	0.0216295332574402	9.394341271819846
BA2926	0.0452106033501382	19.129719312731364
BA2928	0.0346397788258253	17.191069360684157
BA2930	0.0606602699625955	14.85937609513198
BA2932	0.0476500243942104	19.46477251954371
BA2934	0.0813140348024069	9.73098986675119
BA2935	0.0278093999024231	9.880445356341776
BA2937	0.0378923402179216	17.877732513150956
BA2939	0.0203285087006017	9.710666289915626
BA2944	0.0757846804358432	37.64703403612323
BA2947	0.0265083753455846	12.357448642886093
BA2948	0.0613107822410148	20.4879431817709
BA2950	0.054968287526427	24.919157088502157
BA2951	0.0349650349650349	18.133444760407368
BA2952	0.0432590665148804	29.64411745650464
BA2953	0.0172385753781102	7.163653271429381
BA2955	0.0265083753455846	11.13542937935626
BA2956	0.0196779964221824	8.523238456781499
BA2962	0.0390307367051553	24.054892956713843
BA2970	0.0300861928768905	15.990249149514993
BA2972	0.0512278419255163	17.627225547010358
BA2976	0.0617986664498292	17.773117510802155
BA2978	0.0648885997723207	14.603788957143514
BA2981	0.0526914945519596	18.564359098703868
BA2984	0.0361034314522686	14.452361922559325
BA2986	0.0404943893315986	21.66198824056716
BA2989	0.0647259717027158	24.180054210900927
BA2992	0.059359245405757	23.9380562024542
BA2993	0.0204911367702065	13.846655480060836
BA2994	0.0274841437632135	16.36308890783346
BA2995	0.0365913156610831	14.331090419338244
BA2999	0.0585461050577329	20.07089751224206
BA3001	0.0531793787607741	17.71418966299346
BA3002	0.0604976418929907	25.71013085930307
BA3004	0.0569198243616848	15.801966890605236
BA3006	0.0245568385103268	12.927507847907451
BA3008	0.005204098227354	0.3007671567538219
BA3009	0.0489510489510489	19.149190049872782
BA3010	0.0125223613595706	13.643755520925405
BA3011	0.0504147015774922	16.20127100029433
BA3013	0.033176126199382	15.826301965085207
BA3023	0.0460237436981623	16.109292041670233
BA3025	0.0375670840787119	21.606626020315527
BA3027	0.0271588876240039	11.8217154344046
BA3029	0.0222800455358594	11.205176238759671
BA3030	0.0717189786957228	21.666872429973047
BA3037	0.0443974630021141	22.454196832329725
BA3038	0.0655391120507399	26.722751368914007
BA3040	0.0361034314522686	10.393675597393589
BA3042	0.0378923402179216	31.91703970845472
BA3043	0.0354529191738494	10.557497829345278
BA3049	0.0443974630021141	4.158103947463144
BA3051	0.0310619612945194	13.618501220020445
BA3053	0.0439095787932997	26.569754013053128
BA3064	0.0601723857537811	20.81512093293928
BA3067	0.0551309155960318	23.49622855930234
BA3068	0.0687916734428362	32.6958892019907
BA3070	0.0494389331598633	12.2739088603882
BA3071	0.0591966173361522	21.66745407747344
BA3072	0.0609855261018051	21.744276519892093
BA3075	0.0292730525288664	9.78077433217044
BA3076	0.0348024068954301	6.585836267450562
BA3077	0.0644007155635062	22.34529503861006
BA2040	0.0422832980972515	15.768603175760314
BA2160	0.0473247682550008	17.506409372433634
BA2303	0.0432590665148804	15.03837826541991
BA2353	0.0600097576841762	27.233366359776674
BA2516	0.0126849894291754	21.259529388671154
BA2590	0.0447227191413237	29.16348122073776
BA2647	0.0395186209139697	21.26802428024812
BA2891	0.038380224426736	10.22953782959444
BA2924	0.0403317612619938	20.532589760834025
BA2971	0.0458611156285574	19.08055261903843
BA3036	0.0369165718002927	21.532179511729048
BA3059	0.0417954138884371	18.54532868077653
BA3073	0.0258578630671653	14.944238120335736
BA3078	0.0946495365100016	35.18664561153126
BA3079	0.0359408033826638	19.909318281196608
BA3083	0.0665148804683688	21.978305936397295
BA3084	0.0113839648723369	17.84399375600065
BA3085	0.0323629858513579	26.01224963306068
BA3087	0.1299398276142462	48.86803170684532
BA3089	0.0551309155960318	23.137690705828494
BA3094	0.040169133192389	28.49290823798763
BA3095	0.0396812489835745	20.620505966732463
BA3098	0.0564319401528703	23.62762660915261
BA3099	0.0863555049601561	36.54224908379226
BA3103	0.0596845015449666	21.202410683230404
BA3108	0.0478126524638152	27.17003893415094
BA3109	0.0538298910391933	17.987162225593785
BA3110	0.0565945682224751	23.61354936917826
BA3114	0.0536672629695885	11.088207106757388
BA3116	0.031387217433729	13.54410492909614
BA3117	0.0827776874288502	32.99850340543902
BA3118	0.033989266547406	18.419906314914087
BA3119	0.0639128313546918	24.22301068782385
BA3123	0.045373231419743	19.325795422691492
BA3124	0.0343145226866157	11.595967067149676
BA3126	0.0164254350300861	23.07814911886787
BA3128	0.0365913156610831	17.85383423310964
BA3130	0.0317124735729386	12.057733345196048
BA3133	0.0801756383151732	35.60647067572976
BA3135	0.0370791998698975	14.423862792892812
BA3136	0.0580582208489185	26.020118488952967
BA3137	0.0469995121157911	17.99946922539952
BA3138	0.0608228980322003	17.948405734384835
BA3139	0.1018051715726134	61.89541159416133
BA3141	0.049764189299073	21.324758045316084
BA3142	0.0535046348999837	46.60967367517731
BA3145	0.04797528053342	21.111123300919846
BA3146	0.0522036103431452	21.602179497941837
BA3149	0.0564319401528703	21.63447056331703
BA3152	0.0601723857537811	26.69930441544388
BA3153	0.0478126524638152	31.543536116768177
BA3154	0.1003415189461701	34.14570005484676
BA3156	0.0500894454382826	19.49857490673853
BA3157	0.0476500243942104	23.14124354717321
BA3158	0.0304114490161001	22.028408728000585
BA3162	0.061961294519434	23.07486636372992
BA3163	0.0351276630346397	14.556965582467331
BA3164	0.0657017401203447	29.786068872909603
BA3167	0.0469995121157911	20.567990490892964
BA3169	0.047162140185396	20.415742448754457
BA3171	0.0673280208163929	49.20184704080764
BA3173	0.0408196454708082	27.98654696106653
BA3174	0.0515530980647259	22.481708707839694
BA3175	0.0377297121483168	16.98894756673063
BA3176	0.0538298910391933	18.64217401050913
BA3177	0.0835908277768743	37.12825353716463
BA3178	0.026183119206375	11.343132947483015
BA3180	0.0778988453407058	28.83046345372784
BA3181	0.0169133192389006	12.539176864756952
BA3182	0.0704179541388843	27.52360362055456
BA3183	0.0617986664498292	29.19110257797213
BA3185	0.0499268173686778	16.0689464411771
BA3186	0.0835908277768743	26.671352579888893
BA3187	0.0382175963571312	17.671849707854243
BA3189	0.0660269962595544	34.77103318446292
BA3190	0.0528541226215644	13.582985218241213
BA3191	0.0465116279069767	17.4967395117262
BA3192	0.0437469507236949	25.62671641213393
BA3194	0.0245568385103268	35.935356555517195
BA3195	0.0439095787932997	16.40482357099114
BA3197	0.0391933647747601	16.74318582812262
BA3199	0.063750203285087	26.886278539283374
BA3200	0.0738331436005854	21.870631329961405
BA3202	0.0585461050577329	24.89452366575615
BA3203	0.0289477963896568	14.692021043920066
BA3206	0.0424459261668564	23.017601304312947
BA3207	0.0297609367376809	21.08589263526197
BA3208	0.0461863717677671	18.69157945657816
BA3210	0.0496015612294682	25.00701142440425
BA3211	0.0483005366726296	20.94416288181397
BA3212	0.0585461050577329	38.42654424973168
BA3213	0.0569198243616848	28.595132790427066
BA3214	0.0390307367051553	19.227635695526825
BA3216	0.0307367051553098	14.3557010442588
BA3217	0.0162628069604813	16.74182319835738
BA3219	0.0530167506911693	14.358489399213893
BA3221	0.0432590665148804	15.472372826909858
BA3222	0.061961294519434	45.00221066210596
BA3225	0.0518783542039356	16.252474175634926
BA3226	0.0484631647422345	19.63876066105797
BA3227	0.0683037892340217	22.406453016091405
BA3228	0.1040819645470808	28.892920691148067
BA3229	0.078549357619125	29.721164245602424
BA3230	0.05675719629208	19.80458906416293
BA3232	0.0544804033176126	18.64192081999083
BA3234	0.0650512278419255	20.17473302052334
BA3235	0.040169133192389	15.371318318553923
BA3237	0.0476500243942104	27.98315846822433
BA3240	0.0557814278744511	26.53802348143133
BA3242	0.0609855261018051	18.60678946129853
BA3243	0.0735078874613758	27.182019369641385
BA3245	0.0455358594893478	24.70548102610767
BA3249	0.0647259717027158	27.04526177937093
BA3250	0.0824524312896406	29.723698269728747
BA3251	0.0242315823711172	18.96515071718015
BA3255	0.0442348349325093	19.530658366366755
BA3258	0.0621239225890388	19.25644449572177
BA3260	0.088144413725809	21.71300533111998
BA3261	0.0489510489510489	18.19364774393248
BA3264	0.0796877541063587	28.724599060108773
BA3266	0.0788746137583346	28.79690094170825
BA3268	0.0273215156936087	34.215264264099496
BA3269	0.0570824524312896	15.204697938644848
BA3270	0.0910717189786957	24.530727937607185
BA3271	0.0617986664498292	27.916898924965192
BA3273	0.0554561717352415	20.44500246613187
BA3275	0.0556187998048463	28.412871710293533
BA3277	0.0372418279395023	17.164565410884723
BA3280	0.0187022280045535	14.365310348195427
BA3283	0.0348024068954301	16.69487906533864
BA3285	0.1070092697999674	62.17898985108376
BA3286	0.0570824524312896	21.368852478931604
BA3289	0.0417954138884371	8.671812401369937
BA3290	0.0767604488534721	23.97434788088257
BA3293	0.0679785330948121	27.98536128377098
BA3295	0.075947308505448	28.37486135458929
BA3296	0.0839160839160839	16.547626760789306
BA3297	0.0860302488209465	31.61271538032367
BA3299	0.0364286875914782	13.91130497298182
BA3300	0.0591966173361522	37.73830015271734
BA3302	0.0961131891364449	47.58395676045272
BA3305	0.0481379086030248	17.9495129193202
BA3306	0.0359408033826638	15.822574986127442
BA3308	0.0616360383802244	21.61813851587103
BA3310	0.0390307367051553	16.233968503775053
BA3311	0.0902585786306716	26.322291810625305
BA3312	0.0735078874613758	26.274338440187364
BA3315	0.0504147015774922	35.11440382264742
BA3317	0.0583834769881281	21.33458099470292
BA3318	0.0338266384778012	31.470847071104163
BA3319	0.0697674418604651	22.17690767917441
BA3322	0.0458611156285574	19.028309672175208
BA3324	0.0941616523011871	43.99440756721232
BA3325	0.0338266384778012	18.92294556082813
BA3326	0.0247194665799316	23.60399145233129
BA3328	0.0704179541388843	22.770125349103125
BA3329	0.0533420068303789	36.48269764177509
BA3332	0.0596845015449666	28.276913195499503
BA3333	0.0496015612294682	25.26353103615665
BA3334	0.0474873963246056	9.127914629344902
BA3335	0.0455358594893478	18.262137171353483
BA3339	0.0546430313872174	16.505423984927283
BA3341	0.0655391120507399	21.133817970311235
BA3345	0.0284599121808424	10.56551791674996
