#Boxplots d'expressions du gène WT1 en fonction de la feature consensus_sex
#Résultat du test statistique Mann-Whitney U : U = 44554.500, p-value = 0.000
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2452    Male        6.026160
BA2922    Male        5.650284
BA2707    Male       -1.260367
BA2409  Female        2.425270
BA2480    Male        5.439913
BA2496    Male       -1.854436
BA3037  Female        5.896033
BA2236    Male        5.734428
BA2172    Male        4.302406
BA2865  Female        5.134423
BA2923  Female       -4.412971
BA2003  Female        5.767229
BA2751    Male        0.230814
BA3395    Male        3.485698
BA2286    Male        2.852206
BA2488  Female        6.090874
BA3379    Male        4.067683
BA2887    Male        5.116383
BA2712  Female       -4.216912
BA2858    Male       -2.053731
BA2068  Female        5.286840
BA2104    Male       -2.901990
BA3124  Female        3.085371
BA2921    Male        1.839125
BA2449  Female        1.622725
BA2360    Male        2.830945
BA2802    Male        3.474989
BA2235  Female        4.548787
BA3038    Male        3.846067
BA3006  Female        4.010296
BA2245    Male       -0.711978
BA2667    Male        3.121612
BA2239    Male        2.070766
BA2782    Male        2.607750
BA2649  Female        5.963861
BA2592  Female        5.614420
BA2861  Female        2.472264
BA2134    Male       -1.260367
BA2909    Male        2.231638
BA2429    Male        2.185405
BA2653  Female        4.875513
BA2947    Male        3.466050
BA2032  Female        6.355362
BA2162    Male       -3.004886
BA2564  Female        3.551793
BA2597  Female        6.147594
BA3243    Male        3.877404
BA2106  Female        5.574488
BA2939  Female        5.157403
BA2427  Female        5.052201
BA2841    Male        1.396252
BA2446  Female        1.236827
BA2025  Female        1.769173
BA2645    Male        6.460401
BA2525  Female       -2.455612
BA2876  Female       -1.036537
BA2357    Male        1.535980
BA2546    Male       -1.306566
BA2742    Male        0.697457
BA2316    Male        0.899094
BA2421    Male        1.332428
BA2087  Female       -2.743430
BA2910  Female        6.997190
BA2148  Female        6.984837
BA2329    Male        2.567300
BA2677    Male        3.099799
BA3178    Male       -3.699774
BA2072  Female        3.929058
BA3029    Male        6.972507
BA2735    Male        4.273088
BA2733  Female        4.799058
BA2995    Male       -1.337614
BA2069    Male       -5.520913
BA2100    Male        2.943607
BA2953    Male        2.611627
BA2681  Female       -2.371304
BA2248    Male        5.351179
BA2832    Male        4.423017
BA2308    Male        5.748612
BA2413    Male        5.711381
BA2701    Male        4.067279
BA2634    Male        3.433626
BA2937    Male        1.391748
BA2600  Female        3.306951
BA2019    Male        3.408867
BA2412    Male        0.282808
BA2334  Female        5.381515
BA2050  Female        5.040327
BA3230  Female       -1.215052
BA2481    Male        2.619557
BA2731    Male       -0.387303
BA2418  Female        5.799510
BA2294  Female        4.446280
BA2816    Male        1.007277
BA2814    Male       -2.472142
BA2631    Male        3.929058
BA2023    Male       -4.794642
BA2375    Male        3.922875
BA2485    Male        5.717557
BA2455    Male       -2.780341
BA2636    Male       -3.294295
BA2325  Female        0.896118
BA2169    Male        5.971586
BA2156    Male        3.047049
BA2511  Female        3.554686
BA2168  Female        5.643897
BA2505    Male        3.835249
BA2860    Male       -1.192590
BA2871  Female       -0.399277
BA2655    Male        1.334644
BA2227    Male        5.057207
BA2812    Male       -1.500222
BA2125  Female        4.201357
BA2603  Female        4.062013
BA2808    Male        4.893432
BA2282    Male       -1.418907
BA2482  Female        4.361277
BA2822    Male        3.807731
BA2594    Male        0.507603
BA2747    Male        5.044099
BA2561    Male       -5.291470
BA2094    Male       -5.261791
BA2567    Male       -3.851260
BA2906    Male        1.602316
BA2956    Male        4.143663
BA2474  Female        4.470991
BA2065  Female        4.957472
BA2737  Female       -4.303181
BA2463  Female        0.234842
BA2110  Female        2.011655
BA2992  Female        4.611504
BA2220    Male        4.865347
BA2720    Male        4.011573
BA2063    Male       -0.311020
BA2772    Male        4.927361
BA2935    Male        3.668451
BA2260    Male        3.587427
BA2787    Male       -4.162213
BA2676    Male        1.703269
BA2948    Male        2.964093
BA3296    Male       -3.337384
BA2524  Female        5.841504
BA2811  Female        5.683056
BA2540  Female       -3.540721
BA2928  Female       -4.042784
BA2302  Female        3.769021
BA2792    Male        4.162059
BA2651  Female        4.955064
BA2595    Male        5.980115
BA2619  Female        4.586912
BA3013    Male        4.096766
BA2405  Female        2.738016
BA2856    Male        4.146009
BA2377    Male       -3.731328
BA2499    Male        3.569567
BA3023  Female        5.080802
BA2095  Female        5.663197
BA2275    Male        2.959519
BA2901    Male        1.872370
BA2221    Male       -4.445203
BA2387  Female        5.851074
BA2657    Male        0.096674
BA2962    Male        2.812754
BA2195  Female        4.709804
BA2688  Female        4.163584
BA2420    Male        3.941796
BA2727  Female        3.800760
BA2756    Male        5.411349
BA2122  Female       -1.678256
BA2053    Male        5.615495
BA2080    Male        4.629262
BA2415    Male       -5.520913
BA2081  Female        3.533389
BA2354    Male        1.422342
BA3273    Male        0.919835
BA2893  Female        4.739044
BA2044    Male        3.572389
BA2309    Male        3.415081
BA2489    Male       -1.973748
BA2908    Male        3.715145
BA2054  Female        2.449262
BA2872    Male       -3.363664
BA2526  Female        5.674326
BA3145    Male        6.594181
BA2041  Female        4.909865
BA2096  Female        3.558995
BA2464  Female        5.401477
BA2902    Male        5.280732
BA2541    Male        4.010706
BA2143  Female        2.545442
BA2769  Female        2.528738
BA2843    Male        4.083206
BA2497    Male       -4.259329
BA2718    Male        3.854717
BA2575  Female        3.180550
BA2593    Male        3.050379
BA2791    Male        5.717985
BA2620  Female        1.510290
BA2629    Male        3.806896
BA2870  Female        2.105892
BA2423    Male       -3.213897
BA2682  Female        3.985714
BA2276    Male       -2.269708
BA2348  Female        1.358502
BA2709  Female        3.431994
BA2789  Female        5.191975
BA2694    Male        5.045149
BA2722  Female        4.370137
BA2538    Male        2.147951
BA2583    Male        0.521474
BA2292    Male        1.495560
BA2806    Male        6.002619
BA2153    Male        2.227822
BA2674    Male        2.978489
BA2809    Male        3.056051
BA3025  Female        5.542827
BA2523    Male        5.397803
BA3027  Female       -2.104320
BA2441    Male       -0.294082
BA2514  Female       -0.467690
BA2695  Female        1.274662
BA2520    Male        2.021748
BA2479  Female        1.829590
BA2281    Male        5.499811
BA2932  Female        4.909504
BA2123    Male        4.536266
BA2844    Male        2.583142
BA2660  Female        3.260121
BA2836    Male        5.496914
BA2714    Male        4.239335
BA3317    Male        4.649451
BA2440    Male       -1.092165
BA2036  Female        5.195563
BA2828    Male        3.621412
BA2251    Male        3.435096
BA2952  Female       -0.143707
BA2410  Female        4.882910
BA2139  Female       -0.836676
BA2051    Male        4.441176
BA2532  Female        4.337529
BA2986  Female        2.594813
BA2494    Male        4.523711
BA2515    Male       -1.821572
BA2748  Female        3.052034
BA2577  Female        3.942262
BA2622    Male       -2.245286
BA2758    Male       -1.871342
BA2930    Male       -5.018431
BA2970    Male        1.198284
BA2839    Male        4.448431
BA2868    Male        4.428117
BA3011    Male        4.975969
BA2052    Male       -0.586591
BA2510    Male       -4.546279
BA2691    Male       -2.081500
BA2374  Female        4.303520
BA2804    Male        1.037245
BA2670  Female        1.594464
BA2675    Male        5.400396
BA2031  Female       -4.599570
BA2589  Female        5.031864
BA2198    Male        3.212149
BA2066  Female        0.244476
BA2344  Female        4.614328
BA2534  Female        5.722134
BA2459    Male        0.745008
BA2229  Female        6.864073
BA2559  Female        0.907574
BA2093    Male        6.059123
BA2000  Female        4.369780
BA2425  Female        0.946050
BA2905    Male        2.290577
BA2304  Female       -3.785178
BA2976    Male        2.207130
BA2386  Female        5.641664
BA2879  Female        5.380797
BA3400  Female        6.561197
BA2035    Male        4.830962
BA2760  Female        2.439613
BA2201    Male        2.544137
BA2355  Female        5.159563
BA2113  Female        3.846503
BA2155  Female        1.813494
BA2955  Female        1.101590
BA2502  Female        3.046459
BA2322  Female        4.785397
BA2020    Male        4.723544
BA2226  Female        3.326036
BA2376    Male       -0.543215
BA2200    Male        5.484681
BA2121    Male        1.792189
BA2944    Male        3.682172
BA2033    Male        2.101387
BA2867    Male        4.758681
BA2089    Male       -1.247298
BA2034    Male        4.627490
BA2224    Male       -0.358389
BA2470    Male        0.136800
BA2046    Male        5.421251
BA2972    Male        2.251614
BA2978  Female       -1.514591
BA2829    Male        4.264751
BA2579    Male        0.923898
BA2249    Male        4.983726
BA2851  Female        1.818711
BA2587    Male        4.313659
BA2461    Male       -4.902074
BA2024    Male        2.528738
BA2623    Male        4.659391
BA2426    Male        4.491644
BA2271    Male        0.480334
BA3004  Female        6.028967
BA3010    Male       -1.151123
BA2662  Female        2.808496
BA2280  Female        5.378923
BA2277  Female        4.311784
BA2658    Male       -4.094309
BA2512  Female       -0.245481
BA2394    Male        0.434869
BA2950  Female        3.511631
BA2981  Female        4.710857
BA2934  Female       -4.135089
BA2539  Female       -5.232076
BA2786  Female        3.317826
BA2256  Female        5.704115
BA2483  Female        4.439323
BA3002  Female        4.232801
BA2109  Female       -2.193457
BA2242  Female        5.672021
BA2132  Female        4.591169
BA2618    Male        0.340081
BA2846    Male        5.127393
BA2521  Female        4.660100
BA2885  Female       -2.882174
BA2639  Female        5.100372
BA2775    Male        4.479022
BA2402  Female        3.780469
BA2097    Male       -2.806197
BA2399    Male        5.140830
BA2850    Male        4.612923
BA2993    Male        4.130498
BA3322    Male        0.655068
BA2174  Female        1.601362
BA2004  Female        0.338253
BA3001  Female        5.672393
BA2911  Female        3.958477
BA2311  Female        0.585076
BA3040    Male        3.145025
BA2724  Female        3.058336
BA2837    Male        3.597058
BA2821  Female        4.898040
BA2363    Male        0.059872
BA2233    Male        5.038566
BA2744    Male        5.211846
BA2501    Male        5.212915
BA2301  Female        1.621753
BA2880    Male       -3.785178
BA2621    Male       -3.363664
BA2852    Male        1.201854
BA2133  Female        2.284153
BA2473  Female        3.222806
BA2866    Male        3.047603
BA2212    Male       -2.044135
BA2477    Male        5.040327
BA2244    Male        4.053621
BA3089    Male        5.833319
BA2685    Male        4.896264
BA2273    Male        5.386596
BA2659    Male        2.430041
BA2124    Male        4.755199
BA2369    Male        4.490916
BA2400  Female        5.148608
BA2762  Female        5.991911
BA2312  Female        4.465912
BA2813    Male        4.663626
BA2211  Female        5.884864
BA2171  Female        5.138374
BA2746  Female        1.810072
BA2798    Male        5.199782
BA2883    Male        4.260197
BA2288    Male        1.171341
BA2801    Male       -0.445017
BA3407  Female       -1.900201
BA3030  Female        2.960131
BA2588    Male        4.338659
BA2296  Female        2.075515
BA2300    Male        2.673163
BA2903    Male       -1.926009
BA2545    Male       -3.896569
BA2840  Female        5.961028
BA2528    Male        0.886017
BA2646    Male        5.950763
BA2240  Female        4.646267
BA2926    Male        1.872370
BA2272    Male        3.410894
BA2306    Male       -0.678720
BA2842    Male       -3.504104
BA2855    Male       -2.371304
BA2040    Male       -4.396758
BA2765  Female        1.084624
BA2904  Female        5.133690
BA2726  Female       -3.063134
BA2234  Female       -4.245413
BA2022  Female        5.611760
BA2228  Female        0.045431
BA2037    Male        4.869536
BA2184    Male        0.818865
BA3009  Female        2.087279
BA2442  Female        4.124137
BA2882    Male        0.401248
BA2656    Male        1.564265
BA2705    Male        5.398184
BA2379    Male       -0.628609
BA2663    Male       -4.546279
BA2570    Male        5.780025
BA2764    Male       -3.262674
BA2209    Male        3.402323
BA2989    Male        7.223796
BA2261  Female        3.491575
BA2721  Female        1.842642
BA2728  Female        1.961164
BA2715    Male        3.874387
BA2116    Male        2.207866
BA2469  Female        2.786345
BA2269  Female       -1.045321
BA2098  Female        1.424454
BA2951  Female        3.357473
BA2778  Female       -0.502630
BA2163    Male       -0.186674
BA3153    Male        3.897872
BA2817    Male       -1.247298
BA2820    Male        2.726862
BA2704  Female        4.899788
BA2723    Male        3.584143
BA2492    Male        1.492321
BA2088  Female        1.718225
BA3202  Female       -2.284834
BA3139    Male        5.434746
BA3285    Male        5.327352
BA2584    Male        4.156612
BA3079    Male        3.289060
BA2417    Male       -4.231069
BA2361  Female       -2.689818
BA2450  Female        4.654776
BA2994  Female        5.441736
BA2824  Female        4.639533
BA2079  Female       -5.042809
BA3099  Female        4.733328
BA2552  Female        5.978121
BA2472    Male        1.245055
BA2047  Female        4.385211
BA2101    Male        2.834610
BA2082    Male        0.922533
BA2456    Male       -4.815440
BA2175  Female        4.230184
BA2507    Male        5.393479
BA2563    Male        4.651563
BA3164  Female        4.721103
BA3235  Female        0.802542
BA2984    Male        4.410562
BA2414    Male        4.400323
BA2697  Female       -4.082155
BA2999    Male        1.037245
BA2644    Male       -1.737451
BA2011    Male       -2.250242
