ID Sample	Abundance	TotalKmers	NormalizedExpression	specimenType
BA3227	244.9655172413793	8628494140.0	28.39029768888263	Bone Marrow Aspirate
BA3229	360.2413793103448	12601408588.0	28.58738979810507	Peripheral Blood
BA3230	130.31034482758622	8115898980.0	16.056181225112567	Peripheral Blood
BA3232	160.6551724137931	7421623860.0	21.64690308271607	Bone Marrow Aspirate
BA3234	237.3448275862069	14621506900.0	16.232583222062214	Bone Marrow Aspirate
BA3243	158.3448275862069	8929424000.0	17.732927407882848	Bone Marrow Aspirate
BA3245	44.82758620689656	9354306920.0	4.792186806598448	Peripheral Blood
BA3250	469.0344827586207	11086939920.0	42.30513434212068	Bone Marrow Aspirate
BA3251	73.93103448275862	8840810720.0	8.362472269144861	Bone Marrow Aspirate
BA3255	371.8965517241379	8951200160.0	41.54711603769319	Bone Marrow Aspirate
BA3258	198.9655172413793	11536125156.0	17.247170479759944	Bone Marrow Aspirate
BA3261	143.41379310344828	8578250800.0	16.71830265249977	Bone Marrow Aspirate
BA3264	265.82758620689657	11405404642.0	23.307159592391475	Bone Marrow Aspirate
BA3266	315.86206896551727	11950065948.0	26.431826430077646	Bone Marrow Aspirate
BA3268	559.4827586206897	12397489346.0	45.12871461359268	Bone Marrow Aspirate
BA3269	14.96551724137931	9623215700.0	1.555147230190352	Bone Marrow Aspirate
BA3270	121.03448275862068	12960972326.0	9.33837984638103	Bone Marrow Aspirate
BA3271	176.20689655172413	10310846420.0	17.089469610364358	Bone Marrow Aspirate
BA3277	58.793103448275865	8901401880.0	6.60492630721172	Bone Marrow Aspirate
BA3280	25.48275862068965	8063054720.0	3.160434786270389	Bone Marrow Aspirate
BA3286	421.2758620689655	9427317340.0	44.686717002884464	Bone Marrow Aspirate
BA3289	36.3448275862069	6844100060.0	5.310388110574598	Bone Marrow Aspirate
BA3290	167.10344827586206	12933259606.0	12.9204433659044	Bone Marrow Aspirate
BA3295	254.6206896551724	12512460520.0	20.349370073790446	Bone Marrow Aspirate
BA3296	126.3793103448276	11506658452.0	10.983146051655101	Bone Marrow Aspirate
BA3297	199.24137931034485	11505274378.0	17.317394854252893	Bone Marrow Aspirate
BA3299	46.0	9476463220.0	4.854131645118125	Bone Marrow Aspirate
BA3300	377.1724137931034	8147961360.0	46.290402853984986	Peripheral Blood
BA3302	571.3448275862069	13339228840.0	42.83192337722927	Bone Marrow Aspirate
BA3305	135.0	9840911264.0	13.71824177440322	Bone Marrow Aspirate
BA3306	114.65517241379312	9280433960.0	12.354505501356224	Peripheral Blood
BA3310	135.75862068965515	8566527900.0	15.847566514043006	Bone Marrow Aspirate
BA3311	84.89655172413794	13063373120.0	6.49882315572549	Peripheral Blood
BA3312	429.7931034482759	11349199196.0	37.869905711035145	Bone Marrow Aspirate
BA3315	10.689655172413794	9651606662.0	1.1075518871382073	Peripheral Blood
BA3318	21.41379310344828	10719455740.0	1.9976567488908985	Bone Marrow Aspirate
BA3324	288.2413793103448	11301158400.0	25.50547201518252	Bone Marrow Aspirate
BA3326	177.72413793103448	10874970174.0	16.342494286185662	Bone Marrow Aspirate
BA3328	234.6206896551724	11119974134.0	21.09903196067744	Peripheral Blood
BA3329	254.55172413793105	13249999268.0	19.211451939676518	Peripheral Blood
BA3332	116.03448275862068	12692437546.0	9.142017231764024	Bone Marrow Aspirate
BA3333	77.79310344827586	13449110920.0	5.784256216713236	Peripheral Blood
BA3334	61.27586206896552	8174919480.0	7.495592124042	Bone Marrow Aspirate
BA3335	18.17241379310345	11066648164.0	1.642088329167148	Peripheral Blood
BA3341	19.310344827586206	8305332000.0	2.325053932532282	Bone Marrow Aspirate
BA3345	116.06896551724138	9900148300.0	11.723962308447579	Peripheral Blood
BA3347	103.6206896551724	8843945040.0	11.716568701694735	Bone Marrow Aspirate
BA3351	171.24137931034485	12224468310.0	14.008084030146653	Peripheral Blood
BA3352	88.6896551724138	6721034180.0	13.195834569080228	Bone Marrow Aspirate
BA3353	453.3103448275862	12698866170.0	35.6969148866608	Bone Marrow Aspirate
BA3357	314.55172413793105	12339343754.0	25.491770908478333	Peripheral Blood
BA3362	391.0689655172414	8923147100.0	43.82634973228687	Bone Marrow Aspirate
BA3369	375.0344827586207	12641417460.0	29.667122689785828	Peripheral Blood
BA3373	539.4827586206897	11854531614.0	45.50856804697114	Bone Marrow Aspirate
BA3374	189.9655172413793	5072798920.0	37.44787054192546	Bone Marrow Aspirate
BA3375	185.6551724137931	6363310380.0	29.175878800020616	Peripheral Blood
BA3376	351.1034482758621	9067227400.0	38.72225023008269	Bone Marrow Aspirate
BA3379	366.6551724137931	9820734342.0	37.334802026538014	Bone Marrow Aspirate
BA3381	160.89655172413794	12497289928.0	12.874515407028488	Bone Marrow Aspirate
BA3384	402.1724137931034	7614978420.0	52.8133359822579	Peripheral Blood
BA3385	252.6206896551724	8005593960.0	31.555521166498483	Bone Marrow Aspirate
BA3386	414.13793103448273	12310391800.0	33.641328217878716	Leukapheresis
BA3405	389.2413793103448	9354164260.0	41.61156127809379	Peripheral Blood
BA3406	205.6551724137931	8833060600.0	23.28243648795901	Peripheral Blood
BA3408	47.13793103448276	9221331420.0	5.111835687007849	Peripheral Blood
BA3411	343.0	11021490200.0	31.121018462639473	Bone Marrow Aspirate
BA3412	329.51724137931035	12857542880.0	25.628321402830146	Bone Marrow Aspirate
BA3413	354.2413793103448	8908069800.0	39.766345264868136	Bone Marrow Aspirate
BA3415	23.517241379310345	12151638924.0	1.935314365938145	Bone Marrow Aspirate
BA3416	465.1724137931034	8157286620.0	57.025385457536295	Bone Marrow Aspirate
BA3421	28.86206896551724	7402556140.0	3.8989328037054563	Bone Marrow Aspirate
BA3427	179.55172413793105	10727664912.0	16.737260681687022	Peripheral Blood
BA3430	40.206896551724135	5793403560.0	6.9401166577327364	Bone Marrow Aspirate
BA3431	17.103448275862068	7661637200.0	2.2323490175000806	Peripheral Blood
BA3433	60.13793103448276	8738210180.0	6.882179507666954	Bone Marrow Aspirate
BA3434	261.3103448275862	10719341440.0	24.3774625792297	Bone Marrow Aspirate
BA3435	211.7586206896552	9495128160.0	22.301818060942868	Bone Marrow Aspirate
BA3436	152.9655172413793	8403008320.0	18.20366128607847	Bone Marrow Aspirate
BA3438	284.7586206896552	9745327480.0	29.22001556890268	Bone Marrow Aspirate
BA3447	22.06896551724138	4579619380.0	4.818951901029247	Bone Marrow Aspirate
BA3448	343.9655172413793	7774888940.0	44.24056985197004	Bone Marrow Aspirate
BA3449	311.9310344827586	7373008160.0	42.30715980690826	Peripheral Blood
BA3450	26.620689655172413	9835947800.0	2.7064691879690956	Bone Marrow Aspirate
BA3451	133.58620689655172	9101450680.0	14.677463142233027	Bone Marrow Aspirate
BA3453	54.51724137931034	7489153980.0	7.279492653629528	Bone Marrow Aspirate
BA3454	612.9655172413793	12594145714.0	48.67067057672597	Peripheral Blood
