ID Sample	Abundance	TotalKmers	NormalizedExpression	specimenType
BA2273	96.20689655172414	7974097320.0	12.064926309643301	Bone Marrow Aspirate
BA2275	232.0	12073133100.0	19.21622151254176	Bone Marrow Aspirate
BA2276	110.13793103448276	6675530260.0	16.498753918386516	Bone Marrow Aspirate
BA2281	199.7586206896552	6443114300.0	31.00342650908043	Bone Marrow Aspirate
BA2286	269.7931034482759	8101217600.0	33.302784441720945	Bone Marrow Aspirate
BA2294	141.75862068965515	7267595300.0	19.505574380243097	Bone Marrow Aspirate
BA2296	221.86206896551724	8933638000.0	24.834459261223394	Bone Marrow Aspirate
BA2300	65.27586206896552	9470333180.0	6.892667958802007	Bone Marrow Aspirate
BA2301	45.96551724137931	9250500280.0	4.9689763634469415	Bone Marrow Aspirate
BA2302	12.827586206896552	7196730520.0	1.7824185817779588	Peripheral Blood
BA2304	149.6551724137931	6171711700.0	24.248568255998272	Bone Marrow Aspirate
BA2306	146.89655172413794	8486194640.0	17.31006157126487	Peripheral Blood
BA2311	132.06896551724137	7871316880.0	16.778509559539085	Peripheral Blood
BA2312	79.20689655172414	8495131680.0	9.323798563146479	Peripheral Blood
BA2316	86.03448275862068	5633340580.0	15.27237374286727	Bone Marrow Aspirate
BA2322	133.93103448275863	8510532800.0	15.737091628711969	Bone Marrow Aspirate
BA2325	110.72413793103448	5835413360.0	18.97451493154111	Peripheral Blood
BA2344	187.1034482758621	7031967880.0	26.607551608421467	Peripheral Blood
BA2347	24.03448275862069	7859984720.0	3.057828178401432	Peripheral Blood
BA2354	231.3448275862069	8873210920.0	26.0722786454632	Bone Marrow Aspirate
BA2361	28.13793103448276	9429462140.0	2.984044117969465	Bone Marrow Aspirate
BA2374	500.9655172413793	9177621740.0	54.58554856951201	Bone Marrow Aspirate
BA2376	210.3793103448276	7726760440.0	27.22736287457976	Bone Marrow Aspirate
BA2377	313.48275862068965	14227717980.0	22.033242369672667	Bone Marrow Aspirate
BA2386	35.03448275862069	9399235020.0	3.727375970924567	Peripheral Blood
BA2387	325.7586206896552	6832622440.0	47.67695325627493	Bone Marrow Aspirate
BA2399	109.0	6861596560.0	15.885515717350774	Bone Marrow Aspirate
BA2400	236.3448275862069	13690881820.0	17.262936799362926	Bone Marrow Aspirate
BA2402	141.44827586206895	8054348400.0	17.561728005467078	Peripheral Blood
BA2405	39.55172413793103	4867078720.0	8.126378555457396	Peripheral Blood
BA2409	309.9310344827586	6550758620.0	47.31223549231594	Bone Marrow Aspirate
BA2410	65.3103448275862	9689787940.0	6.740121170039373	Bone Marrow Aspirate
BA2414	898.9310344827586	10749157020.0	83.62804941914958	Bone Marrow Aspirate
BA2420	284.41379310344826	5989376400.0	47.48637823187206	Bone Marrow Aspirate
BA2425	142.31034482758622	7188094900.0	19.798061490199053	Peripheral Blood
BA2426	48.93103448275862	6490189580.0	7.539230384508833	Bone Marrow Aspirate
BA2441	645.6206896551724	9789721620.0	65.94883028504057	Peripheral Blood
BA2442	251.7586206896552	8496487720.0	29.630905026442527	Peripheral Blood
BA2446	246.27586206896552	7182718900.0	34.287275542547754	Bone Marrow Aspirate
BA2449	52.37931034482759	9170928340.0	5.711451273299077	Bone Marrow Aspirate
BA2454	645.448275862069	8712777500.0	74.08065635350712	Peripheral Blood
BA2455	107.20689655172414	6313853700.0	16.97962950134941	Peripheral Blood
BA2456	42.62068965517241	7091594160.0	6.010029436762411	Peripheral Blood
BA2459	30.06896551724138	6033397020.0	4.983753831807571	Bone Marrow Aspirate
BA2464	225.44827586206893	7183178660.0	31.385586595178594	Bone Marrow Aspirate
BA2472	59.75862068965517	7895416060.0	7.568774113425907	Bone Marrow Aspirate
BA2474	135.17241379310346	7145734960.0	18.91651657243994	Bone Marrow Aspirate
BA2477	475.4827586206897	9272545380.0	51.2785582744368	Bone Marrow Aspirate
BA2479	19.517241379310345	6517611800.0	2.9945387939966515	Peripheral Blood
BA2482	190.41379310344828	7219226560.0	26.375927049926005	Bone Marrow Aspirate
BA2485	174.6206896551724	6779596600.0	25.756796452339426	Bone Marrow Aspirate
BA2489	11.758620689655173	5952864820.0	1.9752877051985824	Bone Marrow Aspirate
BA2494	38.48275862068966	9136028720.0	4.212197640802694	Peripheral Blood
BA2496	134.27586206896552	5463355520.0	24.577544254151984	Bone Marrow Aspirate
BA2497	132.55172413793105	5429622940.0	24.412694141507192	Bone Marrow Aspirate
BA2499	38.48275862068966	6764060940.0	5.6892980359058765	Peripheral Blood
BA2500	314.0689655172414	10473388800.0	29.987329938256604	Bone Marrow Aspirate
BA2501	322.41379310344826	10195495240.0	31.62316155457773	Peripheral Blood
BA2505	40.55172413793103	6960386720.0	5.826073430864058	Peripheral Blood
BA2510	158.72413793103448	7820031240.0	20.297123254335553	Peripheral Blood
BA2511	37.41379310344828	5476180220.0	6.8320967536470665	Peripheral Blood
BA2512	176.82758620689654	12271159740.0	14.410014208395966	Peripheral Blood
BA2514	14.96551724137931	8352851920.0	1.7916655753882094	Bone Marrow Aspirate
BA2520	44.89655172413793	4687716880.0	9.57748790582633	Peripheral Blood
BA2521	413.2413793103448	9825842040.0	42.05658686839065	Bone Marrow Aspirate
BA2524	21.379310344827587	6278038200.0	3.405412592874568	Peripheral Blood
BA2525	29.13793103448276	6807600940.0	4.280205507240376	Peripheral Blood
BA2528	170.68965517241378	9666894580.0	17.657134228561514	Bone Marrow Aspirate
BA2538	25.27586206896552	7400454460.0	3.4154472817289006	Peripheral Blood
BA2540	37.41379310344828	6464380300.0	5.787684413221833	Bone Marrow Aspirate
BA2541	285.0344827586207	5575294340.0	51.12456228788465	Bone Marrow Aspirate
BA2545	136.93103448275863	9607272500.0	14.252852147449616	Bone Marrow Aspirate
BA2546	111.79310344827586	6058732820.0	18.45156516544921	Bone Marrow Aspirate
BA2559	89.79310344827586	8033235140.0	11.177701372286217	Bone Marrow Aspirate
BA2561	141.10344827586206	7004248020.0	20.145410024452854	Bone Marrow Aspirate
BA2563	499.9655172413793	8254982540.0	60.565302811819066	Bone Marrow Aspirate
BA2570	158.10344827586206	7863224460.0	20.106694026112294	Peripheral Blood
BA2575	112.34482758620688	4761447040.0	23.594681751664904	Bone Marrow Aspirate
BA2583	123.34482758620688	6892596340.0	17.895263482992082	Bone Marrow Aspirate
BA2584	174.10344827586206	8690530800.0	20.03369555699199	Peripheral Blood
BA2587	346.2068965517241	8954781220.0	38.66168117859658	Bone Marrow Aspirate
BA2588	236.3448275862069	8178035040.0	28.89995291414243	Bone Marrow Aspirate
BA2597	32.06896551724138	6261958640.0	5.121235600694	Peripheral Blood
BA2600	69.72413793103448	8864826040.0	7.865257323316237	Peripheral Blood
BA2603	144.55172413793105	7420922180.0	19.47894353716711	Bone Marrow Aspirate
BA2619	84.44827586206897	4643956660.0	18.184552967397625	Peripheral Blood
BA2620	188.1379310344828	8137578680.0	23.119645097487744	Bone Marrow Aspirate
BA2622	72.10344827586206	9451592780.0	7.628708721818426	Bone Marrow Aspirate
BA2629	235.72413793103448	6586922720.0	35.78668643178411	Bone Marrow Aspirate
BA2631	232.24137931034485	6979146160.0	33.2764745122267	Bone Marrow Aspirate
BA2636	55.55172413793103	7175056420.0	7.742339695487862	Peripheral Blood
BA2644	421.3448275862069	8405220600.0	50.12894338385443	Bone Marrow Aspirate
BA2646	132.3793103448276	9795603860.0	13.51415514926995	Bone Marrow Aspirate
BA2649	137.6551724137931	6648352900.0	20.70515426667455	Bone Marrow Aspirate
BA2651	21.103448275862068	5190688020.0	4.065636037948987	Bone Marrow Aspirate
BA2653	73.75862068965517	6701910460.0	11.005611180555102	Peripheral Blood
BA2658	266.7931034482759	9291569140.0	28.713460496111196	Peripheral Blood
BA2660	138.44827586206895	4572093120.0	30.28115837283492	Bone Marrow Aspirate
BA2662	176.41379310344828	8914914400.0	19.788613237099426	Bone Marrow Aspirate
BA2667	248.72413793103448	7201538960.0	34.537636929070295	Bone Marrow Aspirate
BA2675	292.2068965517241	6302851800.0	46.361060964772186	Peripheral Blood
BA2682	62.48275862068966	8167691700.0	7.649989852174472	Peripheral Blood
BA2685	200.51724137931035	9534413560.0	21.030894046860535	Bone Marrow Aspirate
BA2688	56.6551724137931	5843420380.0	9.695549648918654	Peripheral Blood
BA2691	64.96551724137932	9576596960.0	6.783778988792206	Peripheral Blood
BA2697	121.86206896551724	6970849480.0	17.481666949652347	Peripheral Blood
BA2704	161.41379310344828	7309448020.0	22.082897732057237	Bone Marrow Aspirate
BA2712	58.27586206896552	6503776860.0	8.960310804538507	Peripheral Blood
BA2718	185.48275862068965	7654277400.0	24.232562909294302	Bone Marrow Aspirate
BA2721	225.55172413793105	10771698560.0	20.939290389679364	Peripheral Blood
BA2724	28.86206896551724	6077615180.0	4.748913531165235	Bone Marrow Aspirate
BA2726	157.6551724137931	7451199700.0	21.158360903116463	Peripheral Blood
BA2728	337.1034482758621	8251344640.0	40.8543653166161	Bone Marrow Aspirate
BA2731	29.689655172413797	5277299440.0	5.625918239048	Peripheral Blood
BA2733	17.103448275862068	5270370420.0	3.2452080049170564	Peripheral Blood
BA2737	17.689655172413794	6739097120.0	2.6249295502679737	Peripheral Blood
BA2742	168.06896551724137	8138125660.0	20.652048461640657	Leukapheresis
BA2744	92.24137931034484	3358283180.0	27.46682586497808	Leukapheresis
BA2746	175.79310344827587	8656098080.0	20.308584979466392	Bone Marrow Aspirate
BA2747	133.82758620689654	6486986800.0	20.630161634812723	Peripheral Blood
BA2748	374.2758620689655	7990536120.0	46.839893650210485	Bone Marrow Aspirate
BA2751	256.2758620689655	6623304940.0	38.693048922033405	Leukapheresis
BA2760	95.0	8378561100.0	11.338462400184682	Bone Marrow Aspirate
BA2762	101.6896551724138	8512016520.0	11.946599837239718	Peripheral Blood
BA2772	37.0	5068152600.0	7.300490517984798	Peripheral Blood
BA2775	170.79310344827587	10002797280.0	17.074534119547394	Peripheral Blood
BA2776	545.0689655172414	8038761080.0	67.8050958465905	Peripheral Blood
BA2778	58.89655172413793	8457003520.0	6.964234032166742	Bone Marrow Aspirate
BA2782	100.55172413793105	8864156420.0	11.343631517045257	Bone Marrow Aspirate
BA2789	140.20689655172413	8577039800.0	16.34676996039171	Bone Marrow Aspirate
BA2791	66.65517241379311	6259413300.0	10.648789146706946	Bone Marrow Aspirate
BA2798	95.55172413793105	8592369800.0	11.120532095572871	Bone Marrow Aspirate
BA2804	117.89655172413794	5709512340.0	20.64914561935038	Bone Marrow Aspirate
BA2806	114.41379310344828	7345462600.0	15.576118119973586	Peripheral Blood
BA2811	212.3793103448276	5682210940.0	37.37617497614891	Bone Marrow Aspirate
BA2812	163.41379310344828	7495806080.0	21.80069646404837	Peripheral Blood
BA2813	156.6206896551724	5990583900.0	26.14447811258806	Bone Marrow Aspirate
BA2814	276.2758620689655	6421663080.0	43.02247854288947	Peripheral Blood
BA2816	127.20689655172414	7449993880.0	17.074765241515088	Bone Marrow Aspirate
BA2820	87.82758620689656	9500869000.0	9.244163476719505	Bone Marrow Aspirate
BA2821	590.9310344827586	12790176980.0	46.20194352328333	Bone Marrow Aspirate
BA2828	42.75862068965517	7312465020.0	5.847360715259212	Peripheral Blood
BA2832	207.0	7839564180.0	26.404529033398386	Peripheral Blood
BA2839	48.10344827586207	8100467620.0	5.938354491670947	Bone Marrow Aspirate
BA2840	58.793103448275865	10925892040.0	5.38108039444584	Bone Marrow Aspirate
BA2843	10.689655172413794	6993952140.0	1.5284141152864386	Bone Marrow Aspirate
BA2844	121.41379310344828	8292091500.0	14.64211931373988	Bone Marrow Aspirate
BA2846	81.44827586206897	7137672640.0	11.411041101216568	Bone Marrow Aspirate
BA2851	182.8275862068965	10313870000.0	17.72638070936482	Bone Marrow Aspirate
BA2856	14.482758620689657	6912981320.0	2.0950090778908192	Peripheral Blood
BA2861	266.0	5743499860.0	46.31322477302193	Bone Marrow Aspirate
BA2865	252.31034482758625	6255084360.0	40.336841248866264	Bone Marrow Aspirate
BA2866	310.1034482758621	9119251680.0	34.005361312263084	Bone Marrow Aspirate
BA2867	97.58620689655172	8098344800.0	12.050142258273778	Bone Marrow Aspirate
BA2868	264.7241379310345	8331447180.0	31.774088248019655	Peripheral Blood
BA2870	211.0344827586207	8919518440.0	23.659851613986987	Bone Marrow Aspirate
BA2871	17.103448275862068	9118767000.0	1.875631680890856	Peripheral Blood
BA2872	109.6896551724138	7110503820.0	15.426425180151831	Bone Marrow Aspirate
BA2876	38.10344827586207	6835010000.0	5.5747465293923595	Peripheral Blood
BA2880	113.3103448275862	8448479900.0	13.411920980907608	Bone Marrow Aspirate
BA2882	219.41379310344828	8755898900.0	25.058968314886354	Peripheral Blood
BA2885	326.3103448275862	8579029060.0	38.035812974339805	Bone Marrow Aspirate
BA2887	306.0689655172414	6882651720.0	44.469628563050605	Bone Marrow Aspirate
BA2893	223.06896551724137	7311617600.0	30.50883918180313	Bone Marrow Aspirate
BA2901	51.82758620689656	4804985080.0	10.786211683074896	Bone Marrow Aspirate
BA2902	25.93103448275862	7799221360.0	3.324823502991152	Bone Marrow Aspirate
BA2905	19.06896551724138	6623608740.0	2.8789389992322194	Peripheral Blood
BA2906	246.55172413793105	7153629560.0	34.465262992724924	Peripheral Blood
BA2908	308.17241379310343	7211399160.0	42.734066851057996	Bone Marrow Aspirate
BA2909	107.96551724137932	6033548360.0	17.894199366519924	Bone Marrow Aspirate
BA2911	281.17241379310343	8854001660.0	31.756535021149233	Leukapheresis
BA2914	213.0	8485386280.0	25.101980389748384	Bone Marrow Aspirate
BA2926	159.86206896551724	8694402360.0	18.386780637273986	Bone Marrow Aspirate
BA2928	231.55172413793105	6436533460.0	35.974601169544925	Peripheral Blood
BA2932	206.3793103448276	7345157120.0	28.09733093154413	Bone Marrow Aspirate
BA2935	75.27586206896552	6740566140.0	11.167587485309584	Peripheral Blood
BA2944	352.6896551724138	11522717920.0	30.608200046297217	Peripheral Blood
BA2948	33.44827586206897	8909130020.0	3.7543818293123272	Peripheral Blood
BA2951	292.17241379310343	7223086360.0	40.44980209721644	Peripheral Blood
BA2952	336.2413793103448	8901558820.0	37.77331432724778	Bone Marrow Aspirate
BA2955	70.86206896551724	4942944860.0	14.336002316950232	Bone Marrow Aspirate
BA2962	353.9310344827586	7477301020.0	47.33406258970682	Bone Marrow Aspirate
BA2970	56.96551724137931	7894509980.0	7.215839537310878	Bone Marrow Aspirate
BA2976	209.0344827586207	8134305200.0	25.697890307659062	Bone Marrow Aspirate
BA2978	107.06896551724138	8812082160.0	12.150245943376609	Peripheral Blood
BA2984	106.27586206896552	8091267100.0	13.134637721818073	Peripheral Blood
BA2995	20.310344827586206	8150876300.0	2.4917989281209194	Bone Marrow Aspirate
BA3001	211.93103448275863	7843750180.0	27.01909540963461	Bone Marrow Aspirate
BA3004	230.6206896551724	8850037420.0	26.05872480651866	Bone Marrow Aspirate
BA3006	236.6206896551724	5458738880.0	43.347134724123755	Peripheral Blood
BA3010	78.96551724137932	6930773640.0	11.393463607820168	Peripheral Blood
BA3011	35.27586206896552	7520286760.0	4.690760232255495	Bone Marrow Aspirate
BA3013	385.9310344827586	7348316640.0	52.5196522400753	Bone Marrow Aspirate
BA3023	54.96551724137931	6346827200.0	8.660314123784449	Peripheral Blood
BA3038	111.86206896551724	11249310940.0	9.943904081072297	Bone Marrow Aspirate
BA3040	159.75862068965515	6065394020.0	26.33936396594646	Bone Marrow Aspirate
BA3043	56.6551724137931	6529792220.0	8.676412741015687	Peripheral Blood
BA3067	19.03448275862069	8305370640.0	2.2918282137762236	Peripheral Blood
BA2160	314.3793103448276	8605161180.0	36.533808463170196	Peripheral Blood
BA2303	267.7586206896552	8514264360.0	31.448239021985827	Peripheral Blood
BA2590	304.17241379310343	9138029180.0	33.28643494144582	Bone Marrow Aspirate
BA2971	19.24137931034483	9208329900.0	2.089562333159331	Bone Marrow Aspirate
BA3036	241.51724137931035	8980720140.0	26.89285910420435	Peripheral Blood
BA3078	433.9655172413793	12930846174.0	33.56048872609373	Leukapheresis
BA3079	13.89655172413793	7646813160.0	1.8172997604845271	Peripheral Blood
BA3084	456.2413793103448	7536665780.0	60.536236132570664	Bone Marrow Aspirate
BA3085	97.34482758620688	8865049760.0	10.980742378394375	Peripheral Blood
BA3087	607.0	13523013154.0	44.88644602260512	Bone Marrow Aspirate
BA3094	124.3793103448276	12405219960.0	10.02636879844794	Peripheral Blood
BA3095	126.51724137931036	9686832260.0	13.060744522411124	Bone Marrow Aspirate
BA3098	367.3793103448276	7679781060.0	47.83721143540355	Peripheral Blood
BA3103	40.62068965517241	9003873480.0	4.511468285888487	Bone Marrow Aspirate
BA3108	433.9655172413793	9072296660.0	47.83414095735481	Bone Marrow Aspirate
BA3110	119.06896551724138	9270890160.0	12.84331530870401	Bone Marrow Aspirate
BA3116	45.06896551724138	8673759640.0	5.196012731249881	Bone Marrow Aspirate
BA3117	276.58620689655174	12552316206.0	22.034674904408774	Bone Marrow Aspirate
BA3118	31.89655172413793	8683805060.0	3.6731077567669312	Peripheral Blood
BA3119	202.0344827586207	10819947162.0	18.672409368889735	Bone Marrow Aspirate
BA3124	182.44827586206893	8443221500.0	21.608846322706203	Bone Marrow Aspirate
BA3126	158.48275862068965	9377846660.0	16.899696099391075	Bone Marrow Aspirate
BA3130	67.6896551724138	9036583920.0	7.490624307997773	Bone Marrow Aspirate
BA3133	21.344827586206897	8504459320.0	2.509839459871377	Bone Marrow Aspirate
BA3136	166.6206896551724	12574242520.0	13.250952444264804	Bone Marrow Aspirate
BA3137	207.5862068965517	8449282240.0	24.56850191532384	Bone Marrow Aspirate
BA3142	148.27586206896552	11267704420.0	13.159367386827983	Peripheral Blood
BA3146	312.2068965517241	8414149380.0	37.10498619074007	Peripheral Blood
BA3149	23.517241379310345	8684668020.0	2.7079033217104302	Bone Marrow Aspirate
BA3152	232.0344827586207	9697777040.0	23.92656397456429	Bone Marrow Aspirate
BA3153	31.0	11865798280.0	2.612550733501935	Peripheral Blood
BA3156	616.8275862068965	8747320680.0	70.51617389736494	Peripheral Blood
BA3157	521.8965517241379	8793963080.0	59.34713927911304	Bone Marrow Aspirate
BA3158	301.2758620689655	7963118940.0	37.83390206010982	Peripheral Blood
BA3162	75.17241379310344	8331035440.0	9.023177771177917	Bone Marrow Aspirate
BA3163	150.44827586206895	7716695980.0	19.49646276748471	Bone Marrow Aspirate
BA3169	65.48275862068965	7659302000.0	8.549442053687091	Peripheral Blood
BA3171	56.310344827586206	9406259940.0	5.986475515962214	Peripheral Blood
BA3176	142.93103448275863	10280940722.0	13.90252490970044	Bone Marrow Aspirate
BA3177	196.7586206896552	12198101608.0	16.13026575878111	Leukapheresis
BA3178	170.9655172413793	7166336660.0	23.856752110970362	Peripheral Blood
BA3180	40.62068965517241	8947255520.0	4.540016719582008	Bone Marrow Aspirate
BA3181	163.44827586206895	7815738700.0	20.91270987118197	Peripheral Blood
BA3182	173.13793103448276	11947168012.0	14.491964192734143	Peripheral Blood
BA3185	45.96551724137931	11798494864.0	3.8958797517157024	Peripheral Blood
BA3189	312.55172413793105	11835305808.0	26.40841979145682	Peripheral Blood
BA3191	245.51724137931035	7673257200.0	31.996482716532736	Peripheral Blood
BA3195	128.93103448275863	8965945660.0	14.380082076334894	Bone Marrow Aspirate
BA3197	149.89655172413794	7501581640.0	19.981992987299932	Peripheral Blood
BA3199	474.82758620689657	12334715122.0	38.4952211308068	Peripheral Blood
BA3200	425.82758620689657	8634397800.0	49.31757790993792	Peripheral Blood
BA3206	318.7241379310345	9269706180.0	34.38341321094975	Bone Marrow Aspirate
BA3207	193.41379310344828	12702108314.0	15.226904724963777	Leukapheresis
BA3208	111.24137931034484	7852002200.0	14.16726288109609	Bone Marrow Aspirate
BA3211	320.48275862068965	8830583720.0	36.292363991164294	Bone Marrow Aspirate
BA3212	493.2068965517241	9220262380.0	53.491633559317876	Peripheral Blood
BA3213	212.72413793103448	12131281662.0	17.535174259235205	Bone Marrow Aspirate
BA3216	66.27586206896552	8260288680.0	8.023431702748374	Peripheral Blood
BA3217	143.41379310344828	9361310840.0	15.319840944780365	Bone Marrow Aspirate
BA3219	203.27586206896552	11373748120.0	17.87237240743164	Leukapheresis
BA3225	79.10344827586206	12269373680.0	6.447227897607082	Leukapheresis
BA3226	410.9655172413793	7759275160.0	52.96442113046282	Bone Marrow Aspirate
