#Boxplots d'expressions du gène CBL en fonction de la feature isTransformed
#Résultat du test statistique ANOVA : F = 3.817, p-value = 0.02272
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409   FALSE        6.926931
BA2496    TRUE        6.953448
BA3037   FALSE        6.484129
BA2865   FALSE        6.007604
BA2751   FALSE        6.316752
BA2286   FALSE        6.455051
BA2488    TRUE        6.480131
BA3379   FALSE        6.508048
BA2887   FALSE        6.974502
BA2712   FALSE        6.928331
BA2068   FALSE        5.454892
BA2104   FALSE        7.232160
BA3124   FALSE        6.218877
BA2449   FALSE        5.722908
BA2235   FALSE        6.790387
BA3038   FALSE        6.896450
BA3006   FALSE        5.823924
BA2667    TRUE        6.718954
BA2239   FALSE        6.935583
BA2782   FALSE        6.891184
BA2649   FALSE        6.169930
BA2861   FALSE        6.649664
BA2134    TRUE        6.599996
BA2909   FALSE        7.482761
BA2653   FALSE        5.004480
BA2947   FALSE        6.022867
BA2162   FALSE        6.843353
BA2564   FALSE        6.645189
BA2597    TRUE        3.800760
BA3243   FALSE        6.991755
BA2446   FALSE        7.149214
BA2525   FALSE        5.286488
BA2876   FALSE        5.730142
BA2357   FALSE        6.133757
BA2546   FALSE        6.732223
BA2742   FALSE        6.118865
BA2316   FALSE        6.737459
BA2087   FALSE        7.026980
BA2148   FALSE        6.367428
BA3178   FALSE        7.253585
BA2072   FALSE        6.700265
BA2733   FALSE        5.733627
BA2995   FALSE        5.196287
BA2069   FALSE        6.809028
BA2681    TRUE        5.318292
BA2832    TRUE        7.036239
BA2600   FALSE        6.351173
BA3230   FALSE        6.625214
BA2731   FALSE        6.758313
BA2294   FALSE        6.630588
BA2816   FALSE        5.856159
BA2814   FALSE        7.206357
BA2631   FALSE        6.399263
BA2023   FALSE        6.813949
BA2375    TRUE        6.651878
BA2485   FALSE        6.115037
BA2455   FALSE        7.169536
BA2636    TRUE        6.276035
BA2325   FALSE        6.772460
BA2156   FALSE        6.312054
BA2511   FALSE        5.302337
BA2505   FALSE        7.048512
BA2871   FALSE        5.792436
BA2227   FALSE        5.128770
BA2812   FALSE        6.614332
BA2125   FALSE        6.620335
BA2603   FALSE        6.586235
BA2808   FALSE        6.455522
BA2482   FALSE        6.755426
BA2594   FALSE        6.585716
BA2747   FALSE        5.651392
BA2561   FALSE        5.577842
BA2567   FALSE        6.150174
BA2906   FALSE        6.347374
BA2956   FALSE        5.828595
BA2474   FALSE        6.297814
BA2737   FALSE        7.018474
BA2110   FALSE        6.643584
BA2992   FALSE        5.901576
BA2220   FALSE        5.374933
BA2063   FALSE        5.674704
BA2772   FALSE        5.953951
BA2935   FALSE        6.120973
BA2260   FALSE        6.854543
BA2948    TRUE        6.839193
BA3296   FALSE        6.873371
BA2524   FALSE        5.857340
BA2811   FALSE        6.277385
BA2540   FALSE        6.563269
BA2928   FALSE        7.215425
BA2302   FALSE        5.178754
BA2651   FALSE        6.101054
BA2619   FALSE        6.862092
BA3013   FALSE        5.892417
BA2405   FALSE        6.402174
BA2856   FALSE        6.179036
BA2377   FALSE        6.506985
BA2499    TRUE        6.232995
BA3023   FALSE        4.985487
BA2095   FALSE        6.498464
BA2275   FALSE        7.337051
BA2901   FALSE        6.694087
BA2387   FALSE        6.348781
BA2962   FALSE        6.524779
BA2195    TRUE        5.665513
BA2688   FALSE        5.402224
BA2420   FALSE        6.624131
BA2053   FALSE        6.288237
BA2081   FALSE        6.600510
BA2354   FALSE        6.549783
BA3273   FALSE        4.792061
BA2893   FALSE        5.936507
BA2044   FALSE        6.733454
BA2489    TRUE        5.526855
BA2908   FALSE        6.296941
BA2054   FALSE        6.666754
BA2872   FALSE        6.518138
BA2041   FALSE        4.580485
BA2464   FALSE        5.981806
BA2902    TRUE        5.033583
BA2541   FALSE        6.612759
BA2843   FALSE        5.952758
BA2497   FALSE        7.159520
BA2718   FALSE        6.044017
BA2575   FALSE        6.347830
BA2593   FALSE        4.815145
BA2791   FALSE        5.556645
BA2620   FALSE        6.320815
BA2629   FALSE        6.339640
BA2870    TRUE        6.630087
BA2682   FALSE        6.807281
BA2276   FALSE        6.567904
BA2709   FALSE        6.405499
BA2789   FALSE        6.514504
BA2538   FALSE        6.757716
BA2583    TRUE        6.368407
BA2806   FALSE        5.905559
BA2441    TRUE        6.969754
BA2514   FALSE        5.533140
BA2520   FALSE        6.198221
BA2479   FALSE        5.806516
BA2281   FALSE        6.625786
BA2932   FALSE        6.600510
BA2123   FALSE        4.063631
BA2844   FALSE        5.447902
BA2660   FALSE        7.047048
BA2836   FALSE        6.458477
BA2714   FALSE        7.081484
BA2440   FALSE        6.299624
BA2036   FALSE        6.680708
BA2828   FALSE        6.575090
BA2952   FALSE        7.788161
BA2410   FALSE        5.508704
BA2139   FALSE        6.732801
BA2051   FALSE        6.392592
BA2532   FALSE        6.259909
BA2494    TRUE        4.965479
BA2748   FALSE        6.405984
BA2622   FALSE        7.149214
BA2970    TRUE        5.677729
BA2839    TRUE        5.957653
BA2868   FALSE        6.386940
BA3011   FALSE        5.767229
BA2052   FALSE        5.838418
BA2510   FALSE        6.757716
BA2691   FALSE        7.051324
BA2374   FALSE        6.083190
BA2804    TRUE        6.320815
BA2675   FALSE        6.065967
BA2031   FALSE        6.747271
BA2198   FALSE        6.657922
BA2066   FALSE        6.959603
BA2344   FALSE        5.774093
BA2459   FALSE        5.995208
BA2229    TRUE        5.922745
BA2559   FALSE        5.159223
BA2093   FALSE        6.749627
BA2000   FALSE        6.136825
BA2425   FALSE        5.615866
BA2905    TRUE        6.455999
BA2304   FALSE        6.740391
BA2976    TRUE        6.038126
BA2386   FALSE        5.667001
BA2035   FALSE        6.510046
BA2760   FALSE        6.570960
BA2201   FALSE        6.899687
BA2355   FALSE        4.872012
BA2113   FALSE        6.987563
BA2955   FALSE        6.788025
BA2322   FALSE        5.910459
BA2020   FALSE        5.145085
BA2226   FALSE        6.678378
BA2376   FALSE        6.676685
BA2121   FALSE        6.837802
BA2944   FALSE        6.111189
BA2033    TRUE        5.467341
BA2867    TRUE        5.905147
BA2089    TRUE        6.526305
BA2224    TRUE        6.782554
BA2046   FALSE        5.451628
BA2972   FALSE        5.897265
BA2978   FALSE        6.889932
BA2851   FALSE        6.380231
BA2587   FALSE        6.558633
BA2024   FALSE        6.969754
BA2426   FALSE        6.229043
BA2271   FALSE        6.566859
BA3004   FALSE        6.106215
BA3010    TRUE        6.388374
BA2662   FALSE        6.269280
BA2658   FALSE        6.507482
BA2512   FALSE        6.654031
BA2109   FALSE        6.246826
BA2242   FALSE        5.567051
BA2132   FALSE        5.796034
BA2846   FALSE        6.102347
BA2521   FALSE        6.203563
BA2885   FALSE        6.900967
BA2639   FALSE        6.662327
BA2775   FALSE        5.999295
BA2402   FALSE        6.289081
BA2097    TRUE        5.968239
BA2399   FALSE        5.386224
BA2174   FALSE        6.329599
BA3001   FALSE        6.288237
BA2911   FALSE        6.258969
BA2311   FALSE        6.869035
BA3040   FALSE        5.510920
BA2724   FALSE        6.031936
BA2821   FALSE        6.404547
BA2233   FALSE        6.140267
BA2744    TRUE        5.477630
BA2501   FALSE        6.063452
BA2301   FALSE        6.465284
BA2880   FALSE        6.898396
BA2621   FALSE        7.009245
BA2866   FALSE        6.015817
BA2212    TRUE        5.697963
BA2477   FALSE        6.328685
BA2685    TRUE        4.698560
BA2273    TRUE        5.061743
BA2124   FALSE        5.858935
BA2400   FALSE        5.654484
BA2762   FALSE        5.678499
BA2312   FALSE        6.160926
BA2813   FALSE        5.443542
BA2211   FALSE        5.550258
BA2171   FALSE        5.881276
BA2746   FALSE        6.859630
BA2798    TRUE        5.532397
BA2588   FALSE        6.116336
BA2296   FALSE        6.502488
BA2300   FALSE        7.696669
BA2545   FALSE        6.882321
BA2840    TRUE        3.828182
BA2528   FALSE        6.338264
BA2646   FALSE        6.163100
BA2926   FALSE        5.883690
BA2272   FALSE        6.274688
BA2306   FALSE        7.153278
BA2726   FALSE        6.973836
BA2234   FALSE        6.451980
BA2022   FALSE        6.063877
BA2037   FALSE        6.141495
BA2184   FALSE        6.301878
BA3009   FALSE        5.950763
BA2442   FALSE        6.341457
BA2882   FALSE        6.932925
BA2570   FALSE        6.624131
BA2721   FALSE        6.890586
BA2728    TRUE        6.943586
BA2098   FALSE        6.139841
BA2951    TRUE        6.182110
BA2778   FALSE        6.432897
BA3153   FALSE        5.480930
BA2820    TRUE        6.891802
BA2704   FALSE        6.089233
BA2584   FALSE        6.871505
BA3079   FALSE        6.327797
BA2361   FALSE        6.399795
BA2472   FALSE        5.308867
