	KRAS	PTPN11
BA2904	6.01053790362872	20.70134617274038
BA2905	5.2309590444961005	22.33801212442174
BA2906	5.80146459475505	21.176416117737062
BA2908	4.012735325325014	23.172251086718955
BA2909	4.958228873792411	11.488674564864946
BA2910	3.8606897513758622	26.26349101086416
BA2911	4.872319965407722	20.84783277632227
BA2914	5.074687321245269	15.0156201416248
BA2915	1.2078195904386648	2.41314672352659
BA2921	5.121433273005455	17.458656163590284
BA2922	3.0565970484631064	19.573904682697663
BA2923	4.042348232204146	9.394341271819846
BA2926	3.007893611642617	19.129719312731364
BA2928	4.274176588505172	17.191069360684157
BA2930	7.472293214663799	14.85937609513198
BA2932	4.767341634309132	19.46477251954371
BA2934	3.1170830838869232	9.73098986675119
BA2935	1.4086911080693234	9.880445356341776
BA2937	3.4582205224568563	17.877732513150956
BA2939	2.785032968374947	9.710666289915626
BA2944	2.851004674538254	37.64703403612323
BA2947	3.095940444457899	12.357448642886093
BA2948	5.163778294194287	20.4879431817709
BA2950	2.8913800203410185	24.919157088502157
BA2951	2.3216460900296405	18.133444760407368
BA2952	6.03488446143655	29.64411745650464
BA2953	1.818548601040591	7.163653271429381
BA2955	2.255907059828389	11.13542937935626
BA2956	3.360693070237612	8.523238456781499
BA2962	2.785922003031013	24.054892956713843
BA2970	2.9196811894918704	15.990249149514993
BA2972	1.7120661270914692	17.627225547010358
BA2976	0.87167947244554	17.773117510802155
BA2978	5.1081671668546775	14.603788957143514
BA2981	1.274137864358842	18.564359098703868
BA2984	2.267118229147408	14.452361922559325
BA2986	5.357700398436639	21.66198824056716
BA2989	4.289501979920624	24.180054210900927
BA2992	5.991612638326476	23.9380562024542
BA2993	2.5529658234579435	13.846655480060836
BA2994	3.492224342562355	16.36308890783346
BA2995	4.790563516597835	14.331090419338244
BA2999	3.601013405149621	20.07089751224206
BA3001	3.5275293017384137	17.71418966299346
BA3002	9.019752117043806	25.71013085930307
BA3004	4.35634152728715	15.801966890605236
BA3006	2.652376103731922	12.927507847907451
BA3008	0.199879745930379	0.3007671567538219
BA3009	2.681695563471374	19.149190049872782
BA3010	1.1623502273439763	13.643755520925405
BA3011	2.398829348580604	16.20127100029433
BA3013	2.810748531114694	15.826301965085207
BA3023	4.318009680827968	16.109292041670233
BA3025	3.619626705844733	21.606626020315527
BA3027	5.834669199458067	11.8217154344046
BA3029	5.010356662328836	11.205176238759671
BA3030	4.38479156773952	21.666872429973047
BA3037	5.63800106285749	22.454196832329725
BA3038	7.296101706545303	26.722751368914007
BA3040	2.2498752964790736	10.393675597393589
BA3042	3.7988343481337097	31.91703970845472
BA3043	3.6132582916833034	10.557497829345278
BA3049	2.244571785696069	4.158103947463144
BA3051	2.489943377637812	13.618501220020445
BA3053	9.08429912362472	26.569754013053128
BA3064	4.043156636482997	20.81512093293928
BA3067	5.901384252800535	23.49622855930234
BA3068	6.452654746357529	32.6958892019907
BA3070	4.567287575858389	12.2739088603882
BA3071	7.397138261132724	21.66745407747344
BA3072	5.590209267134697	21.744276519892093
BA3075	4.484482095456577	9.78077433217044
BA3076	4.782315004947172	6.585836267450562
BA3077	9.982110185032276	22.34529503861006
BA2040	5.154296683439623	15.768603175760314
BA2160	4.730697802590289	17.506409372433634
BA2303	5.247483689449449	15.03837826541991
BA2353	5.99395595912219	27.233366359776674
BA2516	4.658620293832935	21.259529388671154
BA2590	6.263800261145639	29.16348122073776
BA2647	6.220445405608574	21.26802428024812
BA2891	4.287411787386368	10.22953782959444
BA2924	7.834336738364445	20.532589760834025
BA2971	9.256789497897058	19.08055261903843
BA3036	5.3220575155127126	21.532179511729048
BA3059	9.516234159787691	18.54532868077653
BA3073	5.017396912472017	14.944238120335736
BA3078	9.197906119533414	35.18664561153126
BA3079	2.060022186627446	19.909318281196608
BA3083	5.951659660498906	21.978305936397295
BA3084	4.521240255815035	17.84399375600065
BA3085	5.00007900069415	26.01224963306068
BA3087	9.144753877174908	48.86803170684532
BA3089	8.891346760242428	23.137690705828494
BA3094	5.705742843077889	28.49290823798763
BA3095	5.296395227399311	20.620505966732463
BA3098	7.188212791793329	23.62762660915261
BA3099	6.626191371311687	36.54224908379226
BA3103	4.504931325367331	21.202410683230404
BA3108	5.323437790100341	27.17003893415094
BA3109	20.28004238581594	17.987162225593785
BA3110	7.8660960481279165	23.61354936917826
BA3114	6.105203524533998	11.088207106757388
BA3116	4.747270306856226	13.54410492909614
BA3117	4.300068495441089	32.99850340543902
BA3118	6.872628563773899	18.419906314914087
BA3119	5.060841363188459	24.22301068782385
BA3123	3.898932958332124	19.325795422691492
BA3124	4.211257624532631	11.595967067149676
BA3126	3.981409031603605	23.07814911886787
BA3128	6.460443952708552	17.85383423310964
BA3130	7.511453674234083	12.057733345196048
BA3133	8.499158140092135	35.60647067572976
BA3135	8.522189846766814	14.423862792892812
BA3136	6.441042423436487	26.020118488952967
BA3137	3.4021475292946715	17.99946922539952
BA3138	5.840394730148105	17.948405734384835
BA3139	4.359850216478632	61.89541159416133
BA3141	5.15881194479065	21.324758045316084
BA3142	3.228721815449189	46.60967367517731
BA3145	5.807409934417001	21.111123300919846
BA3146	4.117694704120277	21.602179497941837
BA3149	5.924088560379679	21.63447056331703
BA3152	6.029652874868258	26.69930441544388
BA3153	15.270104644434229	31.543536116768177
BA3154	17.05706932733878	34.14570005484676
BA3156	4.160158867385534	19.49857490673853
BA3157	3.5715714761399338	23.14124354717321
BA3158	2.9313230726556228	22.028408728000585
BA3162	4.290860343564755	23.07486636372992
BA3163	4.805087802604695	14.556965582467331
BA3164	14.50489880003908	29.786068872909603
BA3167	4.0482769121637	20.567990490892964
BA3169	4.741973470092588	20.415742448754457
BA3171	8.61686780946633	49.20184704080764
BA3173	4.759635918289058	27.98654696106653
BA3174	7.390541200910023	22.481708707839694
BA3175	3.312143711293571	16.98894756673063
BA3176	3.239196719653312	18.64217401050913
BA3177	9.57332742669242	37.12825353716463
BA3178	3.097280675060638	11.343132947483015
BA3180	7.177854576489217	28.83046345372784
BA3181	3.618457608293061	12.539176864756952
BA3182	8.177361755186574	27.52360362055456
BA3183	5.602880323105434	29.19110257797213
BA3185	13.780098300668916	16.0689464411771
BA3186	7.705085424669186	26.671352579888893
BA3187	4.573337273722364	17.671849707854243
BA3189	10.150607509403846	34.77103318446292
BA3190	6.994924120150022	13.582985218241213
BA3191	5.293425639782923	17.4967395117262
BA3192	6.040556651086022	25.62671641213393
BA3194	7.046636242563006	35.935356555517195
BA3195	4.73927685129155	16.40482357099114
BA3197	4.623224688099745	16.74318582812262
BA3199	4.474964745353582	26.886278539283374
BA3200	4.638225387075532	21.870631329961405
BA3202	8.109545436047824	24.89452366575615
BA3203	4.630713738190288	14.692021043920066
BA3206	4.345930184396738	23.017601304312947
BA3207	8.487468336179221	21.08589263526197
BA3208	3.357682561334285	18.69157945657816
BA3210	8.918265321579543	25.00701142440425
BA3211	3.482211773791408	20.94416288181397
BA3212	8.439200740205377	38.42654424973168
BA3213	4.701258300814342	28.595132790427066
BA3214	4.753128775728115	19.227635695526825
BA3216	4.570875061083815	14.3557010442588
BA3217	3.5272767413174075	16.74182319835738
BA3219	6.7697119099296525	14.358489399213893
BA3221	4.68195419415222	15.472372826909858
BA3222	7.356868087314	45.00221066210596
BA3225	5.57349571253324	16.252474175634926
BA3226	4.368823703780882	19.63876066105797
BA3227	4.6938712842012125	22.406453016091405
BA3228	8.16885112768402	28.892920691148067
BA3229	7.14863337016497	29.721164245602424
BA3230	2.601041897898744	19.80458906416293
BA3232	5.273816316043103	18.64192081999083
BA3234	6.84080111372545	20.17473302052334
BA3235	5.744575020480072	15.371318318553923
BA3237	3.867351128900715	27.98315846822433
BA3240	6.688671407295836	26.53802348143133
BA3242	2.1328306165285422	18.60678946129853
BA3243	4.237595034091462	27.182019369641385
BA3245	7.741862667336584	24.70548102610767
BA3249	3.873134402727617	27.04526177937093
BA3250	8.624428707918842	29.723698269728747
BA3251	3.379874967891091	18.96515071718015
BA3255	5.867164642055073	19.530658366366755
BA3258	4.956553435856382	19.25644449572177
BA3260	9.314008794527496	21.71300533111998
BA3261	4.267873701885583	18.19364774393248
BA3264	7.534090095177429	28.724599060108773
BA3266	9.594244881613864	28.79690094170825
BA3268	5.97757853191581	34.215264264099496
BA3269	11.987051389637656	15.204697938644848
BA3270	6.758984854086662	24.530727937607185
BA3271	6.534386432089192	27.916898924965192
BA3273	10.541882279903747	20.44500246613187
BA3275	7.75808248633983	28.412871710293533
BA3277	16.25122057055359	17.164565410884723
BA3280	4.552683533896225	14.365310348195427
BA3283	4.584475585133008	16.69487906533864
BA3285	3.8633582951325938	62.17898985108376
BA3286	5.092828133963098	21.368852478931604
BA3289	2.885983483306348	8.671812401369937
BA3290	5.88628664754098	23.97434788088257
BA3293	9.136056625290012	27.98536128377098
BA3295	7.878679835971935	28.37486135458929
BA3296	6.043318631790028	16.547626760789306
BA3297	8.124776290809791	31.61271538032367
BA3299	6.692850755716531	13.91130497298182
BA3300	4.238831267343383	37.73830015271734
BA3302	5.651492299353946	47.58395676045272
BA3305	4.211740493237931	17.9495129193202
BA3306	7.910169922402488	15.822574986127442
BA3308	3.2308133713821383	21.61813851587103
BA3310	3.255793814582394	16.233968503775053
BA3311	10.743162486383795	26.322291810625305
BA3312	5.508115150126132	26.274338440187364
BA3315	5.745285853628462	35.11440382264742
BA3317	4.260046421519901	21.33458099470292
BA3318	10.105332372359085	31.470847071104163
BA3319	8.428098329023237	22.17690767917441
BA3322	5.683721734157559	19.028309672175208
BA3324	11.844666182431672	43.99440756721232
BA3325	4.368456182733874	18.92294556082813
BA3326	4.93600614432353	23.60399145233129
BA3328	7.098309397261654	22.770125349103125
BA3329	6.746508359690237	36.48269764177509
BA3332	4.649296257404249	28.276913195499503
BA3333	7.547132476041092	25.26353103615665
BA3334	3.528274362727172	9.127914629344902
BA3335	7.091580570767574	18.262137171353483
BA3339	7.019589248692965	16.505423984927283
BA3341	8.663813855542353	21.133817970311235
BA3345	3.7714062294803874	10.56551791674996
BA3347	2.9348124064358347	12.895248893688454
BA3351	6.775407552184414	36.15111433085691
BA3352	3.62868149746901	11.602828493127593
BA3353	4.93549943076808	35.31452803631488
BA3357	4.681987493703068	23.394936659638905
BA3362	5.68418666505324	21.929829281753584
BA3367	5.68926974100486	15.08460695321988
BA3369	9.585296101673013	30.111459179936265
BA3371	4.375848646867501	16.57214863696018
BA3373	10.96786907577842	59.687482235387535
BA3374	2.549977047000934	14.286142079384424
BA3375	3.385836344803532	14.986029961281671
BA3376	3.90829600128676	18.460625960877035
BA3379	3.738245720697547	28.28338708702801
BA3380	6.100530741961105	15.395065123545448
BA3381	7.051428679054405	31.6022929834454
BA3384	5.239911858253687	15.82572118593314
BA3385	4.315796105272946	18.844695554238974
BA3386	6.514890193989474	23.83686331483464
BA3388	3.953201252514012	14.160480378577368
