	IDH1	JAK2
BA2316	17.093524559674403	0.0198704540601959
BA2322	2.324334107196607	0.0429797702360924
BA2325	5.557825064505219	0.0199201208494452
BA2329	4.13276948498511	0.0277800237610192
BA2334	1.3633542727018262	0.0153234328018488
BA2339	0.8256541177254597	0.0117047532612655
BA2344	2.308613764671189	0.0169108474724357
BA2347	0.532010663358709	0.0246558225017898
BA2348	0.4699082675739509	0.0121386166976754
BA2350	2.229301491022461	0.014195195608644
BA2354	3.924819030180552	0.030289211315953
BA2355	0.2126385161554012	0.0117831520210698
BA2357	0.304774854021409	0.0084990023383978
BA2360	3.9442659274164886	0.0199366764458616
BA2361	0.5535484645256871	0.0246305084608176
BA2363	1.92965757222813	0.0187543932411296
BA2369	0.6794283749836794	0.0211895612585372
BA2374	10.715281782734712	0.0202799647483287
BA2375	2.555822522023017	0.0677174094272692
BA2376	5.582173730926259	0.0595495190171999
BA2377	1.8897023609880268	0.0357733327366197
BA2379	0.4655503096695562	0.0139037637065651
BA2385	0.296307436317573	0.0076721838102715
BA2386	0.8087599370974559	0.0182874186118869
BA2387	3.035808618691688	0.0250168947191172
BA2394	4.21782550267008	0.0898608934702911
BA2399	2.416665283154964	0.0134942530184323
BA2400	6.875574346861969	0.050015044230679
BA2402	1.4581090506368148	0.0225904851462654
BA2405	0.4661365989404801	0.0106296007868928
BA2406	3.7350374344344903	0.0232561269325053
BA2409	8.402996340854239	0.0315399065174897
BA2410	1.475901061648629	0.009761873914073
BA2412	2.186721127030211	0.0336417729954297
BA2413	1.3688383339101688	0.0182995949860254
BA2414	3.4694416966478947	0.0316492268589878
BA2415	2.2829115551266645	0.0289810521733065
BA2417	2.8477433747681453	0.0139225089141205
BA2418	1.271202605430947	0.0066367113621485
BA2420	2.0714136903623617	0.0236734347724988
BA2421	2.007219837245807	0.0220903993241898
BA2423	1.2018310711724054	0.0442404522006286
BA2425	1.1320346546763127	0.0294027392355779
BA2426	0.9668370193184797	0.0279830701402942
BA2427	0.1650048534637908	0.0075110070683851
BA2429	1.3939489717281806	0.0304007212685901
BA2440	1.6243372618062886	0.0204886186683255
BA2441	3.321887974843784	0.0454349117794991
BA2442	10.451187259818791	0.0188537268196282
BA2446	4.180687497533479	0.0247420184134547
BA2449	0.6901865741702171	0.0087882446293378
BA2450	5.173723219779205	0.0170079914397953
BA2452	4.299004318598682	0.0079139489231011
BA2454	0.8227088916911195	0.0403381379098271
BA2455	2.793456429525864	0.0196286889473663
BA2456	1.1547756121746695	0.0088710226114199
BA2459	1.1702972604445474	0.0030114629881484
BA2461	1.5973646104052686	0.0624197787894612
BA2463	6.6105965196227645	0.0535178345963473
BA2464	2.5861725677679708	0.0085939566946185
BA2469	0.5745460488892641	0.0102928813178425
BA2470	0.7817769212477665	0.0146974710418586
BA2472	0.3963159704840057	0.0131906447422149
BA2473	0.6250912297507603	0.0085155579348143
BA2474	2.812865180302456	0.017216645359792
BA2477	5.568992020437145	0.0304547672801173
BA2479	0.1260405287632756	0.0072008299587509
BA2480	6.015456850250334	0.0186406936773536
BA2481	0.3450242889546444	0.0088213558221706
BA2482	4.937570201499389	0.036049437360726
BA2483	6.302828641206844	0.0285449991257577
BA2485	2.966525484203623	0.0147240134012746
BA2488	3.253476814199161	0.0206807169919058
BA2489	0.1908659346996089	0.0087551334365049
BA2492	3.303339258642152	0.0172828677454578
BA2494	0.4562438259406315	0.0114420533297416
BA2496	2.833029072716175	0.019953232042278
BA2497	5.876402877881792	0.0107002023948364
BA2499	0.3282217371444642	0.0122523162614515
BA2500	4.303394657762628	0.0392861098652876
BA2501	3.501053632232486	0.0193725578492592
BA2502	4.685762679951504	0.0446908712334549
BA2505	0.830923492574758	0.0205857626356851
BA2507	0.7398689331574466	0.0197092773183095
BA2510	0.6796742180158166	0.0104871692525618
BA2511	0.2415025263536439	0.0123969374069214
BA2512	9.086412770428762	0.1004839254237671
BA2514	0.6122590957919999	0.0096790959319908
BA2515	0.3043676890832949	0.0062150242998771
BA2520	0.5414658836159452	0.0129732323776624
BA2521	10.266159422190682	0.0310232650989976
BA2523	2.441782997860406	0.0134136646474891
BA2524	0.689236744750921	0.0100511162050129
BA2525	0.3029670532951569	0.0054378725610001
BA2526	0.3666968127609472	0.021796777810972
BA2528	2.96930614632618	0.023353270899865
BA2532	2.3350125033103977	0.0113305433771045
BA2534	3.816289175129535	0.0229603158081486
BA2538	0.5543380678660499	0.0127502124723882
BA2539	2.694414455778895	0.0474296475270798
BA2540	1.0203572758614914	0.0170223574250728
BA2541	2.704700668525522	0.0153896551875145
BA2545	3.316718686003517	0.0400345296336096
BA2546	6.433690998999355	0.0218133334073884
BA2552	1.5406345569000992	0.0181571634516944
BA2559	1.2770404411372385	0.0111362554423852
BA2561	6.133281938172243	0.0162286500897793
BA2563	3.455029421383621	0.0205648278169908
BA2564	4.510940051129962	0.0340303488648682
BA2567	0.2206631246019161	0.0120558387155933
BA2570	1.1537273191155923	0.0101979269616218
BA2575	5.328988026977794	0.0373288645328176
BA2577	3.6229668873884098	0.0193372570452874
BA2579	1.5182490101494248	0.0284975219476473
BA2583	1.0895142258084376	0.0209721488939846
BA2584	2.255167935826284	0.0473921571119691
BA2587	4.449255216804882	0.0716749980480417
BA2588	1.8764562987218043	0.019407858653231
BA2589	0.1906192973016463	0.0069446988606438
BA2592	1.0608078427260654	0.0208728153154861
BA2593	3.9325705463019953	0.0070396532168645
BA2594	4.317497466052892	0.0211995480215368
BA2595	0.8779575203183592	0.015145700463546
BA2597	0.1632652294834465	0.0116672628461548
BA2600	1.3726932174094986	0.0218630001966377
BA2603	3.590991005727892	0.0283650771763159
BA2618	5.597863666424132	0.0506619408093635
BA2619	3.0284769632734965	0.0154702435584577
BA2620	6.492650285713255	0.038380892577357
BA2621	0.995829215267081	0.0487565518772818
BA2622	2.909564643626119	0.0370208770343223
BA2623	2.2314287821105965	0.0439655758949661
BA2629	2.788516665727673	0.0286808618266718
BA2631	3.5323810484448006	0.024531174882319
BA2634	0.7309546616616723	0.0251471498793097
BA2636	0.3153304643120372	0.01655538279583
BA2639	3.6938648723961953	0.0366963339394105
BA2644	2.295629150292914	0.0660494063857392
BA2645	0.467165563983459	0.0109750787004989
BA2646	2.1749332915393302	0.0175268224694263
BA2649	3.318466083424261	0.0084968127272589
BA2651	0.4077258518395358	0.0050349307062841
BA2653	1.2003549511950349	0.0149514125288267
BA2655	3.15998943679153	0.0338669825118428
BA2656	0.6151171885728116	0.0050824078843945
BA2657	5.204717796517986	0.0235453692234453
BA2658	2.979069299389878	0.0658132488136313
BA2659	2.2773539385663657	0.0366985235505495
BA2660	3.051241357669248	0.0159394077988394
BA2662	5.05630048210223	0.0473093791298869
BA2663	0.9645585729418154	0.0428870054910106
BA2667	3.41636143920712	0.036568268390357
BA2670	1.0609898843563554	0.0162826961013065
BA2674	0.9695238712898498	0.0497435858545993
BA2675	7.162643030028428	0.0133849326769341
BA2676	3.2195231945769454	0.0155673875258173
BA2677	3.497356966357245	0.02744111468083
BA2681	1.3108210507013769	0.0118471847955965
BA2682	2.1173030947698943	0.016036551766199
BA2685	0.74465598171164	0.0105059144601171
BA2688	0.2445641603548512	0.0126221469233346
BA2691	4.2937743423708685	0.0371367662092373
BA2694	0.5999679285514953	0.0147571245941075
BA2695	0.4780242271655431	0.0126927485312782
BA2697	0.6199806778510132	0.0496242787501016
BA2701	1.329433484946776	0.0178966531313094
BA2704	2.467338118039478	0.0130581999708835
BA2705	1.727490158369864	0.0229790610157039
BA2707	1.89318872159286	0.0315211613099343
BA2709	3.0263446525679094	0.022832250259095
BA2712	6.453443009941248	0.0180765750807512
BA2714	6.845168336319918	0.0320399923395653
BA2715	0.0785228961487224	0.004662910433262
BA2718	5.579413691338075	0.0274929710812182
BA2720	0.3199785461048381	0.0246117632532622
BA2721	2.8412585254993856	0.0345160687016663
BA2722	1.4191741296001184	0.024417475318543
BA2723	0.3671384550035413	0.0122832378431454
BA2724	1.450456584436194	0.0122048390833411
BA2726	15.96533125639661	0.0158610090390352
BA2727	1.2122512098156353	0.0205791938022682
BA2728	3.0136659904816576	0.0460409000134901
BA2731	1.7140930944532342	0.016036551766199
BA2733	0.3746275188950772	0.0115579425046566
BA2735	1.6243085141100824	0.0081557140359307
BA2737	4.335655689267584	0.0276563374342435
BA2742	25.362542383348465	0.0306987220040859
BA2744	1.7585187730967349	0.0043052561455174
BA2746	5.140652763696799	0.0383709058143575
BA2747	1.20070530994747	0.0112477653950224
BA2748	4.256059379576503	0.0214247575379499
BA2751	4.651591939142802	0.0363696012333598
BA2756	0.5149369632127083	0.0054544281574165
BA2758	2.0538911278914327	0.0311016638588019
BA2760	1.737831576043514	0.0309879642950258
BA2762	1.1911479125415216	0.0122688718578679
BA2764	1.099646142805338	0.0152472236531835
BA2765	5.678271580074664	0.0534503838922378
BA2769	0.9548686038378	0.0266043093897041
BA2772	0.3731956103665204	0.0086601790802842
BA2775	5.000495227753673	0.027412382710275
BA2776	5.529855449557776	0.0184298501462179
BA2778	4.228993028006251	0.0292868500606629
BA2782	4.6427144147496735	0.0552111516788496
BA2786	4.052824568677362	0.0182421310449155
BA2787	1.243869769017888	0.0446665184851778
BA2789	2.8958222720831097	0.0202115527515241
BA2791	0.3917547044808883	0.0081413480506532
BA2792	1.7328079622809118	0.0174915216654545
BA2798	0.6281975410137416	0.0240620106419373
BA2801	0.8344812256183554	0.0326725229329723
BA2802	0.734820642091432	0.0265005965889276
BA2804	0.8650357461771441	0.010567757623505
BA2806	2.3558497877580646	0.0088213558221706
BA2808	1.0069605997018196	0.0091602649023599
BA2809	1.568224136938981	0.0369877658414894
BA2811	2.4093691438355043	0.0126243365344736
BA2812	1.9472373240004903	0.0120083615374829
BA2813	1.8056857375606976	0.0059732591870475
BA2814	7.660092451733752	0.0201309643805809
BA2816	1.0836103257679155	0.0285737310963126
BA2817	0.2312482791463205	0.0108757451220003
BA2820	6.570915751396102	0.038238461043026
BA2821	9.37854211849266	0.0344498463160006
BA2822	6.401007107338059	0.0108569999144449
BA2824	6.871037488194738	0.0170885798107385
BA2828	3.1931871268626537	0.0281089460782088
BA2829	5.0236482662706905	0.0328293204525808
BA2830	0.7013017283757039	0.0217802222145556
BA2832	1.5594753440310898	0.0160531073626155
BA2836	0.6209116481234337	0.0116838184425712
BA2837	1.519772243690186	0.0267964077132844
BA2839	1.5855145846089205	0.0129135788254135
BA2840	3.1053105059165853	0.0420889189334393
BA2841	0.557374249099591	0.0156457862856216
BA2842	0.4801314874722481	0.0084018583710382
BA2843	0.7172707773408991	0.0152737660125995
BA2844	1.5213282871192393	0.0143232611576976
BA2846	1.508002087789843	0.0228653614519279
BA2850	1.4389107173387428	0.0172000897633756
BA2851	5.127436808675209	0.0602882190482711
BA2852	0.169599277941111	0.0093236312553852
BA2855	0.2729845919302796	0.0084327799527321
BA2856	0.5230584049844085	0.0073973075046091
BA2858	1.434098331585921	0.0137900641427891
BA2860	1.141028548892893	0.0140958620301454
BA2861	4.529061066563954	0.0173965673092338
BA2865	4.228931602834345	0.0107620455582242
BA2866	2.1203637326751683	0.0173843909350953
BA2867	0.4475342788600397	0.020358363508133
BA2868	5.8190926245519945	0.0276354026155492
BA2870	11.903985069400692	0.015517720736568
BA2871	2.208727490416908	0.0323457902269216
BA2872	2.1394712960482973	0.0310563762918305
BA2876	0.1920332825204886	0.0092242976768866
BA2879	0.6127077530008037	0.0151335240894074
BA2880	1.165840854326668	0.0248247963955369
BA2882	3.175514056130708	0.0496639587763513
BA2883	0.4668403995389922	0.0263294330840416
BA2885	18.39346945884896	0.0470719932393352
BA2887	2.840585908865041	0.0196905321107541
BA2889	0.0114056180145873	0.0
BA2893	1.8640978169256432	0.0085133683236753
BA2901	0.6565220091673959	0.0079161385342401
BA2902	1.1796599371876275	0.0095819519646312
BA2903	0.2520903611016238	0.0467396529925629
BA2904	4.228020672001556	0.0613290320113671
BA2905	0.229366299412268	0.0149183013359939
BA2906	3.7749823974022902	0.0287039862565051
BA2908	3.12670211015393	0.0252542806096689
BA2909	2.665807959198501	0.0222019092768269
BA2910	2.391933617675939	0.0104728032672843
BA2911	3.1027067766279863	0.0297394587046281
BA2914	4.556431467473406	0.037982329944919
BA2915	0.8756786749545185	0.0086226886651735
BA2921	0.6471473177609146	0.0106317903980317
BA2922	3.441400384457715	0.0090465653385838
BA2923	11.187022561911489	0.0191451587217071
BA2926	3.3005817496607057	0.0218795557930541
BA2928	4.245464595173401	0.0193250806711489
BA2930	5.582487459888325	0.0423659848502407
BA2932	6.78133240394353	0.0118140736027637
BA2934	0.2423403326086726	0.0289148297876408
BA2935	1.5125131490487855	0.0227682174845683
BA2937	3.014582717912551	0.0232517477102275
BA2939	1.5474663168156988	0.0136410637750412
BA2944	1.7162013933410465	0.0468280385153667
BA2947	1.114537427238817	0.0125559245376689
BA2948	0.8043409725286359	0.0388378804436002
BA2950	2.4205213403904904	0.0478944325451836
BA2951	1.2512645566285945	0.0208087825409593
BA2952	8.910282520558784	0.0363949152743321
BA2953	0.5473328414875079	0.0079945372940443
BA2955	2.529102024397919	0.0412311788236191
BA2956	0.5375224672549861	0.0085939566946185
BA2962	8.483693535377446	0.0146930918195807
BA2970	0.6534533422232535	0.0085133683236753
BA2972	2.17631926402453	0.0466128157619531
BA2976	3.171139764840505	0.0524811338297804
BA2978	2.843051930283505	0.0782576633986631
BA2981	0.6783763304611149	0.0123329046323947
BA2984	1.0328533369783617	0.0274885918589403
BA2986	4.374973561597374	0.0113283537659656
BA2989	0.5208875656644415	0.0117665964246533
BA2992	1.6050596769096628	0.0279355929621839
BA2993	1.2646391723656516	0.0111506214276627
BA2994	1.957558240761039	0.0105368360418111
BA2995	0.6905585834341841	0.0230618389977861
BA2999	1.7104530313874848	0.0433408424534197
BA3001	2.972880294717553	0.0175577440511202
BA3002	9.21856811442446	0.0349708669567705
BA3004	2.698045440705169	0.0189718056056822
BA3006	2.805488905803788	0.0150816676890192
BA3008	0.9255267391379476	0.0014240483175615
BA3009	1.7967595657305604	0.016557572406969
BA3010	1.2624395534758297	0.0333503410933508
BA3011	0.8923261788463509	0.0044355113057099
BA3013	3.100952277745724	0.0082881588072622
BA3023	0.3769175459547074	0.0059567035906311
BA3025	2.4253212307156917	0.0154371323656249
BA3027	0.5645423908879463	0.014484437899584
BA3029	0.7504012001256081	0.0042081121781578
BA3030	4.230008397563041	0.0413757999690891
BA3037	1.2814030591631802	0.0059401479942147
BA3038	10.616266241604285	0.1021916084915469
BA3040	1.807085898373468	0.0162330293120572
BA3042	4.001041492363255	0.0134942530184323
BA3043	2.379058822505842	0.0365164119899688
BA3049	1.6093514118532657	0.0362890128624166
BA3051	0.3002666763995322	0.0078664717449908
BA3053	9.027647827136924	0.0165057160065807
BA3064	9.551290009056643	0.0369799686896288
BA3067	5.2566644655899255	0.021796777810972
BA3068	4.255920004009523	0.0168302591014925
BA3070	2.94565191200878	0.0367194583692438
BA3071	4.196815360292991	0.0260380011819627
BA3072	5.03740040549512	0.0394782081888679
BA3075	0.7672256880915627	0.0085299239200917
BA3076	0.45421472055293	0.0084018583710382
BA3077	28.549128174639208	0.0272512059683886
BA2040	0.6857985032726458	0.0249550515557293
BA2160	2.9031278490205943	0.0352391744290161
BA2303	13.966514593842769	0.0427401947344017
BA2353	5.204156212087735	0.0278175141761299
BA2516	3.4475190409076024	0.0246261292385397
BA2590	2.498670201883006	0.0092264872880256
BA2647	1.14879639840928	0.0165366375882747
BA2891	4.285520898488743	0.0273174283540543
BA2924	2.77780095702068	0.0178657315496155
BA2971	1.0213965353315484	0.0371864329984866
BA3036	1.9026576932033068	0.0161027741518648
BA3059	0.2020804749609168	0.011084399041997
BA3073	5.779613397582708	0.0091911864840538
BA3078	7.406799364531033	0.0761479997688625
BA3079	1.770288638951684	0.0299712370544581
BA3083	8.964170045815306	0.0455320557468587
BA3084	5.616577256558607	0.0157947866533694
BA3085	1.8824133772131575	0.0189961583539592
BA3087	10.077159445755616	0.0546713858305243
BA3089	4.1428658828739655	0.0233676368851425
BA3094	2.3133357343061696	0.0503605221442851
BA3095	5.6402487553875975	0.0119608843593726
BA3098	4.698790747505542	0.0552255176641271
BA3099	19.079511278619133	0.0357149075028147
BA3103	0.6238827940518593	0.0116860080537102
BA3108	2.116021321357811	0.0166668927484671
BA3109	0.4870945966326017	0.0189530603981268
BA3110	1.457591464984074	0.013820985724483
BA3114	1.2437586315811529	0.0243412661698777
BA3116	0.7512781573884253	0.0102288485433157
BA3117	5.478204710829008	0.0267301853276187
BA3118	1.7043719375305852	0.0234647808525021
BA3119	2.93844297319093	0.030952663491054
BA3123	1.6352503887117078	0.0334971518499597
BA3124	0.7424858548918872	0.0105843132199214
BA3126	12.975427880889706	0.0329430200163569
BA3128	1.613074457438444	0.0133661874693788
BA3130	5.817324414090036	0.0284147439655652
BA3133	5.211920304441235	0.0352082528473222
BA3135	0.6872271871630333	0.0153896551875145
BA3136	7.700161270297312	0.03760374083848
BA3137	4.119435927078896	0.0457119776963005
BA3138	0.8588186784593921	0.0422004288860764
BA3139	11.642710424072874	0.0523796106401429
BA3141	7.119456073854611	0.0185291837247165
BA3142	2.8837689972364795	0.0404474582513252
BA3145	2.8547798447517803	0.0185291837247165
BA3146	6.734594605538689	0.0300683810218178
BA3149	0.3410310062802736	0.0106008688163378
BA3152	8.399383866920838	0.0488040290553921
BA3153	0.9115570170014028	0.0268438848913947
BA3154	0.6959087533265431	0.0070727644096973
BA3156	0.5915820465112699	0.010797346362196
BA3157	1.9934962677922747	0.0133518214841013
BA3158	1.5120033669876092	0.0180931306771676
BA3162	1.5652190043366772	0.0267323749387576
BA3163	6.7430259198909726	0.0248600971995087
BA3164	17.05989120610146	0.0170885798107385
BA3167	1.3916731303666905	0.0159934538103666
BA3169	4.829094022967978	0.0212348488255086
BA3171	2.6022309799007464	0.0657557848725213
BA3173	0.6374855250709723	0.0145506602852497
BA3174	1.1818747184192209	0.0196783557366156
BA3175	4.175370846194627	0.0522637214652279
BA3176	3.816998965452753	0.0196143229620888
BA3177	12.306193147594492	0.0675871542670768
BA3178	3.2246221531199617	0.0188702824160447
BA3180	1.5568026790943184	0.0203065071077447
BA3181	3.013304314090765	0.0390587107377355
BA3182	7.256075801338682	0.091450497752017
BA3183	4.992040518961202	0.0292559284789689
BA3185	1.4905864695651447	0.0464516390200667
BA3186	3.1538033159283687	0.049640834346518
BA3187	2.0495566432665564	0.029111307333499
BA3189	5.337160188375002	0.0458544092306315
BA3190	0.6226893382439623	0.0175599336622592
BA3191	5.976451328397899	0.0448707931828967
BA3192	3.2359908407613096	0.0083025247925396
BA3194	6.580523368260328	0.0550930728927956
BA3195	1.2439490404933475	0.0294314712061328
BA3197	3.5986414561407365	0.0185104385171611
BA3199	4.1371119539800265	0.0278484357578238
BA3200	3.809357124095103	0.0388831680105716
BA3202	0.9570501676378268	0.0224127528079626
BA3203	0.5737918225468294	0.0213629143745621
BA3206	4.444244675207408	0.0209224821047354
BA3207	13.055367813919167	0.0916944524759855
BA3208	3.069160134121055	0.0254363921702496
BA3210	0.4872826680301058	0.0105202804453946
BA3211	4.103686969391685	0.0352291876660165
BA3212	2.9354996972662186	0.0239195791076063
BA3213	3.255571056120337	0.0573770509313163
BA3214	1.416466343447521	0.0134136646474891
BA3216	1.739976657517423	0.0161877417450858
BA3217	3.3720480429465947	0.019434401012647
BA3219	11.13545573553861	0.0976964436335881
BA3221	3.932422389531181	0.038901913218127
BA3222	3.670824629220416	0.057793130452866
BA3225	12.47572231906094	0.0690630589850265
BA3226	3.10702322684725	0.0151644456711013
BA3227	4.495897135820948	0.0243821745145712
BA3228	10.85091655395139	0.0515031253227673
BA3229	4.340757532946843	0.0687485026531144
BA3230	2.011262968490838	0.0311491410369122
BA3232	8.632664788807652	0.0221378765023002
BA3234	13.575782912454956	0.1065121919150371
BA3235	8.540261835384902	0.0603288603672159
BA3237	1.4263583918012075	0.0312506642265497
BA3240	4.1201431780136994	0.0495436903791584
BA3242	2.412865158923307	0.0399164508475557
BA3243	2.433751942199359	0.0499719462748466
BA3245	2.0096255033985297	0.0150982232854356
BA3249	1.194989509166731	0.0159106758282845
BA3250	9.214641225282946	0.0817789319461381
BA3251	4.400068214343968	0.0158422638314798
BA3255	10.30844402032738	0.0243556321551552
BA3258	8.764514331487357	0.0771525506352916
BA3260	0.7570452524128198	0.0398689736694454
BA3261	1.0424829490948542	0.0241404094017416
BA3264	4.059767701220459	0.0360328817643096
BA3266	9.353260984345232	0.0525860749490007
BA3268	4.9230954889153695	0.0475986214208269
BA3269	0.8543466553287771	0.0201806311698301
BA3270	6.220803173886488	0.0545355231296101
BA3271	12.285493021766142	0.043998687087799
BA3273	0.4470864537797403	0.0083190803889561
BA3275	3.7304470344891145	0.0327487320816376
BA3277	0.8793159617269669	0.0136266977897637
BA3280	0.7751461760253827	0.008724211854811
BA3283	0.9973137882751684	0.0494200040523827
BA3285	14.424198361417073	0.0486759635063386
BA3286	9.902766153644876	0.0409375573104013
BA3289	0.443417883686981	0.0055040949466658
BA3290	2.83125607110939	0.0515009357116284
BA3293	17.528878788802256	0.018427660535079
BA3295	9.135792110140924	0.0727314053148591
BA3296	4.504532961301911	0.0449701267613952
BA3297	7.123733962894896	0.0582679022339694
BA3299	1.3406255127050046	0.013157533549382
BA3300	2.5145032208155698	0.018398928564524
BA3302	5.263858095723374	0.0452693558153348
BA3305	4.788979607154731	0.0281542336451802
BA3306	0.5929069258413139	0.0084162243563157
BA3308	1.793535934355445	0.0280074228885713
BA3310	1.417663088036133	0.0185291837247165
BA3311	8.847777066922456	0.0688091174980584
BA3312	9.39061287003518	0.0286752542859501
BA3315	4.1829142600120255	0.0195149893835902
BA3317	4.901358934011627	0.0147902357869403
BA3318	0.7219337501600596	0.0237187223394702
