	IDH1	JAK2
BA3319	11.558459300690595	0.0945469283333865
BA3322	2.0112010974970564	0.0214556791196438
BA3324	7.536188767166983	0.0321889927073131
BA3325	1.545021214925547	0.0214887903124767
BA3326	13.57662980340847	0.027815324564991
BA3328	4.335428374676556	0.0411152896487041
BA3329	0.8037641216853522	0.0204576970866315
BA3332	1.6783259693947228	0.0247795088285655
BA3333	1.8335166606174305	0.0365186016011077
BA3334	1.1364812580606118	0.0111218894571078
BA3335	1.9111111548375657	0.0196783557366156
BA3339	1.6962607356159982	0.0240929322236312
BA3341	0.5919808562903142	0.0120083615374829
BA3345	1.4676819795967082	0.044862996031036
BA3347	2.3371650627244023	0.0148089809944957
BA3351	8.030464332373143	0.0252277382502529
BA3352	1.273045933653794	0.0073476407153598
BA3353	4.343050964237047	0.0258746348289374
BA3357	4.182379582149599	0.0456579316847733
BA3362	11.415355507746185	0.0238368011255242
BA3367	10.027979453358054	0.0320918487399535
BA3369	7.449502963272685	0.0924903494224179
BA3371	0.7725988448702799	0.0106008688163378
BA3373	5.06467436691313	0.0297560143010446
BA3374	2.998539733615229	0.0201331539917198
BA3375	2.691194318440554	0.0139159400807037
BA3376	9.977664757002792	0.0203252523153001
BA3379	3.3737915963477514	0.0288486074019751
BA3380	2.827272870795453	0.0172022793745146
BA3381	4.601837979524931	0.0665020150297044
BA3384	7.172006499618606	0.0223321644370194
BA3385	5.927409576814055	0.028852986624253
BA3386	15.909010004547795	0.0259221120070477
BA3388	0.8530046977927125	0.0308864411053883
BA3390	4.013610023066723	0.0494531152452156
BA3394	4.192811680122187	0.0411605772156755
BA3395	5.776811862799667	0.0274929710812182
BA3397	6.737407509378508	0.0339310152863696
BA3399	0.2890622251598395	0.0117665964246533
BA3400	1.0080705798531182	0.0166525267631897
BA3403	8.0138733833134	0.0514356746186578
BA3405	6.6734667500889255	0.0750772265167676
BA3406	4.88272706188624	0.0278649913542403
BA3407	0.4417648876050432	0.0090321993533063
BA3408	0.25927691869302	0.018917759594155
BA3410	1.0659553898107088	0.0293055952682182
BA3411	3.8524595452134185	0.0292868500606629
BA3412	12.357671276508418	0.0443354065568493
BA3413	4.435931891249361	0.0187069160630193
BA3415	11.715765843216284	0.0547894646165782
BA3416	4.339890230075801	0.027957756099322
BA3417	4.538752662985478	0.0313621741791868
BA3418	0.5430588187944355	0.0154393219767638
BA3421	1.3633215242232288	0.0084824467419814
BA3422	0.9165349067383952	0.0148233469797732
BA3423	1.0409053568198838	0.0106649015908646
BA3427	2.363264960050347	0.0386932592981303
BA3430	0.5042019023751172	0.0068641104897006
BA3431	0.9324219957919018	0.0163489184869722
BA3433	0.4826682774989879	0.010164815768789
BA3434	2.278185046227404	0.0353075864258208
BA3435	3.716428432554326	0.0342202575773095
BA3436	4.051597386498314	0.0268438848913947
BA3438	6.920729123193706	0.0181262418700005
BA3445	0.4963286310879004	0.0251084311457551
BA3446	4.83155314516233	0.0493681476519945
BA3447	0.4110166762534578	0.0076556282138551
BA3448	2.7317972344798425	0.01655538279583
BA3449	1.7771893868399284	0.019436590623786
BA3450	0.6228755991549985	0.0145650262705272
BA3451	10.876777319459055	0.0521853227054237
BA3452	2.158583587229145	0.0555313155514834
BA3453	0.4898956080240654	0.0083356359853725
BA3454	20.209153491600475	0.0357436394733696
