#Boxplots d'expressions du gène BCOR en fonction de la feature centerID
#Résultat du test statistique ANOVA : F = 2.314, p-value = 0.02513
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       1        6.243149
BA2496       1        5.709089
BA3037       1        6.982756
BA2865       1        6.649160
BA2751       1        6.030673
BA2286       1        6.211894
BA2488       1        5.524262
BA3379       1        6.586736
BA2887       1        6.269280
BA2712       2        4.510748
BA2068       2        6.040669
BA2104       1        5.943920
BA3124       1        6.262941
BA2449       1        5.459303
BA2235       1        6.231729
BA3038       1        5.717557
BA3006       3        5.361439
BA2667       1        5.896464
BA2239       1        5.958911
BA2782       3        5.841504
BA2649       1        5.536120
BA2861       1        5.979708
BA2134       1        5.268148
BA2909       1        5.349367
BA2653       1        5.363658
BA2947       1        4.925959
BA2162       1        5.972809
BA2564       1        5.322335
BA2597       4        7.570034
BA3243       2        7.844231
BA2446       1        6.327797
BA2525       4        5.378566
BA2876       4        6.343221
BA2357       2        5.766476
BA2546       1        5.324112
BA2742       1        6.058712
BA2316       1        5.737384
BA2087       2        6.593641
BA2148       2        6.437392
BA3178       3        6.187724
BA2072       1        5.548046
BA2733       2        5.507213
BA2995       2        6.668369
BA2069       1        6.369829
BA2681       3        5.600428
BA2832       2        5.950361
BA2600       4        5.482827
BA3230       1        5.342199
BA2731       2        4.935745
BA2294       4        5.773314
BA2816       4        5.247553
BA2814       3        5.636295
BA2631       1        6.341457
BA2023       1        5.325945
BA2375       1        5.488344
BA2485       1        6.309345
BA2455       4        5.889614
BA2636       4        7.025549
BA2325       1        4.910223
BA2156       1        6.497516
BA2511       4        5.104206
BA2505       4        5.480594
BA2871       3        5.138732
BA2227       1        8.232671
BA2812       3        4.583708
BA2125       1        6.636553
BA2603       1        6.886764
BA2808       4        5.890034
BA2482       1        5.592897
BA2594       1        5.735892
BA2747       4        6.875279
BA2561       3        7.255277
BA2567       3        5.040327
BA2906       1        6.005138
BA2956       2        5.557395
BA2474       1        5.740906
BA2737       2        7.612452
BA2110       1        5.436577
BA2992       4        5.650652
BA2220       1        5.790075
BA2063       2        6.341457
BA2772       2        7.431382
BA2935       4        5.576753
BA2260       3        5.053277
BA2948       3        5.342199
BA3296       1        5.396738
BA2524       4        6.158350
BA2811       1        5.528401
BA2540       4        6.468780
BA2928       1        6.107877
BA2302       4        6.222437
BA2651       4        6.973836
BA2619       1        6.369305
BA3013       4        5.570413
BA2405       3        4.767798
BA2856       3        7.014729
BA2377       2        6.920501
BA2499       2        6.867086
BA3023       4        6.812039
BA2095       1        5.466636
BA2275       1        6.184208
BA2901       2        6.509563
BA2387       1        6.545040
BA2962       1        6.666200
BA2195       4        6.208728
BA2688       2        6.410316
BA2420       1        6.304646
BA2053       2        6.212305
BA2081       1        6.341457
BA2354       1        5.818015
BA3273       2        5.426409
BA2893       3        5.654484
BA2044       1        5.797580
BA2489       2        6.389795
BA2908       1        6.426720
BA2054       3        5.951938
BA2872       1        6.298269
BA2041       2        6.964902
BA2464       1        5.862101
