	ABL1	NF1
BA3325	0.008613914924297	3.707735936678984
BA3326	0.0136049026676279	2.465898634360547
BA3328	0.0238320115356885	8.372789638741608
BA3329	0.0240699351117519	3.4923653104063748
BA3332	0.0214257390050468	4.578581617567928
BA3333	0.0258345349675558	9.966061649602835
BA3334	0.0063284066330209	1.8455354308542808
BA3335	0.0219340302811824	4.599084479507546
BA3339	0.0081434751261715	2.0923279157814245
BA3341	0.0315843547224224	4.80997054272984
BA3345	0.0086535688536409	2.1164455483784264
BA3347	0.0091204037490987	2.3854967598346426
BA3351	0.02288752703677	4.04388618275601
BA3352	0.0120475847152126	3.1199252121574004
BA3353	0.0246917808219178	3.745108159957524
BA3357	0.0200486661860129	5.06563351976377
BA3362	0.0155894015861571	1.4655554728198237
BA3367	0.0081957462148521	2.6419118476410484
BA3369	0.0196160778658976	5.137443728615363
BA3371	0.0122458543619322	3.5578854269917586
BA3373	0.0306218457101658	9.60118134542768
BA3374	0.0103550829127613	1.9981576251911972
BA3375	0.0152433309300648	4.055270723777531
BA3376	0.0162545061283345	5.64175032705432
BA3379	0.0181542898341744	6.657272132927175
BA3380	0.0142591925018024	4.90945616207356
BA3381	0.0167501802451333	5.419790880496144
BA3384	0.0072999279019466	1.6426016064372382
BA3385	0.0116690699351117	3.670625843112251
BA3386	0.0239509733237202	6.588761237066886
BA3388	0.0093096611391492	3.4059665734874778
BA3390	0.0079866618601297	3.0777619475678786
BA3394	0.0117916366258111	6.0154484405349775
BA3395	0.0144935111751982	0.7305623571058754
BA3397	0.0168493150684931	1.866528775542704
BA3399	0.0047422494592646	1.7143826217786575
BA3400	0.0321106705118961	7.805086495538526
BA3403	0.0235742609949531	5.1893603625796505
BA3405	0.0131092285508291	3.3136224035714266
BA3406	0.0152865897620764	3.863266261633248
BA3407	0.0167718096611391	1.7324638811855555
BA3408	0.0113987022350396	2.2988377523181853
BA3410	0.015310021629416	2.9667284437349952
BA3411	0.0167411679884643	5.26189855459185
BA3412	0.0209841384282624	4.308317293494063
BA3413	0.0226099495313626	2.5449900731906108
BA3415	0.0468709444844989	5.738608411677055
BA3416	0.0243979812545061	5.828364647423771
BA3417	0.0155136986301369	3.843178755024372
BA3418	0.0136211247296322	2.037638767034616
BA3421	0.0068943763518385	1.3333763655088
BA3422	0.025726387887527	6.407973768220786
BA3423	0.0239113193943763	5.453573624053816
BA3427	0.0089401586157173	3.2916437129235545
BA3430	0.0045998558038932	2.0963724150591307
BA3431	0.0114131218457101	2.6756701100383777
BA3433	0.0253460706560922	3.950769456735733
BA3434	0.0106434751261715	5.766040010011281
BA3435	0.0162527036770007	5.154237645318174
BA3436	0.0194935111751982	4.054762013463279
BA3438	0.026249098774333	2.431301208247502
BA3445	0.0117375630857966	5.550025573734442
BA3446	0.0113987022350396	1.278678302678171
BA3447	0.0030984138428262	1.3626891060842816
BA3448	0.0086860129776496	3.231036862631895
BA3449	0.0130155010814708	4.346901185353363
BA3450	0.0171034607065609	1.2018336674927186
BA3451	0.0128244412400865	3.303098455868838
BA3452	0.0115663302090843	9.159022187398223
BA3453	0.0135562364816149	3.973283307602192
BA3454	0.0264077144917087	7.549826662863529
