	ABL1	NF1
BA2374	0.0208489545782263	1.9873223382433136
BA2375	0.0116131939437635	3.881696094872974
BA2376	0.0086265320836337	1.1063877759745826
BA2377	0.0481254506128334	4.591855674899636
BA2379	0.0132227829848594	2.744789099120493
BA2385	0.0062310742609949	1.065996495260438
BA2386	0.0189491708723864	5.059673771968988
BA2387	0.0169881038211968	3.3676135733593098
BA2394	0.0097242249459264	2.088154607141439
BA2399	0.0148125450612833	3.261442449315977
BA2400	0.0313842826243691	4.525337001003797
BA2402	0.0125630857966834	3.9490920769226663
BA2405	0.0074134823359769	1.75524276191502
BA2406	0.0122512617159336	0.7585415203156205
BA2409	0.0120385724585436	2.85888448000778
BA2410	0.0260958904109589	5.01407808582098
BA2412	0.0044754866618601	0.8035971132921657
BA2413	0.0136788031723143	4.868457296207671
BA2414	0.0243258832011535	4.291713778220195
BA2415	0.0047260273972602	0.7606715359750983
BA2417	0.0171773612112472	2.5372455174081407
BA2418	0.0077685652487382	3.0239070360919924
BA2420	0.0105136986301369	2.039807326846932
BA2421	0.0181596971881759	2.0166508034076758
BA2423	0.0107894736842105	1.8890004617845784
BA2425	0.0087941600576784	3.5965762897782243
BA2426	0.0100558759913482	1.234600057432506
BA2427	0.0086571737563085	1.0783920598351573
BA2429	0.0106452775775054	3.324798667642064
BA2440	0.01405010814708	3.0213441671461347
BA2441	0.0184354722422494	6.654894872540527
BA2442	0.0116095890410958	4.667426275195088
BA2446	0.0115392934390771	1.5072525654385305
BA2449	0.0213698630136986	3.786974701619156
BA2450	0.0162040374909877	4.479655685267822
BA2452	0.0252541456380677	4.229525189450237
BA2454	0.0121611391492429	2.885400552696705
BA2455	0.0087148521989906	1.8274946696648928
BA2456	0.0047837058399423	1.342108243192264
BA2459	0.0067934390771449	1.9310307838801064
BA2461	0.0103262436914203	1.882629373012969
BA2463	0.0140356885364095	0.917582555896086
BA2464	0.0198936553713049	2.3696551723564645
BA2469	0.0165843547224224	5.542053521031586
BA2470	0.0112599134823359	2.734218269288548
BA2472	0.0163428262436914	2.1498781781473584
BA2473	0.0219412400865176	2.965511196539895
BA2474	0.0123521989906272	1.9754521899249784
BA2477	0.025086517664023	5.522744167933738
BA2479	0.0077253064167267	1.2988153397783408
BA2480	0.023895097332372	4.066413625043332
BA2481	0.0052072819033886	1.0130716808539757
BA2482	0.0118006488824801	3.955632988955659
BA2483	0.0151604181687094	3.779867022893431
BA2485	0.0216672674837779	3.8582153062220015
BA2488	0.0136697909156452	2.754712684796398
BA2489	0.0131038211968276	1.3235418559957843
BA2492	0.007577505407354	1.393872572520028
BA2494	0.0152487382840663	2.116045284792752
BA2496	0.0059769286229271	0.999500332821838
BA2497	0.0092682047584715	0.941631023024292
BA2499	0.0128262436914203	2.245338462387488
BA2500	0.0246304974765681	4.392677523457622
BA2501	0.0150558759913482	2.6709716158625123
BA2502	0.0097837058399423	2.857830619155472
BA2505	0.0148648161499639	3.873086708707966
BA2507	0.0108904109589041	3.263937095101103
BA2510	0.016472602739726	0.820344480307322
BA2511	0.0059480894015861	0.9519765783803464
BA2512	0.0125036049026676	1.8389264755405177
BA2514	0.0112743330930064	3.018010080280851
BA2515	0.0118655371304974	1.431692860031616
BA2520	0.0036265320836337	2.004466810043538
BA2521	0.0162959625090122	4.182344587461246
BA2523	0.0194394376351838	5.06685317239551
BA2524	0.0125360490266762	1.9724469965241929
BA2525	0.0119700793078586	0.7369037993073229
BA2526	0.0263968997837058	4.269390101957376
BA2528	0.0154992790194664	3.421520773904569
BA2532	0.0165176640230713	3.0162708243815746
BA2534	0.0232516222062004	5.535143941593024
BA2538	0.012586517664023	3.630542530487295
BA2539	0.0068961788031723	1.9671482838924128
BA2540	0.0125937274693583	2.2844137597023915
BA2541	0.0059012256669069	1.4538341514493078
BA2545	0.0118186733958183	2.055410505566264
BA2546	0.0096431146359048	1.5168786953337186
BA2552	0.0384967555875991	8.14431714187799
BA2559	0.014059120403749	3.08804051651115
BA2561	0.0080064888248017	0.8834518191623523
BA2563	0.0161067051189617	3.789083733932716
BA2564	0.0097710886806056	1.8562111925381024
BA2567	0.0041636625811103	0.6864929043993427
BA2570	0.0145692141312184	6.408052322141565
BA2575	0.0071935832732516	1.0947346897305954
BA2577	0.0213626532083633	2.618639720755372
BA2579	0.0098648161499639	3.126679095458181
BA2583	0.0164635904830569	3.87387876027717
BA2584	0.0166005767844268	1.268658327998066
BA2587	0.0186751982696467	3.417122897165477
BA2588	0.0140032444124008	4.22031843561118
BA2589	0.0179704397981254	3.5346758945474908
BA2592	0.0183543619322278	4.560474827278248
BA2593	0.0048125450612833	0.0035992853569524
BA2594	0.0085021629416005	2.541966291152392
BA2595	0.0101045421773612	0.8852811095400683
BA2597	0.0188248017303532	2.141319483663696
BA2600	0.011598774333093	4.032373985219389
BA2603	0.0146557317952415	2.929914329329672
BA2618	0.0207354001441961	2.7811181978297714
BA2619	0.0106759192501802	1.4605881526661506
BA2620	0.0146971881759192	3.019952902992876
BA2621	0.009030281182408	3.59410828073111
BA2622	0.0153731074260994	2.6957673546561955
BA2623	0.0129217736121124	4.412986745983513
BA2629	0.0102992069214131	0.8887944847741002
BA2631	0.0144736842105263	2.4311837962240186
BA2634	0.0064221341023792	3.935329486443645
BA2636	0.008720259552992	2.6134349165801383
BA2639	0.0137959625090122	3.9597593450299846
BA2644	0.0111986301369863	2.001068854007856
BA2645	0.0217844268204758	1.6786331469117983
BA2646	0.0225540735400144	3.501978092180227
BA2649	0.0211121124729632	2.288174760790894
BA2651	0.007761355443403	1.544635238916749
BA2653	0.0130948089401586	2.189109355701506
BA2655	0.0299783705839942	6.080763138644119
BA2656	0.0079307858687815	2.0199785703772526
BA2657	0.0115537130497476	2.3813298255167026
BA2658	0.0126622206200432	2.839070584686663
BA2659	0.0140519105984138	1.8652890880577015
BA2660	0.0080857966834895	1.9848628986596255
BA2662	0.0143330930064888	1.3662240411842457
BA2663	0.0116925018024513	2.984885018391706
BA2667	0.0136445565969718	2.8995878461284628
BA2670	0.0059354722422494	3.5714863213273835
BA2674	0.0104379956741167	3.234100731500659
BA2675	0.0151568132660418	3.78579998307154
BA2676	0.0147981254506128	2.032710400904575
BA2677	0.0095962509012256	3.5503251789443677
BA2681	0.0056380677721701	1.5409877403173755
BA2682	0.012732516222062	2.421366324581184
BA2685	0.0221935832732516	3.603931905035914
BA2688	0.0081380677721701	0.5689554766118344
BA2691	0.0082858687815428	2.470393824921573
BA2694	0.0088482335976928	1.7397800776397925
BA2695	0.0070007209805335	1.330550188800351
BA2697	0.0056218457101658	1.9156255097071344
BA2701	0.009388968997837	3.363755724794847
BA2704	0.0232498197548666	4.423212348060913
BA2705	0.0289185291997116	7.577787250606859
BA2707	0.0052000720980533	1.942082932866184
BA2709	0.008352559480894	1.9638783136207576
BA2712	0.0131182408074981	2.706425551216226
BA2714	0.0148071377072819	4.323165115299341
BA2715	0.0302505407354001	3.426094115059146
BA2718	0.0331092285508291	3.0593342848183958
BA2720	0.0045331651045421	0.9589605189375832
BA2721	0.0158417447728911	5.8542398091937
BA2722	0.0155623648161499	3.704769102421412
BA2723	0.0153586878154289	3.49819703774288
BA2724	0.008516582552271	2.399196107562445
BA2726	0.008866258111031	1.5225940503220925
BA2727	0.0105082912761355	2.078223993992436
BA2728	0.0145583994232155	4.0355077337406255
BA2731	0.0071449170872386	2.354304906357794
BA2733	0.006016582552271	1.2498370431321786
BA2735	0.0094772891131939	3.2753895470918213
BA2737	0.0095133381398702	1.7306871516863305
BA2742	0.0109138428262436	2.8714100641935887
BA2744	0.0048918529199711	0.7502114716354632
BA2746	0.0107534246575342	1.8540267314166303
BA2747	0.0102829848594087	1.3690251972269882
BA2748	0.0250684931506849	4.436553302962006
BA2751	0.0057804614275414	2.6069336413338395
BA2756	0.015416366258111	1.8479340916573057
BA2758	0.0097909156452775	1.2630714146263835
BA2760	0.0199783705839942	3.206779790941858
BA2762	0.0134895457822638	4.236120679193212
BA2764	0.0110994953136265	2.46904822736145
BA2765	0.0068673395818312	3.333762296605293
BA2769	0.0132498197548666	3.098055743171323
BA2772	0.0075180245133381	2.634688013230334
BA2775	0.0131074260994953	3.107400324679029
BA2776	0.0300306416726748	4.5977110292350405
BA2778	0.0114708002883922	2.3035493231012776
BA2782	0.0080569574621485	2.094649223915802
BA2786	0.0120547945205479	2.163364282797202
BA2787	0.0031254506128334	0.9154128610121388
BA2789	0.026472602739726	4.005860096105296
BA2791	0.0192880317231434	1.948761330383428
BA2792	0.0083723864455659	0.972155098832994
BA2798	0.019176279740447	4.797557870727642
BA2801	0.005706560922855	2.1145237406597657
BA2802	0.0085291997116077	3.997054380518485
BA2804	0.0094412400865176	3.509811901990069
BA2806	0.0151315789473684	4.888076392797196
BA2808	0.006452775775054	1.0777658079577053
BA2809	0.0128298485940879	4.224626554646977
BA2811	0.0167159336697909	2.3236128419844264
BA2812	0.006986301369863	1.4055990459657712
BA2813	0.0101748377793799	2.984544285626835
BA2814	0.012141312184571	0.9329366356739518
BA2816	0.0128983417447728	2.37658977766138
BA2817	0.0133705839942321	3.6752184772112817
BA2820	0.0195241528478731	3.044569210880172
BA2821	0.0274477289113193	7.775355069672131
BA2822	0.0146539293439077	0.5909874711070097
BA2824	0.0203262436914203	4.520966252739819
BA2828	0.0093727469358327	2.283850443047504
BA2829	0.0157137707281903	5.299303156959093
BA2830	0.0076910598413842	2.156777835348748
BA2832	0.0145367700072098	2.949588090668972
BA2836	0.0119899062725306	3.370274840318023
BA2837	0.0134246575342465	6.243940639148969
BA2839	0.0310886806056236	2.10940527960432
BA2840	0.0080533525594808	0.6839608965501828
BA2841	0.0249585436193222	1.2280837352344078
BA2842	0.0069790915645277	2.0056061212618777
BA2843	0.0125991348233597	1.9703466514528063
BA2844	0.0165176640230713	3.687826781036338
BA2846	0.0267069214131218	4.061969952534906
BA2850	0.0103568853640951	2.6312560387710597
BA2851	0.0235832732516222	4.160106468611472
BA2852	0.0104434030281182	1.402976540380507
BA2855	0.0142087238644556	1.5818531164356
BA2856	0.0061751982696467	4.002914179313519
BA2858	0.0095602018745493	1.8446479830864768
BA2860	0.0067519826964671	1.3838190827845929
BA2861	0.0149585436193222	2.437414304632595
BA2865	0.0138139870223503	0.6849381541328496
BA2866	0.0177505407354001	4.336678820349679
BA2867	0.0181416726748377	3.424628399686638
BA2868	0.022945205479452	2.727060317258635
BA2870	0.0288085796683489	2.4293822779520555
BA2871	0.0117988464311463	2.1250018263444845
BA2872	0.011559120403749	4.065599759786582
BA2876	0.0157948810382119	0.8827098515047175
BA2879	0.0138914924297043	2.2019180930646542
BA2880	0.0088518385003604	2.2373833839295423
BA2882	0.0111085075702956	2.4685289445905485
BA2883	0.0226189617880317	4.490370331566009
BA2885	0.0144754866618601	4.146473812638294
BA2887	0.0185832732516222	8.665269281420503
BA2889	0.0001099495313626	0.0029293857875095
BA2893	0.0105371304974765	4.057704882435205
BA2901	0.0094160057678442	0.909427860492126
BA2902	0.0132930785868781	3.2168520010921635
BA2903	0.0040879596250901	2.914658213417615
BA2904	0.0122098053352559	5.305943538623099
BA2905	0.0205587599134823	2.391634351383996
BA2906	0.0187761355443403	3.387709158530209
BA2908	0.0214978370583994	3.7977998203686094
BA2909	0.0079055515501081	1.7025568999992082
BA2910	0.0172152126892573	5.979355758577867
BA2911	0.0161535688536409	5.90179994385117
BA2914	0.0139798125450612	3.6699583769223687
BA2915	0.0079091564527757	0.1560131316137047
BA2921	0.0102000720980533	2.240921894138668
BA2922	0.017528839221341	3.759805589804623
BA2923	0.0063229992790194	1.0753581984161042
BA2926	0.0152487382840663	3.536584529648339
BA2928	0.0180551550108147	1.3843730532942868
BA2930	0.0134913482335976	2.5696636754197977
BA2932	0.0167591925018024	5.134017603203403
BA2934	0.0065338860850757	1.6143592405672276
BA2935	0.0084967555875991	2.6574992308661627
BA2937	0.0097638788752703	2.0519128203290404
BA2939	0.0099242970439798	3.905067926057035
BA2944	0.020232516222062	3.429533862669567
BA2947	0.0107516222062004	0.6410146525032266
BA2948	0.0091474405191059	1.913303642825944
BA2950	0.0101117519826964	6.169190338595986
BA2951	0.0080299206921413	2.6990058032298525
BA2952	0.0254001441961067	2.351004552361231
BA2953	0.0064059120403749	1.600983825001537
BA2955	0.0074098774333093	0.8679082537753356
BA2956	0.0048413842826243	0.7867914982338056
BA2962	0.0184571016582552	4.348378034180861
BA2970	0.0105118961788031	2.435190836108101
BA2972	0.0217393655371304	2.781619394746865
BA2976	0.0060994953136265	2.4890996841155384
BA2978	0.0098107426099495	1.7796197162712866
BA2981	0.0137527036770007	1.142186756020563
BA2984	0.0127253064167267	4.771652768198878
BA2986	0.0124855803893294	3.0709770444474973
BA2989	0.018972602739726	2.00753197822227
BA2992	0.0137328767123287	3.828864572875944
BA2993	0.0062509012256669	2.5743311630531576
BA2994	0.0163446286950252	4.521335993453818
BA2995	0.0128929343907714	1.7369373015071596
BA2999	0.0155875991348233	3.05231730160324
BA3001	0.0230966113914924	4.978562561339343
BA3002	0.0170007209805335	5.496217332235065
BA3004	0.0253803172314347	3.230371808714064
BA3006	0.0083777937995674	2.9002740973178125
BA3008	0.0010868781542898	0.0042131691641137
BA3009	0.0132912761355443	3.97777970897436
BA3010	0.0096232876712328	2.1735383331120834
BA3011	0.0240374909877433	2.7722341232191927
BA3013	0.0143240807498197	3.1256900150014846
BA3023	0.0165969718817591	1.216415786003013
BA3025	0.0182480173035328	2.467126624958816
BA3027	0.0054902667627974	1.562393861848449
BA3029	0.0092357606344628	1.8860733871213435
BA3030	0.0145746214852198	7.198737132513564
BA3037	0.0189149242970439	3.884828397225913
BA3038	0.0169196106705118	4.645269134614028
BA3040	0.0160490266762797	1.0061362714967452
BA3042	0.0222819033886085	3.5826505013959125
BA3043	0.0070421773612112	1.090512376726259
BA3049	0.0035255948089401	0.1313071072613324
BA3051	0.0110310021629416	1.4147345824202524
BA3053	0.0164708002883922	3.377876506346494
BA3064	0.0178640951694304	4.434062427252639
BA3067	0.0239329488103821	4.665838905126809
BA3068	0.0234066330209084	3.553018181524052
BA3070	0.0086355443403028	2.718290657178257
BA3071	0.0194971160778659	6.7046802459887065
BA3072	0.021346431146359	6.822742415245081
BA3075	0.0129073540014419	3.1658751792677524
BA3076	0.0033759913482335	0.5799978537169324
BA3077	0.0144196106705118	3.4898203540411923
BA2040	0.0086806056236481	1.9533530742226888
BA2160	0.0166672674837779	5.428082856396292
BA2303	0.0109228550829127	3.0809163868041374
BA2353	0.0162563085796683	4.138095510677812
BA2516	0.0162851478010093	3.3724754138491524
BA2590	0.0327685652487382	5.022109209050408
BA2647	0.0120223503965392	5.281789871750475
BA2891	0.009543979812545	3.0213067884783777
BA2924	0.0133219178082191	4.947276638726151
BA2971	0.0093204758471521	2.119505220474123
BA3036	0.0145259552992069	5.632442346657776
BA3059	0.015571377072819	3.084046166364559
BA3073	0.0136878154289834	4.528671480415908
BA3078	0.0171070656092285	5.979394523910249
BA3079	0.0097873107426099	2.1047817555648987
BA3083	0.0143294881038211	4.117049018685422
BA3084	0.0100558759913482	2.7225564723318776
BA3085	0.0095872386445565	2.1941641412386583
BA3087	0.0460724585436193	10.156331242418148
BA3089	0.0248864455659697	5.920845598690565
BA3094	0.0194214131218457	2.1176972162479384
BA3095	0.0163680605623648	4.940746025379366
BA3098	0.0141834895457822	4.331589585015043
BA3099	0.0234228550829127	8.380650422527925
BA3103	0.0260598413842826	3.649501982493729
BA3108	0.0228857245854361	5.427923014053191
BA3109	0.0128082191780821	2.924968693945579
BA3110	0.0175684931506849	4.5166412405972265
BA3114	0.0120421773612112	3.4985785494163912
BA3116	0.0108183129055515	1.6280680885390029
BA3117	0.030697548666186	7.054042219456331
BA3118	0.0119214131218457	3.4680504294888577
BA3119	0.0342880317231434	7.681655480705896
BA3123	0.0154091564527757	3.028467048366582
BA3124	0.0086968276856524	1.43708487254408
BA3126	0.0155641672674837	3.71985040748824
BA3128	0.0190338860850757	4.6796992309282
BA3130	0.0098792357606344	2.1023441190869923
BA3133	0.0151586157173756	4.759936723486319
BA3135	0.0262274693583273	5.915344215114349
BA3136	0.015542537851478	3.222051938412721
BA3137	0.0138572458543619	3.4817395436600567
BA3138	0.0158543619322278	5.060204349672189
BA3139	0.0150522710886806	3.243002664323873
BA3141	0.0224477289113193	3.546539913128269
BA3142	0.0263806777217015	1.93457355128638
BA3145	0.0116618601297764	5.2865964260944045
BA3146	0.0169232155731795	3.8652737152783976
BA3149	0.0144826964671953	5.268306230240313
BA3152	0.0138248017303532	1.3602755758908365
BA3153	0.0316888968997837	3.86096723498888
BA3154	0.0201856524873828	2.164120682881518
BA3156	0.0050630857966834	4.075872486166743
BA3157	0.0243006488824801	4.720347679429561
BA3158	0.015192862292718	4.3679529207693895
BA3162	0.0246665465032444	4.753617168266797
BA3163	0.0108471521268925	4.511071190222207
BA3164	0.0192736121124729	8.237065567177963
BA3167	0.0217844268204758	1.2406235397362633
BA3169	0.0142862292718096	3.8665663173921
BA3171	0.0217898341744772	4.176604804385184
BA3173	0.0176514059120403	4.676124484817669
BA3174	0.0074242970439798	4.3721098577147135
BA3175	0.0070782263878875	2.933149708293764
BA3176	0.0175648882480173	3.967806698692239
BA3177	0.0181578947368421	5.881923608975896
BA3178	0.018866258111031	0.7265572012559296
BA3180	0.0314023071377072	9.224345685338273
BA3181	0.0079632299927901	1.9160877032790735
BA3182	0.0166888968997837	4.299092700281443
BA3183	0.0248089401586157	7.232822405603231
BA3185	0.0126496034607065	2.9969654153773124
BA3186	0.0253749098774333	5.068013739657911
BA3187	0.0107930785868781	0.7027852634939293
BA3189	0.0150558759913482	5.3810698665567065
BA3190	0.0103731074260994	3.405293141435636
BA3191	0.0097116077865897	2.2375382017810184
BA3192	0.016888968997837	6.576826891218293
BA3194	0.0324909877433309	6.846517318672322
BA3195	0.0149477289113193	6.799525801995167
BA3197	0.0242429704397981	5.399735747399613
BA3199	0.025270367700072	5.49885287961526
BA3200	0.0230785868781542	6.609299659514877
BA3202	0.0192880317231434	2.851059394284509
BA3203	0.0158597692862292	1.9582105425234555
BA3206	0.0162743330930064	3.528070788956449
BA3207	0.0133020908435472	4.742616928163015
BA3208	0.0090915645277577	4.62404158238308
BA3210	0.0217123287671232	4.045738062193219
BA3211	0.0179812545061283	3.700957406393219
BA3212	0.0332281903388608	6.454666003083634
BA3213	0.0166149963950973	6.407601950597032
BA3214	0.009592645998558	2.345657737620408
BA3216	0.0157137707281903	5.865964898945708
BA3217	0.0261878154289834	6.499548023447445
BA3219	0.0107354001441961	2.6468680532072657
BA3221	0.0088698630136986	2.043637624543216
BA3222	0.0215771449170872	5.339974526607395
BA3225	0.0116240086517664	4.452957768930421
BA3226	0.0166204037490987	5.059932008355549
BA3227	0.0285291997116077	8.123151044142014
BA3228	0.0207173756308579	5.767368056562389
BA3229	0.0180821917808219	5.709418440320177
BA3230	0.0169899062725306	3.6454399424601776
BA3232	0.0152343186733958	2.881984942412681
BA3234	0.0154217736121124	3.6556451977088056
BA3235	0.0098558038932948	2.1487426272598253
BA3237	0.013042537851478	4.058518185639008
BA3240	0.0435886806056236	5.371401246764656
BA3242	0.0128731074260994	4.257890310431441
BA3243	0.0143330930064888	3.884000469332925
BA3245	0.0212076423936553	3.695840022594706
BA3249	0.0218637346791636	4.294566369444144
BA3250	0.0191041816870944	6.90589245157389
BA3251	0.0130353280461427	4.276553515189496
BA3255	0.0108309300648882	5.701604796510902
BA3258	0.0105461427541456	3.5210070632303507
BA3260	0.0103064167267483	6.316324714753941
BA3261	0.0220511896178803	4.9992168641523245
BA3264	0.029127613554434	4.358502952162084
BA3266	0.0226856524873828	9.554385870470512
BA3268	0.0360526315789473	7.559041589089535
BA3269	0.0187328767123287	3.547005070862784
BA3270	0.0144881038211968	3.510692813118953
BA3271	0.02060021629416	8.544339008688521
BA3273	0.0321178803172314	3.5624133007332124
BA3275	0.028923936553713	9.232135506445877
BA3277	0.0209318673395818	5.00333448162593
BA3280	0.020474044700793	4.979280174361294
BA3283	0.0126387887527036	4.128525049630355
BA3285	0.0137274693583273	2.866529611302947
BA3286	0.0178496755587599	4.103572120427973
BA3289	0.00443763518385	1.8310073022103988
BA3290	0.012072819033886	3.197323349417367
BA3293	0.0246773612112472	3.5857990836189546
BA3295	0.0183255227108868	5.061931076006239
BA3296	0.0086697909156452	2.2041451653086974
BA3297	0.029592645998558	8.094157641696908
BA3299	0.0119646719538572	3.630854922733848
BA3300	0.0211211247296323	6.469166219052848
BA3302	0.0303640951694304	9.02646346448956
BA3305	0.0147007930785868	2.7251837595608706
BA3306	0.0206741167988464	6.771284472349771
BA3308	0.0207624369142033	3.481548195979165
BA3310	0.0220061283345349	5.288466328510259
BA3311	0.0114113193943763	5.03487998145123
BA3312	0.0251261715933669	7.025981812315652
BA3315	0.0143006488824801	3.707817541863165
BA3317	0.0217303532804614	5.282441291830333
BA3318	0.0297746935832732	5.301532129588462
BA3319	0.0158723864455659	3.891829362742995
BA3322	0.0114095169430425	1.9809613483936956
BA3324	0.0199585436193222	7.006899066705285
