	TP53	SF3B1
BA2442	6.584497315619637	3.410966293655464
BA2446	11.409444008745888	1.5344025510134254
BA2449	3.80827141842354	2.356064100751041
BA2450	10.065909969438254	3.519331370196511
BA2452	5.530275985380949	2.951904546843851
BA2454	10.050518164012724	3.5800363507248094
BA2455	3.1121744505969904	0.5393154871879091
BA2456	1.6428057595187853	0.1207102191079664
BA2459	1.543457558391838	0.0323815313075464
BA2461	5.403871373243879	0.95278330527766
BA2463	8.73877302546214	1.416645689538503
BA2464	8.795399588261915	2.274301284478446
BA2469	0.6783650249201878	0.041105135024581
BA2470	4.3799458895372405	1.5174264355913207
BA2472	2.1751704872630646	0.1222859747483732
BA2473	2.4974969498687978	1.926382718921689
BA2474	8.824354902331613	4.932402265134477
BA2477	13.0100604910201	6.768566446326989
BA2479	1.6879410996094202	2.963803300077096
BA2480	8.914291103675762	2.962812060442108
BA2481	3.5824961331954244	0.1065127406211176
BA2482	5.745200177130098	4.55675387495229
BA2483	9.532002704875625	4.094619043491615
BA2485	10.549274104541334	6.688179817858615
BA2488	5.119187395997415	3.1325379968097127
BA2489	1.576730183123915	0.4959159455066064
BA2492	0.7560373527616385	0.6517676062656149
BA2494	1.9405529221398583	5.546111050285802
BA2496	4.463650362966122	0.936298316203406
BA2497	5.932011621118124	0.5076979597670999
BA2499	2.996071186805651	1.6321394161682796
BA2500	5.861087395060059	2.640884225108383
BA2501	8.949284639035302	3.3400008819669686
BA2502	5.686504998961241	2.2903437922450776
BA2505	4.5189515064933135	3.3599098264806018
BA2507	4.839717675513401	1.126609034687153
BA2510	5.46555046211878	1.117650744121614
BA2511	1.1116019317013208	0.5547863739144583
BA2512	10.517161738602296	2.4011947991320226
BA2514	1.9634369918916956	3.45310423481002
BA2515	1.615690067255877	2.492897976189933
BA2520	2.51778563174698	1.384062484318475
BA2521	11.11311782864978	3.6303167173797672
BA2523	6.098556005727347	3.255909992229567
BA2524	1.52524176832439	1.182336976769294
BA2525	1.888076254105876	0.927868361868006
BA2526	3.2087293851976453	1.5745202936037626
BA2528	7.548639046922788	2.664848081189622
BA2532	1.9914537182600571	1.586789054789917
BA2534	9.57321887934449	4.342877348807292
BA2538	1.5214642581164688	5.459500768679832
BA2539	6.012218947914058	3.452706536135555
BA2540	2.2482159791740277	1.6834681450257822
BA2541	8.692955829679391	2.4779100728231005
BA2545	7.0633946742203335	2.715710302742765
BA2546	4.977026327941901	1.1761256635660966
BA2552	4.149195380461685	4.987072698408354
BA2559	2.4786792235044146	0.7191279551595828
BA2561	8.46577337938879	1.0089444147921067
BA2563	11.652628721923412	2.168817586421358
BA2564	4.791695002892021	1.1562404789384766
BA2567	1.6523062574270515	2.944546980707733
BA2570	4.091735243206291	0.8088462579510084
BA2575	4.338621713171871	0.5436999654816376
BA2577	10.208037457549151	4.324663598029868
BA2579	6.236898298765786	3.419698922327602
BA2583	4.886379630844223	4.572907145605144
BA2584	9.35508285123087	3.803381818707128
BA2587	10.75551499738243	3.168909295779788
BA2588	5.180639119079832	2.217265202905625
BA2589	1.3416845480035298	1.3964120671328928
BA2592	7.384147426888736	5.069278178464495
BA2593	13.520968482333284	0.0398129393678121
BA2594	4.559297622718212	1.55384779379004
BA2595	2.448714178352799	1.1049828092472718
BA2597	1.81980166926654	1.0624154034010471
BA2600	2.2708074242840905	1.0177168916442754
BA2603	9.213470251939729	3.448005834667688
BA2618	8.85997814208934	6.639709954517876
BA2619	4.32348153570115	1.608222981017942
BA2620	10.991726235668184	7.257136306474398
BA2621	2.250272436274354	2.302562167266556
BA2622	8.279316076737258	5.740018604941144
BA2623	16.349187994660635	3.1361912788673103
BA2629	12.958719320292875	8.522674344341194
BA2631	9.4133371402126	3.2329857166970037
BA2634	3.5502326838084044	1.1973282787502224
BA2636	2.457739521380015	0.6665113492421927
BA2639	10.530206791972605	1.362958086800756
BA2644	6.793029152705679	1.159654428614658
BA2645	1.1792481282202347	1.6553232028782536
BA2646	6.442519963949149	2.292427173098183
BA2649	11.0312309092846	2.054793558903989
BA2651	1.3737364269979266	0.9328784512660028
BA2653	6.345179971602858	0.8253166337449686
BA2655	20.96763339572215	7.299985941750644
BA2656	3.882758283230144	1.3059148202384048
BA2657	8.997242795371793	3.998831667480205
BA2658	7.635953205240423	1.8268710853211807
BA2659	4.420720427240695	2.2619259953681525
BA2660	5.553156184494063	5.050824973655039
BA2662	16.380512971075806	1.2953582838747546
BA2663	1.6874490601625545	0.7875701277787662
BA2667	7.375836629976075	3.8148880510202687
BA2670	1.7089067336806978	0.0964147890654343
BA2674	8.096401596218259	3.0719907515118887
BA2675	7.510632491447894	5.470604185389457
BA2676	4.938100172481931	2.955025113249121
BA2677	6.813226622016171	2.3230404214585607
BA2681	4.888441883217966	3.0673529206032044
BA2682	5.5291812260232405	3.793461043671051
BA2685	4.841816713634703	1.388581302908514
BA2688	3.3057354192928567	0.6458573099095072
BA2691	5.944463441089175	7.970834409180971
BA2694	2.7147624469317817	6.238474858619174
BA2695	1.5176840766876218	0.5278184851152868
BA2697	2.018307619128485	1.3509235182574766
BA2701	1.3808038497058877	1.360539490071029
BA2704	8.32999480837688	5.085740183175416
BA2705	4.259849413248374	3.501425882081017
BA2707	4.800422792896705	2.5197496582377994
BA2709	4.447499278912186	1.3205904920919496
BA2712	3.452607571935762	1.4752564014835297
BA2714	8.097427866739112	7.656167967567946
BA2715	1.084897471335352	0.4659300873907615
BA2718	13.438720293522795	5.882814926834757
BA2720	2.126248644897054	1.0380797982424526
BA2721	15.787354104984486	5.548940628416671
BA2722	2.188754133921306	3.9711216110799374
BA2723	0.5633384124523837	1.877678906239308
BA2724	1.1961910994941276	0.9589716341175236
BA2726	4.333617991126465	1.6021027613169287
BA2727	7.230591375607429	3.2411675798066057
BA2728	8.996329947856347	3.304925770314513
BA2731	1.601089856904368	1.0221442669866077
BA2733	1.1585330566130023	1.1356592170870456
BA2735	1.263867721714608	1.176214772642601
BA2737	2.0653822514544045	1.817379873817898
BA2742	9.678278326940282	1.265688443647633
BA2744	4.734579735281033	0.6826428444347123
BA2746	3.995552656725704	2.246847036514953
BA2747	9.160304127807583	2.6896423547909816
BA2748	13.478797598887512	8.612325169056342
BA2751	8.462510783740354	2.820195249239303
BA2756	1.6768447444688832	0.9703809793178744
BA2758	5.347418890410429	1.8323795468818664
BA2760	2.6734409108996613	0.5152849513625629
BA2762	3.0132144773948384	2.552687809543795
BA2764	5.617028310732295	1.509975563432433
BA2765	2.913210030212973	2.39289134623134
BA2769	2.464771423555399	1.654345839016698
BA2772	2.2916259464404907	1.1316888526978304
BA2775	8.33741402688843	5.604863226691362
BA2776	15.98730941625499	2.6182270335041005
BA2778	8.015673769100099	1.421190336075034
BA2782	4.944411112298356	1.5311907466458643
BA2786	7.700001801995604	0.7852042741944069
BA2787	1.4164680780800984	1.800247437353734
BA2789	14.612672846175265	14.008737175363926
BA2791	3.3919906510404627	1.7045683684067263
BA2792	7.301402310951574	3.018878411729552
BA2798	2.136213236439552	4.100505762437636
BA2801	1.110711760941699	1.3764703757939605
BA2802	4.580645152204441	2.5253315131359857
BA2804	3.127325598072549	0.7555484542008238
BA2806	4.024601626224349	7.745564664145458
BA2808	0.0321583178726035	2.78559806484282
BA2809	6.164149019320038	2.7334907416277763
BA2811	7.522919876960658	2.552131987877516
BA2812	5.528950800554404	2.0941482784156835
BA2813	3.881314118270907	2.8097613443001364
BA2814	6.190085264571876	2.054095618905114
BA2816	5.198553326221446	2.1198042413487403
BA2817	1.2702122337805408	1.3376205975782405
BA2820	16.186352260260932	4.070998956845965
BA2821	15.615860025942858	5.066381821748393
BA2822	6.592838490668989	2.884351488167197
BA2824	13.756066773353558	1.0998169310286623
BA2828	4.203149608931455	3.6181223683550248
BA2829	10.378580226330731	4.534557564311359
BA2830	2.4970982145303755	0.6709554667506056
BA2832	6.751948482659534	3.952292095295011
BA2836	1.2971688750228962	2.445039848180031
BA2837	5.085304327451365	1.995631670825597
BA2839	1.4896625537205594	0.9436462415281752
BA2840	8.969869965243106	1.1492535974368214
BA2841	5.448407400318256	1.9139072277193088
BA2842	1.135910655267999	0.6612899451203657
BA2843	1.7878220168931778	1.6562102715697948
BA2844	6.073471914163233	3.821757250756895
BA2846	3.906472505045551	3.3001621146526645
BA2850	3.2806599123577205	1.828463643952976
BA2851	10.478957851926648	1.6131893978446552
BA2852	1.7629710451041474	0.921993389809632
BA2855	2.3722636347667003	0.0503785843213644
BA2856	1.2708749021930474	0.5300314770969905
BA2858	4.608981256768276	0.7114815296348503
BA2860	3.565933863817373	1.2262364264523182
BA2861	7.923136275322277	2.402131189545346
BA2865	8.624366262454235	2.129704837588824
BA2866	8.366138308755593	3.013038703143604
BA2867	3.33857517726818	0.7455546963980773
BA2868	13.018722412787383	7.515001741124448
BA2870	24.274332237480408	10.322297744445509
BA2871	1.1133244383261105	3.4221688480142816
BA2872	3.8164708275390784	1.6477955843867516
BA2876	1.859183571717017	0.0957137393726782
BA2879	0.575070640946413	0.9531210378014084
BA2880	3.5156026952167894	2.6670752758807885
BA2882	5.07628512149973	2.331904014622404
BA2883	1.4333433869769687	1.041376210613712
BA2885	9.136538431090091	0.8719233342609193
BA2887	8.464919129119613	2.4644347656172783
BA2889	0.0680457763349801	0.0001248439450686
BA2893	8.04047064975798	3.066329078603025
BA2901	3.1986274697820662	0.0317730501306983
BA2902	2.5259150245335555	3.0100672119655543
BA2903	0.268511764252472	0.04812813915614
BA2904	7.067304677141686	4.618916602419935
BA2905	1.8895330543500517	0.9351763781874364
BA2906	8.908715478396855	4.94215177891217
BA2908	9.043472851679276	4.5110256667594255
BA2909	3.645192582703174	2.4489723716243854
BA2910	5.533673432065147	1.594387139400962
BA2911	7.35601010438844	9.404135429069326
BA2914	8.315020190566022	3.2489443539667984
BA2915	2.164371517675939	0.1575190649325371
BA2921	2.0954264332452808	1.641957001069005
BA2922	10.62765705375156	2.7456192472563985
BA2923	4.466900161142507	0.7224224439304705
BA2926	7.629097223448881	6.687000187037824
BA2928	12.62873294899734	1.9118917963386208
BA2930	6.154426145694959	5.58017983762684
BA2932	12.130844731127125	7.813152127137059
BA2934	1.3562957851481563	1.066804732513104
BA2935	2.653105174408604	1.673007552982645
BA2937	7.498193237452195	1.0652045403051302
BA2939	2.2079754294917957	2.5373235723920007
BA2944	20.71466634512917	3.672323777677416
BA2947	11.442166833647804	2.2556267591819603
BA2948	1.1082148986684204	1.6022588162482645
BA2950	9.632561714139898	3.3056537960314523
BA2951	5.951188238147757	3.714504555055268
BA2952	14.544101644140271	7.945331247025262
BA2953	1.3781259502585508	1.0622547637621065
BA2955	3.5779808539522246	1.5735880773272142
BA2956	0.6412839524065527	0.6742777678936652
BA2962	11.974556452354564	4.514064286268231
BA2970	2.76728539524176	2.1501201984121554
BA2972	8.19807025798213	1.6972456171563868
BA2976	7.68942255194602	1.1234965124288914
BA2978	6.41703002223666	0.6784917224358712
BA2981	0.652906061240974	0.464518225543284
BA2984	4.235287245520808	1.3895178377819446
BA2986	8.162509590569805	7.139863348341978
BA2989	3.1500995548410207	0.7722661228884115
BA2992	4.418766081231521	1.9699573082368111
BA2993	2.212900676301756	3.8777916763607
BA2994	4.952266231396034	1.7558718623644929
BA2995	2.99340604018802	1.3120625253755585
BA2999	6.3906852737137685	1.5218285152086082
BA3001	10.39880202445873	3.283498109093232
BA3002	7.336794699784175	4.609381041663816
BA3004	14.116715846979064	2.9380858579637814
BA3006	8.252270837306234	1.748787766814016
BA3008	4.2866496857377365	0.0077259165993786
BA3009	4.436179966926807	5.390947118477055
BA3010	6.1059405634669295	1.3260803715209823
BA3011	2.784057131540242	0.7382217721149416
BA3013	12.586256499724248	2.0879046289580168
BA3023	3.248181807296057	0.9683986825238244
BA3025	11.795087855677894	5.080337428397208
BA3027	1.8190710835196224	3.00421939840729
BA3029	0.8763687576046825	1.7401704021009063
BA3030	6.732151955359885	3.945677107330818
BA3037	0.7406337561266323	0.4762799165476772
BA3038	9.220468526123	5.051456112259189
BA3040	10.131509852482283	2.834850863947472
BA3042	7.880233108835697	4.309006570653918
BA3043	3.3214692717064564	2.248677657799857
BA3049	5.744367216003986	1.7313959408230577
BA3051	1.7632316934133028	0.6646889545802217
BA3053	17.17856728332196	7.861453717262678
BA3064	11.426613287051367	3.322682981534957
BA3067	3.971068898516835	3.741009251529377
BA3068	1.7139153825785636	4.13495857796512
BA3070	3.9158628540420777	3.443687359436515
BA3071	6.690655920715455	6.077216535055907
BA3072	7.4441840132338255	8.213110499816764
BA3075	1.2491121104239569	1.3901999555975253
BA3076	0.3290035271849247	0.0173066249405052
BA3077	5.451401359788114	2.748373652909503
BA2040	2.383892823099383	2.375963693373539
BA2160	11.539734945424426	7.2642666976875745
BA2303	7.463308501706293	2.840539695356444
BA2353	10.822900007551391	6.337646980555671
BA2516	10.627818321365057	6.1525607150623225
BA2590	12.81367377381369	7.098047545622784
BA2647	2.9984253470233098	3.8849425733059006
BA2891	5.174547962158221	1.4775576433842594
BA2924	2.582705972752072	4.889603897989876
BA2971	1.5854315417505231	3.468802501744926
BA3036	6.503188905241124	6.45483500374836
BA3059	1.0097287513996918	1.0846267987184108
BA3073	7.1990670043622735	2.979660609986603
BA3078	12.946903516316324	5.116092346503533
BA3079	1.3646973961989346	2.368091955700928
BA3083	6.697350327116042	5.811712840678749
BA3084	10.734268728262462	2.779812080210334
BA3085	9.610881378255511	4.24132050223457
BA3087	15.337301013841849	9.970414668935453
BA3089	11.853567356438884	5.824776961198015
BA3094	6.801759993324186	4.087964389823318
BA3095	9.71028807970256	6.108688157768685
BA3098	9.236971538084326	3.053186060055868
BA3099	13.090206837982374	8.625616342847932
BA3103	1.614517260987918	1.4367437019194949
BA3108	15.642078447811906	10.156121900000151
BA3109	0.7703861138349644	1.3927302351962607
BA3110	3.447038366842655	2.5078610552278597
BA3114	3.5866801602643537	2.7530216948668005
BA3116	2.3925144815207022	1.0875424370572109
BA3117	16.890939743361592	7.193373265148163
BA3118	2.361970070571154	5.277096192183644
BA3119	13.444196252475477	12.883161912408516
BA3123	5.786639365500211	4.803611327801272
BA3124	4.336063938041852	4.21054428006405
BA3126	5.726977872095656	2.8246321209328777
BA3128	3.14903558564337	3.608092487922375
BA3130	4.532483798636333	2.5404865644497363
BA3133	0.620446569891931	8.316171632292765
BA3135	2.5985889691786146	5.669922987556664
BA3136	10.09440470147002	7.408721497640738
BA3137	4.858262733543676	1.6213128686583913
BA3138	2.6455798845607426	2.926481202698819
BA3139	13.370849088005434	6.8770572259705816
BA3141	12.648730844908464	4.599395654944109
BA3142	5.748017334281799	14.0982824377567
BA3145	1.520235981899007	4.677822210665414
BA3146	7.388156786803747	3.2749571865861946
BA3149	0.8452928419011833	2.387201305919367
BA3152	6.9098235190799135	4.349984345086304
BA3153	1.861053482697555	3.0527241982844227
BA3154	0.7157482917318699	4.28942234204808
BA3156	15.633443146582904	3.2278813784839597
BA3157	13.717961630797872	5.383763330246449
BA3158	5.978434887400639	2.427680769014372
BA3162	1.745220597852206	0.9929945971919996
BA3163	4.119575633976791	1.6091564442133084
BA3164	14.01369975533636	5.868617775283941
BA3167	4.106989071237717	1.3512052762913591
BA3169	1.5403379036422693	0.8099630790379262
BA3171	2.64769875983621	5.544770658175454
BA3173	4.618444181534551	1.7308377241602686
BA3174	1.225304999204696	2.78049200831482
BA3175	3.1147708461274544	3.916354169042656
BA3176	8.366915351712338	1.398144493560881
BA3177	14.383280808732884	2.6684240618836683
BA3178	11.04530380764288	2.2011568745523635
BA3180	2.389200429470613	2.8429799230863977
BA3181	4.107804565570681	3.4169526216468147
BA3182	10.283479445206073	6.465568450520892
BA3183	7.707896290573495	8.637727802183933
BA3185	2.09814643431112	3.3780862457251213
BA3186	4.930075069869157	7.658752176405559
BA3187	4.387623745119788	2.660248828732659
BA3189	8.606060206799855	7.486407566060087
BA3190	1.9054535072318075	1.344322793828056
BA3191	7.4800404045123	4.6694024901881175
BA3192	4.391174582041212	3.5077787205700552
BA3194	16.456396828308634	8.662644524733851
BA3195	4.733956309124763	7.4496398989691635
BA3197	7.0834163410671245	10.054760629602765
BA3199	14.893885416518865	6.719935411125861
BA3200	11.172176168777597	7.819164366709701
BA3202	6.211854984162505	2.685428461074084
BA3203	0.462865535939629	1.0415124745103943
BA3206	8.89350367937644	3.960770595829513
BA3207	6.236066454663524	9.902281146739536
BA3208	5.39436780732066	6.055922803560105
BA3210	0.9254680142509302	1.414333149336776
BA3211	7.286440941111669	5.250568268044968
BA3212	13.90084344006516	5.928094555982853
BA3213	7.2163041184393935	4.602520007724814
BA3214	3.061965510161289	6.220395204836827
BA3216	3.693837304190768	5.618746466429752
BA3217	7.2290811027363695	8.902646775270254
BA3219	7.194942439126423	3.3432382481703
BA3221	5.875145536053527	3.35154335856063
BA3222	15.028627502841532	4.655330714803816
BA3225	4.7234968814869145	2.93339371005488
BA3226	9.573149417250905	6.800439759375081
BA3227	11.548100320860753	6.344520643349284
BA3228	13.031576053566567	8.08669053299697
BA3229	11.257910854005528	7.676464217231506
BA3230	6.9361542225314	2.888449091497991
BA3232	11.728760604111896	4.301224086517919
BA3234	6.996621698419788	4.332855018316021
BA3235	4.965874758559991	1.915317492902447
BA3237	2.935763294187172	4.639006836764641
BA3240	9.34082336261989	10.116098999271616
BA3242	5.0475834925523335	3.331326029734452
BA3243	7.025342022991135	2.9046507866993294
BA3245	1.3884219118686445	3.3602777891825237
BA3249	1.585349419007639	1.7662823115441877
BA3250	10.225006592347055	3.933912694393884
BA3251	4.144675295396382	4.276729172274
BA3255	9.698192129195943	5.48695761692525
BA3258	7.573466978596803	1.7224400452540294
BA3260	1.8081438700173231	1.0478724751794728
BA3261	8.67655944921525	4.870043185968817
BA3264	11.512219382915497	11.23593616992158
BA3266	9.45808487627196	12.655947589873191
BA3268	14.486433083951813	9.627225643645808
BA3269	0.5394015960252108	2.378683040839632
BA3270	8.21347318798494	6.257724076633806
BA3271	10.67642347488158	5.419991651726451
BA3273	0.1307225817365397	1.8203280536965825
BA3275	7.346829474213139	4.6617186114798645
BA3277	2.502457281351905	1.1887544877672702
BA3280	1.5952265048521377	2.9610502249776087
BA3283	1.789056666616367	2.004062218207752
BA3285	12.944153894934344	5.7232340132082165
BA3286	10.443565640805431	3.752073025344385
BA3289	1.1660382190912415	0.4495356215814276
BA3290	4.807436548294259	8.673827288058016
BA3293	15.613590739482175	9.284535522740304
BA3295	7.791904652993529	5.400211193073215
BA3296	3.925540541410126	6.435364320786594
BA3297	12.817903020225929	11.028395922575465
BA3299	2.069490887899604	1.7767219872844695
BA3300	8.89918583362261	4.756270975227372
BA3302	16.954578670326512	15.037900211520007
BA3305	4.800360717676655	3.382023148591666
BA3306	4.929562999898404	4.024635907308313
BA3308	9.543242419641448	8.715486115863088
BA3310	3.181497384800524	3.9395821225295418
BA3311	4.782832057077079	6.11081535565318
BA3312	12.733872962967148	7.919782610348514
BA3315	5.186781523589535	6.101530486404784
BA3317	13.922508639325905	8.061095334546799
BA3318	1.4807227965024126	1.6558276347622718
BA3319	7.139020891930767	0.2441810252409822
BA3322	6.904085618316202	2.9021558922236363
BA3324	7.495927604746196	6.968018258236888
BA3325	1.351274448198906	7.743812142556275
BA3326	6.7782810111651335	1.3067779009490268
BA3328	7.547825732369589	9.490785619680636
BA3329	7.488910948293375	4.566633471254719
BA3332	6.25653214657412	1.507759522582156
BA3333	5.692624350807811	11.637307978303612
BA3334	2.1330637647598447	0.4513920099875156
BA3335	2.801851912072096	5.688921840999604
BA3339	5.922770442356887	3.6418119783279423
BA3341	0.6608588373571984	2.062199914540442
BA3345	2.924949411938865	2.438859806788409
BA3347	3.616719109221729	1.3679641845379027
BA3351	8.614564853936525	7.446937293669149
BA3352	5.280276120889902	0.8842332741807212
BA3353	13.472213887054126	9.145652997699282
BA3357	10.146071922479312	5.684862428359192
