	TP53	SF3B1
BA3362	11.357770474075744	3.3403728135202493
BA3367	1.8547931723671427	3.3419890103874423
BA3369	11.977269448540548	6.889214099002313
BA3371	1.575778728882254	1.6825871968808783
BA3373	16.32544589028262	20.23629457544695
BA3374	4.875487867921422	1.4028629180029226
BA3375	4.179687728436753	5.380317903473276
BA3376	9.478785062539664	4.92999922447732
BA3379	10.754390475523389	7.306065575764765
BA3380	3.250882412402792	4.035790713800198
BA3381	12.256402214427588	10.188157920747663
BA3384	10.406444775902456	2.3368678919925
BA3385	6.497014294028218	6.676575573164484
BA3386	12.258859751889808	6.266920429852454
BA3388	2.0373395330261705	0.8071718968828551
BA3390	2.7604390962272407	3.194429177292088
BA3394	6.443195392242973	11.355345145608185
BA3395	4.2761944339420985	1.8988592137416536
BA3397	5.668096908764594	4.166165717031542
BA3399	0.9948656740547308	0.4509431040067151
BA3400	3.228250134696544	2.0476180809311137
BA3403	11.409542625883178	4.745064163096981
BA3405	9.666107570691675	2.728556805515639
BA3406	6.294531723364698	4.186115247232068
BA3407	2.249300581821931	1.3746311173152923
BA3408	2.022710252464818	2.693258366140984
BA3410	2.027435693949719	4.029314095808984
BA3411	11.09440814198713	6.916556580461999
BA3412	9.682942990085344	5.771902623243478
BA3413	15.174055598229884	4.533433885170942
BA3415	1.5075778560340645	6.253029412077777
BA3416	9.37795349374526	6.819673771062664
BA3417	8.003175796747339	3.8156430299519024
BA3418	2.663966809245466	0.9401166781474436
BA3421	1.5486355505826397	1.1040734328739503
BA3422	3.2350972315890703	5.258116536728601
BA3423	2.956341602296696	2.5043194788487595
BA3427	5.039461368933654	4.516365794279683
BA3430	1.470529567249394	0.4682961462605361
BA3431	0.6644513682173385	0.4734616975431138
BA3433	1.2684362494077317	3.683575326821984
BA3434	6.952150884828426	7.568311375397076
BA3435	6.96312226778798	4.923777882701434
BA3436	10.73128274253199	4.001661899483137
BA3438	6.692067349966411	8.543050533666047
BA3445	2.8596162690741727	1.9600419770658173
BA3446	6.762725766577692	4.630120548157677
BA3447	2.1685373915589192	0.913590061752894
BA3448	9.295582216231727	6.293018319062196
BA3449	7.364819549745412	3.1305215618114386
BA3450	1.0306684467942244	0.5583604310081339
BA3451	8.911989992451932	2.763490924103701
BA3452	1.828817571309321	1.593654346500492
BA3453	1.637528591477676	2.189872373297081
BA3454	18.16516241952004	6.356965189676121
