	Sample	Feature	ExpressionGene
0	BA2409	1	6.66888521161026
1	BA2496	1	6.87847286019697
2	BA3037	1	7.81101053195418
3	BA2865	1	7.04635072837336
4	BA2751	1	6.77246010495607
5	BA2286	1	7.33073792117204
6	BA2488	1	7.24053779186389
7	BA3379	1	7.00010998499046
8	BA2887	1	7.41889646736553
9	BA2712	2	7.50539293842063
10	BA2068	2	7.4914611939268
11	BA2104	1	7.44951411714195
12	BA3124	1	6.57560815980456
13	BA2449	1	8.06147774301482
14	BA2235	1	7.04635072837336
15	BA3038	1	6.89245255653176
16	BA3006	3	6.73983231150721
17	BA2667	1	6.65958088429919
18	BA2239	1	6.67392482770239
19	BA2782	3	6.70809549173072
20	BA2649	1	7.27898774790875
21	BA2861	1	7.12189404339898
22	BA2134	1	6.79404595569359
23	BA2909	1	6.82793872143045
24	BA2653	1	7.60044547310861
25	BA2947	1	7.43138197639579
26	BA2162	1	6.40264148496757
27	BA2564	1	7.18398636132438
28	BA2597	4	8.12977902219921
29	BA3243	2	6.99925381802676
30	BA2446	1	6.91265400996675
31	BA2525	4	7.20386734649371
32	BA2876	4	7.7729524118183
33	BA2357	2	7.07994856692804
34	BA2546	1	6.98137959105818
35	BA2742	1	6.89778124838191
36	BA2316	1	6.82066158800154
37	BA2087	2	8.16435812995303
38	BA2148	2	8.08701091285537
39	BA3178	3	6.92369940347749
40	BA2072	1	6.9848366218031
41	BA2733	2	8.23886821722062
42	BA2995	2	8.4594113881339
43	BA2069	1	6.79463806745523
44	BA2681	3	6.89511146582289
45	BA2832	2	7.26851020715081
46	BA2600	4	7.65632337592004
47	BA3230	1	6.59203093136997
48	BA2731	2	7.67233847579442
49	BA2294	4	7.42415546195164
50	BA2816	4	7.47416545591404
51	BA2814	3	7.04851156959908
52	BA2631	1	7.07695814218809
53	BA2023	1	6.9785897904033
54	BA2375	1	7.02911174492955
55	BA2485	1	6.72991592484699
56	BA2455	4	7.79384765019346
57	BA2636	4	7.45866975783138
58	BA2325	1	7.62080780455831
59	BA2156	1	7.00924527251429
60	BA2511	4	7.47316503302079
61	BA2505	4	7.65276972214058
62	BA2871	3	7.73994866868774
63	BA2227	1	7.86810697410873
64	BA2812	3	6.51657057172327
65	BA2125	1	6.96289154217268
66	BA2603	1	6.6430484484285
67	BA2808	4	7.95104961478815
68	BA2482	1	7.10851364264035
69	BA2594	1	7.33618294917006
70	BA2747	4	7.1445927897216
71	BA2561	3	6.37831338727117
72	BA2567	3	6.73108967735957
