	DNMT3A	TP53
BA2217	2.0109583228318337	11.168413297451291
BA2218	0.3445802528520448	1.038135953656088
BA2220	0.2158140627418481	12.09187166983528
BA2221	0.1123345902334619	3.7294796059077866
BA2224	0.50439950982126	3.4475879150133317
BA2226	0.8732113967481294	17.966876274753428
BA2227	1.1770681874430475	8.633700414487945
BA2228	0.1756566002668675	3.5815397430923976
BA2229	0.4751961882078786	2.330314829985168
BA2233	0.652611372360466	1.7360063685079294
BA2234	0.1253648500016553	7.468947578959061
BA2235	0.175866222457809	9.810041962650772
BA2236	0.3285167351903352	8.041259177085172
BA2239	0.1714125851037873	6.382578515078404
BA2240	0.5717301014229117	6.585321450190121
BA2242	0.5819394119805501	4.786006647623127
BA2244	0.2843519009376707	7.660004573789163
BA2245	0.3750327072183909	11.92861108727505
BA2248	0.3118143728257943	1.91740617487652
BA2249	0.4332410668101266	10.192757805463216
BA2251	1.0331853833965587	17.372493996154333
BA2256	0.5170178480586665	6.06297834540103
BA2260	0.1635494751200925	4.670202188582755
BA2261	0.7411661772531666	0.6409563579015518
BA2269	0.0514481175701506	0.8857144743382452
BA2271	0.3975245005379642	10.088486978018516
BA2272	0.2766335588647716	6.287866561641059
BA2273	0.3883456318198185	2.283128458890182
BA2275	0.7906998485809084	9.24833161681508
BA2276	0.1930645223276748	5.41916237255576
BA2277	0.8546168491637717	11.29872493643386
BA2280	1.3403744661128272	23.04153763181785
BA2281	0.3742486776379176	7.825995509907861
BA2282	0.1848252696301412	2.965141936513149
BA2286	0.2924677972517953	11.249733388572938
BA2288	0.8689960641896194	1.5644231707720302
BA2292	0.0383764464488665	10.644237576834568
BA2294	0.8926650952809216	11.157872521890058
BA2296	0.7958449564827293	10.023958938840376
BA2300	0.8105652707227917	1.6955819878184366
BA2301	0.1512653313907045	2.229672369244879
BA2302	0.1781291916276537	0.6932662065840063
BA2304	0.1342898984526482	3.849626748040035
BA2306	0.5401721990788467	6.697941474122493
BA2308	0.918211471699353	3.677477685235941
BA2309	0.1763206638680505	8.962593496512927
BA2311	0.1760659011994245	3.5025002559226284
BA2312	0.6757120776156089	3.0700888860446485
BA2316	0.1292452424412816	7.202894985944553
BA2322	0.7836452764609124	6.2764298965956735
BA2325	0.059416367332984	4.822445763466188
BA2329	0.1829182068266463	7.235013429596921
BA2334	0.5601448744652351	3.249828856829626
BA2339	0.1039325783070219	1.095189681755157
BA2344	0.7171623628083545	10.545453432640215
BA2347	0.0733246332693876	0.9072281655795223
BA2348	0.0563834165382755	0.8143839692703658
BA2350	0.0687448652717671	0.7462283897940213
BA2354	0.5649239948038823	10.335238887324664
BA2355	0.2402441112801165	1.258867188875383
BA2357	0.0769123129206903	2.291165983872064
BA2360	0.6835659009126082	14.675759799697069
BA2361	0.9467138467155864	1.167600081701121
BA2363	0.2013801892904489	2.766269235045573
BA2369	0.414873241135215	2.387320153824702
BA2374	0.4334668550253931	8.164556113260431
BA2375	0.512061926493074	7.940083027628458
BA2376	0.187392021027014	8.116006090143474
BA2377	0.1966266034983252	12.041644274602982
BA2379	0.1859523035553871	1.1509691842235488
BA2385	0.152949964951423	0.681149692338905
BA2386	0.3828690029882881	2.6711101841054568
BA2387	0.1326860295492633	13.36294284562111
BA2394	1.28729052993089	7.151426861425691
BA2399	0.4459573066888792	7.515970289289149
BA2400	0.7696569294530675	14.966263952234096
BA2402	0.2305528668789867	3.0127964728922945
BA2405	0.1687941960019158	0.9955951337152702
BA2406	0.550402929983847	1.1467166727417792
BA2409	0.204315745002997	6.055486893216831
BA2410	0.304621398174643	2.186392637290706
BA2412	0.1317688752634919	3.3164095860181617
BA2413	0.4473235049280832	2.1527530898910414
BA2414	1.599491958875364	12.21088799299077
BA2415	0.1148539006855739	5.46005805550539
BA2417	1.337533555314113	5.606385423972662
BA2418	0.2762351313664459	2.8365955946333994
BA2420	0.2310167770745552	9.7627346628719
BA2421	0.1248639661925869	4.069696393368326
BA2423	0.1345809588727959	3.0012558965833844
BA2425	0.4554703213617888	3.610916843715792
BA2426	0.4718236560602522	3.347107776277044
BA2427	0.1490400221697363	0.9531986678113124
BA2429	0.329031989925242	5.360456181536138
BA2440	0.1622128696814486	0.3890022962627702
BA2441	1.6139302908224038	18.42361105107856
BA2442	0.3804119201097979	6.584497315619637
BA2446	0.2001238359012414	11.409444008745888
BA2449	0.2287970587036531	3.80827141842354
BA2450	1.4455575219911612	10.065909969438254
BA2452	0.3308325464918646	5.530275985380949
BA2454	2.200586435986676	10.050518164012724
BA2455	0.345850794601501	3.1121744505969904
BA2456	0.1109490055855878	1.6428057595187853
BA2459	0.1343229897677482	1.543457558391838
BA2461	0.3576983560536166	5.403871373243879
BA2463	0.4722574616693779	8.73877302546214
BA2464	0.3978457402927364	8.795399588261915
BA2469	0.0707174080469741	0.6783650249201878
BA2470	0.829096922119146	4.3799458895372405
BA2472	0.1427092567573498	2.1751704872630646
BA2473	0.14440797310754	2.4974969498687978
BA2474	0.6927629557403411	8.824354902331613
BA2477	0.681689466720368	13.0100604910201
BA2479	0.1776972071235237	1.6879410996094202
BA2480	0.3190556321984708	8.914291103675762
BA2481	0.0963988557689032	3.5824961331954244
BA2482	0.3960059195757783	5.745200177130098
BA2483	1.2695197781603915	9.532002704875625
BA2485	0.4396756763186226	10.549274104541334
BA2488	0.2479588444473664	5.119187395997415
BA2489	0.0987155128266856	1.576730183123915
BA2492	0.0661047669468101	0.7560373527616385
BA2494	0.4360524146066351	1.9405529221398583
BA2496	0.1166748542849611	4.463650362966122
BA2497	0.0989981411296462	5.932011621118124
BA2499	0.2037565437747856	2.996071186805651
BA2500	0.4721345142772626	5.861087395060059
BA2501	0.4816688295202621	8.949284639035302
BA2502	0.1638465093407732	5.686504998961241
BA2505	0.2124773452250946	4.5189515064933135
BA2507	0.7322819781538245	4.839717675513401
BA2510	0.1988790031605586	5.46555046211878
BA2511	0.1227612292575707	1.1116019317013208
BA2512	0.3319279693979129	10.517161738602296
BA2514	0.1504328415425985	1.9634369918916956
BA2515	0.0942200510207396	1.615690067255877
BA2520	0.4753243867453362	2.51778563174698
BA2521	0.4124049363037384	11.11311782864978
BA2523	0.2414343473868867	6.098556005727347
BA2524	0.1617041942440691	1.52524176832439
BA2525	0.1242240092794612	1.888076254105876
BA2526	0.1721578891325065	3.2087293851976453
BA2528	0.5811953456406841	7.548639046922788
BA2532	0.1418639295741579	1.9914537182600571
BA2534	1.2894096471898533	9.57321887934449
BA2538	0.3724935018034421	1.5214642581164688
BA2539	0.2473384989090979	6.012218947914058
BA2540	0.0392767792214953	2.2482159791740277
BA2541	0.3937315952460676	8.692955829679391
BA2545	0.323874393433841	7.0633946742203335
BA2546	0.2799703549111725	4.977026327941901
BA2552	0.9149504511235462	4.149195380461685
BA2559	0.14604252116698	2.4786792235044146
BA2561	0.267564448818346	8.46577337938879
BA2563	0.7464626423826584	11.652628721923412
BA2564	0.2903125005311262	4.791695002892021
BA2567	0.1688990342602005	1.6523062574270515
BA2570	0.5441987125534858	4.091735243206291
BA2575	0.113993415515483	4.338621713171871
BA2577	1.0114167075149012	10.208037457549151
BA2579	1.02388725941294	6.236898298765786
BA2583	0.6173553319213095	4.886379630844223
BA2584	3.188228154668748	9.35508285123087
BA2587	0.7056228868811733	10.75551499738243
BA2588	0.5454191265941115	5.180639119079832
BA2589	1.1554841958513062	1.3416845480035298
BA2592	0.4516867213074516	7.384147426888736
BA2593	0.0482078021875235	13.520968482333284
BA2594	0.318736959768664	4.559297622718212
BA2595	0.165925845479081	2.448714178352799
BA2597	0.1956060277048242	1.81980166926654
BA2600	0.3145612729561897	2.2708074242840905
BA2603	0.2955805106291863	9.213470251939729
BA2618	0.4605459480209012	8.85997814208934
BA2619	0.3964742673762612	4.32348153570115
BA2620	0.3429567901630611	10.991726235668184
BA2621	0.2521754146457712	2.250272436274354
BA2622	0.1820431796607657	8.279316076737258
BA2623	1.0283085416478084	16.349187994660635
BA2629	0.4695763482228556	12.958719320292875
BA2631	0.3945279612030792	9.4133371402126
BA2634	0.376498154243872	3.5502326838084044
BA2636	0.298505593504929	2.457739521380015
BA2639	0.539061794585312	10.530206791972605
BA2644	0.6555710697629737	6.793029152705679
BA2645	0.5763828990678791	1.1792481282202347
BA2646	0.5716253213226956	6.442519963949149
BA2649	0.3679098787072297	11.0312309092846
BA2651	0.1820603245896505	1.3737364269979266
BA2653	0.2516713230269166	6.345179971602858
BA2655	0.3170650738691498	20.96763339572215
BA2656	0.3431771918194494	3.882758283230144
BA2657	0.4038453553346112	8.997242795371793
BA2658	0.6219957447398035	7.635953205240423
BA2659	0.4637602320668896	4.420720427240695
BA2660	0.2191428208101416	5.553156184494063
BA2662	0.3877015943012521	16.380512971075806
BA2663	0.5880826526291726	1.6874490601625545
BA2667	0.4348011249922904	7.375836629976075
BA2670	0.209885389528405	1.7089067336806978
BA2674	0.807604059291578	8.096401596218259
BA2675	0.4689991010933024	7.510632491447894
BA2676	0.2090818863244369	4.938100172481931
BA2677	0.2974628991676514	6.813226622016171
BA2681	0.3940031642319385	4.888441883217966
BA2682	0.2396315702058518	5.5291812260232405
BA2685	0.3368005097558983	4.841816713634703
BA2688	0.3577720637814585	3.3057354192928567
BA2691	0.1672248532251762	5.944463441089175
BA2694	0.3501264127335556	2.7147624469317817
BA2695	0.0607576834709791	1.5176840766876218
BA2697	0.1092200193870022	2.018307619128485
BA2701	0.1889654260027632	1.3808038497058877
BA2704	0.9814250352482728	8.32999480837688
BA2705	0.7700237016505259	4.259849413248374
BA2707	0.6588867101667347	4.800422792896705
BA2709	0.1484763938160132	4.447499278912186
BA2712	0.1262065358097874	3.452607571935762
BA2714	0.2300306866199289	8.097427866739112
BA2715	0.4294309994774231	1.084897471335352
BA2718	1.2915092487858195	13.438720293522795
BA2720	0.0676870072242622	2.126248644897054
BA2721	0.8843333898768759	15.787354104984486
BA2722	0.2948676477079429	2.188754133921306
BA2723	0.1045203993213058	0.5633384124523837
BA2724	0.0935820724540201	1.1961910994941276
BA2726	0.4806911207825697	4.333617991126465
BA2727	0.9170466166952764	7.230591375607429
BA2728	0.5631883742849203	8.996329947856347
BA2731	0.1478344170996834	1.601089856904368
BA2733	0.1167841171410904	1.1585330566130023
BA2735	0.1238351245416097	1.263867721714608
BA2737	0.2026822638608618	2.0653822514544045
BA2742	0.4546269552393785	9.678278326940282
BA2744	0.2327191232280831	4.734579735281033
BA2746	0.1724721754436311	3.995552656725704
BA2747	0.3549934531535525	9.160304127807583
BA2748	0.6494838064548226	13.478797598887512
BA2751	0.3180928823491231	8.462510783740354
BA2756	0.0299447808712799	1.6768447444688832
BA2758	0.1786891335756213	5.347418890410429
BA2760	0.2176810594314007	2.6734409108996613
BA2762	0.4122016381747383	3.0132144773948384
BA2764	0.3601617347496643	5.617028310732295
BA2765	0.2146297454156381	2.913210030212973
BA2769	0.4069829758101596	2.464771423555399
BA2772	0.6203456190414237	2.2916259464404907
BA2775	0.4359858195215317	8.33741402688843
BA2776	0.981962711844416	15.98730941625499
BA2778	0.3255770850575303	8.015673769100099
BA2782	0.2503206248094025	4.944411112298356
BA2786	1.171805359891818	7.700001801995604
BA2787	0.1262452577776576	1.4164680780800984
BA2789	0.3927813924913583	14.612672846175265
BA2791	0.2637898848361519	3.3919906510404627
BA2792	0.1762526055954666	7.301402310951574
BA2798	0.1581435745743294	2.136213236439552
BA2801	0.1743066887964006	1.110711760941699
BA2802	0.5743559957070739	4.580645152204441
BA2804	0.2330873228355452	3.127325598072549
BA2806	0.3026392588780354	4.024601626224349
BA2808	0.3644539186795258	0.0321583178726035
BA2809	0.7297194740690964	6.164149019320038
BA2811	0.4284780949273138	7.522919876960658
BA2812	0.1645191045968128	5.528950800554404
BA2813	0.2961385669585432	3.881314118270907
BA2814	0.1717759829931584	6.190085264571876
BA2816	0.2056657392928692	5.198553326221446
BA2817	0.4184505424268583	1.2702122337805408
BA2820	1.227492215350056	16.186352260260932
BA2821	0.8325629907041542	15.615860025942858
BA2822	0.355693736417672	6.592838490668989
BA2824	0.7553289219692325	13.756066773353558
BA2828	0.2608430275163029	4.203149608931455
BA2829	0.6096674228142073	10.378580226330731
BA2830	0.8085310465555513	2.4970982145303755
BA2832	0.4613646997462846	6.751948482659534
BA2836	0.1882241836856603	1.2971688750228962
BA2837	0.420197015660383	5.085304327451365
BA2839	0.1193924712211999	1.4896625537205594
BA2840	0.3404412056811315	8.969869965243106
BA2841	0.2643356416342542	5.448407400318256
BA2842	0.0939459433638478	1.135910655267999
BA2843	0.8806914208716016	1.7878220168931778
BA2844	0.2319472968316453	6.073471914163233
BA2846	0.6802889175866904	3.906472505045551
BA2850	0.3593597696814201	3.2806599123577205
BA2851	0.8077563402816813	10.478957851926648
BA2852	0.2604772743251851	1.7629710451041474
BA2855	0.1389577608821234	2.3722636347667003
BA2856	0.0460772943406423	1.2708749021930474
BA2858	0.0728947875117304	4.608981256768276
BA2860	0.3634543029070985	3.565933863817373
BA2861	0.4621660573420051	7.923136275322277
BA2865	0.3736893759729958	8.624366262454235
BA2866	0.7078682915886187	8.366138308755593
BA2867	0.579227306171779	3.33857517726818
BA2868	1.2538798834943796	13.018722412787383
BA2870	0.8809392757820929	24.274332237480408
BA2871	0.5311071929265021	1.1133244383261105
BA2872	0.1711519804971614	3.8164708275390784
BA2876	0.147970721872509	1.859183571717017
BA2879	0.2143382526114215	0.575070640946413
BA2880	0.2052778440857197	3.5156026952167894
BA2882	0.5347456449532613	5.07628512149973
BA2883	0.8248951680021976	1.4333433869769687
BA2885	0.2659698106163465	9.136538431090091
BA2887	0.4958859177084	8.464919129119613
BA2889	0.0052083333333333	0.0680457763349801
BA2893	0.3786009347846887	8.04047064975798
BA2901	0.0681156637427234	3.1986274697820662
BA2902	0.2266572571307222	2.5259150245335555
BA2903	0.4643108883099237	0.268511764252472
BA2904	0.6961141456923908	7.067304677141686
BA2905	0.2885133855143856	1.8895330543500517
BA2906	0.1806856748580074	8.908715478396855
BA2908	0.7279773258113387	9.043472851679276
BA2909	0.2885545370370797	3.645192582703174
BA2910	0.4191895047954915	5.533673432065147
BA2911	0.5138820120046195	7.35601010438844
BA2914	0.4974316857431418	8.315020190566022
BA2915	0.248866969664275	2.164371517675939
BA2921	0.2277201673348766	2.0954264332452808
BA2922	0.5582202983948308	10.62765705375156
BA2923	0.175868599967489	4.466900161142507
BA2926	0.3226091387985913	7.629097223448881
BA2928	0.2350782013646713	12.62873294899734
BA2930	0.547400370733083	6.154426145694959
BA2932	0.3835065532280471	12.130844731127125
BA2934	0.4444740712198819	1.3562957851481563
BA2935	0.1597390094414039	2.653105174408604
BA2937	0.2770462416612391	7.498193237452195
BA2939	0.3167674883356611	2.2079754294917957
BA2944	2.926342443902008	20.71466634512917
BA2947	0.6337114874670283	11.442166833647804
BA2948	0.3214091422441616	1.1082148986684204
BA2950	0.9655158917999446	9.632561714139898
BA2951	1.2032901312935274	5.951188238147757
BA2952	0.1701724902822255	14.544101644140271
BA2953	0.1887043089945975	1.3781259502585508
BA2955	0.1070074258904619	3.5779808539522246
BA2956	0.1331000503744939	0.6412839524065527
BA2962	0.2743980063007089	11.974556452354564
BA2970	0.2186665702514058	2.76728539524176
BA2972	1.1248018222059002	8.19807025798213
BA2976	0.5899704310956357	7.68942255194602
BA2978	0.3880530930469665	6.41703002223666
BA2981	0.30014872540181	0.652906061240974
BA2984	0.2994540891408266	4.235287245520808
BA2986	0.3408751659030815	8.162509590569805
BA2989	1.2216838548674196	3.1500995548410207
BA2992	0.1738520838947822	4.418766081231521
BA2993	0.2381146198567779	2.212900676301756
BA2994	1.1333107628424774	4.952266231396034
BA2995	0.5966495392695071	2.99340604018802
BA2999	0.944263594922562	6.3906852737137685
BA3001	0.8419520480765643	10.39880202445873
BA3002	0.832543776663652	7.336794699784175
BA3004	0.8579620022221772	14.116715846979064
BA3006	0.2601638825930524	8.252270837306234
BA3008	0.0270018823347627	4.2866496857377365
BA3009	0.5248921798084761	4.436179966926807
BA3010	0.38707748618141	6.1059405634669295
BA3011	0.1690691320776569	2.784057131540242
BA3013	0.4301935456332856	12.586256499724248
BA3023	0.1363837899220483	3.248181807296057
BA3025	0.8187011111662452	11.795087855677894
BA3027	0.3963453459242108	1.8190710835196224
BA3029	0.1424834017343615	0.8763687576046825
BA3030	1.422042146502674	6.732151955359885
BA3037	0.1013477994000888	0.7406337561266323
BA3038	0.3578297525563194	9.220468526123
BA3040	0.2651355502276851	10.131509852482283
BA3042	0.4990705514060229	7.880233108835697
BA3043	0.1855059226545971	3.3214692717064564
BA3049	0.0638703871606211	5.744367216003986
BA3051	0.0867398221687432	1.7632316934133028
BA3053	0.3904060579161488	17.17856728332196
BA3064	0.8266145140190817	11.426613287051367
BA3067	3.0201802029787426	3.971068898516835
BA3068	0.7574173105813524	1.7139153825785636
BA3070	0.2163329389468104	3.9158628540420777
BA3071	0.5419650347218533	6.690655920715455
BA3072	0.7569400385432766	7.4441840132338255
BA3075	0.229534322024197	1.2491121104239569
BA3076	0.0420599651129518	0.3290035271849247
BA3077	1.7928437998000928	5.451401359788114
BA2040	0.1227269882902742	2.383892823099383
BA2160	1.6010001712890327	11.539734945424426
BA2303	0.2688254671847114	7.463308501706293
BA2353	1.2695600949360362	10.822900007551391
BA2516	0.4293733959244427	10.627818321365057
BA2590	0.6603664163710853	12.81367377381369
BA2647	0.6434817066881039	2.9984253470233098
BA2891	0.705000851779769	5.174547962158221
BA2924	0.2691020358385431	2.582705972752072
BA2971	0.7350571431102546	1.5854315417505231
BA3036	0.5832937946565376	6.503188905241124
BA3059	0.1456838423424147	1.0097287513996918
BA3073	0.314033613122555	7.1990670043622735
BA3078	0.3839338803127338	12.946903516316324
BA3079	0.4437535493508674	1.3646973961989346
BA3083	0.5296678439058089	6.697350327116042
BA3084	0.4017445901202796	10.734268728262462
BA3085	0.6908424754070434	9.610881378255511
BA3087	1.0688612042849048	15.337301013841849
BA3089	1.1036399935011023	11.853567356438884
BA3094	0.9233834406485392	6.801759993324186
BA3095	0.4227676899769862	9.71028807970256
BA3098	0.5345790976230186	9.236971538084326
BA3099	0.8524193707267934	13.090206837982374
BA3103	0.4355701855230808	1.614517260987918
BA3108	0.5537534456541039	15.642078447811906
BA3109	0.1814324135121353	0.7703861138349644
BA3110	0.2768104716279829	3.447038366842655
BA3114	0.1088840793009231	3.5866801602643537
BA3116	0.0935323200186703	2.3925144815207022
BA3117	1.1097438239872484	16.890939743361592
BA3118	0.4558159967547756	2.361970070571154
BA3119	1.1050069715976252	13.444196252475477
BA3123	0.8898690185832758	5.786639365500211
BA3124	0.4376242267940435	4.336063938041852
BA3126	0.4536238322110634	5.726977872095656
BA3128	0.2980707449549687	3.14903558564337
BA3130	0.2888693576270573	4.532483798636333
BA3133	0.5280744309035069	0.620446569891931
BA3135	0.3673227728350812	2.5985889691786146
BA3136	0.2188497040420824	10.09440470147002
BA3137	1.8879753565257689	4.858262733543676
BA3138	0.4983259698262031	2.6455798845607426
BA3139	1.4083313481582078	13.370849088005434
BA3141	2.030416653662876	12.648730844908464
BA3142	1.0957801785740795	5.748017334281799
BA3145	1.075042883986113	1.520235981899007
BA3146	1.8356430865267688	7.388156786803747
BA3149	0.2180017567368151	0.8452928419011833
BA3152	0.4725979613969722	6.9098235190799135
BA3153	0.7517191341534645	1.861053482697555
BA3154	0.5136262651330682	0.7157482917318699
BA3156	0.2801695480589073	15.633443146582904
BA3157	1.0420286394826	13.717961630797872
BA3158	0.5752095869880473	5.978434887400639
BA3162	0.3203651644938881	1.745220597852206
BA3163	0.1698222535044266	4.119575633976791
BA3164	1.3816849248246437	14.01369975533636
BA3167	0.1493417267865281	4.106989071237717
BA3169	0.1318674079774977	1.5403379036422693
BA3171	0.7248810084125195	2.64769875983621
BA3173	0.4258039073468079	4.618444181534551
BA3174	0.9371693552117152	1.225304999204696
BA3175	0.3823097188500636	3.1147708461274544
BA3176	0.6025835934943087	8.366915351712338
BA3177	1.4499022737153702	14.383280808732884
BA3178	0.1637235903879918	11.04530380764288
BA3180	0.4470892620574914	2.389200429470613
BA3181	0.1903750008777646	4.107804565570681
BA3182	0.7881579230493059	10.283479445206073
BA3183	0.456307919964907	7.707896290573495
BA3185	0.5508315769993861	2.09814643431112
BA3186	1.102542456438378	4.930075069869157
BA3187	0.1951423994450779	4.387623745119788
BA3189	2.7703975044451803	8.606060206799855
BA3190	0.2644477773270691	1.9054535072318075
BA3191	0.3111235022013395	7.4800404045123
BA3192	0.8690938023836893	4.391174582041212
BA3194	1.4300190129124035	16.456396828308634
BA3195	0.5887605043012104	4.733956309124763
BA3197	0.556052047429418	7.0834163410671245
BA3199	1.229934544311702	14.893885416518865
BA3200	1.2504678273610397	11.172176168777597
BA3202	0.1253391277216357	6.211854984162505
BA3203	0.2590062959835215	0.462865535939629
BA3206	0.7427726525895122	8.89350367937644
BA3207	0.0696858222438629	6.236066454663524
BA3208	0.6869204070704473	5.39436780732066
BA3210	0.315720478031554	0.9254680142509302
BA3211	0.7275274380916331	7.286440941111669
BA3212	0.5397198352858077	13.90084344006516
BA3213	0.7293003047623712	7.2163041184393935
BA3214	1.0131577785777768	3.061965510161289
BA3216	0.4327449999045494	3.693837304190768
BA3217	0.4904605080512517	7.2290811027363695
BA3219	0.1325412530644254	7.194942439126423
BA3221	0.5598546594295373	5.875145536053527
BA3222	0.4878573221666183	15.028627502841532
BA3225	0.1664920257431351	4.7234968814869145
BA3226	0.4703898772915094	9.573149417250905
BA3227	3.8793287885210734	11.548100320860753
BA3228	1.027680461331225	13.031576053566567
BA3229	1.38524840556318	11.257910854005528
BA3230	0.3043778924975232	6.9361542225314
BA3232	0.7981653727668342	11.728760604111896
BA3234	0.2523570978104885	6.996621698419788
BA3235	0.3781402190601557	4.965874758559991
BA3237	0.9236503786785272	2.935763294187172
BA3240	1.772731740398074	9.34082336261989
BA3242	0.9853710122419864	5.0475834925523335
BA3243	0.3456145035073921	7.025342022991135
BA3245	0.6219084754003928	1.3884219118686445
BA3249	0.7253580412858185	1.585349419007639
BA3250	0.6145009641973534	10.225006592347055
BA3251	0.7335008785971939	4.144675295396382
BA3255	0.2654379634129928	9.698192129195943
BA3258	0.1381705624271494	7.573466978596803
BA3260	0.3955008866258075	1.8081438700173231
BA3261	0.9026086064745786	8.67655944921525
BA3264	1.0291382399680875	11.512219382915497
BA3266	0.571195312151765	9.45808487627196
BA3268	0.9274702186531992	14.486433083951813
BA3269	0.1608875758792691	0.5394015960252108
BA3270	0.411697993154909	8.21347318798494
BA3271	0.4636645220884421	10.67642347488158
BA3273	0.1453138459753482	0.1307225817365397
BA3275	0.8447863453877119	7.346829474213139
BA3277	0.5255969216806301	2.502457281351905
BA3280	0.257935512741025	1.5952265048521377
BA3283	0.3634864240305726	1.789056666616367
BA3285	1.272838368001319	12.944153894934344
BA3286	0.5009188040399521	10.443565640805431
BA3289	0.0488594857945091	1.1660382190912415
BA3290	0.4140777215349762	4.807436548294259
BA3293	0.5366202521971016	15.613590739482175
BA3295	0.4006779312101171	7.791904652993529
BA3296	0.4959576484316099	3.925540541410126
BA3297	1.3407555613523563	12.817903020225929
BA3299	0.0889831999919335	2.069490887899604
BA3300	0.8155149387367185	8.89918583362261
BA3302	1.878070338741434	16.954578670326512
BA3305	0.3758517555929482	4.800360717676655
BA3306	0.4678243753249521	4.929562999898404
BA3308	0.7430298784255994	9.543242419641448
BA3310	3.113186868014315	3.181497384800524
BA3311	0.3413359723446273	4.782832057077079
BA3312	1.0313266944732924	12.733872962967148
BA3315	0.2175585040963564	5.186781523589535
BA3317	1.3966229821769789	13.922508639325905
BA3318	0.1434208386076261	1.4807227965024126
BA3319	0.2643805651456659	7.139020891930767
BA3322	0.2437505266635564	6.904085618316202
BA3324	1.0050149666537604	7.495927604746196
BA3325	0.4586897833941845	1.351274448198906
BA3326	0.8054091697962897	6.7782810111651335
BA3328	0.4891718378997489	7.547825732369589
BA3329	0.6935647452452095	7.488910948293375
