	BCOR	SRSF2
BA2000	0.0347677842970251	8.232855850924276
BA2003	0.0171595779870121	9.4977144739766
BA2004	0.037920978392253	5.562522945896354
BA2006	0.0023649980291683	4.6626359318395725
BA2011	0.0545436322464494	8.33948154257171
BA2019	0.0936744772560194	9.757790556231546
BA2020	0.0911532425463582	24.05614468586043
BA2022	0.0308737068466182	13.76175498824985
BA2023	0.0139315669678408	6.170959052505648
BA2024	0.0422907785477338	13.562153332917909
BA2025	0.0736877940309664	8.058465426519131
BA2031	0.0466605787032146	5.276629236644825
BA2032	0.084601912034605	4.763443017170353
BA2033	0.1197568500062294	22.143794608866745
BA2034	0.0628754507230147	10.006225712329805
BA2035	0.0387365420610455	6.202410726195026
BA2036	0.0339658361244341	8.19574270719942
BA2037	0.0527020794642252	11.49048044339966
BA2041	0.048488652599567	12.869687030810905
BA2044	0.0300243093528167	8.48685376064178
BA2046	0.034740553304622	9.108705272546237
BA2047	0.0391714182775149	13.306666081934658
BA2050	0.0131772047267902	9.513319286237095
BA2051	0.041604357177361	8.14805311574689
BA2052	0.1265800806110234	8.873809201356487
BA2053	0.0279786607378997	7.462370487579332
BA2054	0.0291135738209435	10.430588127973053
BA2055	0.0041387465510445	4.345256847097649
BA2063	0.0493993881314402	9.467873645094436
BA2065	0.03705796540225	6.373759297739962
BA2066	0.0708470732967242	15.800296299117967
BA2068	0.024200110089711	18.355853161765303
BA2069	0.0411967119532945	10.278331861243649
BA2072	0.0188314152028718	5.902058256500613
BA2079	0.01383639510476	7.640222263953134
BA2080	0.0417879614605866	9.191369278339211
BA2081	0.0327902131631156	6.928636469183807
BA2082	0.0342648305995481	8.40840134006508
BA2087	0.0360930411062303	5.677796869229128
BA2088	0.0362220467943202	11.410047337328768
BA2089	0.0788933761840472	11.89864820678787
BA2093	0.0307445645481986	5.464961303565389
BA2094	0.102502373376796	12.051205054450586
BA2095	0.0200478846527948	8.463544127567214
BA2096	0.0162218846833955	15.000673563143634
BA2097	0.0438062424727708	17.792688397965705
BA2098	0.0221275037030506	6.655929889318163
BA2100	0.0199187423543752	3.718527822597228
BA2101	0.0182401656955797	8.1501091842613
BA2104	0.019803215552157	1.8852928899651
BA2106	0.0210400399412174	7.204307756577358
BA2109	0.0242613115174529	6.833888850170134
BA2110	0.0148014560111095	3.806471086714524
BA2113	0.0628687112800788	15.929650625391014
BA2116	0.0298746755049299	6.781050008997795
BA2121	0.0252331118667382	11.980554744241596
BA2122	0.0250156737585035	5.858690587057699
BA2123	0.0717576722182676	11.59072875024918
BA2124	0.0418762572704017	16.611280928331222
BA2125	0.0477954917862583	7.921142108252018
BA2132	0.0529671035040003	13.946291139079216
BA2133	0.0097724654776589	7.478491218664673
BA2134	0.0133879033920891	4.036120566317373
BA2135	0.039708205800001	20.82611375867676
BA2139	0.0225827348586574	4.621744593017676
BA2143	0.0242749270136544	8.73803235454996
BA2148	0.0236700620101608	3.778912883468327
BA2153	0.0325183130700749	7.671001886855401
BA2155	0.0326881652467692	9.35317182362659
BA2156	0.0405306455220591	8.002415187656146
BA2162	0.0328648934767292	8.849822115908271
BA2163	0.0425421870913074	7.4857757015311535
BA2168	0.0198371859874959	8.310485926369557
BA2169	0.0399257805185655	8.737420101785885
BA2171	0.0454984346277678	13.647857183453524
BA2172	0.0809050543636253	6.624084898239265
BA2174	0.0364803313911594	11.368590659871236
BA2175	0.0530621387567512	16.88810084545601
BA2184	0.0830524776742291	21.24939692545412
BA2195	0.0278971043710205	7.23243772301538
BA2198	0.0259398881762484	6.568389703284435
BA2200	0.0617201827008335	22.72786822849741
BA2201	0.023160368869748	4.323026570237881
BA2209	0.0422092221808545	6.408519354938519
BA2211	0.0447713033791202	16.55230428257159
BA2212	0.0396811114179277	10.236633063274152
BA2217	0.0481215806434455	13.496358315863404
BA2218	0.0271970675044462	12.93380471935965
BA2220	0.0214614372718152	9.724200374077704
BA2221	0.014638343277351	7.3819992501371905
BA2224	0.0345434701355247	8.450169624197642
BA2226	0.0846631134623469	20.690926999003683
BA2227	0.2247327355508165	22.4026748068776
BA2228	0.0636434284602668	12.36714192755575
BA2229	0.1288703983265781	10.30418039139401
BA2233	0.0277203761410605	9.331255815320716
BA2234	0.0726820232463423	10.042322926937322
BA2235	0.0353793887434545	6.150150874326986
BA2236	0.0399869819463074	6.349187771730446
BA2239	0.0241457847152348	3.990381066613173
BA2240	0.0416995290404417	11.81329733557186
BA2242	0.0633647889242901	12.622925169745704
BA2244	0.0451042682895731	8.685425007509856
BA2245	0.051220585974527	7.892885598424514
BA2248	0.0145907573458106	7.032545897351294
BA2249	0.0454441092532915	12.922706504656714
BA2251	0.0569630922604237	8.235124274376565
BA2256	0.0356307972870281	10.70430699737524
BA2260	0.0136189569965253	6.82488810159893
BA2261	0.0233914224741842	4.481930297566593
BA2269	0.0222904798264793	2.974267049947534
BA2271	0.0998994456899258	12.268896653926028
BA2272	0.0374521317404447	8.740305014970993
BA2273	0.0790358607580088	13.281240851317271
BA2275	0.0754208326745679	15.467941519326764
BA2276	0.0005096931404128	7.392346085673904
BA2277	0.051696308679601	12.43586729245932
BA2280	0.0829233353758095	20.29568025661283
BA2281	0.0145092009789314	6.894733065138713
BA2282	0.0218080176784695	7.732555617772172
BA2286	0.0385394588919481	6.7743114544895136
BA2288	0.0159227535979517	9.746257016854276
BA2292	0.0323279693439134	10.979030068640542
BA2294	0.0240981987836944	9.96181839846229
BA2296	0.0372550485713473	12.911623781720358
BA2300	0.0679247961956026	18.75620070168782
BA2301	0.0913501891051258	10.356558085101655
BA2302	0.0285087088174499	7.71625786338462
BA2304	0.0141762360684785	5.045093600102256
BA2306	0.0170916371163344	7.478498911939351
BA2308	0.0248049750932046	8.936134174381431
BA2309	0.0214410823326778	8.067967717536426
BA2311	0.0224672080564393	7.467929705715504
BA2312	0.0267282208526378	9.207036717457903
BA2316	0.0194566351455027	5.365016032852368
BA2322	0.0308261209150779	15.15802832310161
BA2325	0.0096705541716423	4.8474309463330005
BA2329	0.0203944650594491	6.004385112888205
BA2334	0.0225827348586574	6.772033452636415
BA2339	0.0680742934331596	6.578395846076763
BA2344	0.0149509532486665	9.95222373294122
BA2347	0.0400956326952598	6.260648827958406
BA2348	0.0118112380393102	3.192767626297295
BA2350	0.0151683913569012	3.1993092687479128
BA2354	0.0304795405084235	9.094720981645125
BA2355	0.060218334271998	15.09480010980398
BA2357	0.0184032784293382	7.213802053964256
BA2360	0.0343463869664273	8.585844864296938
BA2361	0.0195449309553178	9.20178308725799
BA2363	0.0095753823085615	2.263679932155521
BA2369	0.0395452296765723	13.61743356901646
BA2374	0.086171837944448	15.020254776469203
BA2375	0.0272854999245911	9.747926186355707
BA2376	0.0360861650529647	7.187031120506286
BA2377	0.1178406169103916	8.048909750072964
BA2379	0.038396701097327	8.33738191225857
BA2385	0.0510098873092282	6.499132998687305
BA2386	0.0869396790713703	7.607945839191167
BA2387	0.0484208483392191	8.404643286708874
BA2394	0.0359434072583436	13.111254023792643
BA2399	0.0305610968753028	11.441423685644317
BA2400	0.0571058500550448	19.22387339569088
BA2402	0.0257564205033525	7.8286036188920285
BA2405	0.0068910348651419	3.3746840174856048
BA2406	0.0146247277811495	15.100351324920654
BA2409	0.0406461723242772	5.335638013516848
BA2410	0.0237040324454997	12.248821025695852
BA2412	0.0157868718565963	5.050385275136611
BA2413	0.0188177997066703	9.779487361630606
BA2414	0.0394024718819511	16.52048756287578
BA2415	0.0112948054559615	5.784375608737815
BA2417	0.0834396313488284	12.604578445954084
BA2418	0.0147538700795691	5.852862551853996
BA2420	0.0311863168179337	6.673973364609146
BA2421	0.0221885685204627	5.350942554128971
BA2423	0.0332999063035284	6.000412384804274
BA2425	0.0635142861618471	8.608777895241822
BA2426	0.0254165795396341	11.693868661328034
BA2427	0.023010871632191	6.0037188350709
BA2429	0.0340610079875149	6.176043605283289
BA2440	0.0251991414313993	12.648194603753424
BA2441	0.058648408362155	20.145754270094866
BA2442	0.032008619929662	8.743968100207633
BA2446	0.0394705493629587	9.845302131772312
BA2449	0.0184915742391533	6.396285146525121
BA2450	0.0361744608627798	6.603321031922046
BA2452	0.0385598138310855	13.516954483145255
BA2454	0.1152514413300527	17.26327461462944
BA2455	0.0196197478792612	3.910528036418665
BA2456	0.0895152391555077	5.467941329607662
BA2459	0.0245127200610265	4.261218993214063
BA2461	0.0359434072583436	15.069173557393931
BA2463	0.1441958460259508	14.677596729226243
BA2464	0.0278903649280846	6.196766107099562
BA2469	0.0421140503177738	4.177583132499608
BA2470	0.0547679464079497	13.4406643279588
BA2472	0.0558009481849769	7.002969939252052
BA2473	0.058675639354558	17.61282028367346
BA2474	0.0248661765209465	5.556900559206135
BA2477	0.0468780168114493	12.952167723166772
BA2479	0.0113151603950989	5.270956797053147
BA2480	0.0497051220494901	5.221559208280936
BA2481	0.0256681246935374	7.431470700183258
BA2482	0.0224399770640363	6.062584079756848
BA2483	0.0893386475358775	6.914749760947312
BA2485	0.0283388566407556	5.92992856005121
BA2488	0.020278938257231	6.481372505584559
BA2489	0.0271835886185744	9.890896292322566
BA2492	0.0210400399412174	4.708722659288666
BA2494	0.0514583790218991	8.267202187631659
BA2496	0.015528587259757	4.413315151161343
BA2497	0.0347201983654847	5.6879551902635646
BA2499	0.0435412184329957	5.54190921730581
BA2500	0.0587911661567762	14.28248502325956
BA2501	0.0272242984968492	16.016290495131866
BA2502	0.0387568970001828	7.52303870478604
BA2505	0.0174994189507306	6.363570620678172
BA2507	0.0348424646106387	14.380739159403634
BA2510	0.0502215546328387	6.760117532121623
BA2511	0.0087666946930347	4.86640459517794
BA2512	0.0564533991200109	13.280997866271184
BA2514	0.0264563207595971	9.460769184449832
BA2515	0.0227186166000129	5.895622525195992
BA2520	0.0139315669678408	6.589913506704133
BA2521	0.0478294622215972	11.10073495038827
BA2523	0.0233710675350469	7.517763687149729
