#Boxplots d'expressions du gène NPM1 en fonction de la feature isTherapy
#Résultat du test statistique ANOVA : F = 5.445, p-value = 0.00461
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409   FALSE        7.884947
BA2496   FALSE        8.315676
BA3037    TRUE        9.175594
BA2865   FALSE        9.534843
BA2751   FALSE        9.138972
BA2286   FALSE        9.510783
BA2488   FALSE        7.911113
BA3379   FALSE        9.313286
BA2887   FALSE        9.063046
BA2712    TRUE        7.825499
BA2068   FALSE        8.678218
BA2104    TRUE        6.915991
BA3124   FALSE        8.843079
BA2449   FALSE        9.520364
BA2235   FALSE        8.833622
BA3038   FALSE        7.734622
BA3006   FALSE        9.152456
BA2667   FALSE        9.137210
BA2239   FALSE        8.174287
BA2782   FALSE        7.591012
BA2649   FALSE        9.242989
BA2861   FALSE        9.114605
BA2134   FALSE        8.300380
BA2909   FALSE        7.837049
BA2653   FALSE        8.415566
BA2947   FALSE        9.919206
BA2162   FALSE        8.855777
BA2564   FALSE        8.748006
BA2597   FALSE        8.135475
BA3243   FALSE        8.843079
BA2446    TRUE        8.337842
BA2525   FALSE        8.344566
BA2876   FALSE        8.611512
BA2357   FALSE        8.957777
BA2546   FALSE        8.030157
BA2742   FALSE        7.875845
BA2316   FALSE        8.228556
BA2087   FALSE        9.101477
BA2148   FALSE        7.956092
BA3178   FALSE        8.768973
BA2072   FALSE        8.411359
BA2733   FALSE        8.964586
BA2995   FALSE        8.452096
BA2069   FALSE        8.461858
BA2681   FALSE        9.525175
BA2832   FALSE        8.188132
BA2600   FALSE        9.242989
BA3230   FALSE        8.781082
BA2731   FALSE        8.461858
BA2294   FALSE        9.255177
BA2816   FALSE        9.148631
BA2814   FALSE        7.637556
BA2631   FALSE        9.356100
BA2023   FALSE        8.331153
BA2375   FALSE        8.849415
BA2485   FALSE        8.788999
BA2455   FALSE        8.315676
BA2636   FALSE        9.107139
BA2325   FALSE        7.296871
BA2156   FALSE        9.482382
BA2511   FALSE        8.464310
BA2505   FALSE        9.092308
BA2871   FALSE        8.666892
BA2227   FALSE        9.422519
BA2812   FALSE        8.814877
BA2125   FALSE        7.763347
BA2603   FALSE        8.995586
BA2808   FALSE        8.701128
BA2482   FALSE        9.045020
BA2594   FALSE        8.427988
BA2747   FALSE        9.351768
BA2561   FALSE        9.099707
BA2567   FALSE        7.540858
BA2906    TRUE        8.802503
BA2956   FALSE        8.111045
BA2474   FALSE        9.081273
BA2737    TRUE        8.026857
BA2110   FALSE        7.713473
BA2992   FALSE        9.183380
BA2220    TRUE        9.009557
BA2063   FALSE        8.342321
BA2772   FALSE        9.422519
BA2935   FALSE        8.550291
BA2260   FALSE        8.750984
BA2948   FALSE        7.551898
BA3296   FALSE        7.050616
BA2524   FALSE        9.259259
BA2811   FALSE        8.836768
BA2540   FALSE        8.868577
BA2928   FALSE        8.721461
BA2302    TRUE        9.382342
BA2651   FALSE        9.179483
BA2619   FALSE        7.881918
BA3013   FALSE        9.544570
BA2405   FALSE        9.640088
BA2856   FALSE        7.562070
BA2377   FALSE        8.743899
BA2499   FALSE        9.660959
BA3023   FALSE        9.179483
BA2095   FALSE        9.133421
BA2275    TRUE        6.940184
BA2901   FALSE        8.514255
BA2387   FALSE        8.681063
BA2962   FALSE        9.730793
BA2195   FALSE        8.692496
BA2688   FALSE        8.772627
BA2420   FALSE        9.099707
BA2053   FALSE        9.167845
BA2081   FALSE        9.002557
BA2354   FALSE        9.302382
BA3273   FALSE        7.249042
BA2893   FALSE        9.506014
BA2044   FALSE        8.437581
BA2489   FALSE        9.156289
BA2908   FALSE        9.836219
BA2054   FALSE        8.545088
BA2872    TRUE        8.002711
BA2041   FALSE        9.020115
BA2464   FALSE        9.073958
BA2902   FALSE        8.827349
BA2541   FALSE        9.183380
BA2843   FALSE        8.881482
BA2497   FALSE        8.090677
BA2718   FALSE        8.611512
BA2575   FALSE        7.361459
BA2593   FALSE       10.309092
BA2791   FALSE        9.144815
BA2620   FALSE        8.616958
BA2629   FALSE        9.400075
BA2870   FALSE        9.267456
BA2682   FALSE        9.148631
BA2276   FALSE        8.910905
BA2709   FALSE        8.811774
BA2789    TRUE        9.364800
BA2538   FALSE        8.404295
BA2583   FALSE        9.440702
BA2806   FALSE        9.013069
BA2441   FALSE        7.401089
BA2514    TRUE        8.621531
BA2520   FALSE        9.081273
BA2479   FALSE        8.228329
BA2281   FALSE        9.016588
BA2932   FALSE        9.122105
BA2123   FALSE        9.579092
BA2844   FALSE        9.226880
BA2660   FALSE        9.063046
BA2836   FALSE        8.748006
BA2714   FALSE        8.891229
BA2440   FALSE        8.394931
BA2036   FALSE        8.756957
BA2828   FALSE        8.098044
BA2952   FALSE        8.162543
BA2410   FALSE        9.343137
BA2139   FALSE        6.802992
BA2051   FALSE        7.463637
BA2532   FALSE        7.455713
BA2494   FALSE        8.390274
BA2748   FALSE        9.338839
BA2622   FALSE        8.650061
BA2970   FALSE        8.858967
BA2839   FALSE        8.724387
BA2868   FALSE        9.002557
