#Boxplots d'expressions du gène SMC1A en fonction de la feature analysisDrug
#Résultat du test statistique Mann-Whitney : U = 21306.000, p-value = 0.00438
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       y        6.965673
BA2496       y        6.811458
BA3037       y        5.335032
BA2865       y        6.648075
BA2751       y        6.400255
BA2286       y        6.461847
BA2488       y        6.932195
BA3379       y        6.563269
BA2887       y        6.582538
BA2712       y        7.224594
BA2068       y        5.814425
BA2104       y        6.255346
BA3124       n        6.568904
BA2449       y        6.366490
BA2235       y        6.736925
BA3038       y        6.946889
BA3006       y        6.805454
BA2667       y        6.595194
BA2239       y        6.802992
BA2782       n        6.541508
BA2649       y        7.362524
BA2861       y        7.081484
BA2134       y        6.478662
BA2909       y        6.315858
BA2653       n        6.603683
BA2947       y        5.843531
BA2162       y        6.135972
BA2564       n        7.520821
BA2597       y        5.719504
BA3243       y        6.319473
BA2446       y        8.051153
BA2525       y        5.894403
BA2876       n        5.197686
BA2357       y        6.376443
BA2546       y        6.785508
BA2742       y        7.021254
BA2316       n        6.926931
BA2087       y        6.112517
BA2148       y        5.273594
BA3178       n        6.811458
BA2072       y        7.587599
BA2733       n        6.291818
BA2995       y        5.196991
BA2069       y        7.563211
BA2681       n        7.173585
BA2832       y        6.630588
BA2600       n        5.828970
BA3230       y        7.572514
BA2731       y        5.871393
BA2294       y        6.576701
BA2816       n        6.137679
BA2814       y        7.117386
BA2631       y        6.444694
BA2023       n        6.671731
BA2375       n        6.776057
BA2485       n        6.661190
BA2455       n        6.227619
BA2636       y        5.895604
BA2325       y        6.816896
BA2156       y        6.680708
BA2511       y        5.967846
BA2505       n        5.466284
BA2871       n        6.788651
BA2227       n        6.288654
BA2812       y        6.772460
BA2125       n        8.009529
BA2603       y        5.337219
BA2808       n        5.675831
BA2482       y        6.600510
BA2594       y        6.976628
BA2747       y        5.846310
BA2561       n        6.237084
BA2567       n        5.098923
BA2906       n        7.266694
BA2956       y        5.924325
BA2474       y        6.746126
BA2737       y        6.132490
BA2110       y        6.810862
BA2992       y        7.329669
BA2220       y        7.473165
BA2063       n        5.285034
BA2772       n        5.988763
BA2935       n        6.153533
BA2260       y        6.440324
BA2948       n        5.694879
BA3296       y        6.485600
BA2524       y        6.330028
BA2811       n        6.884921
BA2540       y        6.728768
BA2928       y        8.172322
BA2302       y        5.460372
BA2651       y        5.711381
BA2619       n        7.157984
BA3013       n        7.386670
BA2405       n        5.910072
BA2856       n        4.673540
BA2377       y        6.592031
BA2499       y        5.810077
BA3023       n        6.339185
BA2095       y        7.573656
BA2275       n        7.295991
BA2901       y        5.857340
BA2387       y        6.696930
BA2962       y        7.103806
BA2195       y        6.330929
BA2688       n        5.844688
BA2420       n        6.644646
