	NPM1	MSH2
BA2405	819.4816206555411	0.0090145867098865
BA2406	455.82191344869887	0.0130372771474878
BA2409	384.3329069019392	0.0141199351701782
BA2410	1750.142878574093	0.0104927066450567
BA2412	147.10920649053665	0.0088816855753646
BA2413	924.3690286900533	0.0159643435980551
BA2414	1174.7778707298746	0.0454327390599675
BA2415	352.56962425058254	0.017546191247974
BA2417	667.7037800050819	0.0035591572123176
BA2418	445.7194689069452	0.0069497568881685
BA2420	675.3308830557313	0.0242171799027552
BA2421	651.5041767354861	0.011030794165316
BA2423	454.13566416365273	0.003095623987034
BA2425	500.2002133778794	0.0189043760129659
BA2426	661.9735664974564	0.0085510534846029
BA2427	539.9111996626607	0.0031474878444084
BA2429	600.1961675721845	0.0226482982171799
BA2440	864.1078835422782	0.0278897893030794
BA2441	425.5303468620424	0.0405510534846029
BA2442	878.4137108343198	0.0325607779578606
BA2446	509.50240199592383	0.0246645056726094
BA2449	1679.51772423058	0.0171377633711507
BA2450	609.4299564675608	0.0288006482982171
BA2452	1162.0438778550847	0.0375072933549432
BA2454	745.3580045356989	0.0336790923824959
BA2455	390.7647405569341	0.006320907617504
BA2456	397.9003733707434	0.0017666126418152
BA2459	1215.4964029582056	0.0074035656401944
BA2461	436.4138683457943	0.0206515397082658
BA2463	359.6115960903247	0.0054748784440842
BA2464	1015.2788934029636	0.0267617504051863
BA2469	387.8750166642339	0.0036855753646677
BA2470	457.57169279964535	0.0184635332252836
BA2472	447.3715749201252	0.0052803889789303
BA2473	894.9562600620617	0.022739059967585
BA2474	575.5878617828162	0.0218897893030794
BA2477	1491.0319350730088	0.0703987034035656
BA2479	399.7088210155857	0.0046223662884927
BA2480	478.9776202122426	0.0175105348460291
BA2481	351.52108940030377	0.0092317666126418
BA2482	805.4864506668396	0.0297115072933549
BA2483	685.8239964103647	0.0292025931928687
BA2485	622.211135514145	0.0363468395461912
BA2488	454.2514129053882	0.0264051863857374
BA2489	831.7894227390433	0.0054781199351701
BA2492	304.75228457592027	0.0032512155591572
BA2494	744.4210554014824	0.0081555915721231
BA2496	350.10427595863274	0.0107455429497568
BA2497	459.164025176103	0.0171247974068071
BA2499	1215.8143966493133	0.01135170178282
BA2500	514.1612743016699	0.0384602917341977
BA2501	829.0114015472194	0.0391150729335494
BA2502	475.9212578590853	0.0172025931928687
BA2505	917.3075047384268	0.0123111831442463
BA2507	549.1035245192646	0.0127617504051863
BA2510	819.3453807176026	0.0099611021069692
BA2511	310.38045202376514	0.0034003241491085
BA2512	297.4810904058342	0.0121782820097244
BA2514	722.3955446623094	0.0112188006482982
BA2515	611.7897475091498	0.0088816855753646
BA2520	563.2975840780205	0.0107260940032414
BA2521	805.7008130956823	0.0390437601296596
BA2523	875.4790358260757	0.0377147487844408
BA2524	931.078368926948	0.0070988654781199
BA2525	451.6653062218546	0.0043630470016207
BA2526	990.3383096222774	0.0063987034035656
BA2528	1094.8701903696135	0.0301717990275526
BA2532	503.22428308113984	0.011063209076175
BA2534	848.5101283619045	0.0355721231766612
BA2538	628.4832761910941	0.0072382495948136
BA2539	539.9096717916279	0.029805510534846
BA2540	589.9655471977597	0.0055688816855753
BA2541	727.72020609319	0.0271572123176661
BA2545	647.2364441660316	0.0323468395461912
BA2546	415.4442953177963	0.0176142625607779
BA2552	1511.0459870686627	0.0205575364667747
BA2559	917.200021186418	0.0111215559157212
BA2561	738.135338339361	0.0185380875202593
BA2563	884.8698027592621	0.0438930307941653
BA2564	628.5977134454555	0.0171896272285251
BA2567	277.10499196656883	0.0039773095623987
BA2570	1042.4509403817774	0.0258411669367909
BA2575	261.6719320104662	0.0117050243111831
BA2577	1032.876321645394	0.0486191247974068
BA2579	449.4176386199365	0.0230275526742301
BA2583	1188.087690821021	0.0224343598055105
BA2584	416.4702869762186	0.0231799027552674
BA2587	699.6269820572288	0.0311734197730956
BA2588	1026.9398317358373	0.028191247974068
BA2589	618.6410391832499	0.0041685575364667
BA2592	1865.1866485698224	0.0418606158833063
BA2593	30.008362985668484	0.0049043760129659
BA2594	471.0287942014413	0.0187423014586709
BA2595	727.4920774690906	0.0065413290113452
BA2597	290.60834830816805	0.0030696920583468
BA2600	1025.2452093908971	0.0087844408427876
BA2603	996.626896776356	0.0394424635332252
BA2618	1058.6337250847405	0.0293387358184765
BA2619	338.3126510809452	0.0243760129659643
BA2620	1012.9845355638809	0.0250372771474878
BA2621	567.4479645307254	0.011740680713128
BA2622	923.4883389502478	0.018998379254457
BA2623	1683.427266295269	0.0475105348460291
BA2629	580.2238365580586	0.0267747163695299
BA2631	1103.702527606135	0.0302917341977309
BA2634	299.626886802143	0.0083662884927066
BA2636	794.771285538202	0.0116920583468395
BA2639	843.6370720413889	0.0432641815235008
BA2644	468.4459418954788	0.0172771474878444
BA2645	503.7044701503431	0.0050664505672609
BA2646	959.2048435967716	0.0375040518638573
BA2649	1079.3861986706456	0.0378444084278768
BA2651	610.7334201495321	0.0076693679092382
BA2653	479.0693402693308	0.0197828200972447
BA2655	3003.6905966687755	0.0986515397082657
BA2656	514.2763095411862	0.0073322528363047
BA2657	669.203610686734	0.0229367909238249
BA2658	820.7877083772577	0.01535170178282
BA2659	663.9202028035917	0.0212739059967585
BA2660	632.6777537477633	0.0165056726094003
BA2662	563.0684322375214	0.0293322528363047
BA2663	383.4983388421264	0.0086709886547811
BA2667	698.1010292441762	0.023546191247974
BA2670	555.3930685787963	0.0067520259319286
BA2674	786.7028774874713	0.0219416531604538
BA2675	887.205862809971	0.0340972447325769
BA2676	594.0487446493348	0.0243630470016207
BA2677	721.5664782648653	0.0189238249594813
BA2681	851.2115127826703	0.0317471636952998
BA2682	1025.0039654389466	0.0137017828200972
BA2685	1395.1228150743066	0.0190664505672609
BA2688	542.31391518405	0.0055656401944894
BA2691	699.0809335701197	0.0133776337115072
BA2694	604.2582632975992	0.0063435980551053
BA2695	228.02306189418147	0.001290113452188
BA2697	162.71351757245495	0.0037893030794165
BA2701	403.2378313195695	0.0047844408427876
BA2704	770.3680937846327	0.0398184764991896
BA2705	821.8583313871455	0.0113063209076175
BA2707	1182.3407322531991	0.009095623987034
BA2709	641.9214397735934	0.0095299837925445
BA2712	274.531070857458	0.0156726094003241
BA2714	1088.2035228974412	0.032320907617504
BA2715	186.4053981792331	0.0059124797406807
BA2718	750.0273149040149	0.0468168557536466
BA2720	333.3011297891089	0.0172155591572123
BA2721	902.9906278348118	0.0244602917341977
BA2722	345.73765495169664	0.0427455429497568
BA2723	562.7173060921087	0.0096175040518638
BA2724	491.17039401655336	0.0037536466774716
BA2726	143.18557004384326	0.0073484602917341
BA2727	1172.2530557853138	0.0352220421393841
BA2728	464.20429209577406	0.0281296596434359
BA2731	364.9530811398174	0.0041977309562398
BA2733	513.9352604053477	0.0037828200972447
BA2735	799.3425756175093	0.0239546191247974
BA2737	263.86370775826185	0.0045056726094003
BA2742	574.2548448726058	0.0216531604538087
BA2744	386.50566353654784	0.0129205834683954
BA2746	423.074653154176	0.0113776337115072
BA2747	771.2897838190694	0.0130178282009724
BA2748	1668.7576324488991	0.0597341977309562
BA2751	716.8933163852803	0.0243435980551053
BA2756	1069.0665183779606	0.007805510534846
BA2758	371.7774084615926	0.0087682333873581
BA2760	688.0308768873967	0.0166969205834683
BA2762	747.3631063321386	0.0107423014586709
BA2764	506.734693475405	0.0176726094003241
BA2765	345.8721956783816	0.0160518638573743
BA2769	937.0731507376591	0.0085542949756888
BA2772	918.2200368910728	0.0083176661264181
BA2775	894.5923074490343	0.0310048622366288
BA2776	787.9974145434297	0.0559643435980551
BA2778	251.36472120858272	0.0065996758508914
BA2782	410.5745676029993	0.0175429497568881
BA2786	1015.5002481065212	0.0236012965964343
BA2787	108.04856925455596	0.0053322528363047
BA2789	1616.955979143353	0.0470534846029173
BA2791	811.1306944917475	0.0106320907617504
BA2792	604.0455384453203	0.020223662884927
BA2798	1645.4384054504071	0.0130923824959481
BA2801	551.8569786243695	0.0074748784440842
BA2802	233.2144021635122	0.0267909238249594
BA2804	664.8175138530737	0.014158833063209
BA2806	839.1263056488103	0.0147487844408427
BA2808	469.0915221892452	0.0097439222042139
BA2809	929.151270211972	0.0335072933549432
BA2811	662.5363020267387	0.0271896272285251
BA2812	748.1997015520849	0.0227358184764991
BA2813	956.1876397957584	0.0102398703403565
BA2814	292.92542751260964	0.021740680713128
BA2816	751.735240132557	0.0074846029173419
BA2817	351.466447693497	0.0046482982171799
BA2820	864.9211133492273	0.0263144246353322
BA2821	2368.0972957935314	0.0700583468395461
BA2822	215.09595990312312	0.01812641815235
BA2824	575.4304511182471	0.0205575364667747
BA2828	478.5242470631485	0.0136142625607779
BA2829	782.8986428799258	0.0444862236628849
BA2830	1139.5572352373538	0.0204246353322528
BA2832	406.77833419830574	0.0263306320907617
BA2836	606.31108243187	0.0056952998379254
BA2837	1414.4278362174755	0.0313743922204214
BA2839	1031.7349631035208	0.0066320907617504
BA2840	733.1034845088849	0.0185380875202593
BA2841	1035.6599321537274	0.0149173419773095
BA2842	228.17158173718903	0.0020875202593192
BA2843	615.0665209458472	0.0075526742301458
BA2844	1035.935132632706	0.0205769854132901
BA2846	985.9857015872244	0.0184051863857374
BA2850	692.2431064672905	0.0106385737439222
BA2851	919.37662155295	0.0421653160453808
BA2852	502.1760089038096	0.0045316045380875
BA2855	365.6997907848002	0.007837925445705
BA2856	277.16175692113075	0.0030372771474878
BA2858	739.1818848559551	0.0212868719611021
BA2860	555.6940166885612	0.0192285251215559
BA2861	719.6234072019765	0.0270826580226904
BA2865	935.5207895305904	0.0253160453808752
BA2866	1144.4032637571156	0.0437309562398703
BA2867	599.1445737307881	0.0122333873581847
BA2868	1261.2430804640578	0.0405769854132901
BA2870	1653.638735134638	0.0421750405186385
BA2871	757.0156570816912	0.0150761750405186
BA2872	632.0389651010667	0.0398573743922204
BA2876	487.2383254891148	0.0025121555915721
BA2879	328.0760054709504	0.0047001620745542
BA2880	579.6172882033982	0.0224084278768233
BA2882	348.2327707363618	0.010547811993517
BA2883	979.3831896938536	0.00890113452188
BA2885	583.6435163560876	0.0197633711507293
BA2887	831.9369645091011	0.0401620745542949
BA2889	11.096241640852648	0.0002074554294975
BA2893	978.1620407888548	0.0281296596434359
BA2901	502.0742446304135	0.0041717990275526
BA2902	676.7777450169481	0.0084927066450567
BA2903	91.926374111376	0.0013257698541329
BA2904	902.9180070495252	0.0364667747163695
BA2905	900.5493842477714	0.0159967585089141
BA2906	538.9536053887781	0.0355623987034035
BA2908	1625.8994007903684	0.0341134521880064
BA2909	293.2362985614428	0.0130340356564019
BA2910	883.0583790957795	0.0186288492706645
BA2911	1305.4111269455125	0.0328525121555915
BA2914	484.6472481713943	0.0219611021069692
BA2915	193.40122712012848	0.0033387358184764
BA2921	516.5545776177578	0.0042139384116693
BA2922	1083.0371638041483	0.0338606158833063
BA2923	190.9176332192651	0.0103111831442463
BA2926	1143.5630600777397	0.0388816855753646
BA2928	624.6365392400136	0.0414910858995137
BA2930	489.7437718419047	0.0150534846029173
BA2932	1050.7566343923838	0.0448946515397082
BA2934	267.241312590214	0.0035397082658022
BA2935	464.9088278542738	0.0080388978930307
BA2937	437.48340007136017	0.0254262560777957
BA2939	838.9056317812485	0.0118411669367909
BA2944	2698.337102950637	0.0464343598055105
BA2947	808.8363659265746	0.0187293354943273
BA2948	448.3459530725442	0.010706645056726
BA2950	1527.9173758034783	0.0190534846029173
BA2951	1225.5905918789902	0.0317925445705024
BA2952	868.2035326148657	0.0266094003241491
BA2953	773.6017261281132	0.009740680713128
BA2955	255.83240869946	0.0066094003241491
BA2956	182.43355660433457	0.0027585089141004
BA2962	1448.9492234980564	0.0369594813614262
BA2970	945.5326477562074	0.0115397082658022
BA2972	1025.0073895619455	0.0159740680713128
BA2976	682.0966436313704	0.0234457050243111
BA2978	463.7697548343848	0.0168136142625607
BA2981	620.2075130962227	0.0090210696920583
BA2984	519.9562388513167	0.0136272285251215
BA2986	831.3159558755951	0.0342625607779578
BA2989	918.7735847970288	0.0108881685575364
BA2992	1040.0243023186663	0.0087844408427876
BA2993	490.2168793417561	0.0099902755267423
BA2994	783.4573074760644	0.0149562398703403
BA2995	448.89376179200656	0.0035040518638573
BA2999	551.318378149716	0.0233970826580226
BA3001	1127.8882983776364	0.046
BA3002	658.5376207582564	0.0297763371150729
BA3004	607.1595518577985	0.0321782820097244
BA3006	685.9478445103986	0.0266385737439222
BA3008	11.502818985603614	0.0007520259319286
BA3009	967.4619845386184	0.0440810372771474
BA3010	786.927717035091	0.0127552674230145
BA3011	1173.5226977948612	0.0132706645056726
BA3013	1321.290876995518	0.0411312803889789
BA3023	1015.7452736286136	0.0099546191247974
BA3025	796.68252407056	0.0339773095623987
BA3027	339.48845342934527	0.0037147487844408
BA3029	409.49845003703166	0.0058541329011345
BA3030	1040.9582844218469	0.0496045380875202
BA3037	796.8167148834721	0.0060907617504051
BA3038	712.6495139882256	0.0420324149108589
BA3040	659.1284817517854	0.0364246353322528
BA3042	930.6569966806684	0.0291863857374392
BA3043	279.3242529341486	0.0129238249594813
BA3049	207.05831119544595	0.0083079416531604
BA3051	339.05996434691883	0.0077341977309562
BA3053	1159.914784973267	0.0471085899513776
BA3064	811.7129054909528	0.0259319286871961
BA3067	416.1485327851571	0.0398833063209076
BA3068	473.2820363883077	0.06212641815235
BA3070	339.2050705493115	0.0110437601296596
BA3071	651.3380244516886	0.0312998379254457
BA3072	802.8031381469049	0.0274910858995137
BA3075	495.5792932364566	0.0062042139384116
BA3076	81.10637218410939	0.0008006482982171
BA3077	291.70705449866745	0.0164213938411669
BA2040	349.01179584488875	0.0103047001620745
BA2160	743.0925136584549	0.0334586709886547
BA2303	465.3506401336382	0.0157957860615883
BA2353	1483.0301806981408	0.0553063209076175
BA2516	1350.9859271639175	0.0420064829821718
BA2590	1522.0878930840054	0.0342820097244732
BA2647	869.0202300015676	0.0126774716369529
BA2891	336.46402777102026	0.0054781199351701
BA2924	974.9096307108452	0.0152739059967585
BA2971	504.3848558415371	0.0077698541329011
BA3036	1024.0701671559168	0.0244149108589951
BA3059	509.7243617530828	0.0035105348460291
BA3073	1092.6461944187656	0.0360129659643436
BA3078	1752.2812406677583	0.0550178282009724
BA3079	431.2270461408715	0.0125186385737439
BA3083	724.4524761132466	0.0419448946515397
BA3084	552.0035124907421	0.0342949756888168
BA3085	820.8800895732983	0.0183695299837925
BA3087	552.9716823524008	0.0994100486223662
BA3089	1439.473474832006	0.0430729335494327
BA3094	665.2058175556962	0.0151377633711507
BA3095	574.7167668683135	0.0351539708265802
BA3098	808.7351486941619	0.0303403565640194
BA3099	1438.6175286116652	0.0856564019448946
BA3103	879.3752567562454	0.0086936790923824
BA3108	1114.4842264173385	0.0586839546191248
BA3109	463.60528194856647	0.003095623987034
BA3110	812.5846052698445	0.0107811993517017
BA3114	701.3618263081356	0.0222982171799027
BA3116	596.0115959551728	0.008353322528363
BA3117	2013.0868083599587	0.093708265802269
BA3118	762.0598576309488	0.0074878444084278
BA3119	1297.1689066208232	0.068158833063209
BA3123	1253.3905845807856	0.0275040518638573
BA3124	476.7455394130081	0.0185348460291734
BA3126	423.3258870021679	0.0114359805510534
BA3128	1184.566686506971	0.0154327390599675
BA3130	233.00493093195377	0.0094716369529983
BA3133	548.0215910572665	0.0701620745542949
BA3135	1036.4799729020365	0.0152965964343598
BA3136	540.2219088535331	0.0378184764991896
BA3137	658.66789022419	0.0259448946515397
BA3138	964.934672472794	0.0157017828200972
BA3139	854.6870240840752	0.1699319286871961
BA3141	1771.353530898436	0.0476823338735818
BA3142	823.5670939630331	0.0360129659643436
BA3145	527.3541563951194	0.0342820097244732
BA3146	724.235544067641	0.0376661264181523
BA3149	297.9528024511156	0.0052382495948136
BA3152	363.3788364769674	0.0420259319286872
BA3153	810.1571869475665	0.007290113452188
BA3154	369.5337442438789	0.0415980551053484
BA3156	1108.0450205647187	0.0457504051863857
BA3157	2477.163519518644	0.0557374392220421
BA3158	656.5434153110926	0.0320907617504051
BA3162	712.9927125750769	0.0111183144246353
BA3163	195.17160065846025	0.0177050243111831
BA3164	1006.7027276039724	0.0783338735818476
BA3167	839.6627692307691	0.0056564019448946
BA3169	407.5842455818831	0.003030794165316
BA3171	428.433612084205	0.0384051863857374
BA3173	1272.5773057461197	0.0204246353322528
BA3174	430.156349005552	0.0055299837925445
BA3175	459.5290877514503	0.0145348460291734
BA3176	1129.7328969763803	0.0458022690437601
BA3177	1587.6337128940356	0.0656077795786061
BA3178	593.7176450937144	0.0260453808752025
BA3180	1005.2974130297282	0.0280194489465153
BA3181	531.1001912075557	0.0135429497568881
BA3182	859.4595282116155	0.0372706645056726
BA3183	1450.5036346356574	0.0370567260940032
BA3185	762.8095147721068	0.0094262560777957
BA3186	750.6033154338107	0.0618541329011345
BA3187	685.79900724955	0.0169627228525121
BA3189	1463.1101118193071	0.1005445705024311
BA3190	1966.934271120193	0.0170113452188006
BA3191	526.8250531687722	0.0167196110210696
BA3192	1365.1212215978203	0.0235072933549432
BA3194	1392.2868741519217	0.0595688816855753
BA3195	1043.4049337025683	0.021643435980551
BA3197	547.1094108862185	0.0290729335494327
BA3199	2511.9588647777828	0.1205834683954619
BA3200	784.4308424290588	0.0416499189627228
BA3202	940.5521645123448	0.0312706645056726
BA3203	210.9951207123048	0.0061847649918962
BA3206	767.2675833968548	0.0350826580226904
BA3207	609.5461392578536	0.0225867098865478
BA3208	724.5936845121286	0.0248103727714748
BA3210	578.2796027479092	0.0078800648298217
BA3211	866.1912154024554	0.0323273905996758
BA3212	418.0380708088032	0.0707163695299838
BA3213	1180.523693648399	0.0394262560777957
BA3214	1506.22650339772	0.0190275526742301
BA3216	768.3636119706774	0.0143176661264181
BA3217	1052.5268080301876	0.0224927066450567
BA3219	405.0458000859567	0.0132674230145867
BA3221	322.6561060239921	0.0119902755267423
BA3222	1297.8599968996143	0.0711799027552674
BA3225	244.08352575725635	0.0099643435980551
BA3226	1197.3099928369477	0.0393614262560777
BA3227	883.0480512982696	0.0466742301458671
BA3228	1697.5546582007491	0.0661361426256077
BA3229	1455.519949236932	0.0396596434359805
BA3230	849.2743784848928	0.0443987034035656
BA3232	987.2649466366088	0.0459481361426256
BA3234	353.1609618763414	0.0212803889789303
BA3235	255.76999018796928	0.01535170178282
BA3237	907.363305324446	0.0297828200972447
BA3240	1127.7512233088437	0.0819902755267423
BA3242	806.7854193169961	0.0240064829821718
BA3243	980.8468532249954	0.0345445705024311
BA3245	188.53847669710288	0.0065445705024311
BA3249	731.5733312384782	0.0170502431118314
BA3250	921.1257791725455	0.0394716369529983
BA3251	644.4370405726117	0.019996758508914
BA3255	727.1856605956416	0.0385056726094003
BA3258	435.4845579666661	0.019481361426256
BA3260	597.0581526568168	0.0077147487844408
BA3261	849.8163244295235	0.0341296596434359
BA3264	1007.2563954978184	0.0592414910858995
BA3266	1097.5275507982071	0.0601231766612641
BA3268	1563.115475951064	0.063870340356564
BA3269	341.03154410548336	0.0055915721231766
BA3270	1212.1378999226934	0.0414132901134521
BA3271	1091.401344978024	0.0461037277147487
BA3273	347.22410491574624	0.0031539708265802
BA3275	1010.2440870702844	0.026482982171799
BA3277	876.774825708061	0.0083695299837925
BA3280	673.4310204187548	0.0091766612641815
BA3283	744.2270885569558	0.0109529983792544
BA3285	965.9732478767633	0.1556466774716369
BA3286	729.8611190039842	0.0491085899513776
BA3289	237.80493783010863	0.0030534846029173
BA3290	1028.6537067311071	0.0364602917341977
BA3293	1410.6575633186828	0.0682074554294975
BA3295	931.4742750450056	0.0519319286871961
BA3296	427.2224889851171	0.0289951377633711
BA3297	892.6426763057029	0.047805510534846
BA3299	588.9359797974884	0.0053257698541329
BA3300	892.2016144980187	0.0481134521880064
BA3302	2404.70236921347	0.0974651539708265
BA3305	825.9343252350294	0.0181004862236628
BA3306	1342.1610074766056	0.0189270664505672
BA3308	880.1282427815349	0.0285640194489465
BA3310	813.7038750493303	0.0286094003241491
BA3311	512.6421293458105	0.0248881685575364
BA3312	1224.9597742827486	0.0918314424635332
BA3315	838.4970079253096	0.0417893030794165
BA3317	2032.3938769360516	0.060158833063209
BA3318	955.1253143309708	0.0141880064829821
BA3319	612.65364137163	0.0230696920583468
BA3322	563.6207557696362	0.0293452188006482
BA3324	1381.989756996816	0.0618800648298217
BA3325	598.5692094909097	0.0141231766612641
BA3326	639.2512433978278	0.0096077795786061
BA3328	720.8834453148229	0.0387001620745542
BA3329	2369.4967076447338	0.0289173419773095
BA3332	2478.666371359682	0.0592188006482982
BA3333	1597.9960076658178	0.0311799027552674
BA3334	703.4833047568076	0.005643435980551
BA3335	649.309428929002	0.0148427876823338
