	NPM1	MLH1
BA2212	1006.7795485871216	0.0325243506493506
BA2217	794.3959000794692	0.0380194805194805
BA2218	979.1264761510888	0.0236891233766233
BA2220	1087.3233925515065	0.0712418831168831
BA2221	462.1590218189288	0.0303814935064935
BA2224	449.9752633840964	0.0265949675324675
BA2226	1559.633324170032	0.0697321428571428
BA2227	1482.5946346789062	0.0395413961038961
BA2228	1001.3862794833952	0.0431493506493506
BA2229	738.7999339107024	0.0186485389610389
BA2233	704.8765433216022	0.0181858766233766
BA2234	489.7659139514642	0.0753855519480519
BA2235	813.1721123707271	0.0377840909090909
BA2236	603.8020683247107	0.0335633116883116
BA2239	411.5910683166015	0.028778409090909
BA2240	744.2802145077496	0.049825487012987
BA2242	509.0772584429415	0.0302637987012986
BA2244	627.8026202933338	0.0434293831168831
BA2245	756.6573811014342	0.0294318181818181
BA2248	678.3991706131033	0.0150365259740259
BA2249	657.7914731101705	0.0391842532467532
BA2251	754.9645452137293	0.035653409090909
BA2256	1282.3701699887013	0.0350771103896103
BA2260	601.2404678635722	0.0296387987012987
BA2261	260.06442243630283	0.0242045454545454
BA2269	156.11579028744114	0.0106818181818181
BA2271	613.650309930424	0.0537215909090909
BA2272	590.9301324570083	0.0440381493506493
BA2273	643.2132071771085	0.0254788961038961
BA2275	363.8970945171562	0.0866436688311688
BA2276	696.4642064905366	0.0329383116883116
BA2277	941.8999230390806	0.0452150974025974
BA2280	1003.6094654686798	0.0474553571428571
BA2281	862.6606165307038	0.0287946428571428
BA2282	323.8101324218687	0.0262540584415584
BA2286	1327.2542607189002	0.0440665584415584
BA2288	454.9879360677273	0.0180762987012987
BA2292	1297.5291890343124	0.0609537337662337
BA2294	847.8341622688226	0.0345860389610389
BA2296	1323.2688825637783	0.0526258116883116
BA2300	937.6118692053608	0.0600121753246753
BA2301	487.466436665099	0.0233522727272727
BA2302	944.8934392870464	0.0191112012987013
BA2304	211.44701354763023	0.0280032467532467
BA2306	901.786427961314	0.0443506493506493
BA2308	863.2564754537051	0.0221063311688311
BA2309	699.7744213550873	0.0374675324675324
BA2311	410.0625952361645	0.0242775974025974
BA2312	594.399621006936	0.0200852272727272
BA2316	412.6156787816864	0.0355032467532467
BA2322	858.080363788471	0.0362946428571428
BA2325	219.69341172145727	0.0226826298701298
BA2329	511.997061796872	0.0311038961038961
BA2334	464.35318109278455	0.0137946428571428
BA2339	243.40496241424609	0.0154017857142857
BA2344	1338.8400557636896	0.0484862012987013
BA2347	363.8338714002281	0.0136525974025974
BA2348	163.47130967633814	0.0089285714285714
BA2350	204.6322921444288	0.0137094155844155
BA2354	1407.5827175811046	0.0545941558441558
BA2355	860.7745633511192	0.0192735389610389
BA2357	793.4590747498338	0.0256493506493506
BA2360	1029.0874538131768	0.0339732142857142
BA2361	512.3302610000163	0.0219196428571428
BA2363	344.37315787908767	0.0135308441558441
BA2369	935.9463449455876	0.0256371753246753
BA2374	769.8035383317925	0.0763352272727272
BA2375	708.949695691897	0.0357224025974025
BA2376	217.837552447061	0.0329301948051948
BA2377	1620.696566978597	0.0490462662337662
BA2379	326.9421995923817	0.0148336038961038
BA2385	628.0703635992583	0.0170900974025974
BA2386	1105.0537048660103	0.0269845779220779
BA2387	735.7457824756591	0.0340056818181818
BA2394	656.9536912697255	0.0351582792207792
BA2399	863.6350532498634	0.032739448051948
BA2400	2251.1756771923	0.0675202922077922
BA2402	1132.8083556874635	0.0326704545454545
BA2405	819.4816206555411	0.0170941558441558
BA2406	455.82191344869887	0.0314001623376623
BA2409	384.3329069019392	0.0288027597402597
BA2410	1750.142878574093	0.0357386363636363
BA2412	147.10920649053665	0.0185349025974026
BA2413	924.3690286900533	0.0217329545454545
BA2414	1174.7778707298746	0.070239448051948
BA2415	352.56962425058254	0.0304220779220779
BA2417	667.7037800050819	0.0252313311688311
BA2418	445.7194689069452	0.0150689935064935
BA2420	675.3308830557313	0.0295089285714285
BA2421	651.5041767354861	0.0511891233766233
BA2423	454.13566416365273	0.0178855519480519
BA2425	500.2002133778794	0.034200487012987
BA2426	661.9735664974564	0.0209496753246753
BA2427	539.9111996626607	0.0103814935064935
BA2429	600.1961675721845	0.0278003246753246
BA2440	864.1078835422782	0.0316680194805194
BA2441	425.5303468620424	0.0596266233766233
BA2442	878.4137108343198	0.041075487012987
BA2446	509.50240199592383	0.0522605519480519
BA2449	1679.51772423058	0.0289285714285714
BA2450	609.4299564675608	0.0321590909090909
BA2452	1162.0438778550847	0.0578814935064935
BA2454	745.3580045356989	0.036489448051948
BA2455	390.7647405569341	0.0199959415584415
BA2456	397.9003733707434	0.0127191558441558
BA2459	1215.4964029582056	0.0285227272727272
BA2461	436.4138683457943	0.0401704545454545
BA2463	359.6115960903247	0.0145251623376623
BA2464	1015.2788934029636	0.0254099025974025
BA2469	387.8750166642339	0.0190827922077922
BA2470	457.57169279964535	0.0234821428571428
BA2472	447.3715749201252	0.0298498376623376
BA2473	894.9562600620617	0.0424999999999999
BA2474	575.5878617828162	0.024163961038961
BA2477	1491.0319350730088	0.0774025974025974
BA2479	399.7088210155857	0.0130762987012987
BA2480	478.9776202122426	0.0248823051948051
BA2481	351.52108940030377	0.0235308441558441
BA2482	805.4864506668396	0.0339407467532467
BA2483	685.8239964103647	0.0436728896103896
BA2485	622.211135514145	0.0325446428571428
BA2488	454.2514129053882	0.0283563311688311
BA2489	831.7894227390433	0.0158076298701298
BA2492	304.75228457592027	0.0142491883116883
BA2494	744.4210554014824	0.0180113636363636
BA2496	350.10427595863274	0.0278246753246753
BA2497	459.164025176103	0.0417573051948051
BA2499	1215.8143966493133	0.0250811688311688
BA2500	514.1612743016699	0.0560592532467532
BA2501	829.0114015472194	0.0532061688311688
BA2502	475.9212578590853	0.0367451298701298
BA2505	917.3075047384268	0.0219318181818181
BA2507	549.1035245192646	0.0187865259740259
BA2510	819.3453807176026	0.0216396103896103
BA2511	310.38045202376514	0.0076988636363636
BA2512	297.4810904058342	0.0464935064935064
BA2514	722.3955446623094	0.021903409090909
BA2515	611.7897475091498	0.016452922077922
BA2520	563.2975840780205	0.0141436688311688
BA2521	805.7008130956823	0.0533076298701298
BA2523	875.4790358260757	0.0414123376623376
BA2524	931.078368926948	0.0185227272727272
BA2525	451.6653062218546	0.0138758116883116
BA2526	990.3383096222774	0.0140422077922077
BA2528	1094.8701903696135	0.0553287337662337
BA2532	503.22428308113984	0.0241436688311688
BA2534	848.5101283619045	0.0338555194805194
BA2538	628.4832761910941	0.0140381493506493
BA2539	539.9096717916279	0.0470860389610389
BA2540	589.9655471977597	0.0281858766233766
BA2541	727.72020609319	0.0287418831168831
BA2545	647.2364441660316	0.0545616883116883
BA2546	415.4442953177963	0.0272199675324675
BA2552	1511.0459870686627	0.0374107142857142
BA2559	917.200021186418	0.0246022727272727
BA2561	738.135338339361	0.0304017857142857
BA2563	884.8698027592621	0.0440097402597402
BA2564	628.5977134454555	0.0314975649350649
BA2567	277.10499196656883	0.0094845779220779
BA2570	1042.4509403817774	0.0347321428571428
BA2575	261.6719320104662	0.0223823051948051
BA2577	1032.876321645394	0.0460470779220779
BA2579	449.4176386199365	0.0294602272727272
BA2583	1188.087690821021	0.0271590909090909
BA2584	416.4702869762186	0.0345738636363636
BA2587	699.6269820572288	0.0520657467532467
BA2588	1026.9398317358373	0.0347321428571428
BA2589	618.6410391832499	0.0160308441558441
BA2592	1865.1866485698224	0.0428814935064935
BA2593	30.008362985668484	0.0057792207792207
BA2594	471.0287942014413	0.0305357142857142
BA2595	727.4920774690906	0.0178814935064935
BA2597	290.60834830816805	0.0135430194805194
BA2600	1025.2452093908971	0.0242573051948051
BA2603	996.626896776356	0.0522605519480519
BA2618	1058.6337250847405	0.0527475649350649
BA2619	338.3126510809452	0.0182995129870129
BA2620	1012.9845355638809	0.038125
BA2621	567.4479645307254	0.0245332792207792
BA2622	923.4883389502478	0.0303571428571428
BA2623	1683.427266295269	0.0535105519480519
BA2629	580.2238365580586	0.0240584415584415
BA2631	1103.702527606135	0.0359090909090909
BA2634	299.626886802143	0.0145738636363636
BA2636	794.771285538202	0.0262378246753246
BA2639	843.6370720413889	0.044926948051948
BA2644	468.4459418954788	0.0343425324675324
BA2645	503.7044701503431	0.0103043831168831
BA2646	959.2048435967716	0.0408563311688311
BA2649	1079.3861986706456	0.0345495129870129
BA2651	610.7334201495321	0.0142573051948051
BA2653	479.0693402693308	0.0260917207792207
BA2655	3003.6905966687755	0.1289204545454545
BA2656	514.2763095411862	0.0199472402597402
BA2657	669.203610686734	0.0406777597402597
BA2658	820.7877083772577	0.0360267857142857
BA2659	663.9202028035917	0.0385714285714285
BA2660	632.6777537477633	0.0215340909090909
BA2662	563.0684322375214	0.0674188311688311
BA2663	383.4983388421264	0.0328652597402597
BA2667	698.1010292441762	0.0300974025974025
BA2670	555.3930685787963	0.0278652597402597
BA2674	786.7028774874713	0.0251826298701298
BA2675	887.205862809971	0.033989448051948
BA2676	594.0487446493348	0.037426948051948
BA2677	721.5664782648653	0.0395576298701298
BA2681	851.2115127826703	0.0305965909090909
BA2682	1025.0039654389466	0.0203449675324675
BA2685	1395.1228150743066	0.0401055194805194
BA2688	542.31391518405	0.0143060064935064
BA2691	699.0809335701197	0.029476461038961
BA2694	604.2582632975992	0.011875
BA2695	228.02306189418147	0.0104058441558441
BA2697	162.71351757245495	0.0169724025974025
BA2701	403.2378313195695	0.0116599025974025
BA2704	770.3680937846327	0.0389123376623376
BA2705	821.8583313871455	0.0200771103896103
BA2707	1182.3407322531991	0.0347605519480519
BA2709	641.9214397735934	0.0232954545454545
BA2712	274.531070857458	0.0400324675324675
BA2714	1088.2035228974412	0.0420495129870129
BA2715	186.4053981792331	0.0110795454545454
BA2718	750.0273149040149	0.0385430194805194
BA2720	333.3011297891089	0.0252069805194805
BA2721	902.9906278348118	0.0311850649350649
BA2722	345.73765495169664	0.0444074675324675
BA2723	562.7173060921087	0.0212418831168831
BA2724	491.17039401655336	0.0166842532467532
BA2726	143.18557004384326	0.0234375
BA2727	1172.2530557853138	0.0258969155844155
BA2728	464.20429209577406	0.0346550324675324
BA2731	364.9530811398174	0.0126055194805194
BA2733	513.9352604053477	0.0124553571428571
BA2735	799.3425756175093	0.0170413961038961
BA2737	263.86370775826185	0.0138352272727272
BA2742	574.2548448726058	0.0523863636363636
BA2744	386.50566353654784	0.0118344155844155
BA2746	423.074653154176	0.0281331168831168
BA2747	771.2897838190694	0.0255275974025974
BA2748	1668.7576324488991	0.046351461038961
BA2751	716.8933163852803	0.027215909090909
BA2756	1069.0665183779606	0.0247564935064935
BA2758	371.7774084615926	0.0193993506493506
BA2760	688.0308768873967	0.0242207792207792
BA2762	747.3631063321386	0.0181371753246753
BA2764	506.734693475405	0.0373660714285714
BA2765	345.8721956783816	0.0391761363636363
BA2769	937.0731507376591	0.0201704545454545
BA2772	918.2200368910728	0.0252962662337662
BA2775	894.5923074490343	0.0564935064935064
BA2776	787.9974145434297	0.0519196428571428
BA2778	251.36472120858272	0.025864448051948
BA2782	410.5745676029993	0.041452922077922
BA2786	1015.5002481065212	0.0671956168831168
BA2787	108.04856925455596	0.0145211038961038
BA2789	1616.955979143353	0.038887987012987
BA2791	811.1306944917475	0.0189975649350649
BA2792	604.0455384453203	0.0301785714285714
BA2798	1645.4384054504071	0.0337378246753246
BA2801	551.8569786243695	0.0291842532467532
BA2802	233.2144021635122	0.0291801948051948
BA2804	664.8175138530737	0.0445576298701298
BA2806	839.1263056488103	0.0235673701298701
BA2808	469.0915221892452	0.012390422077922
BA2809	929.151270211972	0.0286728896103896
BA2811	662.5363020267387	0.0297970779220779
BA2812	748.1997015520849	0.046489448051948
BA2813	956.1876397957584	0.0196875
BA2814	292.92542751260964	0.0394318181818181
BA2816	751.735240132557	0.0239650974025974
BA2817	351.466447693497	0.0152110389610389
BA2820	864.9211133492273	0.0429261363636363
BA2821	2368.0972957935314	0.0749147727272727
BA2822	215.09595990312312	0.0254301948051948
BA2824	575.4304511182471	0.0371915584415584
BA2828	478.5242470631485	0.0216964285714285
BA2829	782.8986428799258	0.0446996753246753
BA2830	1139.5572352373538	0.0296103896103896
BA2832	406.77833419830574	0.0340219155844155
BA2836	606.31108243187	0.0121915584415584
BA2837	1414.4278362174755	0.036140422077922
BA2839	1031.7349631035208	0.0275771103896103
BA2840	733.1034845088849	0.0493344155844155
BA2841	1035.6599321537274	0.0302272727272727
BA2842	228.17158173718903	0.013051948051948
BA2843	615.0665209458472	0.014200487012987
BA2844	1035.935132632706	0.029614448051948
BA2846	985.9857015872244	0.0362946428571428
BA2850	692.2431064672905	0.0208116883116883
BA2851	919.37662155295	0.0503896103896103
BA2852	502.1760089038096	0.0147646103896103
BA2855	365.6997907848002	0.0219561688311688
BA2856	277.16175692113075	0.0098295454545454
BA2858	739.1818848559551	0.041838474025974
BA2860	555.6940166885612	0.0273660714285714
BA2861	719.6234072019765	0.0264326298701298
BA2865	935.5207895305904	0.0231493506493506
BA2866	1144.4032637571156	0.067913961038961
BA2867	599.1445737307881	0.0233603896103896
BA2868	1261.2430804640578	0.0372402597402597
BA2870	1653.638735134638	0.0571306818181818
BA2871	757.0156570816912	0.0343709415584415
BA2872	632.0389651010667	0.062114448051948
BA2876	487.2383254891148	0.0118912337662337
BA2879	328.0760054709504	0.0138839285714285
BA2880	579.6172882033982	0.0328368506493506
BA2882	348.2327707363618	0.0259780844155844
BA2883	979.3831896938536	0.0244926948051948
BA2885	583.6435163560876	0.0455032467532467
BA2887	831.9369645091011	0.0356777597402597
BA2889	11.096241640852648	0.0003327922077922
BA2893	978.1620407888548	0.0358319805194805
BA2901	502.0742446304135	0.0126948051948051
BA2902	676.7777450169481	0.0200324675324675
BA2903	91.926374111376	0.0129099025974025
BA2904	902.9180070495252	0.0328977272727272
BA2905	900.5493842477714	0.0219521103896103
BA2906	538.9536053887781	0.0494196428571428
BA2908	1625.8994007903684	0.0359090909090909
BA2909	293.2362985614428	0.028465909090909
BA2910	883.0583790957795	0.0208238636363636
BA2911	1305.4111269455125	0.0325487012987013
BA2914	484.6472481713943	0.0432142857142857
BA2915	193.40122712012848	0.0051745129870129
BA2921	516.5545776177578	0.0146956168831168
BA2922	1083.0371638041483	0.0261972402597402
BA2923	190.9176332192651	0.0256168831168831
BA2926	1143.5630600777397	0.0525771103896103
BA2928	624.6365392400136	0.0603327922077922
BA2930	489.7437718419047	0.0306493506493506
BA2932	1050.7566343923838	0.0426988636363636
BA2934	267.241312590214	0.0117938311688311
BA2935	464.9088278542738	0.0236079545454545
BA2937	437.48340007136017	0.0401176948051948
BA2939	838.9056317812485	0.0164285714285714
BA2944	2698.337102950637	0.0600446428571428
BA2947	808.8363659265746	0.0255600649350649
BA2948	448.3459530725442	0.0300324675324675
BA2950	1527.9173758034783	0.0403043831168831
BA2951	1225.5905918789902	0.033851461038961
BA2952	868.2035326148657	0.0552800324675324
BA2953	773.6017261281132	0.0121590909090909
BA2955	255.83240869946	0.0168100649350649
BA2956	182.43355660433457	0.005726461038961
BA2962	1448.9492234980564	0.0566112012987013
BA2970	945.5326477562074	0.0293871753246753
BA2972	1025.0073895619455	0.0319683441558441
BA2976	682.0966436313704	0.0405965909090909
BA2978	463.7697548343848	0.0432832792207792
BA2981	620.2075130962227	0.0169724025974025
BA2984	519.9562388513167	0.0273295454545454
BA2986	831.3159558755951	0.0358035714285714
BA2989	918.7735847970288	0.0283969155844155
BA2992	1040.0243023186663	0.0382589285714285
BA2993	490.2168793417561	0.0161850649350649
BA2994	783.4573074760644	0.0265137987012987
BA2995	448.89376179200656	0.0180478896103896
BA2999	551.318378149716	0.0442451298701298
BA3001	1127.8882983776364	0.0370495129870129
BA3002	658.5376207582564	0.047564935064935
BA3004	607.1595518577985	0.0313352272727272
BA3006	685.9478445103986	0.0261120129870129
BA3008	11.502818985603614	0.0017126623376623
BA3009	967.4619845386184	0.0390219155844155
BA3010	786.927717035091	0.0328043831168831
BA3011	1173.5226977948612	0.0358482142857142
BA3013	1321.290876995518	0.057463474025974
BA3023	1015.7452736286136	0.0224310064935064
BA3025	796.68252407056	0.0317532467532467
BA3027	339.48845342934527	0.0128165584415584
BA3029	409.49845003703166	0.0082142857142857
BA3030	1040.9582844218469	0.0492410714285714
BA3037	796.8167148834721	0.0182792207792207
BA3038	712.6495139882256	0.0646266233766233
BA3040	659.1284817517854	0.0341193181818181
BA3042	930.6569966806684	0.031525974025974
BA3043	279.3242529341486	0.0192735389610389
BA3049	207.05831119544595	0.0165503246753246
BA3051	339.05996434691883	0.0189935064935064
BA3053	1159.914784973267	0.0487094155844155
BA3064	811.7129054909528	0.0476461038961039
BA3067	416.1485327851571	0.036765422077922
BA3068	473.2820363883077	0.0564610389610389
BA3070	339.2050705493115	0.0185146103896103
BA3071	651.3380244516886	0.044338474025974
BA3072	802.8031381469049	0.0276948051948051
BA3075	495.5792932364566	0.0152110389610389
BA3076	81.10637218410939	0.0090381493506493
BA3077	291.70705449866745	0.0393587662337662
BA2040	349.01179584488875	0.0251176948051948
BA2160	743.0925136584549	0.0266964285714285
BA2303	465.3506401336382	0.0363352272727272
BA2353	1483.0301806981408	0.0535836038961039
BA2516	1350.9859271639175	0.0472930194805194
BA2590	1522.0878930840054	0.0484374999999999
BA2647	869.0202300015676	0.0244074675324675
BA2891	336.46402777102026	0.021351461038961
BA2924	974.9096307108452	0.0218628246753246
BA2971	504.3848558415371	0.0193181818181818
BA3036	1024.0701671559168	0.0355762987012987
BA3059	509.7243617530828	0.0272240259740259
BA3073	1092.6461944187656	0.0465787337662337
BA3078	1752.2812406677583	0.0548092532467532
BA3079	431.2270461408715	0.0237905844155844
BA3083	724.4524761132466	0.064512987012987
BA3084	552.0035124907421	0.0617086038961039
BA3085	820.8800895732983	0.0319237012987013
BA3087	552.9716823524008	0.0828652597402597
BA3089	1439.473474832006	0.0373538961038961
BA3094	665.2058175556962	0.0398985389610389
BA3095	574.7167668683135	0.0320535714285714
BA3098	808.7351486941619	0.0419115259740259
BA3099	1438.6175286116652	0.0654383116883117
BA3103	879.3752567562454	0.0308198051948051
BA3108	1114.4842264173385	0.0424878246753246
BA3109	463.60528194856647	0.0154301948051948
BA3110	812.5846052698445	0.0209496753246753
BA3114	701.3618263081356	0.0481615259740259
BA3116	596.0115959551728	0.0189448051948051
BA3117	2013.0868083599587	0.0803814935064935
BA3118	762.0598576309488	0.0227353896103896
BA3119	1297.1689066208232	0.0656493506493506
BA3123	1253.3905845807856	0.0364163961038961
BA3124	476.7455394130081	0.0214366883116883
BA3126	423.3258870021679	0.0371550324675324
BA3128	1184.566686506971	0.0260186688311688
BA3130	233.00493093195377	0.0437094155844155
BA3133	548.0215910572665	0.0485267857142857
BA3135	1036.4799729020365	0.0323498376623376
BA3136	540.2219088535331	0.0593790584415584
BA3137	658.66789022419	0.0367329545454545
BA3138	964.934672472794	0.0492978896103896
BA3139	854.6870240840752	0.1432670454545454
BA3141	1771.353530898436	0.0599553571428571
BA3142	823.5670939630331	0.0291720779220779
BA3145	527.3541563951194	0.020239448051948
BA3146	724.235544067641	0.0348579545454545
BA3149	297.9528024511156	0.0154951298701298
BA3152	363.3788364769674	0.0539245129870129
BA3153	810.1571869475665	0.021351461038961
BA3154	369.5337442438789	0.0096185064935064
BA3156	1108.0450205647187	0.0329342532467532
BA3157	2477.163519518644	0.0502800324675324
BA3158	656.5434153110926	0.0313474025974025
BA3162	712.9927125750769	0.0307102272727272
BA3163	195.17160065846025	0.0379301948051948
BA3164	1006.7027276039724	0.0517694805194805
BA3167	839.6627692307691	0.0282305194805194
BA3169	407.5842455818831	0.0232913961038961
BA3171	428.433612084205	0.0351663961038961
BA3173	1272.5773057461197	0.031489448051948
BA3174	430.156349005552	0.0196915584415584
BA3175	459.5290877514503	0.0270576298701298
BA3176	1129.7328969763803	0.0478043831168831
BA3177	1587.6337128940356	0.0805073051948052
BA3178	593.7176450937144	0.0368952922077922
BA3180	1005.2974130297282	0.023989448051948
BA3181	531.1001912075557	0.0261444805194805
BA3182	859.4595282116155	0.0608319805194805
BA3183	1450.5036346356574	0.0599350649350649
BA3185	762.8095147721068	0.0206047077922077
BA3186	750.6033154338107	0.0747564935064935
BA3187	685.79900724955	0.0406128246753246
BA3189	1463.1101118193071	0.039265422077922
BA3190	1966.934271120193	0.0418303571428571
BA3191	526.8250531687722	0.0256209415584415
BA3192	1365.1212215978203	0.0282508116883116
BA3194	1392.2868741519217	0.0617248376623376
BA3195	1043.4049337025683	0.0241071428571428
BA3197	547.1094108862185	0.0295616883116883
BA3199	2511.9588647777828	0.0921185064935064
BA3200	784.4308424290588	0.0320373376623376
BA3202	940.5521645123448	0.0548498376623376
BA3203	210.9951207123048	0.0216396103896103
BA3206	767.2675833968548	0.0380641233766233
BA3207	609.5461392578536	0.0408928571428571
BA3208	724.5936845121286	0.0243587662337662
BA3210	578.2796027479092	0.0178855519480519
BA3211	866.1912154024554	0.0519115259740259
BA3212	418.0380708088032	0.058262987012987
BA3213	1180.523693648399	0.0464042207792207
BA3214	1506.22650339772	0.019200487012987
BA3216	768.3636119706774	0.0219196428571428
BA3217	1052.5268080301876	0.035689935064935
BA3219	405.0458000859567	0.0418262987012987
BA3221	322.6561060239921	0.0243668831168831
BA3222	1297.8599968996143	0.0745860389610389
BA3225	244.08352575725635	0.0431737012987012
BA3226	1197.3099928369477	0.0353733766233766
BA3227	883.0480512982696	0.0500040584415584
BA3228	1697.5546582007491	0.0544521103896103
BA3229	1455.519949236932	0.058226461038961
BA3230	849.2743784848928	0.0555194805194805
BA3232	987.2649466366088	0.0468993506493506
BA3234	353.1609618763414	0.0557792207792207
BA3235	255.76999018796928	0.0263839285714285
BA3237	907.363305324446	0.0429301948051948
BA3240	1127.7512233088437	0.0435714285714285
BA3242	806.7854193169961	0.0289001623376623
BA3243	980.8468532249954	0.050827922077922
BA3245	188.53847669710288	0.0213717532467532
BA3249	731.5733312384782	0.0208806818181818
BA3250	921.1257791725455	0.0750081168831168
BA3251	644.4370405726117	0.0349350649350649
BA3255	727.1856605956416	0.0546834415584415
BA3258	435.4845579666661	0.0560998376623376
BA3260	597.0581526568168	0.0372077922077922
BA3261	849.8163244295235	0.0370251623376623
BA3264	1007.2563954978184	0.0507751623376623
BA3266	1097.5275507982071	0.0692086038961038
BA3268	1563.115475951064	0.0704910714285714
BA3269	341.03154410548336	0.0108482142857142
BA3270	1212.1378999226934	0.0531412337662337
BA3271	1091.401344978024	0.0672362012987013
BA3273	347.22410491574624	0.0232711038961038
BA3275	1010.2440870702844	0.0543547077922077
BA3277	876.774825708061	0.0206412337662337
BA3280	673.4310204187548	0.0174594155844155
BA3283	744.2270885569558	0.0260592532467532
BA3285	965.9732478767633	0.1038555194805194
BA3286	729.8611190039842	0.0651461038961039
BA3289	237.80493783010863	0.0131452922077922
BA3290	1028.6537067311071	0.0495616883116883
BA3293	1410.6575633186828	0.0632792207792207
BA3295	931.4742750450056	0.0606331168831168
BA3296	427.2224889851171	0.0531412337662337
BA3297	892.6426763057029	0.0473823051948051
BA3299	588.9359797974884	0.022913961038961
BA3300	892.2016144980187	0.0405478896103896
BA3302	2404.70236921347	0.0588352272727272
BA3305	825.9343252350294	0.0327191558441558
BA3306	1342.1610074766056	0.0251055194805194
BA3308	880.1282427815349	0.0317167207792207
BA3310	813.7038750493303	0.0296834415584415
BA3311	512.6421293458105	0.0422362012987012
BA3312	1224.9597742827486	0.0910673701298701
BA3315	838.4970079253096	0.0522646103896103
BA3317	2032.3938769360516	0.0420657467532467
BA3318	955.1253143309708	0.0393060064935064
BA3319	612.65364137163	0.0537905844155844
BA3322	563.6207557696362	0.0372849025974026
BA3324	1381.989756996816	0.0632954545454545
BA3325	598.5692094909097	0.0208685064935064
BA3326	639.2512433978278	0.0295048701298701
BA3328	720.8834453148229	0.0521753246753246
BA3329	2369.4967076447338	0.0541680194805194
BA3332	2478.666371359682	0.0604423701298701
BA3333	1597.9960076658178	0.0350689935064935
BA3334	703.4833047568076	0.0240868506493506
BA3335	649.309428929002	0.0157102272727272
