	DNMT3A	PTPN11
BA2209	0.8738033339078843	22.20851929911572
BA2211	1.7814047286024255	21.02631899069189
BA2212	0.358849828842352	16.10636029935567
BA2217	2.0109583228318337	17.405562540348775
BA2218	0.3445802528520448	6.878393864241168
BA2220	0.2158140627418481	20.14637088171025
BA2221	0.1123345902334619	13.92990006687362
BA2224	0.50439950982126	15.825637213283208
BA2226	0.8732113967481294	35.989485894319195
BA2227	1.1770681874430475	20.910382367639677
BA2228	0.1756566002668675	31.927487025931413
BA2229	0.4751961882078786	23.056486557637434
BA2233	0.652611372360466	11.761458404505191
BA2234	0.1253648500016553	24.054342043995
BA2235	0.175866222457809	17.067020253453286
BA2236	0.3285167351903352	17.314869257465272
BA2239	0.1714125851037873	12.77104820432132
BA2240	0.5717301014229117	33.17334597209446
BA2242	0.5819394119805501	15.237455455980948
BA2244	0.2843519009376707	16.925820528737685
BA2245	0.3750327072183909	27.47398546311995
BA2248	0.3118143728257943	18.155268511562515
BA2249	0.4332410668101266	19.97463299408348
BA2251	1.0331853833965587	24.14242187116462
BA2256	0.5170178480586665	21.401582298666927
BA2260	0.1635494751200925	15.232493343082629
BA2261	0.7411661772531666	13.631458148123675
BA2269	0.0514481175701506	7.328556613973234
BA2271	0.3975245005379642	23.98460277768552
BA2272	0.2766335588647716	13.50913898194892
BA2273	0.3883456318198185	21.07546663553913
BA2275	0.7906998485809084	31.218741695811683
BA2276	0.1930645223276748	9.934136281708742
BA2277	0.8546168491637717	29.221652377436328
BA2280	1.3403744661128272	36.38874163228378
BA2281	0.3742486776379176	24.831129720843258
BA2282	0.1848252696301412	10.789451974244848
BA2286	0.2924677972517953	19.38545941760825
BA2288	0.8689960641896194	12.094613771990195
BA2292	0.0383764464488665	17.152450737298953
BA2294	0.8926650952809216	18.795163976802144
BA2296	0.7958449564827293	22.58795543731145
BA2300	0.8105652707227917	43.71814488147894
BA2301	0.1512653313907045	17.314482693030055
BA2302	0.1781291916276537	15.142153148377648
BA2304	0.1342898984526482	12.000004837689753
BA2306	0.5401721990788467	21.901854935746787
BA2308	0.918211471699353	20.691473643918133
BA2309	0.1763206638680505	15.600943225492763
BA2311	0.1760659011994245	16.07649015451271
BA2312	0.6757120776156089	14.384739574554802
BA2316	0.1292452424412816	11.94031516572484
BA2322	0.7836452764609124	19.00203463588738
BA2325	0.059416367332984	13.13339354976582
BA2329	0.1829182068266463	14.170386468930648
BA2334	0.5601448744652351	12.738862324221753
BA2339	0.1039325783070219	10.111131706915842
BA2344	0.7171623628083545	17.66258635942158
BA2347	0.0733246332693876	10.673249895339008
BA2348	0.0563834165382755	6.14653811673649
BA2350	0.0687448652717671	9.248559385393913
BA2354	0.5649239948038823	27.095243432620222
BA2355	0.2402441112801165	28.38735945750639
BA2357	0.0769123129206903	12.19949693229595
BA2360	0.6835659009126082	17.5735034231662
BA2361	0.9467138467155864	15.736424512490592
BA2363	0.2013801892904489	7.3033212222808
BA2369	0.414873241135215	17.51039441139099
BA2374	0.4334668550253931	22.40617777937685
BA2375	0.512061926493074	20.87206313122356
BA2376	0.187392021027014	14.73696075905255
BA2377	0.1966266034983252	56.988741119585946
BA2379	0.1859523035553871	14.2605358780457
BA2385	0.152949964951423	15.9001120635316
BA2386	0.3828690029882881	18.71535873465833
BA2387	0.1326860295492633	18.12250880428911
BA2394	1.28729052993089	24.469601260335928
BA2399	0.4459573066888792	16.904555001239643
BA2400	0.7696569294530675	33.63200594550555
BA2402	0.2305528668789867	21.70324629391715
BA2405	0.1687941960019158	9.100792336674967
BA2406	0.550402929983847	17.82816007822995
BA2409	0.204315745002997	16.29375622363415
BA2410	0.304621398174643	23.596659384354837
BA2412	0.1317688752634919	12.137813809796492
BA2413	0.4473235049280832	21.05224232672534
BA2414	1.599491958875364	23.349309244236707
BA2415	0.1148539006855739	8.984070955203252
BA2417	1.337533555314113	12.270477073849374
BA2418	0.2762351313664459	10.111819360859618
BA2420	0.2310167770745552	17.04322984051619
BA2421	0.1248639661925869	17.112086130843036
BA2423	0.1345809588727959	14.830693302761253
BA2425	0.4554703213617888	26.81439645289756
BA2426	0.4718236560602522	14.6887218048444
BA2427	0.1490400221697363	13.203350202140005
BA2429	0.329031989925242	13.885097753812143
BA2440	0.1622128696814486	29.80936471999719
BA2441	1.6139302908224038	41.50471871701896
BA2442	0.3804119201097979	21.30032633561693
BA2446	0.2001238359012414	17.23831681496286
BA2449	0.2287970587036531	27.270894277896847
BA2450	1.4455575219911612	17.891294519534323
BA2452	0.3308325464918646	25.78173682741561
BA2454	2.200586435986676	35.41917436013228
BA2455	0.345850794601501	12.375452361398644
BA2456	0.1109490055855878	14.09237807271488
BA2459	0.1343229897677482	13.594127000583486
BA2461	0.3576983560536166	17.820350143922077
BA2463	0.4722574616693779	8.57460656098495
BA2464	0.3978457402927364	18.745323554263607
BA2469	0.0707174080469741	16.132452295663036
BA2470	0.829096922119146	18.268118383788824
BA2472	0.1427092567573498	12.66426899861456
BA2473	0.14440797310754	17.639401643995793
BA2474	0.6927629557403411	12.088986615383838
BA2477	0.681689466720368	27.90380716097536
BA2479	0.1776972071235237	9.06853194700168
BA2480	0.3190556321984708	15.24397502944484
BA2481	0.0963988557689032	7.960993949896547
BA2482	0.3960059195757783	19.0233231637945
BA2483	1.2695197781603915	23.22264853955544
BA2485	0.4396756763186226	17.055978788879546
BA2488	0.2479588444473664	18.77808934875976
BA2489	0.0987155128266856	14.508873336495364
BA2492	0.0661047669468101	23.63457575454264
BA2494	0.4360524146066351	27.91420931790605
BA2496	0.1166748542849611	11.399676017741184
BA2497	0.0989981411296462	15.612483715841416
BA2499	0.2037565437747856	21.457586308448946
BA2500	0.4721345142772626	23.138866635530075
BA2501	0.4816688295202621	27.833890878616558
BA2502	0.1638465093407732	15.548455223976305
BA2505	0.2124773452250946	22.69831014365209
BA2507	0.7322819781538245	13.273383072831717
BA2510	0.1988790031605586	16.669318455579262
BA2511	0.1227612292575707	7.663551368635486
BA2512	0.3319279693979129	18.55404802224241
BA2514	0.1504328415425985	14.1127716506682
BA2515	0.0942200510207396	13.656362083325709
BA2520	0.4753243867453362	10.18459988094212
BA2521	0.4124049363037384	22.854875728416364
BA2523	0.2414343473868867	17.466454904239125
BA2524	0.1617041942440691	15.143161519049126
BA2525	0.1242240092794612	10.739344125649188
BA2526	0.1721578891325065	16.511510597344866
BA2528	0.5811953456406841	14.604392734699395
BA2532	0.1418639295741579	27.09788474706269
BA2534	1.2894096471898533	26.77316300242771
BA2538	0.3724935018034421	19.34789198139
BA2539	0.2473384989090979	15.054660968382327
BA2540	0.0392767792214953	12.01969277063214
BA2541	0.3937315952460676	16.52564398579619
BA2545	0.323874393433841	20.94124669628399
BA2546	0.2799703549111725	18.99909180138973
BA2552	0.9149504511235462	16.970131640737755
BA2559	0.14604252116698	14.081354688308627
BA2561	0.267564448818346	8.225056123389484
BA2563	0.7464626423826584	17.33397336920926
BA2564	0.2903125005311262	13.974435996557515
BA2567	0.1688990342602005	6.532230302726126
BA2570	0.5441987125534858	22.38622147123564
BA2575	0.113993415515483	10.361376185477951
BA2577	1.0114167075149012	20.382387269777333
BA2579	1.02388725941294	18.172941762715816
BA2583	0.6173553319213095	25.543482158502837
BA2584	3.188228154668748	21.881435806884262
BA2587	0.7056228868811733	21.078892020464146
BA2588	0.5454191265941115	15.34775428213297
BA2589	1.1554841958513062	17.98440359990241
BA2592	0.4516867213074516	19.84405027987057
BA2593	0.0482078021875235	0.8090165245861867
BA2594	0.318736959768664	21.525920477694164
BA2595	0.165925845479081	13.4174683952318
BA2597	0.1956060277048242	19.51682683095491
BA2600	0.3145612729561897	12.611281705199705
BA2603	0.2955805106291863	19.616353351392544
BA2618	0.4605459480209012	21.562852645082295
BA2619	0.3964742673762612	16.276085827293198
BA2620	0.3429567901630611	23.94293881406372
BA2621	0.2521754146457712	14.867078915259968
BA2622	0.1820431796607657	17.89404725424126
BA2623	1.0283085416478084	32.422525972432204
BA2629	0.4695763482228556	12.182439062832351
BA2631	0.3945279612030792	17.90739322912705
BA2634	0.376498154243872	18.21284933426878
BA2636	0.298505593504929	18.568704808257376
BA2639	0.539061794585312	21.352582026728825
BA2644	0.6555710697629737	13.954630838917565
BA2645	0.5763828990678791	21.812898951451057
BA2646	0.5716253213226956	24.75015114655788
BA2649	0.3679098787072297	23.86929555054728
BA2651	0.1820603245896505	15.009905620802682
BA2653	0.2516713230269166	35.09770771441234
BA2655	0.3170650738691498	47.73960715416454
BA2656	0.3431771918194494	12.23115155921837
BA2657	0.4038453553346112	19.747502000537104
BA2658	0.6219957447398035	20.77431422918143
BA2659	0.4637602320668896	20.045090782808657
BA2660	0.2191428208101416	16.149795869705212
BA2662	0.3877015943012521	12.045959777225177
BA2663	0.5880826526291726	12.517918211428482
BA2667	0.4348011249922904	14.667596859550976
BA2670	0.209885389528405	17.34966639725265
BA2674	0.807604059291578	17.279843318133707
BA2675	0.4689991010933024	20.317910549967007
BA2676	0.2090818863244369	18.58694648390418
BA2677	0.2974628991676514	18.577054779483333
BA2681	0.3940031642319385	15.08682239640497
BA2682	0.2396315702058518	19.076647524486
BA2685	0.3368005097558983	25.10516765487928
BA2688	0.3577720637814585	9.067482526668442
BA2691	0.1672248532251762	26.73737220376769
BA2694	0.3501264127335556	9.024019039461352
BA2695	0.0607576834709791	11.2404092343823
BA2697	0.1092200193870022	6.301040978737351
BA2701	0.1889654260027632	10.946437653909962
BA2704	0.9814250352482728	16.147071205521367
BA2705	0.7700237016505259	28.16912357988325
BA2707	0.6588867101667347	28.354258823419137
BA2709	0.1484763938160132	11.834087074751764
BA2712	0.1262065358097874	16.42029670010793
BA2714	0.2300306866199289	18.259052411644547
BA2715	0.4294309994774231	20.1361962674606
BA2718	1.2915092487858195	23.29369020548985
BA2720	0.0676870072242622	12.589995425491171
BA2721	0.8843333898768759	12.82643796424119
BA2722	0.2948676477079429	36.40377693251484
BA2723	0.1045203993213058	30.19932116231609
BA2724	0.0935820724540201	12.29033845001848
BA2726	0.4806911207825697	13.818725538291096
BA2727	0.9170466166952764	24.61424804261353
BA2728	0.5631883742849203	21.026768820896308
BA2731	0.1478344170996834	10.348587303927951
BA2733	0.1167841171410904	8.96480318961342
BA2735	0.1238351245416097	12.472768491152266
BA2737	0.2026822638608618	12.376501451202138
BA2742	0.4546269552393785	18.999517616112165
BA2744	0.2327191232280831	3.972428680531728
BA2746	0.1724721754436311	16.354079014101362
BA2747	0.3549934531535525	13.21286567892482
BA2748	0.6494838064548226	24.58902716946228
BA2751	0.3180928823491231	13.92309366783434
BA2756	0.0299447808712799	11.95978241621635
BA2758	0.1786891335756213	9.074373932385482
BA2760	0.2176810594314007	27.842394785774225
BA2762	0.4122016381747383	15.494298472230904
BA2764	0.3601617347496643	10.123036663951495
BA2765	0.2146297454156381	17.255788926560026
BA2769	0.4069829758101596	14.114069903809089
BA2772	0.6203456190414237	9.214550366533244
BA2775	0.4359858195215317	18.18390614086486
BA2776	0.981962711844416	21.07864268018424
BA2778	0.3255770850575303	11.051841624231852
BA2782	0.2503206248094025	14.017978111035076
BA2786	1.171805359891818	18.56146342152403
BA2787	0.1262452577776576	5.728153752635701
BA2789	0.3927813924913583	23.09779193452756
BA2791	0.2637898848361519	20.34342406980938
BA2792	0.1762526055954666	11.65470263502648
BA2798	0.1581435745743294	16.931625688947495
BA2801	0.1743066887964006	7.134981041288424
BA2802	0.5743559957070739	21.039563120997773
BA2804	0.2330873228355452	11.705154389579103
BA2806	0.3026392588780354	20.0582471817414
BA2808	0.3644539186795258	24.08299046294555
BA2809	0.7297194740690964	25.421071006514072
BA2811	0.4284780949273138	22.694716050439283
BA2812	0.1645191045968128	11.366252530998253
BA2813	0.2961385669585432	13.26185634034608
BA2814	0.1717759829931584	11.078194670442564
BA2816	0.2056657392928692	14.79225518895096
BA2817	0.4184505424268583	19.255577896687427
BA2820	1.227492215350056	17.60046886126625
BA2821	0.8325629907041542	41.38697743446033
BA2822	0.355693736417672	27.94999463915676
BA2824	0.7553289219692325	15.698469004065108
BA2828	0.2608430275163029	16.62048013308828
BA2829	0.6096674228142073	23.16697090575833
BA2830	0.8085310465555513	10.54731633196385
BA2832	0.4613646997462846	21.6788491811367
BA2836	0.1882241836856603	12.468306580047503
BA2837	0.420197015660383	22.898407857056828
BA2839	0.1193924712211999	31.642496415707715
BA2840	0.3404412056811315	20.531917229600012
BA2841	0.2643356416342542	17.333596721579227
BA2842	0.0939459433638478	9.895489999364507
BA2843	0.8806914208716016	10.858547637453205
BA2844	0.2319472968316453	17.590131498344554
BA2846	0.6802889175866904	18.50294150486064
BA2850	0.3593597696814201	13.43052749037221
BA2851	0.8077563402816813	25.04537941152953
BA2852	0.2604772743251851	9.456579436181348
BA2855	0.1389577608821234	17.107630110616615
BA2856	0.0460772943406423	12.066697755388164
BA2858	0.0728947875117304	12.633864070958204
BA2860	0.3634543029070985	14.530015277964637
BA2861	0.4621660573420051	17.408068930780058
BA2865	0.3736893759729958	16.238963350670986
BA2866	0.7078682915886187	21.19259899057649
BA2867	0.579227306171779	17.232068759781303
BA2868	1.2538798834943796	23.494536189676637
BA2870	0.8809392757820929	23.69065911934278
BA2871	0.5311071929265021	23.15316795763132
BA2872	0.1711519804971614	18.935171480130546
BA2876	0.147970721872509	13.157898270250502
BA2879	0.2143382526114215	15.50509527096519
BA2880	0.2052778440857197	19.49215324075317
BA2882	0.5347456449532613	16.603411924717445
BA2883	0.8248951680021976	28.20025393371597
BA2885	0.2659698106163465	20.57041289985666
BA2887	0.4958859177084	27.307116773219036
BA2889	0.0052083333333333	0.0893690876800253
BA2893	0.3786009347846887	12.4974117886675
BA2901	0.0681156637427234	8.975530107617864
BA2902	0.2266572571307222	9.87114034234456
BA2903	0.4643108883099237	5.87011599834422
BA2904	0.6961141456923908	20.70134617274038
BA2905	0.2885133855143856	22.33801212442174
BA2906	0.1806856748580074	21.176416117737062
BA2908	0.7279773258113387	23.172251086718955
BA2909	0.2885545370370797	11.488674564864946
BA2910	0.4191895047954915	26.26349101086416
BA2911	0.5138820120046195	20.84783277632227
BA2914	0.4974316857431418	15.0156201416248
BA2915	0.248866969664275	2.41314672352659
BA2921	0.2277201673348766	17.458656163590284
BA2922	0.5582202983948308	19.573904682697663
BA2923	0.175868599967489	9.394341271819846
BA2926	0.3226091387985913	19.129719312731364
BA2928	0.2350782013646713	17.191069360684157
BA2930	0.547400370733083	14.85937609513198
BA2932	0.3835065532280471	19.46477251954371
BA2934	0.4444740712198819	9.73098986675119
BA2935	0.1597390094414039	9.880445356341776
BA2937	0.2770462416612391	17.877732513150956
BA2939	0.3167674883356611	9.710666289915626
BA2944	2.926342443902008	37.64703403612323
BA2947	0.6337114874670283	12.357448642886093
BA2948	0.3214091422441616	20.4879431817709
BA2950	0.9655158917999446	24.919157088502157
BA2951	1.2032901312935274	18.133444760407368
BA2952	0.1701724902822255	29.64411745650464
BA2953	0.1887043089945975	7.163653271429381
BA2955	0.1070074258904619	11.13542937935626
BA2956	0.1331000503744939	8.523238456781499
BA2962	0.2743980063007089	24.054892956713843
BA2970	0.2186665702514058	15.990249149514993
BA2972	1.1248018222059002	17.627225547010358
BA2976	0.5899704310956357	17.773117510802155
BA2978	0.3880530930469665	14.603788957143514
BA2981	0.30014872540181	18.564359098703868
BA2984	0.2994540891408266	14.452361922559325
BA2986	0.3408751659030815	21.66198824056716
BA2989	1.2216838548674196	24.180054210900927
BA2992	0.1738520838947822	23.9380562024542
BA2993	0.2381146198567779	13.846655480060836
BA2994	1.1333107628424774	16.36308890783346
BA2995	0.5966495392695071	14.331090419338244
BA2999	0.944263594922562	20.07089751224206
BA3001	0.8419520480765643	17.71418966299346
BA3002	0.832543776663652	25.71013085930307
BA3004	0.8579620022221772	15.801966890605236
BA3006	0.2601638825930524	12.927507847907451
BA3008	0.0270018823347627	0.3007671567538219
BA3009	0.5248921798084761	19.149190049872782
BA3010	0.38707748618141	13.643755520925405
BA3011	0.1690691320776569	16.20127100029433
BA3013	0.4301935456332856	15.826301965085207
BA3023	0.1363837899220483	16.109292041670233
BA3025	0.8187011111662452	21.606626020315527
BA3027	0.3963453459242108	11.8217154344046
BA3029	0.1424834017343615	11.205176238759671
BA3030	1.422042146502674	21.666872429973047
BA3037	0.1013477994000888	22.454196832329725
BA3038	0.3578297525563194	26.722751368914007
BA3040	0.2651355502276851	10.393675597393589
BA3042	0.4990705514060229	31.91703970845472
BA3043	0.1855059226545971	10.557497829345278
BA3049	0.0638703871606211	4.158103947463144
BA3051	0.0867398221687432	13.618501220020445
BA3053	0.3904060579161488	26.569754013053128
BA3064	0.8266145140190817	20.81512093293928
BA3067	3.0201802029787426	23.49622855930234
BA3068	0.7574173105813524	32.6958892019907
BA3070	0.2163329389468104	12.2739088603882
BA3071	0.5419650347218533	21.66745407747344
BA3072	0.7569400385432766	21.744276519892093
BA3075	0.229534322024197	9.78077433217044
BA3076	0.0420599651129518	6.585836267450562
BA3077	1.7928437998000928	22.34529503861006
BA2040	0.1227269882902742	15.768603175760314
BA2160	1.6010001712890327	17.506409372433634
BA2303	0.2688254671847114	15.03837826541991
BA2353	1.2695600949360362	27.233366359776674
BA2516	0.4293733959244427	21.259529388671154
BA2590	0.6603664163710853	29.16348122073776
BA2647	0.6434817066881039	21.26802428024812
BA2891	0.705000851779769	10.22953782959444
BA2924	0.2691020358385431	20.532589760834025
BA2971	0.7350571431102546	19.08055261903843
BA3036	0.5832937946565376	21.532179511729048
BA3059	0.1456838423424147	18.54532868077653
BA3073	0.314033613122555	14.944238120335736
BA3078	0.3839338803127338	35.18664561153126
BA3079	0.4437535493508674	19.909318281196608
BA3083	0.5296678439058089	21.978305936397295
BA3084	0.4017445901202796	17.84399375600065
BA3085	0.6908424754070434	26.01224963306068
BA3087	1.0688612042849048	48.86803170684532
BA3089	1.1036399935011023	23.137690705828494
BA3094	0.9233834406485392	28.49290823798763
BA3095	0.4227676899769862	20.620505966732463
BA3098	0.5345790976230186	23.62762660915261
BA3099	0.8524193707267934	36.54224908379226
BA3103	0.4355701855230808	21.202410683230404
BA3108	0.5537534456541039	27.17003893415094
BA3109	0.1814324135121353	17.987162225593785
BA3110	0.2768104716279829	23.61354936917826
BA3114	0.1088840793009231	11.088207106757388
BA3116	0.0935323200186703	13.54410492909614
BA3117	1.1097438239872484	32.99850340543902
BA3118	0.4558159967547756	18.419906314914087
BA3119	1.1050069715976252	24.22301068782385
BA3123	0.8898690185832758	19.325795422691492
BA3124	0.4376242267940435	11.595967067149676
BA3126	0.4536238322110634	23.07814911886787
BA3128	0.2980707449549687	17.85383423310964
BA3130	0.2888693576270573	12.057733345196048
BA3133	0.5280744309035069	35.60647067572976
BA3135	0.3673227728350812	14.423862792892812
BA3136	0.2188497040420824	26.020118488952967
BA3137	1.8879753565257689	17.99946922539952
BA3138	0.4983259698262031	17.948405734384835
BA3139	1.4083313481582078	61.89541159416133
BA3141	2.030416653662876	21.324758045316084
BA3142	1.0957801785740795	46.60967367517731
BA3145	1.075042883986113	21.111123300919846
BA3146	1.8356430865267688	21.602179497941837
BA3149	0.2180017567368151	21.63447056331703
BA3152	0.4725979613969722	26.69930441544388
BA3153	0.7517191341534645	31.543536116768177
BA3154	0.5136262651330682	34.14570005484676
BA3156	0.2801695480589073	19.49857490673853
BA3157	1.0420286394826	23.14124354717321
BA3158	0.5752095869880473	22.028408728000585
BA3162	0.3203651644938881	23.07486636372992
BA3163	0.1698222535044266	14.556965582467331
BA3164	1.3816849248246437	29.786068872909603
BA3167	0.1493417267865281	20.567990490892964
BA3169	0.1318674079774977	20.415742448754457
BA3171	0.7248810084125195	49.20184704080764
BA3173	0.4258039073468079	27.98654696106653
BA3174	0.9371693552117152	22.481708707839694
BA3175	0.3823097188500636	16.98894756673063
BA3176	0.6025835934943087	18.64217401050913
BA3177	1.4499022737153702	37.12825353716463
BA3178	0.1637235903879918	11.343132947483015
BA3180	0.4470892620574914	28.83046345372784
BA3181	0.1903750008777646	12.539176864756952
BA3182	0.7881579230493059	27.52360362055456
BA3183	0.456307919964907	29.19110257797213
BA3185	0.5508315769993861	16.0689464411771
BA3186	1.102542456438378	26.671352579888893
BA3187	0.1951423994450779	17.671849707854243
BA3189	2.7703975044451803	34.77103318446292
BA3190	0.2644477773270691	13.582985218241213
BA3191	0.3111235022013395	17.4967395117262
BA3192	0.8690938023836893	25.62671641213393
BA3194	1.4300190129124035	35.935356555517195
BA3195	0.5887605043012104	16.40482357099114
BA3197	0.556052047429418	16.74318582812262
BA3199	1.229934544311702	26.886278539283374
BA3200	1.2504678273610397	21.870631329961405
BA3202	0.1253391277216357	24.89452366575615
BA3203	0.2590062959835215	14.692021043920066
BA3206	0.7427726525895122	23.017601304312947
BA3207	0.0696858222438629	21.08589263526197
BA3208	0.6869204070704473	18.69157945657816
BA3210	0.315720478031554	25.00701142440425
BA3211	0.7275274380916331	20.94416288181397
BA3212	0.5397198352858077	38.42654424973168
BA3213	0.7293003047623712	28.595132790427066
BA3214	1.0131577785777768	19.227635695526825
BA3216	0.4327449999045494	14.3557010442588
BA3217	0.4904605080512517	16.74182319835738
BA3219	0.1325412530644254	14.358489399213893
BA3221	0.5598546594295373	15.472372826909858
BA3222	0.4878573221666183	45.00221066210596
BA3225	0.1664920257431351	16.252474175634926
BA3226	0.4703898772915094	19.63876066105797
BA3227	3.8793287885210734	22.406453016091405
BA3228	1.027680461331225	28.892920691148067
BA3229	1.38524840556318	29.721164245602424
BA3230	0.3043778924975232	19.80458906416293
BA3232	0.7981653727668342	18.64192081999083
BA3234	0.2523570978104885	20.17473302052334
BA3235	0.3781402190601557	15.371318318553923
BA3237	0.9236503786785272	27.98315846822433
BA3240	1.772731740398074	26.53802348143133
BA3242	0.9853710122419864	18.60678946129853
BA3243	0.3456145035073921	27.182019369641385
BA3245	0.6219084754003928	24.70548102610767
BA3249	0.7253580412858185	27.04526177937093
BA3250	0.6145009641973534	29.723698269728747
BA3251	0.7335008785971939	18.96515071718015
BA3255	0.2654379634129928	19.530658366366755
BA3258	0.1381705624271494	19.25644449572177
BA3260	0.3955008866258075	21.71300533111998
BA3261	0.9026086064745786	18.19364774393248
BA3264	1.0291382399680875	28.724599060108773
BA3266	0.571195312151765	28.79690094170825
BA3268	0.9274702186531992	34.215264264099496
BA3269	0.1608875758792691	15.204697938644848
BA3270	0.411697993154909	24.530727937607185
BA3271	0.4636645220884421	27.916898924965192
BA3273	0.1453138459753482	20.44500246613187
BA3275	0.8447863453877119	28.412871710293533
BA3277	0.5255969216806301	17.164565410884723
BA3280	0.257935512741025	14.365310348195427
BA3283	0.3634864240305726	16.69487906533864
BA3285	1.272838368001319	62.17898985108376
BA3286	0.5009188040399521	21.368852478931604
BA3289	0.0488594857945091	8.671812401369937
BA3290	0.4140777215349762	23.97434788088257
BA3293	0.5366202521971016	27.98536128377098
BA3295	0.4006779312101171	28.37486135458929
BA3296	0.4959576484316099	16.547626760789306
BA3297	1.3407555613523563	31.61271538032367
BA3299	0.0889831999919335	13.91130497298182
BA3300	0.8155149387367185	37.73830015271734
BA3302	1.878070338741434	47.58395676045272
BA3305	0.3758517555929482	17.9495129193202
BA3306	0.4678243753249521	15.822574986127442
BA3308	0.7430298784255994	21.61813851587103
BA3310	3.113186868014315	16.233968503775053
BA3311	0.3413359723446273	26.322291810625305
BA3312	1.0313266944732924	26.274338440187364
BA3315	0.2175585040963564	35.11440382264742
BA3317	1.3966229821769789	21.33458099470292
BA3318	0.1434208386076261	31.470847071104163
BA3319	0.2643805651456659	22.17690767917441
BA3322	0.2437505266635564	19.028309672175208
BA3324	1.0050149666537604	43.99440756721232
BA3325	0.4586897833941845	18.92294556082813
BA3326	0.8054091697962897	23.60399145233129
BA3328	0.4891718378997489	22.770125349103125
BA3329	0.6935647452452095	36.48269764177509
BA3332	1.8725763617798548	28.276913195499503
BA3333	1.1748465548673048	25.26353103615665
BA3334	0.0874879546711472	9.127914629344902
BA3335	1.3791847557823955	18.262137171353483
BA3339	0.6816983425548611	16.505423984927283
BA3341	0.0992171188373203	21.133817970311235
BA3345	0.1882478687325217	10.56551791674996
