	DNMT3A	PTPN11
BA3347	0.0793081425722057	12.895248893688454
BA3351	0.3767988798133077	36.15111433085691
BA3352	0.2441699598087771	11.602828493127593
BA3353	1.573201875235866	35.31452803631488
BA3357	3.182234794031143	23.394936659638905
BA3362	0.367298106114524	21.929829281753584
BA3367	0.468206268930404	15.08460695321988
BA3369	0.7189140278030713	30.111459179936265
BA3371	0.3911707268286983	16.57214863696018
BA3373	2.4270778986899404	59.687482235387535
BA3374	0.1736769107583531	14.286142079384424
BA3375	0.4157910061042422	14.986029961281671
BA3376	2.587745454093571	18.460625960877035
BA3379	0.5875948555881614	28.28338708702801
BA3380	0.3636938974279577	15.395065123545448
BA3381	0.2705984129882083	31.6022929834454
BA3384	0.3928863086554694	15.82572118593314
BA3385	0.3568143983749653	18.844695554238974
BA3386	1.9497978949432675	23.83686331483464
BA3388	0.6371076022783089	14.160480378577368
BA3390	0.1972813536342707	12.885807017959875
BA3394	0.5790544948291578	25.0992123120214
BA3395	0.1474578939999843	26.164953144487377
BA3397	1.9169014583899533	42.49803859219085
BA3399	0.1115975023665588	9.217550243661025
BA3400	0.260553953633249	20.49932304808881
BA3403	0.4718327508913635	40.07256786518545
BA3405	0.7026056745282946	18.77385346724309
BA3406	0.4914363116068612	22.99494518688369
BA3407	0.0816258011323548	25.57381689341782
BA3408	0.4422947939992025	16.372140642588597
BA3410	0.3007432512975378	20.956953686492668
BA3411	0.4276105326232634	23.686174665300918
BA3412	0.9399164494533891	30.806279236788768
BA3413	0.7761283990244846	20.1099448245558
BA3415	0.805013616849289	58.24596658054627
BA3416	1.131804859197465	19.695638462196776
BA3417	0.4334518624957957	22.196288192458372
BA3418	0.5450125383258861	32.63184933979395
BA3421	0.0928301259362801	7.884860177730484
BA3422	0.7787122927717289	16.531991048470882
BA3423	0.3137561136635265	22.056976272015444
BA3427	0.5557356852906213	24.97543818115768
BA3430	0.0859224317649399	9.925872127763904
BA3431	0.1980508370410119	16.4322603052081
BA3433	0.3218101173604146	16.497331140038252
BA3434	1.8010545072872437	19.549469421478744
BA3435	0.3518001604734708	26.26993630818124
BA3436	0.715050361453989	18.030821688180044
BA3438	0.6787067187657545	32.097233187234345
BA3445	0.2083692683665713	21.016117689995312
BA3446	0.5461630899368397	11.215195744897262
BA3447	0.4979278293894679	3.2625258891737285
BA3448	0.6232957528729896	20.46619821409374
BA3449	0.1511482243319365	27.228714859707505
BA3450	0.5264935101688636	26.141088273719884
BA3451	0.2265887147247246	19.54939345148004
BA3452	0.5440027208658725	20.50716139930494
BA3453	0.1025448915257053	14.797701231567332
BA3454	0.5503671457682342	38.03237898772129
