	BCOR	NRAS
BA2000	0.0347677842970251	5.043675734302264
BA2003	0.0171595779870121	10.560686431397826
BA2004	0.037920978392253	4.441235364145998
BA2006	0.0023649980291683	6.575705504189619
BA2011	0.0545436322464494	6.488344675152857
BA2019	0.0936744772560194	7.803800858255831
BA2020	0.0911532425463582	10.709729421914986
BA2022	0.0308737068466182	8.019621620352721
BA2023	0.0139315669678408	4.375188854380848
BA2024	0.0422907785477338	5.175163513879563
BA2025	0.0736877940309664	6.074731218320892
BA2031	0.0466605787032146	4.219114009776729
BA2032	0.084601912034605	8.583705251658827
BA2033	0.1197568500062294	21.634045078260016
BA2034	0.0628754507230147	9.198614997934929
BA2035	0.0387365420610455	6.8581726405028185
BA2036	0.0339658361244341	5.895456678640012
BA2037	0.0527020794642252	8.474187163433587
BA2041	0.048488652599567	10.108074498986811
BA2044	0.0300243093528167	4.7535644907408665
BA2046	0.034740553304622	9.160481901497343
BA2047	0.0391714182775149	7.613271283589593
BA2050	0.0131772047267902	4.103686476329206
BA2051	0.041604357177361	20.82227021965971
BA2052	0.1265800806110234	8.803722359895055
BA2053	0.0279786607378997	9.031640140409914
BA2054	0.0291135738209435	3.633549237992189
BA2055	0.0041387465510445	1.6282099596913011
BA2063	0.0493993881314402	5.453141679979542
BA2065	0.03705796540225	7.008120709963036
BA2066	0.0708470732967242	10.10974543956892
BA2068	0.024200110089711	6.301531117480288
BA2069	0.0411967119532945	5.418720571825874
BA2072	0.0188314152028718	3.975963751875416
BA2079	0.01383639510476	3.637880412457246
BA2080	0.0417879614605866	10.09782677520544
BA2081	0.0327902131631156	4.296904604494646
BA2082	0.0342648305995481	11.946301068824308
BA2087	0.0360930411062303	9.334338474733304
BA2088	0.0362220467943202	13.1502236881413
BA2089	0.0788933761840472	13.279025182733749
BA2093	0.0307445645481986	3.900351353768402
BA2094	0.102502373376796	9.744641884173047
BA2095	0.0200478846527948	6.152794819771235
BA2096	0.0162218846833955	6.715911213656165
BA2097	0.0438062424727708	13.917958079878336
BA2098	0.0221275037030506	10.387971166225924
BA2100	0.0199187423543752	4.6475452234853565
BA2101	0.0182401656955797	6.084070489319454
BA2104	0.019803215552157	5.135247990444217
BA2106	0.0210400399412174	10.134436245830772
BA2109	0.0242613115174529	7.168784406456207
BA2110	0.0148014560111095	3.345155971053532
BA2113	0.0628687112800788	7.355297822797085
BA2116	0.0298746755049299	11.5696457912037
BA2121	0.0252331118667382	8.496779176483521
BA2122	0.0250156737585035	4.026122374469674
BA2123	0.0717576722182676	14.704105196105951
BA2124	0.0418762572704017	5.235737433920034
BA2125	0.0477954917862583	6.58007623618558
BA2132	0.0529671035040003	7.287418557176935
BA2133	0.0097724654776589	5.569103779560801
BA2134	0.0133879033920891	3.1951470189520976
BA2135	0.039708205800001	10.07866878646148
BA2139	0.0225827348586574	3.987310125081623
BA2143	0.0242749270136544	11.295737558973652
BA2148	0.0236700620101608	7.237628309278444
BA2153	0.0325183130700749	7.725737990865466
BA2155	0.0326881652467692	4.1905827771309205
BA2156	0.0405306455220591	4.879492323703967
BA2162	0.0328648934767292	4.131192099621418
BA2163	0.0425421870913074	7.40084545361058
BA2168	0.0198371859874959	5.304324475960764
BA2169	0.0399257805185655	8.809693564752845
BA2171	0.0454984346277678	7.35983570213583
BA2172	0.0809050543636253	7.799454036850744
BA2174	0.0364803313911594	5.846511858146845
BA2175	0.0530621387567512	12.59926604192168
BA2184	0.0830524776742291	14.021418300866742
BA2195	0.0278971043710205	8.728201249493587
BA2198	0.0259398881762484	6.621456516309619
BA2200	0.0617201827008335	7.825270796632329
BA2201	0.023160368869748	3.210905042782101
BA2209	0.0422092221808545	13.608094661958637
BA2211	0.0447713033791202	6.499249306980105
BA2212	0.0396811114179277	8.737816618242173
BA2217	0.0481215806434455	5.215639002629361
BA2218	0.0271970675044462	9.040140075502665
BA2220	0.0214614372718152	6.568462036017965
BA2221	0.014638343277351	6.168651920425615
BA2224	0.0345434701355247	5.262801542565956
BA2226	0.0846631134623469	13.813418165213225
BA2227	0.2247327355508165	14.655231252770625
BA2228	0.0636434284602668	13.848825906875648
BA2229	0.1288703983265781	10.823771025224463
BA2233	0.0277203761410605	8.992461331969217
BA2234	0.0726820232463423	7.927532448144326
BA2235	0.0353793887434545	5.807526607623976
BA2236	0.0399869819463074	5.421816667461279
BA2239	0.0241457847152348	3.623346886499976
BA2240	0.0416995290404417	12.666749870098409
BA2242	0.0633647889242901	6.392837846825661
BA2244	0.0451042682895731	5.764306175984613
BA2245	0.051220585974527	6.29602671469508
BA2248	0.0145907573458106	6.139345604158139
BA2249	0.0454441092532915	8.565036261731409
BA2251	0.0569630922604237	9.824081940256818
BA2256	0.0356307972870281	9.382877083579444
BA2260	0.0136189569965253	5.080990281668714
BA2261	0.0233914224741842	4.797652161882078
BA2269	0.0222904798264793	3.8558379466002592
BA2271	0.0998994456899258	12.214789116709204
BA2272	0.0374521317404447	5.075306755798043
BA2273	0.0790358607580088	7.741660973665951
BA2275	0.0754208326745679	9.36840960870265
BA2276	0.0005096931404128	5.21724058926059
BA2277	0.051696308679601	8.740148523778734
BA2280	0.0829233353758095	14.318248858664116
BA2281	0.0145092009789314	7.249787793480649
BA2282	0.0218080176784695	3.9354517472565504
BA2286	0.0385394588919481	7.059774929748949
BA2288	0.0159227535979517	5.030989192075231
BA2292	0.0323279693439134	11.60869444588134
BA2294	0.0240981987836944	5.909367305235669
BA2296	0.0372550485713473	7.903710370609955
BA2300	0.0679247961956026	9.118918702903615
BA2301	0.0913501891051258	10.608034425539255
BA2302	0.0285087088174499	8.506829643624565
BA2304	0.0141762360684785	3.867613301263115
BA2306	0.0170916371163344	8.171764479984272
BA2308	0.0248049750932046	6.25244413003803
BA2309	0.0214410823326778	5.340910135111962
BA2311	0.0224672080564393	5.303064363651437
BA2312	0.0267282208526378	4.504811534567072
BA2316	0.0194566351455027	3.980454039341224
BA2322	0.0308261209150779	11.139315392217648
BA2325	0.0096705541716423	6.662575697948401
BA2329	0.0203944650594491	3.680005567553983
BA2334	0.0225827348586574	5.594381798618988
BA2339	0.0680742934331596	12.149194506134686
BA2344	0.0149509532486665	3.796331221454245
BA2347	0.0400956326952598	6.099881569035103
BA2348	0.0118112380393102	4.830109248163483
BA2350	0.0151683913569012	6.296603883376644
BA2354	0.0304795405084235	7.369975374515866
BA2355	0.060218334271998	17.61423414703916
BA2357	0.0184032784293382	4.593511698633455
BA2360	0.0343463869664273	4.667607518740139
BA2361	0.0195449309553178	8.444729251070648
