	KRAS	ASXL1
BA3333	7.547132476041092	0.03033323839362
BA3334	3.528274362727172	0.0170891483907718
BA3335	7.091580570767574	0.0243520364568499
BA3339	7.019589248692965	0.0328966106522358
BA3341	8.663813855542353	0.0215038450583879
BA3345	3.7714062294803874	0.0240672173170037
BA3347	2.9348124064358347	0.0133864995727712
BA3351	6.775407552184414	0.0313301053830817
BA3352	3.62868149746901	0.0135289091426943
BA3353	4.93549943076808	0.0284819139846197
BA3357	4.681987493703068	0.0272002278553118
BA3362	5.68418666505324	0.0195101110794645
BA3367	5.68926974100486	0.0150954144118484
BA3369	9.585296101673013	0.0207917972087724
BA3371	4.375848646867501	0.0195101110794645
BA3373	10.96786907577842	0.036029621190544
BA3374	2.549977047000934	0.0084021646254628
BA3375	3.385836344803532	0.015949871831387
BA3376	3.90829600128676	0.0213614354884648
BA3379	3.738245720697547	0.0240672173170037
BA3380	6.100530741961105	0.0143833665622329
BA3381	7.051428679054405	0.0227855311876958
BA3384	5.239911858253687	0.0158074622614639
BA3385	4.315796105272946	0.0179436058103104
BA3386	6.514890193989474	0.0247792651666191
BA3388	3.953201252514012	0.0142409569923098
BA3390	5.8942267048754005	0.0138137282825405
BA3394	8.033118159006722	0.018798063229849
BA3395	3.769186565427852	0.0143833665622329
BA3397	4.759826568726875	0.0340358872116206
BA3399	6.278301139417368	0.013101680432925
BA3400	19.501331024206024	0.0287667331244659
BA3403	8.49933292625693	0.0229279407576189
BA3405	5.624198103793235	0.0179436058103104
BA3406	5.206971668475203	0.021646254628311
BA3407	4.594359143394704	0.0212190259185417
BA3408	8.682353907231443	0.0420108231273141
BA3410	5.336359935729547	0.0165195101110794
BA3411	4.18334896658688	0.0183708345200797
BA3412	4.603360873193132	0.02022215892908
BA3413	3.276697919196609	0.0182284249501566
BA3415	7.341235630068831	0.0262033608658501
BA3416	2.9388501552809694	0.0213614354884648
BA3417	5.202706457426862	0.0239248077470806
BA3418	7.988219236730867	0.0327542010823127
BA3421	3.598886171372159	0.0102534890344631
BA3422	6.756364609592079	0.0287667331244659
BA3423	5.94736229936981	0.0240672173170037
BA3427	7.427216422534402	0.0280546852748504
BA3430	1.9432698018229484	0.0093990316149245
BA3431	4.571186102498228	0.0126744517231557
BA3433	9.418955023961924	0.0247792651666191
BA3434	5.307277294285972	0.0219310737681572
BA3435	4.544835648514731	0.0223583024779265
BA3436	3.3148311019687493	0.0220734833380803
BA3438	4.415185073931623	0.0112503560239248
BA3445	5.371888209944228	0.0186556536599259
BA3446	4.274369803895466	0.0206493876388493
BA3447	0.9133425859942574	0.0065508402164625
BA3448	4.072852280864554	0.0200797493591569
BA3449	7.284469621586869	0.0190828823696952
BA3450	12.601859619236812	0.0257761321560808
BA3451	7.728148285995978	0.013101680432925
BA3452	7.37975442395452	0.0242096268869268
BA3453	8.72789477373948	0.017373967530618
BA3454	9.607669797555328	0.024636855596696
