	KRAS	ASXL1
BA2347	4.499805687946137	0.0126744517231557
BA2348	3.4684403082470383	0.0066932497863856
BA2350	2.293002458894163	0.0095414411848476
BA2354	3.285287253891401	0.0200797493591569
BA2355	18.031553815161907	0.0367416690401595
BA2357	2.8366508715088328	0.018798063229849
BA2360	2.4203383504910594	0.0166619196810025
BA2361	3.290470110493144	0.0225007120478496
BA2363	1.77988745401886	0.0059812019367701
BA2369	7.463597390567187	0.0243520364568499
BA2374	4.18322554627598	0.0301908288236969
BA2375	4.401957434008005	0.0215038450583879
BA2376	3.576421768112105	0.0139561378524636
BA2377	7.874521714966825	0.0400170891483907
BA2379	7.354978419162167	0.0210766163486186
BA2385	6.169246688786106	0.0143833665622329
BA2386	7.154072385086702	0.0233551694673882
BA2387	4.9579225522201975	0.0143833665622329
BA2394	8.841700566289523	0.0316149245229279
BA2399	2.901775492441722	0.0148105952720022
BA2400	5.409835524646413	0.0338934776416975
BA2402	4.974805563924786	0.0197949302193107
BA2405	1.9038948004365173	0.0148105952720022
BA2406	2.7399095691849715	0.0155226431216177
BA2409	3.642790689054875	0.0128168612930788
BA2410	2.854218939661076	0.0234975790373113
BA2412	3.4683011635363665	0.0111079464540017
BA2413	3.061177034477548	0.0197949302193107
BA2414	3.333377691014046	0.0249216747365422
BA2415	3.6031705789367305	0.0078325263457704
BA2417	1.966473306958872	0.0195101110794645
BA2418	1.5872432645654289	0.0113927655938479
BA2420	2.293921043415803	0.0153802335516946
BA2421	3.76390120697868	0.0155226431216177
BA2423	5.526169516908847	0.0162346909712332
BA2425	4.540658995903223	0.0183708345200797
BA2426	1.76675593567857	0.0126744517231557
BA2427	5.629532468513265	0.0160922814013101
BA2429	4.885164819604847	0.0227855311876958
BA2440	4.656478683032831	0.02022215892908
BA2441	5.107316346904479	0.0401594987183138
BA2442	4.274273721852956	0.0185132440900028
BA2446	3.526678377199216	0.0152378239817715
BA2449	3.844080002176403	0.0180860153802335
BA2450	6.542840496025102	0.02022215892908
BA2452	2.2229446094894514	0.0199373397892338
BA2454	4.196996925207468	0.0263457704357732
BA2455	4.618681453090219	0.0091142124750783
BA2456	4.84358664169528	0.0197949302193107
BA2459	0.9849701015813438	0.0240672173170037
BA2461	3.531901921255366	0.0249216747365422
BA2463	4.45365718507862	0.0125320421532326
BA2464	2.629494460813186	0.018798063229849
BA2469	4.330668779940796	0.0125320421532326
BA2470	3.3487604257070145	0.0213614354884648
BA2472	2.506343529310017	0.0175163771005411
BA2473	4.364774675975619	0.0233551694673882
BA2474	4.068396363626591	0.0143833665622329
BA2477	5.2291687233797575	0.0242096268869268
BA2479	4.388198691895849	0.0286243235545428
BA2480	3.679131305583376	0.0182284249501566
BA2481	0.950240342410004	0.01011107946454
BA2482	4.5443846369895695	0.0142409569923098
BA2483	5.717204939316385	0.0182284249501566
BA2485	3.731240739012421	0.015949871831387
BA2488	3.795524434418716	0.0178011962403873
BA2489	3.495084976820325	0.0149530048419253
BA2492	4.60482142178739	0.0119624038735403
BA2494	9.557187638322572	0.024636855596696
BA2496	2.740035581224717	0.0082597550555397
BA2497	3.126280701370291	0.0106807177442324
BA2499	4.35302298414668	0.0139561378524636
BA2500	3.764766577067442	0.0283395044146966
BA2501	5.69695185588149	0.0243520364568499
BA2502	3.5899907234146635	0.0125320421532326
BA2505	3.524708682190093	0.0132440900028481
BA2507	2.445471606779409	0.0210766163486186
BA2510	3.106128214359792	0.013101680432925
BA2511	2.8010233109505887	0.0166619196810025
BA2512	3.90060283765412	0.0250640843064653
BA2514	5.883867358115286	0.0213614354884648
BA2515	3.965624412346157	0.0116775847336941
BA2520	2.777845608373538	0.0142409569923098
BA2521	5.965061455171949	0.0210766163486186
BA2523	2.9076088330976253	0.0139561378524636
BA2524	4.3967944400825125	0.0118199943036172
BA2525	9.181313291942152	0.0408715465679293
BA2526	4.982559594305994	0.0206493876388493
BA2528	2.9063274125973515	0.0217886641982341
BA2532	3.376488196760783	0.0225007120478496
BA2534	3.9542145627317393	0.0213614354884648
BA2538	3.061522924858036	0.0270578182853887
BA2539	3.789754828010589	0.0136713187126174
BA2540	2.367178974644086	0.0109655368840786
BA2541	2.8473995219050803	0.0136713187126174
BA2545	4.148222781045921	0.018798063229849
BA2546	3.393513765871296	0.0128168612930788
BA2552	4.825482332332214	0.0290515522643121
BA2559	4.0935222417812485	0.017373967530618
BA2561	1.6993347187891574	0.0098262603246938
BA2563	4.028599804188247	0.0212190259185417
BA2564	2.2915571135581843	0.0112503560239248
BA2567	4.686061135891457	0.0205069780689262
BA2570	7.716031860771869	0.0233551694673882
BA2575	3.6049599889935537	0.0074052976360011
BA2577	1.7864264546524835	0.0210766163486186
BA2579	5.549669129729157	0.0290515522643121
BA2583	4.650822098462011	0.021646254628311
BA2584	2.498962890180857	0.0197949302193107
BA2587	3.1944730301033544	0.0229279407576189
BA2588	2.9482311460607518	0.0205069780689262
BA2589	14.373385488847298	0.0328966106522358
BA2592	6.041558832251639	0.0300484192537738
BA2593	0.2793411558252956	0.0126744517231557
BA2594	2.002620464581047	0.013101680432925
BA2595	3.0622199092217754	0.014525776132156
BA2597	5.268032257893723	0.0133864995727712
BA2600	3.043265721729626	0.0166619196810025
BA2603	3.400519555275657	0.0166619196810025
BA2618	4.847376827625396	0.0180860153802335
BA2619	4.669344395559936	0.0133864995727712
BA2620	5.410937505524276	0.0111079464540017
BA2621	3.331895635511968	0.0166619196810025
BA2622	5.700385710148895	0.0219310737681572
BA2623	4.687635763119201	0.0243520364568499
BA2629	4.220743627976956	0.0237823981771575
BA2631	3.324070000746336	0.0165195101110794
BA2634	3.807489429482482	0.0148105952720022
BA2636	3.128960487704368	0.0146681857020791
BA2639	4.213357199938989	0.0195101110794645
BA2644	2.393728396337298	0.0178011962403873
BA2645	10.408685462253883	0.0209342067786955
BA2646	3.9355585272575673	0.0247792651666191
BA2649	2.5988463660051835	0.0197949302193107
BA2651	2.970509296190779	0.0126744517231557
BA2653	5.098207134603287	0.0269154087154656
BA2655	9.623754754392728	0.0377385360296211
BA2656	1.8601716498988876	0.0135289091426943
BA2657	4.548592004798873	0.0175163771005411
BA2658	3.2523433873784997	0.024494446026773
BA2659	3.5835484156353115	0.0142409569923098
BA2660	3.300668694192399	0.0093990316149245
BA2662	1.636341335905445	0.0162346909712332
BA2663	3.524975217313402	0.017373967530618
BA2667	3.85679667747493	0.0155226431216177
BA2670	10.226227798665136	0.0140985474223867
BA2674	2.5333257133250093	0.0220734833380803
BA2675	3.6731049499312713	0.0155226431216177
BA2676	3.0098471887347875	0.0150954144118484
BA2677	3.882687295225639	0.0170891483907718
BA2681	2.8767867894954944	0.0093990316149245
BA2682	4.221148529623751	0.0132440900028481
BA2685	4.43315438996534	0.0309028766733124
BA2688	5.7155639489306855	0.0229279407576189
BA2691	7.358674866434381	0.0162346909712332
BA2694	7.191110081874109	0.0189404727997721
BA2695	2.111844275522096	0.0152378239817715
BA2697	2.820457991863271	0.0118199943036172
BA2701	2.40282017119087	0.0084021646254628
BA2704	2.927115594886616	0.0213614354884648
BA2705	8.750051209172401	0.0254913130162346
BA2707	10.67258756535924	0.028909142694389
BA2709	2.432193691661744	0.0084021646254628
BA2712	3.037494483285136	0.0123896325833095
BA2714	8.66762994741118	0.0152378239817715
BA2715	4.204020647117541	0.0226431216177727
BA2718	3.211491167613993	0.0220734833380803
BA2720	6.890859909853237	0.0142409569923098
BA2721	8.15125574652858	0.0213614354884648
BA2722	8.229739643225187	0.0149530048419253
BA2723	7.151826067165194	0.023070350327542
BA2724	2.784944539455072	0.0116775847336941
BA2726	4.361903416807809	0.0129592708630019
BA2727	6.321364769685872	0.0229279407576189
BA2728	7.9648433967757635	0.0205069780689262
BA2731	1.7722679146604223	0.0068356593563087
BA2733	4.024583240227743	0.0109655368840786
BA2735	2.731444327315706	0.0160922814013101
BA2737	4.229188217803424	0.0093990316149245
BA2742	5.036593528652168	0.0140985474223867
BA2744	0.8126549723840483	0.004414696667616
BA2746	2.9041910177817147	0.0146681857020791
BA2747	1.8763378679995653	0.0121048134434634
BA2748	2.8162460026576808	0.0200797493591569
BA2751	4.76076973681974	0.014525776132156
BA2756	1.111935570238528	0.013101680432925
BA2758	6.062618917320017	0.0199373397892338
BA2760	8.539751728962072	0.017373967530618
BA2762	3.5909642105886346	0.0162346909712332
BA2764	2.5915086660715163	0.0172315579606949
BA2765	7.700654472918215	0.0135289091426943
BA2769	3.676902735522297	0.0160922814013101
BA2772	2.120075486147443	0.0106807177442324
BA2775	5.812760930604475	0.0203645684990031
BA2776	4.4488934839978524	0.0253489034463115
BA2778	3.240793912197436	0.0112503560239248
BA2782	4.7248443208520605	0.0152378239817715
BA2786	2.8206943341122037	0.0178011962403873
BA2787	2.066862180946478	0.007262888066078
BA2789	4.500457340382659	0.0180860153802335
BA2791	1.5544306048272218	0.0149530048419253
BA2792	2.2792448121159423	0.0112503560239248
BA2798	5.91550464000847	0.0252064938763884
BA2801	3.8694395842404994	0.0138137282825405
BA2802	4.931508671554627	0.0199373397892338
BA2804	3.589438287733232	0.0112503560239248
BA2806	3.401415561281073	0.0140985474223867
BA2808	0.819064482576983	0.0162346909712332
BA2809	5.328799203342974	0.0257761321560808
BA2811	3.4074422496398213	0.0175163771005411
BA2812	2.51465628861175	0.013101680432925
BA2813	1.972065667664031	0.0122472230133865
BA2814	3.700862782404347	0.0098262603246938
BA2816	3.515171700617542	0.018798063229849
BA2817	9.31293008506607	0.034605525491313
BA2820	4.846588130075457	0.0166619196810025
BA2821	5.077237519978352	0.0294787809740814
BA2822	3.126246711724653	0.0186556536599259
BA2824	3.815565072493221	0.0256337225861577
BA2828	5.866666273141892	0.0109655368840786
BA2829	4.412533121502556	0.026060951295927
BA2830	1.6191667403234706	0.0156650526915408
BA2832	2.749069369981953	0.018798063229849
BA2836	4.618965161186066	0.0132440900028481
BA2837	5.744869449535215	0.0169467388208487
BA2839	4.354311439221131	0.0226431216177727
BA2840	4.099946945684317	0.0264881800056963
BA2841	3.792521694833046	0.0226431216177727
BA2842	4.233499753894433	0.0133864995727712
BA2843	2.862490859764802	0.024636855596696
BA2844	2.977508842935708	0.0169467388208487
BA2846	3.580528100094352	0.0190828823696952
BA2850	2.921987811842809	0.0203645684990031
BA2851	3.902461648473896	0.0304756479635431
BA2852	4.085427724822098	0.0311876958131586
BA2855	6.025173019281862	0.0165195101110794
BA2856	6.161656320919922	0.0160922814013101
BA2858	3.630395410097828	0.0128168612930788
BA2860	2.546393016914249	0.0064084306465394
BA2861	2.5337914004570834	0.0135289091426943
BA2865	4.257434320541161	0.0158074622614639
BA2866	2.9389008838841657	0.0253489034463115
BA2867	5.641646527484107	0.0318997436627741
BA2868	5.964604552568509	0.0176587866704642
BA2870	3.836261463527445	0.0197949302193107
BA2871	3.5250437921854045	0.0113927655938479
BA2872	4.26359661627193	0.0142409569923098
BA2876	7.261962142224723	0.023070350327542
BA2879	7.596005217099052	0.0236399886072344
BA2880	3.159207686119105	0.0125320421532326
BA2882	3.300934826843552	0.0153802335516946
BA2883	11.775412944537448	0.0294787809740814
BA2885	3.907464597219572	0.0168043292509256
BA2887	3.146872952406261	0.0178011962403873
BA2889	0.0498731079218884	0.0
BA2893	2.336482779603907	0.0150954144118484
BA2901	1.9424594081937123	0.0091142124750783
BA2902	2.4312505625627203	0.0132440900028481
BA2903	3.6921945453996257	0.0078325263457704
BA2904	6.01053790362872	0.0226431216177727
BA2905	5.2309590444961005	0.0209342067786955
BA2906	5.80146459475505	0.0172315579606949
BA2908	4.012735325325014	0.02022215892908
BA2909	4.958228873792411	0.013101680432925
BA2910	3.8606897513758622	0.015949871831387
BA2911	4.872319965407722	0.0205069780689262
BA2914	5.074687321245269	0.0192252919396183
BA2915	1.2078195904386648	0.0123896325833095
BA2921	5.121433273005455	0.01011107946454
BA2922	3.0565970484631064	0.0217886641982341
BA2923	4.042348232204146	0.0059812019367701
BA2926	3.007893611642617	0.0178011962403873
BA2928	4.274176588505172	0.0112503560239248
BA2930	7.472293214663799	0.021646254628311
BA2932	4.767341634309132	0.0166619196810025
BA2934	3.1170830838869232	0.0269154087154656
BA2935	1.4086911080693234	0.0119624038735403
BA2937	3.4582205224568563	0.0132440900028481
BA2939	2.785032968374947	0.0126744517231557
BA2944	2.851004674538254	0.0367416690401595
BA2947	3.095940444457899	0.018798063229849
BA2948	5.163778294194287	0.0219310737681572
BA2950	2.8913800203410185	0.0281970948447735
BA2951	2.3216460900296405	0.0138137282825405
BA2952	6.03488446143655	0.0183708345200797
BA2953	1.818548601040591	0.0122472230133865
BA2955	2.255907059828389	0.0189404727997721
BA2956	3.360693070237612	0.0082597550555397
BA2962	2.785922003031013	0.0129592708630019
BA2970	2.9196811894918704	0.0150954144118484
BA2972	1.7120661270914692	0.0256337225861577
BA2976	0.87167947244554	0.0219310737681572
BA2978	5.1081671668546775	0.0196525206493876
BA2981	1.274137864358842	0.0132440900028481
BA2984	2.267118229147408	0.0222158929080034
BA2986	5.357700398436639	0.023070350327542
BA2989	4.289501979920624	0.0341782967815437
BA2992	5.991612638326476	0.0189404727997721
BA2993	2.5529658234579435	0.0113927655938479
BA2994	3.492224342562355	0.0150954144118484
BA2995	4.790563516597835	0.0374537168897749
BA2999	3.601013405149621	0.0242096268869268
BA3001	3.5275293017384137	0.0196525206493876
BA3002	9.019752117043806	0.0180860153802335
BA3004	4.35634152728715	0.0348903446311592
BA3006	2.652376103731922	0.0132440900028481
BA3008	0.199879745930379	0.0048419253773853
BA3009	2.681695563471374	0.0234975790373113
BA3010	1.1623502273439763	0.0170891483907718
BA3011	2.398829348580604	0.0168043292509256
BA3013	2.810748531114694	0.0142409569923098
BA3023	4.318009680827968	0.0143833665622329
BA3025	3.619626705844733	0.0146681857020791
BA3027	5.834669199458067	0.0172315579606949
BA3029	5.010356662328836	0.0105383081743093
BA3030	4.38479156773952	0.0185132440900028
BA3037	5.63800106285749	0.0205069780689262
BA3038	7.296101706545303	0.0189404727997721
BA3040	2.2498752964790736	0.0189404727997721
BA3042	3.7988343481337097	0.0175163771005411
BA3043	3.6132582916833034	0.0105383081743093
BA3049	2.244571785696069	0.0082597550555397
BA3051	2.489943377637812	0.0139561378524636
BA3053	9.08429912362472	0.0186556536599259
BA3064	4.043156636482997	0.0217886641982341
BA3067	5.901384252800535	0.0252064938763884
BA3068	6.452654746357529	0.0266305895756194
BA3070	4.567287575858389	0.014525776132156
BA3071	7.397138261132724	0.0236399886072344
BA3072	5.590209267134697	0.0215038450583879
BA3075	4.484482095456577	0.0149530048419253
BA3076	4.782315004947172	0.004414696667616
BA3077	9.982110185032276	0.0168043292509256
BA2040	5.154296683439623	0.017373967530618
BA2160	4.730697802590289	0.0186556536599259
BA2303	5.247483689449449	0.0162346909712332
BA2353	5.99395595912219	0.026060951295927
BA2516	4.658620293832935	0.02022215892908
BA2590	6.263800261145639	0.0199373397892338
BA2647	6.220445405608574	0.0236399886072344
BA2891	4.287411787386368	0.015949871831387
BA2924	7.834336738364445	0.0165195101110794
BA2971	9.256789497897058	0.0200797493591569
BA3036	5.3220575155127126	0.018798063229849
BA3059	9.516234159787691	0.0165195101110794
BA3073	5.017396912472017	0.0123896325833095
BA3078	9.197906119533414	0.0233551694673882
BA3079	2.060022186627446	0.0210766163486186
BA3083	5.951659660498906	0.0189404727997721
BA3084	4.521240255815035	0.0156650526915408
BA3085	5.00007900069415	0.0193677015095414
BA3087	9.144753877174908	0.0326117915123896
BA3089	8.891346760242428	0.0203645684990031
BA3094	5.705742843077889	0.0183708345200797
BA3095	5.296395227399311	0.0212190259185417
BA3098	7.188212791793329	0.0169467388208487
BA3099	6.626191371311687	0.0277698661350042
BA3103	4.504931325367331	0.0172315579606949
BA3108	5.323437790100341	0.0242096268869268
BA3109	20.28004238581594	0.018798063229849
BA3110	7.8660960481279165	0.0290515522643121
BA3114	6.105203524533998	0.0189404727997721
BA3116	4.747270306856226	0.0108231273141555
BA3117	4.300068495441089	0.0299060096838507
BA3118	6.872628563773899	0.0149530048419253
BA3119	5.060841363188459	0.0250640843064653
BA3123	3.898932958332124	0.0222158929080034
BA3124	4.211257624532631	0.0257761321560808
BA3126	3.981409031603605	0.0112503560239248
BA3128	6.460443952708552	0.0178011962403873
BA3130	7.511453674234083	0.015949871831387
BA3133	8.499158140092135	0.024494446026773
BA3135	8.522189846766814	0.0203645684990031
BA3136	6.441042423436487	0.0215038450583879
BA3137	3.4021475292946715	0.0183708345200797
BA3138	5.840394730148105	0.0226431216177727
BA3139	4.359850216478632	0.0333238393620051
BA3141	5.15881194479065	0.0223583024779265
BA3142	3.228721815449189	0.0347479350612361
BA3145	5.807409934417001	0.0222158929080034
BA3146	4.117694704120277	0.0178011962403873
BA3149	5.924088560379679	0.0219310737681572
BA3152	6.029652874868258	0.0212190259185417
BA3153	15.270104644434229	0.0377385360296211
BA3154	17.05706932733878	0.0254913130162346
BA3156	4.160158867385534	0.0294787809740814
BA3157	3.5715714761399338	0.018798063229849
BA3158	2.9313230726556228	0.0190828823696952
BA3162	4.290860343564755	0.0189404727997721
BA3163	4.805087802604695	0.0150954144118484
BA3164	14.50489880003908	0.026060951295927
BA3167	4.0482769121637	0.0153802335516946
BA3169	4.741973470092588	0.0140985474223867
BA3171	8.61686780946633	0.026060951295927
BA3173	4.759635918289058	0.0249216747365422
BA3174	7.390541200910023	0.0226431216177727
BA3175	3.312143711293571	0.0156650526915408
BA3176	3.239196719653312	0.0225007120478496
BA3177	9.57332742669242	0.0233551694673882
BA3178	3.097280675060638	0.0109655368840786
BA3180	7.177854576489217	0.0212190259185417
BA3181	3.618457608293061	0.0123896325833095
BA3182	8.177361755186574	0.0220734833380803
BA3183	5.602880323105434	0.0240672173170037
BA3185	13.780098300668916	0.0351751637710054
BA3186	7.705085424669186	0.0377385360296211
BA3187	4.573337273722364	0.0182284249501566
BA3189	10.150607509403846	0.0225007120478496
BA3190	6.994924120150022	0.0217886641982341
BA3191	5.293425639782923	0.0132440900028481
BA3192	6.040556651086022	0.0180860153802335
BA3194	7.046636242563006	0.0336086585018513
BA3195	4.73927685129155	0.0243520364568499
BA3197	4.623224688099745	0.0169467388208487
BA3199	4.474964745353582	0.0259185417260039
BA3200	4.638225387075532	0.0227855311876958
BA3202	8.109545436047824	0.0301908288236969
BA3203	4.630713738190288	0.0152378239817715
BA3206	4.345930184396738	0.0233551694673882
BA3207	8.487468336179221	0.0178011962403873
BA3208	3.357682561334285	0.0215038450583879
BA3210	8.918265321579543	0.0338934776416975
BA3211	3.482211773791408	0.0105383081743093
BA3212	8.439200740205377	0.0350327542010823
BA3213	4.701258300814342	0.0185132440900028
BA3214	4.753128775728115	0.0240672173170037
BA3216	4.570875061083815	0.0189404727997721
BA3217	3.5272767413174075	0.0136713187126174
BA3219	6.7697119099296525	0.0162346909712332
BA3221	4.68195419415222	0.0210766163486186
BA3222	7.356868087314	0.0243520364568499
BA3225	5.57349571253324	0.0176587866704642
BA3226	4.368823703780882	0.0182284249501566
BA3227	4.6938712842012125	0.0270578182853887
BA3228	8.16885112768402	0.0301908288236969
BA3229	7.14863337016497	0.0250640843064653
BA3230	2.601041897898744	0.0199373397892338
BA3232	5.273816316043103	0.0166619196810025
BA3234	6.84080111372545	0.0189404727997721
BA3235	5.744575020480072	0.0108231273141555
BA3237	3.867351128900715	0.0156650526915408
BA3240	6.688671407295836	0.0284819139846197
BA3242	2.1328306165285422	0.0192252919396183
BA3243	4.237595034091462	0.0223583024779265
BA3245	7.741862667336584	0.0242096268869268
BA3249	3.873134402727617	0.0229279407576189
BA3250	8.624428707918842	0.0304756479635431
BA3251	3.379874967891091	0.0136713187126174
BA3255	5.867164642055073	0.0172315579606949
BA3258	4.956553435856382	0.0183708345200797
BA3260	9.314008794527496	0.0195101110794645
BA3261	4.267873701885583	0.0172315579606949
BA3264	7.534090095177429	0.028909142694389
BA3266	9.594244881613864	0.0266305895756194
BA3268	5.97757853191581	0.0347479350612361
BA3269	11.987051389637656	0.0203645684990031
BA3270	6.758984854086662	0.0233551694673882
BA3271	6.534386432089192	0.0232127598974651
BA3273	10.541882279903747	0.0217886641982341
BA3275	7.75808248633983	0.024494446026773
BA3277	16.25122057055359	0.0287667331244659
BA3280	4.552683533896225	0.0183708345200797
BA3283	4.584475585133008	0.0254913130162346
BA3285	3.8633582951325938	0.0296211905440045
BA3286	5.092828133963098	0.0180860153802335
BA3289	2.885983483306348	0.0111079464540017
BA3290	5.88628664754098	0.0209342067786955
BA3293	9.136056625290012	0.0283395044146966
BA3295	7.878679835971935	0.0192252919396183
BA3296	6.043318631790028	0.0182284249501566
BA3297	8.124776290809791	0.0266305895756194
BA3299	6.692850755716531	0.0162346909712332
BA3300	4.238831267343383	0.0252064938763884
BA3302	5.651492299353946	0.0330390202221589
BA3305	4.211740493237931	0.0175163771005411
BA3306	7.910169922402488	0.0148105952720022
BA3308	3.2308133713821383	0.0243520364568499
BA3310	3.255793814582394	0.0196525206493876
BA3311	10.743162486383795	0.0189404727997721
BA3312	5.508115150126132	0.024494446026773
BA3315	5.745285853628462	0.0296211905440045
BA3317	4.260046421519901	0.0209342067786955
BA3318	10.105332372359085	0.0203645684990031
BA3319	8.428098329023237	0.0193677015095414
BA3322	5.683721734157559	0.0253489034463115
BA3324	11.844666182431672	0.0273426374252349
BA3325	4.368456182733874	0.0162346909712332
BA3326	4.93600614432353	0.0138137282825405
BA3328	7.098309397261654	0.0222158929080034
BA3329	6.746508359690237	0.0365992594702364
BA3332	4.649296257404249	0.031757334092851
