	TP53	NPM1
BA2153	3.840478484261512	1332.816741811144
BA2155	3.973317728058916	622.2423014753186
BA2156	11.453174911166562	1074.5038515599235
BA2162	3.729057553001509	778.2497983533087
BA2163	13.44292850019923	223.2537483038432
BA2168	3.962430004021511	601.0720984230471
BA2169	2.463700853323531	516.0195797315341
BA2171	9.666398457499485	1061.4786451829148
BA2172	7.090263077576619	1287.0055436621851
BA2174	7.701079162073331	696.0172286284242
BA2175	0.1872753030153418	260.5439360028544
BA2184	17.996746811177232	2463.2686174497367
BA2195	2.976163189395368	670.5622004357298
BA2198	8.39156345831227	1049.075510739173
BA2200	15.684640945538904	1261.8336568870727
BA2201	4.41294067160597	528.392967233764
BA2209	1.465524528992165	570.0690307443629
BA2211	12.411770235404097	923.4013369229688
BA2212	2.4205216520142714	1007.770093849506
BA2217	11.168413297451291	796.1217281067376
BA2218	1.038135953656088	980.2861304378382
BA2220	12.09187166983528	1088.5479229850198
BA2221	3.7294796059077866	462.6346118706649
BA2224	3.4475879150133317	450.7727293122928
BA2226	17.966876274753428	1561.7267752207028
BA2227	8.633700414487945	1484.8600612508585
BA2228	3.5815397430923976	1002.7951329084158
BA2229	2.330314829985168	739.9451921049645
BA2233	1.7360063685079294	705.738534250204
BA2234	7.468947578959061	490.6901268806392
BA2235	9.810041962650772	814.7086737810646
BA2236	8.041259177085172	605.2559180330528
BA2239	6.382578515078404	412.5526305973175
BA2240	6.585321450190121	745.4724319780298
BA2242	4.786006647623127	509.9414329889662
BA2244	7.660004573789163	629.1368278218373
BA2245	11.92861108727505	758.2510606724079
BA2248	1.91740617487652	679.4893308357255
BA2249	10.192757805463216	658.7512101504512
BA2251	17.372493996154333	755.9943601096353
BA2256	6.06297834540103	1283.454827897522
BA2260	4.670202188582755	602.2486722673628
BA2261	0.6409563579015518	260.3798915540851
BA2269	0.8857144743382452	156.37701984571055
BA2271	10.088486978018516	614.6193313222725
BA2272	6.287866561641059	591.9207587970398
BA2273	2.283128458890182	644.2525895111285
BA2275	9.24833161681508	364.4297515366776
BA2276	5.41916237255576	697.587447898928
BA2277	11.29872493643386	943.3400328148904
BA2280	23.04153763181785	1004.94611384118
BA2281	7.825995509907861	863.6605245517009
BA2282	2.965141936513149	324.393978170259
BA2286	11.249733388572938	1328.999781594469
BA2288	1.5644231707720302	455.5463179206064
BA2292	10.644237576834568	1298.6812646977733
BA2294	11.157872521890058	848.8785684166138
BA2296	10.023958938840376	1325.403998605232
BA2300	1.6955819878184366	939.0940160128016
BA2301	2.229672369244879	488.0176138114469
BA2302	0.6932662065840063	946.291846283592
BA2304	3.849626748040035	211.8367791671397
BA2306	6.697941474122493	903.1965430837348
BA2308	3.677477685235941	864.6272963665753
BA2309	8.962593496512927	701.0796877449628
BA2311	3.5025002559226284	410.7591668153338
BA2312	3.0700888860446485	595.3337787941205
BA2316	7.202894985944553	413.38349335322766
BA2322	6.2764298965956735	859.3419127783453
BA2325	4.822445763466188	220.1254937100288
BA2329	7.235013429596921	512.6317147537262
BA2334	3.249828856829626	464.9170461733081
BA2339	1.095189681755157	243.77804321618365
BA2344	10.545453432640215	1340.8550906328896
BA2347	0.9072281655795223	364.3800229217686
BA2348	0.8143839692703658	163.93391881152792
BA2350	0.7462283897940213	205.14012688063923
BA2354	10.335238887324664	1408.9573387502232
BA2355	1.258867188875383	862.0305989393275
BA2357	2.291165983872064	794.657434437795
BA2360	14.675759799697069	1030.7379387707658
BA2361	1.167600081701121	513.4423628342984
BA2363	2.766269235045573	344.86871827308266
BA2369	2.387320153824702	937.0679262827268
BA2374	8.164556113260431	771.0671237505202
BA2375	7.940083027628458	710.0841410013136
BA2376	8.116006090143474	218.30598398719843
BA2377	12.041644274602982	1622.4409367110504
BA2379	1.1509691842235488	327.67647896765544
BA2385	0.681149692338905	629.0617584888932
BA2386	2.6711101841054568	1106.665981716646
BA2387	13.36294284562111	736.6278426507079
BA2394	7.151426861425691	657.7855652324344
BA2399	7.515970289289149	864.3984968401477
BA2400	14.966263952234096	2254.040086605362
BA2402	3.0127964728922945	1134.154095914627
BA2405	0.9955951337152702	820.4803562064473
BA2406	1.1467166727417792	456.6730382696226
BA2409	6.055486893216831	385.228020780962
BA2410	2.186392637290706	1751.5486011774435
BA2412	3.3164095860181617	147.4767876546814
BA2413	2.1527530898910414	925.7269136162876
BA2414	12.21088799299077	1176.179727209329
BA2415	5.46005805550539	353.0132654329998
BA2417	5.606385423972662	669.4242768019808
BA2418	2.8365955946333994	446.6115652216221
BA2420	9.7627346628719	676.1388948355741
BA2421	4.069696393368326	652.40884920828
BA2423	3.0012558965833844	454.8711856068592
BA2425	3.610916843715792	501.2239867659224
BA2426	3.347107776277044	663.0178800607644
BA2427	0.9531986678113124	540.9455429593949
BA2429	5.360456181536138	601.2368535007055
BA2440	0.3890022962627702	864.9314706693265
BA2441	18.42361105107856	426.286356952486
BA2442	6.584497315619637	879.8042389053774
BA2446	11.409444008745888	510.3299158814339
BA2449	3.80827141842354	1681.7064353946707
BA2450	10.065909969438254	610.9593803553956
BA2452	5.530275985380949	1163.743883834206
BA2454	10.050518164012724	746.6038066894803
BA2455	3.1121744505969904	391.66645988420186
BA2456	1.6428057595187853	398.93355741524624
BA2459	1.543457558391838	1217.259273315061
BA2461	5.403871373243879	437.2737507906388
BA2463	8.73877302546214	360.23872832838674
BA2464	8.795399588261915	1016.4529736129356
BA2469	0.6783650249201878	388.68277623704574
BA2470	4.3799458895372405	458.3478089167842
BA2472	2.1751704872630646	448.142230926007
BA2473	2.4974969498687978	896.6319358622964
BA2474	8.824354902331613	576.5140768852344
BA2477	13.0100604910201	1492.919436200176
BA2479	1.6879410996094202	400.1256540002271
BA2480	8.914291103675762	479.7529076587901
BA2481	3.5824961331954244	352.03703244187113
BA2482	5.745200177130098	806.8147480497577
BA2483	9.532002704875625	686.6408121009639
BA2485	10.549274104541334	623.2291195662164
BA2488	5.119187395997415	455.1400430864378
BA2489	1.576730183123915	833.1166755866947
BA2492	0.7560373527616385	305.4961462776453
BA2494	1.9405529221398583	745.3470444974241
BA2496	4.463650362966122	350.98358687836867
BA2497	5.932011621118124	459.7626223800796
BA2499	2.996071186805651	1217.775132313747
BA2500	5.861087395060059	514.9298856073997
BA2501	8.949284639035302	830.2044278477865
BA2502	5.686504998961241	476.4838112305855
BA2505	4.5189515064933135	918.0959413873074
BA2507	4.839717675513401	550.1468014942398
BA2510	5.46555046211878	820.2867797077474
BA2511	1.1116019317013208	310.93955302551126
BA2512	10.517161738602296	297.93169204820055
BA2514	1.9634369918916956	723.5138127983478
BA2515	1.615690067255877	612.5478235131935
BA2520	2.51778563174698	564.1537758748386
BA2521	11.11311782864978	806.8959630116178
BA2523	6.098556005727347	876.4798096520109
BA2524	1.52524176832439	932.2471493753278
BA2525	1.888076254105876	452.6349581299297
BA2526	3.2087293851976453	991.6935678489758
BA2528	7.548639046922788	1096.7780299712938
BA2532	1.9914537182600571	503.9772779859117
BA2534	9.57321887934449	849.6433997199651
BA2538	1.5214642581164688	629.4073879455286
BA2539	6.012218947914058	540.738273406964
BA2540	2.2482159791740277	590.9540621266428
BA2541	8.692955829679391	728.8260535093553
BA2545	7.0633946742203335	648.3802061877964
BA2546	4.977026327941901	415.89057639598445
BA2552	4.149195380461685	1513.8748690377722
BA2559	2.4786792235044146	918.4328148905
BA2561	8.46577337938879	739.2354252150267
BA2563	11.652628721923412	885.8825870243328
BA2564	4.791695002892021	629.3532304016176
BA2567	1.6523062574270515	277.4422268714489
BA2570	4.091735243206291	1043.7081028992793
BA2575	4.338621713171871	262.3730990879947
BA2577	10.208037457549151	1035.3017753558552
BA2579	6.236898298765786	450.1977121479968
BA2583	4.886379630844223	1189.1920127907792
BA2584	9.35508285123087	417.45356017234576
BA2587	10.75551499738243	700.5979416359871
BA2588	5.180639119079832	1028.234218578526
BA2589	1.3416845480035298	619.5497034766485
BA2592	7.384147426888736	1867.4451383144929
BA2593	13.520968482333284	30.216245262924573
BA2594	4.559297622718212	471.76923698622
BA2595	2.448714178352799	728.5423506706239
BA2597	1.81980166926654	291.1802821431854
BA2600	2.2708074242840905	1026.358264270693
BA2603	9.213470251939729	997.7895295090742
BA2618	8.85997814208934	1059.6245403482594
BA2619	4.32348153570115	338.8937511150036
BA2620	10.991726235668184	1013.7357555263628
BA2621	2.250272436274354	568.0501856987626
BA2622	8.279316076737258	924.7093827881304
BA2623	16.349187994660635	1685.5629243095086
BA2629	12.958719320292875	581.1126569789759
BA2631	9.4133371402126	1104.972238981063
BA2634	3.5502326838084044	300.3963011617661
BA2636	2.457739521380015	796.1060126394092
BA2639	10.530206791972605	844.8043216183632
BA2644	6.793029152705679	469.5073738897269
BA2645	1.1792481282202347	504.72606810576457
BA2646	6.442519963949149	960.7262432626762
BA2649	11.0312309092846	1080.6947366429338
BA2651	1.3737364269979266	611.5752231358493
BA2653	6.345179971602858	479.9423668888565
BA2655	20.96763339572215	3006.760720792315
BA2656	3.882758283230144	515.111804440552
BA2657	8.997242795371793	670.4658708920568
BA2658	7.635953205240423	822.1004835736335
BA2659	4.420720427240695	665.0327259605249
BA2660	5.553156184494063	633.3081399309104
BA2662	16.380512971075806	563.9060399401005
BA2663	1.6874490601625545	384.0622309800679
BA2667	7.375836629976075	699.1675473166935
BA2670	1.7089067336806978	556.247398865805
BA2674	8.096401596218259	788.029841818172
BA2675	7.510632491447894	888.7174232472146
BA2676	4.938100172481931	594.9186609686609
BA2677	6.813226622016171	723.0592208761088
BA2681	4.888441883217966	852.3623939733047
BA2682	5.5291812260232405	1025.8745054790595
BA2685	4.841816713634703	1397.4403485298174
BA2688	3.3057354192928567	543.2713361661179
BA2691	5.944463441089175	699.9592746665802
BA2694	2.7147624469317817	604.8506779221202
BA2695	1.5176840766876218	228.327273120442
BA2697	2.018307619128485	162.9009241689507
BA2701	1.3808038497058877	404.0787105964525
BA2704	8.32999480837688	772.0218738005265
BA2705	4.259849413248374	822.3340004432984
BA2707	4.800422792896705	1183.7208571876502
BA2709	4.447499278912186	642.9937530071306
BA2712	3.452607571935762	275.18527411516027
BA2714	8.097427866739112	1089.2757767181863
BA2715	1.084897471335352	186.5656405931548
BA2718	13.438720293522795	751.0675140693169
BA2720	2.126248644897054	334.11912913497355
BA2721	15.787354104984486	903.5602547884332
BA2722	2.188754133921306	346.3585867432167
BA2723	0.5633384124523837	563.9445790557744
BA2724	1.1961910994941276	491.9553020105202
BA2726	4.333617991126465	143.37951907534452
BA2727	7.230591375607429	1173.7689255961552
BA2728	8.996329947856347	465.0237751179877
BA2731	1.601089856904368	365.5634246419825
BA2733	1.1585330566130023	514.8910059088427
BA2735	1.263867721714608	800.4159438741033
BA2737	2.0653822514544045	264.6952388675349
BA2742	9.678278326940282	575.0250498710651
BA2744	4.734579735281033	387.18518572579296
BA2746	3.995552656725704	423.7452704930883
BA2747	9.160304127807583	772.1544821788654
BA2748	13.478797598887512	1670.3396787168135
BA2751	8.462510783740354	717.8080804640579
BA2756	1.6768447444688832	1070.2849670499577
BA2758	5.347418890410429	372.488942949664
BA2760	2.6734409108996613	688.8624991215123
BA2762	3.0132144773948384	748.467100774691
BA2764	5.617028310732295	507.4000873081517
BA2765	2.913210030212973	346.5598906891127
BA2769	2.464771423555399	937.997915686815
BA2772	2.2916259464404907	919.4501013639534
BA2775	8.33741402688843	895.8461730377292
BA2776	15.98730941625499	789.1117452440033
BA2778	8.015673769100099	252.16897073690248
BA2782	4.944411112298356	411.25405969390783
BA2786	7.700001801995604	1017.1961446558222
BA2787	1.4164680780800984	108.40598669023716
BA2789	14.612672846175265	1618.122396838526
BA2791	3.3919906510404627	811.8649440200674
BA2792	7.301402310951574	604.6067765181617
BA2798	2.136213236439552	1647.6899241527326
BA2801	1.110711760941699	552.9479270395778
BA2802	4.580645152204441	234.14630062115836
BA2804	3.127325598072549	665.881343626505
BA2806	4.024601626224349	840.0548949328835
BA2808	0.0321583178726035	469.8686963784686
BA2809	6.164149019320038	930.8864275017974
BA2811	7.522919876960658	663.6167872221953
BA2812	5.528950800554404	749.312202327857
BA2813	3.881314118270907	957.5760624293832
BA2814	6.190085264571876	293.71596549841337
BA2816	5.198553326221446	752.8378244322266
BA2817	1.2702122337805408	351.95401752650326
BA2820	16.186352260260932	865.4545735415754
BA2821	15.615860025942858	2371.325536958649
BA2822	6.592838490668989	215.4960941089973
BA2824	13.756066773353558	576.7209758510517
BA2828	4.203149608931455	479.1570122231413
BA2829	10.378580226330731	784.2386521026938
BA2830	2.4970982145303755	1141.5309943938978
BA2832	6.751948482659534	407.43550035950415
BA2836	1.2971688750228962	607.1262448844991
BA2837	5.085304327451365	1417.0200884434282
BA2839	1.4896625537205594	1032.6478402720338
BA2840	8.969869965243106	734.1717773020431
BA2841	5.448407400318256	1036.7043470269275
BA2842	1.135910655267999	228.7911197067744
BA2843	1.7878220168931778	615.9127578023213
BA2844	6.073471914163233	1037.040134178844
BA2846	3.906472505045551	987.7766660179371
BA2850	3.2806599123577205	693.2482176162441
BA2851	10.478957851926648	920.4008279407708
BA2852	1.7629710451041474	502.9553566119032
BA2855	2.3722636347667003	366.4419649469934
BA2856	1.2708749021930474	277.78051406391074
BA2858	4.608981256768276	740.5258261837957
BA2860	3.565933863817373	556.5620209539564
BA2861	7.923136275322277	720.9004749239097
BA2865	8.624366262454235	936.7973710245058
BA2866	8.366138308755593	1145.7009011931214
BA2867	3.33857517726818	600.1219905718008
BA2868	13.018722412787383	1262.2588502894955
BA2870	24.274332237480408	1655.2631343356202
BA2871	1.1133244383261105	758.5105856403769
BA2872	3.8164708275390784	632.8420968552848
BA2876	1.859183571717017	487.8495185887976
BA2879	0.575070640946413	328.9332649464527
BA2880	3.5156026952167894	580.266846418744
BA2882	5.07628512149973	348.9782486471291
BA2883	1.4333433869769687	980.8921592954798
BA2885	9.136538431090091	584.675805911005
BA2887	8.464919129119613	833.5378119982483
BA2889	0.0680457763349801	11.11113165420566
BA2893	8.04047064975798	979.5526408688648
BA2901	3.1986274697820662	502.84667742476097
BA2902	2.5259150245335555	677.532784346162
BA2903	0.268511764252472	92.12239819004525
BA2904	7.067304677141686	904.2007906388362
BA2905	1.8895330543500517	901.6889989025664
BA2906	8.908715478396855	540.124421955162
BA2908	9.043472851679276	1627.852852246495
BA2909	3.645192582703174	293.81904452986055
BA2910	5.533673432065147	884.2278867102398
BA2911	7.35601010438844	1306.9618098466296
BA2914	8.315020190566022	485.5022989344621
BA2915	2.164371517675939	193.79876254885744
BA2921	2.0954264332452808	517.9687209761212
BA2922	10.62765705375156	1084.8573244241177
BA2923	4.466900161142507	191.5378982251848
BA2926	7.629097223448881	1145.5128991712484
BA2928	12.62873294899734	625.8136562924038
BA2930	6.154426145694959	490.4689009985025
BA2932	12.130844731127125	1051.9673283705542
BA2934	1.3562957851481563	267.73616773977307
BA2935	2.653105174408604	465.6807513907135
BA2937	7.498193237452195	438.1839204333512
BA2939	2.2079754294917957	839.9306411067321
BA2944	20.71466634512917	2702.777395838402
BA2947	11.442166833647804	810.1165826021614
BA2948	1.1082148986684204	449.2274923368851
BA2950	9.632561714139898	1530.0694180898165
BA2951	5.951188238147757	1227.5886415608425
BA2952	14.544101644140271	869.2233339820627
BA2953	1.3781259502585508	774.7044424441958
BA2955	3.5779808539522246	256.63889402466253
BA2956	0.6412839524065527	183.01066727214732
BA2962	11.974556452354564	1451.2623334252364
BA2970	2.76728539524176	946.398906620823
BA2972	8.19807025798213	1026.7777766965623
BA2976	7.68942255194602	683.1204076723053
BA2978	6.41703002223666	464.58234050719807
BA2981	0.652906061240974	621.2470369289155
BA2984	4.235287245520808	520.8918719624603
BA2986	8.162509590569805	832.4564972942583
BA2989	3.1500995548410207	920.0848729842088
BA2992	4.418766081231521	1041.5548462781858
BA2993	2.212900676301756	491.05819399168536
BA2994	4.952266231396034	785.3881374441148
BA2995	2.99340604018802	449.5155035490899
BA2999	6.3906852737137685	552.3388942949664
BA3001	10.39880202445873	1129.111035426026
BA3002	7.336794699784175	659.5671624039745
BA3004	14.116715846979064	608.8655211188418
BA3006	8.252270837306234	686.8338060948117
BA3008	4.2866496857377365	11.51543597312098
BA3009	4.436179966926807	968.8853581796652
BA3010	6.1059405634669295	788.2352370835292
BA3011	2.784057131540242	1174.4513158392665
BA3013	12.586256499724248	1322.5793152662222
BA3023	3.248181807296057	1016.7990890759392
BA3025	11.795087855677894	798.135854727885
BA3027	1.8190710835196224	340.03372040848325
BA3029	0.8763687576046825	410.3348435210863
BA3030	6.732151955359885	1042.6969417819512
BA3037	0.7406337561266323	797.9145545121826
BA3038	9.220468526123	713.6829370678516
BA3040	10.131509852482283	660.2632048849315
BA3042	7.880233108835697	931.8311100839564
BA3043	3.3214692717064564	279.9617955205242
BA3049	5.744367216003986	207.29493991144847
BA3051	1.7632316934133028	339.437373835666
BA3053	17.17856728332196	1161.117478118901
BA3064	11.426613287051367	813.2238767522448
BA3067	3.971068898516835	416.5995321039913
BA3068	1.7139153825785636	474.1563883617963
BA3070	3.9158628540420777	339.9132421868665
BA3071	6.690655920715455	652.5728820339826
BA3072	7.4441840132338255	804.6387356265915
BA3075	1.2491121104239569	496.471499159355
BA3076	0.3290035271849247	81.37013601691021
BA3077	5.451401359788114	292.37187434113434
BA2040	2.383892823099383	349.69960914059584
BA2160	11.539734945424426	744.3734083156284
BA2303	7.463308501706293	466.2822802294339
BA2353	10.822900007551391	1485.7038680484602
BA2516	10.627818321365057	1353.2147402109454
BA2590	12.81367377381369	1523.4713137308963
BA2647	2.9984253470233098	870.3129289046745
BA2891	5.174547962158221	336.83052028089986
BA2924	2.582705972752072	976.1428747898389
BA2971	1.5854315417505231	505.3896184390491
BA3036	6.503188905241124	1025.9031484995432
BA3059	1.0097287513996918	510.4763178665455
BA3073	7.1990670043622735	1094.6638568578796
BA3078	12.946903516316324	1754.591333246836
BA3079	1.3646973961989346	431.9970312525341
BA3083	6.697350327116042	725.7093890051196
BA3084	10.734268728262462	553.1452326505457
BA3085	9.610881378255511	822.0770439027555
BA3087	15.337301013841849	553.7281107921524
BA3089	11.853567356438884	1441.7981759894474
BA3094	6.801759993324186	666.3864393951682
BA3095	9.71028807970256	575.4273650237596
BA3098	9.236971538084326	810.2804664904285
BA3099	13.090206837982374	1440.7947842164162
BA3103	1.614517260987918	880.7006576493295
BA3108	15.642078447811906	1116.0425466409336
BA3109	0.7703861138349644	464.4950264086886
BA3110	3.447038366842655	814.3713610340745
BA3114	3.5866801602643537	702.329696394687
BA3116	2.3925144815207022	597.8538407477687
BA3117	16.890939743361592	2015.388904025906
BA3118	2.361970070571154	763.2028541386226
BA3119	13.444196252475477	1298.7989387869843
BA3123	5.786639365500211	1255.4020386318296
BA3124	4.336063938041852	477.8458167772209
BA3126	5.726977872095656	423.99651389091616
BA3128	3.14903558564337	1186.3903966439073
BA3130	4.532483798636333	233.4386967028333
BA3133	0.620446569891931	549.0701281780979
BA3135	2.5985889691786146	1038.442520151154
BA3136	10.09440470147002	540.940548824989
BA3137	4.858262733543676	660.0267584618628
BA3138	2.6455798845607426	966.202120533904
BA3139	13.370849088005434	855.8008563226781
BA3141	12.648730844908464	1774.3111473318304
BA3142	5.748017334281799	824.7571762975938
BA3145	1.520235981899007	528.4546986922699
BA3146	7.388156786803747	725.3649442903712
BA3149	0.8452928419011833	298.5571157495256
BA3152	6.9098235190799135	363.9831249290453
BA3153	1.861053482697555	811.3751225828076
BA3154	0.7157482917318699	370.1775347745936
BA3156	15.633443146582904	1109.895578098899
BA3157	13.717961630797872	2480.748065705467
BA3158	5.978434887400639	657.7132002897657
BA3162	1.745220597852206	714.675197727285
BA3163	4.119575633976791	195.51433178178908
BA3164	14.01369975533636	1008.312960530228
BA3167	4.106989071237717	840.9874422225464
BA3169	1.5403379036422693	408.3182771371576
BA3171	2.64769875983621	429.371459965293
BA3173	4.618444181534551	1274.2222589835494
BA3174	1.225304999204696	431.0928118090357
BA3175	3.1147708461274544	460.6366413121633
BA3176	8.366915351712338	1131.5578698973384
BA3177	14.383280808732884	1589.9558293733817
BA3178	11.04530380764288	594.9105526633041
BA3180	2.389200429470613	1006.5422133562552
BA3181	4.107804565570681	531.9213118387692
BA3182	10.283479445206073	860.6013371932727
BA3183	7.707896290573495	1452.5018110359665
BA3185	2.09814643431112	764.0343915730065
BA3186	4.930075069869157	751.7447561048131
BA3187	4.387623745119788	687.0293790579368
BA3189	8.606060206799855	1465.4198616584763
BA3190	1.9054535072318075	1969.3769782189136
BA3191	7.4800404045123	527.9830311336004
BA3192	4.391174582041212	1367.003965898463
BA3194	16.456396828308634	1394.377379349865
BA3195	4.733956309124763	1044.9377506392686
BA3197	7.0834163410671245	548.1555041978191
BA3199	14.893885416518865	2515.3221311298166
BA3200	11.172176168777597	786.0146374954724
BA3202	6.211854984162505	942.3249593192666
BA3203	0.462865535939629	211.4520743119415
BA3206	8.89350367937644	768.6578817907091
BA3207	6.236066454663524	610.2534317780048
BA3208	5.39436780732066	725.6962238548577
BA3210	0.9254680142509302	579.371670802316
BA3211	7.286440941111669	867.8536336949998
BA3212	13.90084344006516	418.7314906718132
BA3213	7.2163041184393935	1182.0286665369206
BA3214	3.061965510161289	1508.198917703282
BA3216	3.693837304190768	769.5851381523106
BA3217	7.2290811027363695	1054.5839942263094
BA3219	7.194942439126423	405.67563156500535
BA3221	5.875145536053527	323.3627515853322
BA3222	15.028627502841532	1299.7477518826663
BA3225	4.7234968814869145	244.59199900528176
BA3226	9.573149417250905	1198.9367643004266
BA3227	11.548100320860753	884.6789230552989
BA3228	13.031576053566567	1699.651916184174
BA3229	11.257910854005528	1457.6311814441797
BA3230	6.9361542225314	851.0669537293826
BA3232	11.728760604111896	989.3361274644952
BA3234	6.996621698419788	353.9220257113047
BA3235	4.965874758559991	256.3899841601929
BA3237	2.935763294187172	908.5652540586128
BA3240	9.34082336261989	1129.904696529839
BA3242	5.0475834925523335	808.0003589635468
BA3243	7.025342022991135	982.3038385853376
BA3245	1.3884219118686445	188.99372408461596
BA3249	1.585349419007639	732.8218429858848
BA3250	10.225006592347055	922.1440338528572
BA3251	4.144675295396382	645.5604391356763
BA3255	9.698192129195943	729.130756526487
BA3258	7.573466978596803	436.15525822129234
BA3260	1.8081438700173231	597.834737832271
BA3261	8.67655944921525	851.1264468014942
BA3264	11.512219382915497	1008.8646188445048
BA3266	9.45808487627196	1099.2911862015278
BA3268	14.486433083951813	1565.3190037139752
BA3269	0.5394015960252108	341.6989571676479
BA3270	8.21347318798494	1213.7520626888752
BA3271	10.67642347488158	1093.2358249944589
BA3273	0.1307225817365397	347.9530317282689
BA3275	7.346829474213139	1011.5882582699472
BA3277	2.502457281351905	877.9821772436572
BA3280	1.5952265048521377	674.5001746163038
BA3283	1.789056666616367	745.2731361196257
BA3285	12.944153894934344	967.122531449856
BA3286	10.443565640805431	731.4820710142343
BA3289	1.1660382190912415	238.12410407780428
BA3290	4.807436548294259	1029.9254361353037
BA3293	15.613590739482175	1413.0951307459843
BA3295	7.791904652993529	932.6427912659412
BA3296	3.925540541410126	427.8514069316726
BA3297	12.817903020225929	893.9208885428998
BA3299	2.069490887899604	589.9627729393385
BA3300	8.89918583362261	894.1925952956312
BA3302	16.954578670326512	2408.314099861064
BA3305	4.800360717676655	827.2210853241214
BA3306	4.929562999898404	1343.657339561135
BA3308	9.543242419641448	881.6234802164594
BA3310	3.181497384800524	815.2354946831226
BA3311	4.782832057077079	513.4871384009905
BA3312	12.733872962967148	1227.0888629397168
BA3315	5.186781523589535	839.5602734394004
BA3317	13.922508639325905	2034.9302745746768
BA3318	1.4807227965024126	956.6193970061142
BA3319	7.139020891930767	613.6266187147592
BA3322	6.904085618316202	564.6196105461761
BA3324	7.495927604746196	1384.1419514317995
BA3325	1.351274448198906	599.6057690956172
BA3326	6.7782810111651335	640.3833479297427
BA3328	7.547825732369589	721.98301437476
BA3329	7.488910948293375	2373.4512366402305
BA3332	6.25653214657412	2481.439829005769
BA3333	5.692624350807811	1599.7125945387806
BA3334	2.1330637647598447	704.5871421852446
BA3335	2.801851912072096	650.3192805051439
BA3339	5.922770442356887	627.5260683760683
BA3341	0.6608588373571984	422.5509220065197
BA3345	2.924949411938865	299.2258375365586
BA3347	3.616719109221729	368.3798085707952
BA3351	8.614564853936525	1142.5853141201335
BA3352	5.280276120889902	1011.6294566351494
BA3353	13.472213887054126	1104.532697848922
BA3357	10.146071922479312	1505.841683020051
BA3362	11.357770474075744	501.1598058136958
BA3367	1.8547931723671427	538.5840307173326
BA3369	11.977269448540548	1467.3830489736558
BA3371	1.575778728882254	1016.7981003043622
BA3373	16.32544589028262	1411.153177151754
BA3374	4.875487867921422	415.1038426398958
BA3375	4.179687728436753	543.9294977213383
BA3376	9.478785062539664	834.0129202549506
BA3379	10.754390475523389	1383.461035426026
BA3380	3.250882412402792	995.8626148115712
BA3381	12.256402214427588	1166.9602177568024
BA3384	10.406444775902456	616.6284097482389
