	ABL1	SUZ12
BA2296	0.0239365537130497	3.597814121872908
BA2300	0.0072584715212689	3.560831876027693
BA2301	0.0100739005046863	1.6580069572475151
BA2302	0.0157948810382119	2.0877106593353005
BA2304	0.0063734679163662	1.3794719137833011
BA2306	0.0136121124729632	2.956770811540081
BA2308	0.0117321557317952	1.429653665758624
BA2309	0.0130984138428262	2.453190810863822
BA2311	0.0107876712328767	2.3847435972150675
BA2312	0.009127613554434	1.7836635753769017
BA2316	0.0084282624369142	1.6408281217566605
BA2322	0.0178568853640951	2.0444933811026003
BA2325	0.0081506849315068	0.8862837205055132
BA2329	0.0087815428983417	1.3420408060311135
BA2334	0.0099639509733237	1.121944188142237
BA2339	0.0048882480173035	0.8442805321438875
BA2344	0.0139077144917087	2.749904915886792
BA2347	0.0055064888248017	1.207037798802822
BA2348	0.0043727469358327	0.6629458489112611
BA2350	0.0045818312905551	0.790423189388913
BA2354	0.0157534246575342	3.731705421167489
BA2355	0.0216312184571016	2.02882558738785
BA2357	0.0130569574621485	2.473396013473268
BA2360	0.0196322999279019	3.520967928796575
BA2361	0.0122873107426099	2.98088402426122
BA2363	0.0046250901225666	0.8333354137579682
BA2369	0.0189221341023792	2.6691152350496234
BA2374	0.0208489545782263	4.323946745488606
BA2375	0.0116131939437635	2.5684770343997188
BA2376	0.0086265320836337	1.8481022387432773
BA2377	0.0481254506128334	3.499672511363763
BA2379	0.0132227829848594	1.7563167005469678
BA2385	0.0062310742609949	1.3253807610922073
BA2386	0.0189491708723864	1.9064378198872491
BA2387	0.0169881038211968	2.2161895189155394
BA2394	0.0097242249459264	3.775015455102856
BA2399	0.0148125450612833	1.919312968531149
BA2400	0.0313842826243691	5.216089126781342
BA2402	0.0125630857966834	3.384432984271428
BA2405	0.0074134823359769	1.4194167800483262
BA2406	0.0122512617159336	1.6091346371686976
BA2409	0.0120385724585436	2.293717545528442
BA2410	0.0260958904109589	2.148397005330327
BA2412	0.0044754866618601	0.918802287118866
BA2413	0.0136788031723143	1.5253153129968469
BA2414	0.0243258832011535	3.89831987960464
BA2415	0.0047260273972602	1.375119090165481
BA2417	0.0171773612112472	1.5367927949051934
BA2418	0.0077685652487382	1.2117671823646836
BA2420	0.0105136986301369	2.0249346143055718
BA2421	0.0181596971881759	2.4075440309426326
BA2423	0.0107894736842105	0.880508194597254
BA2425	0.0087941600576784	2.4400687844195703
BA2426	0.0100558759913482	1.5507768986686328
BA2427	0.0086571737563085	0.5882059299446201
BA2429	0.0106452775775054	2.189553667892948
BA2440	0.01405010814708	3.063282791712798
BA2441	0.0184354722422494	4.370306406949998
BA2442	0.0116095890410958	2.918529321055335
BA2446	0.0115392934390771	2.0203920329115617
BA2449	0.0213698630136986	2.3754634967847417
BA2450	0.0162040374909877	2.3408973702466938
BA2452	0.0252541456380677	3.5905423523982587
BA2454	0.0121611391492429	3.2890122726673425
BA2455	0.0087148521989906	1.2358041060415323
BA2456	0.0047837058399423	1.090367227326382
BA2459	0.0067934390771449	1.998842377952892
BA2461	0.0103262436914203	2.5939641461163143
BA2463	0.0140356885364095	0.5689929353149397
BA2464	0.0198936553713049	2.475301331118999
BA2469	0.0165843547224224	2.3819216418748868
BA2470	0.0112599134823359	2.3809738027930947
BA2472	0.0163428262436914	1.3123016570263857
BA2473	0.0219412400865176	2.755603559036205
BA2474	0.0123521989906272	1.2611914796965875
BA2477	0.025086517664023	4.934901512288668
BA2479	0.0077253064167267	1.1078452583543263
BA2480	0.023895097332372	1.821158355611772
BA2481	0.0052072819033886	1.3358563546835416
BA2482	0.0118006488824801	2.783642057001445
BA2483	0.0151604181687094	3.16764368549378
BA2485	0.0216672674837779	1.7379606211963126
BA2488	0.0136697909156452	2.338087128379935
BA2489	0.0131038211968276	1.2645660809915578
BA2492	0.007577505407354	1.3425124397520398
BA2494	0.0152487382840663	1.841131074785678
BA2496	0.0059769286229271	1.2703317301120385
BA2497	0.0092682047584715	1.8475301340392984
BA2499	0.0128262436914203	1.6616298015397264
BA2500	0.0246304974765681	3.4173566380922566
BA2501	0.0150558759913482	3.615923892055416
BA2502	0.0097837058399423	2.320614857605067
BA2505	0.0148648161499639	1.6951117236603537
BA2507	0.0108904109589041	1.9083458329200016
BA2510	0.016472602739726	1.7606613826022828
BA2511	0.0059480894015861	0.825448589985297
BA2512	0.0125036049026676	2.388967697565373
BA2514	0.0112743330930064	2.1217883640428004
BA2515	0.0118655371304974	1.5700521580175193
BA2520	0.0036265320836337	1.451049520127221
BA2521	0.0162959625090122	2.9275973125167254
BA2523	0.0194394376351838	2.927206237822633
BA2524	0.0125360490266762	1.0405124488537365
BA2525	0.0119700793078586	1.0965176083677777
BA2526	0.0263968997837058	1.9118790748170709
BA2528	0.0154992790194664	3.0630976695980467
BA2532	0.0165176640230713	2.4541747713501083
BA2534	0.0232516222062004	2.8872820975991784
BA2538	0.012586517664023	2.325174088358405
BA2539	0.0068961788031723	3.148075893779765
BA2540	0.0125937274693583	0.918974679037293
BA2541	0.0059012256669069	1.8302287745129848
BA2545	0.0118186733958183	3.234329178030815
BA2546	0.0096431146359048	1.933937550868748
BA2552	0.0384967555875991	14.223631996410283
BA2559	0.014059120403749	2.0044994133695067
BA2561	0.0080064888248017	1.4902745245312632
BA2563	0.0161067051189617	2.9208440272848986
BA2564	0.0097710886806056	2.1882096465844056
BA2567	0.0041636625811103	1.012133610266729
BA2570	0.0145692141312184	2.7572681346222847
BA2575	0.0071935832732516	1.6097165810701195
BA2577	0.0213626532083633	3.651028690608643
BA2579	0.0098648161499639	2.760135144162037
BA2583	0.0164635904830569	2.810036312022123
BA2584	0.0166005767844268	3.675862420284768
BA2587	0.0186751982696467	3.1100225388390283
BA2588	0.0140032444124008	2.7914457240380366
BA2589	0.0179704397981254	2.0149485837611447
BA2592	0.0183543619322278	2.6901107307254293
BA2593	0.0048125450612833	0.0398168591931038
BA2594	0.0085021629416005	2.894148730140257
BA2595	0.0101045421773612	1.0555265544589318
BA2597	0.0188248017303532	1.2907801614554757
BA2600	0.011598774333093	1.7661947130810205
BA2603	0.0146557317952415	2.8155946704489563
BA2618	0.0207354001441961	4.258299667832707
BA2619	0.0106759192501802	1.4642003621084885
BA2620	0.0146971881759192	2.276156501689904
BA2621	0.009030281182408	2.6859403728874813
BA2622	0.0153731074260994	2.2338655884485967
BA2623	0.0129217736121124	3.939977916509368
BA2629	0.0102992069214131	1.6752539559235884
BA2631	0.0144736842105263	2.1276926202692947
BA2634	0.0064221341023792	1.6167039635701854
BA2636	0.008720259552992	1.9989008373875807
BA2639	0.0137959625090122	3.3107430878982425
BA2644	0.0111986301369863	2.1882424011674804
BA2645	0.0217844268204758	1.2158411958490996
BA2646	0.0225540735400144	3.884091486222778
BA2649	0.0211121124729632	3.0636462073250943
BA2651	0.007761355443403	0.964506749711484
BA2653	0.0130948089401586	1.691746912064786
BA2655	0.0299783705839942	7.552291549090876
BA2656	0.0079307858687815	1.332997209740734
BA2657	0.0115537130497476	2.24684563200814
BA2658	0.0126622206200432	2.059598620355018
BA2659	0.0140519105984138	2.890816069031202
BA2660	0.0080857966834895	1.062396437004348
BA2662	0.0143330930064888	2.190946125583757
BA2663	0.0116925018024513	2.1538776049830064
BA2667	0.0136445565969718	2.1043695310812467
BA2670	0.0059354722422494	1.7737751757706413
BA2674	0.0104379956741167	2.314884090530913
BA2675	0.0151568132660418	2.465711586750538
BA2676	0.0147981254506128	2.2918113776937385
BA2677	0.0095962509012256	1.8137027200786924
BA2681	0.0056380677721701	1.8240194298043533
BA2682	0.012732516222062	2.167384699929073
BA2685	0.0221935832732516	2.783558196151693
BA2688	0.0081380677721701	0.8773687869085953
BA2691	0.0082858687815428	2.47093049044301
BA2694	0.0088482335976928	0.9017508335909932
BA2695	0.0070007209805335	0.4854202981803165
BA2697	0.0056218457101658	1.293264041883727
BA2701	0.009388968997837	1.0636164738566118
BA2704	0.0232498197548666	2.932963127009856
BA2705	0.0289185291997116	1.7816725179202555
BA2707	0.0052000720980533	2.3636607690353704
BA2709	0.008352559480894	1.5641886220568877
BA2712	0.0131182408074981	2.4647812273906164
BA2714	0.0148071377072819	2.819876501593101
BA2715	0.0302505407354001	1.4313003984997237
BA2718	0.0331092285508291	2.8327058281575868
BA2720	0.0045331651045421	1.9187982182559091
BA2721	0.0158417447728911	3.3152166812826063
BA2722	0.0155623648161499	4.113914869787035
BA2723	0.0153586878154289	1.7646408675179523
BA2724	0.008516582552271	1.1100152630416389
BA2726	0.008866258111031	1.215876736924184
BA2727	0.0105082912761355	1.143114227289864
BA2728	0.0145583994232155	2.8353415068049355
BA2731	0.0071449170872386	0.947367719964498
BA2733	0.006016582552271	0.7171956818700758
BA2735	0.0094772891131939	2.9350080344728284
BA2737	0.0095133381398702	1.2668460298778208
BA2742	0.0109138428262436	3.1223840270769694
BA2744	0.0048918529199711	0.5433691175015175
BA2746	0.0107534246575342	2.253463472177915
BA2747	0.0102829848594087	0.9966983521150632
BA2748	0.0250684931506849	3.7927982197488688
BA2751	0.0057804614275414	2.3411414671467004
BA2756	0.015416366258111	1.7964857694361067
BA2758	0.0097909156452775	1.4242182719470404
BA2760	0.0199783705839942	2.4315209586360123
BA2762	0.0134895457822638	1.5536895710012866
BA2764	0.0110994953136265	2.286265574126725
BA2765	0.0068673395818312	2.590314033613814
BA2769	0.0132498197548666	2.3478089285825745
BA2772	0.0075180245133381	1.0268609913128877
BA2775	0.0131074260994953	3.039551271515804
BA2776	0.0300306416726748	2.9980635674191385
BA2778	0.0114708002883922	1.684592941494171
BA2782	0.0080569574621485	2.05535221293326
BA2786	0.0120547945205479	3.758660441323659
BA2787	0.0031254506128334	1.2212710568734968
BA2789	0.026472602739726	2.518476318929666
BA2791	0.0192880317231434	1.6218361111932325
BA2792	0.0083723864455659	1.642577061323491
BA2798	0.019176279740447	2.725656166769618
BA2801	0.005706560922855	2.0814840612191783
BA2802	0.0085291997116077	2.556946214603385
BA2804	0.0094412400865176	2.508968242382166
BA2806	0.0151315789473684	1.7056229782411962
BA2808	0.006452775775054	1.2865005369029026
BA2809	0.0128298485940879	3.888553568950869
BA2811	0.0167159336697909	2.2183777879221527
BA2812	0.006986301369863	2.468672733171382
BA2813	0.0101748377793799	1.5452284718273128
BA2814	0.012141312184571	2.487338226545351
BA2816	0.0128983417447728	1.6077898526622405
BA2817	0.0133705839942321	1.3445518491816024
BA2820	0.0195241528478731	2.621339966229356
BA2821	0.0274477289113193	5.343387072774964
BA2822	0.0146539293439077	0.957193219340488
BA2824	0.0203262436914203	2.042492689193478
BA2828	0.0093727469358327	1.732127544899765
BA2829	0.0157137707281903	2.639622927995981
BA2830	0.0076910598413842	1.7221056490992823
BA2832	0.0145367700072098	2.5571678089250933
BA2836	0.0119899062725306	1.3937078919637609
BA2837	0.0134246575342465	2.438865267004707
BA2839	0.0310886806056236	1.776619832680444
BA2840	0.0080533525594808	1.90923825910962
BA2841	0.0249585436193222	1.3154535383251733
BA2842	0.0069790915645277	0.9092971437169872
BA2843	0.0125991348233597	1.7809965939313757
BA2844	0.0165176640230713	2.1206104520041915
BA2846	0.0267069214131218	1.856882390380544
BA2850	0.0103568853640951	1.617863888852045
BA2851	0.0235832732516222	2.802693562858027
BA2852	0.0104434030281182	1.3087034697193558
BA2855	0.0142087238644556	1.3002963388467923
BA2856	0.0061751982696467	2.1206589932589512
BA2858	0.0095602018745493	2.043740078726683
BA2860	0.0067519826964671	1.638586144768034
BA2861	0.0149585436193222	2.236845737221775
BA2865	0.0138139870223503	0.9032265964582236
BA2866	0.0177505407354001	3.9997204309231336
BA2867	0.0181416726748377	2.2078788633903432
BA2868	0.022945205479452	3.309804877520195
BA2870	0.0288085796683489	3.738584148262593
BA2871	0.0117988464311463	2.309238490771179
BA2872	0.011559120403749	5.192477015902934
BA2876	0.0157948810382119	0.7024124392323595
BA2879	0.0138914924297043	1.433838265436658
BA2880	0.0088518385003604	3.762856777656033
BA2882	0.0111085075702956	2.204463034650087
BA2883	0.0226189617880317	2.9759502319301583
BA2885	0.0144754866618601	2.7600127825799627
BA2887	0.0185832732516222	3.826445815732204
BA2889	0.0001099495313626	0.002977622411231
BA2893	0.0105371304974765	2.0572561722026017
BA2901	0.0094160057678442	1.287438524239864
BA2902	0.0132930785868781	1.2265799290906445
BA2903	0.0040879596250901	1.6444481759461065
BA2904	0.0122098053352559	3.273383068000783
BA2905	0.0205587599134823	2.118961392685442
BA2906	0.0187761355443403	2.812704904374405
BA2908	0.0214978370583994	3.170452368423088
BA2909	0.0079055515501081	1.8119799174723856
BA2910	0.0172152126892573	2.639855610921634
BA2911	0.0161535688536409	2.942921661397253
BA2914	0.0139798125450612	2.484040926749492
BA2915	0.0079091564527757	0.2115464913358273
BA2921	0.0102000720980533	0.7747336401738909
BA2922	0.017528839221341	2.04037717377636
BA2923	0.0063229992790194	1.1989635988129774
BA2926	0.0152487382840663	3.2837500308174703
BA2928	0.0180551550108147	3.4863633802762903
BA2930	0.0134913482335976	2.0659060438742967
BA2932	0.0167591925018024	2.395469130156888
BA2934	0.0065338860850757	1.6131126319055622
BA2935	0.0084967555875991	1.2350417754175382
BA2937	0.0097638788752703	2.1005734083389345
BA2939	0.0099242970439798	1.3930420584084413
BA2944	0.020232516222062	4.350468493836928
BA2947	0.0107516222062004	0.8203008331416218
BA2948	0.0091474405191059	2.065348930890897
BA2950	0.0101117519826964	2.7693493068114425
BA2951	0.0080299206921413	2.261770063990231
BA2952	0.0254001441961067	3.451819740828945
BA2953	0.0064059120403749	1.3391164135418665
BA2955	0.0074098774333093	1.2631929932669597
BA2956	0.0048413842826243	0.6166736629526356
BA2962	0.0184571016582552	3.022447465247259
BA2970	0.0105118961788031	2.01748366635904
BA2972	0.0217393655371304	2.107499279900343
BA2976	0.0060994953136265	2.308047111493128
BA2978	0.0098107426099495	2.176374119642161
BA2981	0.0137527036770007	0.8894216292207059
BA2984	0.0127253064167267	1.986031213662467
BA2986	0.0124855803893294	1.8144071721597173
BA2989	0.018972602739726	1.0783765945016617
BA2992	0.0137328767123287	1.975502861534953
BA2993	0.0062509012256669	1.457984332566452
BA2994	0.0163446286950252	2.130989953198337
BA2995	0.0128929343907714	1.4522354134587196
BA2999	0.0155875991348233	2.5955141147246734
BA3001	0.0230966113914924	2.5069756054884262
BA3002	0.0170007209805335	3.4506469965230795
BA3004	0.0253803172314347	1.7514232448445308
BA3006	0.0083777937995674	2.0099523102644765
BA3008	0.0010868781542898	0.0076267174077165
BA3009	0.0132912761355443	2.651445822097596
BA3010	0.0096232876712328	1.8827161107769768
BA3011	0.0240374909877433	2.90745070444426
BA3013	0.0143240807498197	3.3349838477450158
BA3023	0.0165969718817591	0.7424748994131767
BA3025	0.0182480173035328	2.4900005482635392
BA3027	0.0054902667627974	1.193531364723204
BA3029	0.0092357606344628	0.959153786448544
BA3030	0.0145746214852198	2.205741919511328
BA3037	0.0189149242970439	2.598632365609078
BA3038	0.0169196106705118	3.940013201392861
BA3040	0.0160490266762797	3.078506353971753
BA3042	0.0222819033886085	2.110307657672711
BA3043	0.0070421773612112	1.4016424828511695
BA3049	0.0035255948089401	0.6328514428826121
BA3051	0.0110310021629416	1.495153714824904
BA3053	0.0164708002883922	2.9241808690325106
BA3064	0.0178640951694304	2.9510019897659747
BA3067	0.0239329488103821	3.211676293613392
BA3068	0.0234066330209084	4.091328330037431
BA3070	0.0086355443403028	1.878426220680133
BA3071	0.0194971160778659	3.35664601554784
BA3072	0.021346431146359	2.943216816698309
BA3075	0.0129073540014419	1.0345478995103543
BA3076	0.0033759913482335	1.0028763209729108
BA3077	0.0144196106705118	3.877955766857684
BA2040	0.0086806056236481	1.9735780198754205
BA2160	0.0166672674837779	2.306191713148515
BA2303	0.0109228550829127	2.414668053704183
BA2353	0.0162563085796683	3.747792334972045
BA2516	0.0162851478010093	3.3427258844459677
BA2590	0.0327685652487382	3.2333928416921185
BA2647	0.0120223503965392	3.184577064161077
BA2891	0.009543979812545	1.9000015937133072
BA2924	0.0133219178082191	2.164089002403928
BA2971	0.0093204758471521	1.4521981020802457
BA3036	0.0145259552992069	2.591954736863349
BA3059	0.015571377072819	1.6683961038489634
BA3073	0.0136878154289834	3.0304135468395854
BA3078	0.0171070656092285	4.828232524854314
BA3079	0.0097873107426099	1.428555523392915
BA3083	0.0143294881038211	3.62037986543036
BA3084	0.0100558759913482	2.144582988557303
BA3085	0.0095872386445565	2.1161445406708315
BA3087	0.0460724585436193	8.442720777991775
BA3089	0.0248864455659697	3.344073001853104
BA3094	0.0194214131218457	2.5622567916477226
BA3095	0.0163680605623648	2.6900061136767155
BA3098	0.0141834895457822	2.946239643322152
BA3099	0.0234228550829127	5.125180610155194
BA3103	0.0260598413842826	1.8127992996042044
BA3108	0.0228857245854361	3.6879390062829223
BA3109	0.0128082191780821	1.219304854460349
BA3110	0.0175684931506849	2.854261373179738
BA3114	0.0120421773612112	2.5822127560463226
BA3116	0.0108183129055515	1.1304533786269022
BA3117	0.030697548666186	4.784275498839013
BA3118	0.0119214131218457	1.552737175616819
BA3119	0.0342880317231434	4.136281300786254
BA3123	0.0154091564527757	2.725016181341718
BA3124	0.0086968276856524	2.437414350308926
BA3126	0.0155641672674837	1.3116584068785555
BA3128	0.0190338860850757	2.04513332545828
BA3130	0.0098792357606344	1.6645989629550084
BA3133	0.0151586157173756	5.216699991920351
BA3135	0.0262274693583273	2.242828290223296
BA3136	0.015542537851478	4.128431097016184
BA3137	0.0138572458543619	3.044874216075641
BA3138	0.0158543619322278	3.690354445632429
BA3139	0.0150522710886806	5.131931417554232
BA3141	0.0224477289113193	3.5091168454009503
BA3142	0.0263806777217015	2.980025656584301
BA3145	0.0116618601297764	1.4871110201568294
BA3146	0.0169232155731795	3.318536602650176
BA3149	0.0144826964671953	1.0800889306513628
BA3152	0.0138248017303532	2.3413475732992577
BA3153	0.0316888968997837	2.8710600541324407
BA3154	0.0201856524873828	1.9819797859077413
BA3156	0.0050630857966834	2.421733456584118
BA3157	0.0243006488824801	3.4411350954507927
BA3158	0.015192862292718	2.7953724333764387
BA3162	0.0246665465032444	3.2459754133263963
BA3163	0.0108471521268925	1.659443044336491
BA3164	0.0192736121124729	4.1717609370081705
BA3167	0.0217844268204758	1.106458613145681
BA3169	0.0142862292718096	1.2625645025629024
BA3171	0.0217898341744772	4.371778673438539
BA3173	0.0176514059120403	3.228034098320759
BA3174	0.0074242970439798	1.7322300333078482
BA3175	0.0070782263878875	2.3222003058009952
BA3176	0.0175648882480173	3.3796875296882387
BA3177	0.0181578947368421	5.299911888718629
BA3178	0.018866258111031	1.8007557232702156
BA3180	0.0314023071377072	2.386361091316556
BA3181	0.0079632299927901	2.21162992051035
BA3182	0.0166888968997837	4.231217962654564
BA3183	0.0248089401586157	4.677850653095285
BA3185	0.0126496034607065	2.306702043382672
BA3186	0.0253749098774333	4.458450714038702
BA3187	0.0107930785868781	2.235356236454992
BA3189	0.0150558759913482	4.398919034033667
BA3190	0.0103731074260994	2.750905028405262
BA3191	0.0097116077865897	2.637623582177371
BA3192	0.016888968997837	2.5377318925315104
BA3194	0.0324909877433309	5.581309322387111
BA3195	0.0149477289113193	2.3047722288062595
BA3197	0.0242429704397981	2.0972527138483645
BA3199	0.025270367700072	6.206970067163447
BA3200	0.0230785868781542	2.9236509388094274
BA3202	0.0192880317231434	3.963135251851999
BA3203	0.0158597692862292	1.3016145260174428
BA3206	0.0162743330930064	2.7966282887581664
BA3207	0.0133020908435472	3.2763282771064266
BA3208	0.0090915645277577	2.0615942299825103
BA3210	0.0217123287671232	1.8637945242052707
BA3211	0.0179812545061283	3.6146554936113753
BA3212	0.0332281903388608	4.359733267888941
BA3213	0.0166149963950973	4.473245099354514
BA3214	0.009592645998558	1.0531816661510225
BA3216	0.0157137707281903	2.0805143635542547
BA3217	0.0261878154289834	1.9786921294959936
BA3219	0.0107354001441961	2.1866336720993536
BA3221	0.0088698630136986	2.4217183584632296
BA3222	0.0215771449170872	5.677033209468715
BA3225	0.0116240086517664	2.2105456054119874
BA3226	0.0166204037490987	2.7975491794236835
BA3227	0.0285291997116077	3.503507625516032
BA3228	0.0207173756308579	3.265998711818787
BA3229	0.0180821917808219	4.020053270622499
BA3230	0.0169899062725306	4.444549474767367
BA3232	0.0152343186733958	3.2198476333781896
BA3234	0.0154217736121124	3.6514510001452094
BA3235	0.0098558038932948	2.0942884352959164
BA3237	0.013042537851478	5.045740604542405
BA3240	0.0435886806056236	3.717938947483899
BA3242	0.0128731074260994	2.824208182715297
BA3243	0.0143330930064888	2.873395469987453
BA3245	0.0212076423936553	1.7947656040773452
BA3249	0.0218637346791636	2.504202895003748
BA3250	0.0191041816870944	4.644448638351099
BA3251	0.0130353280461427	2.414921050308429
BA3255	0.0108309300648882	2.7422976805609176
BA3258	0.0105461427541456	3.5924173758368863
BA3260	0.0103064167267483	3.774603994461609
BA3261	0.0220511896178803	3.35494157644816
BA3264	0.029127613554434	4.024273997324082
BA3266	0.0226856524873828	4.829394616812852
BA3268	0.0360526315789473	5.316122515090807
BA3269	0.0187328767123287	1.830988636474024
BA3270	0.0144881038211968	4.598906208355961
BA3271	0.02060021629416	4.513018463939426
BA3273	0.0321178803172314	1.1675918021398823
BA3275	0.028923936553713	4.902504339822986
BA3277	0.0209318673395818	1.6324152584145304
BA3280	0.020474044700793	1.4526041835791526
BA3283	0.0126387887527036	2.792152874144892
BA3285	0.0137274693583273	4.052687988006916
BA3286	0.0178496755587599	3.4310554380868004
BA3289	0.00443763518385	0.7055478041006996
BA3290	0.012072819033886	4.822961034302958
BA3293	0.0246773612112472	2.1713239310413144
BA3295	0.0183255227108868	5.09920810910413
BA3296	0.0086697909156452	4.729501004316536
BA3297	0.029592645998558	4.4954226607483045
BA3299	0.0119646719538572	1.5352854751340113
BA3300	0.0211211247296323	3.754927576706723
BA3302	0.0303640951694304	6.3692753164369
BA3305	0.0147007930785868	2.6689439943577176
BA3306	0.0206741167988464	2.7870472676118303
BA3308	0.0207624369142033	2.718611926441133
BA3310	0.0220061283345349	2.500281472355026
BA3311	0.0114113193943763	3.366305903824606
BA3312	0.0251261715933669	6.650667833623362
BA3315	0.0143006488824801	3.883909336410872
BA3317	0.0217303532804614	3.8886050301503534
