	PTPN11	RAD21
BA3403	40.07256786518545	17.029774756486663
BA3405	18.77385346724309	8.585712970021705
BA3406	22.99494518688369	8.951887951330136
BA3407	25.57381689341782	13.284030838985226
BA3408	16.372140642588597	11.493742382432076
BA3410	20.956953686492668	13.55699891601388
BA3411	23.686174665300918	15.326829590272888
BA3412	30.806279236788768	12.11450595958844
BA3413	20.1099448245558	8.133335175416214
BA3415	58.24596658054627	33.37302607094277
BA3416	19.695638462196776	7.477042731879358
BA3417	22.196288192458372	11.13439037268027
BA3418	32.63184933979395	14.020175021182078
BA3421	7.884860177730484	4.9927405123982815
BA3422	16.531991048470882	12.324814882269038
BA3423	22.056976272015444	12.741305690841056
BA3427	24.97543818115768	14.515533344953267
BA3430	9.925872127763904	5.528116711370857
BA3431	16.4322603052081	8.198798717831432
BA3433	16.497331140038252	11.35149793038407
BA3434	19.549469421478744	13.904412976654964
BA3435	26.26993630818124	16.456359216436212
BA3436	18.030821688180044	7.797618267259763
BA3438	32.097233187234345	18.315792162585456
BA3445	21.016117689995312	12.697141655262
BA3446	11.215195744897262	10.679565414453585
BA3447	3.2625258891737285	3.879630029418274
BA3448	20.46619821409374	10.14220315510333
BA3449	27.228714859707505	19.58586180915845
BA3450	26.141088273719884	14.25697414572637
BA3451	19.54939345148004	10.80012308548918
BA3452	20.50716139930494	13.73361910891137
BA3453	14.797701231567332	8.072918830961996
BA3454	38.03237898772129	18.69279832715517
