#Résultats bruts de l'abondance de mutation du gène TP53 selon la feature isDenovo, normalisée par le gène de ménage TBP.
#Test d'hypothèse de différence significative entre les moyennes des groupes
#p-value = 0.045423 avec le test Mann-Whitney
 Abundance   TotalKmers  NormalizedExpression isDenovo
189.793103 6.142994e+09             30.895863     TRUE
 63.068966 6.968782e+09              9.050213     TRUE
250.413793 8.745010e+09             28.635049     TRUE
 96.206897 7.974097e+09             12.064926    FALSE
232.000000 1.207313e+10             19.216222    FALSE
110.137931 6.675530e+09             16.498754     TRUE
199.758621 6.443114e+09             31.003427     TRUE
269.793103 8.101218e+09             33.302784     TRUE
141.758621 7.267595e+09             19.505574     TRUE
221.862069 8.933638e+09             24.834459     TRUE
 65.275862 9.470333e+09              6.892668     TRUE
 45.965517 9.250500e+09              4.968976     TRUE
 12.827586 7.196731e+09              1.782419    FALSE
149.655172 6.171712e+09             24.248568    FALSE
146.896552 8.486195e+09             17.310062     TRUE
132.068966 7.871317e+09             16.778510     TRUE
 79.206897 8.495132e+09              9.323799     TRUE
 86.034483 5.633341e+09             15.272374     TRUE
133.931034 8.510533e+09             15.737092     TRUE
110.724138 5.835413e+09             18.974515     TRUE
187.103448 7.031968e+09             26.607552    FALSE
 24.034483 7.859985e+09              3.057828    FALSE
231.344828 8.873211e+09             26.072279     TRUE
 28.137931 9.429462e+09              2.984044     TRUE
500.965517 9.177622e+09             54.585549     TRUE
210.379310 7.726760e+09             27.227363     TRUE
313.482759 1.422772e+10             22.033242     TRUE
 35.034483 9.399235e+09              3.727376     TRUE
325.758621 6.832622e+09             47.676953    FALSE
109.000000 6.861597e+09             15.885516     TRUE
236.344828 1.369088e+10             17.262937     TRUE
141.448276 8.054348e+09             17.561728    FALSE
 39.551724 4.867079e+09              8.126379     TRUE
309.931034 6.550759e+09             47.312235     TRUE
 65.310345 9.689788e+09              6.740121     TRUE
898.931034 1.074916e+10             83.628049    FALSE
284.413793 5.989376e+09             47.486378     TRUE
142.310345 7.188095e+09             19.798061     TRUE
 48.931034 6.490190e+09              7.539230    FALSE
645.620690 9.789722e+09             65.948830    FALSE
251.758621 8.496488e+09             29.630905     TRUE
246.275862 7.182719e+09             34.287276    FALSE
 52.379310 9.170928e+09              5.711451     TRUE
645.448276 8.712778e+09             74.080656     TRUE
107.206897 6.313854e+09             16.979630     TRUE
 42.620690 7.091594e+09              6.010029    FALSE
 30.068966 6.033397e+09              4.983754     TRUE
225.448276 7.183179e+09             31.385587     TRUE
 59.758621 7.895416e+09              7.568774     TRUE
135.172414 7.145735e+09             18.916517     TRUE
475.482759 9.272545e+09             51.278558     TRUE
 19.517241 6.517612e+09              2.994539     TRUE
190.413793 7.219227e+09             26.375927     TRUE
174.620690 6.779597e+09             25.756796     TRUE
 11.758621 5.952865e+09              1.975288    FALSE
 38.482759 9.136029e+09              4.212198    FALSE
134.275862 5.463356e+09             24.577544    FALSE
132.551724 5.429623e+09             24.412694     TRUE
 38.482759 6.764061e+09              5.689298    FALSE
314.068966 1.047339e+10             29.987330     TRUE
322.413793 1.019550e+10             31.623162     TRUE
 40.551724 6.960387e+09              5.826073     TRUE
158.724138 7.820031e+09             20.297123     TRUE
 37.413793 5.476180e+09              6.832097     TRUE
176.827586 1.227116e+10             14.410014     TRUE
 14.965517 8.352852e+09              1.791666    FALSE
 44.896552 4.687717e+09              9.577488    FALSE
413.241379 9.825842e+09             42.056587     TRUE
 21.379310 6.278038e+09              3.405413     TRUE
 29.137931 6.807601e+09              4.280206     TRUE
170.689655 9.666895e+09             17.657134     TRUE
 25.275862 7.400454e+09              3.415447    FALSE
 37.413793 6.464380e+09              5.787684     TRUE
285.034483 5.575294e+09             51.124562     TRUE
136.931034 9.607272e+09             14.252852    FALSE
111.793103 6.058733e+09             18.451565     TRUE
 89.793103 8.033235e+09             11.177701     TRUE
141.103448 7.004248e+09             20.145410     TRUE
499.965517 8.254983e+09             60.565303     TRUE
158.103448 7.863224e+09             20.106694     TRUE
112.344828 4.761447e+09             23.594682     TRUE
123.344828 6.892596e+09             17.895263    FALSE
174.103448 8.690531e+09             20.033696     TRUE
346.206897 8.954781e+09             38.661681    FALSE
236.344828 8.178035e+09             28.899953     TRUE
 32.068966 6.261959e+09              5.121236    FALSE
 69.724138 8.864826e+09              7.865257     TRUE
144.551724 7.420922e+09             19.478944     TRUE
 84.448276 4.643957e+09             18.184553     TRUE
188.137931 8.137579e+09             23.119645     TRUE
 72.103448 9.451593e+09              7.628709    FALSE
235.724138 6.586923e+09             35.786686     TRUE
232.241379 6.979146e+09             33.276475     TRUE
 55.551724 7.175056e+09              7.742340    FALSE
421.344828 8.405221e+09             50.128943     TRUE
132.379310 9.795604e+09             13.514155     TRUE
137.655172 6.648353e+09             20.705154     TRUE
 21.103448 5.190688e+09              4.065636     TRUE
 73.758621 6.701910e+09             11.005611     TRUE
266.793103 9.291569e+09             28.713460     TRUE
138.448276 4.572093e+09             30.281158     TRUE
176.413793 8.914914e+09             19.788613     TRUE
248.724138 7.201539e+09             34.537637    FALSE
292.206897 6.302852e+09             46.361061     TRUE
 62.482759 8.167692e+09              7.649990     TRUE
200.517241 9.534414e+09             21.030894    FALSE
 56.655172 5.843420e+09              9.695550     TRUE
 64.965517 9.576597e+09              6.783779    FALSE
121.862069 6.970849e+09             17.481667    FALSE
161.413793 7.309448e+09             22.082898     TRUE
 58.275862 6.503777e+09              8.960311    FALSE
185.482759 7.654277e+09             24.232563     TRUE
225.551724 1.077170e+10             20.939290    FALSE
 28.862069 6.077615e+09              4.748914     TRUE
157.655172 7.451200e+09             21.158361    FALSE
337.103448 8.251345e+09             40.854365    FALSE
 29.689655 5.277299e+09              5.625918     TRUE
 17.103448 5.270370e+09              3.245208     TRUE
 17.689655 6.739097e+09              2.624930    FALSE
168.068966 8.138126e+09             20.652048     TRUE
 92.241379 3.358283e+09             27.466826    FALSE
175.793103 8.656098e+09             20.308585     TRUE
133.827586 6.486987e+09             20.630162     TRUE
374.275862 7.990536e+09             46.839894     TRUE
256.275862 6.623305e+09             38.693049     TRUE
 95.000000 8.378561e+09             11.338462     TRUE
101.689655 8.512017e+09             11.946600     TRUE
 37.000000 5.068153e+09              7.300491     TRUE
170.793103 1.000280e+10             17.074534     TRUE
545.068966 8.038761e+09             67.805096    FALSE
 58.896552 8.457004e+09              6.964234     TRUE
100.551724 8.864156e+09             11.343632     TRUE
140.206897 8.577040e+09             16.346770    FALSE
 66.655172 6.259413e+09             10.648789     TRUE
 95.551724 8.592370e+09             11.120532    FALSE
117.896552 5.709512e+09             20.649146    FALSE
114.413793 7.345463e+09             15.576118     TRUE
212.379310 5.682211e+09             37.376175     TRUE
163.413793 7.495806e+09             21.800696     TRUE
156.620690 5.990584e+09             26.144478    FALSE
276.275862 6.421663e+09             43.022479    FALSE
127.206897 7.449994e+09             17.074765     TRUE
 87.827586 9.500869e+09              9.244163    FALSE
590.931034 1.279018e+10             46.201944     TRUE
 42.758621 7.312465e+09              5.847361    FALSE
207.000000 7.839564e+09             26.404529    FALSE
 48.103448 8.100468e+09              5.938354    FALSE
 58.793103 1.092589e+10              5.381080    FALSE
 10.689655 6.993952e+09              1.528414     TRUE
121.413793 8.292092e+09             14.642119     TRUE
 81.448276 7.137673e+09             11.411041    FALSE
182.827586 1.031387e+10             17.726381     TRUE
 14.482759 6.912981e+09              2.095009     TRUE
266.000000 5.743500e+09             46.313225     TRUE
252.310345 6.255084e+09             40.336841     TRUE
310.103448 9.119252e+09             34.005361     TRUE
 97.586207 8.098345e+09             12.050142    FALSE
264.724138 8.331447e+09             31.774088     TRUE
211.034483 8.919518e+09             23.659852    FALSE
 17.103448 9.118767e+09              1.875632     TRUE
109.689655 7.110504e+09             15.426425    FALSE
 38.103448 6.835010e+09              5.574747     TRUE
113.310345 8.448480e+09             13.411921    FALSE
219.413793 8.755899e+09             25.058968    FALSE
326.310345 8.579029e+09             38.035813    FALSE
306.068966 6.882652e+09             44.469629     TRUE
223.068966 7.311618e+09             30.508839     TRUE
 51.827586 4.804985e+09             10.786212    FALSE
 25.931034 7.799221e+09              3.324824    FALSE
 19.068966 6.623609e+09              2.878939    FALSE
246.551724 7.153630e+09             34.465263    FALSE
308.172414 7.211399e+09             42.734067     TRUE
107.965517 6.033548e+09             17.894199     TRUE
281.172414 8.854002e+09             31.756535    FALSE
213.000000 8.485386e+09             25.101980     TRUE
159.862069 8.694402e+09             18.386781     TRUE
231.551724 6.436533e+09             35.974601     TRUE
206.379310 7.345157e+09             28.097331     TRUE
 75.275862 6.740566e+09             11.167587     TRUE
352.689655 1.152272e+10             30.608200     TRUE
 33.448276 8.909130e+09              3.754382    FALSE
292.172414 7.223086e+09             40.449802    FALSE
336.241379 8.901559e+09             37.773314     TRUE
 70.862069 4.942945e+09             14.336002     TRUE
353.931034 7.477301e+09             47.334063     TRUE
 56.965517 7.894510e+09              7.215840    FALSE
209.034483 8.134305e+09             25.697890    FALSE
107.068966 8.812082e+09             12.150246     TRUE
106.275862 8.091267e+09             13.134638     TRUE
 20.310345 8.150876e+09              2.491799    FALSE
211.931034 7.843750e+09             27.019095     TRUE
230.620690 8.850037e+09             26.058725     TRUE
236.620690 5.458739e+09             43.347135     TRUE
 78.965517 6.930774e+09             11.393464    FALSE
 35.275862 7.520287e+09              4.690760     TRUE
385.931034 7.348317e+09             52.519652     TRUE
 54.965517 6.346827e+09              8.660314     TRUE
111.862069 1.124931e+10              9.943904     TRUE
159.758621 6.065394e+09             26.339364     TRUE
 56.655172 6.529792e+09              8.676413     TRUE
 19.034483 8.305371e+09              2.291828    FALSE
314.379310 8.605161e+09             36.533808    FALSE
267.758621 8.514264e+09             31.448239    FALSE
304.172414 9.138029e+09             33.286435     TRUE
 19.241379 9.208330e+09              2.089562    FALSE
241.517241 8.980720e+09             26.892859    FALSE
433.965517 1.293085e+10             33.560489     TRUE
 13.896552 7.646813e+09              1.817300     TRUE
456.241379 7.536666e+09             60.536236     TRUE
 97.344828 8.865050e+09             10.980742     TRUE
607.000000 1.352301e+10             44.886446     TRUE
124.379310 1.240522e+10             10.026369     TRUE
126.517241 9.686832e+09             13.060745     TRUE
367.379310 7.679781e+09             47.837211     TRUE
 40.620690 9.003873e+09              4.511468     TRUE
433.965517 9.072297e+09             47.834141     TRUE
 45.068966 8.673760e+09              5.196013     TRUE
276.586207 1.255232e+10             22.034675     TRUE
 31.896552 8.683805e+09              3.673108     TRUE
202.034483 1.081995e+10             18.672409     TRUE
182.448276 8.443222e+09             21.608846     TRUE
158.482759 9.377847e+09             16.899696     TRUE
 67.689655 9.036584e+09              7.490624    FALSE
 21.344828 8.504459e+09              2.509839    FALSE
166.620690 1.257424e+10             13.250952     TRUE
207.586207 8.449282e+09             24.568502     TRUE
148.275862 1.126770e+10             13.159367     TRUE
312.206897 8.414149e+09             37.104986     TRUE
 23.517241 8.684668e+09              2.707903     TRUE
232.034483 9.697777e+09             23.926564     TRUE
 31.000000 1.186580e+10              2.612551     TRUE
616.827586 8.747321e+09             70.516174     TRUE
521.896552 8.793963e+09             59.347139    FALSE
301.275862 7.963119e+09             37.833902    FALSE
 75.172414 8.331035e+09              9.023178     TRUE
150.448276 7.716696e+09             19.496463    FALSE
 65.482759 7.659302e+09              8.549442    FALSE
 56.310345 9.406260e+09              5.986476     TRUE
142.931034 1.028094e+10             13.902525     TRUE
196.758621 1.219810e+10             16.130266     TRUE
170.965517 7.166337e+09             23.856752     TRUE
 40.620690 8.947256e+09              4.540017     TRUE
163.448276 7.815739e+09             20.912710     TRUE
173.137931 1.194717e+10             14.491964     TRUE
 45.965517 1.179849e+10              3.895880     TRUE
312.551724 1.183531e+10             26.408420     TRUE
245.517241 7.673257e+09             31.996483     TRUE
128.931034 8.965946e+09             14.380082    FALSE
149.896552 7.501582e+09             19.981993     TRUE
474.827586 1.233472e+10             38.495221    FALSE
425.827586 8.634398e+09             49.317578     TRUE
318.724138 9.269706e+09             34.383413     TRUE
193.413793 1.270211e+10             15.226905    FALSE
111.241379 7.852002e+09             14.167263    FALSE
320.482759 8.830584e+09             36.292364    FALSE
493.206897 9.220262e+09             53.491634     TRUE
212.724138 1.213128e+10             17.535174     TRUE
 66.275862 8.260289e+09              8.023432     TRUE
143.413793 9.361311e+09             15.319841     TRUE
203.275862 1.137375e+10             17.872372     TRUE
 79.103448 1.226937e+10              6.447228     TRUE
410.965517 7.759275e+09             52.964421    FALSE
244.965517 8.628494e+09             28.390298     TRUE
360.241379 1.260141e+10             28.587390    FALSE
130.310345 8.115899e+09             16.056181     TRUE
160.655172 7.421624e+09             21.646903     TRUE
237.344828 1.462151e+10             16.232583     TRUE
158.344828 8.929424e+09             17.732927     TRUE
 44.827586 9.354307e+09              4.792187    FALSE
469.034483 1.108694e+10             42.305134     TRUE
 73.931034 8.840811e+09              8.362472     TRUE
371.896552 8.951200e+09             41.547116     TRUE
198.965517 1.153613e+10             17.247170     TRUE
143.413793 8.578251e+09             16.718303     TRUE
265.827586 1.140540e+10             23.307160     TRUE
315.862069 1.195007e+10             26.431826     TRUE
559.482759 1.239749e+10             45.128715     TRUE
 14.965517 9.623216e+09              1.555147     TRUE
121.034483 1.296097e+10              9.338380     TRUE
176.206897 1.031085e+10             17.089470     TRUE
 58.793103 8.901402e+09              6.604926     TRUE
 25.482759 8.063055e+09              3.160435     TRUE
421.275862 9.427317e+09             44.686717     TRUE
 36.344828 6.844100e+09              5.310388     TRUE
167.103448 1.293326e+10             12.920443    FALSE
254.620690 1.251246e+10             20.349370    FALSE
126.379310 1.150666e+10             10.983146    FALSE
199.241379 1.150527e+10             17.317395     TRUE
 46.000000 9.476463e+09              4.854132     TRUE
377.172414 8.147961e+09             46.290403     TRUE
571.344828 1.333923e+10             42.831923     TRUE
135.000000 9.840911e+09             13.718242     TRUE
114.655172 9.280434e+09             12.354506     TRUE
135.758621 8.566528e+09             15.847567     TRUE
 84.896552 1.306337e+10              6.498823    FALSE
429.793103 1.134920e+10             37.869906     TRUE
 10.689655 9.651607e+09              1.107552     TRUE
 21.413793 1.071946e+10              1.997657     TRUE
288.241379 1.130116e+10             25.505472     TRUE
177.724138 1.087497e+10             16.342494    FALSE
234.620690 1.111997e+10             21.099032     TRUE
254.551724 1.325000e+10             19.211452    FALSE
116.034483 1.269244e+10              9.142017     TRUE
 77.793103 1.344911e+10              5.784256    FALSE
 61.275862 8.174919e+09              7.495592     TRUE
 18.172414 1.106665e+10              1.642088     TRUE
 19.310345 8.305332e+09              2.325054     TRUE
116.068966 9.900148e+09             11.723962    FALSE
103.620690 8.843945e+09             11.716569     TRUE
171.241379 1.222447e+10             14.008084     TRUE
 88.689655 6.721034e+09             13.195835     TRUE
453.310345 1.269887e+10             35.696915     TRUE
314.551724 1.233934e+10             25.491771     TRUE
391.068966 8.923147e+09             43.826350     TRUE
375.034483 1.264142e+10             29.667123    FALSE
539.482759 1.185453e+10             45.508568    FALSE
189.965517 5.072799e+09             37.447871     TRUE
185.655172 6.363310e+09             29.175879     TRUE
351.103448 9.067227e+09             38.722250     TRUE
366.655172 9.820734e+09             37.334802     TRUE
160.896552 1.249729e+10             12.874515     TRUE
402.172414 7.614978e+09             52.813336     TRUE
252.620690 8.005594e+09             31.555521     TRUE
414.137931 1.231039e+10             33.641328     TRUE
389.241379 9.354164e+09             41.611561     TRUE
205.655172 8.833061e+09             23.282436     TRUE
 47.137931 9.221331e+09              5.111836    FALSE
343.000000 1.102149e+10             31.121018    FALSE
329.517241 1.285754e+10             25.628321    FALSE
354.241379 8.908070e+09             39.766345     TRUE
 23.517241 1.215164e+10              1.935314     TRUE
465.172414 8.157287e+09             57.025385     TRUE
 28.862069 7.402556e+09              3.898933     TRUE
179.551724 1.072766e+10             16.737261     TRUE
 40.206897 5.793404e+09              6.940117    FALSE
 17.103448 7.661637e+09              2.232349     TRUE
 60.137931 8.738210e+09              6.882180     TRUE
261.310345 1.071934e+10             24.377463    FALSE
211.758621 9.495128e+09             22.301818     TRUE
152.965517 8.403008e+09             18.203661     TRUE
284.758621 9.745327e+09             29.220016     TRUE
 22.068966 4.579619e+09              4.818952     TRUE
343.965517 7.774889e+09             44.240570     TRUE
311.931034 7.373008e+09             42.307160    FALSE
 26.620690 9.835948e+09              2.706469    FALSE
133.586207 9.101451e+09             14.677463     TRUE
 54.517241 7.489154e+09              7.279493     TRUE
612.965517 1.259415e+10             48.670671     TRUE
