	SF3B1	PTPN11
BA2234	4.0845688398028654	24.054342043995
BA2235	3.773219992974677	17.067020253453286
BA2236	3.873751378073389	17.314869257465272
BA2239	1.4644137048543158	12.77104820432132
BA2240	5.302351818144493	33.17334597209446
BA2242	5.217936721911253	15.237455455980948
BA2244	2.109603304943121	16.925820528737685
BA2245	3.715063303939503	27.47398546311995
BA2248	0.5876281095038024	18.155268511562515
BA2249	3.458310637890213	19.97463299408348
BA2251	12.00484402870346	24.14242187116462
BA2256	2.33433740710835	21.401582298666927
BA2260	1.5779240094218403	15.232493343082629
BA2261	0.0481531079451538	13.631458148123675
BA2269	0.0224406991260923	7.328556613973234
BA2271	3.761306094239691	23.98460277768552
BA2272	2.964975913177955	13.50913898194892
BA2273	3.045841981931842	21.07546663553913
BA2275	2.7853284034421044	31.218741695811683
BA2276	3.42152463196887	9.934136281708742
BA2277	6.531068769093444	29.221652377436328
BA2280	4.484736603606028	36.38874163228378
BA2281	5.114091505593648	24.831129720843258
BA2282	2.121523772811391	10.789451974244848
BA2286	2.854157120894861	19.38545941760825
BA2288	1.2115094864671292	12.094613771990195
BA2292	3.7299817448043786	17.152450737298953
BA2294	3.163226501282653	18.795163976802144
BA2296	4.481140748242528	22.58795543731145
BA2300	2.823341050544311	43.71814488147894
BA2301	1.4422802647725668	17.314482693030055
BA2302	2.4450587800572063	15.142153148377648
BA2304	0.5735414547284834	12.000004837689753
BA2306	1.4378042824058233	21.901854935746787
BA2308	2.7371780782548	20.691473643918133
BA2309	5.374018728112393	15.600943225492763
BA2311	3.3142836831548874	16.07649015451271
BA2312	1.9396833890645215	14.384739574554802
BA2316	0.4984972271262627	11.94031516572484
BA2322	0.7196782721354701	19.00203463588738
BA2325	0.6144736710050318	13.13339354976582
BA2329	1.1931826614417729	14.170386468930648
BA2334	1.993478439709194	12.738862324221753
BA2339	0.4699942900241933	10.111131706915842
BA2344	2.2900026002819254	17.66258635942158
BA2347	0.8088991835723007	10.673249895339008
BA2348	0.883377560935554	6.14653811673649
BA2350	0.9795546142839112	9.248559385393913
BA2354	3.580583535197325	27.095243432620222
BA2355	3.44088195176249	28.38735945750639
BA2357	0.7466248340609561	12.19949693229595
BA2360	2.6603320453574324	17.5735034231662
BA2361	2.122537525413574	15.736424512490592
BA2363	1.6522726311963882	7.3033212222808
BA2369	1.1059227199253063	17.51039441139099
BA2374	2.4096833890645217	22.40617777937685
BA2375	2.100786539663423	20.87206313122356
BA2376	2.343366612380079	14.73696075905255
BA2377	0.0567111603796107	56.988741119585946
BA2379	0.7103568696863393	14.2605358780457
BA2385	0.9035211314723832	15.9001120635316
BA2386	2.367782567770798	18.71535873465833
BA2387	4.035369110779613	18.12250880428911
BA2394	7.593742353118285	24.469601260335928
BA2399	3.685799556279377	16.904555001239643
BA2400	10.516791943992056	33.63200594550555
BA2402	6.407256444061246	21.70324629391715
BA2405	0.2110564671748621	9.100792336674967
BA2406	1.4467520730025347	17.82816007822995
BA2409	1.3682634830700355	16.29375622363415
BA2410	4.5260095176401	23.596659384354837
BA2412	1.3753158354127988	12.137813809796492
BA2413	3.558757620270642	21.05224232672534
BA2414	2.306433272355962	23.349309244236707
BA2415	3.756315385305518	8.984070955203252
BA2417	1.1675117582923902	12.270477073849374
BA2418	1.5321366334104294	10.111819360859618
BA2420	3.2029681153734444	17.04322984051619
BA2421	1.154419886226261	17.112086130843036
BA2423	3.8067645573970417	14.830693302761253
BA2425	3.107183849055916	26.81439645289756
BA2426	0.1050925076905999	14.6887218048444
BA2427	0.1443236529855342	13.203350202140005
BA2429	4.061533740558772	13.885097753812143
BA2440	4.515118540922507	29.80936471999719
BA2441	7.48233802600586	41.50471871701896
BA2442	3.410966293655464	21.30032633561693
BA2446	1.5344025510134254	17.23831681496286
BA2449	2.356064100751041	27.270894277896847
BA2450	3.519331370196511	17.891294519534323
BA2452	2.951904546843851	25.78173682741561
BA2454	3.5800363507248094	35.41917436013228
BA2455	0.5393154871879091	12.375452361398644
BA2456	0.1207102191079664	14.09237807271488
BA2459	0.0323815313075464	13.594127000583486
BA2461	0.95278330527766	17.820350143922077
BA2463	1.416645689538503	8.57460656098495
BA2464	2.274301284478446	18.745323554263607
BA2469	0.041105135024581	16.132452295663036
BA2470	1.5174264355913207	18.268118383788824
BA2472	0.1222859747483732	12.66426899861456
BA2473	1.926382718921689	17.639401643995793
BA2474	4.932402265134477	12.088986615383838
BA2477	6.768566446326989	27.90380716097536
BA2479	2.963803300077096	9.06853194700168
BA2480	2.962812060442108	15.24397502944484
BA2481	0.1065127406211176	7.960993949896547
BA2482	4.55675387495229	19.0233231637945
BA2483	4.094619043491615	23.22264853955544
BA2485	6.688179817858615	17.055978788879546
BA2488	3.1325379968097127	18.77808934875976
BA2489	0.4959159455066064	14.508873336495364
BA2492	0.6517676062656149	23.63457575454264
BA2494	5.546111050285802	27.91420931790605
BA2496	0.936298316203406	11.399676017741184
BA2497	0.5076979597670999	15.612483715841416
BA2499	1.6321394161682796	21.457586308448946
BA2500	2.640884225108383	23.138866635530075
BA2501	3.3400008819669686	27.833890878616558
BA2502	2.2903437922450776	15.548455223976305
BA2505	3.3599098264806018	22.69831014365209
BA2507	1.126609034687153	13.273383072831717
BA2510	1.117650744121614	16.669318455579262
BA2511	0.5547863739144583	7.663551368635486
BA2512	2.4011947991320226	18.55404802224241
BA2514	3.45310423481002	14.1127716506682
BA2515	2.492897976189933	13.656362083325709
BA2520	1.384062484318475	10.18459988094212
BA2521	3.6303167173797672	22.854875728416364
BA2523	3.255909992229567	17.466454904239125
BA2524	1.182336976769294	15.143161519049126
BA2525	0.927868361868006	10.739344125649188
BA2526	1.5745202936037626	16.511510597344866
BA2528	2.664848081189622	14.604392734699395
BA2532	1.586789054789917	27.09788474706269
BA2534	4.342877348807292	26.77316300242771
BA2538	5.459500768679832	19.34789198139
BA2539	3.452706536135555	15.054660968382327
BA2540	1.6834681450257822	12.01969277063214
BA2541	2.4779100728231005	16.52564398579619
BA2545	2.715710302742765	20.94124669628399
BA2546	1.1761256635660966	18.99909180138973
BA2552	4.987072698408354	16.970131640737755
BA2559	0.7191279551595828	14.081354688308627
BA2561	1.0089444147921067	8.225056123389484
BA2563	2.168817586421358	17.33397336920926
BA2564	1.1562404789384766	13.974435996557515
BA2567	2.944546980707733	6.532230302726126
BA2570	0.8088462579510084	22.38622147123564
BA2575	0.5436999654816376	10.361376185477951
BA2577	4.324663598029868	20.382387269777333
BA2579	3.419698922327602	18.172941762715816
BA2583	4.572907145605144	25.543482158502837
BA2584	3.803381818707128	21.881435806884262
BA2587	3.168909295779788	21.078892020464146
BA2588	2.217265202905625	15.34775428213297
BA2589	1.3964120671328928	17.98440359990241
BA2592	5.069278178464495	19.84405027987057
BA2593	0.0398129393678121	0.8090165245861867
BA2594	1.55384779379004	21.525920477694164
BA2595	1.1049828092472718	13.4174683952318
BA2597	1.0624154034010471	19.51682683095491
BA2600	1.0177168916442754	12.611281705199705
BA2603	3.448005834667688	19.616353351392544
BA2618	6.639709954517876	21.562852645082295
BA2619	1.608222981017942	16.276085827293198
BA2620	7.257136306474398	23.94293881406372
BA2621	2.302562167266556	14.867078915259968
BA2622	5.740018604941144	17.89404725424126
BA2623	3.1361912788673103	32.422525972432204
BA2629	8.522674344341194	12.182439062832351
BA2631	3.2329857166970037	17.90739322912705
BA2634	1.1973282787502224	18.21284933426878
BA2636	0.6665113492421927	18.568704808257376
BA2639	1.362958086800756	21.352582026728825
BA2644	1.159654428614658	13.954630838917565
BA2645	1.6553232028782536	21.812898951451057
BA2646	2.292427173098183	24.75015114655788
BA2649	2.054793558903989	23.86929555054728
BA2651	0.9328784512660028	15.009905620802682
BA2653	0.8253166337449686	35.09770771441234
BA2655	7.299985941750644	47.73960715416454
BA2656	1.3059148202384048	12.23115155921837
BA2657	3.998831667480205	19.747502000537104
BA2658	1.8268710853211807	20.77431422918143
BA2659	2.2619259953681525	20.045090782808657
BA2660	5.050824973655039	16.149795869705212
BA2662	1.2953582838747546	12.045959777225177
BA2663	0.7875701277787662	12.517918211428482
BA2667	3.8148880510202687	14.667596859550976
BA2670	0.0964147890654343	17.34966639725265
BA2674	3.0719907515118887	17.279843318133707
BA2675	5.470604185389457	20.317910549967007
BA2676	2.955025113249121	18.58694648390418
BA2677	2.3230404214585607	18.577054779483333
BA2681	3.0673529206032044	15.08682239640497
BA2682	3.793461043671051	19.076647524486
BA2685	1.388581302908514	25.10516765487928
BA2688	0.6458573099095072	9.067482526668442
BA2691	7.970834409180971	26.73737220376769
BA2694	6.238474858619174	9.024019039461352
BA2695	0.5278184851152868	11.2404092343823
BA2697	1.3509235182574766	6.301040978737351
BA2701	1.360539490071029	10.946437653909962
BA2704	5.085740183175416	16.147071205521367
BA2705	3.501425882081017	28.16912357988325
BA2707	2.5197496582377994	28.354258823419137
BA2709	1.3205904920919496	11.834087074751764
BA2712	1.4752564014835297	16.42029670010793
BA2714	7.656167967567946	18.259052411644547
BA2715	0.4659300873907615	20.1361962674606
BA2718	5.882814926834757	23.29369020548985
BA2720	1.0380797982424526	12.589995425491171
BA2721	5.548940628416671	12.82643796424119
BA2722	3.9711216110799374	36.40377693251484
BA2723	1.877678906239308	30.19932116231609
BA2724	0.9589716341175236	12.29033845001848
BA2726	1.6021027613169287	13.818725538291096
BA2727	3.2411675798066057	24.61424804261353
BA2728	3.304925770314513	21.026768820896308
BA2731	1.0221442669866077	10.348587303927951
BA2733	1.1356592170870456	8.96480318961342
BA2735	1.176214772642601	12.472768491152266
BA2737	1.817379873817898	12.376501451202138
BA2742	1.265688443647633	18.999517616112165
BA2744	0.6826428444347123	3.972428680531728
BA2746	2.246847036514953	16.354079014101362
BA2747	2.6896423547909816	13.21286567892482
BA2748	8.612325169056342	24.58902716946228
BA2751	2.820195249239303	13.92309366783434
BA2756	0.9703809793178744	11.95978241621635
BA2758	1.8323795468818664	9.074373932385482
BA2760	0.5152849513625629	27.842394785774225
BA2762	2.552687809543795	15.494298472230904
BA2764	1.509975563432433	10.123036663951495
BA2765	2.39289134623134	17.255788926560026
BA2769	1.654345839016698	14.114069903809089
BA2772	1.1316888526978304	9.214550366533244
BA2775	5.604863226691362	18.18390614086486
BA2776	2.6182270335041005	21.07864268018424
BA2778	1.421190336075034	11.051841624231852
BA2782	1.5311907466458643	14.017978111035076
BA2786	0.7852042741944069	18.56146342152403
BA2787	1.800247437353734	5.728153752635701
BA2789	14.008737175363926	23.09779193452756
BA2791	1.7045683684067263	20.34342406980938
BA2792	3.018878411729552	11.65470263502648
BA2798	4.100505762437636	16.931625688947495
BA2801	1.3764703757939605	7.134981041288424
BA2802	2.5253315131359857	21.039563120997773
BA2804	0.7555484542008238	11.705154389579103
BA2806	7.745564664145458	20.0582471817414
BA2808	2.78559806484282	24.08299046294555
BA2809	2.7334907416277763	25.421071006514072
BA2811	2.552131987877516	22.694716050439283
BA2812	2.0941482784156835	11.366252530998253
BA2813	2.8097613443001364	13.26185634034608
BA2814	2.054095618905114	11.078194670442564
BA2816	2.1198042413487403	14.79225518895096
BA2817	1.3376205975782405	19.255577896687427
BA2820	4.070998956845965	17.60046886126625
BA2821	5.066381821748393	41.38697743446033
BA2822	2.884351488167197	27.94999463915676
BA2824	1.0998169310286623	15.698469004065108
BA2828	3.6181223683550248	16.62048013308828
BA2829	4.534557564311359	23.16697090575833
BA2830	0.6709554667506056	10.54731633196385
BA2832	3.952292095295011	21.6788491811367
BA2836	2.445039848180031	12.468306580047503
BA2837	1.995631670825597	22.898407857056828
BA2839	0.9436462415281752	31.642496415707715
BA2840	1.1492535974368214	20.531917229600012
BA2841	1.9139072277193088	17.333596721579227
BA2842	0.6612899451203657	9.895489999364507
BA2843	1.6562102715697948	10.858547637453205
BA2844	3.821757250756895	17.590131498344554
BA2846	3.3001621146526645	18.50294150486064
BA2850	1.828463643952976	13.43052749037221
BA2851	1.6131893978446552	25.04537941152953
BA2852	0.921993389809632	9.456579436181348
BA2855	0.0503785843213644	17.107630110616615
BA2856	0.5300314770969905	12.066697755388164
BA2858	0.7114815296348503	12.633864070958204
BA2860	1.2262364264523182	14.530015277964637
BA2861	2.402131189545346	17.408068930780058
BA2865	2.129704837588824	16.238963350670986
BA2866	3.013038703143604	21.19259899057649
BA2867	0.7455546963980773	17.232068759781303
BA2868	7.515001741124448	23.494536189676637
BA2870	10.322297744445509	23.69065911934278
BA2871	3.4221688480142816	23.15316795763132
BA2872	1.6477955843867516	18.935171480130546
BA2876	0.0957137393726782	13.157898270250502
BA2879	0.9531210378014084	15.50509527096519
BA2880	2.6670752758807885	19.49215324075317
BA2882	2.331904014622404	16.603411924717445
BA2883	1.041376210613712	28.20025393371597
BA2885	0.8719233342609193	20.57041289985666
BA2887	2.4644347656172783	27.307116773219036
BA2889	0.0001248439450686	0.0893690876800253
BA2893	3.066329078603025	12.4974117886675
BA2901	0.0317730501306983	8.975530107617864
BA2902	3.0100672119655543	9.87114034234456
BA2903	0.04812813915614	5.87011599834422
BA2904	4.618916602419935	20.70134617274038
BA2905	0.9351763781874364	22.33801212442174
BA2906	4.94215177891217	21.176416117737062
BA2908	4.5110256667594255	23.172251086718955
BA2909	2.4489723716243854	11.488674564864946
BA2910	1.594387139400962	26.26349101086416
BA2911	9.404135429069326	20.84783277632227
BA2914	3.2489443539667984	15.0156201416248
BA2915	0.1575190649325371	2.41314672352659
BA2921	1.641957001069005	17.458656163590284
BA2922	2.7456192472563985	19.573904682697663
BA2923	0.7224224439304705	9.394341271819846
BA2926	6.687000187037824	19.129719312731364
BA2928	1.9118917963386208	17.191069360684157
BA2930	5.58017983762684	14.85937609513198
BA2932	7.813152127137059	19.46477251954371
BA2934	1.066804732513104	9.73098986675119
BA2935	1.673007552982645	9.880445356341776
BA2937	1.0652045403051302	17.877732513150956
BA2939	2.5373235723920007	9.710666289915626
BA2944	3.672323777677416	37.64703403612323
BA2947	2.2556267591819603	12.357448642886093
BA2948	1.6022588162482645	20.4879431817709
BA2950	3.3056537960314523	24.919157088502157
BA2951	3.714504555055268	18.133444760407368
BA2952	7.945331247025262	29.64411745650464
BA2953	1.0622547637621065	7.163653271429381
BA2955	1.5735880773272142	11.13542937935626
BA2956	0.6742777678936652	8.523238456781499
BA2962	4.514064286268231	24.054892956713843
BA2970	2.1501201984121554	15.990249149514993
BA2972	1.6972456171563868	17.627225547010358
BA2976	1.1234965124288914	17.773117510802155
BA2978	0.6784917224358712	14.603788957143514
BA2981	0.464518225543284	18.564359098703868
BA2984	1.3895178377819446	14.452361922559325
BA2986	7.139863348341978	21.66198824056716
BA2989	0.7722661228884115	24.180054210900927
BA2992	1.9699573082368111	23.9380562024542
BA2993	3.8777916763607	13.846655480060836
BA2994	1.7558718623644929	16.36308890783346
BA2995	1.3120625253755585	14.331090419338244
BA2999	1.5218285152086082	20.07089751224206
BA3001	3.283498109093232	17.71418966299346
BA3002	4.609381041663816	25.71013085930307
BA3004	2.9380858579637814	15.801966890605236
BA3006	1.748787766814016	12.927507847907451
BA3008	0.0077259165993786	0.3007671567538219
BA3009	5.390947118477055	19.149190049872782
BA3010	1.3260803715209823	13.643755520925405
BA3011	0.7382217721149416	16.20127100029433
BA3013	2.0879046289580168	15.826301965085207
BA3023	0.9683986825238244	16.109292041670233
BA3025	5.080337428397208	21.606626020315527
BA3027	3.00421939840729	11.8217154344046
BA3029	1.7401704021009063	11.205176238759671
BA3030	3.945677107330818	21.666872429973047
BA3037	0.4762799165476772	22.454196832329725
BA3038	5.051456112259189	26.722751368914007
BA3040	2.834850863947472	10.393675597393589
BA3042	4.309006570653918	31.91703970845472
BA3043	2.248677657799857	10.557497829345278
BA3049	1.7313959408230577	4.158103947463144
BA3051	0.6646889545802217	13.618501220020445
BA3053	7.861453717262678	26.569754013053128
BA3064	3.322682981534957	20.81512093293928
BA3067	3.741009251529377	23.49622855930234
BA3068	4.13495857796512	32.6958892019907
BA3070	3.443687359436515	12.2739088603882
BA3071	6.077216535055907	21.66745407747344
BA3072	8.213110499816764	21.744276519892093
BA3075	1.3901999555975253	9.78077433217044
BA3076	0.0173066249405052	6.585836267450562
BA3077	2.748373652909503	22.34529503861006
BA2040	2.375963693373539	15.768603175760314
BA2160	7.2642666976875745	17.506409372433634
BA2303	2.840539695356444	15.03837826541991
BA2353	6.337646980555671	27.233366359776674
BA2516	6.1525607150623225	21.259529388671154
BA2590	7.098047545622784	29.16348122073776
BA2647	3.8849425733059006	21.26802428024812
BA2891	1.4775576433842594	10.22953782959444
BA2924	4.889603897989876	20.532589760834025
BA2971	3.468802501744926	19.08055261903843
BA3036	6.45483500374836	21.532179511729048
BA3059	1.0846267987184108	18.54532868077653
BA3073	2.979660609986603	14.944238120335736
BA3078	5.116092346503533	35.18664561153126
BA3079	2.368091955700928	19.909318281196608
BA3083	5.811712840678749	21.978305936397295
BA3084	2.779812080210334	17.84399375600065
BA3085	4.24132050223457	26.01224963306068
BA3087	9.970414668935453	48.86803170684532
BA3089	5.824776961198015	23.137690705828494
BA3094	4.087964389823318	28.49290823798763
BA3095	6.108688157768685	20.620505966732463
BA3098	3.053186060055868	23.62762660915261
BA3099	8.625616342847932	36.54224908379226
BA3103	1.4367437019194949	21.202410683230404
BA3108	10.156121900000151	27.17003893415094
BA3109	1.3927302351962607	17.987162225593785
BA3110	2.5078610552278597	23.61354936917826
BA3114	2.7530216948668005	11.088207106757388
BA3116	1.0875424370572109	13.54410492909614
BA3117	7.193373265148163	32.99850340543902
BA3118	5.277096192183644	18.419906314914087
BA3119	12.883161912408516	24.22301068782385
BA3123	4.803611327801272	19.325795422691492
BA3124	4.21054428006405	11.595967067149676
BA3126	2.8246321209328777	23.07814911886787
BA3128	3.608092487922375	17.85383423310964
BA3130	2.5404865644497363	12.057733345196048
BA3133	8.316171632292765	35.60647067572976
BA3135	5.669922987556664	14.423862792892812
BA3136	7.408721497640738	26.020118488952967
BA3137	1.6213128686583913	17.99946922539952
BA3138	2.926481202698819	17.948405734384835
BA3139	6.8770572259705816	61.89541159416133
BA3141	4.599395654944109	21.324758045316084
BA3142	14.0982824377567	46.60967367517731
BA3145	4.677822210665414	21.111123300919846
BA3146	3.2749571865861946	21.602179497941837
BA3149	2.387201305919367	21.63447056331703
BA3152	4.349984345086304	26.69930441544388
BA3153	3.0527241982844227	31.543536116768177
BA3154	4.28942234204808	34.14570005484676
BA3156	3.2278813784839597	19.49857490673853
BA3157	5.383763330246449	23.14124354717321
BA3158	2.427680769014372	22.028408728000585
BA3162	0.9929945971919996	23.07486636372992
BA3163	1.6091564442133084	14.556965582467331
BA3164	5.868617775283941	29.786068872909603
BA3167	1.3512052762913591	20.567990490892964
BA3169	0.8099630790379262	20.415742448754457
BA3171	5.544770658175454	49.20184704080764
BA3173	1.7308377241602686	27.98654696106653
BA3174	2.78049200831482	22.481708707839694
BA3175	3.916354169042656	16.98894756673063
BA3176	1.398144493560881	18.64217401050913
BA3177	2.6684240618836683	37.12825353716463
BA3178	2.2011568745523635	11.343132947483015
BA3180	2.8429799230863977	28.83046345372784
BA3181	3.4169526216468147	12.539176864756952
BA3182	6.465568450520892	27.52360362055456
BA3183	8.637727802183933	29.19110257797213
BA3185	3.3780862457251213	16.0689464411771
BA3186	7.658752176405559	26.671352579888893
BA3187	2.660248828732659	17.671849707854243
BA3189	7.486407566060087	34.77103318446292
BA3190	1.344322793828056	13.582985218241213
BA3191	4.6694024901881175	17.4967395117262
BA3192	3.5077787205700552	25.62671641213393
BA3194	8.662644524733851	35.935356555517195
BA3195	7.4496398989691635	16.40482357099114
BA3197	10.054760629602765	16.74318582812262
BA3199	6.719935411125861	26.886278539283374
BA3200	7.819164366709701	21.870631329961405
BA3202	2.685428461074084	24.89452366575615
BA3203	1.0415124745103943	14.692021043920066
BA3206	3.960770595829513	23.017601304312947
BA3207	9.902281146739536	21.08589263526197
BA3208	6.055922803560105	18.69157945657816
BA3210	1.414333149336776	25.00701142440425
BA3211	5.250568268044968	20.94416288181397
BA3212	5.928094555982853	38.42654424973168
BA3213	4.602520007724814	28.595132790427066
BA3214	6.220395204836827	19.227635695526825
BA3216	5.618746466429752	14.3557010442588
BA3217	8.902646775270254	16.74182319835738
BA3219	3.3432382481703	14.358489399213893
BA3221	3.35154335856063	15.472372826909858
BA3222	4.655330714803816	45.00221066210596
BA3225	2.93339371005488	16.252474175634926
BA3226	6.800439759375081	19.63876066105797
BA3227	6.344520643349284	22.406453016091405
BA3228	8.08669053299697	28.892920691148067
BA3229	7.676464217231506	29.721164245602424
BA3230	2.888449091497991	19.80458906416293
BA3232	4.301224086517919	18.64192081999083
BA3234	4.332855018316021	20.17473302052334
BA3235	1.915317492902447	15.371318318553923
BA3237	4.639006836764641	27.98315846822433
BA3240	10.116098999271616	26.53802348143133
BA3242	3.331326029734452	18.60678946129853
BA3243	2.9046507866993294	27.182019369641385
BA3245	3.3602777891825237	24.70548102610767
BA3249	1.7662823115441877	27.04526177937093
BA3250	3.933912694393884	29.723698269728747
BA3251	4.276729172274	18.96515071718015
BA3255	5.48695761692525	19.530658366366755
BA3258	1.7224400452540294	19.25644449572177
BA3260	1.0478724751794728	21.71300533111998
BA3261	4.870043185968817	18.19364774393248
BA3264	11.23593616992158	28.724599060108773
BA3266	12.655947589873191	28.79690094170825
BA3268	9.627225643645808	34.215264264099496
BA3269	2.378683040839632	15.204697938644848
BA3270	6.257724076633806	24.530727937607185
BA3271	5.419991651726451	27.916898924965192
BA3273	1.8203280536965825	20.44500246613187
BA3275	4.6617186114798645	28.412871710293533
BA3277	1.1887544877672702	17.164565410884723
BA3280	2.9610502249776087	14.365310348195427
BA3283	2.004062218207752	16.69487906533864
BA3285	5.7232340132082165	62.17898985108376
BA3286	3.752073025344385	21.368852478931604
BA3289	0.4495356215814276	8.671812401369937
BA3290	8.673827288058016	23.97434788088257
BA3293	9.284535522740304	27.98536128377098
BA3295	5.400211193073215	28.37486135458929
BA3296	6.435364320786594	16.547626760789306
BA3297	11.028395922575465	31.61271538032367
BA3299	1.7767219872844695	13.91130497298182
BA3300	4.756270975227372	37.73830015271734
BA3302	15.037900211520007	47.58395676045272
BA3305	3.382023148591666	17.9495129193202
BA3306	4.024635907308313	15.822574986127442
BA3308	8.715486115863088	21.61813851587103
BA3310	3.9395821225295418	16.233968503775053
BA3311	6.11081535565318	26.322291810625305
BA3312	7.919782610348514	26.274338440187364
BA3315	6.101530486404784	35.11440382264742
BA3317	8.061095334546799	21.33458099470292
BA3318	1.6558276347622718	31.470847071104163
BA3319	0.2441810252409822	22.17690767917441
BA3322	2.9021558922236363	19.028309672175208
BA3324	6.968018258236888	43.99440756721232
BA3325	7.743812142556275	18.92294556082813
BA3326	1.3067779009490268	23.60399145233129
BA3328	9.490785619680636	22.770125349103125
BA3329	4.566633471254719	36.48269764177509
BA3332	1.507759522582156	28.276913195499503
BA3333	11.637307978303612	25.26353103615665
BA3334	0.4513920099875156	9.127914629344902
BA3335	5.688921840999604	18.262137171353483
BA3339	3.6418119783279423	16.505423984927283
BA3341	2.062199914540442	21.133817970311235
BA3345	2.438859806788409	10.56551791674996
BA3347	1.3679641845379027	12.895248893688454
BA3351	7.446937293669149	36.15111433085691
BA3352	0.8842332741807212	11.602828493127593
BA3353	9.145652997699282	35.31452803631488
BA3357	5.684862428359192	23.394936659638905
BA3362	3.3403728135202493	21.929829281753584
BA3367	3.3419890103874423	15.08460695321988
BA3369	6.889214099002313	30.111459179936265
BA3371	1.6825871968808783	16.57214863696018
BA3373	20.23629457544695	59.687482235387535
BA3374	1.4028629180029226	14.286142079384424
BA3375	5.380317903473276	14.986029961281671
BA3376	4.92999922447732	18.460625960877035
