	ID_sample	TypeMutation	ExpressionGene
0	BA2133	mut1	6.49504433110095
1	BA2309	mut1	6.96912043899967
2	BA2375	mut1	7.5032888272442
3	BA2379	mut1	6.10703701818297
4	BA2488	mut1	6.41031606152443
5	BA2511	mut1	6.6963494054774
6	BA2623	mut1	6.6601420957489
7	BA2798	mut1	6.39121229400113
8	BA2883	mut1	6.42479012495369
9	BA2971	mut1	6.98137959105818
10	BA3186	mut1	6.61224021519215
11	BA3194	mut1	6.47764595644109
12	BA3195	mut1	6.54096638153352
13	BA2135	mut3	6.1167480511433
14	BA2751	mut3	6.87847286019697
15	BA2812	mut3	5.97648507555777
16	BA2903	mut3	7.65022254150033
17	BA2409	NonMut	6.77486042127373
18	BA3037	NonMut	5.10315757075363
19	BA2496	NonMut	6.85394237356265
20	BA2172	NonMut	5.3789226513503
21	BA2865	NonMut	5.63859875243939
22	BA2923	NonMut	6.61867340597626
23	BA2480	NonMut	5.85615861273504
24	BA2286	NonMut	5.89203625853857
25	BA2922	NonMut	5.28398914288075
26	BA2452	NonMut	4.76109238764645
27	BA3379	NonMut	5.99561264597437
28	BA2887	NonMut	5.77451233227095
29	BA2712	NonMut	6.63861770845571
30	BA2068	NonMut	5.80651617633479
31	BA2236	NonMut	6.413222743052
32	BA2104	NonMut	7.62437772428186
33	BA3124	NonMut	5.53130217583918
34	BA3395	NonMut	6.78550767222755
35	BA2921	NonMut	6.13119942059496
36	BA2449	NonMut	5.1308809152012
37	BA2003	NonMut	5.81122081776697
38	BA2360	NonMut	6.19646958807837
39	BA2802	NonMut	6.27289277243206
40	BA2235	NonMut	6.50297201387594
41	BA2858	NonMut	6.30978800081562
42	BA3038	NonMut	7.61949698331246
43	BA3006	NonMut	6.23620830247888
44	BA2245	NonMut	6.33826437905032
45	BA2667	NonMut	7.12738803665014
46	BA2239	NonMut	7.66988409314176
47	BA2782	NonMut	7.34547705030654
48	BA2649	NonMut	5.21007881246748
49	BA2861	NonMut	6.39121229400113
50	BA2909	NonMut	6.7928687930301
51	BA2429	NonMut	6.23033780733241
52	BA2653	NonMut	5.9361114629243
53	BA2134	NonMut	7.35957852119331
54	BA2947	NonMut	5.76994542170869
55	BA2032	NonMut	4.86639351070548
56	BA2162	NonMut	6.83661488155882
57	BA2564	NonMut	7.02768073602554
58	BA2597	NonMut	6.04401665671066
59	BA3243	NonMut	7.08297551023298
60	BA2106	NonMut	5.75339715282444
61	BA2427	NonMut	6.1281715906941
62	BA2841	NonMut	5.4943411471575
63	BA2446	NonMut	6.57407550686427
