	NPM1	PRPF8
BA2121	828.9494792055228	0.0663903448275862
BA2122	309.0625568800445	0.0290896551724137
BA2123	1943.4570022489283	0.071871724137931
BA2124	1305.25779886148	0.0621572413793103
BA2125	406.9357044659607	0.0509448275862069
BA2132	578.9355872081394	0.0650275862068965
BA2133	284.94185090038224	0.0453779310344827
BA2134	393.43453986171255	0.0267737931034482
BA2135	1084.5087100504388	0.0449820689655172
BA2139	173.6594297885683	0.0348689655172413
BA2143	307.1844443903837	0.0868551724137931
BA2148	255.3043494272261	0.0286055172413793
BA2153	1331.0218556577304	0.0471944827586206
BA2155	621.3355935278439	0.0432993103448275
BA2156	1073.0524097266143	0.0857351724137931
BA2162	777.1502831973705	0.0258165517241379
BA2163	222.89718635289796	0.1016468965517241
BA2168	600.1522459008418	0.0356620689655172
BA2169	515.3014576082433	0.0550206896551724
BA2171	1060.0132072311694	0.0729282758620689
BA2172	1285.5666526108653	0.083031724137931
BA2174	695.0197814809409	0.0613296551724137
BA2175	259.9379581461479	0.0334137931034482
BA2184	2459.967100585478	0.1381613793103448
BA2195	669.5415256707589	0.0459531034482758
BA2198	1047.4834367515962	0.0655710344827586
BA2200	1259.7528710461302	0.0808537931034482
BA2201	527.5463422425489	0.0476041379310344
BA2209	569.168974056234	0.0860675862068965
BA2211	922.0441599225848	0.0545489655172413
BA2212	1006.7795485871216	0.0538993103448275
BA2217	794.3959000794692	0.0687144827586206
BA2218	979.1264761510888	0.0229765517241379
BA2220	1087.3233925515065	0.0465862068965517
BA2221	462.1590218189288	0.0349186206896551
BA2224	449.9752633840964	0.0221337931034482
BA2226	1559.633324170032	0.1177737931034482
BA2227	1482.5946346789062	0.0930662068965517
BA2228	1001.3862794833952	0.0643324137931034
BA2229	738.7999339107024	0.067471724137931
BA2233	704.8765433216022	0.0443241379310344
BA2234	489.7659139514642	0.0897820689655172
BA2235	813.1721123707271	0.0521862068965517
BA2236	603.8020683247107	0.067623448275862
BA2239	411.5910683166015	0.0514537931034482
BA2240	744.2802145077496	0.0766910344827586
BA2242	509.0772584429415	0.0709475862068965
BA2244	627.8026202933338	0.0552524137931034
BA2245	756.6573811014342	0.0700813793103448
BA2248	678.3991706131033	0.0391448275862068
BA2249	657.7914731101705	0.0589944827586206
BA2251	754.9645452137293	0.0796606896551724
BA2256	1282.3701699887013	0.1012482758620689
BA2260	601.2404678635722	0.0355806896551724
BA2261	260.06442243630283	0.0277586206896551
BA2269	156.11579028744114	0.0187310344827586
BA2271	613.650309930424	0.0781158620689655
BA2272	590.9301324570083	0.0554772413793103
BA2273	643.2132071771085	0.0469131034482758
BA2275	363.8970945171562	0.0381668965517241
BA2276	696.4642064905366	0.0339848275862069
BA2277	941.8999230390806	0.0863310344827586
BA2280	1003.6094654686798	0.1059351724137931
BA2281	862.6606165307038	0.0697420689655172
BA2282	323.8101324218687	0.0310896551724137
BA2286	1327.2542607189002	0.0643572413793103
BA2288	454.9879360677273	0.0593310344827586
BA2292	1297.5291890343124	0.0631393103448275
BA2294	847.8341622688226	0.0682055172413793
BA2296	1323.2688825637783	0.0866579310344827
BA2300	937.6118692053608	0.0752165517241379
BA2301	487.466436665099	0.0489379310344827
BA2302	944.8934392870464	0.0466068965517241
BA2304	211.44701354763023	0.0336482758620689
BA2306	901.786427961314	0.0752427586206896
BA2308	863.2564754537051	0.0650496551724137
BA2309	699.7744213550873	0.0374910344827586
BA2311	410.0625952361645	0.0448179310344827
BA2312	594.399621006936	0.0554331034482758
BA2316	412.6156787816864	0.0471489655172413
BA2322	858.080363788471	0.061711724137931
BA2325	219.69341172145727	0.0288193103448275
BA2329	511.997061796872	0.0405889655172413
BA2334	464.35318109278455	0.0456593103448275
BA2339	243.40496241424609	0.0291820689655172
BA2344	1338.8400557636896	0.0562455172413793
BA2347	363.8338714002281	0.0248110344827586
BA2348	163.47130967633814	0.0174979310344827
BA2350	204.6322921444288	0.02972
BA2354	1407.5827175811046	0.0726662068965517
BA2355	860.7745633511192	0.046583448275862
BA2357	793.4590747498338	0.0415765517241379
BA2360	1029.0874538131768	0.0866662068965517
BA2361	512.3302610000163	0.0238662068965517
BA2363	344.37315787908767	0.0174068965517241
BA2369	935.9463449455876	0.0724662068965517
BA2374	769.8035383317925	0.0992965517241379
BA2375	708.949695691897	0.0564482758620689
BA2376	217.837552447061	0.0532689655172413
BA2377	1620.696566978597	0.1434579310344827
BA2379	326.9421995923817	0.0331296551724137
BA2385	628.0703635992583	0.0494
BA2386	1105.0537048660103	0.0877710344827586
BA2387	735.7457824756591	0.0542013793103448
BA2394	656.9536912697255	0.0551158620689655
BA2399	863.6350532498634	0.0493903448275862
BA2400	2251.1756771923	0.0844455172413793
BA2402	1132.8083556874635	0.045823448275862
BA2405	819.4816206555411	0.0269668965517241
BA2406	455.82191344869887	0.0184620689655172
BA2409	384.3329069019392	0.0514068965517241
BA2410	1750.142878574093	0.0781462068965517
BA2412	147.10920649053665	0.0458937931034482
BA2413	924.3690286900533	0.0601724137931034
BA2414	1174.7778707298746	0.0992386206896551
BA2415	352.56962425058254	0.0246096551724137
BA2417	667.7037800050819	0.0638441379310344
BA2418	445.7194689069452	0.0403710344827586
BA2420	675.3308830557313	0.0394041379310344
BA2421	651.5041767354861	0.0534013793103448
BA2423	454.13566416365273	0.0250606896551724
BA2425	500.2002133778794	0.0596096551724137
BA2426	661.9735664974564	0.0381696551724137
BA2427	539.9111996626607	0.032663448275862
BA2429	600.1961675721845	0.0450620689655172
BA2440	864.1078835422782	0.0370579310344827
BA2441	425.5303468620424	0.0774924137931034
BA2442	878.4137108343198	0.0725186206896551
BA2446	509.50240199592383	0.0605213793103448
BA2449	1679.51772423058	0.1020537931034482
BA2450	609.4299564675608	0.0568648275862068
BA2452	1162.0438778550847	0.0415475862068965
BA2454	745.3580045356989	0.0839806896551724
BA2455	390.7647405569341	0.0461889655172413
BA2456	397.9003733707434	0.0416372413793103
BA2459	1215.4964029582056	0.0278772413793103
BA2461	436.4138683457943	0.0485020689655172
BA2463	359.6115960903247	0.0340993103448275
BA2464	1015.2788934029636	0.0668993103448275
BA2469	387.8750166642339	0.0321710344827586
BA2470	457.57169279964535	0.029471724137931
BA2472	447.3715749201252	0.0517503448275862
BA2473	894.9562600620617	0.0750386206896551
BA2474	575.5878617828162	0.0482510344827586
BA2477	1491.0319350730088	0.1003613793103448
BA2479	399.7088210155857	0.0360427586206896
BA2480	478.9776202122426	0.0582772413793103
BA2481	351.52108940030377	0.0219531034482758
BA2482	805.4864506668396	0.0638855172413793
BA2483	685.8239964103647	0.0779296551724137
BA2485	622.211135514145	0.0524441379310344
BA2488	454.2514129053882	0.0561641379310344
BA2489	831.7894227390433	0.0380827586206896
BA2492	304.75228457592027	0.0371379310344827
BA2494	744.4210554014824	0.0461793103448275
BA2496	350.10427595863274	0.0368924137931034
BA2497	459.164025176103	0.0620027586206896
BA2499	1215.8143966493133	0.0429158620689655
BA2500	514.1612743016699	0.0795655172413793
BA2501	829.0114015472194	0.0937227586206896
BA2502	475.9212578590853	0.04612
BA2505	917.3075047384268	0.0463241379310344
BA2507	549.1035245192646	0.0484206896551724
BA2510	819.3453807176026	0.0603682758620689
BA2511	310.38045202376514	0.0247006896551724
BA2512	297.4810904058342	0.0708482758620689
BA2514	722.3955446623094	0.054423448275862
BA2515	611.7897475091498	0.0416275862068965
BA2520	563.2975840780205	0.0209351724137931
BA2521	805.7008130956823	0.0862882758620689
BA2523	875.4790358260757	0.0608
BA2524	931.078368926948	0.0425406896551724
BA2525	451.6653062218546	0.050671724137931
BA2526	990.3383096222774	0.0437710344827586
BA2528	1094.8701903696135	0.0690606896551724
BA2532	503.22428308113984	0.0814206896551724
BA2534	848.5101283619045	0.0737558620689655
BA2538	628.4832761910941	0.044863448275862
BA2539	539.9096717916279	0.0343627586206896
BA2540	589.9655471977597	0.0574703448275862
BA2541	727.72020609319	0.0564413793103448
BA2545	647.2364441660316	0.0640193103448275
BA2546	415.4442953177963	0.0493820689655172
BA2552	1511.0459870686627	0.0953627586206896
BA2559	917.200021186418	0.0486248275862068
BA2561	738.135338339361	0.0475296551724137
BA2563	884.8698027592621	0.052431724137931
BA2564	628.5977134454555	0.04192
BA2567	277.10499196656883	0.0226896551724137
BA2570	1042.4509403817774	0.054623448275862
BA2575	261.6719320104662	0.0290579310344827
BA2577	1032.876321645394	0.072911724137931
BA2579	449.4176386199365	0.0631131034482758
BA2583	1188.087690821021	0.0448137931034482
BA2584	416.4702869762186	0.0505875862068965
BA2587	699.6269820572288	0.0718082758620689
BA2588	1026.9398317358373	0.047543448275862
BA2589	618.6410391832499	0.0618
BA2592	1865.1866485698224	0.05796
BA2593	30.008362985668484	0.0043131034482758
BA2594	471.0287942014413	0.0542468965517241
BA2595	727.4920774690906	0.0566206896551724
BA2597	290.60834830816805	0.0415558620689655
BA2600	1025.2452093908971	0.0432455172413793
BA2603	996.626896776356	0.0662124137931034
BA2618	1058.6337250847405	0.0775020689655172
BA2619	338.3126510809452	0.0236882758620689
BA2620	1012.9845355638809	0.0595503448275862
BA2621	567.4479645307254	0.0318937931034482
BA2622	923.4883389502478	0.0610813793103448
BA2623	1683.427266295269	0.0881806896551724
BA2629	580.2238365580586	0.0359944827586206
BA2631	1103.702527606135	0.0579089655172413
BA2634	299.626886802143	0.0403944827586206
BA2636	794.771285538202	0.0408193103448275
BA2639	843.6370720413889	0.0829365517241379
BA2644	468.4459418954788	0.0432068965517241
BA2645	503.7044701503431	0.0533158620689655
BA2646	959.2048435967716	0.0765503448275862
BA2649	1079.3861986706456	0.0813448275862069
BA2651	610.7334201495321	0.0398082758620689
BA2653	479.0693402693308	0.034391724137931
BA2655	3003.6905966687755	0.1296358620689655
BA2656	514.2763095411862	0.0323020689655172
BA2657	669.203610686734	0.0662937931034482
BA2658	820.7877083772577	0.0465310344827586
BA2659	663.9202028035917	0.0419048275862068
BA2660	632.6777537477633	0.0361448275862069
BA2662	563.0684322375214	0.0449172413793103
BA2663	383.4983388421264	0.0346565517241379
BA2667	698.1010292441762	0.0491696551724138
BA2670	555.3930685787963	0.0444303448275862
BA2674	786.7028774874713	0.0540924137931034
BA2675	887.205862809971	0.0662096551724137
BA2676	594.0487446493348	0.0446606896551724
BA2677	721.5664782648653	0.0540358620689655
BA2681	851.2115127826703	0.0368096551724137
BA2682	1025.0039654389466	0.0534813793103448
BA2685	1395.1228150743066	0.0706068965517241
BA2688	542.31391518405	0.0340965517241379
BA2691	699.0809335701197	0.0385448275862068
BA2694	604.2582632975992	0.031343448275862
BA2695	228.02306189418147	0.0367613793103448
BA2697	162.71351757245495	0.0158620689655172
BA2701	403.2378313195695	0.0270193103448275
BA2704	770.3680937846327	0.0609848275862068
BA2705	821.8583313871455	0.0734068965517241
BA2707	1182.3407322531991	0.060631724137931
BA2709	641.9214397735934	0.0327268965517241
BA2712	274.531070857458	0.0422565517241379
BA2714	1088.2035228974412	0.0698331034482758
BA2715	186.4053981792331	0.0526262068965517
BA2718	750.0273149040149	0.0828496551724137
BA2720	333.3011297891089	0.0204275862068965
BA2721	902.9906278348118	0.073463448275862
BA2722	345.73765495169664	0.0301144827586206
BA2723	562.7173060921087	0.0539393103448275
BA2724	491.17039401655336	0.0330951724137931
BA2726	143.18557004384326	0.0445696551724137
BA2727	1172.2530557853138	0.0682275862068965
BA2728	464.20429209577406	0.069743448275862
BA2731	364.9530811398174	0.0331186206896551
BA2733	513.9352604053477	0.0341337931034482
BA2735	799.3425756175093	0.0489158620689655
BA2737	263.86370775826185	0.035743448275862
BA2742	574.2548448726058	0.0712206896551724
BA2744	386.50566353654784	0.0137572413793103
BA2746	423.074653154176	0.0513503448275862
BA2747	771.2897838190694	0.0476344827586206
BA2748	1668.7576324488991	0.0763779310344827
BA2751	716.8933163852803	0.0463351724137931
BA2756	1069.0665183779606	0.0438703448275862
BA2758	371.7774084615926	0.041111724137931
BA2760	688.0308768873967	0.0481420689655172
BA2762	747.3631063321386	0.0595903448275862
BA2764	506.734693475405	0.0399751724137931
BA2765	345.8721956783816	0.0422868965517241
BA2769	937.0731507376591	0.0444965517241379
BA2772	918.2200368910728	0.0338110344827586
BA2775	894.5923074490343	0.0418068965517241
BA2776	787.9974145434297	0.0790482758620689
BA2778	251.36472120858272	0.0445103448275862
BA2782	410.5745676029993	0.042671724137931
BA2786	1015.5002481065212	0.0688179310344827
BA2787	108.04856925455596	0.0156427586206896
BA2789	1616.955979143353	0.0667048275862069
BA2791	811.1306944917475	0.0475103448275862
BA2792	604.0455384453203	0.0323213793103448
BA2798	1645.4384054504071	0.0707655172413793
BA2801	551.8569786243695	0.0244772413793103
BA2802	233.2144021635122	0.0611379310344827
BA2804	664.8175138530737	0.0456110344827586
BA2806	839.1263056488103	0.0618179310344827
BA2808	469.0915221892452	0.0233296551724137
BA2809	929.151270211972	0.0761710344827586
BA2811	662.5363020267387	0.0607489655172413
BA2812	748.1997015520849	0.0350013793103448
BA2813	956.1876397957584	0.0449958620689655
BA2814	292.92542751260964	0.0580910344827586
BA2816	751.735240132557	0.0412510344827586
BA2817	351.466447693497	0.0448979310344827
BA2820	864.9211133492273	0.0769944827586207
BA2821	2368.0972957935314	0.1346137931034483
BA2822	215.09595990312312	0.0225558620689655
BA2824	575.4304511182471	0.0765103448275862
BA2828	478.5242470631485	0.0489475862068965
BA2829	782.8986428799258	0.0750124137931034
BA2830	1139.5572352373538	0.0452662068965517
BA2832	406.77833419830574	0.05844
BA2836	606.31108243187	0.0298482758620689
BA2837	1414.4278362174755	0.0625158620689655
BA2839	1031.7349631035208	0.0666179310344827
BA2840	733.1034845088849	0.0565172413793103
BA2841	1035.6599321537274	0.0640758620689655
BA2842	228.17158173718903	0.0222165517241379
BA2843	615.0665209458472	0.0536537931034482
BA2844	1035.935132632706	0.0727862068965517
BA2846	985.9857015872244	0.0539586206896551
BA2850	692.2431064672905	0.0473158620689655
BA2851	919.37662155295	0.0900924137931034
BA2852	502.1760089038096	0.0426993103448275
BA2855	365.6997907848002	0.0362510344827586
BA2856	277.16175692113075	0.0380082758620689
BA2858	739.1818848559551	0.0389379310344827
BA2860	555.6940166885612	0.0339931034482758
BA2861	719.6234072019765	0.0629006896551724
BA2865	935.5207895305904	0.06136
BA2866	1144.4032637571156	0.0409544827586206
BA2867	599.1445737307881	0.0545282758620689
BA2868	1261.2430804640578	0.0599462068965517
BA2870	1653.638735134638	0.0824372413793103
BA2871	757.0156570816912	0.0702413793103448
BA2872	632.0389651010667	0.0249131034482758
BA2876	487.2383254891148	0.039191724137931
BA2879	328.0760054709504	0.0426151724137931
BA2880	579.6172882033982	0.0447489655172413
BA2882	348.2327707363618	0.0465296551724137
BA2883	979.3831896938536	0.0795655172413793
BA2885	583.6435163560876	0.0687862068965517
BA2887	831.9369645091011	0.0709324137931034
BA2889	11.096241640852648	0.0003848275862068
BA2893	978.1620407888548	0.0441793103448275
BA2901	502.0742446304135	0.0238855172413793
BA2902	676.7777450169481	0.0457793103448275
BA2903	91.926374111376	0.0203655172413793
BA2904	902.9180070495252	0.0675393103448275
BA2905	900.5493842477714	0.0563462068965517
BA2906	538.9536053887781	0.0663848275862069
BA2908	1625.8994007903684	0.0541641379310344
BA2909	293.2362985614428	0.0342441379310344
BA2910	883.0583790957795	0.0656482758620689
BA2911	1305.4111269455125	0.0602827586206896
BA2914	484.6472481713943	0.0592027586206896
BA2915	193.40122712012848	0.0163944827586206
BA2921	516.5545776177578	0.0371848275862068
BA2922	1083.0371638041483	0.0685806896551724
BA2923	190.9176332192651	0.0531227586206896
BA2926	1143.5630600777397	0.0649310344827586
BA2928	624.6365392400136	0.0782165517241379
BA2930	489.7437718419047	0.064223448275862
BA2932	1050.7566343923838	0.0748455172413793
BA2934	267.241312590214	0.0362206896551724
BA2935	464.9088278542738	0.0296455172413793
BA2937	437.48340007136017	0.0479075862068965
BA2939	838.9056317812485	0.0542262068965517
BA2944	2698.337102950637	0.0622979310344827
BA2947	808.8363659265746	0.0438303448275862
BA2948	448.3459530725442	0.0293944827586206
BA2950	1527.9173758034783	0.087311724137931
BA2951	1225.5905918789902	0.0374593103448275
BA2952	868.2035326148657	0.0954262068965517
BA2953	773.6017261281132	0.044471724137931
BA2955	255.83240869946	0.0379544827586206
BA2956	182.43355660433457	0.0228151724137931
BA2962	1448.9492234980564	0.0729848275862068
BA2970	945.5326477562074	0.0461862068965517
BA2972	1025.0073895619455	0.0742386206896551
BA2976	682.0966436313704	0.0377227586206896
BA2978	463.7697548343848	0.0434565517241379
BA2981	620.2075130962227	0.0247241379310344
BA2984	519.9562388513167	0.0398151724137931
BA2986	831.3159558755951	0.0695489655172413
BA2989	918.7735847970288	0.0975779310344827
BA2992	1040.0243023186663	0.0786951724137931
BA2993	490.2168793417561	0.0423393103448275
BA2994	783.4573074760644	0.0619158620689655
BA2995	448.89376179200656	0.0777186206896551
BA2999	551.318378149716	0.0612344827586206
BA3001	1127.8882983776364	0.0693655172413793
BA3002	658.5376207582564	0.0886965517241379
BA3004	607.1595518577985	0.060063448275862
BA3006	685.9478445103986	0.043231724137931
BA3008	11.502818985603614	0.0017158620689655
BA3009	967.4619845386184	0.0486565517241379
BA3010	786.927717035091	0.0374303448275862
BA3011	1173.5226977948612	0.0494896551724137
BA3013	1321.290876995518	0.0669599999999999
BA3023	1015.7452736286136	0.0444731034482758
BA3025	796.68252407056	0.0535696551724137
BA3027	339.48845342934527	0.0279820689655172
BA3029	409.49845003703166	0.0354993103448275
BA3030	1040.9582844218469	0.057951724137931
BA3037	796.8167148834721	0.0659875862068965
BA3038	712.6495139882256	0.0929641379310344
BA3040	659.1284817517854	0.0588993103448275
BA3042	930.6569966806684	0.0615655172413793
BA3043	279.3242529341486	0.0339586206896551
BA3049	207.05831119544595	0.0117572413793103
BA3051	339.05996434691883	0.0347931034482758
BA3053	1159.914784973267	0.0730896551724138
BA3064	811.7129054909528	0.0638441379310344
BA3067	416.1485327851571	0.0912662068965517
BA3068	473.2820363883077	0.0843986206896551
BA3070	339.2050705493115	0.0346731034482758
BA3071	651.3380244516886	0.0642193103448275
BA3072	802.8031381469049	0.067503448275862
BA3075	495.5792932364566	0.0323820689655172
BA3076	81.10637218410939	0.0134206896551724
BA3077	291.70705449866745	0.0724524137931034
BA2040	349.01179584488875	0.0396937931034482
BA2160	743.0925136584549	0.0698455172413793
BA2303	465.3506401336382	0.0664565517241379
BA2353	1483.0301806981408	0.0935186206896551
BA2516	1350.9859271639175	0.08032
BA2590	1522.0878930840054	0.0874648275862069
BA2647	869.0202300015676	0.0639103448275862
BA2891	336.46402777102026	0.0382827586206896
BA2924	974.9096307108452	0.0713737931034482
BA2971	504.3848558415371	0.0514262068965517
BA3036	1024.0701671559168	0.064951724137931
BA3059	509.7243617530828	0.0487696551724137
BA3073	1092.6461944187656	0.0508289655172413
BA3078	1752.2812406677583	0.0954137931034482
BA3079	431.2270461408715	0.0240662068965517
BA3083	724.4524761132466	0.0758606896551724
BA3084	552.0035124907421	0.0848868965517241
BA3085	820.8800895732983	0.0557806896551724
BA3087	552.9716823524008	0.1349144827586207
BA3089	1439.473474832006	0.0689586206896551
BA3094	665.2058175556962	0.1201089655172413
BA3095	574.7167668683135	0.0737462068965517
BA3098	808.7351486941619	0.0761296551724138
BA3099	1438.6175286116652	0.1266165517241379
BA3103	879.3752567562454	0.0958427586206896
BA3108	1114.4842264173385	0.0679324137931034
BA3109	463.60528194856647	0.0452537931034482
BA3110	812.5846052698445	0.0723944827586206
BA3114	701.3618263081356	0.0415337931034482
BA3116	596.0115959551728	0.0380896551724137
BA3117	2013.0868083599587	0.1171420689655172
BA3118	762.0598576309488	0.0465351724137931
BA3119	1297.1689066208232	0.0809586206896551
BA3123	1253.3905845807856	0.0496813793103448
BA3124	476.7455394130081	0.0456786206896551
BA3126	423.3258870021679	0.0659296551724138
BA3128	1184.566686506971	0.0812289655172413
BA3130	233.00493093195377	0.0346606896551724
BA3133	548.0215910572665	0.0784027586206896
BA3135	1036.4799729020365	0.0664096551724138
BA3136	540.2219088535331	0.1011586206896551
BA3137	658.66789022419	0.0548427586206896
BA3138	964.934672472794	0.0457075862068965
BA3139	854.6870240840752	0.1481075862068965
BA3141	1771.353530898436	0.0615103448275862
BA3142	823.5670939630331	0.0485475862068965
BA3145	527.3541563951194	0.0808027586206896
BA3146	724.235544067641	0.0682413793103448
BA3149	297.9528024511156	0.0449931034482758
BA3152	363.3788364769674	0.0527931034482758
BA3153	810.1571869475665	0.0798855172413793
BA3154	369.5337442438789	0.0449462068965517
BA3156	1108.0450205647187	0.1155724137931034
BA3157	2477.163519518644	0.0799779310344827
BA3158	656.5434153110926	0.0706496551724138
BA3162	712.9927125750769	0.0682344827586207
BA3163	195.17160065846025	0.0508441379310344
BA3164	1006.7027276039724	0.0929806896551724
BA3167	839.6627692307691	0.0548455172413793
BA3169	407.5842455818831	0.0329848275862069
BA3171	428.433612084205	0.0431475862068965
BA3173	1272.5773057461197	0.0858772413793103
BA3174	430.156349005552	0.0452331034482758
BA3175	459.5290877514503	0.0420220689655172
BA3176	1129.7328969763803	0.0669737931034482
BA3177	1587.6337128940356	0.1134386206896551
BA3178	593.7176450937144	0.0645268965517241
BA3180	1005.2974130297282	0.079751724137931
BA3181	531.1001912075557	0.0360441379310344
BA3182	859.4595282116155	0.081431724137931
BA3183	1450.5036346356574	0.0829282758620689
BA3185	762.8095147721068	0.074231724137931
BA3186	750.6033154338107	0.0514082758620689
BA3187	685.79900724955	0.0544068965517241
BA3189	1463.1101118193071	0.1111020689655172
BA3190	1966.934271120193	0.0301448275862068
BA3191	526.8250531687722	0.0516537931034482
BA3192	1365.1212215978203	0.0831020689655172
BA3194	1392.2868741519217	0.1235324137931034
BA3195	1043.4049337025683	0.056471724137931
BA3197	547.1094108862185	0.0483351724137931
BA3199	2511.9588647777828	0.1385613793103448
BA3200	784.4308424290588	0.0770482758620689
BA3202	940.5521645123448	0.0580262068965517
BA3203	210.9951207123048	0.0443668965517241
BA3206	767.2675833968548	0.0743296551724137
BA3207	609.5461392578536	0.0694937931034482
BA3208	724.5936845121286	0.0499020689655172
BA3210	578.2796027479092	0.05044
BA3211	866.1912154024554	0.0707806896551724
BA3212	418.0380708088032	0.0777779310344827
BA3213	1180.523693648399	0.0846744827586206
BA3214	1506.22650339772	0.0485089655172413
BA3216	768.3636119706774	0.0650537931034482
BA3217	1052.5268080301876	0.0860110344827586
BA3219	405.0458000859567	0.0544344827586206
BA3221	322.6561060239921	0.0467958620689655
BA3222	1297.8599968996143	0.1212303448275862
BA3225	244.08352575725635	0.0552206896551724
BA3226	1197.3099928369477	0.0569558620689655
BA3227	883.0480512982696	0.073423448275862
BA3228	1697.5546582007491	0.1163103448275862
BA3229	1455.519949236932	0.0859558620689655
BA3230	849.2743784848928	0.0508386206896551
BA3232	987.2649466366088	0.0650524137931034
BA3234	353.1609618763414	0.0648179310344827
BA3235	255.76999018796928	0.04312
BA3237	907.363305324446	0.0232110344827586
BA3240	1127.7512233088437	0.0812937931034482
BA3242	806.7854193169961	0.0491337931034482
BA3243	980.8468532249954	0.0593765517241379
BA3245	188.53847669710288	0.0627848275862068
BA3249	731.5733312384782	0.0702620689655172
BA3250	921.1257791725455	0.0936868965517241
BA3251	644.4370405726117	0.0631255172413793
BA3255	727.1856605956416	0.0630137931034482
BA3258	435.4845579666661	0.0617006896551724
BA3260	597.0581526568168	0.0495820689655172
BA3261	849.8163244295235	0.0691448275862069
BA3264	1007.2563954978184	0.1068827586206896
BA3266	1097.5275507982071	0.0922386206896551
BA3268	1563.115475951064	0.1174137931034482
BA3269	341.03154410548336	0.0695213793103448
BA3270	1212.1378999226934	0.0830068965517241
BA3271	1091.401344978024	0.090543448275862
BA3273	347.22410491574624	0.0591986206896551
BA3275	1010.2440870702844	0.0818
BA3277	876.774825708061	0.0658262068965517
BA3280	673.4310204187548	0.0520262068965517
BA3283	744.2270885569558	0.0513089655172413
BA3285	965.9732478767633	0.148311724137931
BA3286	729.8611190039842	0.0851420689655172
BA3289	237.80493783010863	0.0234482758620689
BA3290	1028.6537067311071	0.0638924137931034
BA3293	1410.6575633186828	0.1030137931034482
BA3295	931.4742750450056	0.0867875862068965
BA3296	427.2224889851171	0.0459351724137931
BA3297	892.6426763057029	0.0856744827586206
BA3299	588.9359797974884	0.0337668965517241
BA3300	892.2016144980187	0.0680731034482758
BA3302	2404.70236921347	0.1159213793103448
BA3305	825.9343252350294	0.0443724137931034
BA3306	1342.1610074766056	0.0581462068965517
BA3308	880.1282427815349	0.0598386206896551
BA3310	813.7038750493303	0.0618165517241379
BA3311	512.6421293458105	0.0611986206896551
BA3312	1224.9597742827486	0.1068510344827586
BA3315	838.4970079253096	0.0533144827586206
BA3317	2032.3938769360516	0.0746455172413793
BA3318	955.1253143309708	0.0680703448275862
BA3319	612.65364137163	0.0695586206896551
BA3322	563.6207557696362	0.0638055172413793
BA3324	1381.989756996816	0.1052868965517241
BA3325	598.5692094909097	0.0381172413793103
BA3326	639.2512433978278	0.05336
BA3328	720.8834453148229	0.065623448275862
BA3329	2369.4967076447338	0.0903213793103448
BA3332	2478.666371359682	0.0739186206896551
BA3333	1597.9960076658178	0.0878924137931034
BA3334	703.4833047568076	0.0286220689655172
BA3335	649.309428929002	0.0806772413793103
BA3339	626.678045270493	0.0453144827586206
BA3341	421.7995890299875	0.0850937931034482
