	ASXL1	BCOR
BA2485	0.015949871831387	0.0283388566407556
BA2488	0.0178011962403873	0.020278938257231
BA2489	0.0149530048419253	0.0271835886185744
BA2492	0.0119624038735403	0.0210400399412174
BA2494	0.024636855596696	0.0514583790218991
BA2496	0.0082597550555397	0.015528587259757
BA2497	0.0106807177442324	0.0347201983654847
BA2499	0.0139561378524636	0.0435412184329957
BA2500	0.0283395044146966	0.0587911661567762
BA2501	0.0243520364568499	0.0272242984968492
BA2502	0.0125320421532326	0.0387568970001828
BA2505	0.0132440900028481	0.0174994189507306
BA2507	0.0210766163486186	0.0348424646106387
BA2510	0.013101680432925	0.0502215546328387
BA2511	0.0166619196810025	0.0087666946930347
BA2512	0.0250640843064653	0.0564533991200109
BA2514	0.0213614354884648	0.0264563207595971
BA2515	0.0116775847336941	0.0227186166000129
BA2520	0.0142409569923098	0.0139315669678408
BA2521	0.0210766163486186	0.0478294622215972
BA2523	0.0139561378524636	0.0233710675350469
BA2524	0.0118199943036172	0.0256612486402718
BA2525	0.0408715465679293	0.0174314780800529
BA2526	0.0206493876388493	0.0320901762965413
BA2528	0.0217886641982341	0.0493516655895701
BA2532	0.0225007120478496	0.0166974707781397
BA2534	0.0213614354884648	0.0364191299634175
BA2538	0.0270578182853887	0.0171731934832136
BA2539	0.0136713187126174	0.0203265241887714
BA2540	0.0109655368840786	0.0329464498436084
BA2541	0.0136713187126174	0.0287806089104907
BA2545	0.018798063229849	0.045280996519533
BA2546	0.0128168612930788	0.0179751416558046
BA2552	0.0290515522643121	0.0563989371352048
BA2559	0.017373967530618	0.0551893437385475
BA2561	0.0098262603246938	0.0536943713629776
BA2563	0.0212190259185417	0.0353521577510515
BA2564	0.0112503560239248	0.0145907573458106
BA2567	0.0205069780689262	0.0097996964700619
BA2570	0.0233551694673882	0.0353997436825919
BA2575	0.0074052976360011	0.0154606463890793
BA2577	0.0210766163486186	0.0414684754360055
BA2579	0.0290515522643121	0.0320289748687994
BA2583	0.021646254628311	0.0208089863367812
BA2584	0.0197949302193107	0.0898416012333545
BA2587	0.0229279407576189	0.0423587194184115
BA2588	0.0205069780689262	0.0417198839795791
BA2589	0.0328966106522358	0.1135794675038633
BA2592	0.0300484192537738	0.1468121159883629
BA2593	0.0126744517231557	0.0023649980291683
BA2594	0.013101680432925	0.0246351229165103
BA2595	0.014525776132156	0.0375065937252507
BA2597	0.0133864995727712	0.0697733616414223
BA2600	0.0166619196810025	0.0243292523881307
BA2603	0.0166619196810025	0.0599193397968841
BA2618	0.0180860153802335	0.0531778021692991
BA2619	0.0133864995727712	0.0272379139930507
BA2620	0.0111079464540017	0.0180906684580227
BA2621	0.0166619196810025	0.0130277074892332
BA2622	0.0219310737681572	0.0260554149784665
BA2623	0.0243520364568499	0.0279446903025609
BA2629	0.0237823981771575	0.0938379998207672
BA2631	0.0165195101110794	0.0350328083368002
BA2634	0.0148105952720022	0.0018416893925539
BA2636	0.0146681857020791	0.0568272105190682
BA2639	0.0195101110794645	0.0352298915058975
BA2644	0.0178011962403873	0.0818767181025808
BA2645	0.0209342067786955	0.0643841752051158
BA2646	0.0247792651666191	0.0349852224052598
BA2649	0.0197949302193107	0.0207750159014423
BA2651	0.0126744517231557	0.0386482462512304
BA2653	0.0269154087154656	0.0180906684580227
BA2655	0.0377385360296211	0.063602718581992
BA2656	0.0135289091426943	0.0061027021887524
BA2657	0.0175163771005411	0.0284883538783126
BA2658	0.024494446026773	0.0456615473615263
BA2659	0.0142409569923098	0.0368337878510794
BA2660	0.0093990316149245	0.0166431454036634
BA2662	0.0162346909712332	0.0421821277987813
BA2663	0.017373967530618	0.0094258850710045
BA2667	0.0155226431216177	0.0257903909386914
BA2670	0.0140985474223867	0.0246078919241073
BA2674	0.0220734833380803	0.0612580754919611
BA2675	0.0155226431216177	0.0370239949669111
BA2676	0.0150954144118484	0.0244923651218892
BA2677	0.0170891483907718	0.0174858034545291
BA2681	0.0093990316149245	0.0166771158390023
BA2682	0.0132440900028481	0.0123005762405857
BA2685	0.0309028766733124	0.0675850918422139
BA2688	0.0229279407576189	0.0344756658751767
BA2691	0.0162346909712332	0.0162829495008076
BA2694	0.0189404727997721	0.0319135846769111
BA2695	0.0152378239817715	0.0770922600594382
BA2697	0.0118199943036172	0.0191167941817842
BA2701	0.0084021646254628	0.0079783620166453
BA2704	0.0213614354884648	0.0302824573393262
BA2705	0.0254913130162346	0.0647306190014404
BA2707	0.028909142694389	0.0133742878958876
BA2709	0.0084021646254628	0.008848251059914
BA2712	0.0123896325833095	0.0077473084122091
BA2714	0.0152378239817715	0.0642686484028977
BA2715	0.0226431216177727	0.0314920507359836
BA2718	0.0220734833380803	0.0568408260152697
BA2720	0.0142409569923098	0.0128442398163374
BA2721	0.0213614354884648	0.0414343683903368
BA2722	0.0149530048419253	0.0322396735340983
BA2723	0.023070350327542	0.0445469892176198
BA2724	0.0116775847336941	0.0190284983719691
BA2726	0.0129592708630019	0.018586746102234
BA2727	0.0229279407576189	0.0378462980786394
BA2728	0.0205069780689262	0.0429023829941632
BA2731	0.0068356593563087	0.0081414747504038
BA2733	0.0109655368840786	0.010954964492243
BA2735	0.0160922814013101	0.0359434072583436
BA2737	0.0093990316149245	0.0662733139188804
BA2742	0.0140985474223867	0.0341153333619911
BA2744	0.004414696667616	0.0097045246069811
BA2746	0.0146681857020791	0.0245127200610265
BA2747	0.0121048134434634	0.0486519019436553
BA2748	0.0200797493591569	0.0340201614989103
BA2751	0.014525776132156	0.0267418363488393
BA2756	0.013101680432925	0.0178323838611835
BA2758	0.0199373397892338	0.0278019325079397
BA2760	0.017373967530618	0.04150932192461
BA2762	0.0162346909712332	0.0279174593101579
BA2764	0.0172315579606949	0.0204963763654657
BA2765	0.0135289091426943	0.0154266759537404
BA2769	0.0160922814013101	0.0166431454036634
BA2772	0.0106807177442324	0.0510371183016312
BA2775	0.0203645684990031	0.0426645899467911
BA2776	0.0253489034463115	0.0540068447239633
BA2778	0.0112503560239248	0.0252262358134726
BA2782	0.0152378239817715	0.0304455700730847
BA2786	0.0178011962403873	0.027733991637262
BA2787	0.007262888066078	0.0084337297825819
BA2789	0.0180860153802335	0.0435480944862613
BA2791	0.0149530048419253	0.0100986909451759
BA2792	0.0112503560239248	0.0281282945857865
BA2798	0.0252064938763884	0.0325590229483496
BA2801	0.0138137282825405	0.0084880551570581
BA2802	0.0199373397892338	0.0365006863302968
BA2804	0.0112503560239248	0.0205303468008046
BA2806	0.0140985474223867	0.0282300692814733
BA2808	0.0162346909712332	0.0208701877645231
BA2809	0.0257761321560808	0.0609794359559845
BA2811	0.0175163771005411	0.019062468807308
BA2812	0.013101680432925	0.0088958369914543
BA2813	0.0122472230133865	0.0178663542965223
BA2814	0.0098262603246938	0.0207750159014423
BA2816	0.018798063229849	0.0169421398787774
BA2817	0.034605525491313	0.0145092009789314
BA2820	0.0166619196810025	0.0471021943626199
BA2821	0.0294787809740814	0.0617541531361724
BA2822	0.0186556536599259	0.0278020691182695
BA2824	0.0256337225861577	0.0580095729233226
BA2828	0.0109655368840786	0.0113967167619781
BA2829	0.026060951295927	0.0459605418366402
BA2830	0.0156650526915408	0.0180158515340793
BA2832	0.018798063229849	0.029426183792259
BA2836	0.0132440900028481	0.0149849236840053
BA2837	0.0169467388208487	0.0211555667434356
BA2839	0.0226431216177727	0.0853631503289212
BA2840	0.0264881800056963	0.0798045215469098
BA2841	0.0226431216177727	0.0333474922350688
BA2842	0.0133864995727712	0.0287940877963624
BA2843	0.024636855596696	0.0234390084057246
BA2844	0.0169467388208487	0.0142645318782936
BA2846	0.0190828823696952	0.0351347196428168
BA2850	0.0203645684990031	0.0218826979920831
BA2851	0.0304756479635431	0.2036724772807914
BA2852	0.0311876958131586	0.006680336199843
BA2855	0.0165195101110794	0.0298746755049299
BA2856	0.0160922814013101	0.0503643124274599
BA2858	0.0128168612930788	0.0153315040906597
BA2860	0.0064084306465394	0.0200478846527948
BA2861	0.0135289091426943	0.0246418623594461
BA2865	0.0158074622614639	0.0376016289780017
BA2866	0.0253489034463115	0.016153807202388
BA2867	0.0318997436627741	0.0718324891422109
BA2868	0.0176587866704642	0.0313358140554907
BA2870	0.0197949302193107	0.0555293213125957
BA2871	0.0113927655938479	0.0205915482285465
BA2872	0.0142409569923098	0.0386958321827707
BA2876	0.023070350327542	0.0354066197358575
BA2879	0.0236399886072344	0.0553252254799029
BA2880	0.0125320421532326	0.0175333893860695
BA2882	0.0153802335516946	0.0216992303191873
BA2883	0.0294787809740814	0.0358618508914643
BA2885	0.0168043292509256	0.0480605158260334
BA2887	0.0178011962403873	0.0382132334244311
BA2889	0.0	0.0
BA2893	0.0150954144118484	0.0205439622970061
BA2901	0.0091142124750783	0.0266738954781616
BA2902	0.0132440900028481	0.0324027862678567
BA2903	0.0078325263457704	0.0074686688762324
BA2904	0.0226431216177727	0.0442479947425059
BA2905	0.0209342067786955	0.04406452706961
BA2906	0.0172315579606949	0.0296232669613564
BA2908	0.02022215892908	0.0429635844219051
BA2909	0.013101680432925	0.0149033673171261
BA2910	0.015949871831387	0.0485702089664463
BA2911	0.0205069780689262	0.0440577876266742
BA2914	0.0192252919396183	0.0562834103329867
BA2915	0.0123896325833095	0.0082978480412264
BA2921	0.01011107946454	0.0666134281032584
BA2922	0.0217886641982341	0.0317639508290243
BA2923	0.0059812019367701	0.0464838504732546
BA2926	0.0178011962403873	0.0359230523192062
BA2928	0.0112503560239248	0.0301872854762454
BA2930	0.021646254628311	0.0316008380952658
BA2932	0.0166619196810025	0.0778876053994231
BA2934	0.0269154087154656	0.0124024875466023
BA2935	0.0119624038735403	0.0167450567096801
BA2937	0.0132440900028481	0.0249341173916242
BA2939	0.0126744517231557	0.021943899419825
BA2944	0.0367416690401595	0.0418422868350628
BA2947	0.018798063229849	0.0137753302873479
BA2948	0.0219310737681572	0.019952712789714
BA2950	0.0281970948447735	0.0294737697237994
BA2951	0.0138137282825405	0.0199187423543752
BA2952	0.0183708345200797	0.0512885268452048
BA2953	0.0122472230133865	0.0150325096155457
BA2955	0.0189404727997721	0.0057221513467592
BA2956	0.0082597550555397	0.0093443287041253
BA2962	0.0129592708630019	0.0500177320208055
BA2970	0.0150954144118484	0.0149849236840053
BA2972	0.0256337225861577	0.0397762832810085
BA2976	0.0219310737681572	0.0508264196363323
BA2978	0.0196525206493876	0.0287330229789503
BA2981	0.0132440900028481	0.0499563939827339
BA2984	0.0222158929080034	0.0404830595905187
BA2986	0.023070350327542	0.0323891707716552
BA2989	0.0341782967815437	0.0244923651218892
BA2992	0.0189404727997721	0.0236224760786205
BA2993	0.0113927655938479	0.0110365208591223
BA2994	0.0150954144118484	0.0496846305000229
BA2995	0.0374537168897749	0.0546661717122629
BA2999	0.0242096268869268	0.0836913131130616
BA3001	0.0196525206493876	0.0479993143982916
BA3002	0.0180860153802335	0.1022644437190941
BA3004	0.0348903446311592	0.0615979164556795
BA3006	0.0132440900028481	0.0159703395294921
BA3008	0.0048419253773853	0.0015766653527788
BA3009	0.0234975790373113	0.0377035402840183
BA3010	0.0170891483907718	0.0865660042826427
BA3011	0.0168043292509256	0.0130616779245721
BA3013	0.0142409569923098	0.0186207165375729
BA3023	0.0143833665622329	0.0452675176336613
BA3025	0.0146681857020791	0.0357123536539073
BA3027	0.0172315579606949	0.0154606463890793
BA3029	0.0105383081743093	0.0324367567031956
BA3030	0.0185132440900028	0.0348084941752998
BA3037	0.0205069780689262	0.0492973402150938
BA3038	0.0189404727997721	0.0399054255794281
BA3040	0.0189404727997721	0.0201158255234725
BA3042	0.0175163771005411	0.0328988639120681
BA3043	0.0105383081743093	0.0186479475299759
BA3049	0.0082597550555397	0.0148355630567781
BA3051	0.0139561378524636	0.0129121806870151
BA3053	0.0186556536599259	0.0392462352014583
BA3064	0.0217886641982341	0.0445469892176198
BA3067	0.0252064938763884	0.0595453917874969
BA3068	0.0266305895756194	0.0534428262090742
BA3070	0.014525776132156	0.0212847090418552
BA3071	0.0236399886072344	0.0422092221808545
BA3072	0.0215038450583879	0.0426033885190493
BA3075	0.0149530048419253	0.0513495916626169
BA3076	0.004414696667616	0.0108258221938234
BA3077	0.0168043292509256	0.0577514249368131
BA2040	0.017373967530618	0.0266466644857586
BA2160	0.0186556536599259	0.0398714551440892
BA2303	0.0162346909712332	0.0395792001119111
BA2353	0.026060951295927	0.044037296077207
BA2516	0.02022215892908	0.0531778021692991
BA2590	0.0199373397892338	0.0285223243136514
BA2647	0.0236399886072344	0.0246078919241073
BA2891	0.015949871831387	0.0224399770640363
BA2924	0.0165195101110794	0.0449275400596131
BA2971	0.0200797493591569	0.0401908045583406
BA3036	0.018798063229849	0.0343667419055647
BA3059	0.0165195101110794	0.0281281579754567
BA3073	0.0123896325833095	0.0223856516895601
BA3078	0.0233551694673882	0.0619241419231965
BA3079	0.0210766163486186	0.0218487275567442
BA3083	0.0189404727997721	0.0374385162442432
BA3084	0.0156650526915408	0.048135196139647
BA3085	0.0193677015095414	0.0174042470876499
BA3087	0.0326117915123896	0.0929268544579047
BA3089	0.0203645684990031	0.0393005605759345
BA3094	0.0183708345200797	0.0818970730417182
BA3095	0.0212190259185417	0.0302348714077858
BA3098	0.0169467388208487	0.0323415848401149
BA3099	0.0277698661350042	0.0459265714013014
BA3103	0.0172315579606949	0.0286921764903458
BA3108	0.0242096268869268	0.0257903909386914
BA3109	0.018798063229849	0.0389063942377398
BA3110	0.0290515522643121	0.0488147414567542
BA3114	0.0189404727997721	0.0248389455285435
BA3116	0.0108231273141555	0.0340541319342492
BA3117	0.0299060096838507	0.045729488232204
BA3118	0.0149530048419253	0.0253350231727548
BA3119	0.0250640843064653	0.0525729371658056
BA3123	0.0222158929080034	0.0427325308174689
BA3124	0.0257761321560808	0.0325862539407526
BA3126	0.0112503560239248	0.013272376589871
BA3128	0.0178011962403873	0.0340881023695881
BA3130	0.015949871831387	0.0187498588359925
BA3133	0.024494446026773	0.0355288859810115
BA3135	0.0203645684990031	0.0432353479046161
BA3136	0.0215038450583879	0.0455324050631066
BA3137	0.0183708345200797	0.024675832794785
BA3138	0.0226431216177727	0.0169761103141163
BA3139	0.0333238393620051	0.0528651921979837
BA3141	0.0223583024779265	0.0528788076941852
BA3142	0.0347479350612361	0.0762905851075068
BA3145	0.0222158929080034	0.0593551846716652
BA3146	0.0178011962403873	0.0301329601017692
BA3149	0.0219310737681572	0.0183760474369352
BA3152	0.0212190259185417	0.0359230523192062
BA3153	0.0377385360296211	0.1238480106257336
BA3154	0.0254913130162346	0.0869124480789673
BA3156	0.0294787809740814	0.0291678991954198
BA3157	0.018798063229849	0.0278698733786175
BA3158	0.0190828823696952	0.0160246649039684
BA3162	0.0189404727997721	0.028032986112376
BA3163	0.0150954144118484	0.0177780584867072
BA3164	0.026060951295927	0.0441324679402878
BA3167	0.0153802335516946	0.053361269842195
BA3169	0.0140985474223867	0.0710440198554917
BA3171	0.026060951295927	0.0405170300258576
BA3173	0.0249216747365422	0.0178323838611835
BA3174	0.0226431216177727	0.0365686272009745
BA3175	0.0156650526915408	0.0001970831690973
BA3176	0.0225007120478496	0.0445606047138213
BA3177	0.0233551694673882	0.0502148151899029
BA3178	0.0109655368840786	0.0320018804867262
BA3180	0.0212190259185417	0.0994576934201907
BA3181	0.0123896325833095	0.0208226018329827
BA3182	0.0220734833380803	0.0303503982100039
BA3183	0.0240672173170037	0.0329464498436084
BA3185	0.0351751637710054	0.0404694440943172
BA3186	0.0377385360296211	0.0525253512342652
BA3187	0.0182284249501566	0.0127626834494581
BA3189	0.0225007120478496	0.0434732775623179
BA3190	0.0217886641982341	0.028773732857225
BA3191	0.0132440900028481	0.0223720361933586
BA3192	0.0180860153802335	0.065090951514626
BA3194	0.0336086585018513	0.0496099501864093
BA3195	0.0243520364568499	0.0264835517520001
BA3197	0.0169467388208487	0.0301669305371081
BA3199	0.0259185417260039	0.0507312477732516
BA3200	0.0227855311876958	0.0616862122654947
BA3202	0.0301908288236969	0.0413869190691262
BA3203	0.0152378239817715	0.0243020213957277
BA3206	0.0233551694673882	0.0302348714077858
BA3207	0.0178011962403873	0.0607959682830886
BA3208	0.0215038450583879	0.0390491520323609
BA3210	0.0338934776416975	0.0758352173415702
BA3211	0.0105383081743093	0.0580980053434675
BA3212	0.0350327542010823	0.0429635844219051
BA3213	0.0185132440900028	0.0170916371163344
BA3214	0.0240672173170037	0.0479041425352108
BA3216	0.0189404727997721	0.0646287076954238
BA3217	0.0136713187126174	0.0581454546646781
BA3219	0.0162346909712332	0.028087448097182
BA3221	0.0210766163486186	0.0275029380328258
BA3222	0.0243520364568499	0.1068313270436723
BA3225	0.0176587866704642	0.0221070121535835
BA3226	0.0182284249501566	0.038097706622213
BA3227	0.0270578182853887	0.0682782526555226
BA3228	0.0301908288236969	0.107497256864578
BA3229	0.0250640843064653	0.0550398465009905
BA3230	0.0199373397892338	0.0233914224741842
BA3232	0.0166619196810025	0.0352842168803737
BA3234	0.0189404727997721	0.0512342014707285
BA3235	0.0108231273141555	0.0146043728420121
BA3237	0.0156650526915408	0.0326678103076318
BA3240	0.0284819139846197	0.0630045930214343
BA3242	0.0192252919396183	0.0293310119291782
BA3243	0.0223583024779265	0.1218297296135494
BA3245	0.0242096268869268	0.0577105784482086
BA3249	0.0229279407576189	0.0596677946429807
BA3250	0.0304756479635431	0.0389200097339413
BA3251	0.0136713187126174	0.0210400399412174
BA3255	0.0172315579606949	0.0350531632759375
BA3258	0.0183708345200797	0.0364870708340953
BA3260	0.0195101110794645	0.0448392442497979
BA3261	0.0172315579606949	0.0251651709960605
BA3264	0.028909142694389	0.0358483720055926
BA3266	0.0266305895756194	0.0473061535849829
BA3268	0.0347479350612361	0.0687267443681936
BA3269	0.0203645684990031	0.0496846305000229
BA3270	0.0233551694673882	0.0544622124898999
BA3271	0.0232127598974651	0.0400073368854447
BA3273	0.0217886641982341	0.0209584835743382
BA3275	0.024494446026773	0.0214342062794122
BA3277	0.0287667331244659	0.0572484712393362
BA3280	0.0183708345200797	0.0490797654965293
BA3283	0.0254913130162346	0.0209584835743382
BA3285	0.0296211905440045	0.0543127152523429
BA3286	0.0180860153802335	0.0380161502553338
BA3289	0.0111079464540017	0.0189197110126869
BA3290	0.0209342067786955	0.0425830335799119
BA3293	0.0283395044146966	0.095291852487073
BA3295	0.0192252919396183	0.0304795405084235
BA3296	0.0182284249501566	0.0277951930650039
BA3297	0.0266305895756194	0.0619988222368101
BA3299	0.0162346909712332	0.0349919618481956
