#Boxplots d'expressions du gène SMC1A en fonction de la feature isTransformed
#Résultat du test statistique ANOVA : F = 3.551, p-value = 0.02951
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409   FALSE        6.965673
BA2496    TRUE        6.811458
BA3037   FALSE        5.335032
BA2865   FALSE        6.648075
BA2751   FALSE        6.400255
BA2286   FALSE        6.461847
BA2488    TRUE        6.932195
BA3379   FALSE        6.563269
BA2887   FALSE        6.582538
BA2712   FALSE        7.224594
BA2068   FALSE        5.814425
BA2104   FALSE        6.255346
BA3124   FALSE        6.568904
BA2449   FALSE        6.366490
BA2235   FALSE        6.736925
BA3038   FALSE        6.946889
BA3006   FALSE        6.805454
BA2667    TRUE        6.595194
BA2239   FALSE        6.802992
BA2782   FALSE        6.541508
BA2649   FALSE        7.362524
BA2861   FALSE        7.081484
BA2134    TRUE        6.478662
BA2909   FALSE        6.315858
BA2653   FALSE        6.603683
BA2947   FALSE        5.843531
BA2162   FALSE        6.135972
BA2564   FALSE        7.520821
BA2597    TRUE        5.719504
BA3243   FALSE        6.319473
BA2446   FALSE        8.051153
BA2525   FALSE        5.894403
BA2876   FALSE        5.197686
BA2357   FALSE        6.376443
BA2546   FALSE        6.785508
BA2742   FALSE        7.021254
BA2316   FALSE        6.926931
BA2087   FALSE        6.112517
BA2148   FALSE        5.273594
BA3178   FALSE        6.811458
BA2072   FALSE        7.587599
BA2733   FALSE        6.291818
BA2995   FALSE        5.196991
BA2069   FALSE        7.563211
BA2681    TRUE        7.173585
BA2832    TRUE        6.630588
BA2600   FALSE        5.828970
BA3230   FALSE        7.572514
BA2731   FALSE        5.871393
BA2294   FALSE        6.576701
BA2816   FALSE        6.137679
BA2814   FALSE        7.117386
BA2631   FALSE        6.444694
BA2023   FALSE        6.671731
BA2375    TRUE        6.776057
BA2485   FALSE        6.661190
BA2455   FALSE        6.227619
BA2636    TRUE        5.895604
BA2325   FALSE        6.816896
BA2156   FALSE        6.680708
BA2511   FALSE        5.967846
BA2505   FALSE        5.466284
BA2871   FALSE        6.788651
BA2227   FALSE        6.288654
