#Résultats bruts de l'abondance de mutation du gène TP53 selon la feature FLT3-ITD, normalisée par le gène de ménage TBP.
#Test d'hypothèse de différence significative entre les moyennes des groupes
#p-value = 0.001290 avec le test Mann-Whitney
 Abundance   TotalKmers  NormalizedExpression FLT3-ITD
 22.448276 8.352852e+09              2.687498 negative
141.758621 7.267595e+09             19.505574 negative
221.862069 8.933638e+09             24.834459 negative
 65.275862 9.470333e+09              6.892668 negative
 45.965517 9.250500e+09              4.968976 negative
 12.827586 7.196731e+09              1.782419 negative
149.655172 6.171712e+09             24.248568 negative
146.896552 8.486195e+09             17.310062 negative
132.068966 7.871317e+09             16.778510 negative
 79.206897 8.495132e+09              9.323799 negative
 86.034483 5.633341e+09             15.272374 positive
133.931034 8.510533e+09             15.737092 negative
110.724138 5.835413e+09             18.974515 negative
187.103448 7.031968e+09             26.607552 negative
 24.034483 7.859985e+09              3.057828 negative
231.344828 8.873211e+09             26.072279 negative
 28.137931 9.429462e+09              2.984044 negative
500.965517 9.177622e+09             54.585549 positive
210.379310 7.726760e+09             27.227363 negative
313.482759 1.422772e+10             22.033242 positive
 35.034483 9.399235e+09              3.727376 negative
325.758621 6.832622e+09             47.676953 negative
109.000000 6.861597e+09             15.885516 positive
236.344828 1.369088e+10             17.262937 negative
141.448276 8.054348e+09             17.561728 negative
 39.551724 4.867079e+09              8.126379 positive
309.931034 6.550759e+09             47.312235 negative
 65.310345 9.689788e+09              6.740121 positive
898.931034 1.074916e+10             83.628049 positive
284.413793 5.989376e+09             47.486378 negative
142.310345 7.188095e+09             19.798061 negative
 48.931034 6.490190e+09              7.539230 negative
645.620690 9.789722e+09             65.948830 negative
251.758621 8.496488e+09             29.630905 positive
246.275862 7.182719e+09             34.287276 negative
 52.379310 9.170928e+09              5.711451 negative
645.448276 8.712778e+09             74.080656 negative
107.206897 6.313854e+09             16.979630 negative
 42.620690 7.091594e+09              6.010029 negative
 30.068966 6.033397e+09              4.983754 positive
225.448276 7.183179e+09             31.385587 negative
 59.758621 7.895416e+09              7.568774 negative
135.172414 7.145735e+09             18.916517 negative
475.482759 9.272545e+09             51.278558 negative
 19.517241 6.517612e+09              2.994539 negative
190.413793 7.219227e+09             26.375927 negative
174.620690 6.779597e+09             25.756796 positive
 11.758621 5.952865e+09              1.975288 negative
 38.482759 9.136029e+09              4.212198 negative
134.275862 5.463356e+09             24.577544 positive
132.551724 5.429623e+09             24.412694 negative
 38.482759 6.764061e+09              5.689298 negative
314.068966 1.047339e+10             29.987330 negative
322.413793 1.019550e+10             31.623162 positive
 40.551724 6.960387e+09              5.826073 negative
158.724138 7.820031e+09             20.297123 negative
 37.413793 5.476180e+09              6.832097 negative
176.827586 1.227116e+10             14.410014 negative
 14.965517 8.352852e+09              1.791666 negative
 44.896552 4.687717e+09              9.577488 negative
413.241379 9.825842e+09             42.056587 positive
 21.379310 6.278038e+09              3.405413 negative
 29.137931 6.807601e+09              4.280206 positive
170.689655 9.666895e+09             17.657134 negative
 25.275862 7.400454e+09              3.415447 negative
 37.413793 6.464380e+09              5.787684 negative
285.034483 5.575294e+09             51.124562 negative
136.931034 9.607272e+09             14.252852 negative
111.793103 6.058733e+09             18.451565 negative
 89.793103 8.033235e+09             11.177701 positive
141.103448 7.004248e+09             20.145410 negative
499.965517 8.254983e+09             60.565303 positive
158.103448 7.863224e+09             20.106694 negative
112.344828 4.761447e+09             23.594682 negative
123.344828 6.892596e+09             17.895263 negative
174.103448 8.690531e+09             20.033696 negative
346.206897 8.954781e+09             38.661681 negative
236.344828 8.178035e+09             28.899953 negative
 32.068966 6.261959e+09              5.121236 negative
 69.724138 8.864826e+09              7.865257 positive
144.551724 7.420922e+09             19.478944 negative
 84.448276 4.643957e+09             18.184553 negative
188.137931 8.137579e+09             23.119645 positive
 72.103448 9.451593e+09              7.628709 negative
235.724138 6.586923e+09             35.786686 negative
232.241379 6.979146e+09             33.276475 negative
 55.551724 7.175056e+09              7.742340 negative
421.344828 8.405221e+09             50.128943 negative
132.379310 9.795604e+09             13.514155 negative
137.655172 6.648353e+09             20.705154 positive
 21.103448 5.190688e+09              4.065636 negative
 73.758621 6.701910e+09             11.005611 negative
266.793103 9.291569e+09             28.713460 negative
138.448276 4.572093e+09             30.281158 positive
176.413793 8.914914e+09             19.788613 positive
248.724138 7.201539e+09             34.537637 negative
292.206897 6.302852e+09             46.361061 positive
 62.482759 8.167692e+09              7.649990 negative
200.517241 9.534414e+09             21.030894 negative
 56.655172 5.843420e+09              9.695550 negative
 64.965517 9.576597e+09              6.783779 negative
121.862069 6.970849e+09             17.481667 negative
161.413793 7.309448e+09             22.082898 positive
 58.275862 6.503777e+09              8.960311 negative
185.482759 7.654277e+09             24.232563 negative
225.551724 1.077170e+10             20.939290 positive
 28.862069 6.077615e+09              4.748914 negative
157.655172 7.451200e+09             21.158361 negative
337.103448 8.251345e+09             40.854365 negative
 29.689655 5.277299e+09              5.625918 negative
 17.103448 5.270370e+09              3.245208 negative
 17.689655 6.739097e+09              2.624930 negative
168.068966 8.138126e+09             20.652048 positive
 92.241379 3.358283e+09             27.466826 positive
175.793103 8.656098e+09             20.308585 positive
133.827586 6.486987e+09             20.630162 negative
374.275862 7.990536e+09             46.839894 negative
256.275862 6.623305e+09             38.693049 positive
 95.000000 8.378561e+09             11.338462 negative
101.689655 8.512017e+09             11.946600 positive
 37.000000 5.068153e+09              7.300491 negative
170.793103 1.000280e+10             17.074534 negative
545.068966 8.038761e+09             67.805096 positive
 58.896552 8.457004e+09              6.964234 negative
100.551724 8.864156e+09             11.343632 negative
140.206897 8.577040e+09             16.346770 negative
 66.655172 6.259413e+09             10.648789 negative
 95.551724 8.592370e+09             11.120532 negative
117.896552 5.709512e+09             20.649146 negative
114.413793 7.345463e+09             15.576118 positive
212.379310 5.682211e+09             37.376175 positive
163.413793 7.495806e+09             21.800696 negative
156.620690 5.990584e+09             26.144478 positive
276.275862 6.421663e+09             43.022479 negative
127.206897 7.449994e+09             17.074765 negative
 87.827586 9.500869e+09              9.244163 positive
590.931034 1.279018e+10             46.201944 negative
 42.758621 7.312465e+09              5.847361 negative
207.000000 7.839564e+09             26.404529 negative
 48.103448 8.100468e+09              5.938354 positive
 58.793103 1.092589e+10              5.381080 negative
 10.689655 6.993952e+09              1.528414 positive
121.413793 8.292092e+09             14.642119 negative
 81.448276 7.137673e+09             11.411041 negative
182.827586 1.031387e+10             17.726381 negative
 14.482759 6.912981e+09              2.095009 negative
266.000000 5.743500e+09             46.313225 negative
252.310345 6.255084e+09             40.336841 negative
310.103448 9.119252e+09             34.005361 negative
 97.586207 8.098345e+09             12.050142 negative
264.724138 8.331447e+09             31.774088 negative
211.034483 8.919518e+09             23.659852 negative
 17.103448 9.118767e+09              1.875632 negative
109.689655 7.110504e+09             15.426425 negative
 38.103448 6.835010e+09              5.574747 negative
113.310345 8.448480e+09             13.411921 negative
219.413793 8.755899e+09             25.058968 negative
326.310345 8.579029e+09             38.035813 negative
306.068966 6.882652e+09             44.469629 negative
223.068966 7.311618e+09             30.508839 positive
 51.827586 4.804985e+09             10.786212 negative
 25.931034 7.799221e+09              3.324824 positive
 19.068966 6.623609e+09              2.878939 negative
246.551724 7.153630e+09             34.465263 negative
308.172414 7.211399e+09             42.734067 negative
107.965517 6.033548e+09             17.894199 negative
281.172414 8.854002e+09             31.756535 positive
213.000000 8.485386e+09             25.101980 negative
159.862069 8.694402e+09             18.386781 negative
231.551724 6.436533e+09             35.974601 negative
206.379310 7.345157e+09             28.097331 positive
 75.275862 6.740566e+09             11.167587 positive
352.689655 1.152272e+10             30.608200 negative
 33.448276 8.909130e+09              3.754382 negative
292.172414 7.223086e+09             40.449802 negative
336.241379 8.901559e+09             37.773314 negative
 70.862069 4.942945e+09             14.336002 positive
353.931034 7.477301e+09             47.334063 positive
 56.965517 7.894510e+09              7.215840 positive
209.034483 8.134305e+09             25.697890 negative
107.068966 8.812082e+09             12.150246 negative
106.275862 8.091267e+09             13.134638 negative
 20.310345 8.150876e+09              2.491799 negative
211.931034 7.843750e+09             27.019095 negative
230.620690 8.850037e+09             26.058725 positive
236.620690 5.458739e+09             43.347135 positive
 78.965517 6.930774e+09             11.393464 negative
 35.275862 7.520287e+09              4.690760 positive
385.931034 7.348317e+09             52.519652 positive
 54.965517 6.346827e+09              8.660314 negative
111.862069 1.124931e+10              9.943904 negative
159.758621 6.065394e+09             26.339364 negative
 56.655172 6.529792e+09              8.676413 positive
 19.034483 8.305371e+09              2.291828 negative
314.379310 8.605161e+09             36.533808 negative
267.758621 8.514264e+09             31.448239 positive
304.172414 9.138029e+09             33.286435 positive
 19.241379 9.208330e+09              2.089562 negative
241.517241 8.980720e+09             26.892859 positive
433.965517 1.293085e+10             33.560489 negative
 13.896552 7.646813e+09              1.817300 negative
456.241379 7.536666e+09             60.536236 negative
 97.344828 8.865050e+09             10.980742 negative
607.000000 1.352301e+10             44.886446 negative
124.379310 1.240522e+10             10.026369 negative
126.517241 9.686832e+09             13.060745 positive
367.379310 7.679781e+09             47.837211 negative
 40.620690 9.003873e+09              4.511468 negative
433.965517 9.072297e+09             47.834141 negative
119.068966 9.270890e+09             12.843315 negative
 45.068966 8.673760e+09              5.196013 negative
276.586207 1.255232e+10             22.034675 negative
 31.896552 8.683805e+09              3.673108 negative
202.034483 1.081995e+10             18.672409 negative
182.448276 8.443222e+09             21.608846 negative
158.482759 9.377847e+09             16.899696 negative
 67.689655 9.036584e+09              7.490624 negative
 21.344828 8.504459e+09              2.509839 negative
166.620690 1.257424e+10             13.250952 negative
207.586207 8.449282e+09             24.568502 negative
148.275862 1.126770e+10             13.159367 negative
312.206897 8.414149e+09             37.104986 positive
 23.517241 8.684668e+09              2.707903 negative
232.034483 9.697777e+09             23.926564 negative
 31.000000 1.186580e+10              2.612551 negative
616.827586 8.747321e+09             70.516174 negative
521.896552 8.793963e+09             59.347139 negative
301.275862 7.963119e+09             37.833902 negative
 75.172414 8.331035e+09              9.023178 negative
150.448276 7.716696e+09             19.496463 negative
 65.482759 7.659302e+09              8.549442 negative
 56.310345 9.406260e+09              5.986476 negative
142.931034 1.028094e+10             13.902525 negative
196.758621 1.219810e+10             16.130266 negative
170.965517 7.166337e+09             23.856752 negative
 40.620690 8.947256e+09              4.540017 positive
163.448276 7.815739e+09             20.912710 negative
173.137931 1.194717e+10             14.491964 negative
 45.965517 1.179849e+10              3.895880 negative
312.551724 1.183531e+10             26.408420 positive
245.517241 7.673257e+09             31.996483 negative
128.931034 8.965946e+09             14.380082 negative
149.896552 7.501582e+09             19.981993 positive
474.827586 1.233472e+10             38.495221 negative
425.827586 8.634398e+09             49.317578 negative
318.724138 9.269706e+09             34.383413 negative
193.413793 1.270211e+10             15.226905 negative
111.241379 7.852002e+09             14.167263 negative
320.482759 8.830584e+09             36.292364 positive
493.206897 9.220262e+09             53.491634 negative
212.724138 1.213128e+10             17.535174 negative
 66.275862 8.260289e+09              8.023432 positive
143.413793 9.361311e+09             15.319841 positive
203.275862 1.137375e+10             17.872372 negative
 79.103448 1.226937e+10              6.447228 negative
410.965517 7.759275e+09             52.964421 positive
244.965517 8.628494e+09             28.390298 positive
360.241379 1.260141e+10             28.587390 negative
130.310345 8.115899e+09             16.056181 positive
160.655172 7.421624e+09             21.646903 positive
237.344828 1.462151e+10             16.232583 negative
158.344828 8.929424e+09             17.732927 positive
 44.827586 9.354307e+09              4.792187 negative
469.034483 1.108694e+10             42.305134 negative
 73.931034 8.840811e+09              8.362472 positive
371.896552 8.951200e+09             41.547116 positive
198.965517 1.153613e+10             17.247170 negative
143.413793 8.578251e+09             16.718303 negative
265.827586 1.140540e+10             23.307160 positive
315.862069 1.195007e+10             26.431826 positive
559.482759 1.239749e+10             45.128715 negative
 14.965517 9.623216e+09              1.555147 negative
121.034483 1.296097e+10              9.338380 negative
176.206897 1.031085e+10             17.089470 positive
 58.793103 8.901402e+09              6.604926 negative
 25.482759 8.063055e+09              3.160435 positive
421.275862 9.427317e+09             44.686717 positive
 36.344828 6.844100e+09              5.310388 positive
167.103448 1.293326e+10             12.920443 negative
254.620690 1.251246e+10             20.349370 negative
126.379310 1.150666e+10             10.983146 negative
199.241379 1.150527e+10             17.317395 negative
 46.000000 9.476463e+09              4.854132 negative
377.172414 8.147961e+09             46.290403 negative
571.344828 1.333923e+10             42.831923 negative
135.000000 9.840911e+09             13.718242 negative
114.655172 9.280434e+09             12.354506 positive
135.758621 8.566528e+09             15.847567 negative
 84.896552 1.306337e+10              6.498823 negative
429.793103 1.134920e+10             37.869906 negative
 10.689655 9.651607e+09              1.107552 negative
 21.413793 1.071946e+10              1.997657 negative
288.241379 1.130116e+10             25.505472 negative
177.724138 1.087497e+10             16.342494 negative
234.620690 1.111997e+10             21.099032 positive
254.551724 1.325000e+10             19.211452 negative
116.034483 1.269244e+10              9.142017 negative
 77.793103 1.344911e+10              5.784256 negative
 61.275862 8.174919e+09              7.495592 negative
 18.172414 1.106665e+10              1.642088 positive
 19.310345 8.305332e+09              2.325054 negative
116.068966 9.900148e+09             11.723962 negative
103.620690 8.843945e+09             11.716569 negative
171.241379 1.222447e+10             14.008084 positive
 88.689655 6.721034e+09             13.195835 positive
453.310345 1.269887e+10             35.696915 negative
314.551724 1.233934e+10             25.491771 positive
391.068966 8.923147e+09             43.826350 negative
375.034483 1.264142e+10             29.667123 negative
539.482759 1.185453e+10             45.508568 negative
189.965517 5.072799e+09             37.447871 negative
185.655172 6.363310e+09             29.175879 positive
351.103448 9.067227e+09             38.722250 positive
366.655172 9.820734e+09             37.334802 positive
160.896552 1.249729e+10             12.874515 negative
402.172414 7.614978e+09             52.813336 negative
252.620690 8.005594e+09             31.555521 positive
414.137931 1.231039e+10             33.641328 positive
389.241379 9.354164e+09             41.611561 negative
205.655172 8.833061e+09             23.282436 positive
 47.137931 9.221331e+09              5.111836 negative
343.000000 1.102149e+10             31.121018 negative
329.517241 1.285754e+10             25.628321 negative
354.241379 8.908070e+09             39.766345 negative
 23.517241 1.215164e+10              1.935314 negative
465.172414 8.157287e+09             57.025385 negative
 28.862069 7.402556e+09              3.898933 positive
179.551724 1.072766e+10             16.737261 negative
 40.206897 5.793404e+09              6.940117 negative
 17.103448 7.661637e+09              2.232349 negative
 60.137931 8.738210e+09              6.882180 negative
261.310345 1.071934e+10             24.377463 negative
211.758621 9.495128e+09             22.301818 positive
152.965517 8.403008e+09             18.203661 negative
284.758621 9.745327e+09             29.220016 negative
 22.068966 4.579619e+09              4.818952 negative
343.965517 7.774889e+09             44.240570 negative
311.931034 7.373008e+09             42.307160 negative
 26.620690 9.835948e+09              2.706469 negative
133.586207 9.101451e+09             14.677463 negative
 54.517241 7.489154e+09              7.279493 negative
612.965517 1.259415e+10             48.670671 positive
