#Boxplots d'expressions du gène FLT3 en fonction de la feature totalDrug
#Résultat du test statistique Mann-Whitney U : U = 46772.000, p-value = 0.000
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2452       y        9.994184
BA2922       y        9.259259
BA2707       y       10.228271
BA2409       y        8.852593
BA2480       y        8.143215
BA2496       y        6.659581
BA3037       y        6.506985
BA2236       y        9.048609
BA2172       y        2.512022
BA2865       y        9.619492
BA2923       y        8.425600
BA2003       y        7.735953
BA2751       y        9.488758
BA3395       y        6.542553
BA2286       y        9.183380
BA2488       y        8.793287
BA3379       y        9.838928
BA2887       y        8.245096
BA2712       y        8.655650
BA2858       y        6.427186
BA2068       y        8.381007
BA2104       y        9.133421
BA3124       n        6.072647
BA2921       y        8.839920
BA2449       y        5.807733
BA2360       y        8.430380
BA2802       y        8.344566
BA2235       y        9.491793
BA3038       y        6.732223
BA3006       y        9.275693
BA2245       y        9.292294
BA2667       y       10.040753
BA2239       y        9.559273
BA2782       n        7.195620
BA2649       y        8.944245
BA2592       y        7.581777
BA2861       y        6.877187
BA2134       y        6.925594
BA2909       y        7.125056
BA2429       n        7.055705
BA2653       n       -0.687379
BA2947       y        8.717458
BA2032       y        8.689630
BA2162       y        8.891229
BA2564       n        8.087011
BA2597       y        3.191463
BA3243       y        9.758516
BA2106       y       10.117099
BA2939       y       10.357512
BA2427       n        7.550843
BA2841       n        5.612554
BA2446       y        8.641716
BA2025       y        8.887974
BA2645       y        5.434746
BA2525       y        3.804268
BA2876       n        3.592830
BA2357       y        8.198116
BA2546       y        7.133592
BA2742       y        8.914208
BA2316       n        8.793287
BA2421       y        8.576594
BA2087       y        9.388460
BA2910       y        8.287410
BA2148       y        5.786154
BA2329       y        6.689216
BA2677       y        7.556337
BA3178       n       10.081894
BA2072       y        7.292511
BA3029       n        7.616076
BA2735       y        9.103418
BA2733       n        7.771615
BA2995       y       10.000747
BA2069       y        9.259259
BA2100       y        6.787391
BA2953       y        8.394931
BA2681       n        7.095684
BA2248       n        8.698245
BA2832       y        8.724387
BA2308       y        9.427046
BA2413       y        9.473026
BA2701       y        8.184160
BA2634       y        8.981735
BA2937       y        7.149985
BA2600       n        9.013069
BA2019       n        2.346537
BA2412       y        6.058224
BA2334       y        8.568653
BA2050       y        8.606085
BA3230       y        7.542954
BA2481       y        6.251792
BA2731       y        7.980674
BA2418       n        9.275693
BA2294       y        8.894492
BA2816       n        8.971424
BA2814       y        9.255177
BA2631       y        9.226880
BA2023       n        8.371803
BA2375       n        8.397266
BA2485       n        9.870295
BA2455       n        9.955415
BA2636       y        7.243012
BA2325       y        7.883422
BA2169       n        6.552856
BA2156       y        8.706910
BA2511       y        4.754842
BA2168       y        9.391184
