#Boxplots d'expressions du gène FLT3 en fonction de la feature centerID
#Résultat du test statistique ANOVA : F = 4.328, p-value = 0.00012
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       1        0.030457
BA2496       1        0.005960
BA3037       1        0.003826
BA2865       1        0.045939
BA2751       1        0.037569
BA2055       1        0.011174
BA2286       1        0.037424
BA2488       1        0.028878
BA3379       1        0.049329
BA2887       1        0.021854
BA2712       2        0.018913
BA2068       2        0.017765
BA2104       1        0.039673
BA3124       1        0.001982
BA2449       1        0.002619
BA2235       1        0.049992
BA3038       1        0.008179
BA3006       3        0.037630
BA2667       1        0.053049
BA2239       1        0.036767
BA2782       3        0.013349
BA2649       1        0.032039
BA2861       1        0.005672
BA2134       1        0.005250
BA2909       1        0.009900
BA2653       1        0.000000
BA2947       1        0.045924
BA2162       1        0.040879
BA2564       1        0.023204
BA3043       1        0.005601
BA2597       4        0.000090
BA3243       2        0.078920
BA2446       1        0.024795
BA2525       4        0.000227
BA2876       4        0.000485
BA2357       2        0.013694
BA2546       1        0.009839
BA2742       1        0.030034
BA2316       1        0.026610
BA2087       2        0.039012
BA2148       2        0.001538
BA3178       3        0.069023
BA2072       1        0.008092
BA2733       2        0.014559
BA2995       2        0.041595
BA2069       1        0.038132
BA2681       3        0.006421
BA2832       2        0.029525
BA2600       4        0.028400
BA3230       1        0.014980
BA2731       2        0.013084
BA2294       4        0.032392
BA2816       4        0.037710
BA2814       3        0.039475
BA2631       1        0.035676
BA2023       1        0.020874
BA2375       1        0.019160
BA2485       1        0.050640
BA2455       4        0.048915
BA2636       4        0.009049
BA2325       1        0.019520
BA2156       1        0.026910
BA2511       4        0.000461
BA2505       4        0.031830
BA2871       3        0.029834
BA2227       1        0.067502
BA2812       3        0.008823
BA2125       1        0.006226
BA2603       1        0.042794
BA2808       4        0.017746
BA2482       1        0.008993
BA2594       1        0.045289
BA2747       4        0.046266
BA2561       3        0.088049
BA2567       3        0.000037
BA2906       1        0.072280
BA2956       2        0.010105
BA2474       1        0.022976
BA2737       2        0.141425
BA2006       2        0.005497
BA2110       1        0.016093
BA2915       4        0.004994
BA2992       4        0.010467
BA2220       1        0.001380
BA2063       2        0.000016
BA2772       2        0.028958
BA2935       4        0.018473
BA2260       3        0.022765
BA2948       3        0.001579
BA3296       1        0.000556
BA2524       4        0.020404
BA2811       1        0.036011
BA2540       4        0.085362
BA2928       1        0.048457
BA2302       4        0.028313
BA2651       4        0.020437
BA2619       1        0.016761
BA3013       4        0.020531
BA2405       3        0.023947
BA2856       3        0.001906
BA2377       2        0.012581
BA2499       2        0.007254
BA2350       2        0.008039
BA3023       4        0.016156
BA2095       1        0.030956
BA2275       1        0.007146
BA2901       2        0.007130
BA2387       1        0.058972
BA2962       1        0.079496
BA2195       4        0.007514
BA2688       2        0.001696
BA2420       1        0.091160
BA2053       2        0.004317
BA2081       1        0.034430
BA2354       1        0.041451
BA3273       2        0.012531
BA2893       3        0.032873
BA2044       1        0.049851
BA2489       2        0.001547
BA2908       1        0.044152
BA2054       3        0.013862
BA2872       1        0.004192
BA2041       2        0.007789
BA2464       1        0.036951
BA2902       4        0.020622
BA2541       1        0.015006
BA2843       4        0.032515
BA2497       1        0.011292
BA2718       1        0.014968
BA2575       1        0.009959
BA2593       3        0.053953
BA2791       2        0.016908
BA2620       1        0.027777
BA2629       1        0.112286
BA2870       1        0.161434
BA2682       4        0.033964
BA2276       2        0.003834
BA2709       2        0.006210
BA2789       1        0.057922
BA2538       2        0.032078
BA2583       5        0.058467
BA2806       2        0.023462
BA2441       1        0.062698
BA2514       2        0.007787
BA2520       5        0.022604
BA2479       5        0.002845
BA2281       1        0.033528
BA2932       1        0.058663
BA2123       2        0.003183
BA2844       2        0.004847
BA2660       1        0.022273
BA2836       2        0.034907
BA2714       1        0.034239
BA2440       5        0.003187
BA2036       3        0.064673
BA2828       1        0.010541
BA2952       1        0.050727
BA2410       2        0.030390
BA2139       3        0.021687
BA2051       5        0.002182
BA2532       2        0.007303
BA2494       5        0.000031
BA2748       1        0.008516
BA2622       1        0.015307
BA2970       2        0.003451
BA2839       2        0.004576
BA2868       3        0.011937
