	TP53	PTPN11
BA2239	6.382578515078404	12.77104820432132
BA2240	6.585321450190121	33.17334597209446
BA2242	4.786006647623127	15.237455455980948
BA2244	7.660004573789163	16.925820528737685
BA2245	11.92861108727505	27.47398546311995
BA2248	1.91740617487652	18.155268511562515
BA2249	10.192757805463216	19.97463299408348
BA2251	17.372493996154333	24.14242187116462
BA2256	6.06297834540103	21.401582298666927
BA2260	4.670202188582755	15.232493343082629
BA2261	0.6409563579015518	13.631458148123675
BA2269	0.8857144743382452	7.328556613973234
BA2271	10.088486978018516	23.98460277768552
BA2272	6.287866561641059	13.50913898194892
BA2273	2.283128458890182	21.07546663553913
BA2275	9.24833161681508	31.218741695811683
BA2276	5.41916237255576	9.934136281708742
BA2277	11.29872493643386	29.221652377436328
BA2280	23.04153763181785	36.38874163228378
BA2281	7.825995509907861	24.831129720843258
BA2282	2.965141936513149	10.789451974244848
BA2286	11.249733388572938	19.38545941760825
BA2288	1.5644231707720302	12.094613771990195
BA2292	10.644237576834568	17.152450737298953
BA2294	11.157872521890058	18.795163976802144
BA2296	10.023958938840376	22.58795543731145
BA2300	1.6955819878184366	43.71814488147894
BA2301	2.229672369244879	17.314482693030055
BA2302	0.6932662065840063	15.142153148377648
BA2304	3.849626748040035	12.000004837689753
BA2306	6.697941474122493	21.901854935746787
BA2308	3.677477685235941	20.691473643918133
BA2309	8.962593496512927	15.600943225492763
BA2311	3.5025002559226284	16.07649015451271
BA2312	3.0700888860446485	14.384739574554802
BA2316	7.202894985944553	11.94031516572484
BA2322	6.2764298965956735	19.00203463588738
BA2325	4.822445763466188	13.13339354976582
BA2329	7.235013429596921	14.170386468930648
BA2334	3.249828856829626	12.738862324221753
BA2339	1.095189681755157	10.111131706915842
BA2344	10.545453432640215	17.66258635942158
BA2347	0.9072281655795223	10.673249895339008
BA2348	0.8143839692703658	6.14653811673649
BA2350	0.7462283897940213	9.248559385393913
BA2354	10.335238887324664	27.095243432620222
BA2355	1.258867188875383	28.38735945750639
BA2357	2.291165983872064	12.19949693229595
BA2360	14.675759799697069	17.5735034231662
BA2361	1.167600081701121	15.736424512490592
BA2363	2.766269235045573	7.3033212222808
BA2369	2.387320153824702	17.51039441139099
BA2374	8.164556113260431	22.40617777937685
BA2375	7.940083027628458	20.87206313122356
BA2376	8.116006090143474	14.73696075905255
BA2377	12.041644274602982	56.988741119585946
BA2379	1.1509691842235488	14.2605358780457
BA2385	0.681149692338905	15.9001120635316
BA2386	2.6711101841054568	18.71535873465833
BA2387	13.36294284562111	18.12250880428911
BA2394	7.151426861425691	24.469601260335928
BA2399	7.515970289289149	16.904555001239643
BA2400	14.966263952234096	33.63200594550555
BA2402	3.0127964728922945	21.70324629391715
BA2405	0.9955951337152702	9.100792336674967
BA2406	1.1467166727417792	17.82816007822995
BA2409	6.055486893216831	16.29375622363415
BA2410	2.186392637290706	23.596659384354837
BA2412	3.3164095860181617	12.137813809796492
BA2413	2.1527530898910414	21.05224232672534
BA2414	12.21088799299077	23.349309244236707
BA2415	5.46005805550539	8.984070955203252
BA2417	5.606385423972662	12.270477073849374
BA2418	2.8365955946333994	10.111819360859618
BA2420	9.7627346628719	17.04322984051619
BA2421	4.069696393368326	17.112086130843036
BA2423	3.0012558965833844	14.830693302761253
BA2425	3.610916843715792	26.81439645289756
BA2426	3.347107776277044	14.6887218048444
BA2427	0.9531986678113124	13.203350202140005
BA2429	5.360456181536138	13.885097753812143
BA2440	0.3890022962627702	29.80936471999719
BA2441	18.42361105107856	41.50471871701896
BA2442	6.584497315619637	21.30032633561693
BA2446	11.409444008745888	17.23831681496286
BA2449	3.80827141842354	27.270894277896847
BA2450	10.065909969438254	17.891294519534323
BA2452	5.530275985380949	25.78173682741561
BA2454	10.050518164012724	35.41917436013228
BA2455	3.1121744505969904	12.375452361398644
BA2456	1.6428057595187853	14.09237807271488
BA2459	1.543457558391838	13.594127000583486
BA2461	5.403871373243879	17.820350143922077
BA2463	8.73877302546214	8.57460656098495
BA2464	8.795399588261915	18.745323554263607
BA2469	0.6783650249201878	16.132452295663036
BA2470	4.3799458895372405	18.268118383788824
BA2472	2.1751704872630646	12.66426899861456
BA2473	2.4974969498687978	17.639401643995793
BA2474	8.824354902331613	12.088986615383838
BA2477	13.0100604910201	27.90380716097536
BA2479	1.6879410996094202	9.06853194700168
BA2480	8.914291103675762	15.24397502944484
BA2481	3.5824961331954244	7.960993949896547
BA2482	5.745200177130098	19.0233231637945
BA2483	9.532002704875625	23.22264853955544
BA2485	10.549274104541334	17.055978788879546
BA2488	5.119187395997415	18.77808934875976
BA2489	1.576730183123915	14.508873336495364
BA2492	0.7560373527616385	23.63457575454264
BA2494	1.9405529221398583	27.91420931790605
BA2496	4.463650362966122	11.399676017741184
BA2497	5.932011621118124	15.612483715841416
BA2499	2.996071186805651	21.457586308448946
BA2500	5.861087395060059	23.138866635530075
BA2501	8.949284639035302	27.833890878616558
BA2502	5.686504998961241	15.548455223976305
BA2505	4.5189515064933135	22.69831014365209
BA2507	4.839717675513401	13.273383072831717
BA2510	5.46555046211878	16.669318455579262
BA2511	1.1116019317013208	7.663551368635486
BA2512	10.517161738602296	18.55404802224241
BA2514	1.9634369918916956	14.1127716506682
BA2515	1.615690067255877	13.656362083325709
BA2520	2.51778563174698	10.18459988094212
BA2521	11.11311782864978	22.854875728416364
BA2523	6.098556005727347	17.466454904239125
BA2524	1.52524176832439	15.143161519049126
BA2525	1.888076254105876	10.739344125649188
BA2526	3.2087293851976453	16.511510597344866
BA2528	7.548639046922788	14.604392734699395
BA2532	1.9914537182600571	27.09788474706269
BA2534	9.57321887934449	26.77316300242771
BA2538	1.5214642581164688	19.34789198139
BA2539	6.012218947914058	15.054660968382327
BA2540	2.2482159791740277	12.01969277063214
BA2541	8.692955829679391	16.52564398579619
BA2545	7.0633946742203335	20.94124669628399
BA2546	4.977026327941901	18.99909180138973
BA2552	4.149195380461685	16.970131640737755
BA2559	2.4786792235044146	14.081354688308627
BA2561	8.46577337938879	8.225056123389484
BA2563	11.652628721923412	17.33397336920926
BA2564	4.791695002892021	13.974435996557515
BA2567	1.6523062574270515	6.532230302726126
BA2570	4.091735243206291	22.38622147123564
BA2575	4.338621713171871	10.361376185477951
BA2577	10.208037457549151	20.382387269777333
BA2579	6.236898298765786	18.172941762715816
BA2583	4.886379630844223	25.543482158502837
BA2584	9.35508285123087	21.881435806884262
BA2587	10.75551499738243	21.078892020464146
BA2588	5.180639119079832	15.34775428213297
BA2589	1.3416845480035298	17.98440359990241
BA2592	7.384147426888736	19.84405027987057
BA2593	13.520968482333284	0.8090165245861867
BA2594	4.559297622718212	21.525920477694164
BA2595	2.448714178352799	13.4174683952318
BA2597	1.81980166926654	19.51682683095491
BA2600	2.2708074242840905	12.611281705199705
BA2603	9.213470251939729	19.616353351392544
BA2618	8.85997814208934	21.562852645082295
BA2619	4.32348153570115	16.276085827293198
BA2620	10.991726235668184	23.94293881406372
BA2621	2.250272436274354	14.867078915259968
BA2622	8.279316076737258	17.89404725424126
BA2623	16.349187994660635	32.422525972432204
BA2629	12.958719320292875	12.182439062832351
BA2631	9.4133371402126	17.90739322912705
BA2634	3.5502326838084044	18.21284933426878
BA2636	2.457739521380015	18.568704808257376
BA2639	10.530206791972605	21.352582026728825
BA2644	6.793029152705679	13.954630838917565
BA2645	1.1792481282202347	21.812898951451057
BA2646	6.442519963949149	24.75015114655788
BA2649	11.0312309092846	23.86929555054728
BA2651	1.3737364269979266	15.009905620802682
BA2653	6.345179971602858	35.09770771441234
BA2655	20.96763339572215	47.73960715416454
BA2656	3.882758283230144	12.23115155921837
BA2657	8.997242795371793	19.747502000537104
BA2658	7.635953205240423	20.77431422918143
BA2659	4.420720427240695	20.045090782808657
BA2660	5.553156184494063	16.149795869705212
BA2662	16.380512971075806	12.045959777225177
BA2663	1.6874490601625545	12.517918211428482
BA2667	7.375836629976075	14.667596859550976
BA2670	1.7089067336806978	17.34966639725265
BA2674	8.096401596218259	17.279843318133707
BA2675	7.510632491447894	20.317910549967007
BA2676	4.938100172481931	18.58694648390418
BA2677	6.813226622016171	18.577054779483333
BA2681	4.888441883217966	15.08682239640497
BA2682	5.5291812260232405	19.076647524486
BA2685	4.841816713634703	25.10516765487928
BA2688	3.3057354192928567	9.067482526668442
BA2691	5.944463441089175	26.73737220376769
BA2694	2.7147624469317817	9.024019039461352
BA2695	1.5176840766876218	11.2404092343823
BA2697	2.018307619128485	6.301040978737351
BA2701	1.3808038497058877	10.946437653909962
BA2704	8.32999480837688	16.147071205521367
BA2705	4.259849413248374	28.16912357988325
BA2707	4.800422792896705	28.354258823419137
BA2709	4.447499278912186	11.834087074751764
BA2712	3.452607571935762	16.42029670010793
BA2714	8.097427866739112	18.259052411644547
BA2715	1.084897471335352	20.1361962674606
BA2718	13.438720293522795	23.29369020548985
BA2720	2.126248644897054	12.589995425491171
BA2721	15.787354104984486	12.82643796424119
BA2722	2.188754133921306	36.40377693251484
BA2723	0.5633384124523837	30.19932116231609
BA2724	1.1961910994941276	12.29033845001848
BA2726	4.333617991126465	13.818725538291096
BA2727	7.230591375607429	24.61424804261353
BA2728	8.996329947856347	21.026768820896308
BA2731	1.601089856904368	10.348587303927951
BA2733	1.1585330566130023	8.96480318961342
BA2735	1.263867721714608	12.472768491152266
BA2737	2.0653822514544045	12.376501451202138
BA2742	9.678278326940282	18.999517616112165
BA2744	4.734579735281033	3.972428680531728
BA2746	3.995552656725704	16.354079014101362
BA2747	9.160304127807583	13.21286567892482
BA2748	13.478797598887512	24.58902716946228
BA2751	8.462510783740354	13.92309366783434
BA2756	1.6768447444688832	11.95978241621635
BA2758	5.347418890410429	9.074373932385482
BA2760	2.6734409108996613	27.842394785774225
BA2762	3.0132144773948384	15.494298472230904
BA2764	5.617028310732295	10.123036663951495
BA2765	2.913210030212973	17.255788926560026
BA2769	2.464771423555399	14.114069903809089
BA2772	2.2916259464404907	9.214550366533244
BA2775	8.33741402688843	18.18390614086486
BA2776	15.98730941625499	21.07864268018424
BA2778	8.015673769100099	11.051841624231852
BA2782	4.944411112298356	14.017978111035076
BA2786	7.700001801995604	18.56146342152403
BA2787	1.4164680780800984	5.728153752635701
BA2789	14.612672846175265	23.09779193452756
BA2791	3.3919906510404627	20.34342406980938
BA2792	7.301402310951574	11.65470263502648
BA2798	2.136213236439552	16.931625688947495
BA2801	1.110711760941699	7.134981041288424
BA2802	4.580645152204441	21.039563120997773
BA2804	3.127325598072549	11.705154389579103
BA2806	4.024601626224349	20.0582471817414
BA2808	0.0321583178726035	24.08299046294555
BA2809	6.164149019320038	25.421071006514072
BA2811	7.522919876960658	22.694716050439283
BA2812	5.528950800554404	11.366252530998253
BA2813	3.881314118270907	13.26185634034608
BA2814	6.190085264571876	11.078194670442564
BA2816	5.198553326221446	14.79225518895096
BA2817	1.2702122337805408	19.255577896687427
BA2820	16.186352260260932	17.60046886126625
BA2821	15.615860025942858	41.38697743446033
BA2822	6.592838490668989	27.94999463915676
BA2824	13.756066773353558	15.698469004065108
BA2828	4.203149608931455	16.62048013308828
BA2829	10.378580226330731	23.16697090575833
BA2830	2.4970982145303755	10.54731633196385
BA2832	6.751948482659534	21.6788491811367
BA2836	1.2971688750228962	12.468306580047503
BA2837	5.085304327451365	22.898407857056828
BA2839	1.4896625537205594	31.642496415707715
BA2840	8.969869965243106	20.531917229600012
BA2841	5.448407400318256	17.333596721579227
BA2842	1.135910655267999	9.895489999364507
BA2843	1.7878220168931778	10.858547637453205
BA2844	6.073471914163233	17.590131498344554
BA2846	3.906472505045551	18.50294150486064
BA2850	3.2806599123577205	13.43052749037221
BA2851	10.478957851926648	25.04537941152953
BA2852	1.7629710451041474	9.456579436181348
BA2855	2.3722636347667003	17.107630110616615
BA2856	1.2708749021930474	12.066697755388164
BA2858	4.608981256768276	12.633864070958204
BA2860	3.565933863817373	14.530015277964637
BA2861	7.923136275322277	17.408068930780058
BA2865	8.624366262454235	16.238963350670986
BA2866	8.366138308755593	21.19259899057649
BA2867	3.33857517726818	17.232068759781303
BA2868	13.018722412787383	23.494536189676637
BA2870	24.274332237480408	23.69065911934278
BA2871	1.1133244383261105	23.15316795763132
BA2872	3.8164708275390784	18.935171480130546
BA2876	1.859183571717017	13.157898270250502
BA2879	0.575070640946413	15.50509527096519
BA2880	3.5156026952167894	19.49215324075317
BA2882	5.07628512149973	16.603411924717445
BA2883	1.4333433869769687	28.20025393371597
BA2885	9.136538431090091	20.57041289985666
BA2887	8.464919129119613	27.307116773219036
BA2889	0.0680457763349801	0.0893690876800253
BA2893	8.04047064975798	12.4974117886675
BA2901	3.1986274697820662	8.975530107617864
BA2902	2.5259150245335555	9.87114034234456
BA2903	0.268511764252472	5.87011599834422
BA2904	7.067304677141686	20.70134617274038
BA2905	1.8895330543500517	22.33801212442174
BA2906	8.908715478396855	21.176416117737062
BA2908	9.043472851679276	23.172251086718955
BA2909	3.645192582703174	11.488674564864946
BA2910	5.533673432065147	26.26349101086416
BA2911	7.35601010438844	20.84783277632227
BA2914	8.315020190566022	15.0156201416248
BA2915	2.164371517675939	2.41314672352659
BA2921	2.0954264332452808	17.458656163590284
BA2922	10.62765705375156	19.573904682697663
BA2923	4.466900161142507	9.394341271819846
BA2926	7.629097223448881	19.129719312731364
BA2928	12.62873294899734	17.191069360684157
BA2930	6.154426145694959	14.85937609513198
BA2932	12.130844731127125	19.46477251954371
BA2934	1.3562957851481563	9.73098986675119
BA2935	2.653105174408604	9.880445356341776
BA2937	7.498193237452195	17.877732513150956
BA2939	2.2079754294917957	9.710666289915626
BA2944	20.71466634512917	37.64703403612323
BA2947	11.442166833647804	12.357448642886093
BA2948	1.1082148986684204	20.4879431817709
BA2950	9.632561714139898	24.919157088502157
BA2951	5.951188238147757	18.133444760407368
BA2952	14.544101644140271	29.64411745650464
BA2953	1.3781259502585508	7.163653271429381
BA2955	3.5779808539522246	11.13542937935626
BA2956	0.6412839524065527	8.523238456781499
BA2962	11.974556452354564	24.054892956713843
BA2970	2.76728539524176	15.990249149514993
BA2972	8.19807025798213	17.627225547010358
BA2976	7.68942255194602	17.773117510802155
BA2978	6.41703002223666	14.603788957143514
BA2981	0.652906061240974	18.564359098703868
BA2984	4.235287245520808	14.452361922559325
BA2986	8.162509590569805	21.66198824056716
BA2989	3.1500995548410207	24.180054210900927
BA2992	4.418766081231521	23.9380562024542
BA2993	2.212900676301756	13.846655480060836
BA2994	4.952266231396034	16.36308890783346
BA2995	2.99340604018802	14.331090419338244
BA2999	6.3906852737137685	20.07089751224206
BA3001	10.39880202445873	17.71418966299346
BA3002	7.336794699784175	25.71013085930307
BA3004	14.116715846979064	15.801966890605236
BA3006	8.252270837306234	12.927507847907451
BA3008	4.2866496857377365	0.3007671567538219
BA3009	4.436179966926807	19.149190049872782
BA3010	6.1059405634669295	13.643755520925405
BA3011	2.784057131540242	16.20127100029433
BA3013	12.586256499724248	15.826301965085207
BA3023	3.248181807296057	16.109292041670233
BA3025	11.795087855677894	21.606626020315527
BA3027	1.8190710835196224	11.8217154344046
BA3029	0.8763687576046825	11.205176238759671
BA3030	6.732151955359885	21.666872429973047
BA3037	0.7406337561266323	22.454196832329725
BA3038	9.220468526123	26.722751368914007
BA3040	10.131509852482283	10.393675597393589
BA3042	7.880233108835697	31.91703970845472
BA3043	3.3214692717064564	10.557497829345278
BA3049	5.744367216003986	4.158103947463144
BA3051	1.7632316934133028	13.618501220020445
BA3053	17.17856728332196	26.569754013053128
BA3064	11.426613287051367	20.81512093293928
BA3067	3.971068898516835	23.49622855930234
BA3068	1.7139153825785636	32.6958892019907
BA3070	3.9158628540420777	12.2739088603882
BA3071	6.690655920715455	21.66745407747344
BA3072	7.4441840132338255	21.744276519892093
BA3075	1.2491121104239569	9.78077433217044
BA3076	0.3290035271849247	6.585836267450562
BA3077	5.451401359788114	22.34529503861006
BA2040	2.383892823099383	15.768603175760314
BA2160	11.539734945424426	17.506409372433634
BA2303	7.463308501706293	15.03837826541991
BA2353	10.822900007551391	27.233366359776674
BA2516	10.627818321365057	21.259529388671154
BA2590	12.81367377381369	29.16348122073776
BA2647	2.9984253470233098	21.26802428024812
BA2891	5.174547962158221	10.22953782959444
BA2924	2.582705972752072	20.532589760834025
BA2971	1.5854315417505231	19.08055261903843
BA3036	6.503188905241124	21.532179511729048
BA3059	1.0097287513996918	18.54532868077653
BA3073	7.1990670043622735	14.944238120335736
BA3078	12.946903516316324	35.18664561153126
BA3079	1.3646973961989346	19.909318281196608
BA3083	6.697350327116042	21.978305936397295
BA3084	10.734268728262462	17.84399375600065
BA3085	9.610881378255511	26.01224963306068
BA3087	15.337301013841849	48.86803170684532
BA3089	11.853567356438884	23.137690705828494
BA3094	6.801759993324186	28.49290823798763
BA3095	9.71028807970256	20.620505966732463
BA3098	9.236971538084326	23.62762660915261
BA3099	13.090206837982374	36.54224908379226
BA3103	1.614517260987918	21.202410683230404
BA3108	15.642078447811906	27.17003893415094
BA3109	0.7703861138349644	17.987162225593785
BA3110	3.447038366842655	23.61354936917826
BA3114	3.5866801602643537	11.088207106757388
BA3116	2.3925144815207022	13.54410492909614
BA3117	16.890939743361592	32.99850340543902
BA3118	2.361970070571154	18.419906314914087
BA3119	13.444196252475477	24.22301068782385
BA3123	5.786639365500211	19.325795422691492
BA3124	4.336063938041852	11.595967067149676
BA3126	5.726977872095656	23.07814911886787
BA3128	3.14903558564337	17.85383423310964
BA3130	4.532483798636333	12.057733345196048
BA3133	0.620446569891931	35.60647067572976
BA3135	2.5985889691786146	14.423862792892812
BA3136	10.09440470147002	26.020118488952967
BA3137	4.858262733543676	17.99946922539952
BA3138	2.6455798845607426	17.948405734384835
BA3139	13.370849088005434	61.89541159416133
BA3141	12.648730844908464	21.324758045316084
BA3142	5.748017334281799	46.60967367517731
BA3145	1.520235981899007	21.111123300919846
BA3146	7.388156786803747	21.602179497941837
BA3149	0.8452928419011833	21.63447056331703
BA3152	6.9098235190799135	26.69930441544388
BA3153	1.861053482697555	31.543536116768177
BA3154	0.7157482917318699	34.14570005484676
BA3156	15.633443146582904	19.49857490673853
BA3157	13.717961630797872	23.14124354717321
BA3158	5.978434887400639	22.028408728000585
BA3162	1.745220597852206	23.07486636372992
BA3163	4.119575633976791	14.556965582467331
BA3164	14.01369975533636	29.786068872909603
BA3167	4.106989071237717	20.567990490892964
BA3169	1.5403379036422693	20.415742448754457
BA3171	2.64769875983621	49.20184704080764
BA3173	4.618444181534551	27.98654696106653
BA3174	1.225304999204696	22.481708707839694
BA3175	3.1147708461274544	16.98894756673063
BA3176	8.366915351712338	18.64217401050913
BA3177	14.383280808732884	37.12825353716463
BA3178	11.04530380764288	11.343132947483015
BA3180	2.389200429470613	28.83046345372784
BA3181	4.107804565570681	12.539176864756952
BA3182	10.283479445206073	27.52360362055456
BA3183	7.707896290573495	29.19110257797213
BA3185	2.09814643431112	16.0689464411771
BA3186	4.930075069869157	26.671352579888893
BA3187	4.387623745119788	17.671849707854243
BA3189	8.606060206799855	34.77103318446292
BA3190	1.9054535072318075	13.582985218241213
BA3191	7.4800404045123	17.4967395117262
BA3192	4.391174582041212	25.62671641213393
BA3194	16.456396828308634	35.935356555517195
BA3195	4.733956309124763	16.40482357099114
BA3197	7.0834163410671245	16.74318582812262
BA3199	14.893885416518865	26.886278539283374
BA3200	11.172176168777597	21.870631329961405
BA3202	6.211854984162505	24.89452366575615
BA3203	0.462865535939629	14.692021043920066
BA3206	8.89350367937644	23.017601304312947
BA3207	6.236066454663524	21.08589263526197
BA3208	5.39436780732066	18.69157945657816
BA3210	0.9254680142509302	25.00701142440425
BA3211	7.286440941111669	20.94416288181397
BA3212	13.90084344006516	38.42654424973168
BA3213	7.2163041184393935	28.595132790427066
BA3214	3.061965510161289	19.227635695526825
BA3216	3.693837304190768	14.3557010442588
BA3217	7.2290811027363695	16.74182319835738
BA3219	7.194942439126423	14.358489399213893
BA3221	5.875145536053527	15.472372826909858
BA3222	15.028627502841532	45.00221066210596
BA3225	4.7234968814869145	16.252474175634926
BA3226	9.573149417250905	19.63876066105797
BA3227	11.548100320860753	22.406453016091405
BA3228	13.031576053566567	28.892920691148067
BA3229	11.257910854005528	29.721164245602424
BA3230	6.9361542225314	19.80458906416293
BA3232	11.728760604111896	18.64192081999083
BA3234	6.996621698419788	20.17473302052334
BA3235	4.965874758559991	15.371318318553923
BA3237	2.935763294187172	27.98315846822433
BA3240	9.34082336261989	26.53802348143133
BA3242	5.0475834925523335	18.60678946129853
BA3243	7.025342022991135	27.182019369641385
BA3245	1.3884219118686445	24.70548102610767
BA3249	1.585349419007639	27.04526177937093
BA3250	10.225006592347055	29.723698269728747
BA3251	4.144675295396382	18.96515071718015
BA3255	9.698192129195943	19.530658366366755
BA3258	7.573466978596803	19.25644449572177
BA3260	1.8081438700173231	21.71300533111998
BA3261	8.67655944921525	18.19364774393248
BA3264	11.512219382915497	28.724599060108773
BA3266	9.45808487627196	28.79690094170825
BA3268	14.486433083951813	34.215264264099496
BA3269	0.5394015960252108	15.204697938644848
BA3270	8.21347318798494	24.530727937607185
BA3271	10.67642347488158	27.916898924965192
BA3273	0.1307225817365397	20.44500246613187
BA3275	7.346829474213139	28.412871710293533
BA3277	2.502457281351905	17.164565410884723
BA3280	1.5952265048521377	14.365310348195427
BA3283	1.789056666616367	16.69487906533864
BA3285	12.944153894934344	62.17898985108376
BA3286	10.443565640805431	21.368852478931604
BA3289	1.1660382190912415	8.671812401369937
BA3290	4.807436548294259	23.97434788088257
BA3293	15.613590739482175	27.98536128377098
BA3295	7.791904652993529	28.37486135458929
BA3296	3.925540541410126	16.547626760789306
BA3297	12.817903020225929	31.61271538032367
BA3299	2.069490887899604	13.91130497298182
BA3300	8.89918583362261	37.73830015271734
BA3302	16.954578670326512	47.58395676045272
BA3305	4.800360717676655	17.9495129193202
BA3306	4.929562999898404	15.822574986127442
BA3308	9.543242419641448	21.61813851587103
BA3310	3.181497384800524	16.233968503775053
BA3311	4.782832057077079	26.322291810625305
BA3312	12.733872962967148	26.274338440187364
BA3315	5.186781523589535	35.11440382264742
BA3317	13.922508639325905	21.33458099470292
BA3318	1.4807227965024126	31.470847071104163
BA3319	7.139020891930767	22.17690767917441
BA3322	6.904085618316202	19.028309672175208
BA3324	7.495927604746196	43.99440756721232
BA3325	1.351274448198906	18.92294556082813
BA3326	6.7782810111651335	23.60399145233129
BA3328	7.547825732369589	22.770125349103125
BA3329	7.488910948293375	36.48269764177509
BA3332	6.25653214657412	28.276913195499503
BA3333	5.692624350807811	25.26353103615665
BA3334	2.1330637647598447	9.127914629344902
BA3335	2.801851912072096	18.262137171353483
BA3339	5.922770442356887	16.505423984927283
BA3341	0.6608588373571984	21.133817970311235
BA3345	2.924949411938865	10.56551791674996
BA3347	3.616719109221729	12.895248893688454
BA3351	8.614564853936525	36.15111433085691
BA3352	5.280276120889902	11.602828493127593
BA3353	13.472213887054126	35.31452803631488
BA3357	10.146071922479312	23.394936659638905
BA3362	11.357770474075744	21.929829281753584
BA3367	1.8547931723671427	15.08460695321988
BA3369	11.977269448540548	30.111459179936265
BA3371	1.575778728882254	16.57214863696018
BA3373	16.32544589028262	59.687482235387535
BA3374	4.875487867921422	14.286142079384424
BA3375	4.179687728436753	14.986029961281671
BA3376	9.478785062539664	18.460625960877035
BA3379	10.754390475523389	28.28338708702801
BA3380	3.250882412402792	15.395065123545448
BA3381	12.256402214427588	31.6022929834454
BA3384	10.406444775902456	15.82572118593314
BA3385	6.497014294028218	18.844695554238974
BA3386	12.258859751889808	23.83686331483464
