	NPM1	ANKRD26
BA3339	626.678045270493	0.25566762427951
BA3341	421.7995890299875	0.0457559604282564
BA3345	298.4684129107943	0.0800644491193132
BA3347	367.6588013590879	0.0459730194623045
BA3351	1141.2728330008597	0.0791110288090746
BA3352	1009.48292692605	0.1704508233038805
BA3353	1102.8245627294202	0.3350738971605566
BA3357	1504.124385620915	0.2036469307716011
BA3362	500.0933792849923	0.0453909093987934
BA3367	537.7630320256033	0.0431394868472527
BA3369	1465.514607626894	0.2834342923606955
BA3371	1014.8823431778004	0.0699093393378503
BA3373	1409.1702353481785	0.4541343669129002
BA3374	414.51261856879495	0.085460688034833
BA3375	542.9281467101315	0.1814461047842465
BA3376	832.1562503986981	0.213281763530911
BA3379	1381.0621631608255	0.21190197127955
BA3380	994.131580493791	0.1150628306795995
BA3381	1165.540186450207	0.2316311171098442
BA3384	614.6547345886245	0.0917427992625424
BA3385	696.60522178433	0.1139937681376816
BA3386	1311.4488388556415	0.3179497135480497
BA3388	571.5370032166161	0.087975231979313
BA3390	441.3767632192111	0.0569563464490148
BA3394	1971.1116355006295	0.1883124566660765
BA3395	648.7028949491017	0.0199673545821065
BA3397	343.99908085329525	0.1683453653790374
BA3399	303.15185061656314	0.0155449346909638
BA3400	626.43397754856	0.0271737381586666
BA3403	1201.5489590327447	0.2187381357086483
BA3405	396.6592348508193	0.0972531907236421
BA3406	639.8543728355419	0.2235708332191736
BA3407	657.9142688009858	0.0447343272496223
BA3408	537.8256037723609	0.0639561294571632
BA3410	487.2527660195591	0.0358935734416683
BA3411	1109.4962852678982	0.2125169796871319
BA3412	804.5130972634437	0.1022980414908917
BA3413	1296.2348854452173	0.1237277888681188
BA3415	837.5896348464944	0.2564215134296698
BA3416	958.7217587267608	0.1933481923694042
BA3417	1049.5468800715762	0.1899973509345175
BA3418	902.6669824032176	0.0205148650610346
BA3421	243.30442046849072	0.0135030323871982
BA3422	1287.6257360644838	0.241298780518215
BA3423	1301.742594560405	0.1132302454040128
BA3427	444.87211037047854	0.1646472062587361
BA3430	237.22518926677367	0.0120671274758892
BA3431	356.34041291079427	0.0077290714729614
BA3433	757.5797036118004	0.0875080907277891
BA3434	1268.914612892414	0.1101710454035703
BA3435	1166.2782179622332	0.1385476024050364
BA3436	1226.9900517577862	0.1527471738943582
BA3438	1213.4320555798831	0.1996984960836413
BA3445	1300.746105321202	0.1216485536347899
BA3446	543.7477859950156	0.0828173685289445
BA3447	612.0209696340626	0.0642440685079519
BA3448	729.6131623391016	0.1605027263232905
BA3449	1193.0168362012575	0.098997676615262
BA3450	695.7256534001525	0.113201470387828
BA3451	396.52403117684895	0.089983253567368
BA3452	1152.029653159582	0.1131088928477923
BA3453	634.8876040480708	0.0526052506586992
BA3454	1521.3874292966152	0.3376352615574677
