	NPM1	ANKRD26
BA2813	956.1876397957584	0.080599392772911
BA2814	292.92542751260964	0.0936397925612676
BA2816	751.735240132557	0.0838425340790739
BA2817	351.466447693497	0.0381250380554298
BA2820	864.9211133492273	0.1169986503170474
BA2821	2368.0972957935314	0.1919127031317831
BA2822	215.09595990312312	0.1181690144971088
BA2824	575.4304511182471	0.0754447081823145
BA2828	478.5242470631485	0.0539155749511906
BA2829	782.8986428799258	0.2415186873754511
BA2830	1139.5572352373538	0.1480382392591129
BA2832	406.77833419830574	0.0951491131993148
BA2836	606.31108243187	0.099972876790751
BA2837	1414.4278362174755	0.1224218526537008
BA2839	1031.7349631035208	0.0588322740539569
BA2840	733.1034845088849	0.0147855818305987
BA2841	1035.6599321537274	0.0618200984878985
BA2842	228.17158173718903	0.0127793032014536
BA2843	615.0665209458472	0.0581807136706404
BA2844	1035.935132632706	0.1219964275152345
BA2846	985.9857015872244	0.0576113785708777
BA2850	692.2431064672905	0.0495820304011984
BA2851	919.37662155295	0.2075683348200149
BA2852	502.1760089038096	0.06026793159437
BA2855	365.6997907848002	0.0242814297510733
BA2856	277.16175692113075	0.020246754257474
BA2858	739.1818848559551	0.043030868823899
BA2860	555.6940166885612	0.036741953939269
BA2861	719.6234072019765	0.1018255102199432
BA2865	935.5207895305904	0.0589274755322581
BA2866	1144.4032637571156	0.1098600129293041
BA2867	599.1445737307881	0.0493847275400429
BA2868	1261.2430804640578	0.1485854399372317
BA2870	1653.638735134638	0.1839146149969036
BA2871	757.0156570816912	0.0972259812354074
BA2872	632.0389651010667	0.1298060551418431
BA2876	487.2383254891148	0.0228840170303973
BA2879	328.0760054709504	0.0103163922911299
BA2880	579.6172882033982	0.0384835232838636
BA2882	348.2327707363618	0.0916508963060952
BA2883	979.3831896938536	0.0518730113582381
BA2885	583.6435163560876	0.1268046120319884
BA2887	831.9369645091011	0.14236390557965
BA2889	11.096241640852648	4.298256513879684e-05
BA2893	978.1620407888548	0.1003978151080481
BA2901	502.0742446304135	0.0069111758333181
BA2902	676.7777450169481	0.0828646932302179
BA2903	91.926374111376	0.0221691327241882
BA2904	902.9180070495252	0.1544814550241608
BA2905	900.5493842477714	0.0231786844585923
BA2906	538.9536053887781	0.2215877099607164
BA2908	1625.8994007903684	0.116407991105031
BA2909	293.2362985614428	0.0428369889049156
BA2910	883.0583790957795	0.0729420851391843
BA2911	1305.4111269455125	0.186358620510326
BA2914	484.6472481713943	0.096543097437762
BA2915	193.40122712012848	0.0239475178669068
BA2921	516.5545776177578	0.0274706810988416
BA2922	1083.0371638041483	0.1964590739555861
BA2923	190.9176332192651	0.0475516586134558
BA2926	1143.5630600777397	0.1421276633962953
BA2928	624.6365392400136	0.1166260845212037
BA2930	489.7437718419047	0.0780450688530144
BA2932	1050.7566343923838	0.1855968615078159
BA2934	267.241312590214	0.0461619460575538
BA2935	464.9088278542738	0.0941546601400972
BA2937	437.48340007136017	0.0748529312078155
BA2939	838.9056317812485	0.089298454264707
BA2944	2698.337102950637	0.1972916554292326
BA2947	808.8363659265746	0.0747468646716348
BA2948	448.3459530725442	0.0390945053018541
BA2950	1527.9173758034783	0.1562115405201807
BA2951	1225.5905918789902	0.1252683164363751
BA2952	868.2035326148657	0.1792843230933414
BA2953	773.6017261281132	0.0307733748668143
BA2955	255.83240869946	0.0263330832241014
BA2956	182.43355660433457	0.0433415614474695
BA2962	1448.9492234980564	0.1009696613313942
BA2970	945.5326477562074	0.0680505714929685
BA2972	1025.0073895619455	0.1371681120441599
BA2976	682.0966436313704	0.1172286245066721
BA2978	463.7697548343848	0.0616967382297658
BA2981	620.2075130962227	0.0280458234491726
BA2984	519.9562388513167	0.102620681263346
BA2986	831.3159558755951	0.2052467806414988
BA2989	918.7735847970288	0.0988443126673443
BA2992	1040.0243023186663	0.0791317095436318
BA2993	490.2168793417561	0.0456003474047976
BA2994	783.4573074760644	0.0563517566868785
BA2995	448.89376179200656	0.0404090358324853
BA2999	551.318378149716	0.0776336128075411
BA3001	1127.8882983776364	0.1764443181312913
BA3002	658.5376207582564	0.1236478705497091
BA3004	607.1595518577985	0.1479576842061447
BA3006	685.9478445103986	0.1164129017015044
BA3008	11.502818985603614	0.0015137407225137
BA3009	967.4619845386184	0.1483469908307169
BA3010	786.927717035091	0.0510149231167553
BA3011	1173.5226977948612	0.0495532195218655
BA3013	1321.290876995518	0.0998961095646001
BA3023	1015.7452736286136	0.0401860062477846
BA3025	796.68252407056	0.0903605027957989
BA3027	339.48845342934527	0.0804972182513591
BA3029	409.49845003703166	0.0620455432716604
BA3030	1040.9582844218469	0.1715598136524597
BA3037	796.8167148834721	0.0699371811454693
BA3038	712.6495139882256	0.1522700720002687
BA3040	659.1284817517854	0.135668386968117
BA3042	930.6569966806684	0.0891873907409524
BA3043	279.3242529341486	0.031577833224665
BA3049	207.05831119544595	0.0260221719437725
BA3051	339.05996434691883	0.0375328787164713
BA3053	1159.914784973267	0.0120101751642122
BA3064	811.7129054909528	0.1313189526205971
BA3067	416.1485327851571	0.0488548593462417
BA3068	473.2820363883077	0.0167165335285298
BA3070	339.2050705493115	0.0778914409239408
BA3071	651.3380244516886	0.227976410805631
BA3072	802.8031381469049	0.1621422887166036
BA3075	495.5792932364566	0.0670620795140251
BA3076	81.10637218410939	0.0007891583672065
BA3077	291.70705449866745	0.1239914544122566
BA2040	349.01179584488875	0.0294247764111691
BA2160	743.0925136584549	0.1732016862739373
BA2303	465.3506401336382	0.1094423238970856
BA2353	1483.0301806981408	0.3008724241973763
BA2516	1350.9859271639175	0.196016556457632
BA2590	1522.0878930840054	0.2209744070593811
BA2647	869.0202300015676	0.1195788161979814
BA2891	336.46402777102026	0.0731645061725393
BA2924	974.9096307108452	0.1442671346460503
BA2971	504.3848558415371	0.0417187323195206
BA3036	1024.0701671559168	0.0837591667272423
BA3059	509.7243617530828	0.0122422631405239
BA3073	1092.6461944187656	0.0963737420645437
BA3078	1752.2812406677583	0.2709232775112928
BA3079	431.2270461408715	0.0737951019058378
BA3083	724.4524761132466	0.1166555785440409
BA3084	552.0035124907421	0.1137771196826344
BA3085	820.8800895732983	0.0988390100838871
BA3087	552.9716823524008	0.3667634367161493
BA3089	1439.473474832006	0.1974021055350638
BA3094	665.2058175556962	0.0719806493667195
BA3095	574.7167668683135	0.172605870554088
BA3098	808.7351486941619	0.1599299930091444
BA3099	1438.6175286116652	0.1588044690836774
BA3103	879.3752567562454	0.0732660809961735
BA3108	1114.4842264173385	0.1868446244079698
BA3109	463.60528194856647	0.0240168978015921
BA3110	812.5846052698445	0.1013103687567209
BA3114	701.3618263081356	0.0435056277365198
BA3116	596.0115959551728	0.0415787886855296
BA3117	2013.0868083599587	0.249760967352401
BA3118	762.0598576309488	0.0738841274539271
BA3119	1297.1689066208232	0.2590109159947394
BA3123	1253.3905845807856	0.1308776177389964
BA3124	476.7455394130081	0.1402864193187947
BA3126	423.3258870021679	0.0910550317634681
BA3128	1184.566686506971	0.0969489331229033
BA3130	233.00493093195377	0.1174347605090998
BA3133	548.0215910572665	0.179135239963297
BA3135	1036.4799729020365	0.0999029472532854
BA3136	540.2219088535331	0.186215755432781
BA3137	658.66789022419	0.2078364211160145
BA3138	964.934672472794	0.1322535530557612
BA3139	854.6870240840752	0.4306117930057548
BA3141	1771.353530898436	0.2273120782528223
BA3142	823.5670939630331	0.1827921101946747
BA3145	527.3541563951194	0.0469224240607921
BA3146	724.235544067641	0.0674524534072955
BA3149	297.9528024511156	0.0093308601283023
BA3152	363.3788364769674	0.0648474077106836
BA3153	810.1571869475665	0.0476695696916912
BA3154	369.5337442438789	0.0878808618228161
BA3156	1108.0450205647187	0.208663865637236
BA3157	2477.163519518644	0.159711245473273
BA3158	656.5434153110926	0.1666063352069648
BA3162	712.9927125750769	0.0758677768061341
BA3163	195.17160065846025	0.0962151178042414
BA3164	1006.7027276039724	0.1811772882183542
BA3167	839.6627692307691	0.0518547537914969
BA3169	407.5842455818831	0.0581025690835027
BA3171	428.433612084205	0.1725934987479806
BA3173	1272.5773057461197	0.0994092680373188
BA3174	430.156349005552	0.0799052280320628
BA3175	459.5290877514503	0.0784667538793301
BA3176	1129.7328969763803	0.15271160491076
BA3177	1587.6337128940356	0.2067254102937631
BA3178	593.7176450937144	0.0726631912830287
BA3180	1005.2974130297282	0.1003632884110899
BA3181	531.1001912075557	0.0844040890432351
BA3182	859.4595282116155	0.1821612695155502
BA3183	1450.5036346356574	0.1996715552430265
BA3185	762.8095147721068	0.108387277929668
BA3186	750.6033154338107	0.0377362173743237
BA3187	685.79900724955	0.1038180445849434
BA3189	1463.1101118193071	0.2110863894466824
BA3190	1966.934271120193	0.1955205947649054
BA3191	526.8250531687722	0.0990624192384157
BA3192	1365.1212215978203	0.1316984592736867
BA3194	1392.2868741519217	0.2722968079470907
BA3195	1043.4049337025683	0.1030371869904062
BA3197	547.1094108862185	0.1735934681411436
BA3199	2511.9588647777828	0.323758144742051
BA3200	784.4308424290588	0.156871504672367
BA3202	940.5521645123448	0.1241658300817318
BA3203	210.9951207123048	0.0328159459240903
BA3206	767.2675833968548	0.0826866127697796
BA3207	609.5461392578536	0.1494416612202465
BA3208	724.5936845121286	0.1553657587590968
BA3210	578.2796027479092	0.0158648891921463
BA3211	866.1912154024554	0.1056344944292173
BA3212	418.0380708088032	0.0601623954644293
BA3213	1180.523693648399	0.3051562427649487
BA3214	1506.22650339772	0.1633513330512442
BA3216	768.3636119706774	0.0953097071048951
BA3217	1052.5268080301876	0.2084328234081645
BA3219	405.0458000859567	0.1218000907817263
BA3221	322.6561060239921	0.1095331435082641
BA3222	1297.8599968996143	0.2679646017084232
BA3225	244.08352575725635	0.1388475542702838
BA3226	1197.3099928369477	0.0995692040909203
BA3227	883.0480512982696	0.2399483404260987
BA3228	1697.5546582007491	0.173903497019305
BA3229	1455.519949236932	0.2109525960877566
BA3230	849.2743784848928	0.1188942040966785
BA3232	987.2649466366088	0.1113835972102214
BA3234	353.1609618763414	0.1568715005775097
BA3235	255.76999018796928	0.0758531585143622
BA3237	907.363305324446	0.0943886948011534
BA3240	1127.7512233088437	0.4236223863313026
BA3242	806.7854193169961	0.123501030263645
BA3243	980.8468532249954	0.1840887720369603
BA3245	188.53847669710288	0.0403688335391993
BA3249	731.5733312384782	0.0357023964125395
BA3250	921.1257791725455	0.2458202049322738
BA3251	644.4370405726117	0.1098046366559915
BA3255	727.1856605956416	0.1591779835746813
BA3258	435.4845579666661	0.1450223893735275
BA3260	597.0581526568168	0.0467900594918251
BA3261	849.8163244295235	0.1022474623553216
BA3264	1007.2563954978184	0.2043545949114047
BA3266	1097.5275507982071	0.3185773255494984
BA3268	1563.115475951064	0.2723868302277498
BA3269	341.03154410548336	0.0516338443415157
BA3270	1212.1378999226934	0.1443905575112668
BA3271	1091.401344978024	0.1874025031065722
BA3273	347.22410491574624	0.0353315656837902
BA3275	1010.2440870702844	0.163546191195453
BA3277	876.774825708061	0.0643558354002278
BA3280	673.4310204187548	0.086787121251085
BA3283	744.2270885569558	0.1551199239210318
BA3285	965.9732478767633	0.3561114318715486
BA3286	729.8611190039842	0.2615020960513348
BA3289	237.80493783010863	0.0166844169122524
BA3290	1028.6537067311071	0.0958489365506346
BA3293	1410.6575633186828	0.1826554701345067
BA3295	931.4742750450056	0.2174820772175096
BA3296	427.2224889851171	0.0721742751182517
BA3297	892.6426763057029	0.1749312350537441
BA3299	588.9359797974884	0.0712958118060759
BA3300	892.2016144980187	0.1563663398710253
BA3302	2404.70236921347	0.3697604637090291
BA3305	825.9343252350294	0.1134054744463258
BA3306	1342.1610074766056	0.0912675665651452
BA3308	880.1282427815349	0.0755488660633306
BA3310	813.7038750493303	0.1767330979309339
BA3311	512.6421293458105	0.0869201644415238
BA3312	1224.9597742827486	0.2128703431268289
BA3315	838.4970079253096	0.3137911578058976
BA3317	2032.3938769360516	0.1774809405340009
BA3318	955.1253143309708	0.1776324538451106
BA3319	612.65364137163	0.1509537340070237
BA3322	563.6207557696362	0.1557648860948867
BA3324	1381.989756996816	0.1882079371248953
BA3325	598.5692094909097	0.1478796326202091
BA3326	639.2512433978278	0.1543337337590067
BA3328	720.8834453148229	0.2093207618468053
BA3329	2369.4967076447338	0.1678003785841406
BA3332	2478.666371359682	0.1991075411240248
BA3333	1597.9960076658178	0.1755398446614303
BA3334	703.4833047568076	0.0378820248353297
BA3335	649.309428929002	0.1660107331093414
