	JAK2	STAG2
BA2618	0.0506619408093635	0.0248820946495365
BA2619	0.0154702435584577	0.0577329647097088
BA2620	0.038380892577357	0.0512278419255163
BA2621	0.0487565518772818	0.0320377297121483
BA2622	0.0370208770343223	0.0499268173686778
BA2623	0.0439655758949661	0.0678159050252073
BA2629	0.0286808618266718	0.0406570174012034
BA2631	0.024531174882319	0.0429338103756708
BA2634	0.0251471498793097	0.0193527402829728
BA2636	0.01655538279583	0.0352902911042445
BA2639	0.0366963339394105	0.0554561717352415
BA2644	0.0660494063857392	0.0502520735078874
BA2645	0.0109750787004989	0.0281346560416327
BA2646	0.0175268224694263	0.0738331436005854
BA2649	0.0084968127272589	0.0432590665148804
BA2651	0.0050349307062841	0.0372418279395023
BA2653	0.0149514125288267	0.0322003577817531
BA2655	0.0338669825118428	0.0917222312571149
BA2656	0.0050824078843945	0.0161001788908765
BA2657	0.0235453692234453	0.0463489998373719
BA2658	0.0658132488136313	0.0603350138233859
BA2659	0.0366985235505495	0.0583834769881281
BA2660	0.0159394077988394	0.0295983086680761
BA2662	0.0473093791298869	0.0447227191413237
BA2663	0.0428870054910106	0.0411449016100178
BA2667	0.036568268390357	0.0463489998373719
BA2670	0.0162826961013065	0.0652138559115303
BA2674	0.0497435858545993	0.0617986664498292
BA2675	0.0133849326769341	0.0473247682550008
BA2676	0.0155673875258173	0.040169133192389
BA2677	0.02744111468083	0.0322003577817531
BA2681	0.0118471847955965	0.0361034314522686
BA2682	0.016036551766199	0.0180517157261343
BA2685	0.0105059144601171	0.0640754594242966
BA2688	0.0126221469233346	0.038380224426736
BA2691	0.0371367662092373	0.0426085542364612
BA2694	0.0147571245941075	0.0247194665799316
BA2695	0.0126927485312782	0.042771182306066
BA2697	0.0496242787501016	0.0325256139209627
BA2701	0.0178966531313094	0.0177264595869247
BA2704	0.0130581999708835	0.0408196454708082
BA2705	0.0229790610157039	0.0513904699951211
BA2707	0.0315211613099343	0.0365913156610831
BA2709	0.022832250259095	0.0203285087006017
BA2712	0.0180765750807512	0.021792161327045
BA2714	0.0320399923395653	0.0509025857863067
BA2715	0.004662910433262	0.0295983086680761
BA2718	0.0274929710812182	0.0491136770206537
BA2720	0.0246117632532622	0.0416327858188323
BA2721	0.0345160687016663	0.0634249471458773
BA2722	0.024417475318543	0.0559440559440559
BA2723	0.0122832378431454	0.0650512278419255
BA2724	0.0122048390833411	0.0213042771182306
BA2726	0.0158610090390352	0.0265083753455846
BA2727	0.0205791938022682	0.0469995121157911
BA2728	0.0460409000134901	0.0661896243291592
BA2731	0.016036551766199	0.0152870385428524
BA2733	0.0115579425046566	0.0247194665799316
BA2735	0.0081557140359307	0.0326882419905675
BA2737	0.0276563374342435	0.0258578630671653
BA2742	0.0306987220040859	0.0562693120832655
BA2744	0.0043052561455174	0.0131728736379899
BA2746	0.0383709058143575	0.0359408033826638
BA2747	0.0112477653950224	0.0226053016750691
BA2748	0.0214247575379499	0.0484631647422345
BA2751	0.0363696012333598	0.0460237436981623
BA2756	0.0054544281574165	0.0325256139209627
BA2758	0.0311016638588019	0.0411449016100178
BA2760	0.0309879642950258	0.0551309155960318
BA2762	0.0122688718578679	0.0292730525288664
BA2764	0.0152472236531835	0.0564319401528703
BA2765	0.0534503838922378	0.0668401366075784
BA2769	0.0266043093897041	0.0305740770857049
BA2772	0.0086601790802842	0.0286225402504472
BA2775	0.027412382710275	0.0439095787932997
BA2776	0.0184298501462179	0.0639128313546918
BA2778	0.0292868500606629	0.0304114490161001
BA2782	0.0552111516788496	0.0487884208814441
BA2786	0.0182421310449155	0.0307367051553098
BA2787	0.0446665184851778	0.0400065051227841
BA2789	0.0202115527515241	0.0484631647422345
BA2791	0.0081413480506532	0.0404943893315986
BA2792	0.0174915216654545	0.0320377297121483
BA2798	0.0240620106419373	0.0413075296796227
BA2801	0.0326725229329723	0.035778175313059
BA2802	0.0265005965889276	0.0417954138884371
BA2804	0.010567757623505	0.0258578630671653
BA2806	0.0088213558221706	0.0255326069279557
BA2808	0.0091602649023599	0.0282972841112375
BA2809	0.0369877658414894	0.064563343633111
BA2811	0.0126243365344736	0.0388681086355504
BA2812	0.0120083615374829	0.0219547893966498
BA2813	0.0059732591870475	0.0227679297446739
BA2814	0.0201309643805809	0.0263457472759798
BA2816	0.0285737310963126	0.0239063262319076
BA2817	0.0108757451220003	0.0483005366726296
BA2820	0.038238461043026	0.0510652138559115
BA2821	0.0344498463160006	0.078549357619125
BA2822	0.0108569999144449	0.0450479752805334
BA2824	0.0170885798107385	0.0486257928118393
BA2828	0.0281089460782088	0.026996259554399
BA2829	0.0328293204525808	0.0787119856887298
BA2830	0.0217802222145556	0.0274841437632135
BA2832	0.0160531073626155	0.0419580419580419
BA2836	0.0116838184425712	0.0172385753781102
BA2837	0.0267964077132844	0.0370791998698975
BA2839	0.0129135788254135	0.0536672629695885
BA2840	0.0420889189334393	0.0541551471784029
BA2841	0.0156457862856216	0.0406570174012034
BA2842	0.0084018583710382	0.0458611156285574
BA2843	0.0152737660125995	0.0227679297446739
BA2844	0.0143232611576976	0.0268336314847942
BA2846	0.0228653614519279	0.0348024068954301
BA2850	0.0172000897633756	0.0299235648072857
BA2851	0.0602882190482711	0.0866807610993657
BA2852	0.0093236312553852	0.0369165718002927
BA2855	0.0084327799527321	0.0587087331273377
BA2856	0.0073973075046091	0.0500894454382826
BA2858	0.0137900641427891	0.0351276630346397
BA2860	0.0140958620301454	0.0302488209464953
BA2861	0.0173965673092338	0.0344771507562205
BA2865	0.0107620455582242	0.0377297121483168
BA2866	0.0173843909350953	0.0361034314522686
BA2867	0.020358363508133	0.0590339892665474
BA2868	0.0276354026155492	0.035778175313059
BA2870	0.015517720736568	0.010408196454708
BA2871	0.0323457902269216	0.0450479752805334
BA2872	0.0310563762918305	0.0548056594568222
BA2876	0.0092242976768866	0.0305740770857049
BA2879	0.0151335240894074	0.0557814278744511
BA2880	0.0248247963955369	0.0456984875589526
BA2882	0.0496639587763513	0.0364286875914782
BA2883	0.0263294330840416	0.0598471296145714
BA2885	0.0470719932393352	0.0492763050902585
BA2887	0.0196905321107541	0.047162140185396
BA2889	0.0	0.0
BA2893	0.0085133683236753	0.0300861928768905
BA2901	0.0079161385342401	0.0284599121808424
BA2902	0.0095819519646312	0.0226053016750691
BA2903	0.0467396529925629	0.0364286875914782
BA2904	0.0613290320113671	0.0658643681899495
BA2905	0.0149183013359939	0.0253699788583509
BA2906	0.0287039862565051	0.0526914945519596
BA2908	0.0252542806096689	0.074158399739795
BA2909	0.0222019092768269	0.033989266547406
BA2910	0.0104728032672843	0.0489510489510489
BA2911	0.0297394587046281	0.0562693120832655
BA2914	0.037982329944919	0.064563343633111
BA2915	0.0086226886651735	0.012197105220361
BA2921	0.0106317903980317	0.0221174174662546
BA2922	0.0090465653385838	0.0352902911042445
BA2923	0.0191451587217071	0.0216295332574402
BA2926	0.0218795557930541	0.0452106033501382
BA2928	0.0193250806711489	0.0346397788258253
BA2930	0.0423659848502407	0.0606602699625955
BA2932	0.0118140736027637	0.0476500243942104
BA2934	0.0289148297876408	0.0813140348024069
BA2935	0.0227682174845683	0.0278093999024231
BA2937	0.0232517477102275	0.0378923402179216
BA2939	0.0136410637750412	0.0203285087006017
BA2944	0.0468280385153667	0.0757846804358432
BA2947	0.0125559245376689	0.0265083753455846
BA2948	0.0388378804436002	0.0613107822410148
BA2950	0.0478944325451836	0.054968287526427
BA2951	0.0208087825409593	0.0349650349650349
BA2952	0.0363949152743321	0.0432590665148804
BA2953	0.0079945372940443	0.0172385753781102
BA2955	0.0412311788236191	0.0265083753455846
BA2956	0.0085939566946185	0.0196779964221824
BA2962	0.0146930918195807	0.0390307367051553
BA2970	0.0085133683236753	0.0300861928768905
BA2972	0.0466128157619531	0.0512278419255163
BA2976	0.0524811338297804	0.0617986664498292
BA2978	0.0782576633986631	0.0648885997723207
BA2981	0.0123329046323947	0.0526914945519596
BA2984	0.0274885918589403	0.0361034314522686
BA2986	0.0113283537659656	0.0404943893315986
BA2989	0.0117665964246533	0.0647259717027158
BA2992	0.0279355929621839	0.059359245405757
BA2993	0.0111506214276627	0.0204911367702065
BA2994	0.0105368360418111	0.0274841437632135
BA2995	0.0230618389977861	0.0365913156610831
BA2999	0.0433408424534197	0.0585461050577329
BA3001	0.0175577440511202	0.0531793787607741
BA3002	0.0349708669567705	0.0604976418929907
BA3004	0.0189718056056822	0.0569198243616848
BA3006	0.0150816676890192	0.0245568385103268
BA3008	0.0014240483175615	0.005204098227354
BA3009	0.016557572406969	0.0489510489510489
BA3010	0.0333503410933508	0.0125223613595706
BA3011	0.0044355113057099	0.0504147015774922
BA3013	0.0082881588072622	0.033176126199382
BA3023	0.0059567035906311	0.0460237436981623
BA3025	0.0154371323656249	0.0375670840787119
BA3027	0.014484437899584	0.0271588876240039
BA3029	0.0042081121781578	0.0222800455358594
BA3030	0.0413757999690891	0.0717189786957228
BA3037	0.0059401479942147	0.0443974630021141
BA3038	0.1021916084915469	0.0655391120507399
BA3040	0.0162330293120572	0.0361034314522686
BA3042	0.0134942530184323	0.0378923402179216
BA3043	0.0365164119899688	0.0354529191738494
BA3049	0.0362890128624166	0.0443974630021141
BA3051	0.0078664717449908	0.0310619612945194
BA3053	0.0165057160065807	0.0439095787932997
BA3064	0.0369799686896288	0.0601723857537811
BA3067	0.021796777810972	0.0551309155960318
BA3068	0.0168302591014925	0.0687916734428362
BA3070	0.0367194583692438	0.0494389331598633
BA3071	0.0260380011819627	0.0591966173361522
BA3072	0.0394782081888679	0.0609855261018051
BA3075	0.0085299239200917	0.0292730525288664
BA3076	0.0084018583710382	0.0348024068954301
BA3077	0.0272512059683886	0.0644007155635062
BA2040	0.0249550515557293	0.0422832980972515
BA2160	0.0352391744290161	0.0473247682550008
BA2303	0.0427401947344017	0.0432590665148804
BA2353	0.0278175141761299	0.0600097576841762
BA2516	0.0246261292385397	0.0126849894291754
BA2590	0.0092264872880256	0.0447227191413237
BA2647	0.0165366375882747	0.0395186209139697
BA2891	0.0273174283540543	0.038380224426736
BA2924	0.0178657315496155	0.0403317612619938
BA2971	0.0371864329984866	0.0458611156285574
BA3036	0.0161027741518648	0.0369165718002927
BA3059	0.011084399041997	0.0417954138884371
BA3073	0.0091911864840538	0.0258578630671653
BA3078	0.0761479997688625	0.0946495365100016
BA3079	0.0299712370544581	0.0359408033826638
BA3083	0.0455320557468587	0.0665148804683688
BA3084	0.0157947866533694	0.0113839648723369
BA3085	0.0189961583539592	0.0323629858513579
BA3087	0.0546713858305243	0.1299398276142462
BA3089	0.0233676368851425	0.0551309155960318
BA3094	0.0503605221442851	0.040169133192389
BA3095	0.0119608843593726	0.0396812489835745
BA3098	0.0552255176641271	0.0564319401528703
BA3099	0.0357149075028147	0.0863555049601561
BA3103	0.0116860080537102	0.0596845015449666
BA3108	0.0166668927484671	0.0478126524638152
BA3109	0.0189530603981268	0.0538298910391933
BA3110	0.013820985724483	0.0565945682224751
BA3114	0.0243412661698777	0.0536672629695885
BA3116	0.0102288485433157	0.031387217433729
BA3117	0.0267301853276187	0.0827776874288502
BA3118	0.0234647808525021	0.033989266547406
BA3119	0.030952663491054	0.0639128313546918
BA3123	0.0334971518499597	0.045373231419743
BA3124	0.0105843132199214	0.0343145226866157
BA3126	0.0329430200163569	0.0164254350300861
BA3128	0.0133661874693788	0.0365913156610831
BA3130	0.0284147439655652	0.0317124735729386
BA3133	0.0352082528473222	0.0801756383151732
BA3135	0.0153896551875145	0.0370791998698975
BA3136	0.03760374083848	0.0580582208489185
BA3137	0.0457119776963005	0.0469995121157911
BA3138	0.0422004288860764	0.0608228980322003
BA3139	0.0523796106401429	0.1018051715726134
BA3141	0.0185291837247165	0.049764189299073
BA3142	0.0404474582513252	0.0535046348999837
BA3145	0.0185291837247165	0.04797528053342
BA3146	0.0300683810218178	0.0522036103431452
BA3149	0.0106008688163378	0.0564319401528703
BA3152	0.0488040290553921	0.0601723857537811
BA3153	0.0268438848913947	0.0478126524638152
BA3154	0.0070727644096973	0.1003415189461701
BA3156	0.010797346362196	0.0500894454382826
BA3157	0.0133518214841013	0.0476500243942104
BA3158	0.0180931306771676	0.0304114490161001
BA3162	0.0267323749387576	0.061961294519434
BA3163	0.0248600971995087	0.0351276630346397
BA3164	0.0170885798107385	0.0657017401203447
BA3167	0.0159934538103666	0.0469995121157911
BA3169	0.0212348488255086	0.047162140185396
BA3171	0.0657557848725213	0.0673280208163929
BA3173	0.0145506602852497	0.0408196454708082
BA3174	0.0196783557366156	0.0515530980647259
BA3175	0.0522637214652279	0.0377297121483168
BA3176	0.0196143229620888	0.0538298910391933
BA3177	0.0675871542670768	0.0835908277768743
BA3178	0.0188702824160447	0.026183119206375
BA3180	0.0203065071077447	0.0778988453407058
BA3181	0.0390587107377355	0.0169133192389006
BA3182	0.091450497752017	0.0704179541388843
BA3183	0.0292559284789689	0.0617986664498292
BA3185	0.0464516390200667	0.0499268173686778
BA3186	0.049640834346518	0.0835908277768743
BA3187	0.029111307333499	0.0382175963571312
BA3189	0.0458544092306315	0.0660269962595544
BA3190	0.0175599336622592	0.0528541226215644
BA3191	0.0448707931828967	0.0465116279069767
BA3192	0.0083025247925396	0.0437469507236949
BA3194	0.0550930728927956	0.0245568385103268
BA3195	0.0294314712061328	0.0439095787932997
BA3197	0.0185104385171611	0.0391933647747601
BA3199	0.0278484357578238	0.063750203285087
BA3200	0.0388831680105716	0.0738331436005854
BA3202	0.0224127528079626	0.0585461050577329
BA3203	0.0213629143745621	0.0289477963896568
BA3206	0.0209224821047354	0.0424459261668564
BA3207	0.0916944524759855	0.0297609367376809
BA3208	0.0254363921702496	0.0461863717677671
BA3210	0.0105202804453946	0.0496015612294682
BA3211	0.0352291876660165	0.0483005366726296
BA3212	0.0239195791076063	0.0585461050577329
BA3213	0.0573770509313163	0.0569198243616848
BA3214	0.0134136646474891	0.0390307367051553
BA3216	0.0161877417450858	0.0307367051553098
BA3217	0.019434401012647	0.0162628069604813
BA3219	0.0976964436335881	0.0530167506911693
BA3221	0.038901913218127	0.0432590665148804
BA3222	0.057793130452866	0.061961294519434
BA3225	0.0690630589850265	0.0518783542039356
BA3226	0.0151644456711013	0.0484631647422345
BA3227	0.0243821745145712	0.0683037892340217
BA3228	0.0515031253227673	0.1040819645470808
BA3229	0.0687485026531144	0.078549357619125
BA3230	0.0311491410369122	0.05675719629208
BA3232	0.0221378765023002	0.0544804033176126
BA3234	0.1065121919150371	0.0650512278419255
BA3235	0.0603288603672159	0.040169133192389
BA3237	0.0312506642265497	0.0476500243942104
BA3240	0.0495436903791584	0.0557814278744511
BA3242	0.0399164508475557	0.0609855261018051
BA3243	0.0499719462748466	0.0735078874613758
BA3245	0.0150982232854356	0.0455358594893478
BA3249	0.0159106758282845	0.0647259717027158
BA3250	0.0817789319461381	0.0824524312896406
BA3251	0.0158422638314798	0.0242315823711172
BA3255	0.0243556321551552	0.0442348349325093
BA3258	0.0771525506352916	0.0621239225890388
BA3260	0.0398689736694454	0.088144413725809
BA3261	0.0241404094017416	0.0489510489510489
BA3264	0.0360328817643096	0.0796877541063587
BA3266	0.0525860749490007	0.0788746137583346
BA3268	0.0475986214208269	0.0273215156936087
BA3269	0.0201806311698301	0.0570824524312896
BA3270	0.0545355231296101	0.0910717189786957
BA3271	0.043998687087799	0.0617986664498292
BA3273	0.0083190803889561	0.0554561717352415
BA3275	0.0327487320816376	0.0556187998048463
BA3277	0.0136266977897637	0.0372418279395023
BA3280	0.008724211854811	0.0187022280045535
BA3283	0.0494200040523827	0.0348024068954301
BA3285	0.0486759635063386	0.1070092697999674
BA3286	0.0409375573104013	0.0570824524312896
BA3289	0.0055040949466658	0.0417954138884371
BA3290	0.0515009357116284	0.0767604488534721
BA3293	0.018427660535079	0.0679785330948121
BA3295	0.0727314053148591	0.075947308505448
BA3296	0.0449701267613952	0.0839160839160839
BA3297	0.0582679022339694	0.0860302488209465
BA3299	0.013157533549382	0.0364286875914782
