#Boxplots d'expressions du gène RUNX1 en fonction de la feature analysisRnaSeq
#Résultat du test statistique Mann-Whitney : U = 3047.000, p-value = 0.00031
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       y        0.030574
BA2496       y        0.032648
BA3037       y        0.038966
BA2865       y        0.060460
BA2751       y        0.121865
BA2055       n        0.009512
BA2286       y        0.044112
BA2488       y        0.077181
BA3379       y        0.032059
BA2887       y        0.048847
BA2712       y        0.035017
BA2068       y        0.055460
BA2104       y        0.034541
BA3124       y        0.029919
BA2449       y        0.032197
BA2235       y        0.044516
BA3038       y        0.042649
BA3006       y        0.081359
BA2667       y        0.033877
BA2239       y        0.028865
BA2782       y        0.021921
BA2649       y        0.095765
BA2861       y        0.018616
BA2134       y        0.031271
BA2909       y        0.032555
BA2653       y        0.045392
BA2947       y        0.033884
BA2162       y        0.028215
BA2564       y        0.045275
BA3043       n        0.018719
BA2597       y        0.054295
BA3243       y        0.039928
BA2446       y        0.016154
BA2525       y        0.009415
BA2876       y        0.015246
BA2357       y        0.031004
BA2546       y        0.020477
BA2742       y        0.037172
BA2316       y        0.036507
BA2087       y        0.022629
BA2148       y        0.046110
BA3178       y        0.015325
BA2072       y        0.060881
BA2733       y        0.035991
BA2995       y        0.103706
BA2069       y        0.027325
BA2681       y        0.028596
BA2832       y        0.040711
BA2600       y        0.041072
BA3230       y        0.036887
BA2731       y        0.015589
BA2294       y        0.048944
BA2816       y        0.045008
BA2814       y        0.021867
BA2631       y        0.046245
BA2023       y        0.037717
BA2375       y        0.105360
BA2485       y        0.080395
BA2455       y        0.014678
BA2636       y        0.045561
BA2325       y        0.022336
BA2156       y        0.023345
BA2511       y        0.020913
BA2505       y        0.030087
BA2871       y        0.018653
BA2227       y        0.055335
BA2812       y        0.021830
BA2125       y        0.042950
BA2603       y        0.044095
BA2808       y        0.051841
BA2482       y        0.081080
BA2594       y        0.025873
BA2747       y        0.073113
BA2561       y        0.064926
BA2567       y        0.006190
BA2906       y        0.026053
BA2956       y        0.035184
BA2474       y        0.041896
BA2737       y        0.045275
BA2006       n        0.005316
BA2110       y        0.022958
BA2915       n        0.004202
BA2992       y        0.061331
BA2220       y        0.038416
BA2063       y        0.010446
BA2772       y        0.044365
BA2935       y        0.033935
BA2260       y        0.044290
BA2948       y        0.019697
BA3296       y        0.015514
BA2524       y        0.052827
BA2811       y        0.114897
BA2540       y        0.015583
BA2928       y        0.026057
BA2302       y        0.039545
BA2651       y        0.032065
BA2619       y        0.045744
BA3013       y        0.044386
BA2405       y        0.065732
BA2856       y        0.019259
BA2377       y        0.056861
BA2499       y        0.053346
BA2350       n        0.012221
BA3023       y        0.049171
BA2095       y        0.098300
BA2275       y        0.048868
BA2901       y        0.038512
BA2387       y        0.068750
BA2962       y        0.050091
BA2195       y        0.052353
BA2688       y        0.017291
BA2420       y        0.083155
BA2053       y        0.043889
BA2081       y        0.086448
BA2354       y        0.029131
BA3273       y        0.005004
BA2893       y        0.082522
BA2044       y        0.066552
BA2489       y        0.023990
BA2908       y        0.046631
BA2054       y        0.034439
BA2872       y        0.024002
BA2041       y        0.037475
BA2464       y        0.057712
BA2902       y        0.055208
BA2541       y        0.025272
BA2843       y        0.000137
BA2497       y        0.034622
BA2718       y        0.029580
BA2575       y        0.032147
BA2593       y        0.013425
BA2791       y        0.076171
BA2620       y        0.032749
BA2629       y        0.053210
BA2870       y        0.056831
BA2682       y        0.034863
BA2276       y        0.038212
BA2709       y        0.040388
BA2789       y        0.068994
BA2538       y        0.057295
BA2583       y        0.100293
BA2806       y        0.086768
BA2441       y        0.039424
BA2514       y        0.025195
BA2520       y        0.062587
BA2479       y        0.013453
BA2281       y        0.076509
BA2932       y        0.058174
BA2123       y        0.040809
BA2844       y        0.012116
BA2660       y        0.056294
BA2836       y        0.037116
BA2714       y        0.050896
BA2440       y        0.027510
BA2036       y        0.105245
BA2828       y        0.038562
BA2952       y        0.035489
BA2410       y        0.066341
BA2139       y        0.019440
BA2051       y        0.033018
BA2532       y        0.031552
BA2494       y        0.032834
BA2748       y        0.020454
BA2622       y        0.055134
BA2970       y        0.018134
BA2839       y        0.084938
BA2868       y        0.017789
BA3011       y        0.028271
BA2052       y        0.041621
BA2510       y        0.002600
BA2691       y        0.036099
BA2374       y        0.030116
BA2804       y        0.024417
BA2675       y        0.062470
BA2031       y        0.044524
BA2198       y        0.100493
BA2066       y        0.039211
BA2344       y        0.034679
BA2459       y        0.045571
BA2229       y        0.044808
BA2559       y        0.043793
BA2093       y        0.120063
