	SMC1A	CBL
BA2148	0.0623963321637688	7.2649826557373585
BA2153	0.1839683970834274	5.859573208439487
BA2155	0.1287229446308692	2.0953240513147824
BA2156	0.2915874160324228	9.262239071661751
BA2162	0.2856224090238819	18.13269371853933
BA2163	0.2476288848697591	14.329210049306177
BA2168	0.1133917410225406	5.035563911257235
BA2169	0.099865340034379	4.404739883363696
BA2171	0.6436778720960448	12.808219940150677
BA2172	0.1984505562456519	8.270086228035286
BA2174	0.5673116238211867	16.522066588998133
BA2175	0.4777821913841399	6.5571459031259325
BA2184	0.6443998756645007	21.75453105008697
BA2195	0.1729249365321939	4.847973456487028
BA2198	0.3557294189419911	12.830357523429388
BA2200	0.4409612405890968	21.739746461925463
BA2201	0.2371180788800523	11.551350422887088
BA2209	0.1240002416844831	18.762925296853616
BA2211	0.4491274919108555	9.188724044788971
BA2212	0.1901517308897795	7.092477897553184
BA2217	0.3171809747929061	19.063932079304085
BA2218	0.0622631388267454	4.552843749662363
BA2220	0.3710972985476872	4.609687172399805
BA2221	0.2464402599609664	10.09014872547281
BA2224	0.1971415824224655	16.84275651668578
BA2226	0.7868952677610815	54.83713788505628
BA2227	0.2980568937860058	15.90399328444532
BA2228	0.3839072162974903	10.976485565302552
BA2229	0.1760641667933917	11.821036629915527
BA2233	0.1546722445549899	10.665156578641655
BA2234	0.9598569615118624	15.341275288820148
BA2235	0.3506127985317646	14.803834461607815
BA2236	0.2547194116470408	11.710355137900692
BA2239	0.2535090743265992	11.735253151595831
BA2240	0.4908167731068273	19.32417657351549
BA2242	0.2420015861239549	12.892070349862916
BA2244	0.3580150598976017	28.47635815847368
BA2245	0.2985101118313956	9.673851668340887
BA2248	0.0954803811134522	5.721270967997303
BA2249	0.3795539904703852	24.994116407584105
BA2251	0.1798147056189224	7.418342926164668
BA2256	0.4246689381506453	7.267699813104082
BA2260	0.1780099913415867	13.944516038817392
BA2261	0.163637993041259	5.544315377548978
BA2269	0.0381257500274562	4.822699159862164
BA2271	0.4199710669654803	24.75532152963328
BA2272	0.2600698008492104	12.025749549495035
BA2273	0.1657232849119111	4.0879703073142135
BA2275	0.6891442021703473	76.23953733932561
BA2276	0.2036555884723128	9.72468346275816
BA2277	0.4281794974115492	16.15195717401304
BA2280	0.5649937171690479	37.578581140023616
BA2281	0.2568893475089915	9.504807167091256
BA2282	0.2248100876554353	12.640070042517063
BA2286	0.2828993825110299	10.43500776692435
BA2288	0.1126104562125291	3.721850123395836
BA2292	0.397235682464465	1.4491758659169975
BA2294	0.2616251015647491	14.252684250026164
BA2296	0.3631820988029091	15.073110524019182
BA2300	0.6125499806379009	43.697145219716205
BA2301	0.1954328451951469	14.756354609280905
BA2302	0.1006929967279396	4.037642545112396
BA2304	0.3779940917641564	11.925938141545572
BA2306	0.2708628105721385	22.02166886091065
BA2308	0.1147444737003561	12.248140182733364
BA2309	0.3259388177248745	6.105516027157178
BA2311	0.3702552667702572	19.02601055355281
BA2312	0.1776912291549271	10.485788415717096
BA2316	0.2466830138254239	10.609886499446748
BA2322	0.4965962069120556	20.628699102906985
BA2325	0.2786110659952907	13.172790173883522
BA2329	0.2418367021205663	12.747749318478466
BA2334	0.1157587700932795	8.44353255392157
BA2339	0.1333731385406656	21.981711686826344
BA2344	0.3579604799758853	5.428014743825342
BA2347	0.072188004292406	8.232668571665798
BA2348	0.1092625283621437	5.024615123206675
BA2350	0.1186669020621158	6.183250889243565
BA2354	0.3239181940245378	15.21181961641133
BA2355	0.1556839884206953	4.974070071366386
BA2357	0.1962496472241806	6.345009569140849
BA2360	0.3260919528996724	11.529329903334627
BA2361	0.2176691980457763	12.494974985156691
BA2363	0.0848651731019468	4.696402482293951
BA2369	0.186279772257463	11.311678349308684
BA2374	0.6926714774366002	14.644488919473918
BA2375	0.3351568159397747	20.04675003979729
BA2376	0.3156022665371982	19.913753516398792
BA2377	0.5388125382276377	25.451869962604388
BA2379	0.072004153479201	12.3882946445059
BA2385	0.1148271054114098	8.830908118297671
BA2386	0.1813473892149942	9.54208114831771
BA2387	0.3246860534885605	12.031568683154743
BA2394	0.2854004544670061	27.256176745483867
BA2399	0.2153871654807925	5.389806268850193
BA2400	0.6390816294612727	13.01784421280019
BA2402	0.3383098845773419	12.126111168904568
BA2405	0.0942804089596048	9.16576267524558
BA2406	0.2455983708575468	21.824008064903303
BA2409	0.3967052557426072	20.564391019303415
BA2410	0.2140673638973415	5.8322911946954274
BA2412	0.2520991459870992	19.11636341811321
BA2413	0.1104649841257031	10.659305746195134
BA2414	0.4389419646422597	22.366772034335035
BA2415	0.2186034456985994	12.686145993232802
BA2417	0.1722880439023834	9.518038506944333
BA2418	0.0957289155259468	5.992298772735698
BA2420	0.2378650357073441	9.881273991804528
BA2421	0.1116138168270386	18.1871341981308
BA2423	0.1170840694562422	11.624923536594178
BA2425	0.4026722048428054	7.14328452160441
BA2426	0.1783209864042547	15.251280060317049
BA2427	0.0812447405297825	4.494091920117016
BA2429	0.2185211086455719	9.864449647062203
BA2440	0.2487880973382376	7.627689178834342
BA2441	0.3780613279333296	52.264513307692425
BA2442	0.2711250618349438	16.352236655937023
BA2446	0.7007455385303686	16.38923393734608
BA2449	0.3145221648751091	5.444737711661959
BA2450	0.2338310005546969	11.68808883554717
BA2452	0.518737558469498	7.686755575274143
BA2454	0.4100739873433509	33.955655979183106
BA2455	0.1584734708862251	12.246121972177686
BA2456	0.0936955432674145	10.882132231568333
BA2459	0.1007335576054945	4.004268561676521
BA2461	0.3559182958194719	33.377813767623906
BA2463	0.1431545638750629	5.35353146493377
BA2464	0.2721092279091613	8.87192071158626
BA2469	0.0635194425077364	14.03595211374083
BA2470	0.3237007392970828	24.05766177415062
BA2472	0.1340409302019452	8.08228247708686
BA2473	0.4307230041907692	3.089640912983751
BA2474	0.2830003263520365	9.745074070855631
BA2477	0.6630495346238549	16.78971955829415
BA2479	0.0920500508177846	3.467453156120669
BA2480	0.1875311634928654	9.982956753840812
BA2481	0.1300334748480292	4.287955432561501
BA2482	0.3207334979475773	16.89560400419463
BA2483	0.5082802911813132	17.62476702912814
BA2485	0.2358318776855999	5.921585830137893
BA2488	0.2950977067253594	10.823149189354096
BA2489	0.0916632268438471	3.2150456148346267
BA2492	0.1270852193336748	15.079483466122642
BA2494	0.1362629587937615	2.866964148655433
BA2496	0.2534181130655416	10.554755837729806
BA2497	0.3635030910318531	16.945677393808477
BA2499	0.1196799548875576	6.3716198181027215
BA2500	0.5827457867044712	36.2502414003366
BA2501	0.3711891358327866	14.294526847652293
BA2502	0.4076236912501325	17.128406070644864
BA2505	0.0949552061537248	11.938970174667231
BA2507	0.1823516734126584	20.32818796802433
BA2510	0.1301580329443905	9.527537004759903
BA2511	0.0856985038464694	2.859152474138896
BA2512	0.6527365252061104	42.82440363911197
BA2514	0.1854558763243138	3.6305943840998856
BA2515	0.1080857803696251	2.8864758435326974
BA2520	0.0802909989896409	5.22683379819077
BA2521	0.5150964693206499	17.371489353225776
BA2523	0.404463952799906	9.787709547512131
BA2524	0.1927645969407254	6.72340355530515
BA2525	0.124397729022514	5.361211502893784
BA2526	0.0838814121222947	8.89758865268975
BA2528	0.3295012815973585	14.094416620293064
BA2532	0.1436030537105733	8.627882939943326
BA2534	0.2573786266451812	13.23249485183546
BA2538	0.0867916561752736	11.92734593308858
BA2539	0.4573028517422539	16.46191526716471
BA2540	0.2459192862189476	11.51378534338016
BA2541	0.231556581821275	9.253713147221127
BA2545	0.3952241348763003	23.299635354856832
BA2546	0.2944940248047345	13.595112901930142
BA2552	0.3170711239895659	9.946257856738274
BA2559	0.2156161256131744	2.9812349405382217
BA2561	0.1437519797318473	3.2110963197322078
BA2563	0.2338717752548273	17.09980873057497
BA2564	0.417651241129595	11.738679235924256
BA2567	0.0577308950534327	4.530200027570848
BA2570	0.1642606718154451	14.406957329876292
BA2575	0.3026674421302629	7.358869738671234
BA2577	0.4706706174792704	8.01856892654027
BA2579	0.2271293218926546	12.749708158663022
BA2583	0.2603253668703825	7.237888011403356
BA2584	0.2398261528967051	18.9560317280668
BA2587	0.5397716972629386	32.33150362194728
BA2588	0.2256692909529387	10.50242819085216
BA2589	0.0860593028691975	6.003245642037248
BA2592	0.5177355851495687	5.616510835589373
BA2593	0.0323512286962603	0.1857220620101992
BA2594	0.2869778197371034	11.10506538371518
BA2595	0.2164093359374393	7.29002229288259
BA2597	0.0891098452101692	1.3910589618938278
BA2600	0.1981468570201742	13.37792924792148
BA2603	0.1198453760126588	11.397329771735064
BA2618	0.4328642260192508	11.425784729666956
BA2619	0.2918653151903426	13.707515958307264
BA2620	0.2444462354704645	9.633652642299827
BA2621	0.1817954920959613	19.520111622843423
BA2622	0.2580779070113076	19.32730608797746
BA2623	0.4564508125232316	18.820969773535595
BA2629	0.2998754353359694	11.542687507137597
BA2631	0.2509905216204183	9.71205255816463
BA2634	0.1330984108555486	13.75294994530806
BA2636	0.1408643820278768	9.053248067937105
BA2639	0.6670455875304463	16.38266071657236
BA2644	0.225636375315992	23.390285094200667
BA2645	0.0356252484048635	4.706976120175909
BA2646	0.2802327422707131	15.8787561690701
BA2649	0.4334100500767252	9.023797798632572
BA2651	0.0919617490094547	5.365742435202348
BA2653	0.2569497039823936	4.020409574581047
BA2655	0.7139990186126663	10.2586182221325
BA2656	0.0794379106146092	8.10829536151017
BA2657	0.3399398245536351	13.00063877187866
BA2658	0.2547795764626844	28.0539591955123
BA2659	0.2773546483240657	14.189267606579264
BA2660	0.2662669615708654	9.203384459075332
BA2662	0.7541105908967665	18.75992765191653
BA2663	0.2105269389462351	14.847376379374728
BA2667	0.2897379056481712	11.285420025348888
BA2670	0.1441389945777838	14.532586685512346
BA2674	0.1891502859984321	18.83712024181316
BA2675	0.2812962648255981	8.288955534370313
BA2676	0.3139591697544396	12.260258375380907
BA2677	0.3192005612125122	12.05004731661908
BA2681	0.3257687641974401	2.704375712957959
BA2682	0.2404484787137783	12.559893344441884
BA2685	0.2767710412141184	4.314722294272165
BA2688	0.1378438970917537	5.079587308965343
BA2691	0.2612519547389361	15.562773093796157
BA2694	0.0781985177930957	5.264611870236196
BA2695	0.1118772304361062	29.620195104188912
BA2697	0.1272866317467571	26.565891028134168
BA2701	0.075030801935775	10.396751072738455
BA2704	0.5101096719952736	7.902936701070375
BA2705	0.07250727099176	18.948453715406547
BA2707	0.3299179451714395	18.692264295981424
BA2709	0.2624298318660459	6.696363941242483
BA2712	0.3282780888216553	12.342861176182456
BA2714	0.3666596884672342	15.504892926829882
BA2715	0.1215179598953262	7.7205940285306225
BA2718	0.3195031966814316	11.051239866579367
BA2720	0.172714685702737	2.185426328450402
BA2721	0.5658885773232102	34.16834314534894
BA2722	0.5683806366482027	24.099790181227352
BA2723	0.1416658454345932	12.677982016816696
BA2724	0.1138061856296348	6.585843008663649
BA2726	0.2946671354005249	23.576424604651525
BA2727	0.2287099576110273	12.282734059682404
BA2728	0.4610109878451265	24.013406435178577
BA2731	0.1128388234893852	9.703726003842538
BA2733	0.1298815646864783	4.406353899120359
BA2735	0.0392859887155894	8.737294850346899
BA2737	0.1493001614811841	12.597199827121376
BA2742	0.3734794718434932	12.68893226862999
BA2744	0.0744951513444706	2.3420454361233363
BA2746	0.3682669813087594	19.387376192440616
BA2747	0.1520008283814606	6.878067055979955
BA2748	0.4001507939045263	7.524865940501618
BA2751	0.2114876705902431	9.593469385311394
BA2756	0.1626781184244019	3.6884191341199744
BA2758	0.1707386053845356	19.773861121216136
BA2760	0.1983855161639982	17.553567475040502
BA2762	0.2293845489041649	8.483715823582923
BA2764	0.1741527316664854	5.384269080892358
BA2765	0.3713933335783316	48.70176522283881
BA2769	0.2928566970947246	16.551916032560825
BA2772	0.0939717977027511	4.086426052783343
BA2775	0.2657065525606317	11.711041887467228
BA2776	0.6202323265312046	21.74182464406332
BA2778	0.3950466155049685	13.181899269966712
BA2782	0.3151364876376854	20.35318546039668
BA2786	0.968159896203139	34.32666456485344
BA2787	0.1237204031601759	12.728472466745982
BA2789	0.4444304317432463	12.15296987969034
BA2791	0.1294959993090058	4.157377331472257
BA2792	0.2638174116398242	7.945944528823951
BA2798	0.1891722780391238	6.16796233879165
BA2801	0.1727233439081975	10.530146547841069
BA2802	0.2466507899910318	13.7844639994957
BA2804	0.3192413359268645	7.432435877742935
BA2806	0.1656177386980943	5.198326562409379
BA2808	0.1087470259095868	10.331626092453904
BA2809	0.2507955480173753	15.367930725637246
BA2811	0.2648906040050539	10.385527883897142
BA2812	0.2655662582263247	11.38827393559281
BA2813	0.1227267439754985	3.574804812737076
BA2814	0.3794079495996934	18.89279871645271
BA2816	0.2021488300093306	6.089592597622625
BA2817	0.1552099153339106	12.18366638641398
BA2820	0.3379765105194388	27.360235836889427
BA2821	0.782652127156746	23.165516623985244
BA2822	0.2558496344351366	15.116313352165829
BA2824	0.2754533870917638	19.384867700153134
BA2828	0.1952904498377729	10.68731749583375
BA2829	0.3195532759453021	29.491561304585968
BA2830	0.1718429795070942	15.495815362518988
BA2832	0.3137521751727	18.98328535210492
BA2836	0.0802173969811732	7.1300851189646455
BA2837	0.1867291483354438	12.259887411811098
BA2839	0.1176760361314943	5.740623253591938
BA2840	0.4967137050448442	2.051846768920507
BA2841	0.149363505648558	1.984763113583061
BA2842	0.0675892630473825	8.099561711753601
BA2843	0.0822233284174721	7.975582721842838
BA2844	0.2062485016528522	3.5501711409262406
BA2846	0.2721005887148136	10.988582562913264
BA2850	0.1411143548477597	8.80121627499627
BA2851	0.4603940702363178	33.053734174631344
BA2852	0.0624845270608109	3.5866998574210625
BA2855	0.1114542314095787	12.29547234158537
BA2856	0.0307560840500244	7.466729743408637
BA2858	0.3095446579129148	5.667800743281053
BA2860	0.1946986444049878	6.151766078213564
BA2861	0.3090760747124922	11.767533327844465
BA2865	0.1972311935905225	6.37806970753958
BA2866	0.3648559155919731	9.840034863491558
BA2867	0.1792362018550065	14.282888900141486
BA2868	0.2185923193550665	8.498246592343898
BA2870	0.6474642443696771	12.194491011975186
BA2871	0.3398126914079136	8.812987348879075
BA2872	0.5199047987510077	11.688317910310488
BA2876	0.0691027513962916	5.588856146308925
BA2879	0.123026264091197	9.79065799475418
BA2880	0.2936286769694492	17.21895723703193
BA2882	0.2200827337382597	20.722665017717148
BA2883	0.1215777539853818	17.49605557304212
BA2885	0.5984346439385625	25.532235533116506
BA2887	0.3096638251410523	19.44758089664276
BA2889	0.0001076658053402	0.0
BA2893	0.2586648728839178	7.3308542565429375
BA2901	0.095791380115584	6.988902669631012
BA2902	0.0873662600584626	3.85567001881446
BA2903	0.0650529610230296	14.82707526340658
BA2904	0.4219569275305653	13.370718853354871
BA2905	0.1045441153905102	10.715231561359706
BA2906	0.4971897346922827	10.929098504304832
BA2908	0.0611374383902125	11.384176082640028
BA2909	0.201534595189595	21.28307619685946
BA2910	0.1894672457452929	10.008023435450609
BA2911	0.336357097752188	13.349804765858044
BA2914	0.5363232893936329	36.44248818126995
BA2915	0.0122077435825069	0.8295160483568763
BA2921	0.0897313683312705	4.893056851491371
BA2922	0.2097623317620221	11.262211034122906
BA2923	0.2306829587671649	22.168747676711355
BA2926	0.362999296731501	10.743845259998348
BA2928	0.7328396258288141	19.84942057597427
BA2930	0.3071963314945891	28.126626507771267
BA2932	0.2786937749881001	10.422300659366424
BA2934	0.1578504431512775	25.31891828736946
BA2935	0.17185325987033	7.394665940831653
BA2937	0.314518025510182	10.41670843786829
BA2939	0.1437941124181279	7.429531946242028
BA2944	0.3967342110540126	28.923525539851788
BA2947	0.1851984120131309	6.744193871637374
BA2948	0.1419070836099069	20.44236011570864
BA2950	0.3952168461749438	37.92610641122233
BA2951	0.1898915620815846	6.295131453803265
BA2952	0.6612416281257553	30.07604335783033
BA2953	0.1163447989459352	2.256583583218568
BA2955	0.2621571054143199	8.874882426017695
BA2956	0.0790005400436854	2.687429921082983
BA2962	0.3975818439543251	11.38222726264144
BA2970	0.1957447087318102	4.689016781804959
BA2972	0.3293166723324845	18.758270429131123
BA2976	0.3096691926871527	19.739707190086957
BA2978	0.4731509710057813	37.57352587695185
BA2981	0.2502283314394685	6.187018891364973
BA2984	0.2640348478557104	18.53231812242018
BA2986	0.3485834631374355	10.055131870975767
BA2989	0.1460676895533729	12.343667633048906
BA2992	0.5380020415646402	8.392195789514396
BA2993	0.11660752029557	7.291872087838868
BA2994	0.2266451928978509	7.561467029541562
BA2995	0.1204702808754435	4.331566713083609
BA2999	0.3193007284760498	23.778009305672487
BA3001	0.2917806783064339	10.161007864893326
BA3002	0.5552582775494158	25.12629902538264
BA3004	0.5126299537847396	28.799746667292244
BA3006	0.2291427258091408	5.36085665039578
BA3008	0.0022500543479822	0.2507311265969802
BA3009	0.4115478530772973	10.122915594563851
BA3010	0.250667233142732	21.471740218071947
BA3011	0.0984475265843019	3.171706262798601
BA3013	0.4219456942615227	6.725324193393431
BA3023	0.2173995360986777	3.1367347077030523
BA3025	0.2699699153891006	9.077325614593516
BA3027	0.1142040515721813	7.899892467904786
BA3029	0.0839867745572807	2.988168896702679
BA3030	0.5758379855026016	22.967411565815333
BA3037	0.0910588677069947	9.799569491926407
BA3038	0.6329297839313329	28.26078121602286
BA3040	0.2985660493250496	5.609340929233067
BA3042	0.2077054521736447	8.083363599860771
BA3043	0.2214341415847085	15.984191711899816
BA3049	0.177603913807178	4.430716514060231
BA3051	0.1381258105632908	2.746862061722891
BA3053	0.2840491610107821	9.230881077675274
BA3064	0.2881622204776108	36.39716979221144
BA3067	0.3622948914571787	7.477507842045286
BA3068	0.3675138949442251	2.8227653281861307
BA3070	0.1665342370611892	10.465161716389543
BA3071	0.3931518976544929	13.717492169812896
BA3072	0.2515043939793846	13.38888879243739
BA3075	0.1010932314473171	8.593853919845841
BA3076	0.02715885665652	5.495792229828594
BA3077	0.5036527550958136	27.07124271002513
BA2040	0.1789469585488489	10.74377770653373
BA2160	0.2485683387977719	12.421773259636556
BA2303	0.4121482712286024	20.101478226699648
BA2353	0.3664233172647903	25.32634854963152
BA2516	0.4116361469498121	19.820079405717934
BA2590	0.4309865100821319	13.430848714493433
BA2647	0.3642042957496055	12.037985607022758
BA2891	0.3146634081473152	13.43681237230813
BA2924	0.1153077599395787	10.016940539544546
BA2971	0.1351319819076732	12.060925433710995
BA3036	0.2560760773888105	12.170119035383802
BA3059	0.1254207189551861	5.207689962734391
BA3073	0.2856461151615411	6.347701206771513
BA3078	0.4065602755923134	16.127347846579774
BA3079	0.1655537248218735	13.561220777665664
BA3083	0.6527780839768687	18.847269775111023
BA3084	0.4606065170537409	13.894890656793274
BA3085	0.1812933460434435	13.389744078079318
BA3087	0.6370760845653045	27.28239746175127
BA3089	0.226265875429975	13.369477606821404
BA3094	0.363382194306218	39.91881978420221
BA3095	0.3102810436868521	13.233752923783962
BA3098	0.3604062952081302	39.22240363826951
BA3099	0.5826862147443532	21.109993558222516
BA3103	0.2363929374220114	7.347970517704292
BA3108	0.4774718581087256	12.663567409595084
BA3109	0.105299700365296	17.41321127646101
BA3110	0.154839015744648	6.934254876773814
BA3114	0.2174477139472769	7.484000664867413
BA3116	0.1869802767941894	5.161075374784419
BA3117	0.4271717360504241	11.040391797507985
BA3118	0.2524353160385501	12.980929716791342
BA3119	0.472592126254227	14.797615133989726
BA3123	0.2143088666727148	14.51992346144603
BA3124	0.2066338903588838	11.225498992263956
BA3126	0.3386354649785379	21.095621061397413
BA3128	0.1319269388983728	8.687979585893544
BA3130	0.3148723968123903	20.249785284403742
BA3133	0.4172427458203853	16.00619872219687
BA3135	0.1567111874926694	9.280904487213853
BA3136	0.4341082556252174	25.28204943706113
BA3137	0.3366615621225121	20.055527381967565
BA3138	0.1970572516434277	31.214047281570515
BA3139	0.7253368774077763	17.25654616960381
BA3141	0.4182971515724906	10.05000388770846
BA3142	0.1903422965599281	17.938247138857868
BA3145	0.0713319578529346	16.303902147853115
BA3146	0.2819906141776795	16.865910429990215
BA3149	0.1524657763154379	16.130634755130863
BA3152	0.4919861483946126	19.677119496703035
BA3153	0.0896441492763898	9.002411593419257
BA3154	0.229594320882552	19.75649068926584
BA3156	0.2184464499737141	3.782805211207672
BA3157	0.3172560270840409	12.450970804119676
BA3158	0.301288795794646	16.280566949590696
BA3162	0.1645453927415961	15.05599922250235
BA3163	0.5350639622275036	25.03017351883537
BA3164	0.4896781474264358	12.924937078341271
BA3167	0.14458510771487	11.05518507621962
BA3169	0.1883108446851142	13.575954329490312
BA3171	0.2806134283716023	31.166395029716423
BA3173	0.3069925269541085	10.796234183328384
BA3174	0.1474428804050239	15.998944736587706
BA3175	0.2109060647136869	19.63285557755301
BA3176	0.4086260704788302	13.238443612353368
BA3177	0.690758174891853	20.595048292370542
BA3178	0.2805770580648931	17.907785811840064
BA3180	0.170998843538671	15.711748087820135
BA3181	0.2692165489955327	12.490491499114466
BA3182	0.4276320586752365	25.908852632126354
BA3183	0.3711680272950735	17.12613861958834
BA3185	0.1452192221053859	11.524586180180094
BA3186	0.434716834548235	10.604888834730795
BA3187	0.2682470712316673	11.969454180399516
BA3189	0.3358171240171257	15.42748654967979
BA3190	0.0782458160639581	6.045156091339129
BA3191	0.2814497092447492	18.385947083731768
BA3192	0.2602077997205345	5.744921944302876
BA3194	0.3818669078378363	25.74287530353224
BA3195	0.1847425963393512	14.14517079880107
BA3197	0.3484296277958334	12.258785539076085
BA3199	0.5785824076895904	14.92608693961148
BA3200	0.2904182510135181	17.42451104402532
BA3202	0.4161316528729756	5.497923512167238
BA3203	0.1127051592371072	5.29727158181183
BA3206	0.2738011912320349	17.071607006604186
BA3207	0.3933565848837488	14.641348126491954
BA3208	0.2096797079867835	8.449317435411633
BA3210	0.1933232914682228	10.3505642228482
BA3211	0.3293059987215186	15.72528591301375
BA3212	0.5218166010213633	1.533101477533387
BA3213	0.4537115677818817	19.28701931288158
BA3214	0.0749161305833725	11.372921587856448
BA3216	0.1874968165132549	6.859628216774668
BA3217	0.299616329898564	10.36389883742553
BA3219	0.2756435122761714	17.95490520653865
BA3221	0.2996160502695211	17.577893509000344
BA3222	0.491357413411254	38.404217842179605
BA3225	0.2580564852613337	22.1916631306122
BA3226	0.3368116473363439	11.918424346512245
BA3227	0.4956172439308797	16.442631306296548
BA3228	0.4741007719177005	30.62495134180496
BA3229	0.3936471415175411	30.947485544236557
BA3230	0.525221327346239	17.653313023158248
BA3232	0.4981979634291891	12.03733734795674
BA3234	0.3952673016753851	29.18950617418888
BA3235	0.3054783878790216	17.235853698500627
BA3237	0.2427413933559839	8.573997549765185
BA3240	0.3998591664067857	21.111783020430856
BA3242	0.225288913710634	25.17820616213437
BA3243	0.298382760895191	25.364078544915408
BA3245	0.213921999428674	6.918395045086935
BA3249	0.0689772143325083	20.638518012666434
BA3250	0.6366551782402601	38.94879836806402
BA3251	0.4252037131463424	12.56967547822945
BA3255	0.2984549430647268	13.48014656711618
BA3258	0.5175421859774127	22.2215997472313
BA3260	0.1525210440860231	33.91256296084276
BA3261	0.3128071762129427	7.874026959099574
BA3264	0.4489529614761333	17.683387370792627
BA3266	0.58798738527772	22.018888087023896
BA3268	0.5411662025625318	14.062029427900756
BA3269	0.0881160945431779	10.510314193698424
BA3270	0.4817215663538778	22.882592489274053
BA3271	0.7183814599548946	23.512733894449926
BA3273	0.1061498085679585	3.948544435364721
BA3275	0.368202978893605	19.713170497723915
BA3277	0.149894155865655	6.4155125120697205
BA3280	0.1363494127037959	5.525899026383214
BA3283	0.1486595460563002	13.244739067854304
BA3285	0.6689821415265536	18.274108224727968
BA3286	0.7055997857517404	21.5242460694196
BA3289	0.0687907583977545	7.767063908022992
BA3290	0.2827611927677067	21.56701398135768
BA3293	0.404313091380152	12.117095622880218
BA3295	0.493760139940373	23.48565248151511
BA3296	0.3471227664567803	24.42298407598901
BA3297	0.4855061106771944	21.84912322399916
BA3299	0.2115811525837037	5.566073372291038
BA3300	0.3136102357300411	15.045410908059058
BA3302	0.464858382455764	24.14214022489124
BA3305	0.164828185776648	14.839231963467498
BA3306	0.1158809254153795	6.22554661360439
BA3308	0.2622503850462713	16.880213880096004
BA3310	0.3307578759542464	12.644385149557817
BA3311	0.3182408518202514	45.325829313305405
BA3312	0.6681176507184189	17.23649711449169
BA3315	0.4140470156964089	19.5577639128795
BA3317	0.3551690391328552	13.276454321232766
BA3318	0.3293823507139388	21.70645504760444
BA3319	0.396472560939873	21.91172418555096
BA3322	0.2943144017135098	13.443671689832012
BA3324	0.4446866988823115	45.949117496090686
BA3325	0.082178219512508	7.989746541997922
BA3326	0.2260597537612384	19.214826556408106
BA3328	0.4392545429320541	18.787279305128443
BA3329	0.3543543420805741	3.137668280496351
BA3332	0.4633660984947801	5.996874259540605
BA3333	0.2113104467195846	16.323724936222863
BA3334	0.1690219786645197	4.984224370737741
BA3335	0.133327191177007	6.081213948273729
BA3339	0.296646892946861	16.47396662025137
BA3341	0.1340534070242475	5.019378190859135
