	RAD21	NF1
BA2227	8.563166687493254	327.7142740138492
BA2228	13.65711061030867	148.83302195542166
BA2229	10.125749233382871	230.9272500432621
BA2233	6.323547682627363	198.79246681895413
BA2234	11.823723239347228	133.53026760274443
BA2235	8.606492986201966	137.30408373585547
BA2236	7.780395565488438	236.6977944710083
BA2239	6.552249451867215	93.44595003721206
BA2240	11.228756861285458	349.65596137257995
BA2242	9.596092148295025	288.5091193991156
BA2244	5.341309648977824	189.13614877568463
BA2245	9.699043191258031	206.20598869395417
BA2248	5.445572536474128	103.99306477060202
BA2249	6.731132320283495	131.64751962240132
BA2251	11.377710091638932	168.5185793587882
BA2256	9.18485529321266	177.37594734399633
BA2260	8.648831228976123	91.46311349201132
BA2261	13.913285434019771	95.638364990932
BA2269	5.517119433614601	127.34637686870389
BA2271	11.19055154461345	178.74582923309202
BA2272	9.716425007365958	155.30969220772613
BA2273	9.913637199534788	82.10327672445598
BA2275	13.934400427780313	179.28463600626125
BA2276	9.978364843676667	77.65718078840119
BA2277	12.040184337419634	203.6065735095337
BA2280	8.867506451898345	384.3268511749896
BA2281	16.67272759945315	148.70915295462936
BA2282	8.901841543428535	67.04868900711168
BA2286	13.39494709097916	201.80223865128715
BA2288	10.082944575583005	132.16680416497255
BA2292	18.590565422674203	106.58922238443596
BA2294	8.922417194971139	154.65930575825166
BA2296	9.253808222732571	124.91800887503584
BA2300	15.91951318108498	127.68776719943128
BA2301	7.975873603129876	102.8235989089254
BA2302	9.987074162137658	143.47247258145103
BA2304	5.843656849489537	58.26545447919322
BA2306	11.005838226949349	191.29686259218525
BA2308	6.875562225380477	211.6825983608057
BA2309	11.791282340863557	67.00275595385449
BA2311	8.572661186048336	104.19731581066932
BA2312	7.674918446231897	156.40969992181428
BA2316	7.282340044737987	78.52938685382075
BA2322	5.18753456585531	67.9089880251087
BA2325	5.008815555223583	84.63892612993457
BA2329	5.409638321457206	58.569892419639714
BA2334	6.602282118293289	105.09829684011098
BA2339	8.06670173891155	75.60546526741308
BA2344	10.584311463633012	141.96156499550946
BA2347	8.719695984514088	66.77803076811274
BA2348	4.327835996869017	55.136801578737725
BA2350	4.588882690076493	91.19479049601118
BA2354	12.00451486898158	113.2548155663928
BA2355	20.65281023706665	120.526364356186
BA2357	11.108352146056484	114.73993656372434
BA2360	8.805045872014531	169.86331229535077
BA2361	12.820670415669928	101.58710933354486
BA2363	3.870061482063049	35.095611280938215
BA2369	12.850566536925276	189.42521296233164
BA2374	9.087586819222311	90.40492261621532
BA2375	7.831872915187479	178.2945435585226
BA2376	8.201038447211358	49.77597347964191
BA2377	15.515745904212263	209.4103095988851
BA2379	8.82297591175788	124.56604347639134
BA2385	9.25356836754013	47.80464009196283
BA2386	10.908254139241263	231.55889311260623
BA2387	10.729442600106111	153.3348976809124
BA2394	11.860730450178448	95.31685868127607
BA2399	9.462752231839673	148.13163782499456
BA2400	17.491428972560485	205.685906014256
BA2402	8.029770309000423	180.8329650691468
BA2405	6.783514065467473	79.99933475446306
BA2406	4.789139318834035	34.71633495236259
BA2409	5.9648479891895	129.54548333633426
BA2410	12.216570162803489	225.8440833603437
BA2412	7.434423162851566	36.32016613028614
BA2413	7.014678596936963	222.15236454691257
BA2414	7.232459983658254	198.15717400889827
BA2415	11.629542912695369	34.29848221862546
BA2417	6.087635035150938	114.89562170147244
BA2418	5.170131502585171	135.68566336616163
BA2420	9.57814254684074	92.4940177792892
BA2421	32.82849295268981	91.31185986416747
BA2423	7.4386621718513055	84.67758172475536
BA2425	7.4966187289404544	162.79491087118302
BA2426	5.078771875409028	55.81249060280109
BA2427	6.27947651756106	49.06504183977397
BA2429	8.178058606915211	151.06596918946528
BA2440	16.32951560083481	135.89464622431606
BA2441	8.542129804765835	303.9044042244336
BA2442	14.204882194839056	213.18153533200555
BA2446	10.364804794975528	68.07249241660844
BA2449	14.089617863871435	171.94192740645337
BA2450	6.47225667494796	203.05409982012395
BA2452	8.272702521925646	193.1247259182125
BA2454	6.942160543769251	131.56553160502267
BA2455	7.8038560766564276	82.35449417281512
BA2456	7.882438568555351	61.180971099669165
BA2459	9.797272940458363	87.45011280306524
BA2461	8.219969197680816	85.85159772017813
BA2463	12.690477923250375	41.31280183229365
BA2464	8.325017469373892	107.24054284277707
BA2469	6.430379507824933	251.0946035683642
BA2470	5.793494776867308	124.4127267962813
BA2472	6.274127828022683	96.75468631074348
BA2473	10.464200233436472	135.90179155823498
BA2474	8.453590141912928	90.10814805826662
BA2477	14.454241798469251	251.96199370434655
BA2479	8.334742963888607	58.5148987250125
BA2480	7.023019041158557	185.00097066910075
BA2481	5.147954855206522	45.24202580176599
BA2482	9.673974306294848	179.89138144862451
BA2483	13.30799648435604	170.9383763555678
BA2485	7.764965016349434	174.4791578442435
BA2488	9.955539364023684	125.0322329857764
BA2489	9.378517373509853	60.39576113585825
BA2492	7.464666356901334	63.18416194926038
BA2494	11.2361552416597	95.09040528581576
BA2496	6.263368166361607	45.25937170899411
BA2497	11.770026231771718	42.28054193054178
BA2499	14.879974384025108	101.23626725514532
BA2500	7.521231245992113	199.5066088787393
BA2501	12.62601078055385	120.03527020920772
BA2502	9.310906556965936	129.68288700469952
BA2505	7.223980123328793	175.77268062103064
BA2507	3.825761168013304	148.35611675642977
BA2510	10.624600112642494	37.039426921791566
BA2511	5.903836931663234	43.14309877006726
BA2512	8.148040889126415	84.18061058654125
BA2514	9.82159563378448	136.22047089526455
BA2515	10.264101693684571	63.079763869883294
BA2520	5.918793888432724	91.07509546057814
BA2521	9.910091896864747	188.9495712148245
BA2523	8.833513249971563	231.1519510714657
BA2524	7.699731455993478	89.18268298048588
BA2525	8.770496731111479	33.4185441002891
BA2526	17.08355327657949	193.6457426221941
BA2528	10.95619152241139	156.4198357593167
BA2532	17.277575819534	136.4370444751564
BA2534	8.677937913221355	252.0719388356896
BA2538	10.913820694522553	163.56922986240653
BA2539	13.978502747180436	89.42632790129001
BA2540	4.592253604891722	102.9294284547094
BA2541	7.417264627916515	65.6930492624528
BA2545	9.368149045066335	93.36255824417232
BA2546	6.906706856278332	68.15655886655676
BA2552	12.480830817711963	371.11845971912896
BA2559	9.529928027515686	139.1365522105781
BA2561	6.750879843314633	39.73792927932083
BA2563	5.624974228062305	174.09947387656885
BA2564	6.846327704749135	85.07499451835139
BA2567	9.314424545325542	30.7649353050662
BA2570	17.334215847491553	289.1494765836638
BA2575	5.477289467005744	49.55685552128676
BA2577	7.43704400808223	118.70210933626588
BA2579	10.763658341093915	141.5662109630884
BA2583	9.890591627699177	175.38868962690978
BA2584	6.499434090328587	57.36722309793788
BA2587	7.206419255062711	156.35443522543525
BA2588	7.474967556882667	190.10730529365503
BA2589	9.229416269372235	160.10103382389008
BA2592	19.169117856989924	206.67516523469448
BA2593	0.5499673904738163	0.131948509740975
BA2594	9.139083579125286	115.70215184308827
BA2595	6.547667946907218	39.45864383623836
BA2597	4.217510422821092	97.936434541528
BA2600	9.353896237028234	183.1853616101156
BA2603	9.768311999403744	132.7224555535752
BA2618	15.46445402601978	125.13469547601136
BA2619	10.24348484377864	65.80756208405029
BA2620	10.216901742287613	136.00222939519455
BA2621	7.688498948557723	163.23017498489295
BA2622	11.856726789983709	121.40379419765218
BA2623	13.446594472046977	201.24225278348143
BA2629	8.594657614716793	40.404138271266014
BA2631	8.41576670737534	109.59519540707544
BA2634	5.922645896258479	178.5576422875698
BA2636	7.065038505416176	119.06478603350848
BA2639	10.010161068121263	180.8138917906739
BA2644	5.2597819078544354	91.2566416483229
BA2645	9.463742795285215	76.16513839589086
BA2646	10.03274456794311	159.00708462304976
BA2649	8.712169545197561	103.47973972281912
BA2651	5.018140227249536	69.82136680760968
BA2653	9.771089494494756	97.22040551437576
BA2655	30.556439747727115	274.1036597231043
BA2656	5.318476119902994	91.65100885209748
BA2657	13.558121784268703	109.05733959704034
BA2658	4.654695657476833	130.20636621989172
BA2659	16.718520678385307	84.44632986861905
BA2660	7.836327552343412	89.78421103698174
BA2662	5.873299561545402	62.0646160314211
BA2663	8.080320855742233	135.66967309315947
BA2667	7.957563016351409	131.0534229598689
BA2670	10.815173782482145	162.34339961552118
BA2674	5.586960032133701	147.0979160005437
BA2675	8.80433163554737	171.949167646683
BA2676	14.295097086991808	91.48180314484172
BA2677	7.976881058970531	161.03891322846772
BA2681	8.780910687229923	70.04019857231029
BA2682	7.710059959218154	109.11172435395687
BA2685	15.721198305823696	163.1492191604278
BA2688	9.136700966465709	25.648700935483525
BA2691	9.81666764700157	110.47005559851227
BA2694	6.213926440467708	78.54970935159275
BA2695	3.385600384087774	60.81625844565557
BA2697	3.914813236169825	87.08814851074648
BA2701	6.208919627119961	152.1665461230095
BA2704	7.709101855865436	201.20381554401783
BA2705	7.11128981908457	341.2926798773445
BA2707	7.130671220290234	86.74408613423792
BA2709	6.946880022044021	89.34929908737492
BA2712	8.715074617421482	121.8668429618196
BA2714	11.947381290035214	192.9030108214692
BA2715	7.9908424818815	155.77432060481345
BA2718	8.743801897061989	139.00641014037672
BA2720	12.623245416287624	43.36677119694078
BA2721	7.824177092542211	265.52723888228604
BA2722	21.156102406265585	167.37349745602896
BA2723	10.375714600574018	160.4939192604911
BA2724	5.450778898354078	109.31239860907291
BA2726	9.224656526294682	67.6526031910199
BA2727	7.2063798654766975	94.5353950808028
BA2728	11.6589570980474	183.55938591740525
BA2731	3.825267336455325	107.27800255164831
BA2733	5.937480129183587	56.24385956314274
BA2735	8.716166676984766	147.8262491538163
BA2737	8.059068369130218	78.27415765988898
BA2742	9.60144734897058	129.95283163495762
BA2744	3.4684355266186118	33.77381747949175
BA2746	7.599745388967682	83.86915751314284
BA2747	7.651377512409418	62.27748732776638
BA2748	12.55875252888568	199.25488871332868
BA2751	6.631137259735903	119.3254783695873
BA2756	8.313613699099756	85.26857123717195
BA2758	8.358962769112686	57.32248577768649
BA2760	13.39521223098779	145.6582421432596
BA2762	6.784312013608401	191.9918527694903
BA2764	15.078263588638512	112.03677400504952
BA2765	7.699253392049299	151.23552413719125
BA2769	9.361756841663468	139.97004102912095
BA2772	5.990000228879067	119.91695093878694
BA2775	11.231430347123924	142.37797575702365
BA2776	6.300427536036851	210.7570629268887
BA2778	4.436186959369814	104.64943656261444
BA2782	8.015532388218636	95.5382653865288
BA2786	8.750798721553965	100.28994245785098
BA2787	8.772402732286627	41.04953227327876
BA2789	12.690204036147708	180.57875038543253
BA2791	10.013093916294787	88.89145755618246
BA2792	9.349854225229196	43.79211018690363
BA2798	11.320668917283385	216.74514018367236
BA2801	12.300105653747424	95.49222064689803
BA2802	11.674453813334097	181.44247096762143
BA2804	9.948183462781904	159.40234247738303
BA2806	9.239625565942395	220.58941345398543
BA2808	6.253328628485094	48.49155366434125
BA2809	9.480771579524577	192.4826987219994
BA2811	7.8572391190129185	103.90778382500056
BA2812	9.580850470658854	63.29461370691892
BA2813	6.871862217728357	135.21858205685575
BA2814	10.50067506991098	42.45775692519901
BA2816	7.879227320258685	108.00098695013564
BA2817	8.567011899482022	166.47145168901284
BA2820	7.037460506740012	138.81448881402198
BA2821	17.60763100096741	351.9780878770896
BA2822	10.567069438748083	26.705595800531245
BA2824	4.683691483393542	205.53801514045847
BA2828	9.433810687478156	102.89567819352284
BA2829	7.568162408320408	242.33983194955127
BA2830	5.473336416357746	98.5229049066421
BA2832	9.992879451805464	133.52973932243407
BA2836	6.428689543614687	152.18203301703952
BA2837	7.69629748433335	284.90182762062886
BA2839	10.702870709793087	94.94255129550952
BA2840	14.098907636349963	30.61186595745973
BA2841	10.86633082856018	55.33534050785352
BA2842	8.122653245216734	90.91663503687948
BA2843	9.97163363501163	89.31518458610059
BA2844	9.285825149104296	166.41325673111845
BA2846	7.114886095215292	184.4292886686244
BA2850	5.097039701059529	120.0296485527902
BA2851	7.930079634666398	192.33548881236496
BA2852	10.733105482199862	63.33031704535766
BA2855	10.412020171563372	71.99266493479804
BA2856	8.123417456297645	182.44398582682192
BA2858	11.732022768469532	83.47971274712972
BA2860	9.580156560415908	62.6038407485975
BA2861	5.739678316914184	110.33834810966074
BA2865	6.786711420764503	31.00540326828447
BA2866	13.570153734926146	197.19219437101748
BA2867	6.5776794410019725	157.50388934653276
BA2868	9.41411842427432	122.76092055850206
BA2870	15.218174085191572	110.29051242164029
BA2871	8.517910766576021	97.75384815513968
BA2872	12.738415912342797	185.24782943911865
BA2876	7.948332469106371	39.54924914309381
BA2879	8.7832317062327	99.75597906454227
BA2880	14.20169997994761	101.5909856776464
BA2882	7.158452857080666	112.198336489372
BA2883	13.323673284159556	203.20276533728472
BA2885	9.1437329828171	187.98064074137977
BA2887	10.013956036977431	392.3699241261624
BA2889	0.0526682049279554	0.1338236807905606
BA2893	7.428524101497821	186.1761368733409
BA2901	6.693510757997804	41.17385408187821
BA2902	9.897790129229035	145.85444383485867
BA2903	8.231738411041828	133.66038215570987
BA2904	10.079079666847052	241.73197871780164
BA2905	11.079928175686486	109.43006937813156
BA2906	9.756131041333148	152.91529910720683
BA2908	12.743765720614595	173.5960498164805
BA2909	6.922166908194905	77.32406557089642
BA2910	9.025651262817592	271.8085988903684
BA2911	11.157070639231096	269.4633451313588
BA2914	6.029033683775086	166.5248167599512
BA2915	2.432698412466443	6.823141893971271
BA2921	4.687694470296719	101.46207330874968
BA2922	10.563641838224775	171.04246058528
BA2923	4.43442129730587	48.75808345329777
BA2926	10.404461026625832	161.0086066472505
BA2928	10.11643727364132	62.06281378530893
BA2930	12.815465943706217	117.55326188747804
BA2932	10.837366964790483	231.47952642480772
BA2934	8.544368841382356	73.61106151530505
BA2935	6.18957415651764	121.30769117899668
BA2937	7.9631102781870515	92.81814116327772
BA2939	4.814820204236246	176.43003976228755
BA2944	10.064472511470012	156.2191679164993
BA2947	6.492174850950838	28.704400954899704
BA2948	16.64618729092987	86.39156252488048
BA2950	7.245089154829005	284.7990532041516
BA2951	5.174473590117093	123.15440535801449
BA2952	16.129897557537284	106.08321567639236
BA2953	5.61233345548178	72.6736446430472
BA2955	4.626903249324755	39.289600749030285
BA2956	5.528563793050033	35.637509346040545
BA2962	10.754058816270438	197.011970114943
BA2970	7.655852368698684	109.85782570547326
BA2972	4.875855602823917	127.08058682876558
BA2976	6.668422614850322	114.81212472094064
BA2978	6.517289850731646	81.53187295323688
BA2981	6.277416724940326	51.709594321698575
BA2984	4.623263901162467	218.1342249651564
BA2986	10.61649522660097	138.6981976983092
BA2989	10.501458838357118	89.55920784850588
BA2992	11.530571617754989	174.1559179385256
BA2993	6.377924762484255	116.75603556885608
BA2994	7.09209433756163	205.2736444741335
BA2995	7.927022872959648	78.43786635139111
BA2999	5.533919986013618	139.17052067665466
BA3001	8.967662310686702	225.6917911104391
BA3002	16.7972457877744	248.3132071115166
BA3004	7.085755351782302	146.41442949193342
BA3006	7.136737262954476	131.7007986752833
BA3008	0.2984697073842119	0.1640866873065015
BA3009	6.894381047571565	180.9021355226272
BA3010	5.412972758144391	99.1017100390366
BA3011	19.55809814346926	125.40261175284284
BA3013	9.247982876855191	142.63889820812068
BA3023	4.0703173877139145	54.85346455292598
BA3025	4.821452582837324	111.54561761093512
BA3027	8.311939681222812	70.52398475728634
BA3029	5.9919030611137964	86.19693989402455
BA3030	11.048257548925138	328.0056889573503
BA3037	7.5162662118315	175.74270593972224
BA3038	13.281945296374737	210.31260336505892
BA3040	14.055834341442273	45.92094926849498
BA3042	10.083466709865757	161.0984766462048
BA3043	7.858543977921846	49.45710026791884
BA3049	12.85756735103648	5.969525693002183
BA3051	10.971059465533544	63.69881256596946
BA3053	13.537613702438962	152.00397168269578
BA3064	6.173738741923538	201.18480931502572
BA3067	7.462077652141978	211.5006340656422
BA3068	10.92123400166833	161.26744110478273
BA3070	7.295000725895216	123.30358870257324
BA3071	10.52390611206101	302.56906291281126
BA3072	8.537634657826874	312.38037262704427
BA3075	5.0177523164792746	143.48506077086566
BA3076	6.436084135633871	26.082152629232723
BA3077	16.521622849251806	159.83900132526296
BA2040	10.369023486536902	88.19640703584804
BA2160	9.025528918383657	246.74003776373183
BA2303	8.486958621868874	140.43353398736284
BA2353	9.912825000169375	188.11794952171155
BA2516	12.22145040127422	152.53780232404594
BA2590	11.020519906011817	227.36806320229115
BA2647	14.01612973269423	237.84824537527427
BA2891	6.276369361840032	137.26092975764416
BA2924	17.079325553908557	223.39027855209372
BA2971	8.74346075786503	96.0791157225974
BA3036	6.274789637985522	255.0629685648225
BA3059	15.366874484849632	138.96931091404295
BA3073	12.639113852233436	206.23744466270267
BA3078	16.694293404719758	272.10248263389946
BA3079	8.381004427762392	95.45282804110204
BA3083	14.810650623264374	187.27367058107345
BA3084	8.931039707541247	122.53649006969673
BA3085	10.595121842708444	100.0252807550888
BA3087	18.36457240150483	460.9679911353937
BA3089	10.809715902166948	269.6975290383345
BA3094	8.270966085411256	92.06918900047364
BA3095	12.881896387377646	224.0292272594461
BA3098	9.590542634787692	195.9334197562845
BA3099	15.955877745803877	379.4322202086229
BA3103	12.263914273744836	165.5219665724583
BA3108	20.79246823882168	245.96800360851293
BA3109	8.027688129345798	132.94133523996058
BA3110	8.592635501023473	204.93388712530657
BA3114	10.589312921282527	157.21383862630557
BA3116	6.607313984515323	73.59934409793948
BA3117	16.365237048266398	320.83057620793136
BA3118	12.705569947122092	157.51342411451563
BA3119	12.810425741677957	349.0966061070526
BA3123	6.382645609230425	137.12699462957363
BA3124	9.284977057831163	65.26530944326079
BA3126	11.412819087950716	169.9058236447186
BA3128	8.810140240962603	211.6879117781022
BA3130	8.426457892847933	95.15656155278732
BA3133	16.356477365148123	215.74995269209867
BA3135	9.496110992875614	268.0646847813542
BA3136	11.243952690380354	145.78115232106128
BA3137	9.02747316791148	157.01974129618148
BA3138	11.423077315635409	230.3337342749573
BA3139	21.45425266023014	146.6748115601303
BA3141	12.966304139588166	161.6339322558331
BA3142	14.091857300176931	87.31993589404239
BA3145	10.354261631048317	239.76856898668805
BA3146	7.933065611315002	177.31275979464104
BA3149	6.029497936530812	238.43616497424537
BA3152	14.817160210145763	61.44803798997775
BA3153	11.934807261655983	174.01100812406176
BA3154	10.37847228212452	97.4310714509888
BA3156	20.914478818740264	185.1834396431005
BA3157	10.776595378268189	212.8809027023121
BA3158	10.1711382617597	197.65957432697925
BA3162	11.237044105692334	216.5056270416564
BA3163	8.312243991569263	203.77054518568227
BA3164	14.73226368307242	373.8136618371857
BA3167	7.282263747764319	56.156964704662514
BA3169	16.814891128842294	176.04742129671854
BA3171	19.46649574711684	189.60298414759188
BA3173	13.476480334718383	212.4418000765387
BA3174	9.1782654338674	199.79928936886176
BA3175	5.595467776707004	134.1322865400523
BA3176	10.516834615247337	181.09546918820772
BA3177	19.33996055650852	267.32574083128566
BA3178	11.331439290758995	32.73882697518744
BA3180	14.02641990095722	419.6604107682547
BA3181	9.503419985420877	86.9043315247993
BA3182	14.978060789083155	195.0920648213859
BA3183	14.519903017517604	326.7004993841674
BA3185	12.291302372484742	135.5257936694538
BA3186	14.913191470830974	228.04792465394772
BA3187	11.349434096297829	31.623910732206127
BA3189	11.932120982129211	245.12282784132051
BA3190	19.097652187768876	154.0637929559441
BA3191	8.862948952022187	101.14235690292196
BA3192	19.90767000833373	297.7905737654821
BA3194	15.667454413013024	310.918524770011
BA3195	8.708910526307639	307.3614638898987
BA3197	8.465826631517633	244.1897443579869
BA3199	19.909073905218158	247.9957365242724
BA3200	10.909278309870528	299.6221836051252
BA3202	16.823737521829127	129.54062246773063
BA3203	19.44197628482391	88.63157011379647
BA3206	8.41819053439068	160.66636813154207
BA3207	18.366640693630632	214.78979346649717
BA3208	6.102771587580501	209.98466747814996
BA3210	14.175531101627	183.7222378307674
BA3211	8.689275557787132	168.4096662558839
BA3212	18.35884200611968	291.1621455436483
BA3213	13.56965681003816	291.1371797529326
BA3214	10.371187620116046	104.5490566409768
BA3216	9.438854222222687	266.1372244527796
BA3217	11.88035751769358	297.1433427105736
BA3219	11.093733857751708	119.90002373940298
BA3221	8.869172543186263	92.46844618429596
BA3222	23.17656100981065	242.922999828226
BA3225	11.151218427400725	201.68996241015256
BA3226	9.794689013130396	229.2579314955156
BA3227	9.959340799942916	369.44084774026624
BA3228	16.46223049863661	261.688592673945
BA3229	14.888690691276398	259.33312738653154
BA3230	10.88702275122798	164.73699657900582
BA3232	10.619888613709852	131.02815976202692
BA3234	13.592360891893474	165.37462228202543
BA3235	7.74587284666574	97.5061808076502
BA3237	9.877675574769016	185.799570863636
BA3240	18.87188791833453	242.02707234614763
BA3242	5.801530323141875	195.77664629601023
BA3243	7.550988075131212	176.0732364371607
BA3245	10.676015899769338	166.88278451382786
BA3249	6.683662417446377	195.3978303057858
BA3250	11.761587752013284	314.08124079364774
BA3251	7.336191837077552	195.1114629700192
BA3255	10.457541463274575	257.62153547544665
BA3258	13.18937285519026	159.48135933204148
BA3260	20.570341633841405	287.3856770699834
BA3261	10.313149155349263	228.1673867951175
BA3264	17.167519551517515	198.38716106337813
BA3266	15.986410426489345	433.9093043307268
BA3268	33.269145031387254	342.55261383172257
BA3269	9.949139208808512	160.0554157433891
BA3270	17.86849096029282	156.77269142461128
BA3271	13.764132629312732	387.3141621798155
BA3273	7.8145711334608	160.85550541557942
BA3275	14.962094263120866	421.4297222736951
BA3277	10.81707913018485	226.70907927311117
BA3280	8.696961129621478	226.69751458857772
BA3283	12.250071841697912	186.2344572851692
BA3285	25.58677903338585	132.02922484641928
BA3286	9.58094773570941	186.44607428478997
BA3289	5.473680908679123	82.82537105336634
BA3290	18.14242124639833	144.89704747162864
BA3293	16.07744382884652	161.9473222177505
BA3295	14.657653131414444	229.0759670933194
BA3296	16.831911144316937	99.19248648903825
BA3297	16.19473077928634	367.57471107575816
BA3299	8.700308143455324	164.1004107601473
BA3300	8.41754525873113	294.9394480643322
BA3302	17.931316082994414	409.5298923056626
BA3305	13.210384284552964	123.60787672784537
BA3306	11.499892572410136	306.25190377252744
BA3308	13.816117444757213	157.64276285086086
BA3310	7.100560037626962	241.81235246916677
BA3311	14.976188771036478	227.63473509638317
BA3312	19.56142930717515	321.22488174218654
BA3315	36.35478052805157	168.92193856793358
BA3317	11.16052886825041	240.1562776082272
BA3318	27.032917147356	240.52561135968892
BA3319	15.667229116628087	176.44505731116638
BA3322	12.591249945719875	89.25198258341283
BA3324	18.160367263148338	317.5906148358328
BA3325	6.980786815663781	169.11445990425193
BA3326	13.32551613432835	112.45122013580422
BA3328	16.533021042745304	378.8971653859671
BA3329	15.802833118921944	157.7780232274986
BA3332	15.290522516662271	206.84935323170015
BA3333	11.232635186040444	453.98521586512817
BA3334	9.617271313844697	83.5518074594422
BA3335	9.93084257211786	208.08253805060983
BA3339	11.679638650782366	94.23632198024836
BA3341	10.240655098975587	217.37821659093277
BA3345	9.919192049605591	95.71282361615005
BA3347	6.208006682575883	107.25679887057174
BA3351	13.581704757796958	183.84015117269627
BA3352	6.888519922529282	142.52121731092907
BA3353	14.586040996840996	169.65826102895142
BA3357	11.209355070417873	230.10965888564544
BA3362	8.905632409862548	66.30559672126034
BA3367	10.039284949472163	119.2584771410444
BA3369	16.31057767629538	233.0697009394279
BA3371	18.356492926805508	161.37983110943483
BA3373	19.10898852239754	434.5300220567231
BA3374	7.641555016365422	90.3308747655744
BA3375	7.289816251366465	185.2589113390073
BA3376	8.25316147398542	257.5822685803655
BA3379	13.718532115610602	302.81777996661253
BA3380	14.386382464764022	221.2996538343536
BA3381	21.6398934611554	246.3283155559964
BA3384	8.60671952794259	73.83871681860033
BA3385	8.637224402417177	166.26396393899057
BA3386	13.73361633394758	298.1066453189916
BA3388	6.49690010795364	155.3495612647028
BA3390	7.508740181700269	139.13709376795416
BA3394	13.257064235542837	272.9511856941777
BA3395	9.230759413084684	32.835911513872546
BA3397	13.972882617679948	84.60717882884792
BA3399	8.31017472359782	77.34069004481765
BA3400	18.701201180693865	352.9573171396579
BA3403	17.029774756486663	235.1154504862194
