	JAK2	SMC1A
BA3013	0.0082881588072622	0.4219456942615227
BA3023	0.0059567035906311	0.2173995360986777
BA3025	0.0154371323656249	0.2699699153891006
BA3027	0.014484437899584	0.1142040515721813
BA3029	0.0042081121781578	0.0839867745572807
BA3030	0.0413757999690891	0.5758379855026016
BA3037	0.0059401479942147	0.0910588677069947
BA3038	0.1021916084915469	0.6329297839313329
BA3040	0.0162330293120572	0.2985660493250496
BA3042	0.0134942530184323	0.2077054521736447
BA3043	0.0365164119899688	0.2214341415847085
BA3049	0.0362890128624166	0.177603913807178
BA3051	0.0078664717449908	0.1381258105632908
BA3053	0.0165057160065807	0.2840491610107821
BA3064	0.0369799686896288	0.2881622204776108
BA3067	0.021796777810972	0.3622948914571787
BA3068	0.0168302591014925	0.3675138949442251
BA3070	0.0367194583692438	0.1665342370611892
BA3071	0.0260380011819627	0.3931518976544929
BA3072	0.0394782081888679	0.2515043939793846
BA3075	0.0085299239200917	0.1010932314473171
BA3076	0.0084018583710382	0.02715885665652
BA3077	0.0272512059683886	0.5036527550958136
BA2040	0.0249550515557293	0.1789469585488489
BA2160	0.0352391744290161	0.2485683387977719
BA2303	0.0427401947344017	0.4121482712286024
BA2353	0.0278175141761299	0.3664233172647903
BA2516	0.0246261292385397	0.4116361469498121
BA2590	0.0092264872880256	0.4309865100821319
BA2647	0.0165366375882747	0.3642042957496055
BA2891	0.0273174283540543	0.3146634081473152
BA2924	0.0178657315496155	0.1153077599395787
BA2971	0.0371864329984866	0.1351319819076732
BA3036	0.0161027741518648	0.2560760773888105
BA3059	0.011084399041997	0.1254207189551861
BA3073	0.0091911864840538	0.2856461151615411
BA3078	0.0761479997688625	0.4065602755923134
BA3079	0.0299712370544581	0.1655537248218735
BA3083	0.0455320557468587	0.6527780839768687
BA3084	0.0157947866533694	0.4606065170537409
BA3085	0.0189961583539592	0.1812933460434435
BA3087	0.0546713858305243	0.6370760845653045
BA3089	0.0233676368851425	0.226265875429975
BA3094	0.0503605221442851	0.363382194306218
BA3095	0.0119608843593726	0.3102810436868521
BA3098	0.0552255176641271	0.3604062952081302
BA3099	0.0357149075028147	0.5826862147443532
BA3103	0.0116860080537102	0.2363929374220114
BA3108	0.0166668927484671	0.4774718581087256
BA3109	0.0189530603981268	0.105299700365296
BA3110	0.013820985724483	0.154839015744648
BA3114	0.0243412661698777	0.2174477139472769
BA3116	0.0102288485433157	0.1869802767941894
BA3117	0.0267301853276187	0.4271717360504241
BA3118	0.0234647808525021	0.2524353160385501
BA3119	0.030952663491054	0.472592126254227
BA3123	0.0334971518499597	0.2143088666727148
BA3124	0.0105843132199214	0.2066338903588838
BA3126	0.0329430200163569	0.3386354649785379
BA3128	0.0133661874693788	0.1319269388983728
BA3130	0.0284147439655652	0.3148723968123903
BA3133	0.0352082528473222	0.4172427458203853
BA3135	0.0153896551875145	0.1567111874926694
BA3136	0.03760374083848	0.4341082556252174
BA3137	0.0457119776963005	0.3366615621225121
BA3138	0.0422004288860764	0.1970572516434277
BA3139	0.0523796106401429	0.7253368774077763
BA3141	0.0185291837247165	0.4182971515724906
BA3142	0.0404474582513252	0.1903422965599281
BA3145	0.0185291837247165	0.0713319578529346
BA3146	0.0300683810218178	0.2819906141776795
BA3149	0.0106008688163378	0.1524657763154379
BA3152	0.0488040290553921	0.4919861483946126
BA3153	0.0268438848913947	0.0896441492763898
BA3154	0.0070727644096973	0.229594320882552
BA3156	0.010797346362196	0.2184464499737141
BA3157	0.0133518214841013	0.3172560270840409
BA3158	0.0180931306771676	0.301288795794646
BA3162	0.0267323749387576	0.1645453927415961
BA3163	0.0248600971995087	0.5350639622275036
BA3164	0.0170885798107385	0.4896781474264358
BA3167	0.0159934538103666	0.14458510771487
BA3169	0.0212348488255086	0.1883108446851142
BA3171	0.0657557848725213	0.2806134283716023
BA3173	0.0145506602852497	0.3069925269541085
BA3174	0.0196783557366156	0.1474428804050239
BA3175	0.0522637214652279	0.2109060647136869
BA3176	0.0196143229620888	0.4086260704788302
BA3177	0.0675871542670768	0.690758174891853
BA3178	0.0188702824160447	0.2805770580648931
BA3180	0.0203065071077447	0.170998843538671
BA3181	0.0390587107377355	0.2692165489955327
BA3182	0.091450497752017	0.4276320586752365
BA3183	0.0292559284789689	0.3711680272950735
BA3185	0.0464516390200667	0.1452192221053859
BA3186	0.049640834346518	0.434716834548235
BA3187	0.029111307333499	0.2682470712316673
BA3189	0.0458544092306315	0.3358171240171257
BA3190	0.0175599336622592	0.0782458160639581
BA3191	0.0448707931828967	0.2814497092447492
BA3192	0.0083025247925396	0.2602077997205345
BA3194	0.0550930728927956	0.3818669078378363
BA3195	0.0294314712061328	0.1847425963393512
BA3197	0.0185104385171611	0.3484296277958334
BA3199	0.0278484357578238	0.5785824076895904
BA3200	0.0388831680105716	0.2904182510135181
BA3202	0.0224127528079626	0.4161316528729756
BA3203	0.0213629143745621	0.1127051592371072
BA3206	0.0209224821047354	0.2738011912320349
BA3207	0.0916944524759855	0.3933565848837488
BA3208	0.0254363921702496	0.2096797079867835
BA3210	0.0105202804453946	0.1933232914682228
BA3211	0.0352291876660165	0.3293059987215186
BA3212	0.0239195791076063	0.5218166010213633
BA3213	0.0573770509313163	0.4537115677818817
BA3214	0.0134136646474891	0.0749161305833725
BA3216	0.0161877417450858	0.1874968165132549
BA3217	0.019434401012647	0.299616329898564
BA3219	0.0976964436335881	0.2756435122761714
BA3221	0.038901913218127	0.2996160502695211
BA3222	0.057793130452866	0.491357413411254
BA3225	0.0690630589850265	0.2580564852613337
BA3226	0.0151644456711013	0.3368116473363439
BA3227	0.0243821745145712	0.4956172439308797
BA3228	0.0515031253227673	0.4741007719177005
BA3229	0.0687485026531144	0.3936471415175411
BA3230	0.0311491410369122	0.525221327346239
BA3232	0.0221378765023002	0.4981979634291891
BA3234	0.1065121919150371	0.3952673016753851
BA3235	0.0603288603672159	0.3054783878790216
BA3237	0.0312506642265497	0.2427413933559839
BA3240	0.0495436903791584	0.3998591664067857
BA3242	0.0399164508475557	0.225288913710634
BA3243	0.0499719462748466	0.298382760895191
BA3245	0.0150982232854356	0.213921999428674
BA3249	0.0159106758282845	0.0689772143325083
BA3250	0.0817789319461381	0.6366551782402601
BA3251	0.0158422638314798	0.4252037131463424
BA3255	0.0243556321551552	0.2984549430647268
BA3258	0.0771525506352916	0.5175421859774127
BA3260	0.0398689736694454	0.1525210440860231
BA3261	0.0241404094017416	0.3128071762129427
BA3264	0.0360328817643096	0.4489529614761333
BA3266	0.0525860749490007	0.58798738527772
BA3268	0.0475986214208269	0.5411662025625318
BA3269	0.0201806311698301	0.0881160945431779
BA3270	0.0545355231296101	0.4817215663538778
BA3271	0.043998687087799	0.7183814599548946
BA3273	0.0083190803889561	0.1061498085679585
BA3275	0.0327487320816376	0.368202978893605
BA3277	0.0136266977897637	0.149894155865655
BA3280	0.008724211854811	0.1363494127037959
BA3283	0.0494200040523827	0.1486595460563002
BA3285	0.0486759635063386	0.6689821415265536
BA3286	0.0409375573104013	0.7055997857517404
BA3289	0.0055040949466658	0.0687907583977545
BA3290	0.0515009357116284	0.2827611927677067
BA3293	0.018427660535079	0.404313091380152
BA3295	0.0727314053148591	0.493760139940373
BA3296	0.0449701267613952	0.3471227664567803
BA3297	0.0582679022339694	0.4855061106771944
