	SMC1A	PTPN11
BA2000	0.7462069123289923	18.33296095742878
BA2003	0.0732785815434064	7.823075791431777
BA2004	0.3863072303795603	23.47420820016641
BA2006	0.0262961258180623	1.599279212987121
BA2011	0.0723773414240564	9.225160864995647
BA2019	0.523339371811861	25.598812631833862
BA2020	0.7269029971477832	31.59595324254756
BA2022	0.443322630006295	27.51591386957487
BA2023	0.2495570895047683	11.535227276580512
BA2024	0.287155169944375	13.850349536088828
BA2025	0.7480948467765653	25.182250566504557
BA2031	0.5121456086847467	17.168571781077897
BA2032	0.1039793903154649	15.901849480276256
BA2033	0.1632966835095074	18.392220963768025
BA2034	0.3037435369718935	16.75767370192132
BA2035	0.2139238826754796	26.829544816139027
BA2036	0.4182774010351495	21.002511009591736
BA2037	0.4109814903870589	41.28393670453848
BA2041	0.3631849950003453	20.85594645881212
BA2044	0.4350917369616048	18.514651646389066
BA2046	0.101481482767567	17.74777341783675
BA2047	0.4789123837285003	23.775755698786437
BA2050	0.3102335430687024	14.032474625170588
BA2051	0.1054519895597969	23.501722762533824
BA2052	0.1795116800701992	19.346997032607323
BA2053	0.079902067313681	13.034239391027915
BA2054	0.4074334016411099	15.071847659067448
BA2055	0.0326916807866485	1.0119939151741806
BA2063	0.1168140629305023	14.18531242809262
BA2065	0.390159335102721	23.213042788974004
BA2066	0.922025420781572	27.549712577286414
BA2068	0.155245402509188	15.169594363553628
BA2069	0.5229027636462918	19.64144687919452
BA2072	0.4090721059199481	12.509935270285276
BA2079	0.1799575021313978	8.072035025066661
BA2080	0.1230857485084649	14.96790543407779
BA2081	0.4536414243684186	15.613771421052876
BA2082	0.1162295533206854	16.516465158266154
BA2087	0.1188928086940584	14.418054675323518
BA2088	0.2833929198271572	24.432406247519264
BA2089	0.7049345073865925	26.42817527039773
BA2093	0.2085745418008944	24.761557552881506
BA2094	0.3974949642017643	22.84219653932653
BA2095	0.4427808684462046	22.24726061747656
BA2096	0.4238488908780826	9.782062235194408
BA2097	0.2734491493902399	29.00078867269143
BA2098	0.4418320681385367	4.89760845693884
BA2100	0.0518182790007006	12.578431475402214
BA2101	0.1482072923351178	12.241955188427031
BA2104	0.1650236484634113	9.678008579946416
BA2106	0.2404122878180016	11.404555741858657
BA2109	0.1385070484148851	10.752236348741445
BA2110	0.2190038677505027	9.173325205003731
BA2113	1.0902259540283143	24.25003415351566
BA2116	0.1669632966647874	34.54667256955986
BA2121	0.45416991707132	24.484211565819702
BA2122	0.0944624458861666	8.187921438696502
BA2123	0.3289941917044279	32.82053187434948
BA2124	0.2576586418409293	17.461741457522745
BA2125	0.5549049624963852	26.753085869426155
BA2132	0.3380670016794452	20.169400258241318
BA2133	0.1189663302955098	9.257241245749476
BA2134	0.2258618878717793	11.564212451003634
BA2135	0.1666776882535282	16.330691859452898
BA2139	0.2703667211430057	11.507169535521824
BA2143	0.3534699019272844	20.26836326082831
BA2148	0.0623963321637688	15.675843108585529
BA2153	0.1839683970834274	24.095696669288905
BA2155	0.1287229446308692	13.399294045807633
BA2156	0.2915874160324228	16.931888260327074
BA2162	0.2856224090238819	23.524442921627767
BA2163	0.2476288848697591	32.49912164853597
BA2168	0.1133917410225406	13.863873737481438
BA2169	0.099865340034379	30.814991909118284
BA2171	0.6436778720960448	23.18947927011344
BA2172	0.1984505562456519	16.795517788395873
BA2174	0.5673116238211867	23.163838646228943
BA2175	0.4777821913841399	22.39949600661436
BA2184	0.6443998756645007	39.81395373361203
BA2195	0.1729249365321939	14.438988301694582
BA2198	0.3557294189419911	24.498350035075635
BA2200	0.4409612405890968	27.20417627027473
BA2201	0.2371180788800523	10.05949923649511
BA2209	0.1240002416844831	22.20851929911572
BA2211	0.4491274919108555	21.02631899069189
BA2212	0.1901517308897795	16.10636029935567
BA2217	0.3171809747929061	17.405562540348775
BA2218	0.0622631388267454	6.878393864241168
BA2220	0.3710972985476872	20.14637088171025
BA2221	0.2464402599609664	13.92990006687362
BA2224	0.1971415824224655	15.825637213283208
BA2226	0.7868952677610815	35.989485894319195
BA2227	0.2980568937860058	20.910382367639677
BA2228	0.3839072162974903	31.927487025931413
BA2229	0.1760641667933917	23.056486557637434
BA2233	0.1546722445549899	11.761458404505191
BA2234	0.9598569615118624	24.054342043995
BA2235	0.3506127985317646	17.067020253453286
BA2236	0.2547194116470408	17.314869257465272
BA2239	0.2535090743265992	12.77104820432132
BA2240	0.4908167731068273	33.17334597209446
BA2242	0.2420015861239549	15.237455455980948
BA2244	0.3580150598976017	16.925820528737685
BA2245	0.2985101118313956	27.47398546311995
BA2248	0.0954803811134522	18.155268511562515
BA2249	0.3795539904703852	19.97463299408348
BA2251	0.1798147056189224	24.14242187116462
BA2256	0.4246689381506453	21.401582298666927
BA2260	0.1780099913415867	15.232493343082629
BA2261	0.163637993041259	13.631458148123675
BA2269	0.0381257500274562	7.328556613973234
BA2271	0.4199710669654803	23.98460277768552
BA2272	0.2600698008492104	13.50913898194892
BA2273	0.1657232849119111	21.07546663553913
BA2275	0.6891442021703473	31.218741695811683
BA2276	0.2036555884723128	9.934136281708742
BA2277	0.4281794974115492	29.221652377436328
BA2280	0.5649937171690479	36.38874163228378
BA2281	0.2568893475089915	24.831129720843258
BA2282	0.2248100876554353	10.789451974244848
BA2286	0.2828993825110299	19.38545941760825
BA2288	0.1126104562125291	12.094613771990195
BA2292	0.397235682464465	17.152450737298953
BA2294	0.2616251015647491	18.795163976802144
BA2296	0.3631820988029091	22.58795543731145
BA2300	0.6125499806379009	43.71814488147894
BA2301	0.1954328451951469	17.314482693030055
BA2302	0.1006929967279396	15.142153148377648
BA2304	0.3779940917641564	12.000004837689753
BA2306	0.2708628105721385	21.901854935746787
BA2308	0.1147444737003561	20.691473643918133
BA2309	0.3259388177248745	15.600943225492763
BA2311	0.3702552667702572	16.07649015451271
BA2312	0.1776912291549271	14.384739574554802
BA2316	0.2466830138254239	11.94031516572484
BA2322	0.4965962069120556	19.00203463588738
BA2325	0.2786110659952907	13.13339354976582
BA2329	0.2418367021205663	14.170386468930648
BA2334	0.1157587700932795	12.738862324221753
BA2339	0.1333731385406656	10.111131706915842
BA2344	0.3579604799758853	17.66258635942158
BA2347	0.072188004292406	10.673249895339008
BA2348	0.1092625283621437	6.14653811673649
BA2350	0.1186669020621158	9.248559385393913
BA2354	0.3239181940245378	27.095243432620222
BA2355	0.1556839884206953	28.38735945750639
BA2357	0.1962496472241806	12.19949693229595
BA2360	0.3260919528996724	17.5735034231662
BA2361	0.2176691980457763	15.736424512490592
BA2363	0.0848651731019468	7.3033212222808
BA2369	0.186279772257463	17.51039441139099
BA2374	0.6926714774366002	22.40617777937685
BA2375	0.3351568159397747	20.87206313122356
BA2376	0.3156022665371982	14.73696075905255
BA2377	0.5388125382276377	56.988741119585946
BA2379	0.072004153479201	14.2605358780457
BA2385	0.1148271054114098	15.9001120635316
BA2386	0.1813473892149942	18.71535873465833
BA2387	0.3246860534885605	18.12250880428911
BA2394	0.2854004544670061	24.469601260335928
BA2399	0.2153871654807925	16.904555001239643
BA2400	0.6390816294612727	33.63200594550555
BA2402	0.3383098845773419	21.70324629391715
BA2405	0.0942804089596048	9.100792336674967
BA2406	0.2455983708575468	17.82816007822995
BA2409	0.3967052557426072	16.29375622363415
BA2410	0.2140673638973415	23.596659384354837
BA2412	0.2520991459870992	12.137813809796492
BA2413	0.1104649841257031	21.05224232672534
BA2414	0.4389419646422597	23.349309244236707
BA2415	0.2186034456985994	8.984070955203252
BA2417	0.1722880439023834	12.270477073849374
BA2418	0.0957289155259468	10.111819360859618
BA2420	0.2378650357073441	17.04322984051619
BA2421	0.1116138168270386	17.112086130843036
BA2423	0.1170840694562422	14.830693302761253
BA2425	0.4026722048428054	26.81439645289756
BA2426	0.1783209864042547	14.6887218048444
BA2427	0.0812447405297825	13.203350202140005
BA2429	0.2185211086455719	13.885097753812143
BA2440	0.2487880973382376	29.80936471999719
BA2441	0.3780613279333296	41.50471871701896
BA2442	0.2711250618349438	21.30032633561693
BA2446	0.7007455385303686	17.23831681496286
BA2449	0.3145221648751091	27.270894277896847
BA2450	0.2338310005546969	17.891294519534323
BA2452	0.518737558469498	25.78173682741561
BA2454	0.4100739873433509	35.41917436013228
BA2455	0.1584734708862251	12.375452361398644
BA2456	0.0936955432674145	14.09237807271488
BA2459	0.1007335576054945	13.594127000583486
BA2461	0.3559182958194719	17.820350143922077
BA2463	0.1431545638750629	8.57460656098495
BA2464	0.2721092279091613	18.745323554263607
BA2469	0.0635194425077364	16.132452295663036
BA2470	0.3237007392970828	18.268118383788824
BA2472	0.1340409302019452	12.66426899861456
BA2473	0.4307230041907692	17.639401643995793
BA2474	0.2830003263520365	12.088986615383838
BA2477	0.6630495346238549	27.90380716097536
BA2479	0.0920500508177846	9.06853194700168
BA2480	0.1875311634928654	15.24397502944484
BA2481	0.1300334748480292	7.960993949896547
BA2482	0.3207334979475773	19.0233231637945
BA2483	0.5082802911813132	23.22264853955544
BA2485	0.2358318776855999	17.055978788879546
BA2488	0.2950977067253594	18.77808934875976
BA2489	0.0916632268438471	14.508873336495364
BA2492	0.1270852193336748	23.63457575454264
BA2494	0.1362629587937615	27.91420931790605
BA2496	0.2534181130655416	11.399676017741184
BA2497	0.3635030910318531	15.612483715841416
BA2499	0.1196799548875576	21.457586308448946
BA2500	0.5827457867044712	23.138866635530075
BA2501	0.3711891358327866	27.833890878616558
BA2502	0.4076236912501325	15.548455223976305
BA2505	0.0949552061537248	22.69831014365209
BA2507	0.1823516734126584	13.273383072831717
BA2510	0.1301580329443905	16.669318455579262
BA2511	0.0856985038464694	7.663551368635486
BA2512	0.6527365252061104	18.55404802224241
BA2514	0.1854558763243138	14.1127716506682
BA2515	0.1080857803696251	13.656362083325709
BA2520	0.0802909989896409	10.18459988094212
BA2521	0.5150964693206499	22.854875728416364
BA2523	0.404463952799906	17.466454904239125
BA2524	0.1927645969407254	15.143161519049126
BA2525	0.124397729022514	10.739344125649188
BA2526	0.0838814121222947	16.511510597344866
BA2528	0.3295012815973585	14.604392734699395
BA2532	0.1436030537105733	27.09788474706269
BA2534	0.2573786266451812	26.77316300242771
BA2538	0.0867916561752736	19.34789198139
BA2539	0.4573028517422539	15.054660968382327
BA2540	0.2459192862189476	12.01969277063214
BA2541	0.231556581821275	16.52564398579619
BA2545	0.3952241348763003	20.94124669628399
BA2546	0.2944940248047345	18.99909180138973
BA2552	0.3170711239895659	16.970131640737755
BA2559	0.2156161256131744	14.081354688308627
BA2561	0.1437519797318473	8.225056123389484
BA2563	0.2338717752548273	17.33397336920926
BA2564	0.417651241129595	13.974435996557515
BA2567	0.0577308950534327	6.532230302726126
BA2570	0.1642606718154451	22.38622147123564
BA2575	0.3026674421302629	10.361376185477951
BA2577	0.4706706174792704	20.382387269777333
BA2579	0.2271293218926546	18.172941762715816
BA2583	0.2603253668703825	25.543482158502837
BA2584	0.2398261528967051	21.881435806884262
BA2587	0.5397716972629386	21.078892020464146
BA2588	0.2256692909529387	15.34775428213297
BA2589	0.0860593028691975	17.98440359990241
BA2592	0.5177355851495687	19.84405027987057
BA2593	0.0323512286962603	0.8090165245861867
BA2594	0.2869778197371034	21.525920477694164
BA2595	0.2164093359374393	13.4174683952318
BA2597	0.0891098452101692	19.51682683095491
BA2600	0.1981468570201742	12.611281705199705
BA2603	0.1198453760126588	19.616353351392544
BA2618	0.4328642260192508	21.562852645082295
BA2619	0.2918653151903426	16.276085827293198
BA2620	0.2444462354704645	23.94293881406372
BA2621	0.1817954920959613	14.867078915259968
BA2622	0.2580779070113076	17.89404725424126
BA2623	0.4564508125232316	32.422525972432204
BA2629	0.2998754353359694	12.182439062832351
BA2631	0.2509905216204183	17.90739322912705
BA2634	0.1330984108555486	18.21284933426878
BA2636	0.1408643820278768	18.568704808257376
BA2639	0.6670455875304463	21.352582026728825
BA2644	0.225636375315992	13.954630838917565
BA2645	0.0356252484048635	21.812898951451057
BA2646	0.2802327422707131	24.75015114655788
BA2649	0.4334100500767252	23.86929555054728
BA2651	0.0919617490094547	15.009905620802682
BA2653	0.2569497039823936	35.09770771441234
BA2655	0.7139990186126663	47.73960715416454
BA2656	0.0794379106146092	12.23115155921837
BA2657	0.3399398245536351	19.747502000537104
BA2658	0.2547795764626844	20.77431422918143
BA2659	0.2773546483240657	20.045090782808657
BA2660	0.2662669615708654	16.149795869705212
BA2662	0.7541105908967665	12.045959777225177
BA2663	0.2105269389462351	12.517918211428482
BA2667	0.2897379056481712	14.667596859550976
BA2670	0.1441389945777838	17.34966639725265
BA2674	0.1891502859984321	17.279843318133707
BA2675	0.2812962648255981	20.317910549967007
BA2676	0.3139591697544396	18.58694648390418
BA2677	0.3192005612125122	18.577054779483333
BA2681	0.3257687641974401	15.08682239640497
BA2682	0.2404484787137783	19.076647524486
BA2685	0.2767710412141184	25.10516765487928
BA2688	0.1378438970917537	9.067482526668442
BA2691	0.2612519547389361	26.73737220376769
BA2694	0.0781985177930957	9.024019039461352
BA2695	0.1118772304361062	11.2404092343823
BA2697	0.1272866317467571	6.301040978737351
BA2701	0.075030801935775	10.946437653909962
BA2704	0.5101096719952736	16.147071205521367
BA2705	0.07250727099176	28.16912357988325
BA2707	0.3299179451714395	28.354258823419137
BA2709	0.2624298318660459	11.834087074751764
