	SMC1A	PTPN11
BA2712	0.3282780888216553	16.42029670010793
BA2714	0.3666596884672342	18.259052411644547
BA2715	0.1215179598953262	20.1361962674606
BA2718	0.3195031966814316	23.29369020548985
BA2720	0.172714685702737	12.589995425491171
BA2721	0.5658885773232102	12.82643796424119
BA2722	0.5683806366482027	36.40377693251484
BA2723	0.1416658454345932	30.19932116231609
BA2724	0.1138061856296348	12.29033845001848
BA2726	0.2946671354005249	13.818725538291096
BA2727	0.2287099576110273	24.61424804261353
BA2728	0.4610109878451265	21.026768820896308
BA2731	0.1128388234893852	10.348587303927951
BA2733	0.1298815646864783	8.96480318961342
BA2735	0.0392859887155894	12.472768491152266
BA2737	0.1493001614811841	12.376501451202138
BA2742	0.3734794718434932	18.999517616112165
BA2744	0.0744951513444706	3.972428680531728
BA2746	0.3682669813087594	16.354079014101362
BA2747	0.1520008283814606	13.21286567892482
BA2748	0.4001507939045263	24.58902716946228
BA2751	0.2114876705902431	13.92309366783434
BA2756	0.1626781184244019	11.95978241621635
BA2758	0.1707386053845356	9.074373932385482
BA2760	0.1983855161639982	27.842394785774225
BA2762	0.2293845489041649	15.494298472230904
BA2764	0.1741527316664854	10.123036663951495
BA2765	0.3713933335783316	17.255788926560026
BA2769	0.2928566970947246	14.114069903809089
BA2772	0.0939717977027511	9.214550366533244
BA2775	0.2657065525606317	18.18390614086486
BA2776	0.6202323265312046	21.07864268018424
BA2778	0.3950466155049685	11.051841624231852
BA2782	0.3151364876376854	14.017978111035076
BA2786	0.968159896203139	18.56146342152403
BA2787	0.1237204031601759	5.728153752635701
BA2789	0.4444304317432463	23.09779193452756
BA2791	0.1294959993090058	20.34342406980938
BA2792	0.2638174116398242	11.65470263502648
BA2798	0.1891722780391238	16.931625688947495
BA2801	0.1727233439081975	7.134981041288424
BA2802	0.2466507899910318	21.039563120997773
BA2804	0.3192413359268645	11.705154389579103
BA2806	0.1656177386980943	20.0582471817414
BA2808	0.1087470259095868	24.08299046294555
BA2809	0.2507955480173753	25.421071006514072
BA2811	0.2648906040050539	22.694716050439283
BA2812	0.2655662582263247	11.366252530998253
BA2813	0.1227267439754985	13.26185634034608
BA2814	0.3794079495996934	11.078194670442564
BA2816	0.2021488300093306	14.79225518895096
BA2817	0.1552099153339106	19.255577896687427
BA2820	0.3379765105194388	17.60046886126625
BA2821	0.782652127156746	41.38697743446033
BA2822	0.2558496344351366	27.94999463915676
BA2824	0.2754533870917638	15.698469004065108
BA2828	0.1952904498377729	16.62048013308828
BA2829	0.3195532759453021	23.16697090575833
BA2830	0.1718429795070942	10.54731633196385
BA2832	0.3137521751727	21.6788491811367
BA2836	0.0802173969811732	12.468306580047503
BA2837	0.1867291483354438	22.898407857056828
BA2839	0.1176760361314943	31.642496415707715
BA2840	0.4967137050448442	20.531917229600012
BA2841	0.149363505648558	17.333596721579227
BA2842	0.0675892630473825	9.895489999364507
BA2843	0.0822233284174721	10.858547637453205
BA2844	0.2062485016528522	17.590131498344554
BA2846	0.2721005887148136	18.50294150486064
BA2850	0.1411143548477597	13.43052749037221
BA2851	0.4603940702363178	25.04537941152953
BA2852	0.0624845270608109	9.456579436181348
BA2855	0.1114542314095787	17.107630110616615
BA2856	0.0307560840500244	12.066697755388164
BA2858	0.3095446579129148	12.633864070958204
BA2860	0.1946986444049878	14.530015277964637
BA2861	0.3090760747124922	17.408068930780058
BA2865	0.1972311935905225	16.238963350670986
BA2866	0.3648559155919731	21.19259899057649
BA2867	0.1792362018550065	17.232068759781303
BA2868	0.2185923193550665	23.494536189676637
BA2870	0.6474642443696771	23.69065911934278
BA2871	0.3398126914079136	23.15316795763132
BA2872	0.5199047987510077	18.935171480130546
BA2876	0.0691027513962916	13.157898270250502
BA2879	0.123026264091197	15.50509527096519
BA2880	0.2936286769694492	19.49215324075317
BA2882	0.2200827337382597	16.603411924717445
BA2883	0.1215777539853818	28.20025393371597
BA2885	0.5984346439385625	20.57041289985666
BA2887	0.3096638251410523	27.307116773219036
BA2889	0.0001076658053402	0.0893690876800253
BA2893	0.2586648728839178	12.4974117886675
BA2901	0.095791380115584	8.975530107617864
BA2902	0.0873662600584626	9.87114034234456
BA2903	0.0650529610230296	5.87011599834422
BA2904	0.4219569275305653	20.70134617274038
BA2905	0.1045441153905102	22.33801212442174
BA2906	0.4971897346922827	21.176416117737062
BA2908	0.0611374383902125	23.172251086718955
BA2909	0.201534595189595	11.488674564864946
BA2910	0.1894672457452929	26.26349101086416
BA2911	0.336357097752188	20.84783277632227
BA2914	0.5363232893936329	15.0156201416248
BA2915	0.0122077435825069	2.41314672352659
BA2921	0.0897313683312705	17.458656163590284
BA2922	0.2097623317620221	19.573904682697663
BA2923	0.2306829587671649	9.394341271819846
BA2926	0.362999296731501	19.129719312731364
BA2928	0.7328396258288141	17.191069360684157
BA2930	0.3071963314945891	14.85937609513198
BA2932	0.2786937749881001	19.46477251954371
BA2934	0.1578504431512775	9.73098986675119
BA2935	0.17185325987033	9.880445356341776
BA2937	0.314518025510182	17.877732513150956
BA2939	0.1437941124181279	9.710666289915626
BA2944	0.3967342110540126	37.64703403612323
BA2947	0.1851984120131309	12.357448642886093
BA2948	0.1419070836099069	20.4879431817709
BA2950	0.3952168461749438	24.919157088502157
BA2951	0.1898915620815846	18.133444760407368
BA2952	0.6612416281257553	29.64411745650464
BA2953	0.1163447989459352	7.163653271429381
BA2955	0.2621571054143199	11.13542937935626
BA2956	0.0790005400436854	8.523238456781499
BA2962	0.3975818439543251	24.054892956713843
BA2970	0.1957447087318102	15.990249149514993
BA2972	0.3293166723324845	17.627225547010358
BA2976	0.3096691926871527	17.773117510802155
BA2978	0.4731509710057813	14.603788957143514
BA2981	0.2502283314394685	18.564359098703868
BA2984	0.2640348478557104	14.452361922559325
BA2986	0.3485834631374355	21.66198824056716
BA2989	0.1460676895533729	24.180054210900927
BA2992	0.5380020415646402	23.9380562024542
BA2993	0.11660752029557	13.846655480060836
BA2994	0.2266451928978509	16.36308890783346
BA2995	0.1204702808754435	14.331090419338244
BA2999	0.3193007284760498	20.07089751224206
BA3001	0.2917806783064339	17.71418966299346
BA3002	0.5552582775494158	25.71013085930307
BA3004	0.5126299537847396	15.801966890605236
BA3006	0.2291427258091408	12.927507847907451
BA3008	0.0022500543479822	0.3007671567538219
BA3009	0.4115478530772973	19.149190049872782
BA3010	0.250667233142732	13.643755520925405
BA3011	0.0984475265843019	16.20127100029433
BA3013	0.4219456942615227	15.826301965085207
BA3023	0.2173995360986777	16.109292041670233
BA3025	0.2699699153891006	21.606626020315527
BA3027	0.1142040515721813	11.8217154344046
BA3029	0.0839867745572807	11.205176238759671
BA3030	0.5758379855026016	21.666872429973047
BA3037	0.0910588677069947	22.454196832329725
BA3038	0.6329297839313329	26.722751368914007
BA3040	0.2985660493250496	10.393675597393589
BA3042	0.2077054521736447	31.91703970845472
BA3043	0.2214341415847085	10.557497829345278
BA3049	0.177603913807178	4.158103947463144
BA3051	0.1381258105632908	13.618501220020445
BA3053	0.2840491610107821	26.569754013053128
BA3064	0.2881622204776108	20.81512093293928
BA3067	0.3622948914571787	23.49622855930234
BA3068	0.3675138949442251	32.6958892019907
BA3070	0.1665342370611892	12.2739088603882
BA3071	0.3931518976544929	21.66745407747344
BA3072	0.2515043939793846	21.744276519892093
BA3075	0.1010932314473171	9.78077433217044
BA3076	0.02715885665652	6.585836267450562
BA3077	0.5036527550958136	22.34529503861006
BA2040	0.1789469585488489	15.768603175760314
BA2160	0.2485683387977719	17.506409372433634
BA2303	0.4121482712286024	15.03837826541991
BA2353	0.3664233172647903	27.233366359776674
BA2516	0.4116361469498121	21.259529388671154
BA2590	0.4309865100821319	29.16348122073776
BA2647	0.3642042957496055	21.26802428024812
BA2891	0.3146634081473152	10.22953782959444
BA2924	0.1153077599395787	20.532589760834025
BA2971	0.1351319819076732	19.08055261903843
BA3036	0.2560760773888105	21.532179511729048
BA3059	0.1254207189551861	18.54532868077653
BA3073	0.2856461151615411	14.944238120335736
BA3078	0.4065602755923134	35.18664561153126
BA3079	0.1655537248218735	19.909318281196608
BA3083	0.6527780839768687	21.978305936397295
BA3084	0.4606065170537409	17.84399375600065
BA3085	0.1812933460434435	26.01224963306068
BA3087	0.6370760845653045	48.86803170684532
BA3089	0.226265875429975	23.137690705828494
BA3094	0.363382194306218	28.49290823798763
BA3095	0.3102810436868521	20.620505966732463
BA3098	0.3604062952081302	23.62762660915261
BA3099	0.5826862147443532	36.54224908379226
BA3103	0.2363929374220114	21.202410683230404
BA3108	0.4774718581087256	27.17003893415094
BA3109	0.105299700365296	17.987162225593785
BA3110	0.154839015744648	23.61354936917826
BA3114	0.2174477139472769	11.088207106757388
BA3116	0.1869802767941894	13.54410492909614
BA3117	0.4271717360504241	32.99850340543902
BA3118	0.2524353160385501	18.419906314914087
BA3119	0.472592126254227	24.22301068782385
BA3123	0.2143088666727148	19.325795422691492
BA3124	0.2066338903588838	11.595967067149676
BA3126	0.3386354649785379	23.07814911886787
BA3128	0.1319269388983728	17.85383423310964
BA3130	0.3148723968123903	12.057733345196048
BA3133	0.4172427458203853	35.60647067572976
BA3135	0.1567111874926694	14.423862792892812
BA3136	0.4341082556252174	26.020118488952967
BA3137	0.3366615621225121	17.99946922539952
BA3138	0.1970572516434277	17.948405734384835
BA3139	0.7253368774077763	61.89541159416133
BA3141	0.4182971515724906	21.324758045316084
BA3142	0.1903422965599281	46.60967367517731
BA3145	0.0713319578529346	21.111123300919846
BA3146	0.2819906141776795	21.602179497941837
BA3149	0.1524657763154379	21.63447056331703
BA3152	0.4919861483946126	26.69930441544388
BA3153	0.0896441492763898	31.543536116768177
BA3154	0.229594320882552	34.14570005484676
BA3156	0.2184464499737141	19.49857490673853
BA3157	0.3172560270840409	23.14124354717321
BA3158	0.301288795794646	22.028408728000585
BA3162	0.1645453927415961	23.07486636372992
BA3163	0.5350639622275036	14.556965582467331
BA3164	0.4896781474264358	29.786068872909603
BA3167	0.14458510771487	20.567990490892964
BA3169	0.1883108446851142	20.415742448754457
BA3171	0.2806134283716023	49.20184704080764
BA3173	0.3069925269541085	27.98654696106653
BA3174	0.1474428804050239	22.481708707839694
BA3175	0.2109060647136869	16.98894756673063
BA3176	0.4086260704788302	18.64217401050913
BA3177	0.690758174891853	37.12825353716463
BA3178	0.2805770580648931	11.343132947483015
BA3180	0.170998843538671	28.83046345372784
BA3181	0.2692165489955327	12.539176864756952
BA3182	0.4276320586752365	27.52360362055456
BA3183	0.3711680272950735	29.19110257797213
BA3185	0.1452192221053859	16.0689464411771
BA3186	0.434716834548235	26.671352579888893
BA3187	0.2682470712316673	17.671849707854243
BA3189	0.3358171240171257	34.77103318446292
BA3190	0.0782458160639581	13.582985218241213
BA3191	0.2814497092447492	17.4967395117262
BA3192	0.2602077997205345	25.62671641213393
BA3194	0.3818669078378363	35.935356555517195
BA3195	0.1847425963393512	16.40482357099114
BA3197	0.3484296277958334	16.74318582812262
BA3199	0.5785824076895904	26.886278539283374
BA3200	0.2904182510135181	21.870631329961405
BA3202	0.4161316528729756	24.89452366575615
BA3203	0.1127051592371072	14.692021043920066
BA3206	0.2738011912320349	23.017601304312947
BA3207	0.3933565848837488	21.08589263526197
BA3208	0.2096797079867835	18.69157945657816
BA3210	0.1933232914682228	25.00701142440425
BA3211	0.3293059987215186	20.94416288181397
BA3212	0.5218166010213633	38.42654424973168
BA3213	0.4537115677818817	28.595132790427066
BA3214	0.0749161305833725	19.227635695526825
BA3216	0.1874968165132549	14.3557010442588
BA3217	0.299616329898564	16.74182319835738
BA3219	0.2756435122761714	14.358489399213893
BA3221	0.2996160502695211	15.472372826909858
BA3222	0.491357413411254	45.00221066210596
BA3225	0.2580564852613337	16.252474175634926
BA3226	0.3368116473363439	19.63876066105797
BA3227	0.4956172439308797	22.406453016091405
BA3228	0.4741007719177005	28.892920691148067
BA3229	0.3936471415175411	29.721164245602424
BA3230	0.525221327346239	19.80458906416293
BA3232	0.4981979634291891	18.64192081999083
BA3234	0.3952673016753851	20.17473302052334
BA3235	0.3054783878790216	15.371318318553923
BA3237	0.2427413933559839	27.98315846822433
BA3240	0.3998591664067857	26.53802348143133
BA3242	0.225288913710634	18.60678946129853
BA3243	0.298382760895191	27.182019369641385
BA3245	0.213921999428674	24.70548102610767
BA3249	0.0689772143325083	27.04526177937093
BA3250	0.6366551782402601	29.723698269728747
BA3251	0.4252037131463424	18.96515071718015
BA3255	0.2984549430647268	19.530658366366755
BA3258	0.5175421859774127	19.25644449572177
BA3260	0.1525210440860231	21.71300533111998
BA3261	0.3128071762129427	18.19364774393248
BA3264	0.4489529614761333	28.724599060108773
BA3266	0.58798738527772	28.79690094170825
BA3268	0.5411662025625318	34.215264264099496
BA3269	0.0881160945431779	15.204697938644848
BA3270	0.4817215663538778	24.530727937607185
BA3271	0.7183814599548946	27.916898924965192
BA3273	0.1061498085679585	20.44500246613187
BA3275	0.368202978893605	28.412871710293533
BA3277	0.149894155865655	17.164565410884723
BA3280	0.1363494127037959	14.365310348195427
BA3283	0.1486595460563002	16.69487906533864
BA3285	0.6689821415265536	62.17898985108376
BA3286	0.7055997857517404	21.368852478931604
BA3289	0.0687907583977545	8.671812401369937
BA3290	0.2827611927677067	23.97434788088257
BA3293	0.404313091380152	27.98536128377098
BA3295	0.493760139940373	28.37486135458929
BA3296	0.3471227664567803	16.547626760789306
BA3297	0.4855061106771944	31.61271538032367
BA3299	0.2115811525837037	13.91130497298182
BA3300	0.3136102357300411	37.73830015271734
BA3302	0.464858382455764	47.58395676045272
BA3305	0.164828185776648	17.9495129193202
BA3306	0.1158809254153795	15.822574986127442
BA3308	0.2622503850462713	21.61813851587103
BA3310	0.3307578759542464	16.233968503775053
BA3311	0.3182408518202514	26.322291810625305
BA3312	0.6681176507184189	26.274338440187364
BA3315	0.4140470156964089	35.11440382264742
BA3317	0.3551690391328552	21.33458099470292
BA3318	0.3293823507139388	31.470847071104163
BA3319	0.396472560939873	22.17690767917441
BA3322	0.2943144017135098	19.028309672175208
BA3324	0.4446866988823115	43.99440756721232
BA3325	0.082178219512508	18.92294556082813
BA3326	0.2260597537612384	23.60399145233129
BA3328	0.4392545429320541	22.770125349103125
BA3329	0.3543543420805741	36.48269764177509
BA3332	0.4633660984947801	28.276913195499503
BA3333	0.2113104467195846	25.26353103615665
BA3334	0.1690219786645197	9.127914629344902
BA3335	0.133327191177007	18.262137171353483
BA3339	0.296646892946861	16.505423984927283
BA3341	0.1340534070242475	21.133817970311235
BA3345	0.2691436388180634	10.56551791674996
