	SMC1A	SRSF2
BA2162	0.2856224090238819	8.849822115908271
BA2163	0.2476288848697591	7.4857757015311535
BA2168	0.1133917410225406	8.310485926369557
BA2169	0.099865340034379	8.737420101785885
BA2171	0.6436778720960448	13.647857183453524
BA2172	0.1984505562456519	6.624084898239265
BA2174	0.5673116238211867	11.368590659871236
BA2175	0.4777821913841399	16.88810084545601
BA2184	0.6443998756645007	21.24939692545412
BA2195	0.1729249365321939	7.23243772301538
BA2198	0.3557294189419911	6.568389703284435
BA2200	0.4409612405890968	22.72786822849741
BA2201	0.2371180788800523	4.323026570237881
BA2209	0.1240002416844831	6.408519354938519
BA2211	0.4491274919108555	16.55230428257159
BA2212	0.1901517308897795	10.236633063274152
BA2217	0.3171809747929061	13.496358315863404
BA2218	0.0622631388267454	12.93380471935965
BA2220	0.3710972985476872	9.724200374077704
BA2221	0.2464402599609664	7.3819992501371905
BA2224	0.1971415824224655	8.450169624197642
BA2226	0.7868952677610815	20.690926999003683
BA2227	0.2980568937860058	22.4026748068776
BA2228	0.3839072162974903	12.36714192755575
BA2229	0.1760641667933917	10.30418039139401
BA2233	0.1546722445549899	9.331255815320716
BA2234	0.9598569615118624	10.042322926937322
BA2235	0.3506127985317646	6.150150874326986
BA2236	0.2547194116470408	6.349187771730446
BA2239	0.2535090743265992	3.990381066613173
BA2240	0.4908167731068273	11.81329733557186
BA2242	0.2420015861239549	12.622925169745704
BA2244	0.3580150598976017	8.685425007509856
BA2245	0.2985101118313956	7.892885598424514
BA2248	0.0954803811134522	7.032545897351294
BA2249	0.3795539904703852	12.922706504656714
BA2251	0.1798147056189224	8.235124274376565
BA2256	0.4246689381506453	10.70430699737524
BA2260	0.1780099913415867	6.82488810159893
BA2261	0.163637993041259	4.481930297566593
BA2269	0.0381257500274562	2.974267049947534
BA2271	0.4199710669654803	12.268896653926028
BA2272	0.2600698008492104	8.740305014970993
BA2273	0.1657232849119111	13.281240851317271
BA2275	0.6891442021703473	15.467941519326764
BA2276	0.2036555884723128	7.392346085673904
BA2277	0.4281794974115492	12.43586729245932
BA2280	0.5649937171690479	20.29568025661283
BA2281	0.2568893475089915	6.894733065138713
BA2282	0.2248100876554353	7.732555617772172
BA2286	0.2828993825110299	6.7743114544895136
BA2288	0.1126104562125291	9.746257016854276
BA2292	0.397235682464465	10.979030068640542
BA2294	0.2616251015647491	9.96181839846229
BA2296	0.3631820988029091	12.911623781720358
BA2300	0.6125499806379009	18.75620070168782
BA2301	0.1954328451951469	10.356558085101655
BA2302	0.1006929967279396	7.71625786338462
BA2304	0.3779940917641564	5.045093600102256
BA2306	0.2708628105721385	7.478498911939351
BA2308	0.1147444737003561	8.936134174381431
BA2309	0.3259388177248745	8.067967717536426
BA2311	0.3702552667702572	7.467929705715504
BA2312	0.1776912291549271	9.207036717457903
BA2316	0.2466830138254239	5.365016032852368
BA2322	0.4965962069120556	15.15802832310161
BA2325	0.2786110659952907	4.8474309463330005
BA2329	0.2418367021205663	6.004385112888205
BA2334	0.1157587700932795	6.772033452636415
BA2339	0.1333731385406656	6.578395846076763
BA2344	0.3579604799758853	9.95222373294122
BA2347	0.072188004292406	6.260648827958406
BA2348	0.1092625283621437	3.192767626297295
BA2350	0.1186669020621158	3.1993092687479128
BA2354	0.3239181940245378	9.094720981645125
BA2355	0.1556839884206953	15.09480010980398
BA2357	0.1962496472241806	7.213802053964256
BA2360	0.3260919528996724	8.585844864296938
BA2361	0.2176691980457763	9.20178308725799
BA2363	0.0848651731019468	2.263679932155521
BA2369	0.186279772257463	13.61743356901646
BA2374	0.6926714774366002	15.020254776469203
BA2375	0.3351568159397747	9.747926186355707
BA2376	0.3156022665371982	7.187031120506286
BA2377	0.5388125382276377	8.048909750072964
BA2379	0.072004153479201	8.33738191225857
BA2385	0.1148271054114098	6.499132998687305
BA2386	0.1813473892149942	7.607945839191167
BA2387	0.3246860534885605	8.404643286708874
BA2394	0.2854004544670061	13.111254023792643
BA2399	0.2153871654807925	11.441423685644317
BA2400	0.6390816294612727	19.22387339569088
BA2402	0.3383098845773419	7.8286036188920285
BA2405	0.0942804089596048	3.3746840174856048
BA2406	0.2455983708575468	15.100351324920654
BA2409	0.3967052557426072	5.335638013516848
BA2410	0.2140673638973415	12.248821025695852
BA2412	0.2520991459870992	5.050385275136611
BA2413	0.1104649841257031	9.779487361630606
BA2414	0.4389419646422597	16.52048756287578
BA2415	0.2186034456985994	5.784375608737815
BA2417	0.1722880439023834	12.604578445954084
BA2418	0.0957289155259468	5.852862551853996
BA2420	0.2378650357073441	6.673973364609146
BA2421	0.1116138168270386	5.350942554128971
BA2423	0.1170840694562422	6.000412384804274
BA2425	0.4026722048428054	8.608777895241822
BA2426	0.1783209864042547	11.693868661328034
BA2427	0.0812447405297825	6.0037188350709
BA2429	0.2185211086455719	6.176043605283289
BA2440	0.2487880973382376	12.648194603753424
BA2441	0.3780613279333296	20.145754270094866
BA2442	0.2711250618349438	8.743968100207633
BA2446	0.7007455385303686	9.845302131772312
BA2449	0.3145221648751091	6.396285146525121
BA2450	0.2338310005546969	6.603321031922046
BA2452	0.518737558469498	13.516954483145255
BA2454	0.4100739873433509	17.26327461462944
BA2455	0.1584734708862251	3.910528036418665
BA2456	0.0936955432674145	5.467941329607662
BA2459	0.1007335576054945	4.261218993214063
BA2461	0.3559182958194719	15.069173557393931
BA2463	0.1431545638750629	14.677596729226243
BA2464	0.2721092279091613	6.196766107099562
BA2469	0.0635194425077364	4.177583132499608
BA2470	0.3237007392970828	13.4406643279588
BA2472	0.1340409302019452	7.002969939252052
BA2473	0.4307230041907692	17.61282028367346
BA2474	0.2830003263520365	5.556900559206135
BA2477	0.6630495346238549	12.952167723166772
BA2479	0.0920500508177846	5.270956797053147
BA2480	0.1875311634928654	5.221559208280936
BA2481	0.1300334748480292	7.431470700183258
BA2482	0.3207334979475773	6.062584079756848
BA2483	0.5082802911813132	6.914749760947312
BA2485	0.2358318776855999	5.92992856005121
BA2488	0.2950977067253594	6.481372505584559
BA2489	0.0916632268438471	9.890896292322566
BA2492	0.1270852193336748	4.708722659288666
BA2494	0.1362629587937615	8.267202187631659
BA2496	0.2534181130655416	4.413315151161343
BA2497	0.3635030910318531	5.6879551902635646
BA2499	0.1196799548875576	5.54190921730581
BA2500	0.5827457867044712	14.28248502325956
BA2501	0.3711891358327866	16.016290495131866
BA2502	0.4076236912501325	7.52303870478604
BA2505	0.0949552061537248	6.363570620678172
BA2507	0.1823516734126584	14.380739159403634
BA2510	0.1301580329443905	6.760117532121623
BA2511	0.0856985038464694	4.86640459517794
BA2512	0.6527365252061104	13.280997866271184
BA2514	0.1854558763243138	9.460769184449832
BA2515	0.1080857803696251	5.895622525195992
BA2520	0.0802909989896409	6.589913506704133
BA2521	0.5150964693206499	11.10073495038827
BA2523	0.404463952799906	7.517763687149729
BA2524	0.1927645969407254	7.462607636373677
BA2525	0.124397729022514	5.466561367386181
BA2526	0.0838814121222947	10.293552526172045
BA2528	0.3295012815973585	11.796546906297598
BA2532	0.1436030537105733	6.487964395018982
BA2534	0.2573786266451812	8.459329444596433
BA2538	0.0867916561752736	5.394325127202471
BA2539	0.4573028517422539	13.783379949387552
BA2540	0.2459192862189476	6.093821057751978
BA2541	0.231556581821275	6.246426454135313
BA2545	0.3952241348763003	9.589714367788345
BA2546	0.2944940248047345	5.728219614595158
BA2552	0.3170711239895659	8.667823095211054
BA2559	0.2156161256131744	7.604231628237052
BA2561	0.1437519797318473	12.142850342500884
BA2563	0.2338717752548273	13.960567292486948
BA2564	0.417651241129595	5.953373950181264
BA2567	0.0577308950534327	8.164090806058189
BA2570	0.1642606718154451	6.277968963291617
BA2575	0.3026674421302629	4.186598620862128
BA2577	0.4706706174792704	10.481296272317712
BA2579	0.2271293218926546	5.799583556593004
BA2583	0.2603253668703825	8.349535248523072
BA2584	0.2398261528967051	12.988321421755929
BA2587	0.5397716972629386	12.222007272590782
BA2588	0.2256692909529387	11.31051983183879
BA2589	0.0860593028691975	7.947375643295165
BA2592	0.5177355851495687	19.474247117780276
BA2593	0.0323512286962603	7.240328390009368
BA2594	0.2869778197371034	6.987211126676434
BA2595	0.2164093359374393	6.30470399812333
BA2597	0.0891098452101692	5.527468741435484
BA2600	0.1981468570201742	9.43693165628052
BA2603	0.1198453760126588	8.031131002770422
BA2618	0.4328642260192508	10.28489543340043
BA2619	0.2918653151903426	5.095602446073737
BA2620	0.2444462354704645	5.724776990730876
BA2621	0.1817954920959613	8.52635196353477
BA2622	0.2580779070113076	6.808239994869905
BA2623	0.4564508125232316	14.54918465607203
BA2629	0.2998754353359694	6.440224123048128
BA2631	0.2509905216204183	7.706720301683648
BA2634	0.1330984108555486	5.409271388395974
BA2636	0.1408643820278768	7.23942408699101
BA2639	0.6670455875304463	11.290559861343022
BA2644	0.225636375315992	12.120313967421524
BA2645	0.0356252484048635	6.565985109356736
BA2646	0.2802327422707131	9.601665809212935
BA2649	0.4334100500767252	11.37103738461929
BA2651	0.0919617490094547	4.392191881902992
BA2653	0.2569497039823936	6.189312757173702
BA2655	0.7139990186126663	24.78280962468196
BA2656	0.0794379106146092	10.496625191157923
BA2657	0.3399398245536351	8.718577880236095
BA2658	0.2547795764626844	14.996474160764116
BA2659	0.2773546483240657	6.834352080947908
BA2660	0.2662669615708654	4.155803626710925
BA2662	0.7541105908967665	15.49520119417077
BA2663	0.2105269389462351	8.012704999972765
BA2667	0.2897379056481712	5.179103667139669
BA2670	0.1441389945777838	4.824542357103383
BA2674	0.1891502859984321	10.722448805074542
BA2675	0.2812962648255981	7.4338882407337
BA2676	0.3139591697544396	6.708243469362233
BA2677	0.3192005612125122	10.056471670609511
BA2681	0.3257687641974401	6.4486065719395
BA2682	0.2404484787137783	8.86880632720628
BA2685	0.2767710412141184	12.088413277456349
BA2688	0.1378438970917537	5.633587562322815
BA2691	0.2612519547389361	6.076648196548933
BA2694	0.0781985177930957	5.467132033760421
BA2695	0.1118772304361062	9.713575137631638
BA2697	0.1272866317467571	10.360787444122687
BA2701	0.075030801935775	4.731877278883458
BA2704	0.5101096719952736	8.317276075620878
BA2705	0.07250727099176	6.022822272948734
BA2707	0.3299179451714395	10.73198616991751
BA2709	0.2624298318660459	5.070893089865122
BA2712	0.3282780888216553	7.203846810873546
BA2714	0.3666596884672342	6.004340183355022
BA2715	0.1215179598953262	4.669863887178434
BA2718	0.3195031966814316	9.106236307301485
BA2720	0.172714685702737	4.530534686570339
BA2721	0.5658885773232102	5.481999785025814
BA2722	0.5683806366482027	5.718629066779601
BA2723	0.1416658454345932	8.777930020899095
BA2724	0.1138061856296348	6.865747442702639
BA2726	0.2946671354005249	5.46525282121478
BA2727	0.2287099576110273	6.406590161494626
BA2728	0.4610109878451265	6.114653167335468
BA2731	0.1128388234893852	4.682356977360299
BA2733	0.1298815646864783	5.681767858992853
BA2735	0.0392859887155894	3.99910963692798
BA2737	0.1493001614811841	8.293808493246203
BA2742	0.3734794718434932	7.233564878780263
BA2744	0.0744951513444706	3.3238434758887325
BA2746	0.3682669813087594	9.638528377831507
BA2747	0.1520008283814606	8.563268577013341
BA2748	0.4001507939045263	8.95066179938992
BA2751	0.2114876705902431	6.898398048565869
BA2756	0.1626781184244019	4.073384222163363
BA2758	0.1707386053845356	5.67761271728232
BA2760	0.1983855161639982	6.513254477440419
BA2762	0.2293845489041649	9.329141237805674
BA2764	0.1741527316664854	4.943143749486105
BA2765	0.3713933335783316	7.350530098909075
BA2769	0.2928566970947246	9.702788896930844
BA2772	0.0939717977027511	4.159127448986021
BA2775	0.2657065525606317	13.77659622773193
BA2776	0.6202323265312046	16.371407361151164
BA2778	0.3950466155049685	3.520166182953617
BA2782	0.3151364876376854	8.397264195881215
BA2786	0.968159896203139	16.45774351342842
BA2787	0.1237204031601759	7.389194116949242
BA2789	0.4444304317432463	6.449575456643765
BA2791	0.1294959993090058	10.11462229560986
BA2792	0.2638174116398242	10.24030708858268
BA2798	0.1891722780391238	10.398857204628076
BA2801	0.1727233439081975	8.674430343301829
BA2802	0.2466507899910318	8.138700967825729
BA2804	0.3192413359268645	5.820780505318683
BA2806	0.1656177386980943	8.730563476229827
BA2808	0.1087470259095868	6.251134290030116
BA2809	0.2507955480173753	11.545778835437822
BA2811	0.2648906040050539	6.428374807884683
BA2812	0.2655662582263247	11.802928834815026
BA2813	0.1227267439754985	10.855132806266033
BA2814	0.3794079495996934	6.36973865898262
BA2816	0.2021488300093306	7.447682610994238
BA2817	0.1552099153339106	5.033826240082924
BA2820	0.3379765105194388	4.432341785701983
BA2821	0.782652127156746	17.987850850995763
BA2822	0.2558496344351366	7.391770931926661
BA2824	0.2754533870917638	10.14592250436246
BA2828	0.1952904498377729	5.58623574127537
BA2829	0.3195532759453021	12.60706256807866
BA2830	0.1718429795070942	11.597514503817472
BA2832	0.3137521751727	9.478322894438538
BA2836	0.0802173969811732	4.542946151205929
BA2837	0.1867291483354438	10.187887408517986
BA2839	0.1176760361314943	7.19713648555592
BA2840	0.4967137050448442	19.35628427491396
BA2841	0.149363505648558	15.51985513764779
BA2842	0.0675892630473825	5.670142492268048
BA2843	0.0822233284174721	7.2737096187365635
BA2844	0.2062485016528522	8.040064000954159
BA2846	0.2721005887148136	9.099985146464729
BA2850	0.1411143548477597	17.256494458123818
BA2851	0.4603940702363178	16.919319842135923
BA2852	0.0624845270608109	9.3557024608083
BA2855	0.1114542314095787	6.770871996630884
BA2856	0.0307560840500244	5.709638559319097
BA2858	0.3095446579129148	8.75621358698366
BA2860	0.1946986444049878	4.831655206211666
BA2861	0.3090760747124922	6.545294633285072
BA2865	0.1972311935905225	6.063684890259434
BA2866	0.3648559155919731	18.217765780052407
BA2867	0.1792362018550065	12.768944059804822
BA2868	0.2185923193550665	8.926632811025167
BA2870	0.6474642443696771	10.691233978534347
BA2871	0.3398126914079136	7.871446025382816
BA2872	0.5199047987510077	8.38478074500445
BA2876	0.0691027513962916	7.570218934013556
BA2879	0.123026264091197	9.744493994658372
BA2880	0.2936286769694492	9.872966868748064
BA2882	0.2200827337382597	6.41113793113961
BA2883	0.1215777539853818	6.339850205079362
BA2885	0.5984346439385625	8.479900578500331
BA2887	0.3096638251410523	6.56007403071066
BA2889	0.0001076658053402	0.0743460508001554
BA2893	0.2586648728839178	9.638332415462768
BA2901	0.095791380115584	4.034005532164386
BA2902	0.0873662600584626	15.714779390715256
BA2903	0.0650529610230296	4.984318248699775
BA2904	0.4219569275305653	9.63024104045493
BA2905	0.1045441153905102	6.684914909844287
BA2906	0.4971897346922827	8.651578361770243
BA2908	0.0611374383902125	4.877579593737762
BA2909	0.201534595189595	4.683284513195718
BA2910	0.1894672457452929	5.541838286981467
BA2911	0.336357097752188	8.54856069642697
BA2914	0.5363232893936329	10.502107696154695
BA2915	0.0122077435825069	5.792362572827192
BA2921	0.0897313683312705	6.633073234286286
BA2922	0.2097623317620221	6.310571185556978
BA2923	0.2306829587671649	2.294485920644868
BA2926	0.362999296731501	9.80998462588298
BA2928	0.7328396258288141	8.69165244131062
BA2930	0.3071963314945891	6.252578532514452
BA2932	0.2786937749881001	6.808563590999973
BA2934	0.1578504431512775	14.067268493090149
BA2935	0.17185325987033	6.875732347003628
BA2937	0.314518025510182	7.428246049513387
BA2939	0.1437941124181279	5.666911542612318
BA2944	0.3967342110540126	20.17810691378028
BA2947	0.1851984120131309	8.752448133917666
BA2948	0.1419070836099069	7.658120790846421
BA2950	0.3952168461749438	19.80803348470678
BA2951	0.1898915620815846	6.545344557830107
BA2952	0.6612416281257553	8.122364399174007
BA2953	0.1163447989459352	4.165527594363746
BA2955	0.2621571054143199	4.168310746794686
BA2956	0.0790005400436854	4.412213468284358
BA2962	0.3975818439543251	9.62254626815916
BA2970	0.1957447087318102	6.82563548808512
BA2972	0.3293166723324845	17.133302447360474
BA2976	0.3096691926871527	12.0314205734361
BA2978	0.4731509710057813	8.401967136321247
BA2981	0.2502283314394685	9.995182026586264
BA2984	0.2640348478557104	11.464907345876346
BA2986	0.3485834631374355	7.101684957297008
BA2989	0.1460676895533729	8.795973499008968
BA2992	0.5380020415646402	8.387360095873753
BA2993	0.11660752029557	6.548091996647044
BA2994	0.2266451928978509	7.491587589060391
BA2995	0.1204702808754435	8.042978259588315
BA2999	0.3193007284760498	9.237287592470466
BA3001	0.2917806783064339	10.635474927702829
BA3002	0.5552582775494158	7.433066834918997
BA3004	0.5126299537847396	20.01524371362463
BA3006	0.2291427258091408	7.887406418836374
BA3008	0.0022500543479822	1.151764051617996
BA3009	0.4115478530772973	12.70675816021341
BA3010	0.250667233142732	9.93501421886932
BA3011	0.0984475265843019	7.312469312344717
BA3013	0.4219456942615227	11.241296352717962
BA3023	0.2173995360986777	7.669966584671925
BA3025	0.2699699153891006	8.224723862040195
BA3027	0.1142040515721813	6.313814037982007
BA3029	0.0839867745572807	4.863085291612342
BA3030	0.5758379855026016	8.996704918882624
BA3037	0.0910588677069947	3.560208607567682
BA3038	0.6329297839313329	8.525039525459805
BA3040	0.2985660493250496	10.184133637125449
BA3042	0.2077054521736447	6.628816802916966
BA3043	0.2214341415847085	5.7347037555727605
BA3049	0.177603913807178	7.709952901890861
BA3051	0.1381258105632908	8.028488614097542
BA3053	0.2840491610107821	8.260392006415247
BA3064	0.2881622204776108	13.723563278917382
BA3067	0.3622948914571787	5.767707151808671
BA3068	0.3675138949442251	12.05725770114568
BA3070	0.1665342370611892	5.203023149659262
BA3071	0.3931518976544929	8.508481104196106
BA3072	0.2515043939793846	8.130820553657012
BA3075	0.1010932314473171	9.685638937249172
BA3076	0.02715885665652	3.173670483067415
BA3077	0.5036527550958136	7.063930513550272
BA2040	0.1789469585488489	10.69440493109387
BA2160	0.2485683387977719	9.003634380250459
BA2303	0.4121482712286024	7.191323495844114
BA2353	0.3664233172647903	9.207538455055904
BA2516	0.4116361469498121	8.722662105679474
BA2590	0.4309865100821319	11.772384644006344
BA2647	0.3642042957496055	8.294039752405034
BA2891	0.3146634081473152	4.544684365430045
BA2924	0.1153077599395787	9.270804624805091
BA2971	0.1351319819076732	8.612476462145901
BA3036	0.2560760773888105	7.951047772735664
BA3059	0.1254207189551861	8.459143755460484
BA3073	0.2856461151615411	9.331302161300306
BA3078	0.4065602755923134	8.821603164846612
BA3079	0.1655537248218735	10.919607123689367
BA3083	0.6527780839768687	9.763607559675624
BA3084	0.4606065170537409	11.07619193781452
BA3085	0.1812933460434435	8.58611905302023
BA3087	0.6370760845653045	12.656354684321892
BA3089	0.226265875429975	8.311153394764238
BA3094	0.363382194306218	8.867397625461617
BA3095	0.3102810436868521	11.147013913607896
BA3098	0.3604062952081302	8.80564141769492
BA3099	0.5826862147443532	12.18830630974656
BA3103	0.2363929374220114	7.932405121638664
BA3108	0.4774718581087256	8.466121616741022
BA3109	0.105299700365296	6.114691826723875
BA3110	0.154839015744648	10.458380976102182
BA3114	0.2174477139472769	7.885945321817231
BA3116	0.1869802767941894	8.529886045216243
BA3117	0.4271717360504241	13.165547408646669
BA3118	0.2524353160385501	9.52900286393184
BA3119	0.472592126254227	9.320060173536255
BA3123	0.2143088666727148	6.819402436917767
BA3124	0.2066338903588838	6.529968711843278
BA3126	0.3386354649785379	6.418101039293884
BA3128	0.1319269388983728	11.407179138617158
BA3130	0.3148723968123903	4.088463993581992
BA3133	0.4172427458203853	10.193558105999386
BA3135	0.1567111874926694	9.345978385551664
BA3136	0.4341082556252174	8.021824222051386
BA3137	0.3366615621225121	8.260497748162454
BA3138	0.1970572516434277	11.566433343215182
BA3139	0.7253368774077763	12.880608873792047
BA3141	0.4182971515724906	10.923457287374118
BA3142	0.1903422965599281	8.168811611319903
BA3145	0.0713319578529346	7.6347702394397565
BA3146	0.2819906141776795	9.655032618034785
BA3149	0.1524657763154379	7.564425393661298
BA3152	0.4919861483946126	9.920754637698122
BA3153	0.0896441492763898	14.526215454406378
BA3154	0.229594320882552	10.846861583232888
BA3156	0.2184464499737141	9.927326320381322
BA3157	0.3172560270840409	13.063054618752696
BA3158	0.301288795794646	10.693974685916867
BA3162	0.1645453927415961	4.851054301599011
BA3163	0.5350639622275036	6.930830142035739
BA3164	0.4896781474264358	9.342014435147782
BA3167	0.14458510771487	5.302001846889388
BA3169	0.1883108446851142	7.799940669931466
BA3171	0.2806134283716023	9.091666968041642
BA3173	0.3069925269541085	17.095760583401017
BA3174	0.1474428804050239	6.793822708728306
BA3175	0.2109060647136869	5.00744272661695
BA3176	0.4086260704788302	8.478663478887432
BA3177	0.690758174891853	15.535892919889813
BA3178	0.2805770580648931	7.811829033638568
BA3180	0.170998843538671	8.895337557218458
BA3181	0.2692165489955327	4.422815895727106
BA3182	0.4276320586752365	9.852922154156422
BA3183	0.3711680272950735	10.844757813732675
BA3185	0.1452192221053859	8.111352392123562
BA3186	0.434716834548235	13.488830775472104
BA3187	0.2682470712316673	10.898121425348023
BA3189	0.3358171240171257	9.78367671917606
BA3190	0.0782458160639581	8.457118252608119
BA3191	0.2814497092447492	6.82073962029973
BA3192	0.2602077997205345	7.644962953547431
BA3194	0.3818669078378363	15.578974834950255
BA3195	0.1847425963393512	7.656353683530695
BA3197	0.3484296277958334	5.8496987295057785
BA3199	0.5785824076895904	17.319011707488368
BA3200	0.2904182510135181	9.219105547330877
BA3202	0.4161316528729756	14.131055396645657
BA3203	0.1127051592371072	13.334514162165004
BA3206	0.2738011912320349	8.615426237956427
BA3207	0.3933565848837488	5.550590901362075
BA3208	0.2096797079867835	8.862523887706992
BA3210	0.1933232914682228	9.405140894830891
BA3211	0.3293059987215186	8.211004457284288
BA3212	0.5218166010213633	9.898038724342744
BA3213	0.4537115677818817	13.517700773179085
BA3214	0.0749161305833725	9.10206025949245
BA3216	0.1874968165132549	10.525741125088398
BA3217	0.299616329898564	9.944442255261963
BA3219	0.2756435122761714	7.506296933894308
BA3221	0.2996160502695211	7.195100213258784
BA3222	0.491357413411254	11.188259066181317
BA3225	0.2580564852613337	5.8561021391687165
BA3226	0.3368116473363439	10.060113918821658
BA3227	0.4956172439308797	7.686237312566234
BA3228	0.4741007719177005	9.760905981324214
BA3229	0.3936471415175411	9.545261414210527
BA3230	0.525221327346239	8.213683806876675
BA3232	0.4981979634291891	9.652088286441485
BA3234	0.3952673016753851	6.848903752017485
BA3235	0.3054783878790216	5.569652226288433
BA3237	0.2427413933559839	9.936101859579024
BA3240	0.3998591664067857	8.185381995795078
BA3242	0.225288913710634	7.604050682616766
BA3243	0.298382760895191	9.101669593295048
BA3245	0.213921999428674	10.050032440893732
BA3249	0.0689772143325083	6.20004108032068
BA3250	0.6366551782402601	13.405323391789926
BA3251	0.4252037131463424	8.523607381203018
BA3255	0.2984549430647268	10.599715894329504
BA3258	0.5175421859774127	8.533098056657375
BA3260	0.1525210440860231	8.022998558022062
BA3261	0.3128071762129427	9.596048646531807
BA3264	0.4489529614761333	14.78860556772643
BA3266	0.58798738527772	11.12503740353567
BA3268	0.5411662025625318	10.423782911017836
BA3269	0.0881160945431779	7.77691334390067
BA3270	0.4817215663538778	10.34277920191874
BA3271	0.7183814599548946	11.45723740240038
BA3273	0.1061498085679585	7.743927641031251
BA3275	0.368202978893605	13.62861762248925
BA3277	0.149894155865655	12.820539906418915
BA3280	0.1363494127037959	8.687904912857055
BA3283	0.1486595460563002	10.549686026775223
BA3285	0.6689821415265536	10.970053235962071
BA3286	0.7055997857517404	11.155541073179949
BA3289	0.0687907583977545	4.519220289498952
BA3290	0.2827611927677067	10.525863738103386
BA3293	0.404313091380152	11.173433459640664
BA3295	0.493760139940373	9.51056040412335
BA3296	0.3471227664567803	9.54379108585924
BA3297	0.4855061106771944	10.05807396903628
BA3299	0.2115811525837037	8.311965017920354
BA3300	0.3136102357300411	8.675450957298624
BA3302	0.464858382455764	12.101544330459376
BA3305	0.164828185776648	7.045951083072468
BA3306	0.1158809254153795	7.763128556120951
BA3308	0.2622503850462713	7.980714711909244
BA3310	0.3307578759542464	7.140067784250679
BA3311	0.3182408518202514	6.68639787222256
BA3312	0.6681176507184189	11.572936802854784
BA3315	0.4140470156964089	7.883702913894531
BA3317	0.3551690391328552	9.714590023159383
BA3318	0.3293823507139388	7.997437226848493
BA3319	0.396472560939873	7.273711621771631
BA3322	0.2943144017135098	8.446303106703873
BA3324	0.4446866988823115	9.864911009400569
BA3325	0.082178219512508	5.563677739588434
BA3326	0.2260597537612384	9.818553723562983
BA3328	0.4392545429320541	10.565716881082592
BA3329	0.3543543420805741	15.46194247403662
BA3332	0.4633660984947801	15.916142631663464
BA3333	0.2113104467195846	12.714477441004007
BA3334	0.1690219786645197	6.106620525462873
BA3335	0.133327191177007	12.395555577254008
BA3339	0.296646892946861	9.765631322515109
BA3341	0.1340534070242475	5.98431749934663
