	STAG2	SMC1A
BA2169	0.033176126199382	0.099865340034379
BA2171	0.057570336640104	0.6436778720960448
BA2172	0.0336640104081964	0.1984505562456519
BA2174	0.0616360383802244	0.5673116238211867
BA2175	0.0754594242966336	0.4777821913841399
BA2184	0.0910717189786957	0.6443998756645007
BA2195	0.0369165718002927	0.1729249365321939
BA2198	0.0556187998048463	0.3557294189419911
BA2200	0.0725321190437469	0.4409612405890968
BA2201	0.0304114490161001	0.2371180788800523
BA2209	0.0559440559440559	0.1240002416844831
BA2211	0.0442348349325093	0.4491274919108555
BA2212	0.019190112213368	0.1901517308897795
BA2217	0.0466742559765815	0.3171809747929061
BA2218	0.0292730525288664	0.0622631388267454
BA2220	0.0416327858188323	0.3710972985476872
BA2221	0.0297609367376809	0.2464402599609664
BA2224	0.0406570174012034	0.1971415824224655
BA2226	0.0993657505285412	0.7868952677610815
BA2227	0.0354529191738494	0.2980568937860058
BA2228	0.0852171084729224	0.3839072162974903
BA2229	0.0650512278419255	0.1760641667933917
BA2233	0.0252073507887461	0.1546722445549899
BA2234	0.0572450805008944	0.9598569615118624
BA2235	0.0476500243942104	0.3506127985317646
BA2236	0.0422832980972515	0.2547194116470408
BA2239	0.033176126199382	0.2535090743265992
BA2240	0.0757846804358432	0.4908167731068273
BA2242	0.0502520735078874	0.2420015861239549
BA2244	0.0578955927793137	0.3580150598976017
BA2245	0.0580582208489185	0.2985101118313956
BA2248	0.0187022280045535	0.0954803811134522
BA2249	0.063750203285087	0.3795539904703852
BA2251	0.0440722068629045	0.1798147056189224
BA2256	0.0286225402504472	0.4246689381506453
BA2260	0.0242315823711172	0.1780099913415867
BA2261	0.0413075296796227	0.163637993041259
BA2269	0.0413075296796227	0.0381257500274562
BA2271	0.0774109611318913	0.4199710669654803
BA2272	0.0509025857863067	0.2600698008492104
BA2273	0.0322003577817531	0.1657232849119111
BA2275	0.1136770206537648	0.6891442021703473
BA2276	0.033176126199382	0.2036555884723128
BA2277	0.0725321190437469	0.4281794974115492
BA2280	0.0912343470483005	0.5649937171690479
BA2281	0.0359408033826638	0.2568893475089915
BA2282	0.0426085542364612	0.2248100876554353
BA2286	0.0536672629695885	0.2828993825110299
BA2288	0.0354529191738494	0.1126104562125291
BA2292	0.0400065051227841	0.397235682464465
BA2294	0.0391933647747601	0.2616251015647491
BA2296	0.061961294519434	0.3631820988029091
BA2300	0.0894454382826475	0.6125499806379009
BA2301	0.0448853472109286	0.1954328451951469
BA2302	0.0378923402179216	0.1006929967279396
BA2304	0.0250447227191413	0.3779940917641564
BA2306	0.0469995121157911	0.2708628105721385
BA2308	0.031387217433729	0.1147444737003561
BA2309	0.0398438770531793	0.3259388177248745
BA2311	0.0343145226866157	0.3702552667702572
BA2312	0.0419580419580419	0.1776912291549271
BA2316	0.0307367051553098	0.2466830138254239
BA2322	0.050577329647097	0.4965962069120556
BA2325	0.023581070092698	0.2786110659952907
BA2329	0.0302488209464953	0.2418367021205663
BA2334	0.0221174174662546	0.1157587700932795
BA2339	0.0391933647747601	0.1333731385406656
BA2344	0.033176126199382	0.3579604799758853
BA2347	0.0538298910391933	0.072188004292406
BA2348	0.017401203447715	0.1092625283621437
BA2350	0.0234184420230931	0.1186669020621158
BA2354	0.0603350138233859	0.3239181940245378
BA2355	0.0790372418279395	0.1556839884206953
BA2357	0.0222800455358594	0.1962496472241806
BA2360	0.0411449016100178	0.3260919528996724
BA2361	0.0365913156610831	0.2176691980457763
BA2363	0.017401203447715	0.0848651731019468
BA2369	0.0426085542364612	0.186279772257463
BA2374	0.063750203285087	0.6926714774366002
BA2375	0.0609855261018051	0.3351568159397747
BA2376	0.0434216945844852	0.3156022665371982
BA2377	0.090746462839486	0.5388125382276377
BA2379	0.0629370629370629	0.072004153479201
BA2385	0.0598471296145714	0.1148271054114098
BA2386	0.0591966173361522	0.1813473892149942
BA2387	0.0460237436981623	0.3246860534885605
BA2394	0.0660269962595544	0.2854004544670061
BA2399	0.0307367051553098	0.2153871654807925
BA2400	0.0611481541714099	0.6390816294612727
BA2402	0.050577329647097	0.3383098845773419
BA2405	0.0169133192389006	0.0942804089596048
BA2406	0.0312245893641242	0.2455983708575468
BA2409	0.0452106033501382	0.3967052557426072
BA2410	0.0346397788258253	0.2140673638973415
BA2412	0.0351276630346397	0.2520991459870992
BA2413	0.0304114490161001	0.1104649841257031
BA2414	0.0652138559115303	0.4389419646422597
BA2415	0.0365913156610831	0.2186034456985994
BA2417	0.0476500243942104	0.1722880439023834
BA2418	0.0178890876565295	0.0957289155259468
BA2420	0.0424459261668564	0.2378650357073441
BA2421	0.0609855261018051	0.1116138168270386
BA2423	0.023581070092698	0.1170840694562422
BA2425	0.0367539437306879	0.4026722048428054
BA2426	0.0305740770857049	0.1783209864042547
BA2427	0.0248820946495365	0.0812447405297825
BA2429	0.0583834769881281	0.2185211086455719
BA2440	0.040982273540413	0.2487880973382376
BA2441	0.094324280370792	0.3780613279333296
BA2442	0.0466742559765815	0.2711250618349438
BA2446	0.0367539437306879	0.7007455385303686
BA2449	0.0681411611644169	0.3145221648751091
BA2450	0.045373231419743	0.2338310005546969
BA2452	0.0390307367051553	0.518737558469498
BA2454	0.0588713611969425	0.4100739873433509
BA2455	0.0213042771182306	0.1584734708862251
BA2456	0.038380224426736	0.0936955432674145
BA2459	0.0372418279395023	0.1007335576054945
BA2461	0.070743210278094	0.3559182958194719
BA2463	0.0388681086355504	0.1431545638750629
BA2464	0.0520409822735404	0.2721092279091613
BA2469	0.0630996910066677	0.0635194425077364
BA2470	0.042771182306066	0.3237007392970828
BA2472	0.0458611156285574	0.1340409302019452
BA2473	0.0565945682224751	0.4307230041907692
BA2474	0.0320377297121483	0.2830003263520365
BA2477	0.0683037892340217	0.6630495346238549
BA2479	0.0260204911367702	0.0920500508177846
BA2480	0.040982273540413	0.1875311634928654
BA2481	0.0196779964221824	0.1300334748480292
BA2482	0.0456984875589526	0.3207334979475773
BA2483	0.0515530980647259	0.5082802911813132
BA2485	0.0278093999024231	0.2358318776855999
BA2488	0.0590339892665474	0.2950977067253594
BA2489	0.0196779964221824	0.0916632268438471
BA2492	0.0535046348999837	0.1270852193336748
BA2494	0.0361034314522686	0.1362629587937615
BA2496	0.0271588876240039	0.2534181130655416
BA2497	0.0294356805984712	0.3635030910318531
BA2499	0.0154496666124573	0.1196799548875576
BA2500	0.090746462839486	0.5827457867044712
BA2501	0.064563343633111	0.3711891358327866
BA2502	0.0494389331598633	0.4076236912501325
BA2505	0.0211416490486257	0.0949552061537248
BA2507	0.0308993332249146	0.1823516734126584
BA2510	0.0177264595869247	0.1301580329443905
BA2511	0.0175638315173198	0.0856985038464694
BA2512	0.070743210278094	0.6527365252061104
BA2514	0.0276467718328183	0.1854558763243138
BA2515	0.0297609367376809	0.1080857803696251
BA2520	0.0138233859164091	0.0802909989896409
BA2521	0.0606602699625955	0.5150964693206499
BA2523	0.0346397788258253	0.404463952799906
BA2524	0.0299235648072857	0.1927645969407254
BA2525	0.0369165718002927	0.124397729022514
BA2526	0.0315498455033338	0.0838814121222947
BA2528	0.0237436981623028	0.3295012815973585
BA2532	0.0647259717027158	0.1436030537105733
BA2534	0.0528541226215644	0.2573786266451812
BA2538	0.0219547893966498	0.0867916561752736
BA2539	0.061961294519434	0.4573028517422539
BA2540	0.0273215156936087	0.2459192862189476
BA2541	0.0356155472434542	0.231556581821275
BA2545	0.0630996910066677	0.3952241348763003
BA2546	0.0403317612619938	0.2944940248047345
BA2552	0.049764189299073	0.3170711239895659
BA2559	0.0626118067978533	0.2156161256131744
BA2561	0.017401203447715	0.1437519797318473
BA2563	0.0413075296796227	0.2338717752548273
BA2564	0.0312245893641242	0.417651241129595
BA2567	0.0359408033826638	0.0577308950534327
BA2570	0.0712310944869084	0.1642606718154451
BA2575	0.0294356805984712	0.3026674421302629
BA2577	0.0458611156285574	0.4706706174792704
BA2579	0.0572450805008944	0.2271293218926546
BA2583	0.0234184420230931	0.2603253668703825
BA2584	0.033176126199382	0.2398261528967051
BA2587	0.0671653927467881	0.5397716972629386
BA2588	0.0484631647422345	0.2256692909529387
BA2589	0.0538298910391933	0.0860593028691975
BA2592	0.0483005366726296	0.5177355851495687
BA2593	0.0188648560741584	0.0323512286962603
BA2594	0.0404943893315986	0.2869778197371034
BA2595	0.0308993332249146	0.2164093359374393
BA2597	0.0323629858513579	0.0891098452101692
BA2600	0.0292730525288664	0.1981468570201742
BA2603	0.0548056594568222	0.1198453760126588
BA2618	0.0248820946495365	0.4328642260192508
BA2619	0.0577329647097088	0.2918653151903426
BA2620	0.0512278419255163	0.2444462354704645
BA2621	0.0320377297121483	0.1817954920959613
BA2622	0.0499268173686778	0.2580779070113076
BA2623	0.0678159050252073	0.4564508125232316
BA2629	0.0406570174012034	0.2998754353359694
BA2631	0.0429338103756708	0.2509905216204183
BA2634	0.0193527402829728	0.1330984108555486
BA2636	0.0352902911042445	0.1408643820278768
BA2639	0.0554561717352415	0.6670455875304463
BA2644	0.0502520735078874	0.225636375315992
BA2645	0.0281346560416327	0.0356252484048635
BA2646	0.0738331436005854	0.2802327422707131
BA2649	0.0432590665148804	0.4334100500767252
BA2651	0.0372418279395023	0.0919617490094547
BA2653	0.0322003577817531	0.2569497039823936
BA2655	0.0917222312571149	0.7139990186126663
BA2656	0.0161001788908765	0.0794379106146092
BA2657	0.0463489998373719	0.3399398245536351
BA2658	0.0603350138233859	0.2547795764626844
BA2659	0.0583834769881281	0.2773546483240657
BA2660	0.0295983086680761	0.2662669615708654
BA2662	0.0447227191413237	0.7541105908967665
BA2663	0.0411449016100178	0.2105269389462351
BA2667	0.0463489998373719	0.2897379056481712
BA2670	0.0652138559115303	0.1441389945777838
BA2674	0.0617986664498292	0.1891502859984321
BA2675	0.0473247682550008	0.2812962648255981
BA2676	0.040169133192389	0.3139591697544396
BA2677	0.0322003577817531	0.3192005612125122
BA2681	0.0361034314522686	0.3257687641974401
BA2682	0.0180517157261343	0.2404484787137783
BA2685	0.0640754594242966	0.2767710412141184
BA2688	0.038380224426736	0.1378438970917537
BA2691	0.0426085542364612	0.2612519547389361
BA2694	0.0247194665799316	0.0781985177930957
BA2695	0.042771182306066	0.1118772304361062
BA2697	0.0325256139209627	0.1272866317467571
BA2701	0.0177264595869247	0.075030801935775
BA2704	0.0408196454708082	0.5101096719952736
BA2705	0.0513904699951211	0.07250727099176
BA2707	0.0365913156610831	0.3299179451714395
BA2709	0.0203285087006017	0.2624298318660459
BA2712	0.021792161327045	0.3282780888216553
BA2714	0.0509025857863067	0.3666596884672342
BA2715	0.0295983086680761	0.1215179598953262
BA2718	0.0491136770206537	0.3195031966814316
BA2720	0.0416327858188323	0.172714685702737
BA2721	0.0634249471458773	0.5658885773232102
BA2722	0.0559440559440559	0.5683806366482027
BA2723	0.0650512278419255	0.1416658454345932
BA2724	0.0213042771182306	0.1138061856296348
BA2726	0.0265083753455846	0.2946671354005249
BA2727	0.0469995121157911	0.2287099576110273
BA2728	0.0661896243291592	0.4610109878451265
BA2731	0.0152870385428524	0.1128388234893852
BA2733	0.0247194665799316	0.1298815646864783
BA2735	0.0326882419905675	0.0392859887155894
BA2737	0.0258578630671653	0.1493001614811841
BA2742	0.0562693120832655	0.3734794718434932
BA2744	0.0131728736379899	0.0744951513444706
BA2746	0.0359408033826638	0.3682669813087594
BA2747	0.0226053016750691	0.1520008283814606
BA2748	0.0484631647422345	0.4001507939045263
BA2751	0.0460237436981623	0.2114876705902431
BA2756	0.0325256139209627	0.1626781184244019
BA2758	0.0411449016100178	0.1707386053845356
BA2760	0.0551309155960318	0.1983855161639982
BA2762	0.0292730525288664	0.2293845489041649
BA2764	0.0564319401528703	0.1741527316664854
BA2765	0.0668401366075784	0.3713933335783316
BA2769	0.0305740770857049	0.2928566970947246
BA2772	0.0286225402504472	0.0939717977027511
BA2775	0.0439095787932997	0.2657065525606317
BA2776	0.0639128313546918	0.6202323265312046
BA2778	0.0304114490161001	0.3950466155049685
BA2782	0.0487884208814441	0.3151364876376854
BA2786	0.0307367051553098	0.968159896203139
BA2787	0.0400065051227841	0.1237204031601759
BA2789	0.0484631647422345	0.4444304317432463
BA2791	0.0404943893315986	0.1294959993090058
BA2792	0.0320377297121483	0.2638174116398242
BA2798	0.0413075296796227	0.1891722780391238
BA2801	0.035778175313059	0.1727233439081975
BA2802	0.0417954138884371	0.2466507899910318
BA2804	0.0258578630671653	0.3192413359268645
BA2806	0.0255326069279557	0.1656177386980943
BA2808	0.0282972841112375	0.1087470259095868
BA2809	0.064563343633111	0.2507955480173753
BA2811	0.0388681086355504	0.2648906040050539
BA2812	0.0219547893966498	0.2655662582263247
BA2813	0.0227679297446739	0.1227267439754985
BA2814	0.0263457472759798	0.3794079495996934
BA2816	0.0239063262319076	0.2021488300093306
BA2817	0.0483005366726296	0.1552099153339106
BA2820	0.0510652138559115	0.3379765105194388
BA2821	0.078549357619125	0.782652127156746
BA2822	0.0450479752805334	0.2558496344351366
BA2824	0.0486257928118393	0.2754533870917638
BA2828	0.026996259554399	0.1952904498377729
BA2829	0.0787119856887298	0.3195532759453021
BA2830	0.0274841437632135	0.1718429795070942
BA2832	0.0419580419580419	0.3137521751727
BA2836	0.0172385753781102	0.0802173969811732
BA2837	0.0370791998698975	0.1867291483354438
BA2839	0.0536672629695885	0.1176760361314943
BA2840	0.0541551471784029	0.4967137050448442
BA2841	0.0406570174012034	0.149363505648558
BA2842	0.0458611156285574	0.0675892630473825
BA2843	0.0227679297446739	0.0822233284174721
BA2844	0.0268336314847942	0.2062485016528522
BA2846	0.0348024068954301	0.2721005887148136
BA2850	0.0299235648072857	0.1411143548477597
BA2851	0.0866807610993657	0.4603940702363178
BA2852	0.0369165718002927	0.0624845270608109
BA2855	0.0587087331273377	0.1114542314095787
BA2856	0.0500894454382826	0.0307560840500244
BA2858	0.0351276630346397	0.3095446579129148
BA2860	0.0302488209464953	0.1946986444049878
BA2861	0.0344771507562205	0.3090760747124922
BA2865	0.0377297121483168	0.1972311935905225
BA2866	0.0361034314522686	0.3648559155919731
BA2867	0.0590339892665474	0.1792362018550065
BA2868	0.035778175313059	0.2185923193550665
BA2870	0.010408196454708	0.6474642443696771
BA2871	0.0450479752805334	0.3398126914079136
BA2872	0.0548056594568222	0.5199047987510077
BA2876	0.0305740770857049	0.0691027513962916
BA2879	0.0557814278744511	0.123026264091197
BA2880	0.0456984875589526	0.2936286769694492
BA2882	0.0364286875914782	0.2200827337382597
BA2883	0.0598471296145714	0.1215777539853818
BA2885	0.0492763050902585	0.5984346439385625
BA2887	0.047162140185396	0.3096638251410523
BA2889	0.0	0.0001076658053402
BA2893	0.0300861928768905	0.2586648728839178
BA2901	0.0284599121808424	0.095791380115584
BA2902	0.0226053016750691	0.0873662600584626
BA2903	0.0364286875914782	0.0650529610230296
BA2904	0.0658643681899495	0.4219569275305653
BA2905	0.0253699788583509	0.1045441153905102
BA2906	0.0526914945519596	0.4971897346922827
BA2908	0.074158399739795	0.0611374383902125
BA2909	0.033989266547406	0.201534595189595
BA2910	0.0489510489510489	0.1894672457452929
BA2911	0.0562693120832655	0.336357097752188
BA2914	0.064563343633111	0.5363232893936329
BA2915	0.012197105220361	0.0122077435825069
BA2921	0.0221174174662546	0.0897313683312705
BA2922	0.0352902911042445	0.2097623317620221
BA2923	0.0216295332574402	0.2306829587671649
BA2926	0.0452106033501382	0.362999296731501
BA2928	0.0346397788258253	0.7328396258288141
BA2930	0.0606602699625955	0.3071963314945891
BA2932	0.0476500243942104	0.2786937749881001
BA2934	0.0813140348024069	0.1578504431512775
BA2935	0.0278093999024231	0.17185325987033
BA2937	0.0378923402179216	0.314518025510182
BA2939	0.0203285087006017	0.1437941124181279
BA2944	0.0757846804358432	0.3967342110540126
BA2947	0.0265083753455846	0.1851984120131309
BA2948	0.0613107822410148	0.1419070836099069
BA2950	0.054968287526427	0.3952168461749438
BA2951	0.0349650349650349	0.1898915620815846
BA2952	0.0432590665148804	0.6612416281257553
BA2953	0.0172385753781102	0.1163447989459352
BA2955	0.0265083753455846	0.2621571054143199
BA2956	0.0196779964221824	0.0790005400436854
BA2962	0.0390307367051553	0.3975818439543251
BA2970	0.0300861928768905	0.1957447087318102
BA2972	0.0512278419255163	0.3293166723324845
BA2976	0.0617986664498292	0.3096691926871527
BA2978	0.0648885997723207	0.4731509710057813
BA2981	0.0526914945519596	0.2502283314394685
BA2984	0.0361034314522686	0.2640348478557104
BA2986	0.0404943893315986	0.3485834631374355
BA2989	0.0647259717027158	0.1460676895533729
BA2992	0.059359245405757	0.5380020415646402
BA2993	0.0204911367702065	0.11660752029557
BA2994	0.0274841437632135	0.2266451928978509
BA2995	0.0365913156610831	0.1204702808754435
BA2999	0.0585461050577329	0.3193007284760498
BA3001	0.0531793787607741	0.2917806783064339
BA3002	0.0604976418929907	0.5552582775494158
BA3004	0.0569198243616848	0.5126299537847396
BA3006	0.0245568385103268	0.2291427258091408
BA3008	0.005204098227354	0.0022500543479822
BA3009	0.0489510489510489	0.4115478530772973
BA3010	0.0125223613595706	0.250667233142732
BA3011	0.0504147015774922	0.0984475265843019
BA3013	0.033176126199382	0.4219456942615227
BA3023	0.0460237436981623	0.2173995360986777
BA3025	0.0375670840787119	0.2699699153891006
BA3027	0.0271588876240039	0.1142040515721813
BA3029	0.0222800455358594	0.0839867745572807
BA3030	0.0717189786957228	0.5758379855026016
BA3037	0.0443974630021141	0.0910588677069947
BA3038	0.0655391120507399	0.6329297839313329
BA3040	0.0361034314522686	0.2985660493250496
BA3042	0.0378923402179216	0.2077054521736447
BA3043	0.0354529191738494	0.2214341415847085
BA3049	0.0443974630021141	0.177603913807178
BA3051	0.0310619612945194	0.1381258105632908
BA3053	0.0439095787932997	0.2840491610107821
BA3064	0.0601723857537811	0.2881622204776108
BA3067	0.0551309155960318	0.3622948914571787
BA3068	0.0687916734428362	0.3675138949442251
BA3070	0.0494389331598633	0.1665342370611892
BA3071	0.0591966173361522	0.3931518976544929
BA3072	0.0609855261018051	0.2515043939793846
BA3075	0.0292730525288664	0.1010932314473171
BA3076	0.0348024068954301	0.02715885665652
BA3077	0.0644007155635062	0.5036527550958136
BA2040	0.0422832980972515	0.1789469585488489
BA2160	0.0473247682550008	0.2485683387977719
BA2303	0.0432590665148804	0.4121482712286024
BA2353	0.0600097576841762	0.3664233172647903
BA2516	0.0126849894291754	0.4116361469498121
BA2590	0.0447227191413237	0.4309865100821319
BA2647	0.0395186209139697	0.3642042957496055
BA2891	0.038380224426736	0.3146634081473152
BA2924	0.0403317612619938	0.1153077599395787
BA2971	0.0458611156285574	0.1351319819076732
BA3036	0.0369165718002927	0.2560760773888105
BA3059	0.0417954138884371	0.1254207189551861
BA3073	0.0258578630671653	0.2856461151615411
BA3078	0.0946495365100016	0.4065602755923134
BA3079	0.0359408033826638	0.1655537248218735
BA3083	0.0665148804683688	0.6527780839768687
BA3084	0.0113839648723369	0.4606065170537409
BA3085	0.0323629858513579	0.1812933460434435
BA3087	0.1299398276142462	0.6370760845653045
BA3089	0.0551309155960318	0.226265875429975
BA3094	0.040169133192389	0.363382194306218
BA3095	0.0396812489835745	0.3102810436868521
BA3098	0.0564319401528703	0.3604062952081302
BA3099	0.0863555049601561	0.5826862147443532
BA3103	0.0596845015449666	0.2363929374220114
BA3108	0.0478126524638152	0.4774718581087256
BA3109	0.0538298910391933	0.105299700365296
BA3110	0.0565945682224751	0.154839015744648
BA3114	0.0536672629695885	0.2174477139472769
BA3116	0.031387217433729	0.1869802767941894
BA3117	0.0827776874288502	0.4271717360504241
BA3118	0.033989266547406	0.2524353160385501
BA3119	0.0639128313546918	0.472592126254227
BA3123	0.045373231419743	0.2143088666727148
BA3124	0.0343145226866157	0.2066338903588838
BA3126	0.0164254350300861	0.3386354649785379
BA3128	0.0365913156610831	0.1319269388983728
BA3130	0.0317124735729386	0.3148723968123903
BA3133	0.0801756383151732	0.4172427458203853
BA3135	0.0370791998698975	0.1567111874926694
BA3136	0.0580582208489185	0.4341082556252174
BA3137	0.0469995121157911	0.3366615621225121
BA3138	0.0608228980322003	0.1970572516434277
BA3139	0.1018051715726134	0.7253368774077763
BA3141	0.049764189299073	0.4182971515724906
BA3142	0.0535046348999837	0.1903422965599281
BA3145	0.04797528053342	0.0713319578529346
BA3146	0.0522036103431452	0.2819906141776795
BA3149	0.0564319401528703	0.1524657763154379
BA3152	0.0601723857537811	0.4919861483946126
BA3153	0.0478126524638152	0.0896441492763898
BA3154	0.1003415189461701	0.229594320882552
BA3156	0.0500894454382826	0.2184464499737141
BA3157	0.0476500243942104	0.3172560270840409
BA3158	0.0304114490161001	0.301288795794646
BA3162	0.061961294519434	0.1645453927415961
BA3163	0.0351276630346397	0.5350639622275036
BA3164	0.0657017401203447	0.4896781474264358
BA3167	0.0469995121157911	0.14458510771487
BA3169	0.047162140185396	0.1883108446851142
BA3171	0.0673280208163929	0.2806134283716023
BA3173	0.0408196454708082	0.3069925269541085
BA3174	0.0515530980647259	0.1474428804050239
BA3175	0.0377297121483168	0.2109060647136869
BA3176	0.0538298910391933	0.4086260704788302
BA3177	0.0835908277768743	0.690758174891853
BA3178	0.026183119206375	0.2805770580648931
BA3180	0.0778988453407058	0.170998843538671
BA3181	0.0169133192389006	0.2692165489955327
BA3182	0.0704179541388843	0.4276320586752365
BA3183	0.0617986664498292	0.3711680272950735
BA3185	0.0499268173686778	0.1452192221053859
BA3186	0.0835908277768743	0.434716834548235
BA3187	0.0382175963571312	0.2682470712316673
BA3189	0.0660269962595544	0.3358171240171257
BA3190	0.0528541226215644	0.0782458160639581
BA3191	0.0465116279069767	0.2814497092447492
BA3192	0.0437469507236949	0.2602077997205345
BA3194	0.0245568385103268	0.3818669078378363
BA3195	0.0439095787932997	0.1847425963393512
BA3197	0.0391933647747601	0.3484296277958334
BA3199	0.063750203285087	0.5785824076895904
BA3200	0.0738331436005854	0.2904182510135181
BA3202	0.0585461050577329	0.4161316528729756
BA3203	0.0289477963896568	0.1127051592371072
BA3206	0.0424459261668564	0.2738011912320349
BA3207	0.0297609367376809	0.3933565848837488
BA3208	0.0461863717677671	0.2096797079867835
BA3210	0.0496015612294682	0.1933232914682228
BA3211	0.0483005366726296	0.3293059987215186
BA3212	0.0585461050577329	0.5218166010213633
BA3213	0.0569198243616848	0.4537115677818817
BA3214	0.0390307367051553	0.0749161305833725
BA3216	0.0307367051553098	0.1874968165132549
BA3217	0.0162628069604813	0.299616329898564
BA3219	0.0530167506911693	0.2756435122761714
BA3221	0.0432590665148804	0.2996160502695211
BA3222	0.061961294519434	0.491357413411254
BA3225	0.0518783542039356	0.2580564852613337
BA3226	0.0484631647422345	0.3368116473363439
BA3227	0.0683037892340217	0.4956172439308797
BA3228	0.1040819645470808	0.4741007719177005
BA3229	0.078549357619125	0.3936471415175411
BA3230	0.05675719629208	0.525221327346239
BA3232	0.0544804033176126	0.4981979634291891
BA3234	0.0650512278419255	0.3952673016753851
BA3235	0.040169133192389	0.3054783878790216
BA3237	0.0476500243942104	0.2427413933559839
BA3240	0.0557814278744511	0.3998591664067857
BA3242	0.0609855261018051	0.225288913710634
BA3243	0.0735078874613758	0.298382760895191
BA3245	0.0455358594893478	0.213921999428674
BA3249	0.0647259717027158	0.0689772143325083
BA3250	0.0824524312896406	0.6366551782402601
BA3251	0.0242315823711172	0.4252037131463424
BA3255	0.0442348349325093	0.2984549430647268
BA3258	0.0621239225890388	0.5175421859774127
BA3260	0.088144413725809	0.1525210440860231
BA3261	0.0489510489510489	0.3128071762129427
BA3264	0.0796877541063587	0.4489529614761333
BA3266	0.0788746137583346	0.58798738527772
BA3268	0.0273215156936087	0.5411662025625318
BA3269	0.0570824524312896	0.0881160945431779
BA3270	0.0910717189786957	0.4817215663538778
BA3271	0.0617986664498292	0.7183814599548946
BA3273	0.0554561717352415	0.1061498085679585
BA3275	0.0556187998048463	0.368202978893605
BA3277	0.0372418279395023	0.149894155865655
BA3280	0.0187022280045535	0.1363494127037959
BA3283	0.0348024068954301	0.1486595460563002
BA3285	0.1070092697999674	0.6689821415265536
BA3286	0.0570824524312896	0.7055997857517404
BA3289	0.0417954138884371	0.0687907583977545
BA3290	0.0767604488534721	0.2827611927677067
BA3293	0.0679785330948121	0.404313091380152
BA3295	0.075947308505448	0.493760139940373
BA3296	0.0839160839160839	0.3471227664567803
BA3297	0.0860302488209465	0.4855061106771944
BA3299	0.0364286875914782	0.2115811525837037
