	NRAS	IDH1
BA3295	6.93764309063722	6.95685605328487
BA3283	8.04414638908848	4.52802366345833
BA3390	7.48695721637732	6.48606087387678
BA3275	7.32217874930828	5.95983280142242
BA3136	7.12340588419214	6.95277524354107
BA3190	7.66132793104992	3.77167081659145
BA3234	7.18320770184298	7.38666974161584
BA3087	7.03474280183588	7.023488210081
BA3454	6.88364306076419	7.90342171341614
BA3302	7.00642277827321	6.22020638596937
BA3117	7.25976697827341	6.29962436721057
BA3083	6.76898394569665	7.1646982323911
BA3266	6.95411223232461	7.13433489569232
BA3175	7.40609048790591	6.58201675131977
BA3268	7.09119041085949	6.01912446509313
BA3229	6.69247942029726	5.89918966262517
BA3353	6.70809549173072	6.21363363803942
BA3312	6.69465878054587	7.07025966230358
BA3119	6.93292476022611	5.61255399082521
BA3138	7.41990509181254	4.09314534792602
BA3219	6.88098331936924	7.40510623344956
BA3388	7.19903013947942	4.60437364883205
BA3357	7.25790347094091	5.97400576389771
BA3351	7.55633666761795	6.82369230677028
BA3208	6.88802086010583	6.47077724815555
BA3310	7.38848640256579	5.16463165990358
BA3200	7.04988485075939	6.14502031934272
BA3325	7.71867822819813	5.51500276467509
BA3146	7.11145591609312	7.13831231065164
BA3211	6.88430660085161	6.45249909303564
BA3237	6.73527749858946	4.78751391876221
BA3130	7.31484141146978	6.78491577385659
BA3376	6.69080762366511	7.68775219309565
BA3137	7.17761745050204	6.43000064848533
BA3300	7.22127084858972	5.75454478360845
BA3375	7.31758513982701	6.3544519231975
BA3249	7.70582137825133	5.2440093257159
BA3385	6.92898560318184	7.09119041085949
BA3242	6.72355108630667	5.9610279397687
BA3446	7.02624764830014	6.49002795768883
BA3416	6.99175546936536	6.56633757408764
BA3123	7.17197273809379	5.05648239319286
