	ABL1	U2AF2
BA2772	0.0075180245133381	0.1649574669187145
BA2775	0.0131074260994953	0.3272731568998109
BA2776	0.0300306416726748	0.3982325141776937
BA2778	0.0114708002883922	0.2342958412098298
BA2782	0.0080569574621485	0.2013563327032136
BA2786	0.0120547945205479	0.382750472589792
BA2787	0.0031254506128334	0.1272306238185255
BA2789	0.026472602739726	0.2863705103969754
BA2791	0.0192880317231434	0.1762240075614366
BA2792	0.0083723864455659	0.1931805293005671
BA2798	0.019176279740447	0.2431947069943289
BA2801	0.005706560922855	0.140070888468809
BA2802	0.0085291997116077	0.2329347826086956
BA2804	0.0094412400865176	0.1614792060491493
BA2806	0.0151315789473684	0.2468761814744801
BA2808	0.006452775775054	0.1801795841209829
BA2809	0.0128298485940879	0.245453686200378
BA2811	0.0167159336697909	0.1868525519848771
BA2812	0.006986301369863	0.2375283553875236
BA2813	0.0101748377793799	0.2266918714555765
BA2814	0.012141312184571	0.1957703213610586
BA2816	0.0128983417447728	0.1997684310018903
BA2817	0.0133705839942321	0.1648015122873346
BA2820	0.0195241528478731	0.2761531190926276
BA2821	0.0274477289113193	0.4931994328922495
BA2822	0.0146539293439077	0.2353686200378072
BA2824	0.0203262436914203	0.2995085066162571
BA2828	0.0093727469358327	0.1717013232514177
BA2829	0.0157137707281903	0.2948487712665406
BA2830	0.0076910598413842	0.2384073724007561
BA2832	0.0145367700072098	0.2530529300567108
BA2836	0.0119899062725306	0.1411389413988657
BA2837	0.0134246575342465	0.2378969754253308
BA2839	0.0310886806056236	0.181781663516068
BA2840	0.0080533525594808	0.3505198487712666
BA2841	0.0249585436193222	0.3023393194706994
BA2842	0.0069790915645277	0.1350519848771266
BA2843	0.0125991348233597	0.1726134215500945
BA2844	0.0165176640230713	0.2389508506616257
BA2846	0.0267069214131218	0.273289224952741
BA2850	0.0103568853640951	0.2958931947069943
BA2851	0.0235832732516222	0.3088657844990548
BA2852	0.0104434030281182	0.1759120982986767
BA2855	0.0142087238644556	0.1556852551984877
BA2856	0.0061751982696467	0.081351606805293
BA2858	0.0095602018745493	0.1699527410207939
BA2860	0.0067519826964671	0.1772400756143667
BA2861	0.0149585436193222	0.2019234404536861
BA2865	0.0138139870223503	0.2160822306238185
BA2866	0.0177505407354001	0.4291446124763705
BA2867	0.0181416726748377	0.1746739130434782
BA2868	0.022945205479452	0.2823109640831758
BA2870	0.0288085796683489	0.3385869565217391
BA2871	0.0117988464311463	0.3024480151228733
BA2872	0.011559120403749	0.2264272211720226
BA2876	0.0157948810382119	0.174305293005671
BA2879	0.0138914924297043	0.1759215500945179
BA2880	0.0088518385003604	0.2132419659735349
BA2882	0.0111085075702956	0.229258034026465
BA2883	0.0226189617880317	0.1654111531190926
BA2885	0.0144754866618601	0.2626228733459357
BA2887	0.0185832732516222	0.2643147448015123
BA2889	0.0001099495313626	0.0021597353497164
BA2893	0.0105371304974765	0.2357939508506616
BA2901	0.0094160057678442	0.1200141776937618
BA2902	0.0132930785868781	0.1859640831758034
BA2903	0.0040879596250901	0.0927126654064272
BA2904	0.0122098053352559	0.2829442344045368
BA2905	0.0205587599134823	0.1244801512287334
BA2906	0.0187761355443403	0.2448960302457467
BA2908	0.0214978370583994	0.2199338374291115
BA2909	0.0079055515501081	0.1503449905482041
BA2910	0.0172152126892573	0.2142627599243856
BA2911	0.0161535688536409	0.2900756143667297
BA2914	0.0139798125450612	0.3091776937618147
BA2915	0.0079091564527757	0.0937145557655954
BA2921	0.0102000720980533	0.1055009451795841
BA2922	0.017528839221341	0.208133270321361
BA2923	0.0063229992790194	0.1806663516068053
BA2926	0.0152487382840663	0.3012996219281663
BA2928	0.0180551550108147	0.2697069943289225
BA2930	0.0134913482335976	0.2537759924385633
BA2932	0.0167591925018024	0.2194281663516068
BA2934	0.0065338860850757	0.2239933837429111
BA2935	0.0084967555875991	0.116195652173913
BA2937	0.0097638788752703	0.1968809073724007
BA2939	0.0099242970439798	0.1639886578449905
BA2944	0.020232516222062	0.4816824196597353
BA2947	0.0107516222062004	0.2744281663516068
BA2948	0.0091474405191059	0.1854631379962192
BA2950	0.0101117519826964	0.3555293005671077
BA2951	0.0080299206921413	0.2248913043478261
BA2952	0.0254001441961067	0.3153213610586011
BA2953	0.0064059120403749	0.1519517958412098
BA2955	0.0074098774333093	0.1513563327032136
BA2956	0.0048413842826243	0.1103449905482041
BA2962	0.0184571016582552	0.3251134215500945
BA2970	0.0105118961788031	0.166625708884688
BA2972	0.0217393655371304	0.3384640831758034
BA2976	0.0060994953136265	0.1709262759924385
BA2978	0.0098107426099495	0.1976701323251417
BA2981	0.0137527036770007	0.1943998109640831
BA2984	0.0127253064167267	0.2165737240075614
BA2986	0.0124855803893294	0.1948298676748582
BA2989	0.018972602739726	0.2146124763705104
BA2992	0.0137328767123287	0.3017155009451795
BA2993	0.0062509012256669	0.1642155009451796
BA2994	0.0163446286950252	0.3270604914933837
BA2995	0.0128929343907714	0.2315453686200378
BA2999	0.0155875991348233	0.2260444234404537
BA3001	0.0230966113914924	0.2470699432892249
BA3002	0.0170007209805335	0.2546833648393194
BA3004	0.0253803172314347	0.289820415879017
BA3006	0.0083777937995674	0.200382797731569
BA3008	0.0010868781542898	0.0155151228733459
BA3009	0.0132912761355443	0.207953686200378
BA3010	0.0096232876712328	0.2175567107750472
BA3011	0.0240374909877433	0.1202173913043478
BA3013	0.0143240807498197	0.3091351606805293
BA3023	0.0165969718817591	0.2094943289224952
BA3025	0.0182480173035328	0.2379820415879017
BA3027	0.0054902667627974	0.1347400756143667
BA3029	0.0092357606344628	0.1417060491493383
BA3030	0.0145746214852198	0.2254442344045368
BA3037	0.0189149242970439	0.135382797731569
BA3038	0.0169196106705118	0.3304867674858223
BA3040	0.0160490266762797	0.255179584120983
BA3042	0.0222819033886085	0.2205387523629489
BA3043	0.0070421773612112	0.1760444234404536
BA3049	0.0035255948089401	0.1403733459357277
BA3051	0.0110310021629416	0.1203071833648393
BA3053	0.0164708002883922	0.3390170132325142
BA3064	0.0178640951694304	0.298015122873346
BA3067	0.0239329488103821	0.3630151228733459
BA3068	0.0234066330209084	0.4169092627599243
BA3070	0.0086355443403028	0.1649905482041588
BA3071	0.0194971160778659	0.2464839319470699
BA3072	0.021346431146359	0.2620085066162571
BA3075	0.0129073540014419	0.2121124763705104
BA3076	0.0033759913482335	0.0449905482041587
BA3077	0.0144196106705118	0.2555056710775047
BA2040	0.0086806056236481	0.1888563327032136
BA2160	0.0166672674837779	0.2163941398865784
BA2303	0.0109228550829127	0.2429489603024575
BA2353	0.0162563085796683	0.291351606805293
BA2516	0.0162851478010093	0.2524905482041588
BA2590	0.0327685652487382	0.3371219281663516
BA2647	0.0120223503965392	0.2085964083175803
BA2891	0.009543979812545	0.2288705103969754
BA2924	0.0133219178082191	0.2464461247637051
BA2971	0.0093204758471521	0.179640831758034
BA3036	0.0145259552992069	0.2524574669187145
BA3059	0.015571377072819	0.1502788279773157
BA3073	0.0136878154289834	0.2319281663516068
BA3078	0.0171070656092285	0.2436483931947069
BA3079	0.0097873107426099	0.2183223062381852
BA3083	0.0143294881038211	0.3786578449905482
BA3084	0.0100558759913482	0.2583742911153119
BA3085	0.0095872386445565	0.3007750472589792
BA3087	0.0460724585436193	0.5083364839319471
BA3089	0.0248864455659697	0.2883081285444234
BA3094	0.0194214131218457	0.3826701323251418
BA3095	0.0163680605623648	0.228133270321361
BA3098	0.0141834895457822	0.2633364839319471
BA3099	0.0234228550829127	0.4164035916824197
BA3103	0.0260598413842826	0.2333837429111531
BA3108	0.0228857245854361	0.2315642722117202
BA3109	0.0128082191780821	0.1268005671077504
BA3110	0.0175684931506849	0.232570888468809
BA3114	0.0120421773612112	0.1686862003780718
BA3116	0.0108183129055515	0.1375803402646503
BA3117	0.030697548666186	0.4686294896030246
BA3118	0.0119214131218457	0.2023818525519848
BA3119	0.0342880317231434	0.2965500945179584
BA3123	0.0154091564527757	0.2541257088846881
BA3124	0.0086968276856524	0.1690264650283554
BA3126	0.0155641672674837	0.242296786389414
BA3128	0.0190338860850757	0.2581285444234404
BA3130	0.0098792357606344	0.2046739130434782
BA3133	0.0151586157173756	0.27734404536862
BA3135	0.0262274693583273	0.2471833648393194
BA3136	0.015542537851478	0.294749527410208
BA3137	0.0138572458543619	0.2419517958412098
BA3138	0.0158543619322278	0.2357703213610586
BA3139	0.0150522710886806	0.5030293005671078
BA3141	0.0224477289113193	0.3210586011342155
BA3142	0.0263806777217015	0.2995179584120983
BA3145	0.0116618601297764	0.1660538752362949
BA3146	0.0169232155731795	0.3123676748582231
BA3149	0.0144826964671953	0.1413043478260869
BA3152	0.0138248017303532	0.3220274102079395
BA3153	0.0316888968997837	0.335
BA3154	0.0201856524873828	0.2181238185255198
BA3156	0.0050630857966834	0.3238421550094518
BA3157	0.0243006488824801	0.3717296786389414
BA3158	0.015192862292718	0.2551370510396975
BA3162	0.0246665465032444	0.1410491493383742
BA3163	0.0108471521268925	0.1626748582230624
BA3164	0.0192736121124729	0.2888090737240075
BA3167	0.0217844268204758	0.1530009451795841
BA3169	0.0142862292718096	0.1189886578449905
BA3171	0.0217898341744772	0.3486200378071833
BA3173	0.0176514059120403	0.3016351606805293
BA3174	0.0074242970439798	0.1649810964083176
BA3175	0.0070782263878875	0.20086011342155
BA3176	0.0175648882480173	0.2666446124763705
BA3177	0.0181578947368421	0.3981001890359168
BA3178	0.018866258111031	0.2421030245746691
BA3180	0.0314023071377072	0.1697448015122873
BA3181	0.0079632299927901	0.1759404536862004
BA3182	0.0166888968997837	0.3366965973534971
BA3183	0.0248089401586157	0.3834357277882798
BA3185	0.0126496034607065	0.2325047258979206
BA3186	0.0253749098774333	0.2828024574669187
BA3187	0.0107930785868781	0.2144754253308128
BA3189	0.0150558759913482	0.3225425330812854
BA3190	0.0103731074260994	0.1807183364839319
BA3191	0.0097116077865897	0.2379017013232514
BA3192	0.016888968997837	0.2610916824196597
BA3194	0.0324909877433309	0.4398015122873346
BA3195	0.0149477289113193	0.1892863894139886
BA3197	0.0242429704397981	0.1924432892249527
BA3199	0.025270367700072	0.4137759924385633
BA3200	0.0230785868781542	0.2825047258979206
BA3202	0.0192880317231434	0.3078213610586011
BA3203	0.0158597692862292	0.2289366729678639
BA3206	0.0162743330930064	0.2557372400756144
BA3207	0.0133020908435472	0.2957136105860113
BA3208	0.0090915645277577	0.1915406427221172
BA3210	0.0217123287671232	0.2074669187145557
BA3211	0.0179812545061283	0.2008790170132325
BA3212	0.0332281903388608	0.2880482041587902
BA3213	0.0166149963950973	0.3485916824196597
BA3214	0.009592645998558	0.2488421550094517
BA3216	0.0157137707281903	0.251375236294896
BA3217	0.0261878154289834	0.2906001890359168
BA3219	0.0107354001441961	0.250921550094518
BA3221	0.0088698630136986	0.2276323251417769
BA3222	0.0215771449170872	0.2252788279773157
BA3225	0.0116240086517664	0.2549527410207939
BA3226	0.0166204037490987	0.2870463137996219
BA3227	0.0285291997116077	0.2865170132325141
BA3228	0.0207173756308579	0.3270368620037807
BA3229	0.0180821917808219	0.2826654064272211
BA3230	0.0169899062725306	0.212953686200378
BA3232	0.0152343186733958	0.2974669187145558
BA3234	0.0154217736121124	0.3144517958412098
BA3235	0.0098558038932948	0.2126512287334593
BA3237	0.013042537851478	0.2529867674858223
BA3240	0.0435886806056236	0.2644754253308128
BA3242	0.0128731074260994	0.1875803402646502
BA3243	0.0143330930064888	0.1910302457466919
BA3245	0.0212076423936553	0.2207183364839319
BA3249	0.0218637346791636	0.1755765595463138
BA3250	0.0191041816870944	0.3489792060491493
BA3251	0.0130353280461427	0.2504017013232514
BA3255	0.0108309300648882	0.2734215500945179
BA3258	0.0105461427541456	0.2514555765595463
BA3260	0.0103064167267483	0.154891304347826
BA3261	0.0220511896178803	0.2155623818525519
BA3264	0.029127613554434	0.3735586011342155
BA3266	0.0226856524873828	0.3133553875236294
BA3268	0.0360526315789473	0.3322022684310019
BA3269	0.0187328767123287	0.1562381852551985
BA3270	0.0144881038211968	0.3553875236294896
BA3271	0.02060021629416	0.3123487712665406
BA3273	0.0321178803172314	0.1374952741020794
BA3275	0.028923936553713	0.3156379962192817
BA3277	0.0209318673395818	0.2470510396975425
BA3280	0.020474044700793	0.2006049149338374
BA3283	0.0126387887527036	0.2541398865784499
BA3285	0.0137274693583273	0.4551748582230623
BA3286	0.0178496755587599	0.3118809073724007
BA3289	0.00443763518385	0.0957088846880907
BA3290	0.012072819033886	0.2968903591682419
BA3293	0.0246773612112472	0.3551512287334593
BA3295	0.0183255227108868	0.2823062381852552
BA3296	0.0086697909156452	0.2541540642722117
BA3297	0.029592645998558	0.3536672967863894
BA3299	0.0119646719538572	0.2208553875236295
