	STAG2	ASXL1
BA3293	0.0679785330948121	0.0283395044146966
BA2449	0.0681411611644169	0.0180860153802335
BA3227	0.0683037892340217	0.0270578182853887
BA2477	0.0683037892340217	0.0242096268869268
BA3068	0.0687916734428362	0.0266305895756194
BA3427	0.0694421857212554	0.0280546852748504
BA3407	0.0696048137908603	0.0212190259185417
BA3450	0.0696048137908603	0.0257761321560808
BA3319	0.0697674418604651	0.0193677015095414
BA3182	0.0704179541388843	0.0220734833380803
BA3328	0.0704179541388843	0.0222158929080034
BA2461	0.070743210278094	0.0249216747365422
BA2512	0.070743210278094	0.0250640843064653
BA2570	0.0712310944869084	0.0233551694673882
BA2116	0.0713937225565132	0.0273426374252349
BA3030	0.0717189786957228	0.0185132440900028
BA3379	0.0718816067653276	0.0240672173170037
BA3351	0.0723694909741421	0.0313301053830817
BA2200	0.0725321190437469	0.0293363714041583
BA2277	0.0725321190437469	0.0227855311876958
BA3369	0.0731826313221662	0.0207917972087724
BA3312	0.0735078874613758	0.024494446026773
BA3243	0.0735078874613758	0.0223583024779265
BA3357	0.0736705155309806	0.0272002278553118
BA2646	0.0738331436005854	0.0247792651666191
BA3200	0.0738331436005854	0.0227855311876958
BA2908	0.074158399739795	0.02022215892908
BA2175	0.0754594242966336	0.0294787809740814
BA2240	0.0757846804358432	0.0242096268869268
BA2944	0.0757846804358432	0.0367416690401595
BA3397	0.075947308505448	0.0340358872116206
BA3295	0.075947308505448	0.0192252919396183
BA3290	0.0767604488534721	0.0209342067786955
BA2004	0.0769230769230769	0.0254913130162346
BA2271	0.0774109611318913	0.0207917972087724
BA3180	0.0778988453407058	0.0212190259185417
BA3229	0.078549357619125	0.0250640843064653
BA2821	0.078549357619125	0.0294787809740814
BA2829	0.0787119856887298	0.026060951295927
BA2066	0.0788746137583346	0.0259185417260039
BA3266	0.0788746137583346	0.0266305895756194
BA2355	0.0790372418279395	0.0367416690401595
BA3264	0.0796877541063587	0.028909142694389
BA2037	0.0796877541063587	0.0299060096838507
BA3133	0.0801756383151732	0.024494446026773
BA2934	0.0813140348024069	0.0269154087154656
BA3446	0.0821271751504309	0.0206493876388493
BA3250	0.0824524312896406	0.0304756479635431
BA3117	0.0827776874288502	0.0299060096838507
BA3186	0.0835908277768743	0.0377385360296211
BA3177	0.0835908277768743	0.0233551694673882
BA3296	0.0839160839160839	0.0182284249501566
BA3381	0.0839160839160839	0.0227855311876958
BA2024	0.0845665961945031	0.0190828823696952
BA2228	0.0852171084729224	0.0283395044146966
BA3297	0.0860302488209465	0.0266305895756194
BA3099	0.0863555049601561	0.0277698661350042
BA2020	0.0865181330297609	0.0357448020506978
BA2851	0.0866807610993657	0.0304756479635431
BA3415	0.0870060172385753	0.0262033608658501
BA3260	0.088144413725809	0.0195101110794645
BA2300	0.0894454382826475	0.0259185417260039
BA3311	0.0902585786306716	0.0189404727997721
BA2500	0.090746462839486	0.0283395044146966
BA2377	0.090746462839486	0.0400170891483907
BA3270	0.0910717189786957	0.0233551694673882
BA2184	0.0910717189786957	0.0398746795784676
BA2280	0.0912343470483005	0.0358872116206209
BA3452	0.0913969751179053	0.0242096268869268
BA2655	0.0917222312571149	0.0377385360296211
BA3445	0.0922101154659294	0.0186556536599259
BA3373	0.0941616523011871	0.036029621190544
BA3324	0.0941616523011871	0.0273426374252349
BA2441	0.094324280370792	0.0401594987183138
BA3078	0.0946495365100016	0.0233551694673882
BA3302	0.0961131891364449	0.0330390202221589
BA2226	0.0993657505285412	0.0320421532326972
BA3154	0.1003415189461701	0.0254913130162346
BA3454	0.1014799154334038	0.024636855596696
BA3139	0.1018051715726134	0.0333238393620051
BA3228	0.1040819645470808	0.0301908288236969
BA3285	0.1070092697999674	0.0296211905440045
BA2275	0.1136770206537648	0.0300484192537738
BA3087	0.1299398276142462	0.0326117915123896
