	STAG2	ASXL1
BA2733	0.0247194665799316	0.0109655368840786
BA2694	0.0247194665799316	0.0189404727997721
BA2618	0.0248820946495365	0.0180860153802335
BA2427	0.0248820946495365	0.0160922814013101
BA2304	0.0250447227191413	0.0085445741953859
BA2080	0.0250447227191413	0.017373967530618
BA2233	0.0252073507887461	0.0209342067786955
BA2905	0.0253699788583509	0.0209342067786955
BA2134	0.0255326069279557	0.008686983765309
BA2806	0.0255326069279557	0.0140985474223867
BA2804	0.0258578630671653	0.0112503560239248
BA2087	0.0258578630671653	0.0099686698946169
BA2737	0.0258578630671653	0.0093990316149245
BA3073	0.0258578630671653	0.0123896325833095
BA3380	0.0260204911367702	0.0143833665622329
BA2479	0.0260204911367702	0.0286243235545428
BA3390	0.0260204911367702	0.0138137282825405
BA3178	0.026183119206375	0.0109655368840786
BA2814	0.0263457472759798	0.0098262603246938
BA2947	0.0265083753455846	0.018798063229849
BA2726	0.0265083753455846	0.0129592708630019
BA2955	0.0265083753455846	0.0189404727997721
BA2844	0.0268336314847942	0.0169467388208487
BA2828	0.026996259554399	0.0109655368840786
BA3421	0.0271588876240039	0.0102534890344631
BA3027	0.0271588876240039	0.0172315579606949
BA2496	0.0271588876240039	0.0082597550555397
BA2148	0.0273215156936087	0.013101680432925
BA2540	0.0273215156936087	0.0109655368840786
BA3268	0.0273215156936087	0.0347479350612361
BA2830	0.0274841437632135	0.0156650526915408
BA2994	0.0274841437632135	0.0150954144118484
BA2514	0.0276467718328183	0.0213614354884648
BA2935	0.0278093999024231	0.0119624038735403
BA2155	0.0278093999024231	0.0163771005411563
BA2485	0.0278093999024231	0.015949871831387
BA2106	0.0279720279720279	0.0160922814013101
BA2645	0.0281346560416327	0.0209342067786955
BA2808	0.0282972841112375	0.0162346909712332
BA3345	0.0284599121808424	0.0240672173170037
BA2901	0.0284599121808424	0.0091142124750783
BA2256	0.0286225402504472	0.0166619196810025
BA2772	0.0286225402504472	0.0106807177442324
BA2081	0.028785168320052	0.0139561378524636
BA3203	0.0289477963896568	0.0152378239817715
BA2072	0.0289477963896568	0.0111079464540017
BA2110	0.0291104244592616	0.0099686698946169
BA2089	0.0291104244592616	0.0229279407576189
BA2600	0.0292730525288664	0.0166619196810025
BA2762	0.0292730525288664	0.0162346909712332
BA2218	0.0292730525288664	0.0155226431216177
BA3075	0.0292730525288664	0.0149530048419253
BA2575	0.0294356805984712	0.0074052976360011
BA2497	0.0294356805984712	0.0106807177442324
BA2715	0.0295983086680761	0.0226431216177727
BA2660	0.0295983086680761	0.0093990316149245
BA3207	0.0297609367376809	0.0178011962403873
BA3347	0.0297609367376809	0.0133864995727712
BA2221	0.0297609367376809	0.0138137282825405
BA2515	0.0297609367376809	0.0116775847336941
BA2524	0.0299235648072857	0.0118199943036172
BA2850	0.0299235648072857	0.0203645684990031
BA2893	0.0300861928768905	0.0150954144118484
BA2970	0.0300861928768905	0.0150954144118484
BA3430	0.0300861928768905	0.0093990316149245
BA2329	0.0302488209464953	0.0123896325833095
BA2860	0.0302488209464953	0.0064084306465394
BA2778	0.0304114490161001	0.0112503560239248
BA2413	0.0304114490161001	0.0197949302193107
BA2201	0.0304114490161001	0.0092566220450014
BA3158	0.0304114490161001	0.0190828823696952
BA2426	0.0305740770857049	0.0126744517231557
BA2876	0.0305740770857049	0.023070350327542
BA3374	0.0305740770857049	0.0084021646254628
BA2769	0.0305740770857049	0.0160922814013101
BA2399	0.0307367051553098	0.0148105952720022
BA2786	0.0307367051553098	0.0178011962403873
BA2316	0.0307367051553098	0.0108231273141555
BA3216	0.0307367051553098	0.0189404727997721
BA2507	0.0308993332249146	0.0210766163486186
BA2100	0.0308993332249146	0.0136713187126174
BA2595	0.0308993332249146	0.014525776132156
BA3051	0.0310619612945194	0.0139561378524636
BA2406	0.0312245893641242	0.0155226431216177
BA2564	0.0312245893641242	0.0112503560239248
BA2139	0.031387217433729	0.0089718029051552
BA2308	0.031387217433729	0.0186556536599259
BA3116	0.031387217433729	0.0108231273141555
BA2526	0.0315498455033338	0.0206493876388493
BA3130	0.0317124735729386	0.015949871831387
BA3352	0.0318751016425435	0.0135289091426943
BA2621	0.0320377297121483	0.0166619196810025
BA2474	0.0320377297121483	0.0143833665622329
BA2792	0.0320377297121483	0.0112503560239248
BA2677	0.0322003577817531	0.0170891483907718
BA2653	0.0322003577817531	0.0269154087154656
BA2273	0.0322003577817531	0.0200797493591569
BA3085	0.0323629858513579	0.0193677015095414
BA2597	0.0323629858513579	0.0133864995727712
BA2697	0.0325256139209627	0.0118199943036172
BA2756	0.0325256139209627	0.013101680432925
BA2735	0.0326882419905675	0.0160922814013101
BA3013	0.033176126199382	0.0142409569923098
BA2276	0.033176126199382	0.0116775847336941
BA2239	0.033176126199382	0.0108231273141555
BA2169	0.033176126199382	0.0233551694673882
BA2584	0.033176126199382	0.0197949302193107
BA2344	0.033176126199382	0.0119624038735403
BA2101	0.0335013823385916	0.027485046995158
BA2172	0.0336640104081964	0.0133864995727712
BA3406	0.0336640104081964	0.021646254628311
BA3318	0.0338266384778012	0.0203645684990031
BA3325	0.0338266384778012	0.0162346909712332
BA3118	0.033989266547406	0.0149530048419253
BA2909	0.033989266547406	0.013101680432925
BA2311	0.0343145226866157	0.0150954144118484
BA3124	0.0343145226866157	0.0257761321560808
BA2861	0.0344771507562205	0.0135289091426943
BA2928	0.0346397788258253	0.0112503560239248
BA2523	0.0346397788258253	0.0139561378524636
BA2410	0.0346397788258253	0.0234975790373113
BA2846	0.0348024068954301	0.0190828823696952
BA3076	0.0348024068954301	0.004414696667616
BA3283	0.0348024068954301	0.0254913130162346
BA2951	0.0349650349650349	0.0138137282825405
BA2094	0.0351276630346397	0.0168043292509256
BA2412	0.0351276630346397	0.0111079464540017
BA3163	0.0351276630346397	0.0150954144118484
BA2858	0.0351276630346397	0.0128168612930788
BA2922	0.0352902911042445	0.0217886641982341
BA2093	0.0352902911042445	0.028909142694389
BA2636	0.0352902911042445	0.0146681857020791
BA3043	0.0354529191738494	0.0105383081743093
BA2288	0.0354529191738494	0.0236399886072344
BA2227	0.0354529191738494	0.0344631159213899
BA3375	0.0354529191738494	0.015949871831387
BA2541	0.0356155472434542	0.0136713187126174
BA2868	0.035778175313059	0.0176587866704642
BA2801	0.035778175313059	0.0138137282825405
BA2281	0.0359408033826638	0.0200797493591569
BA3306	0.0359408033826638	0.0148105952720022
BA3079	0.0359408033826638	0.0210766163486186
BA2567	0.0359408033826638	0.0205069780689262
BA2746	0.0359408033826638	0.0146681857020791
BA2494	0.0361034314522686	0.024636855596696
BA2866	0.0361034314522686	0.0253489034463115
BA3040	0.0361034314522686	0.0189404727997721
BA2984	0.0361034314522686	0.0222158929080034
BA2681	0.0361034314522686	0.0093990316149245
BA2143	0.0361034314522686	0.0176587866704642
BA3413	0.0362660595218734	0.0182284249501566
BA3299	0.0364286875914782	0.0162346909712332
BA2903	0.0364286875914782	0.0078325263457704
BA2882	0.0364286875914782	0.0153802335516946
BA2707	0.0365913156610831	0.028909142694389
BA3128	0.0365913156610831	0.0178011962403873
BA2995	0.0365913156610831	0.0374537168897749
BA2415	0.0365913156610831	0.0078325263457704
BA2361	0.0365913156610831	0.0225007120478496
BA2425	0.0367539437306879	0.0183708345200797
BA2068	0.0367539437306879	0.0156650526915408
BA2446	0.0367539437306879	0.0152378239817715
BA2195	0.0369165718002927	0.0156650526915408
BA2525	0.0369165718002927	0.0408715465679293
BA2852	0.0369165718002927	0.0311876958131586
BA3036	0.0369165718002927	0.018798063229849
BA3135	0.0370791998698975	0.0203645684990031
BA2837	0.0370791998698975	0.0169467388208487
BA3277	0.0372418279395023	0.0287667331244659
BA2459	0.0372418279395023	0.0240672173170037
BA2651	0.0372418279395023	0.0126744517231557
BA3025	0.0375670840787119	0.0146681857020791
BA3422	0.0375670840787119	0.0287667331244659
BA3175	0.0377297121483168	0.0156650526915408
BA2865	0.0377297121483168	0.0158074622614639
BA2069	0.0377297121483168	0.0170891483907718
BA2937	0.0378923402179216	0.0132440900028481
BA3042	0.0378923402179216	0.0175163771005411
BA2302	0.0378923402179216	0.0226431216177727
BA2135	0.0380549682875264	0.0264881800056963
BA2032	0.0380549682875264	0.0149530048419253
BA3187	0.0382175963571312	0.0182284249501566
BA2688	0.038380224426736	0.0229279407576189
BA2891	0.038380224426736	0.015949871831387
BA2456	0.038380224426736	0.0197949302193107
BA2463	0.0388681086355504	0.0125320421532326
BA2811	0.0388681086355504	0.0175163771005411
BA2452	0.0390307367051553	0.0199373397892338
BA3214	0.0390307367051553	0.0240672173170037
BA3310	0.0390307367051553	0.0196525206493876
BA2962	0.0390307367051553	0.0129592708630019
BA2294	0.0391933647747601	0.0206493876388493
BA3197	0.0391933647747601	0.0169467388208487
BA2339	0.0391933647747601	0.0153802335516946
BA3410	0.0391933647747601	0.0165195101110794
BA2053	0.0393559928443649	0.013101680432925
BA2647	0.0395186209139697	0.0236399886072344
BA2036	0.0395186209139697	0.0197949302193107
BA3399	0.0395186209139697	0.013101680432925
BA2124	0.0396812489835745	0.0197949302193107
BA3095	0.0396812489835745	0.0212190259185417
BA2095	0.0396812489835745	0.017373967530618
BA2113	0.0398438770531793	0.0313301053830817
BA2309	0.0398438770531793	0.0149530048419253
BA3388	0.0398438770531793	0.0142409569923098
BA2122	0.0398438770531793	0.0093990316149245
BA2787	0.0400065051227841	0.007262888066078
BA2292	0.0400065051227841	0.0182284249501566
BA2011	0.040169133192389	0.0160922814013101
BA3094	0.040169133192389	0.0183708345200797
BA3235	0.040169133192389	0.0108231273141555
BA2676	0.040169133192389	0.0150954144118484
BA2924	0.0403317612619938	0.0165195101110794
BA2546	0.0403317612619938	0.0128168612930788
BA2986	0.0404943893315986	0.023070350327542
BA2594	0.0404943893315986	0.013101680432925
BA2791	0.0404943893315986	0.0149530048419253
BA2841	0.0406570174012034	0.0226431216177727
BA3433	0.0406570174012034	0.0247792651666191
BA2629	0.0406570174012034	0.0237823981771575
BA2224	0.0406570174012034	0.0146681857020791
BA2704	0.0408196454708082	0.0213614354884648
BA3173	0.0408196454708082	0.0249216747365422
BA2440	0.040982273540413	0.02022215892908
BA2480	0.040982273540413	0.0182284249501566
BA2663	0.0411449016100178	0.017373967530618
BA2360	0.0411449016100178	0.0166619196810025
BA2758	0.0411449016100178	0.0199373397892338
BA2563	0.0413075296796227	0.0212190259185417
BA2269	0.0413075296796227	0.0074052976360011
BA2261	0.0413075296796227	0.0123896325833095
BA2798	0.0413075296796227	0.0252064938763884
BA2720	0.0416327858188323	0.0142409569923098
BA2025	0.0416327858188323	0.015949871831387
BA2220	0.0416327858188323	0.0135289091426943
BA3059	0.0417954138884371	0.0165195101110794
BA2802	0.0417954138884371	0.0199373397892338
BA3289	0.0417954138884371	0.0111079464540017
BA2832	0.0419580419580419	0.018798063229849
BA2312	0.0419580419580419	0.0183708345200797
BA3395	0.0422832980972515	0.0143833665622329
BA2054	0.0422832980972515	0.0126744517231557
BA2236	0.0422832980972515	0.015949871831387
BA2040	0.0422832980972515	0.017373967530618
BA2420	0.0424459261668564	0.0153802335516946
BA3206	0.0424459261668564	0.0233551694673882
BA2044	0.0426085542364612	0.0152378239817715
BA2369	0.0426085542364612	0.0243520364568499
BA2691	0.0426085542364612	0.0162346909712332
BA2282	0.0426085542364612	0.0166619196810025
BA2470	0.042771182306066	0.0213614354884648
BA2695	0.042771182306066	0.0152378239817715
BA2631	0.0429338103756708	0.0165195101110794
BA2303	0.0432590665148804	0.0162346909712332
BA2952	0.0432590665148804	0.0183708345200797
BA2649	0.0432590665148804	0.0197949302193107
BA3221	0.0432590665148804	0.0210766163486186
BA2376	0.0434216945844852	0.0139561378524636
BA2065	0.0434216945844852	0.0190828823696952
BA3453	0.04358432265409	0.017373967530618
BA3192	0.0437469507236949	0.0180860153802335
BA3053	0.0439095787932997	0.0186556536599259
BA3195	0.0439095787932997	0.0243520364568499
BA3367	0.0439095787932997	0.0150954144118484
BA2775	0.0439095787932997	0.0203645684990031
BA2251	0.0440722068629045	0.0206493876388493
BA2052	0.0442348349325093	0.0364568499003133
BA2211	0.0442348349325093	0.0270578182853887
BA3436	0.0442348349325093	0.0220734833380803
BA3255	0.0442348349325093	0.0172315579606949
BA3037	0.0443974630021141	0.0205069780689262
BA2006	0.0443974630021141	0.0561093705497009
BA3049	0.0443974630021141	0.0082597550555397
BA2132	0.0445600910717189	0.0225007120478496
BA2662	0.0447227191413237	0.0162346909712332
BA2590	0.0447227191413237	0.0199373397892338
BA2301	0.0448853472109286	0.0192252919396183
BA2822	0.0450479752805334	0.0186556536599259
BA2871	0.0450479752805334	0.0113927655938479
BA2926	0.0452106033501382	0.0178011962403873
BA2409	0.0452106033501382	0.0128168612930788
BA2450	0.045373231419743	0.02022215892908
BA3123	0.045373231419743	0.0222158929080034
BA2000	0.045373231419743	0.0156650526915408
BA2041	0.045373231419743	0.0200797493591569
BA3448	0.0455358594893478	0.0200797493591569
BA2133	0.0455358594893478	0.0262033608658501
BA3245	0.0455358594893478	0.0242096268869268
BA3335	0.0455358594893478	0.0243520364568499
BA2082	0.0456984875589526	0.0178011962403873
BA3451	0.0456984875589526	0.013101680432925
BA2482	0.0456984875589526	0.0142409569923098
BA2880	0.0456984875589526	0.0125320421532326
BA2842	0.0458611156285574	0.0133864995727712
BA2472	0.0458611156285574	0.0175163771005411
BA2577	0.0458611156285574	0.0210766163486186
BA3322	0.0458611156285574	0.0253489034463115
BA2971	0.0458611156285574	0.0200797493591569
BA3023	0.0460237436981623	0.0143833665622329
BA2387	0.0460237436981623	0.0143833665622329
BA2751	0.0460237436981623	0.014525776132156
BA3208	0.0461863717677671	0.0215038450583879
BA2667	0.0463489998373719	0.0155226431216177
BA2657	0.0463489998373719	0.0175163771005411
BA3191	0.0465116279069767	0.0132440900028481
BA2217	0.0466742559765815	0.0242096268869268
BA2442	0.0466742559765815	0.0185132440900028
BA3137	0.0469995121157911	0.0183708345200797
BA2306	0.0469995121157911	0.0178011962403873
BA3167	0.0469995121157911	0.0153802335516946
BA2727	0.0469995121157911	0.0229279407576189
BA2887	0.047162140185396	0.0178011962403873
BA3169	0.047162140185396	0.0140985474223867
BA2675	0.0473247682550008	0.0155226431216177
BA2160	0.0473247682550008	0.0186556536599259
BA3334	0.0474873963246056	0.0170891483907718
BA2417	0.0476500243942104	0.0195101110794645
BA2047	0.0476500243942104	0.0254913130162346
BA2235	0.0476500243942104	0.0136713187126174
BA3237	0.0476500243942104	0.0156650526915408
BA2932	0.0476500243942104	0.0166619196810025
BA3157	0.0476500243942104	0.018798063229849
BA3108	0.0478126524638152	0.0242096268869268
BA3153	0.0478126524638152	0.0377385360296211
BA3362	0.0478126524638152	0.0195101110794645
BA3145	0.04797528053342	0.0222158929080034
BA3305	0.0481379086030248	0.0175163771005411
BA2817	0.0483005366726296	0.034605525491313
BA2035	0.0483005366726296	0.0195101110794645
BA2592	0.0483005366726296	0.0300484192537738
BA3211	0.0483005366726296	0.0105383081743093
BA2748	0.0484631647422345	0.0200797493591569
BA2789	0.0484631647422345	0.0180860153802335
BA2588	0.0484631647422345	0.0205069780689262
BA3226	0.0484631647422345	0.0182284249501566
BA2824	0.0486257928118393	0.0256337225861577
BA2782	0.0487884208814441	0.0152378239817715
BA2051	0.0489510489510489	0.0209342067786955
BA2162	0.0489510489510489	0.0172315579606949
BA3009	0.0489510489510489	0.0234975790373113
BA2910	0.0489510489510489	0.015949871831387
BA3261	0.0489510489510489	0.0172315579606949
BA3417	0.0491136770206537	0.0239248077470806
BA2109	0.0491136770206537	0.0121048134434634
BA2718	0.0491136770206537	0.0220734833380803
BA2885	0.0492763050902585	0.0168043292509256
BA2123	0.0494389331598633	0.0227855311876958
BA3070	0.0494389331598633	0.014525776132156
BA2502	0.0494389331598633	0.0125320421532326
BA3431	0.0494389331598633	0.0126744517231557
BA2163	0.0496015612294682	0.0212190259185417
BA3333	0.0496015612294682	0.03033323839362
BA3210	0.0496015612294682	0.0338934776416975
BA2552	0.049764189299073	0.0290515522643121
BA3141	0.049764189299073	0.0223583024779265
BA2063	0.0499268173686778	0.0438621475363144
BA2622	0.0499268173686778	0.0219310737681572
BA3185	0.0499268173686778	0.0351751637710054
BA2856	0.0500894454382826	0.0160922814013101
BA3156	0.0500894454382826	0.0294787809740814
BA3384	0.0502520735078874	0.0158074622614639
BA2644	0.0502520735078874	0.0178011962403873
BA2242	0.0502520735078874	0.0276274565650811
BA3315	0.0504147015774922	0.0296211905440045
BA3011	0.0504147015774922	0.0168043292509256
BA2402	0.050577329647097	0.0197949302193107
BA2322	0.050577329647097	0.02022215892908
BA2272	0.0509025857863067	0.0146681857020791
BA2714	0.0509025857863067	0.0152378239817715
BA3408	0.0510652138559115	0.0420108231273141
BA2820	0.0510652138559115	0.0166619196810025
BA2972	0.0512278419255163	0.0256337225861577
BA2620	0.0512278419255163	0.0111079464540017
BA3371	0.0513904699951211	0.0195101110794645
BA2705	0.0513904699951211	0.0254913130162346
BA2483	0.0515530980647259	0.0182284249501566
BA3174	0.0515530980647259	0.0226431216177727
BA3449	0.0517157261343307	0.0190828823696952
BA3416	0.0518783542039356	0.0213614354884648
BA3225	0.0518783542039356	0.0176587866704642
BA2464	0.0520409822735404	0.018798063229849
BA3146	0.0522036103431452	0.0178011962403873
BA2906	0.0526914945519596	0.0172315579606949
BA2156	0.0526914945519596	0.0186556536599259
BA2981	0.0526914945519596	0.0132440900028481
BA2534	0.0528541226215644	0.0213614354884648
BA3190	0.0528541226215644	0.0217886641982341
BA3219	0.0530167506911693	0.0162346909712332
BA2022	0.0530167506911693	0.021646254628311
BA3001	0.0531793787607741	0.0196525206493876
BA3329	0.0533420068303789	0.0365992594702364
BA3376	0.0535046348999837	0.0213614354884648
BA3142	0.0535046348999837	0.0347479350612361
BA2492	0.0535046348999837	0.0119624038735403
BA3114	0.0536672629695885	0.0189404727997721
BA2286	0.0536672629695885	0.0179436058103104
BA2839	0.0536672629695885	0.0226431216177727
BA3176	0.0538298910391933	0.0225007120478496
BA2347	0.0538298910391933	0.0126744517231557
BA2589	0.0538298910391933	0.0328966106522358
BA3109	0.0538298910391933	0.018798063229849
BA3412	0.0541551471784029	0.02022215892908
BA2840	0.0541551471784029	0.0264881800056963
BA3232	0.0544804033176126	0.0166619196810025
BA3339	0.0546430313872174	0.0328966106522358
BA2121	0.0546430313872174	0.0250640843064653
BA2125	0.0546430313872174	0.0186556536599259
BA2603	0.0548056594568222	0.0166619196810025
BA2872	0.0548056594568222	0.0142409569923098
BA2950	0.054968287526427	0.0281970948447735
BA2760	0.0551309155960318	0.017373967530618
BA3405	0.0551309155960318	0.0179436058103104
BA3067	0.0551309155960318	0.0252064938763884
BA3089	0.0551309155960318	0.0203645684990031
BA2639	0.0554561717352415	0.0195101110794645
BA3273	0.0554561717352415	0.0217886641982341
BA2198	0.0556187998048463	0.0153802335516946
BA3275	0.0556187998048463	0.024494446026773
BA2879	0.0557814278744511	0.0236399886072344
BA3240	0.0557814278744511	0.0284819139846197
BA2209	0.0559440559440559	0.0582455140985474
BA2722	0.0559440559440559	0.0149530048419253
BA2911	0.0562693120832655	0.0205069780689262
BA2742	0.0562693120832655	0.0140985474223867
BA3098	0.0564319401528703	0.0169467388208487
BA2764	0.0564319401528703	0.0172315579606949
BA3149	0.0564319401528703	0.0219310737681572
BA3110	0.0565945682224751	0.0290515522643121
BA2473	0.0565945682224751	0.0233551694673882
BA3230	0.05675719629208	0.0199373397892338
BA3004	0.0569198243616848	0.0348903446311592
BA3213	0.0569198243616848	0.0185132440900028
BA3286	0.0570824524312896	0.0180860153802335
BA3269	0.0570824524312896	0.0203645684990031
BA2579	0.0572450805008944	0.0290515522643121
BA2234	0.0572450805008944	0.0183708345200797
BA2171	0.057570336640104	0.0259185417260039
BA3438	0.057570336640104	0.0112503560239248
BA2619	0.0577329647097088	0.0133864995727712
BA2244	0.0578955927793137	0.0162346909712332
BA3136	0.0580582208489185	0.0215038450583879
BA3400	0.0580582208489185	0.0287667331244659
BA2245	0.0580582208489185	0.0193677015095414
BA3317	0.0583834769881281	0.0209342067786955
BA2659	0.0583834769881281	0.0142409569923098
BA2429	0.0583834769881281	0.0227855311876958
BA3202	0.0585461050577329	0.0301908288236969
BA2999	0.0585461050577329	0.0242096268869268
BA3353	0.0585461050577329	0.0284819139846197
BA3434	0.0585461050577329	0.0219310737681572
BA3212	0.0585461050577329	0.0350327542010823
BA2855	0.0587087331273377	0.0165195101110794
BA2454	0.0588713611969425	0.0263457704357732
BA2488	0.0590339892665474	0.0178011962403873
BA2867	0.0590339892665474	0.0318997436627741
BA2079	0.0591966173361522	0.0108231273141555
BA3071	0.0591966173361522	0.0236399886072344
BA3300	0.0591966173361522	0.0252064938763884
BA2386	0.0591966173361522	0.0233551694673882
BA2992	0.059359245405757	0.0189404727997721
BA3332	0.0596845015449666	0.031757334092851
BA3385	0.0596845015449666	0.0179436058103104
BA3103	0.0596845015449666	0.0172315579606949
BA2385	0.0598471296145714	0.0143833665622329
BA2883	0.0598471296145714	0.0294787809740814
BA2353	0.0600097576841762	0.026060951295927
BA3435	0.0600097576841762	0.0223583024779265
BA3152	0.0601723857537811	0.0212190259185417
BA3064	0.0601723857537811	0.0217886641982341
BA2658	0.0603350138233859	0.024494446026773
BA2354	0.0603350138233859	0.0200797493591569
BA3002	0.0604976418929907	0.0180860153802335
BA2046	0.0606602699625955	0.0294787809740814
BA2521	0.0606602699625955	0.0210766163486186
BA2930	0.0606602699625955	0.021646254628311
BA3138	0.0608228980322003	0.0226431216177727
BA3072	0.0609855261018051	0.0215038450583879
BA2375	0.0609855261018051	0.0215038450583879
BA3242	0.0609855261018051	0.0192252919396183
BA2421	0.0609855261018051	0.0155226431216177
BA2400	0.0611481541714099	0.0338934776416975
BA2948	0.0613107822410148	0.0219310737681572
BA3308	0.0616360383802244	0.0243520364568499
BA2088	0.0616360383802244	0.0226431216177727
BA2174	0.0616360383802244	0.0189404727997721
BA3386	0.0616360383802244	0.0247792651666191
BA2976	0.0617986664498292	0.0219310737681572
BA2674	0.0617986664498292	0.0220734833380803
BA2019	0.0617986664498292	0.0243520364568499
BA3271	0.0617986664498292	0.0232127598974651
BA3183	0.0617986664498292	0.0240672173170037
BA2296	0.061961294519434	0.0220734833380803
BA3162	0.061961294519434	0.0189404727997721
BA3222	0.061961294519434	0.0243520364568499
BA2539	0.061961294519434	0.0136713187126174
BA3258	0.0621239225890388	0.0183708345200797
BA2559	0.0626118067978533	0.017373967530618
BA2379	0.0629370629370629	0.0210766163486186
BA2469	0.0630996910066677	0.0125320421532326
BA2545	0.0630996910066677	0.018798063229849
BA2153	0.0632623190762725	0.0196525206493876
BA2721	0.0634249471458773	0.0213614354884648
BA2374	0.063750203285087	0.0301908288236969
BA2249	0.063750203285087	0.0249216747365422
BA3199	0.063750203285087	0.0259185417260039
BA2776	0.0639128313546918	0.0253489034463115
BA3119	0.0639128313546918	0.0250640843064653
BA2685	0.0640754594242966	0.0309028766733124
BA3077	0.0644007155635062	0.0168043292509256
BA2914	0.064563343633111	0.0192252919396183
BA2501	0.064563343633111	0.0243520364568499
BA2809	0.064563343633111	0.0257761321560808
BA2532	0.0647259717027158	0.0225007120478496
BA3249	0.0647259717027158	0.0229279407576189
BA2989	0.0647259717027158	0.0341782967815437
BA2978	0.0648885997723207	0.0196525206493876
BA3403	0.0650512278419255	0.0229279407576189
BA3234	0.0650512278419255	0.0189404727997721
BA2229	0.0650512278419255	0.04044431785816
BA2723	0.0650512278419255	0.023070350327542
BA2414	0.0652138559115303	0.0249216747365422
BA2670	0.0652138559115303	0.0140985474223867
BA3038	0.0655391120507399	0.0189404727997721
BA3341	0.0655391120507399	0.0215038450583879
BA3164	0.0657017401203447	0.026060951295927
BA2904	0.0658643681899495	0.0226431216177727
BA2394	0.0660269962595544	0.0316149245229279
BA3189	0.0660269962595544	0.0225007120478496
BA3394	0.0661896243291592	0.018798063229849
BA2097	0.0661896243291592	0.0350327542010823
BA2728	0.0661896243291592	0.0205069780689262
BA2033	0.066352252398764	0.0229279407576189
BA3083	0.0665148804683688	0.0189404727997721
BA2765	0.0668401366075784	0.0135289091426943
BA2587	0.0671653927467881	0.0229279407576189
BA3171	0.0673280208163929	0.026060951295927
BA2623	0.0678159050252073	0.0243520364568499
BA3418	0.0679785330948121	0.0327542010823127
