	ABL1	ANKRD26
BA2184	0.046326604181687	0.3340889968151219
BA2195	0.0100342465753424	0.0379417987388647
BA2198	0.0141474405191059	0.1578216658023505
BA2200	0.0183453496755587	0.2508689159035044
BA2201	0.0077883922134102	0.0384407595301598
BA2209	0.0153947368421052	0.066476034830164
BA2211	0.0313320115356885	0.1734506065289369
BA2212	0.0161824080749819	0.097484644256485
BA2217	0.0262707281903388	0.1428463970276982
BA2218	0.0069124008651766	0.0612374874535718
BA2220	0.0089419610670511	0.0530958744181109
BA2221	0.0084661139149242	0.0763985781024772
BA2224	0.0088914924297043	0.052421077516285
BA2226	0.0220944484498918	0.145327449498674
BA2227	0.0209408795962509	0.2153971559574195
BA2228	0.0196377072819033	0.0744926057996398
BA2229	0.0153713049747656	0.0901648970844593
BA2233	0.0236860129776496	0.085443414238726
BA2234	0.0152505407354001	0.076779741510857
BA2235	0.0130641672674837	0.0676980102337728
BA2236	0.018817591925018	0.1672875384913672
BA2239	0.0091726748377793	0.0541100919487998
BA2240	0.0207876712328767	0.2971600684324352
BA2242	0.0155587599134823	0.1737829735947334
BA2244	0.0166348233597692	0.0908351550745052
BA2245	0.0197404470079307	0.1094421615411064
BA2248	0.00905010814708	0.0549316650351279
BA2249	0.012557678442682	0.1321840502685588
BA2251	0.0230894015861571	0.0896082682742295
BA2256	0.0136391492429704	0.1032901225218553
BA2260	0.0076297764960346	0.0463782661188716
BA2261	0.0063482335976928	0.0434264715218046
BA2269	0.006685291997116	0.0180079748948012
BA2271	0.0136319394376351	0.2087672879734358
BA2272	0.01	0.1413671445833375
BA2273	0.0184607065609228	0.0863319894020132
BA2275	0.0184697188175919	0.1076230139299438
BA2276	0.0092519826964671	0.0511840021789508
BA2277	0.0193421052631578	0.1966654651824613
BA2280	0.0273449891852919	0.2305049838676431
BA2281	0.0179271809661139	0.1491133273216093
BA2282	0.0063031723143475	0.1168926656594126
BA2286	0.0208507570295602	0.1320440426680593
BA2288	0.0124134823359769	0.0581374616037388
BA2292	0.0175486661860129	0.0914971072261928
BA2294	0.0140573179524152	0.1366520501208923
BA2296	0.0239365537130497	0.1735343303840212
BA2300	0.0072584715212689	0.2033799192721407
BA2301	0.0100739005046863	0.0480383823617595
BA2302	0.0157948810382119	0.0471977680597172
BA2304	0.0063734679163662	0.0432212340138654
BA2306	0.0136121124729632	0.0628654961027435
BA2308	0.0117321557317952	0.1122484721072064
BA2309	0.0130984138428262	0.1232330584275558
BA2311	0.0107876712328767	0.0717670685733527
BA2312	0.009127613554434	0.0954569270960155
BA2316	0.0084282624369142	0.0532673014588623
BA2322	0.0178568853640951	0.1551498420090979
BA2325	0.0081506849315068	0.0265435731145648
BA2329	0.0087815428983417	0.0549247842163688
BA2334	0.0099639509733237	0.0791399195914612
BA2339	0.0048882480173035	0.0217121232333996
BA2344	0.0139077144917087	0.1279410698874738
BA2347	0.0055064888248017	0.0367310531984469
BA2348	0.0043727469358327	0.003519204307079
BA2350	0.0045818312905551	0.0089491454429231
BA2354	0.0157534246575342	0.0560238492025801
BA2355	0.0216312184571016	0.046755101166505
BA2357	0.0130569574621485	0.0505623691211864
BA2360	0.0196322999279019	0.1006868797274653
BA2361	0.0122873107426099	0.0255708785530078
BA2363	0.0046250901225666	0.0311602546979382
BA2369	0.0189221341023792	0.040035765422189
BA2374	0.0208489545782263	0.1636480272801026
BA2375	0.0116131939437635	0.1429621585061136
BA2376	0.0086265320836337	0.0746402682837129
BA2377	0.0481254506128334	0.0932091390904482
BA2379	0.0132227829848594	0.0219099196855649
BA2385	0.0062310742609949	0.0128564141591821
BA2386	0.0189491708723864	0.128550755823059
BA2387	0.0169881038211968	0.104734250660231
BA2394	0.0097242249459264	0.1139824998499998
BA2399	0.0148125450612833	0.1494375343017371
BA2400	0.0313842826243691	0.2770835670662958
BA2402	0.0125630857966834	0.1591310590901412
BA2405	0.0074134823359769	0.0656792984262622
BA2406	0.0122512617159336	0.0609708062186819
BA2409	0.0120385724585436	0.1053051788921999
BA2410	0.0260958904109589	0.1295151221279692
BA2412	0.0044754866618601	0.0464002990315951
BA2413	0.0136788031723143	0.098004847354525
BA2414	0.0243258832011535	0.3249297985562776
BA2415	0.0047260273972602	0.0741398373397872
BA2417	0.0171773612112472	0.0353988650862985
BA2418	0.0077685652487382	0.0691512968661197
BA2420	0.0105136986301369	0.0796931304077031
BA2421	0.0181596971881759	0.0519168827317935
BA2423	0.0107894736842105	0.0781442284187416
BA2425	0.0087941600576784	0.068659384530959
BA2426	0.0100558759913482	0.0815271047500389
BA2427	0.0086571737563085	0.0602014671794231
BA2429	0.0106452775775054	0.1307677859686435
BA2440	0.01405010814708	0.1045993588245728
BA2441	0.0184354722422494	0.1900776786429468
BA2442	0.0116095890410958	0.1367121791541706
BA2446	0.0115392934390771	0.0701879314292642
BA2449	0.0213698630136986	0.0799560791405512
BA2450	0.0162040374909877	0.1104196066150529
BA2452	0.0252541456380677	0.1188490958031465
BA2454	0.0121611391492429	0.129080299076433
BA2455	0.0087148521989906	0.0385047030042548
BA2456	0.0047837058399423	0.0200782865512092
BA2459	0.0067934390771449	0.0343375206727972
BA2461	0.0103262436914203	0.0950534213944904
BA2463	0.0140356885364095	0.0364481333889509
BA2464	0.0198936553713049	0.0667384091774848
BA2469	0.0165843547224224	0.0755456835743926
BA2470	0.0112599134823359	0.0756810640912953
BA2472	0.0163428262436914	0.0207277395908475
BA2473	0.0219412400865176	0.0719542977678327
BA2474	0.0123521989906272	0.0742293594375833
BA2477	0.025086517664023	0.1519625117508503
BA2479	0.0077253064167267	0.101125663840405
BA2480	0.023895097332372	0.0738019674720819
BA2481	0.0052072819033886	0.0217145405689416
BA2482	0.0118006488824801	0.1350795341610308
BA2483	0.0151604181687094	0.1397199153277361
BA2485	0.0216672674837779	0.1378398933023148
BA2488	0.0136697909156452	0.0672519789076938
BA2489	0.0131038211968276	0.0287353841402554
BA2492	0.007577505407354	0.0248771136303785
BA2494	0.0152487382840663	0.010461955818379
BA2496	0.0059769286229271	0.0137243111493975
BA2497	0.0092682047584715	0.0431722102383695
BA2499	0.0128262436914203	0.0587280132382606
BA2500	0.0246304974765681	0.088749107452825
BA2501	0.0150558759913482	0.1239738077699115
BA2502	0.0097837058399423	0.059557106723349
BA2505	0.0148648161499639	0.0636415457980716
BA2507	0.0108904109589041	0.12900452648963
BA2510	0.016472602739726	0.0216839556619956
BA2511	0.0059480894015861	0.0406258492309232
BA2512	0.0125036049026676	0.0952133355070604
BA2514	0.0112743330930064	0.0803556589630221
BA2515	0.0118655371304974	0.0359837221287077
BA2520	0.0036265320836337	0.0784264421961398
BA2521	0.0162959625090122	0.1693775922902065
BA2523	0.0194394376351838	0.2313327878952609
BA2524	0.0125360490266762	0.063171318115365
BA2525	0.0119700793078586	0.0834790476962339
BA2526	0.0263968997837058	0.0444725170099215
BA2528	0.0154992790194664	0.2023643794430974
BA2532	0.0165176640230713	0.0382115334484186
BA2534	0.0232516222062004	0.2042733801285442
BA2538	0.012586517664023	0.1014170659427491
BA2539	0.0068961788031723	0.0811043061244663
BA2540	0.0125937274693583	0.0331806329385775
BA2541	0.0059012256669069	0.1019729351325194
BA2545	0.0118186733958183	0.1463705067291181
BA2546	0.0096431146359048	0.1109227368857518
BA2552	0.0384967555875991	0.1762190111638828
BA2559	0.014059120403749	0.0838502968540673
BA2561	0.0080064888248017	0.0449153301617927
BA2563	0.0161067051189617	0.1990026337357149
BA2564	0.0097710886806056	0.090107676620842
BA2567	0.0041636625811103	0.0777843114899785
BA2570	0.0145692141312184	0.0877376565394098
BA2575	0.0071935832732516	0.0582231689704235
BA2577	0.0213626532083633	0.196304701278205
BA2579	0.0098648161499639	0.1234739554449296
BA2583	0.0164635904830569	0.0942085327767785
BA2584	0.0166005767844268	0.1187974183565976
BA2587	0.0186751982696467	0.2344151425392358
BA2588	0.0140032444124008	0.087040641090312
BA2589	0.0179704397981254	0.0133655371917645
BA2592	0.0183543619322278	0.1833257986723231
BA2593	0.0048125450612833	0.0150460215470757
BA2594	0.0085021629416005	0.1136076198389873
BA2595	0.0101045421773612	0.0411758697768933
BA2597	0.0188248017303532	0.0295704824410598
BA2600	0.011598774333093	0.0663375819290422
BA2603	0.0146557317952415	0.0822063316564084
BA2618	0.0207354001441961	0.1842326720457313
BA2619	0.0106759192501802	0.0461890832830994
BA2620	0.0146971881759192	0.1312437638819949
BA2621	0.009030281182408	0.0620098021830141
BA2622	0.0153731074260994	0.1637770639066438
BA2623	0.0129217736121124	0.3181734844944141
BA2629	0.0102992069214131	0.1613761922943145
BA2631	0.0144736842105263	0.129616361671543
BA2634	0.0064221341023792	0.0523416203839581
BA2636	0.008720259552992	0.0242065007602284
BA2639	0.0137959625090122	0.1418217818592967
BA2644	0.0111986301369863	0.1189973354889309
BA2645	0.0217844268204758	0.0198111104417501
BA2646	0.0225540735400144	0.2011053650132279
BA2649	0.0211121124729632	0.0865531046850682
BA2651	0.007761355443403	0.0089174029213471
BA2653	0.0130948089401586	0.0171862082962855
BA2655	0.0299783705839942	0.196344225470409
BA2656	0.0079307858687815	0.0279373674675858
BA2657	0.0115537130497476	0.0612885299823111
BA2658	0.0126622206200432	0.1011237769350444
BA2659	0.0140519105984138	0.0607844578325144
BA2660	0.0080857966834895	0.0777833115905941
BA2662	0.0143330930064888	0.0893704394643279
BA2663	0.0116925018024513	0.0554013062757426
BA2667	0.0136445565969718	0.0937483551301308
BA2670	0.0059354722422494	0.0251451662812089
BA2674	0.0104379956741167	0.0559964765819862
BA2675	0.0151568132660418	0.119843905813962
BA2676	0.0147981254506128	0.1404605055134352
BA2677	0.0095962509012256	0.1134993727876606
BA2681	0.0056380677721701	0.0612498142952443
BA2682	0.012732516222062	0.1418443074555738
BA2685	0.0221935832732516	0.1673144834048794
BA2688	0.0081380677721701	0.0327565178843953
BA2691	0.0082858687815428	0.1747150534678381
BA2694	0.0088482335976928	0.0162849820090413
BA2695	0.0070007209805335	0.0307011320305251
BA2697	0.0056218457101658	0.0464786238912035
BA2701	0.009388968997837	0.0424323885486292
BA2704	0.0232498197548666	0.1792736071008369
BA2705	0.0289185291997116	0.0521359681573875
BA2707	0.0052000720980533	0.0824398385454266
BA2709	0.008352559480894	0.0323868735167536
BA2712	0.0131182408074981	0.0696220706937469
BA2714	0.0148071377072819	0.1526101609238658
BA2715	0.0302505407354001	0.0105559848155265
BA2718	0.0331092285508291	0.103616947177756
BA2720	0.0045331651045421	0.0057517648317859
BA2721	0.0158417447728911	0.1326703322696968
BA2722	0.0155623648161499	0.0607004389529691
BA2723	0.0153586878154289	0.0317319100810956
BA2724	0.008516582552271	0.0263529019099827
BA2726	0.008866258111031	0.071493569347419
BA2727	0.0105082912761355	0.107543219206656
BA2728	0.0145583994232155	0.075765897371543
BA2731	0.0071449170872386	0.0355051578338312
BA2733	0.006016582552271	0.0327326485038648
BA2735	0.0094772891131939	0.0635548523609703
BA2737	0.0095133381398702	0.0424417728807018
BA2742	0.0109138428262436	0.1313105467235439
BA2744	0.0048918529199711	0.0200296070132856
BA2746	0.0107534246575342	0.0625473131272191
BA2747	0.0102829848594087	0.0521911589228564
BA2748	0.0250684931506849	0.18888162853791
BA2751	0.0057804614275414	0.1384827457414379
BA2756	0.015416366258111	0.0534407346767188
BA2758	0.0097909156452775	0.1024752744750733
BA2760	0.0199783705839942	0.0928884764474027
BA2762	0.0134895457822638	0.0563559129718928
BA2764	0.0110994953136265	0.0960490553117994
BA2765	0.0068673395818312	0.0765203224900109
BA2769	0.0132498197548666	0.054191543401837
BA2772	0.0075180245133381	0.0235350004420649
BA2775	0.0131074260994953	0.1469726016829702
BA2776	0.0300306416726748	0.2070017413801222
BA2778	0.0114708002883922	0.0369179881046646
BA2782	0.0080569574621485	0.1210369855386999
BA2786	0.0120547945205479	0.0923753772580629
BA2787	0.0031254506128334	0.0210617512494751
BA2789	0.026472602739726	0.1740984222993783
BA2791	0.0192880317231434	0.062778710050981
BA2792	0.0083723864455659	0.037315008338574
BA2798	0.019176279740447	0.0947166434683381
BA2801	0.005706560922855	0.0312833876693852
BA2802	0.0085291997116077	0.0518389467685982
BA2804	0.0094412400865176	0.0213616596643447
BA2806	0.0151315789473684	0.0674791724831266
BA2808	0.006452775775054	0.0879006628968596
BA2809	0.0128298485940879	0.1037853513990289
BA2811	0.0167159336697909	0.0924179034656874
BA2812	0.006986301369863	0.0900840821053302
BA2813	0.0101748377793799	0.080599392772911
BA2814	0.012141312184571	0.0936397925612676
BA2816	0.0128983417447728	0.0838425340790739
BA2817	0.0133705839942321	0.0381250380554298
BA2820	0.0195241528478731	0.1169986503170474
BA2821	0.0274477289113193	0.1919127031317831
BA2822	0.0146539293439077	0.1181690144971088
BA2824	0.0203262436914203	0.0754447081823145
BA2828	0.0093727469358327	0.0539155749511906
BA2829	0.0157137707281903	0.2415186873754511
BA2830	0.0076910598413842	0.1480382392591129
BA2832	0.0145367700072098	0.0951491131993148
BA2836	0.0119899062725306	0.099972876790751
BA2837	0.0134246575342465	0.1224218526537008
BA2839	0.0310886806056236	0.0588322740539569
BA2840	0.0080533525594808	0.0147855818305987
BA2841	0.0249585436193222	0.0618200984878985
BA2842	0.0069790915645277	0.0127793032014536
BA2843	0.0125991348233597	0.0581807136706404
BA2844	0.0165176640230713	0.1219964275152345
BA2846	0.0267069214131218	0.0576113785708777
BA2850	0.0103568853640951	0.0495820304011984
BA2851	0.0235832732516222	0.2075683348200149
BA2852	0.0104434030281182	0.06026793159437
BA2855	0.0142087238644556	0.0242814297510733
BA2856	0.0061751982696467	0.020246754257474
BA2858	0.0095602018745493	0.043030868823899
BA2860	0.0067519826964671	0.036741953939269
BA2861	0.0149585436193222	0.1018255102199432
BA2865	0.0138139870223503	0.0589274755322581
BA2866	0.0177505407354001	0.1098600129293041
BA2867	0.0181416726748377	0.0493847275400429
BA2868	0.022945205479452	0.1485854399372317
BA2870	0.0288085796683489	0.1839146149969036
BA2871	0.0117988464311463	0.0972259812354074
BA2872	0.011559120403749	0.1298060551418431
BA2876	0.0157948810382119	0.0228840170303973
BA2879	0.0138914924297043	0.0103163922911299
BA2880	0.0088518385003604	0.0384835232838636
BA2882	0.0111085075702956	0.0916508963060952
BA2883	0.0226189617880317	0.0518730113582381
BA2885	0.0144754866618601	0.1268046120319884
BA2887	0.0185832732516222	0.14236390557965
BA2889	0.0001099495313626	4.298256513879684e-05
BA2893	0.0105371304974765	0.1003978151080481
BA2901	0.0094160057678442	0.0069111758333181
BA2902	0.0132930785868781	0.0828646932302179
BA2903	0.0040879596250901	0.0221691327241882
BA2904	0.0122098053352559	0.1544814550241608
BA2905	0.0205587599134823	0.0231786844585923
BA2906	0.0187761355443403	0.2215877099607164
BA2908	0.0214978370583994	0.116407991105031
BA2909	0.0079055515501081	0.0428369889049156
BA2910	0.0172152126892573	0.0729420851391843
BA2911	0.0161535688536409	0.186358620510326
BA2914	0.0139798125450612	0.096543097437762
BA2915	0.0079091564527757	0.0239475178669068
BA2921	0.0102000720980533	0.0274706810988416
BA2922	0.017528839221341	0.1964590739555861
BA2923	0.0063229992790194	0.0475516586134558
BA2926	0.0152487382840663	0.1421276633962953
BA2928	0.0180551550108147	0.1166260845212037
BA2930	0.0134913482335976	0.0780450688530144
BA2932	0.0167591925018024	0.1855968615078159
BA2934	0.0065338860850757	0.0461619460575538
BA2935	0.0084967555875991	0.0941546601400972
BA2937	0.0097638788752703	0.0748529312078155
BA2939	0.0099242970439798	0.089298454264707
BA2944	0.020232516222062	0.1972916554292326
BA2947	0.0107516222062004	0.0747468646716348
BA2948	0.0091474405191059	0.0390945053018541
BA2950	0.0101117519826964	0.1562115405201807
BA2951	0.0080299206921413	0.1252683164363751
BA2952	0.0254001441961067	0.1792843230933414
BA2953	0.0064059120403749	0.0307733748668143
BA2955	0.0074098774333093	0.0263330832241014
BA2956	0.0048413842826243	0.0433415614474695
BA2962	0.0184571016582552	0.1009696613313942
BA2970	0.0105118961788031	0.0680505714929685
BA2972	0.0217393655371304	0.1371681120441599
BA2976	0.0060994953136265	0.1172286245066721
BA2978	0.0098107426099495	0.0616967382297658
BA2981	0.0137527036770007	0.0280458234491726
BA2984	0.0127253064167267	0.102620681263346
BA2986	0.0124855803893294	0.2052467806414988
BA2989	0.018972602739726	0.0988443126673443
BA2992	0.0137328767123287	0.0791317095436318
BA2993	0.0062509012256669	0.0456003474047976
BA2994	0.0163446286950252	0.0563517566868785
BA2995	0.0128929343907714	0.0404090358324853
BA2999	0.0155875991348233	0.0776336128075411
BA3001	0.0230966113914924	0.1764443181312913
BA3002	0.0170007209805335	0.1236478705497091
BA3004	0.0253803172314347	0.1479576842061447
BA3006	0.0083777937995674	0.1164129017015044
BA3008	0.0010868781542898	0.0015137407225137
BA3009	0.0132912761355443	0.1483469908307169
BA3010	0.0096232876712328	0.0510149231167553
BA3011	0.0240374909877433	0.0495532195218655
BA3013	0.0143240807498197	0.0998961095646001
BA3023	0.0165969718817591	0.0401860062477846
BA3025	0.0182480173035328	0.0903605027957989
BA3027	0.0054902667627974	0.0804972182513591
BA3029	0.0092357606344628	0.0620455432716604
BA3030	0.0145746214852198	0.1715598136524597
BA3037	0.0189149242970439	0.0699371811454693
BA3038	0.0169196106705118	0.1522700720002687
BA3040	0.0160490266762797	0.135668386968117
BA3042	0.0222819033886085	0.0891873907409524
BA3043	0.0070421773612112	0.031577833224665
BA3049	0.0035255948089401	0.0260221719437725
BA3051	0.0110310021629416	0.0375328787164713
BA3053	0.0164708002883922	0.0120101751642122
BA3064	0.0178640951694304	0.1313189526205971
BA3067	0.0239329488103821	0.0488548593462417
BA3068	0.0234066330209084	0.0167165335285298
BA3070	0.0086355443403028	0.0778914409239408
BA3071	0.0194971160778659	0.227976410805631
BA3072	0.021346431146359	0.1621422887166036
BA3075	0.0129073540014419	0.0670620795140251
BA3076	0.0033759913482335	0.0007891583672065
BA3077	0.0144196106705118	0.1239914544122566
BA2040	0.0086806056236481	0.0294247764111691
BA2160	0.0166672674837779	0.1732016862739373
BA2303	0.0109228550829127	0.1094423238970856
BA2353	0.0162563085796683	0.3008724241973763
BA2516	0.0162851478010093	0.196016556457632
BA2590	0.0327685652487382	0.2209744070593811
BA2647	0.0120223503965392	0.1195788161979814
BA2891	0.009543979812545	0.0731645061725393
BA2924	0.0133219178082191	0.1442671346460503
BA2971	0.0093204758471521	0.0417187323195206
BA3036	0.0145259552992069	0.0837591667272423
BA3059	0.015571377072819	0.0122422631405239
BA3073	0.0136878154289834	0.0963737420645437
BA3078	0.0171070656092285	0.2709232775112928
BA3079	0.0097873107426099	0.0737951019058378
BA3083	0.0143294881038211	0.1166555785440409
BA3084	0.0100558759913482	0.1137771196826344
BA3085	0.0095872386445565	0.0988390100838871
BA3087	0.0460724585436193	0.3667634367161493
BA3089	0.0248864455659697	0.1974021055350638
BA3094	0.0194214131218457	0.0719806493667195
BA3095	0.0163680605623648	0.172605870554088
BA3098	0.0141834895457822	0.1599299930091444
BA3099	0.0234228550829127	0.1588044690836774
BA3103	0.0260598413842826	0.0732660809961735
BA3108	0.0228857245854361	0.1868446244079698
BA3109	0.0128082191780821	0.0240168978015921
BA3110	0.0175684931506849	0.1013103687567209
BA3114	0.0120421773612112	0.0435056277365198
BA3116	0.0108183129055515	0.0415787886855296
BA3117	0.030697548666186	0.249760967352401
BA3118	0.0119214131218457	0.0738841274539271
BA3119	0.0342880317231434	0.2590109159947394
BA3123	0.0154091564527757	0.1308776177389964
BA3124	0.0086968276856524	0.1402864193187947
BA3126	0.0155641672674837	0.0910550317634681
BA3128	0.0190338860850757	0.0969489331229033
BA3130	0.0098792357606344	0.1174347605090998
BA3133	0.0151586157173756	0.179135239963297
BA3135	0.0262274693583273	0.0999029472532854
BA3136	0.015542537851478	0.186215755432781
BA3137	0.0138572458543619	0.2078364211160145
BA3138	0.0158543619322278	0.1322535530557612
BA3139	0.0150522710886806	0.4306117930057548
BA3141	0.0224477289113193	0.2273120782528223
BA3142	0.0263806777217015	0.1827921101946747
BA3145	0.0116618601297764	0.0469224240607921
BA3146	0.0169232155731795	0.0674524534072955
BA3149	0.0144826964671953	0.0093308601283023
BA3152	0.0138248017303532	0.0648474077106836
BA3153	0.0316888968997837	0.0476695696916912
BA3154	0.0201856524873828	0.0878808618228161
BA3156	0.0050630857966834	0.208663865637236
BA3157	0.0243006488824801	0.159711245473273
BA3158	0.015192862292718	0.1666063352069648
BA3162	0.0246665465032444	0.0758677768061341
BA3163	0.0108471521268925	0.0962151178042414
BA3164	0.0192736121124729	0.1811772882183542
BA3167	0.0217844268204758	0.0518547537914969
BA3169	0.0142862292718096	0.0581025690835027
BA3171	0.0217898341744772	0.1725934987479806
BA3173	0.0176514059120403	0.0994092680373188
BA3174	0.0074242970439798	0.0799052280320628
BA3175	0.0070782263878875	0.0784667538793301
BA3176	0.0175648882480173	0.15271160491076
BA3177	0.0181578947368421	0.2067254102937631
BA3178	0.018866258111031	0.0726631912830287
BA3180	0.0314023071377072	0.1003632884110899
BA3181	0.0079632299927901	0.0844040890432351
BA3182	0.0166888968997837	0.1821612695155502
BA3183	0.0248089401586157	0.1996715552430265
BA3185	0.0126496034607065	0.108387277929668
BA3186	0.0253749098774333	0.0377362173743237
BA3187	0.0107930785868781	0.1038180445849434
BA3189	0.0150558759913482	0.2110863894466824
BA3190	0.0103731074260994	0.1955205947649054
BA3191	0.0097116077865897	0.0990624192384157
BA3192	0.016888968997837	0.1316984592736867
BA3194	0.0324909877433309	0.2722968079470907
BA3195	0.0149477289113193	0.1030371869904062
BA3197	0.0242429704397981	0.1735934681411436
BA3199	0.025270367700072	0.323758144742051
BA3200	0.0230785868781542	0.156871504672367
BA3202	0.0192880317231434	0.1241658300817318
BA3203	0.0158597692862292	0.0328159459240903
BA3206	0.0162743330930064	0.0826866127697796
BA3207	0.0133020908435472	0.1494416612202465
BA3208	0.0090915645277577	0.1553657587590968
BA3210	0.0217123287671232	0.0158648891921463
BA3211	0.0179812545061283	0.1056344944292173
BA3212	0.0332281903388608	0.0601623954644293
BA3213	0.0166149963950973	0.3051562427649487
BA3214	0.009592645998558	0.1633513330512442
BA3216	0.0157137707281903	0.0953097071048951
BA3217	0.0261878154289834	0.2084328234081645
BA3219	0.0107354001441961	0.1218000907817263
BA3221	0.0088698630136986	0.1095331435082641
BA3222	0.0215771449170872	0.2679646017084232
BA3225	0.0116240086517664	0.1388475542702838
BA3226	0.0166204037490987	0.0995692040909203
BA3227	0.0285291997116077	0.2399483404260987
BA3228	0.0207173756308579	0.173903497019305
BA3229	0.0180821917808219	0.2109525960877566
BA3230	0.0169899062725306	0.1188942040966785
BA3232	0.0152343186733958	0.1113835972102214
BA3234	0.0154217736121124	0.1568715005775097
BA3235	0.0098558038932948	0.0758531585143622
BA3237	0.013042537851478	0.0943886948011534
BA3240	0.0435886806056236	0.4236223863313026
BA3242	0.0128731074260994	0.123501030263645
BA3243	0.0143330930064888	0.1840887720369603
BA3245	0.0212076423936553	0.0403688335391993
BA3249	0.0218637346791636	0.0357023964125395
BA3250	0.0191041816870944	0.2458202049322738
BA3251	0.0130353280461427	0.1098046366559915
BA3255	0.0108309300648882	0.1591779835746813
BA3258	0.0105461427541456	0.1450223893735275
BA3260	0.0103064167267483	0.0467900594918251
BA3261	0.0220511896178803	0.1022474623553216
BA3264	0.029127613554434	0.2043545949114047
BA3266	0.0226856524873828	0.3185773255494984
BA3268	0.0360526315789473	0.2723868302277498
BA3269	0.0187328767123287	0.0516338443415157
BA3270	0.0144881038211968	0.1443905575112668
BA3271	0.02060021629416	0.1874025031065722
BA3273	0.0321178803172314	0.0353315656837902
BA3275	0.028923936553713	0.163546191195453
BA3277	0.0209318673395818	0.0643558354002278
BA3280	0.020474044700793	0.086787121251085
BA3283	0.0126387887527036	0.1551199239210318
BA3285	0.0137274693583273	0.3561114318715486
BA3286	0.0178496755587599	0.2615020960513348
BA3289	0.00443763518385	0.0166844169122524
BA3290	0.012072819033886	0.0958489365506346
BA3293	0.0246773612112472	0.1826554701345067
BA3295	0.0183255227108868	0.2174820772175096
BA3296	0.0086697909156452	0.0721742751182517
BA3297	0.029592645998558	0.1749312350537441
BA3299	0.0119646719538572	0.0712958118060759
