#Boxplots d'expressions du gène NPM1 en fonction de la feature analysisRnaSeq
#Résultat du test statistique Mann-Whitney : U = 3382.000, p-value = 0.00000
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       y       58.806627
BA2496       y       64.243227
BA3037       y      118.783440
BA2865       y      149.765745
BA2751       y      108.376118
BA2055       n        7.052510
BA2286       y      164.049387
BA2488       y       73.066710
BA3379       y      140.871445
BA2887       y      121.107074
BA2712       y       42.311611
BA2068       y       79.231857
BA2104       y       29.339876
BA3124       y       56.595201
BA2449       y      183.373632
BA2235       y      123.623865
BA3038       y       63.442369
BA3006       y      125.822799
BA2667       y       97.085852
BA2239       y       67.158234
BA2782       y       46.395172
BA2649       y      162.550748
BA2861       y      125.515886
BA2134       y       69.546295
BA2909       y       48.697554
BA2653       y       71.612769
BA2947       y      120.767259
BA2162       y      105.809963
BA2564       y       94.964033
BA3043       n       42.874534
BA2597       y       46.499873
BA3243       y      110.007526
BA2446       y       71.049685
BA2525       y       66.489643
BA2876       y       71.375099
BA2357       y      123.690279
BA2546       y       68.643162
BA2742       y       70.658168
BA2316       y       73.381591
BA2087       y      115.855590
BA2148       y       53.264505
BA3178       y       83.014597
BA2072       y       77.245098
BA2733       y       97.695411
BA2995       y       55.149347
BA2069       y       96.746622
BA2681       y      156.150760
BA2832       y       51.971703
BA2600       y      115.778726
BA3230       y      104.864163
BA2731       y       69.270927
BA2294       y      116.803225
BA2816       y      101.052140
BA2814       y       45.738302
BA2631       y      158.324846
BA2023       y       69.693827
BA2375       y       83.687752
BA2485       y       91.927169
BA2455       y       62.032869
BA2636       y      110.954669
BA2325       y       37.722348
BA2156       y      150.646720
BA2511       y       56.780373
BA2505       y      131.903007
BA2871       y       83.181266
BA2227       y      120.279111
BA2812       y       99.964193
BA2125       y       56.339401
BA2603       y      134.456272
BA2808       y       70.104844
BA2482       y      111.759167
BA2594       y       81.533580
BA2747       y      119.031302
BA2561       y      105.541012
BA2567       y       36.413616
BA2906       y       75.503549
BA2956       y       37.054978
BA2474       y       80.679465
BA2737       y       39.277552
BA2006       n        1.190653
BA2110       y       37.129884
BA2915       n       37.353019
BA2992       y      111.829680
BA2220       y      203.454596
BA2063       y       66.324617
BA2772       y      181.417209
BA2935       y       69.086297
BA2260       y       86.420934
BA2948       y       50.423273
BA3296       y       37.182941
BA2524       y      148.493386
BA2811       y      116.788481
BA2540       y       91.416970
BA2928       y       97.228370
BA2302       y      131.489132
BA2651       y      117.821611
BA2619       y       72.975218
BA3013       y      179.983985
BA2405       y      168.577581
BA2856       y       40.182448
BA2377       y      114.033813
BA2499       y      180.036097
BA2350       n       31.535230
BA3023       y      160.205888
BA2095       y      126.851174
BA2275       y       30.185185
BA2901       y      104.651038
BA2387       y      107.810412
BA2962       y      194.089061
BA2195       y      109.755988
BA2688       y       92.971462
BA2420       y      112.889698
BA2053       y      122.052534
BA2081       y      102.129126
BA2354       y      158.787766
BA3273       y       31.060905
BA2893       y      133.972083
BA2044       y       85.909565
BA2489       y      139.952225
BA2908       y      225.733289
BA2054       y       93.551175
BA2872       y       89.001021
BA2041       y      122.585692
BA2464       y      141.504621
BA2902       y       86.871850
BA2541       y      130.724229
BA2843       y       88.063622
BA2497       y       84.676713
BA2718       y       98.123895
BA2575       y       55.103647
BA2593       y        6.915164
BA2791       y      129.703042
BA2620       y      124.574618
BA2629       y       88.222176
BA2870       y      185.577635
BA2682       y      125.601522
BA2276       y      104.499181
BA2709       y      112.465196
BA2789       y      188.657443
BA2538       y       85.049829
BA2583       y      172.531794
BA2806       y      114.363784
BA2441       y       43.544278
BA2514       y       86.618776
BA2520       y      120.347237
BA2479       y       61.391452
BA2281       y      134.043955
BA2932       y      143.219173
BA2123       y      244.367683
BA2844       y      125.063759
BA2660       y      138.516020
BA2836       y       94.713955
BA2714       y      135.630282
BA2440       y       97.648975
BA2036       y       97.850515
BA2828       y       65.526059
BA2952       y       97.648440
BA2410       y      180.762325
BA2139       y       28.406677
BA2051       y       40.681820
