#Boxplots d'expressions du gène RAD21 en fonction de la feature centerID
#Résultat du test statistique ANOVA : F = 4.149, p-value = 0.00020
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409       1        7.049189
BA2496       1        7.413089
BA3037       1        7.320241
BA2865       1        7.380621
BA2751       1        7.264241
BA2286       1        7.881918
BA2488       1        7.669884
BA3379       1        7.628062
BA2887       1        7.509833
BA2712       2        7.918959
BA2068       2        7.920459
BA2104       1        7.207129
BA3124       1        7.775813
BA2449       1        7.663696
BA2235       1        7.442425
BA3038       1        7.256113
BA3006       3        7.705821
BA2667       1        7.393491
BA2239       1        7.344593
BA2782       3        7.278057
BA2649       1        7.481635
BA2861       1        7.214632
BA2134       1        7.450540
BA2909       1        7.472129
BA2653       1        7.886425
BA2947       1        7.241384
BA2162       1        7.390433
BA2564       1        7.383618
BA2597       4        7.118172
BA3243       2        7.052926
BA2446       1        7.857779
BA2525       4        7.531975
BA2876       4        7.446441
BA2357       2        8.220366
BA2546       1        7.252717
BA2742       1        7.409002
BA2316       1        7.428253
BA2087       2        7.354841
BA2148       2        7.397345
BA3178       3        8.067061
BA2072       1        7.247323
BA2733       2        7.768842
BA2995       2        7.527767
BA2069       1        7.865198
BA2681       3        7.786813
BA2832       2        7.760597
BA2600       4        7.599310
BA3230       1        7.805437
BA2731       2        6.995164
BA2294       4        7.729414
BA2816       4        7.483826
BA2814       3        7.943141
BA2631       1        7.448397
BA2023       1        8.137476
BA2375       1        7.215425
BA2485       1        7.630415
BA2455       4        7.859315
BA2636       4        7.546256
BA2325       1        7.081484
BA2156       1        7.437299
BA2511       4        7.691603
BA2505       4        7.473165
BA2871       3        7.362524
BA2227       1        7.409002
BA2812       3        7.703303
BA2125       1        7.908034
BA2603       1        7.462610
BA2808       4        7.434268
BA2482       1        7.692883
BA2594       1        7.883422
BA2747       4        7.571312
BA2561       3        7.313973
BA2567       3        7.619497
BA2906       1        7.786813
BA2956       2        7.800943
BA2474       1        7.737327
BA2737       2        7.845671
BA2110       1        7.303130
BA2992       4        7.641355
BA2220       1        7.772952
BA2063       2        7.452756
BA2772       2        7.444440
BA2935       4        7.286229
BA2260       3        7.742635
BA2948       3        8.204145
BA3296       1        7.595656
BA2524       4        7.489339
BA2811       1        7.551898
BA2540       4        7.024807
BA2928       1        7.874307
BA2302       4        7.779818
BA2651       4        7.385603
BA2619       1        8.276700
BA3013       4        7.667355
BA2405       3        7.832684
BA2856       3        7.424155
BA2377       2        7.211347
BA2499       2        8.576594
