#Boxplots d'expressions du gène IDH1 en fonction de la feature isTransformed
#Résultat du test statistique ANOVA : F = 6.008, p-value = 0.00266
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2409   FALSE        1.282752
BA2496    TRUE        0.518551
BA3037   FALSE        0.190759
BA2865   FALSE        0.676079
BA2751   FALSE        0.702307
BA2055   FALSE        0.365947
BA2286   FALSE        0.402439
BA2488    TRUE        0.522303
BA3379   FALSE        0.343538
BA2887   FALSE        0.412717
BA2712   FALSE        0.992261
BA2068   FALSE        0.125204
BA2104   FALSE        1.266621
BA3124   FALSE        0.087939
BA2449   FALSE        0.075258
BA2235   FALSE        0.966834
BA3038   FALSE        0.943726
BA3006   FALSE        0.513945
BA2667    TRUE        0.474393
BA2239   FALSE        0.782697
BA2782   FALSE        0.523763
BA2649   FALSE        0.499141
BA2861   FALSE        0.788554
BA2134    TRUE        0.500655
BA2909   FALSE        0.441831
BA2653   FALSE        0.179106
BA2947   FALSE        0.166148
BA2162   FALSE        0.243544
BA2564   FALSE        0.680662
BA3043   FALSE        0.364339
BA2597    TRUE        0.026073
BA3243   FALSE        0.272554
BA2446   FALSE        0.582048
BA2525   FALSE        0.044504
BA2876   FALSE        0.028096
BA2357   FALSE        0.047439
BA2546   FALSE        1.061887
BA2742   FALSE        3.116509
BA2316   FALSE        3.034350
BA2087   FALSE        0.150260
BA2148   FALSE        0.069575
BA3178   FALSE        0.449968
BA2072   FALSE        0.632308
BA2733   FALSE        0.071082
BA2995   FALSE        0.084722
BA2069   FALSE        0.818706
BA2681    TRUE        0.240139
BA2832    TRUE        0.198924
BA2600   FALSE        0.154847
BA3230   FALSE        0.247818
BA2731   FALSE        0.324805
BA2294   FALSE        0.251487
BA2816   FALSE        0.145451
BA2814   FALSE        1.192852
BA2631   FALSE        0.506134
BA2023   FALSE        0.978842
BA2375    TRUE        0.301219
BA2485   FALSE        0.437567
BA2455   FALSE        0.442433
BA2636    TRUE        0.043948
BA2325   FALSE        0.952430
BA2156   FALSE        0.503458
BA2511   FALSE        0.044101
BA2505   FALSE        0.119379
BA2871   FALSE        0.242218
BA2227   FALSE        0.116711
BA2812   FALSE        0.259777
BA2125   FALSE        0.530421
BA2603   FALSE        0.483901
BA2808   FALSE        0.150239
BA2482   FALSE        0.683947
BA2594   FALSE        0.746172
BA2747   FALSE        0.185094
BA2561   FALSE        0.875652
BA2567   FALSE        0.028961
BA2906   FALSE        0.527702
BA2956   FALSE        0.108835
BA2474   FALSE        0.393643
BA2737   FALSE        0.643359
BA2006   FALSE        0.117089
BA2110   FALSE        0.440343
BA2915   FALSE        0.168779
BA2992   FALSE        0.172332
BA2220   FALSE        0.506457
BA2063   FALSE        0.019020
BA2772   FALSE        0.073635
BA2935   FALSE        0.224390
BA2260   FALSE        0.372835
BA2948    TRUE        0.090283
BA3296   FALSE        0.391472
BA2524   FALSE        0.109785
BA2811   FALSE        0.424020
BA2540   FALSE        0.157843
BA2928   FALSE        0.659589
BA2302   FALSE        0.069514
BA2651   FALSE        0.078549
BA2619   FALSE        0.652133
BA3013   FALSE        0.421995
BA2405   FALSE        0.095773
BA2856   FALSE        0.075663
BA2377   FALSE        0.132818
BA2499    TRUE        0.048524
BA2350   FALSE        0.342700
BA3023   FALSE        0.059387
BA2095   FALSE        0.433182
BA2275   FALSE        0.404259
BA2901   FALSE        0.136634
BA2387   FALSE        0.444311
BA2962   FALSE        1.134593
BA2195    TRUE        0.081204
BA2688   FALSE        0.041853
BA2420   FALSE        0.345848
BA2053   FALSE        0.144782
BA2081   FALSE        0.802062
BA2354   FALSE        0.442322
BA3273   FALSE        0.039910
BA2893   FALSE        0.254950
BA2044   FALSE        0.479751
BA2489    TRUE        0.032063
BA2908   FALSE        0.433578
BA2054   FALSE        0.445734
BA2872   FALSE        0.300889
BA2041   FALSE        0.056504
BA2464   FALSE        0.360032
BA2902    TRUE        0.151254
BA2541   FALSE        0.485122
