	NF1	PTPN11
BA2353	188.11794952171155	27.233366359776674
BA2516	152.53780232404594	21.259529388671154
BA2590	227.36806320229115	29.16348122073776
BA2647	237.84824537527427	21.26802428024812
BA2891	137.26092975764416	10.22953782959444
BA2924	223.39027855209372	20.532589760834025
BA2971	96.0791157225974	19.08055261903843
BA3036	255.0629685648225	21.532179511729048
BA3059	138.96931091404295	18.54532868077653
BA3073	206.23744466270267	14.944238120335736
BA3078	272.10248263389946	35.18664561153126
BA3079	95.45282804110204	19.909318281196608
BA3083	187.27367058107345	21.978305936397295
BA3084	122.53649006969673	17.84399375600065
BA3085	100.0252807550888	26.01224963306068
BA3087	460.9679911353937	48.86803170684532
BA3089	269.6975290383345	23.137690705828494
BA3094	92.06918900047364	28.49290823798763
BA3095	224.0292272594461	20.620505966732463
BA3098	195.9334197562845	23.62762660915261
BA3099	379.4322202086229	36.54224908379226
BA3103	165.5219665724583	21.202410683230404
BA3108	245.96800360851293	27.17003893415094
BA3109	132.94133523996058	17.987162225593785
BA3110	204.93388712530657	23.61354936917826
BA3114	157.21383862630557	11.088207106757388
BA3116	73.59934409793948	13.54410492909614
BA3117	320.83057620793136	32.99850340543902
BA3118	157.51342411451563	18.419906314914087
BA3119	349.0966061070526	24.22301068782385
BA3123	137.12699462957363	19.325795422691492
BA3124	65.26530944326079	11.595967067149676
BA3126	169.9058236447186	23.07814911886787
BA3128	211.6879117781022	17.85383423310964
BA3130	95.15656155278732	12.057733345196048
BA3133	215.74995269209867	35.60647067572976
BA3135	268.0646847813542	14.423862792892812
BA3136	145.78115232106128	26.020118488952967
BA3137	157.01974129618148	17.99946922539952
BA3138	230.3337342749573	17.948405734384835
BA3139	146.6748115601303	61.89541159416133
BA3141	161.6339322558331	21.324758045316084
BA3142	87.31993589404239	46.60967367517731
BA3145	239.76856898668805	21.111123300919846
BA3146	177.31275979464104	21.602179497941837
BA3149	238.43616497424537	21.63447056331703
BA3152	61.44803798997775	26.69930441544388
BA3153	174.01100812406176	31.543536116768177
BA3154	97.4310714509888	34.14570005484676
BA3156	185.1834396431005	19.49857490673853
BA3157	212.8809027023121	23.14124354717321
BA3158	197.65957432697925	22.028408728000585
BA3162	216.5056270416564	23.07486636372992
BA3163	203.77054518568227	14.556965582467331
BA3164	373.8136618371857	29.786068872909603
BA3167	56.156964704662514	20.567990490892964
BA3169	176.04742129671854	20.415742448754457
BA3171	189.60298414759188	49.20184704080764
BA3173	212.4418000765387	27.98654696106653
BA3174	199.79928936886176	22.481708707839694
BA3175	134.1322865400523	16.98894756673063
BA3176	181.09546918820772	18.64217401050913
BA3177	267.32574083128566	37.12825353716463
BA3178	32.73882697518744	11.343132947483015
BA3180	419.6604107682547	28.83046345372784
BA3181	86.9043315247993	12.539176864756952
BA3182	195.0920648213859	27.52360362055456
BA3183	326.7004993841674	29.19110257797213
BA3185	135.5257936694538	16.0689464411771
BA3186	228.04792465394772	26.671352579888893
BA3187	31.623910732206127	17.671849707854243
BA3189	245.12282784132051	34.77103318446292
BA3190	154.0637929559441	13.582985218241213
BA3191	101.14235690292196	17.4967395117262
BA3192	297.7905737654821	25.62671641213393
BA3194	310.918524770011	35.935356555517195
BA3195	307.3614638898987	16.40482357099114
BA3197	244.1897443579869	16.74318582812262
BA3199	247.9957365242724	26.886278539283374
BA3200	299.6221836051252	21.870631329961405
BA3202	129.54062246773063	24.89452366575615
BA3203	88.63157011379647	14.692021043920066
BA3206	160.66636813154207	23.017601304312947
BA3207	214.78979346649717	21.08589263526197
BA3208	209.98466747814996	18.69157945657816
BA3210	183.7222378307674	25.00701142440425
BA3211	168.4096662558839	20.94416288181397
BA3212	291.1621455436483	38.42654424973168
BA3213	291.1371797529326	28.595132790427066
BA3214	104.5490566409768	19.227635695526825
BA3216	266.1372244527796	14.3557010442588
BA3217	297.1433427105736	16.74182319835738
BA3219	119.90002373940298	14.358489399213893
BA3221	92.46844618429596	15.472372826909858
BA3222	242.922999828226	45.00221066210596
BA3225	201.68996241015256	16.252474175634926
BA3226	229.2579314955156	19.63876066105797
BA3227	369.44084774026624	22.406453016091405
BA3228	261.688592673945	28.892920691148067
BA3229	259.33312738653154	29.721164245602424
BA3230	164.73699657900582	19.80458906416293
BA3232	131.02815976202692	18.64192081999083
BA3234	165.37462228202543	20.17473302052334
BA3235	97.5061808076502	15.371318318553923
BA3237	185.799570863636	27.98315846822433
BA3240	242.02707234614763	26.53802348143133
BA3242	195.77664629601023	18.60678946129853
BA3243	176.0732364371607	27.182019369641385
BA3245	166.88278451382786	24.70548102610767
BA3249	195.3978303057858	27.04526177937093
BA3250	314.08124079364774	29.723698269728747
BA3251	195.1114629700192	18.96515071718015
BA3255	257.62153547544665	19.530658366366755
BA3258	159.48135933204148	19.25644449572177
BA3260	287.3856770699834	21.71300533111998
BA3261	228.1673867951175	18.19364774393248
BA3264	198.38716106337813	28.724599060108773
BA3266	433.9093043307268	28.79690094170825
BA3268	342.55261383172257	34.215264264099496
BA3269	160.0554157433891	15.204697938644848
BA3270	156.77269142461128	24.530727937607185
BA3271	387.3141621798155	27.916898924965192
BA3273	160.85550541557942	20.44500246613187
BA3275	421.4297222736951	28.412871710293533
BA3277	226.70907927311117	17.164565410884723
BA3280	226.69751458857772	14.365310348195427
BA3283	186.2344572851692	16.69487906533864
BA3285	132.02922484641928	62.17898985108376
BA3286	186.44607428478997	21.368852478931604
BA3289	82.82537105336634	8.671812401369937
BA3290	144.89704747162864	23.97434788088257
BA3293	161.9473222177505	27.98536128377098
BA3295	229.0759670933194	28.37486135458929
BA3296	99.19248648903825	16.547626760789306
BA3297	367.57471107575816	31.61271538032367
BA3299	164.1004107601473	13.91130497298182
BA3300	294.9394480643322	37.73830015271734
BA3302	409.5298923056626	47.58395676045272
BA3305	123.60787672784537	17.9495129193202
BA3306	306.25190377252744	15.822574986127442
BA3308	157.64276285086086	21.61813851587103
BA3310	241.81235246916677	16.233968503775053
BA3311	227.63473509638317	26.322291810625305
BA3312	321.22488174218654	26.274338440187364
BA3315	168.92193856793358	35.11440382264742
BA3317	240.1562776082272	21.33458099470292
BA3318	240.52561135968892	31.470847071104163
BA3319	176.44505731116638	22.17690767917441
BA3322	89.25198258341283	19.028309672175208
BA3324	317.5906148358328	43.99440756721232
BA3325	169.11445990425193	18.92294556082813
BA3326	112.45122013580422	23.60399145233129
BA3328	378.8971653859671	22.770125349103125
BA3329	157.7780232274986	36.48269764177509
BA3332	206.84935323170015	28.276913195499503
BA3333	453.98521586512817	25.26353103615665
BA3334	83.5518074594422	9.127914629344902
BA3335	208.08253805060983	18.262137171353483
BA3339	94.23632198024836	16.505423984927283
BA3341	217.37821659093277	21.133817970311235
BA3345	95.71282361615005	10.56551791674996
BA3347	107.25679887057174	12.895248893688454
BA3351	183.84015117269627	36.15111433085691
BA3352	142.52121731092907	11.602828493127593
BA3353	169.65826102895142	35.31452803631488
BA3357	230.10965888564544	23.394936659638905
BA3362	66.30559672126034	21.929829281753584
BA3367	119.2584771410444	15.08460695321988
BA3369	233.0697009394279	30.111459179936265
BA3371	161.37983110943483	16.57214863696018
BA3373	434.5300220567231	59.687482235387535
BA3374	90.3308747655744	14.286142079384424
BA3375	185.2589113390073	14.986029961281671
BA3376	257.5822685803655	18.460625960877035
BA3379	302.81777996661253	28.28338708702801
BA3380	221.2996538343536	15.395065123545448
BA3381	246.3283155559964	31.6022929834454
BA3384	73.83871681860033	15.82572118593314
BA3385	166.26396393899057	18.844695554238974
BA3386	298.1066453189916	23.83686331483464
BA3388	155.3495612647028	14.160480378577368
BA3390	139.13709376795416	12.885807017959875
BA3394	272.9511856941777	25.0992123120214
BA3395	32.835911513872546	26.164953144487377
BA3397	84.60717882884792	42.49803859219085
BA3399	77.34069004481765	9.217550243661025
BA3400	352.9573171396579	20.49932304808881
BA3403	235.1154504862194	40.07256786518545
