#Boxplots d'expressions du gène FLT3 en fonction de la feature priorMDS
#Résultat du test statistique Mann-Whitney U : U = 27369.500, p-value = 0.000
#Tableau des résultats :
Sample Feature  ExpressionGene
BA2452       n        9.994184
BA2922       n        9.259259
BA2707       n       10.228271
BA2409       n        8.852593
BA2480       n        8.143215
BA2496       n        6.659581
BA3037       n        6.506985
BA2236       n        9.048609
BA2172       n        2.512022
BA2865       n        9.619492
BA2923       n        8.425600
BA2003       n        7.735953
BA2751       n        9.488758
BA3395       n        6.542553
BA2286       n        9.183380
BA2488       n        8.793287
BA3379       n        9.838928
BA2887       n        8.245096
BA2712       n        8.655650
BA2858       y        6.427186
BA2068       n        8.381007
BA2104       n        9.133421
BA3124       n        6.072647
BA2921       n        8.839920
BA2449       n        5.807733
BA2360       n        8.430380
BA2802       n        8.344566
BA2235       n        9.491793
BA3038       n        6.732223
BA3006       n        9.275693
BA2245       n        9.292294
BA2667       n       10.040753
BA2239       n        9.559273
BA2782       n        7.195620
BA2649       n        8.944245
BA2592       y        7.581777
BA2861       n        6.877187
BA2134       n        6.925594
BA2909       n        7.125056
BA2429       y        7.055705
BA2653       n       -0.687379
BA2947       n        8.717458
BA2032       n        8.689630
BA2162       n        8.891229
BA2564       n        8.087011
BA2597       y        3.191463
BA3243       n        9.758516
BA2106       n       10.117099
BA2939       n       10.357512
BA2427       n        7.550843
BA2841       n        5.612554
BA2446       n        8.641716
BA2025       n        8.887974
BA2645       n        5.434746
BA2525       n        3.804268
BA2876       n        3.592830
BA2357       n        8.198116
BA2546       n        7.133592
BA2742       n        8.914208
BA2316       n        8.793287
BA2421       n        8.576594
BA2087       n        9.388460
BA2910       n        8.287410
BA2148       n        5.786154
BA2329       n        6.689216
BA2677       n        7.556337
BA3178       n       10.081894
BA2072       n        7.292511
BA3029       n        7.616076
BA2735       n        9.103418
BA2733       n        7.771615
BA2995       n       10.000747
BA2069       n        9.259259
BA2100       y        6.787391
BA2953       y        8.394931
BA2681       n        7.095684
BA2248       n        8.698245
BA2832       n        8.724387
BA2308       n        9.427046
BA2413       n        9.473026
BA2701       n        8.184160
BA2634       n        8.981735
BA2937       n        7.149985
BA2600       n        9.013069
BA2019       n        2.346537
BA2412       n        6.058224
BA2334       n        8.568653
BA2050       n        8.606085
BA3230       n        7.542954
BA2481       y        6.251792
BA2731       n        7.980674
BA2418       n        9.275693
BA2294       n        8.894492
BA2816       n        8.971424
BA2814       n        9.255177
BA2631       n        9.226880
BA2023       n        8.371803
BA2375       n        8.397266
BA2485       n        9.870295
BA2455       n        9.955415
BA2636       y        7.243012
BA2325       n        7.883422
BA2169       y        6.552856
BA2156       n        8.706910
BA2511       n        4.754842
BA2168       n        9.391184
BA2505       n        9.271569
BA2860       y        5.649931
BA2871       n        9.171715
BA2655       n        5.942217
BA2227       n        9.905255
BA2812       n        6.759460
BA2125       n        6.447567
BA2603       n        8.606085
BA2808       n        8.675379
BA2282       n        3.560951
BA2482       n        7.809564
BA2822       n        8.426902
BA2594       n        9.569151
BA2747       n        9.163984
BA2561       n        9.874743
BA2094       n       10.639379
BA2567       n        2.507932
BA2906       n       10.714946
BA2956       n        8.449666
BA2474       n        9.125868
BA2065       n        9.238947
BA2737       n       11.523813
BA2463       n        9.852358
BA2110       n        8.156713
BA2992       n        7.486957
BA2220       n        4.482955
BA2720       n        4.081169
BA2063       n        1.692529
BA2772       n        8.891229
BA2935       n        8.452096
BA2260       n        8.340080
BA2787       n        7.050616
BA2676       y        6.307882
BA2948       y        5.200131
BA3296       n        3.958477
BA2524       n        7.957659
BA2811       n        8.891229
BA2540       n       10.332336
BA2928       n        9.629756
BA2302       n        8.868577
BA2792       y        7.496724
BA2651       n        8.718539
BA2595       n        8.592607
BA2619       n        8.087011
BA3013       n        8.261854
BA2405       n        8.968001
BA2856       n        5.753024
BA2377       n        7.922151
BA2499       y        7.493584
BA3023       n        7.313973
BA2095       n        8.808678
BA2275       n        6.235763
BA2901       n        7.366237
BA2221       n        4.061205
BA2387       n        9.203009
