	RUNX1	SF3B1
BA2169	0.2424274050615774	2.2605231584757783
BA2171	0.6888123828281181	3.878938050944237
BA2172	0.1712153320146594	0.1033096950979363
BA2174	0.3644123896008013	4.125021798269824
BA2175	0.3571108076129757	1.6714606133319954
BA2184	0.3727416907983689	10.628341810860665
BA2195	0.3198556517342838	0.8517477544056531
BA2198	0.6672047141790376	9.032062076788913
BA2200	0.9493042047686716	5.909373552547744
BA2201	0.1959922000558477	0.7405867057165145
BA2209	0.1473016906235394	1.939924439760896
BA2211	0.8197705252423492	3.478055240024269
BA2212	0.2594329568361865	1.9117243822809795
BA2217	0.1748507630117328	1.8505187182282803
BA2218	0.2459561395673188	0.084710669215247
BA2220	0.2055369775121894	1.6409310910083468
BA2221	0.1162426874308127	2.243354454921604
BA2224	0.292817153389424	2.0797450735301943
BA2226	0.7427213369908078	3.1108793742900542
BA2227	0.683119927528023	4.466729377559415
BA2228	0.2628742396944147	1.4107074971754248
BA2229	0.4056640287149609	2.299403410170904
BA2233	0.5315421413584168	3.843300609317525
BA2234	0.1814084487686583	4.0845688398028654
BA2235	0.2933684989286715	3.773219992974677
BA2236	0.6132881705814938	3.873751378073389
BA2239	0.1773165344831579	1.4644137048543158
BA2240	0.6015005177609613	5.302351818144493
BA2242	0.7518530096416304	5.217936721911253
BA2244	0.3542834319275956	2.109603304943121
BA2245	0.6503321853810318	3.715063303939503
BA2248	0.3228620481798537	0.5876281095038024
BA2249	0.4867737648170668	3.458310637890213
BA2251	0.1512000511284227	12.00484402870346
BA2256	0.4205528268447001	2.33433740710835
BA2260	0.3086467051717796	1.5779240094218403
BA2261	0.1680111780593647	0.0481531079451538
BA2269	0.1338224546828064	0.0224406991260923
BA2271	0.6406549134468797	3.761306094239691
BA2272	0.2135859516736474	2.964975913177955
BA2273	0.3332695562783719	3.045841981931842
BA2275	0.5899890040908593	2.7853284034421044
BA2276	0.2550864966643531	3.42152463196887
BA2277	0.6086944074788341	6.531068769093444
BA2280	1.238123750065648	4.484736603606028
BA2281	0.4929589762080263	5.114091505593648
BA2282	0.1222042420164395	2.121523772811391
BA2286	0.3573625729541775	2.854157120894861
BA2288	0.1726257409376905	1.2115094864671292
BA2292	0.1420894825776016	3.7299817448043786
BA2294	0.3557053911785621	3.163226501282653
BA2296	0.2148106637106862	4.481140748242528
BA2300	0.3860761946544425	2.823341050544311
BA2301	0.204491862129929	1.4422802647725668
BA2302	0.2845922240557846	2.4450587800572063
BA2304	0.0979748767280979	0.5735414547284834
BA2306	0.3022602526166719	1.4378042824058233
BA2308	0.3212370824381028	2.7371780782548
BA2309	0.19795321803015	5.374018728112393
BA2311	0.1134252444489589	3.3142836831548874
BA2312	0.2645746766899385	1.9396833890645215
BA2316	0.2056545504439652	0.4984972271262627
BA2322	0.6991153640871128	0.7196782721354701
BA2325	0.1303379514061994	0.6144736710050318
BA2329	0.1811279137633033	1.1931826614417729
BA2334	0.3301006832772097	1.993478439709194
BA2339	0.1031892287671385	0.4699942900241933
BA2344	0.2438605199065537	2.2900026002819254
BA2347	0.1395398032978155	0.8088991835723007
BA2348	0.0744092462461175	0.883377560935554
BA2350	0.0794989986228869	0.9795546142839112
BA2354	0.2584898433297769	3.580583535197325
BA2355	0.3663460851955715	3.44088195176249
BA2357	0.1991905147710996	0.7466248340609561
BA2360	0.1401737238210114	2.6603320453574324
BA2361	0.1847962633398329	2.122537525413574
BA2363	0.1514118803869611	1.6522726311963882
BA2369	0.3214652451660544	1.1059227199253063
BA2374	0.2763952595404794	2.4096833890645217
BA2375	0.8939738305449055	2.100786539663423
BA2376	0.1810705720249024	2.343366612380079
BA2377	0.809008592228186	0.0567111603796107
BA2379	0.2462887562455963	0.7103568696863393
BA2385	0.2109104617600196	0.9035211314723832
BA2386	0.7200270107145469	2.367782567770798
BA2387	0.4697411325404799	4.035369110779613
BA2394	1.0817958322477088	7.593742353118285
BA2399	0.5539786331310428	3.685799556279377
BA2400	0.6441740758930947	10.516791943992056
BA2402	0.428971316748376	6.407256444061246
BA2405	0.3199243679362045	0.2110564671748621
BA2406	0.1598458318360428	1.4467520730025347
BA2409	0.2002801422064991	1.3682634830700355
BA2410	0.642834333785354	4.5260095176401
BA2412	0.1319074320498716	1.3753158354127988
BA2413	0.3395163963397635	3.558757620270642
BA2414	0.5780566755810961	2.306433272355962
BA2415	0.0660210386235638	3.756315385305518
BA2417	0.4135092125257881	1.1675117582923902
BA2418	0.4063909106741089	1.5321366334104294
BA2420	0.4980493811600571	3.2029681153734444
BA2421	0.285935182963567	1.154419886226261
BA2423	0.1793007232492775	3.8067645573970417
BA2425	0.3507812970068016	3.107183849055916
BA2426	0.3259230855422613	0.1050925076905999
BA2427	0.2495991035998299	0.1443236529855342
BA2429	0.2412482642104379	4.061533740558772
BA2440	0.2436715897263885	4.515118540922507
BA2441	0.3859472321425475	7.48233802600586
BA2442	0.4327592238494117	3.410966293655464
BA2446	0.116030994744769	1.5344025510134254
BA2449	0.2952747735876687	2.356064100751041
BA2450	0.5093440493546546	3.519331370196511
BA2452	0.5587110693065258	2.951904546843851
BA2454	0.8069416065588251	3.5800363507248094
BA2455	0.0926719200180257	0.5393154871879091
BA2456	0.1630962001947069	0.1207102191079664
BA2459	0.2749501276757286	0.0323815313075464
BA2461	0.2305325169346563	0.95278330527766
BA2463	0.3650729854586957	1.416645689538503
BA2464	0.4145564919398896	2.274301284478446
BA2469	0.165106039804428	0.041105135024581
BA2470	0.5059183032191825	1.5174264355913207
BA2472	0.3303852067534709	0.1222859747483732
BA2473	0.209053338665106	1.926382718921689
BA2474	0.2993789260071053	4.932402265134477
BA2477	0.5055873220543777	6.768566446326989
BA2479	0.0876788581211672	2.963803300077096
BA2480	0.7474430900341659	2.962812060442108
BA2481	0.1736094095413613	0.1065127406211176
BA2482	0.5853367159024542	4.55675387495229
BA2483	0.653393236048947	4.094619043491615
BA2485	0.5450485108625669	6.688179817858615
BA2488	0.4807689442551831	3.1325379968097127
BA2489	0.1428096536050674	0.4959159455066064
BA2492	0.1357258357893974	0.6517676062656149
BA2494	0.2999725410280351	5.546111050285802
BA2496	0.1783692775590445	0.936298316203406
BA2497	0.1879824611145878	0.5076979597670999
BA2499	0.3608387211811307	1.6321394161682796
BA2500	0.7589955005186041	2.640884225108383
BA2501	0.5796172546422546	3.3400008819669686
BA2502	0.2554461126304059	2.2903437922450776
BA2505	0.2094139462086697	3.3599098264806018
BA2507	0.6190335341667839	1.126609034687153
BA2510	0.0203342702977387	1.117650744121614
BA2511	0.1145245322603514	0.5547863739144583
BA2512	0.3620629952148811	2.4011947991320226
BA2514	0.210449138711381	3.45310423481002
BA2515	0.0936308517200861	2.492897976189933
BA2520	0.2933916238066273	1.384062484318475
BA2521	0.6694791447565787	3.6303167173797672
BA2523	0.3790836752965296	3.255909992229567
BA2524	0.3316526158399516	1.182336976769294
BA2525	0.0640943635013068	0.927868361868006
BA2526	0.3500031698747818	1.5745202936037626
BA2528	0.5746468103555873	2.664848081189622
BA2532	0.2354003859086909	1.586789054789917
BA2534	0.4329884438925064	4.342877348807292
BA2538	0.4240097802137525	5.459500768679832
BA2539	0.1664976799858344	3.452706536135555
BA2540	0.1007360871003794	1.6834681450257822
BA2541	0.1408974760836314	2.4779100728231005
BA2545	0.2141247465641089	2.715710302742765
BA2546	0.1240671559688523	1.1761256635660966
BA2552	0.6775473724682192	4.987072698408354
BA2559	0.3518012511866175	0.7191279551595828
BA2561	0.4547598816780865	1.0089444147921067
BA2563	0.6558685636737558	2.168817586421358
BA2564	0.3000487558800237	1.1562404789384766
BA2567	0.0471607532425318	2.944546980707733
BA2570	0.2334481743272767	0.8088462579510084
BA2575	0.1530648906147879	0.5436999654816376
BA2577	0.1754975129098834	4.324663598029868
BA2579	0.1920321862150997	3.419698922327602
BA2583	0.6912775488681344	4.572907145605144
BA2584	0.2007765556534774	3.803381818707128
BA2587	0.743689427436652	3.168909295779788
BA2588	0.3521388625898267	2.217265202905625
BA2589	0.3209519148239628	1.3964120671328928
BA2592	0.4067550358409438	5.069278178464495
BA2593	0.0586617116890534	0.0398129393678121
BA2594	0.1497056780886039	1.55384779379004
BA2595	0.2987560633460224	1.1049828092472718
BA2597	0.3399906111151607	1.0624154034010471
BA2600	0.3640935596244726	1.0177168916442754
BA2603	0.3272220012648815	3.448005834667688
BA2618	0.3955213773456815	6.639709954517876
BA2619	0.2124341005088592	1.608222981017942
BA2620	0.2664975209367325	7.257136306474398
BA2621	0.2111757237127263	2.302562167266556
BA2622	0.5211049111147632	5.740018604941144
BA2623	0.8038726737497515	3.1361912788673103
BA2629	0.3504910996646456	8.522674344341194
BA2631	0.3227477782362995	3.2329857166970037
BA2634	0.2313716576966895	1.1973282787502224
BA2636	0.3268997601238429	0.6665113492421927
BA2639	0.6987008341132465	1.362958086800756
BA2644	0.2322774224899261	1.159654428614658
BA2645	0.1872305608204482	1.6553232028782536
BA2646	0.5537548395255599	2.292427173098183
BA2649	0.6366780707777169	2.054793558903989
BA2651	0.1664388121516779	0.9328784512660028
BA2653	0.304210238283527	0.8253166337449686
BA2655	0.3123562697068878	7.299985941750644
BA2656	0.2351063827030627	1.3059148202384048
BA2657	0.4598208832447635	3.998831667480205
BA2658	0.1323432279927941	1.8268710853211807
BA2659	0.3517600583229247	2.2619259953681525
BA2660	0.2573804486883075	5.050824973655039
BA2662	0.254162715510198	1.2953582838747546
BA2663	0.1518541155285465	0.7875701277787662
BA2667	0.2439653885157159	3.8148880510202687
BA2670	0.4787332765947135	0.0964147890654343
BA2674	0.5847776439328105	3.0719907515118887
BA2675	0.393738690939336	5.470604185389457
BA2676	0.2478024809194902	2.955025113249121
BA2677	0.2488417419559836	2.3230404214585607
BA2681	0.1560957359755229	3.0673529206032044
BA2682	0.2847513258925345	3.793461043671051
BA2685	0.2648671293645711	1.388581302908514
BA2688	0.1010376832524803	0.6458573099095072
BA2691	0.3457070269471681	7.970834409180971
BA2694	0.4328221504716751	6.238474858619174
BA2695	0.233523053172754	0.5278184851152868
BA2697	0.0883854113088879	1.3509235182574766
BA2701	0.1427044063120382	1.360539490071029
BA2704	0.6087831810726083	5.085740183175416
BA2705	0.9599598498105344	3.501425882081017
BA2707	0.7870109849492218	2.5197496582377994
BA2709	0.2309063298062662	1.3205904920919496
BA2712	0.2277428684882624	1.4752564014835297
BA2714	0.4087606478982316	7.656167967567946
BA2715	0.5407179260858568	0.4659300873907615
BA2718	0.2264120593094975	5.882814926834757
BA2720	0.06199850693479	1.0380797982424526
BA2721	0.7256291013940612	5.548940628416671
BA2722	0.4249924044391167	3.9711216110799374
BA2723	0.1535496039363053	1.877678906239308
BA2724	0.1486408135343405	0.9589716341175236
BA2726	0.1489933819202283	1.6021027613169287
BA2727	0.2456724084252623	3.2411675798066057
BA2728	0.3130353858877515	3.304925770314513
BA2731	0.0822678721671272	1.0221442669866077
BA2733	0.1896873445208171	1.1356592170870456
BA2735	0.2898572883111386	1.176214772642601
BA2737	0.3051122360343138	1.817379873817898
BA2742	0.3025082884520792	1.265688443647633
BA2744	0.1577588875420493	0.6826428444347123
BA2746	0.202555877357812	2.246847036514953
BA2747	0.4742826334446685	2.6896423547909816
BA2748	0.1634354112640224	8.612325169056342
BA2751	0.8071463090211424	2.820195249239303
BA2756	0.192496304084087	0.9703809793178744
BA2758	0.2585140309692019	1.8323795468818664
BA2760	0.2318542233851574	0.5152849513625629
BA2762	0.4421250179694788	2.552687809543795
BA2764	0.1638911456373233	1.509975563432433
BA2765	0.2934941442684795	2.39289134623134
BA2769	0.2290155805800641	1.654345839016698
BA2772	0.2248489260951291	1.1316888526978304
BA2775	0.478373757838183	5.604863226691362
BA2776	0.8772785406547836	2.6182270335041005
BA2778	0.3422344058267053	1.421190336075034
BA2782	0.194310722010821	1.5311907466458643
BA2786	0.1125092427841016	0.7852042741944069
BA2787	0.0771819098017011	1.800247437353734
BA2789	0.591763462756144	14.008737175363926
BA2791	0.4767886715929873	1.7045683684067263
BA2792	0.1792834471163342	3.018878411729552
BA2798	0.5461655847380165	4.100505762437636
BA2801	0.1695310887665811	1.3764703757939605
BA2802	0.2787978911299484	2.5253315131359857
BA2804	0.139407727396832	0.7555484542008238
BA2806	0.6373509732992193	7.745564664145458
BA2808	0.3474576813245529	2.78559806484282
BA2809	0.559960596602449	2.7334907416277763
BA2811	0.6528701339657501	2.552131987877516
BA2812	0.1636321052310726	2.0941482784156835
BA2813	0.5101650932078571	2.8097613443001364
BA2814	0.1404256277107412	2.054095618905114
BA2816	0.3353101795976948	2.1198042413487403
BA2817	0.0122968239201825	1.3376205975782405
BA2820	0.556197107899173	4.070998956845965
BA2821	0.6334937133920333	5.066381821748393
BA2822	0.2804174568518855	2.884351488167197
BA2824	0.8006411697174718	1.0998169310286623
BA2828	0.2819806751023824	3.6181223683550248
BA2829	0.728071995753671	4.534557564311359
BA2830	0.350923088320888	0.6709554667506056
BA2832	0.3191597094253302	3.952292095295011
BA2836	0.2379198113207616	2.445039848180031
BA2837	0.303408432360746	1.995631670825597
BA2839	0.6880338863870606	0.9436462415281752
BA2840	0.3417398377554638	1.1492535974368214
BA2841	0.0872061774022096	1.9139072277193088
BA2842	0.1548283437975207	0.6612899451203657
BA2843	0.0009554517760357	1.6562102715697948
BA2844	0.1004672344075486	3.821757250756895
BA2846	0.6138999934750695	3.3001621146526645
BA2850	0.6737604800669292	1.828463643952976
BA2851	0.4227151357950647	1.6131893978446552
BA2852	0.2052239172681841	0.921993389809632
BA2855	0.2271299869237621	0.0503785843213644
BA2856	0.1331356976459998	0.5300314770969905
BA2858	0.1150097464615107	0.7114815296348503
BA2860	0.1207170295640607	1.2262364264523182
BA2861	0.106918279511033	2.402131189545346
BA2865	0.3781820537351896	2.129704837588824
BA2866	0.3976880606962743	3.013038703143604
BA2867	0.4711109068286485	0.7455546963980773
BA2868	0.1482073138054148	7.515001741124448
BA2870	0.5069095606352807	10.322297744445509
BA2871	0.170088311266681	3.4221688480142816
BA2872	0.1706664186677523	1.6477955843867516
BA2876	0.1042099068954033	0.0957137393726782
BA2879	0.3854677705158275	0.9531210378014084
BA2880	0.1470865539668648	2.6670752758807885
BA2882	0.1467127098966962	2.331904014622404
BA2883	0.4525059688827549	1.041376210613712
BA2885	0.299849769692369	0.8719233342609193
BA2887	0.3361944461565933	2.4644347656172783
BA2889	0.0032607530191513	0.0001248439450686
BA2893	0.603367933771291	3.066329078603025
BA2901	0.1850517608980293	0.0317730501306983
BA2902	0.4305832717631047	3.0100672119655543
BA2903	0.0834256581001667	0.04812813915614
BA2904	0.5605771781116354	4.618916602419935
BA2905	0.2835814840385837	0.9351763781874364
BA2906	0.1863712182221971	4.94215177891217
BA2908	0.3362728008393634	4.5110256667594255
BA2909	0.1964219455250941	2.4489723716243854
BA2910	0.4085341383201479	1.594387139400962
BA2911	0.432461270425124	9.404135429069326
BA2914	0.3282464348132149	3.2489443539667984
BA2915	0.0218014132414214	0.1575190649325371
BA2921	0.3518351047618266	1.641957001069005
BA2922	0.4560426622607161	2.7456192472563985
BA2923	0.2617340184470018	0.7224224439304705
BA2926	0.2264094324360189	6.687000187037824
BA2928	0.1677164032455859	1.9118917963386208
BA2930	0.3725037009771825	5.58017983762684
BA2932	0.4272977550754492	7.813152127137059
BA2934	0.1236760212693928	1.066804732513104
BA2935	0.2287418252851064	1.673007552982645
BA2937	0.2074914069173383	1.0652045403051302
BA2939	0.3058548591742073	2.5373235723920007
BA2944	0.6073825472504101	3.672323777677416
BA2947	0.2272981186082784	2.2556267591819603
BA2948	0.1754806126930556	1.6022588162482645
BA2950	0.5988291453273596	3.3056537960314523
BA2951	0.485869735054191	3.714504555055268
BA2952	0.3159037247979155	7.945331247025262
BA2953	0.2051085762725941	1.0622547637621065
BA2955	0.201015698103048	1.5735880773272142
BA2956	0.1737723118793595	0.6742777678936652
BA2962	0.3745486800855535	4.514064286268231
BA2970	0.1431593851330471	2.1501201984121554
BA2972	0.2478497605073347	1.6972456171563868
BA2976	0.3104939002311873	1.1234965124288914
BA2978	0.260346391573401	0.6784917224358712
BA2981	0.3877086824465399	0.464518225543284
BA2984	0.5524435975243656	1.3895178377819446
BA2986	0.2983798773803634	7.139863348341978
BA2989	0.9012169491049488	0.7722661228884115
BA2992	0.571223400311484	1.9699573082368111
BA2993	0.351026574506516	3.8777916763607
BA2994	0.6987384180225817	1.7558718623644929
BA2995	0.8452907347711253	1.3120625253755585
BA2999	0.7037852261887951	1.5218285152086082
BA3001	0.5107964579461929	3.283498109093232
BA3002	0.5907034847133481	4.609381041663816
BA3004	0.7435197491797316	2.9380858579637814
BA3006	0.4441179632734338	1.748787766814016
BA3008	0.018241639960469	0.0077259165993786
BA3009	0.3910410980820776	5.390947118477055
BA3010	0.316961809524329	1.3260803715209823
BA3011	0.2126042244190821	0.7382217721149416
BA3013	0.3261590134175917	2.0879046289580168
BA3023	0.3120788536500498	0.9683986825238244
BA3025	0.1313271882172597	5.080337428397208
BA3027	0.0818994430187669	3.00421939840729
BA3029	0.2886786546929628	1.7401704021009063
BA3030	0.2872690994644802	3.945677107330818
BA3037	0.2617518776043486	0.4762799165476772
BA3038	0.4797717529151157	5.051456112259189
BA3040	0.250690301209829	2.834850863947472
BA3042	0.2158528763498654	4.309006570653918
BA3043	0.1222303123648893	2.248677657799857
BA3049	0.0703686777679904	1.7313959408230577
BA3051	0.1085347295423158	0.6646889545802217
BA3053	0.6412368076275322	7.861453717262678
BA3064	0.6805859040259954	3.322682981534957
BA3067	0.9417137704908728	3.741009251529377
BA3068	0.8598505425084702	4.13495857796512
BA3070	0.1856567080563629	3.443687359436515
BA3071	0.5942806715240825	6.077216535055907
BA3072	0.5661038564642017	8.213110499816764
BA3075	0.4935394826888351	1.3901999555975253
BA3076	0.0600950815996389	0.0173066249405052
BA3077	0.2415930982661468	2.748373652909503
BA2040	0.1631249538399772	2.375963693373539
BA2160	0.5239516202848741	7.2642666976875745
BA2303	0.2287134621672144	2.840539695356444
BA2353	0.6573283798949452	6.337646980555671
BA2516	0.3524785908331733	6.1525607150623225
BA2590	0.7566619284761555	7.098047545622784
BA2647	0.5735408254668578	3.8849425733059006
BA2891	0.2015933580651004	1.4775576433842594
BA2924	0.3927336682223337	4.889603897989876
BA2971	0.4343361209962151	3.468802501744926
BA3036	0.3202146226888125	6.45483500374836
BA3059	0.1697399103267995	1.0846267987184108
BA3073	0.5202851452743436	2.979660609986603
BA3078	0.6240253826415152	5.116092346503533
BA3079	0.200928323370388	2.368091955700928
BA3083	0.3727060463008943	5.811712840678749
BA3084	0.2210528590812508	2.779812080210334
BA3085	0.3890291055292843	4.24132050223457
BA3087	0.3877333703674679	9.970414668935453
BA3089	0.5067222888544671	5.824776961198015
BA3094	0.1895895064274629	4.087964389823318
BA3095	0.5627347176682901	6.108688157768685
BA3098	0.6538684639714663	3.053186060055868
BA3099	0.7342656565816789	8.625616342847932
BA3103	0.5169322745767089	1.4367437019194949
BA3108	0.4771452595381377	10.156121900000151
BA3109	0.3379797371983408	1.3927302351962607
BA3110	0.2853318446250391	2.5078610552278597
BA3114	0.1698758836630473	2.7530216948668005
BA3116	0.1182353459217621	1.0875424370572109
BA3117	0.2689598140438191	7.193373265148163
BA3118	0.3590035962957389	5.277096192183644
BA3119	0.8137080331631155	12.883161912408516
BA3123	0.2201591236153108	4.803611327801272
BA3124	0.2526085938039344	4.21054428006405
BA3126	0.2332065906338938	2.8246321209328777
BA3128	0.530905902687292	3.608092487922375
BA3130	0.1561343854815054	2.5404865644497363
BA3133	0.4017282865003045	8.316171632292765
BA3135	0.5085187774197564	5.669922987556664
BA3136	0.4198186628813677	7.408721497640738
BA3137	0.4599699555675865	1.6213128686583913
BA3138	0.3691902155274642	2.926481202698819
BA3139	0.9533754592897552	6.8770572259705816
BA3141	0.4566407521427342	4.599395654944109
BA3142	0.9205512361539387	14.0982824377567
BA3145	0.3714211515309634	4.677822210665414
BA3146	0.4855940184757919	3.2749571865861946
BA3149	0.5645100707443396	2.387201305919367
BA3152	0.2440815047768036	4.349984345086304
BA3153	0.1392744072064952	3.0527241982844227
BA3154	0.248895410356001	4.28942234204808
BA3156	0.186899443301741	3.2278813784839597
BA3157	0.6363828203000166	5.383763330246449
BA3158	0.3363321980053571	2.427680769014372
BA3162	0.5376642936690882	0.9929945971919996
BA3163	0.0939197598265622	1.6091564442133084
BA3164	0.6014220646542657	5.868617775283941
BA3167	0.2309347291028571	1.3512052762913591
BA3169	0.1890676749491902	0.8099630790379262
BA3171	0.3806407790253697	5.544770658175454
BA3173	0.3070382406077814	1.7308377241602686
BA3174	0.466942613490451	2.78049200831482
BA3175	0.2132253898402153	3.916354169042656
BA3176	0.3915225302347527	1.398144493560881
BA3177	0.7269216743289351	2.6684240618836683
BA3178	0.109821525551975	2.2011568745523635
BA3180	0.6654326774634189	2.8429799230863977
BA3181	0.2853095046629166	3.4169526216468147
BA3182	0.4820291055658831	6.465568450520892
BA3183	0.5205419854700545	8.637727802183933
BA3185	0.1887930590401242	3.3780862457251213
BA3186	0.8556351390761217	7.658752176405559
BA3187	0.3640025341232009	2.660248828732659
BA3189	0.6953837671597553	7.486407566060087
BA3190	0.2063588954909127	1.344322793828056
BA3191	0.3470211967509229	4.6694024901881175
BA3192	0.5290873589812648	3.5077787205700552
BA3194	0.2907391298879882	8.662644524733851
BA3195	0.6795131680401585	7.4496398989691635
BA3197	0.3925798441882347	10.054760629602765
BA3199	0.3683258922645316	6.719935411125861
BA3200	0.5703347124212974	7.819164366709701
BA3202	0.1585607527447382	2.685428461074084
BA3203	0.2021318292718289	1.0415124745103943
BA3206	0.3054029361585556	3.960770595829513
BA3207	0.4022451961946818	9.902281146739536
BA3208	0.3509959283739198	6.055922803560105
BA3210	0.3897197689574871	1.414333149336776
BA3211	0.8167295952417628	5.250568268044968
BA3212	0.462977491620602	5.928094555982853
BA3213	0.623315471859848	4.602520007724814
BA3214	0.2287101010877497	6.220395204836827
BA3216	0.3935287074904569	5.618746466429752
BA3217	0.6674490439459047	8.902646775270254
BA3219	0.140652217771848	3.3432382481703
BA3221	0.1453516313431951	3.35154335856063
BA3222	0.2386519718525283	4.655330714803816
BA3225	0.3437275867685899	2.93339371005488
BA3226	0.6001027365795609	6.800439759375081
BA3227	0.7612033280690397	6.344520643349284
BA3228	0.8434634677888566	8.08669053299697
BA3229	0.9040616726306924	7.676464217231506
BA3230	0.2993677379279945	2.888449091497991
BA3232	0.4090506746754818	4.301224086517919
BA3234	0.4096002524563868	4.332855018316021
BA3235	0.2153840453952324	1.915317492902447
BA3237	0.2731221081648503	4.639006836764641
BA3240	0.6055565355291733	10.116098999271616
BA3242	0.4369142444127037	3.331326029734452
BA3243	0.3565320994115399	2.9046507866993294
BA3245	0.3474752642131753	3.3602777891825237
BA3249	0.2979370074847912	1.7662823115441877
BA3250	0.5288239304614563	3.933912694393884
BA3251	0.37682137352656	4.276729172274
BA3255	0.4513098386747018	5.48695761692525
BA3258	0.2433264742198979	1.7224400452540294
BA3260	0.1656328874061395	1.0478724751794728
BA3261	0.1746876068794424	4.870043185968817
BA3264	0.6322409702114022	11.23593616992158
BA3266	0.6045567316687842	12.655947589873191
BA3268	0.5587744580936236	9.627225643645808
BA3269	0.323176272314291	2.378683040839632
BA3270	0.3947631350254255	6.257724076633806
BA3271	0.6874201291070778	5.419991651726451
BA3273	0.0560587391122591	1.8203280536965825
BA3275	0.8396910736024769	4.6617186114798645
BA3277	0.5116233861894945	1.1887544877672702
BA3280	0.4990817501709067	2.9610502249776087
BA3283	0.2865298286168483	2.004062218207752
BA3285	0.8977304053375441	5.7232340132082165
BA3286	0.3977116929525598	3.752073025344385
BA3289	0.1404900493991304	0.4495356215814276
BA3290	0.3000348646219577	8.673827288058016
BA3293	0.9942868464660988	9.284535522740304
BA3295	0.4842616358580394	5.400211193073215
BA3296	0.1785196250337341	6.435364320786594
BA3297	0.6755713256678774	11.028395922575465
BA3299	0.3028377512175438	1.7767219872844695
BA3300	0.3203211315178937	4.756270975227372
BA3302	0.8089436356807943	15.037900211520007
BA3305	0.3165741663993759	3.382023148591666
BA3306	0.4393434975518654	4.024635907308313
BA3308	0.8613295623116871	8.715486115863088
BA3310	0.4493223787761471	3.9395821225295418
BA3311	0.3836221812068668	6.11081535565318
BA3312	0.2361033181100383	7.919782610348514
BA3315	0.2484026435584517	6.101530486404784
BA3317	0.6423924956872351	8.061095334546799
BA3318	0.3061830139235205	1.6558276347622718
